propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,highlight.groupDescription
108452928,,0,,428900.0,flat,sale,129.0,True,3,2,"calle Virgen de Loreto, 20",Madrid,Alcalá de Henares,El Pilar - Bripac,es,,40.5005499,-3.34429,True,https://www.idealista.com/obra-nueva/108452928/,"ÚLTIMOS PISOS DE 3 DORMITORIOS Pisos y áticos con terraza, bajos con jardín, 2, 3 y 4 dormitorios y excelentes zonas comunes en Alcalá de Henares. VIVIR A LO GRANDE es tener tu casa en una zona consolidada, con los servicios que necesitas para tu jornada como colegios y universidad, supermercados y centros comerciales, centro de salud y hospital, parques, transporte público, buen acceso por carretera y a 10 minutos del centro de Alcalá. VIVIR A LO GRANDE es elegir el espacio que necesitas, pisos con terraza, áticos y bajos de 2, 3 y 4 dormitorios con garaje, trastero y zonas comunes.  VIVIR A LO GRANDE es tener las mejores zonas comunes que se pueden: piscina infantil y de adultos con su zona de solárium, espacio fitness, picnic, juegos infantiles, salón de ocio, aparcamiento bicis en una urbanización privada única. VIVIR A LO GRANDE es personalizar a tu gusto tu hogar con una amplia gama de acabados con colecciones que actualizamos constantemente de solados, alicatados, muebles de baño, carpintería, interior de armarios, pinturas y puerta acorazada te están esperando y son SIN COSTE PARA. VIVIR A LO GRANDE es tener una casa con materiales sostenibles. Equipos de aerotermia son la fuente de energía renovable y respetuosa con el medio ambiente que usará la vivienda junto con suelo radiante refrescante, con solado cerámico y otros materiales y técnicas usadas en la construcción que al final tienen como objetivo que la vivienda sea confortable, saludable y segura.  CASAS SOSTENIBLES: los sistemas constructivos y materiales empleados han conseguido que puedas vivir en un hogar totalmente eficiente con un consumo de energía casi nulo. Queremos ir un paso más allá y reforzar nuestro compromiso medioambiental para que sea tu mejor inversión de futuro: BREEAM® es el método de evaluación y certificación de la sostenibilidad en la edificación técnicamente más avanzado. Por ello, se compromete a la obtención del prestigioso certificado BREEAM®, y para ello ha iniciado los trámites para cumplir con todos los requisitos desde el primer momento. Las imágenes de interiores son ilustrativas con respecto a las calidades y corresponde a otras viviendas construidas. Consultar la memoria de calidades en la oficina.",False,newdevelopment,True,,3325.0,False,False,False,False,[],False,False,428900.0,€,flat,"El Pilar - Bripac, Alcalá de Henares","Piso en calle Virgen de Loreto, 20",108052,,,,,,,False,
108388860,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/85/e4/1342634490.webp,26,2,226000.0,flat,sale,57.0,True,3,1,Barrio Amposta,Madrid,Madrid,San Blas,es,Amposta,40.4270726,-3.6215038,False,https://www.idealista.com/inmueble/108388860/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 2ª planta de un edificio residencial. No dispone de ascensor. Situado en AMPOSTA en el distrito de San Blas. La vivienda se distribuye en tres dormitorios, salón-comedor, cocina americana y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. Se encuentra ubicado en Amposta, San Blas (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.    La parada de metro más cercana es Simancas y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Pobladura del Valle-Alconera y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.    En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 210 metros, existen 2 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 280 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 4 bancos, una lavandería, una comisaría de policía, 2 estaciones de bomberos.    La zona cuenta con una amplia oferta de entretenimiento con un teatro, 3 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Plaza de Eisenhower, Avenida de Arcentales y la Calle de San Romualdo. Estado de la vivienda: vacante. "".",True,good,False,False,3965.0,True,False,True,False,[],False,False,226000.0,€,flat,"Amposta, Madrid",Piso,2001/20010001/60,,,,,,,,
108364370,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/dd/71/1355160490.webp,39,1,485000.0,flat,sale,110.0,True,2,2,Vega de la Moraleja,Madrid,San Sebastián de los Reyes,Vega de la Moraleja,es,,40.5412732,-3.6173892,False,https://www.idealista.com/inmueble/108364370/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y dos baño. Se encuentra en la 1ª planta de un edificio residencial. Cuenta con dos plazas de garaje y trastero. Dispone de ascensor. Situado en La Hoya Moscatelares en el distrito de San Sebastián De Los Reyes Ciudad. La vivienda se distribuye en dos dormitorios, armarios empotrados, salón-comedor con acceso a terraza y jardín, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de calefacción y aire acondicionado. Dispone de piscina. Se encuentra ubicado en San Sebastián De Los Reyes Ciudad, Sureste de San Sebastián de los Reyes. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de autobús más cercana se encuentra a menos de 10 minutos andando.    En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el colegio más cercano se encuentra a 300 metros.    La zona cuenta con una amplia oferta de entretenimiento con un cine, múltiples parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Norte, Paseo de Europa y la Avenida Matapiñoneras. Estado de la vivienda: vacante"".",True,good,False,True,4409.0,True,False,True,False,[],False,False,485000.0,€,flat,"Vega de la Moraleja, San Sebastián de los Reyes",Piso,2001/20010016/12,,,,True,True,,,
108880198,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/41/bb/1357776446.webp,1,bj,200000.0,flat,sale,61.0,True,1,1,calle de Llanos de Escudero,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4249977,-3.6397371,False,https://www.idealista.com/inmueble/108880198/,"CLICKHAUS Pueblo Nuevo presenta en exclusiva estupendo piso bajo exterior en Llanos de Escudero, situado en el demandado barrio de Pueblo Nuevo. Características destacadas: -Piso bajo exterior, ideal para quienes buscan comodidad y accesibilidad. -Actualmente alquilado, perfecto para inversores que desean rentabilidad desde el primer día. -Buena distribución y excelente luminosidad. -Entorno tranquilo y bien comunicado: a pocos minutos del metro, comercios y servicios. Ideal para inversores o como primera vivienda con proyección de futuro. Contacta con CLICKHAUS para más información y concertar una visita. ! No dejes pasar esta oportunidad! . FOTOS Y TOUR VIRTUAL DISPONIBLE PRÓXIMAMENTE Asesor: Jose: 6. 7. 1. 0. 4. 8. 7. 2. 4.",False,good,False,False,3279.0,True,False,False,False,[],False,False,200000.0,€,flat,"Pueblo Nuevo, Madrid",Piso en calle de Llanos de Escudero,,,,,,,,,
108652285,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/24/e5/1351128545.webp,25,1,225000.0,flat,sale,75.0,True,3,1,calle Pizarro,Madrid,Getafe,Getafe Centro,es,,40.3138059,-3.7292757,False,https://www.idealista.com/inmueble/108652285/,"DB Servicios Inmobiliarios ofrece en EXCLUSIVA Luminoso piso de 3 dormitorios junto a la calle Madrid – ¡Ubicación inmejorable! Estupenda vivienda situada en una de las zonas más demandadas de Getafe, a escasos metros de la calle Madrid, con todos los servicios y transporte público al alcance de la mano. El piso cuenta con 3 amplios dormitorios, dos de ellos equipados con aire acondicionado, ideales para el confort durante todo el año. El salón comedor, también con aire acondicionado, tiene salida a una gran terraza exterior cerrada, que abarca todo el ancho de la vivienda, aportando mucha luz natural y espacio adicional para disfrutar o aprovechar como zona de descanso. La vivienda dispone de un baño con plato de ducha y una cómoda cocina independiente, que tiene acceso directo a un patio interior privado, perfecto como zona de almacenaje, lavandería o desahogo. La ubicación es uno de sus mayores atractivos: � A menos de 10 minutos andando de la estación de Renfe y Metro (L12) Getafe Central � Cercano también a la estación de Metro (L12) Juan de la Cierva � Varias líneas de autobús disponibles en los alrededores � Rodeado de comercios, supermercados, colegios y todos los servicios necesarios ¡Una oportunidad ideal tanto para vivir como para invertir! No dejes pasar esta vivienda con excelente ubicación y gran potencial.",True,good,False,True,3000.0,False,False,False,False,[],False,False,225000.0,€,flat,"Getafe Centro, Getafe",Piso en calle Pizarro,,230000.0,5000.0,2.0,,,,,
108619141,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/51/f5/1359018540.webp,40,,899000.0,chalet,sale,251.0,,4,4,El Pastel,Madrid,Boadilla del Monte,El Pastel,es,,40.4200239,-3.9169121,False,https://www.idealista.com/inmueble/108619141/,"Chalet pareado con jardín y zonas comunes en Boadilla del Monte (El Pastel) Te presentamos esta fantástica vivienda pareada ubicada en una de las zonas más tranquilas y exclusivas de Boadilla del Monte, dentro de una urbanización privada con piscina y zonas verdes de uso compartido. La entrada principal da paso a un coqueto patio delantero. Por la parte trasera, un agradable jardín privado invita a disfrutar de comidas al aire libre o reuniones en familia. En la planta principal encontramos un salón-comedor muy luminoso con chimenea acristalada de diseño, salida directa al jardín y una cocina moderna, completamente equipada con electrodomésticos de alta gama y zona de office. Además, en esta misma planta hay un despacho ideal para teletrabajo y un baño de cortesía. En la primera planta se ubican tres dormitorios y dos baños. La habitación principal dispone de baño en suite con bañera de hidromasaje y un cómodo vestidor. Dos de los dormitorios tienen salida a balcones con vistas despejadas al entorno natural. En la planta semisótano hay espacio para dos coches en garaje cerrado, además de una sala multiusos con zona de lavandería y un gimnasio totalmente equipado, junto a un baño completo. Entre otras comodidades, esta vivienda incluye: aire acondicionado en el salón y dormitorio principal (con preinstalación en el resto), armarios empotrados vestidos y toldos automático El jardín trasero tiene acceso directo a las zonas comunes de la urbanización, que cuenta únicamente con 19 viviendas, lo que asegura un ambiente tranquilo y exclusivo. Situado en la zona de El Pastel, a los pies del Parque Regional del Río Guadarrama, este chalet combina la paz del entorno natural con la cercanía de todos los servicios urbanos necesarios para el día a día. Si quieres vivir rodeado de naturaleza sin renunciar a la comodidad, esta casa puede ser tu próximo hogar. Contáctanos para organizar una visita.",False,good,False,,3582.0,True,False,True,False,[],False,False,899000.0,€,chalet,"El Pastel, Boadilla del Monte",Chalet pareado,3160-00853,,,,True,True,semidetachedHouse,,
107531650,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/09/db/1316953017.webp,18,bj,215000.0,flat,sale,60.0,True,2,1,calle Laguna,Madrid,Alcalá de Henares,Casco Histórico,es,,40.4768991,-3.3687689,False,https://www.idealista.com/inmueble/107531650/,"¡Descubre tu nuevo hogar en el corazón de Alcalá de Henares! Este piso a estrenar, situado en una planta baja, es perfecto para quienes buscan comodidad y estilo en una ubicación inmejorable. El inmueble, rehabilitado en 2023, cuenta con dos dormitorios y un acogedor salón de paso que se integra con una moderna cocina americana completamente equipada. El baño completo, con plato de ducha, ofrece un diseño funcional y actual. El piso destaca por sus acabados de calidad: suelo de tarima que aporta calidez a cada estancia, pintura lisa que proporciona un ambiente limpio y moderno, y ventanas de aluminio con cristales de climalit que aseguran un excelente aislamiento térmico y acústico. Sistema de climatización (frío-calor) canalizado. Las puertas lacadas en blanco añaden un toque elegante al conjunto, su ubicación céntrica te permitirá disfrutar de todos los servicios y comodidades que ofrece la ciudad. ¡No dejes pasar esta oportunidad única para vivir en un espacio moderno y bien comunicado!",True,good,False,False,3583.0,True,False,False,False,[],False,False,215000.0,€,flat,"Casco Histórico, Alcalá de Henares",Piso en calle Laguna,MI-1346,,,,,,,,
107359276,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/65/d1/1320757763.webp,31,,1650000.0,chalet,sale,220.0,,5,4,calle del Nardo,Madrid,La Moraleja,El Soto de la Moraleja,es,,40.5272211,-3.6370878,False,https://www.idealista.com/inmueble/107359276/,"CASA PATAGONIA vende este precioso chalet de esquina en el Soto de la Moraleja a 5 minutos caminando de los colegios y 10 min de Diversia/Metro. Se encuentra tambien pegado a 2 parques por lo que sus hijos podran disfrutar de todas las comodidades de la zona. Consta de 3 plantas. Planta 0. - recibidor con baño completo reformado - zona lavanderia - cocina integrada al salon comedor (electrodomesticos modernos de gama alta) - porche con amplio jardin Planta1: -2 cuartos que comparten 1 baño - cuarto principal con vestidor y baño en suite Planta 2: - despacho o cuarto adicional con baño privado - cuarto de servicio con baño Este chalet incluye 1 plaza de garaje donde cabrian 1coche grande y una moto o 2 coches pequeños y forma parte de una urbanización exclusiva con amplias zonas verdes, piscina comunitaria y seguridad 24horas. No dejes escapar esta oportunidad!",False,good,False,,7500.0,True,False,False,False,[],False,False,1650000.0,€,chalet,"El Soto de la Moraleja, La Moraleja",Chalet adosado en calle del Nardo,,,,,True,True,terracedHouse,,
108335265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/9e/7a/1346844381.webp,45,2,650000.0,duplex,sale,140.0,True,2,2,Barrio Zona Pueblo,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.4438338,-3.8127205,False,https://www.idealista.com/inmueble/108335265/,"¡DÚPLEX MARAVILLOSO DE 88M² CON 2 DORMITORIOS, 2 BAÑOS, TERRAZA, GARAJE 20m2, TRASTERO 3m2 Y PISCINA COMUNITARIA! ¡ESTUPENDA UBICACIÓN EN ZONA MUY TRANQUILA, JUSTO EN FRENTE DEL PARQUE FUENTE DE LA SALUD Y CERCA DE COLEGIOS! AUTOBÚS EN LA PUERTA. Te presentamos este amplio y luminoso piso en una de las zonas más exclusivas de Pozuelo de Alarcón. Ideal para familias con niños de los colegios cercanos, Liceo Sorolla, Escolapios, Kensington y Cluny. La vivienda cuenta con 2 dormitorios, 2 baños completos, y una cocina independiente totalmente equipada. Características destacadas: •88 m² construidos distribuidos en un espacio funcional y bien aprovechado. •2 amplios dormitorios en la planta alta, con armarios empotrados.  •2 baños completos, uno de ellos en suite. •Cocina independiente con acceso a zona de lavado en terraza- tendedero con caldera. •Terrazas privada de 7m2, perfecta para disfrutar al aire libre. •Salón comedor espacioso y muy luminoso, con acceso a la terraza. •Espacio aprovechado debajo de escalera. Armario en pasillo planta alta.  •Aire acondicionado.  Es un piso soleado gracias a su orientación suroeste. Tiene una bonita pequeña zona comunitaria ajardinada con piscina.  La ubicación es excelente justo en frente de parques (Fuente de la Salud, Carlos Sainz. )y andando a los colegios (Kensington, Liceo Sorolla, Escolapios, Cluny…), Centro comercial con supermercados en el Torreón y transporte público en la puerta (autobús directo a Moncloa). Acceso rápido a la M40 y a la carretera de la Coruña (A6). Listo para entrar a vivir. ¡No dejes pasar esta oportunidad! Para más información o para programar una visita, no dudes en contactarnos.",True,good,False,True,4643.0,True,False,True,False,[],False,False,650000.0,€,flat,"Zona Pueblo, Pozuelo de Alarcón",Dúplex,9635001241,,,,True,True,duplex,,
108048756,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/24/4f/1332295041.webp,62,,1159000.0,chalet,sale,369.0,,5,4,Barrio Yucatán- Las Cornisas,Madrid,Las Rozas de Madrid,Yucatán- Las Cornisas,es,Yucatán- Las Cornisas,40.4793062,-3.8548437,False,https://www.idealista.com/inmueble/108048756/,"TECNOCASA MAJADAHONDA PLANTIO PRESENTA EN EXCLUSIVA: Impresionante vivienda unifamiliar en una tranquila urbanización privada, rodeada de pocas viviendas, lo que garantiza privacidad y una atmósfera relajante. Con un diseño moderno y funcional, la propiedad se distribuye en cuatro plantas, adaptándose perfectamente a las necesidades de una familia que busca comodidad y espacio. **Planta baja:** Al ingresar a la vivienda, encontramos un amplio hall que da acceso a un aseo de cortesía, una cocina independiente de estilo moderno y completamente equipada, un comedor luminoso y un salón de gran tamaño que se conecta directamente con el jardín privado. El salón, ideal para reuniones familiares o de amigos, se abre a través de grandes ventanales al exterior, donde se encuentra un jardín de más de 300 metros cuadrados. Este espacio al aire libre cuenta con una piscina, perfecta para disfrutar del clima en cualquier época del año, y un cenador, ideal para cenas al aire libre o momentos de relax. **Segunda planta:** En la planta superior se distribuyen cuatro dormitorios, todos con grandes ventanales que permiten una excelente entrada de luz natural. Además, hay dos baños completos, uno de ellos en suite, ofreciendo comodidad y privacidad a los miembros de la familia. **Tercera planta:** Esta planta se convierte en el lugar ideal para el descanso y la relajación, con una amplia sala de estar que actualmente se utiliza como dormitorio principal. El baño de esta planta es un auténtico oasis de bienestar, con ducha, una bañera de hidromasaje, un doble lavabo y una gran ventana Velux que proporciona una luminosidad espectacular, creando un ambiente perfecto para relajarse después de un largo día. La planta superior cuenta con dos dormitorios adicionales, actualmente utilizados como vestidores, proporcionando un amplio espacio de almacenamiento y organización. Estas habitaciones, al estar en el último nivel, gozan de una atmósfera tranquila y privada. **Planta sótano:** El sótano ofrece un espacio funcional con una zona de lavandería que facilita las tareas domésticas. Además, cuenta con capacidad para hasta tres plazas de garaje cubiertas, lo que es un gran valor añadido en cuanto a comodidad y seguridad. También dispone de un área de trastero que puede adaptarse para otros usos, como la posibilidad de convertirla en una habitación de servicio o un pequeño estudio. La propiedad es ideal para quienes buscan un hogar espacioso y bien distribuido, en un entorno privado y tranquilo, pero sin renunciar a las comodidades modernas. Con un amplio jardín, piscina y espacios perfectamente adaptados para una vida familiar cómoda, esta vivienda se presenta como una opción única para quienes desean vivir en un entorno privilegiado.",True,good,False,,3141.0,True,False,False,False,[],False,False,1159000.0,€,chalet,"Yucatán- Las Cornisas, Las Rozas de Madrid",Casa independiente,,1199000.0,40000.0,3.0,True,True,independantHouse,,
108258544,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/ac/da/1338719758.webp,32,4,200000.0,flat,sale,67.0,True,3,1,Barrio Zona Renfe,Madrid,Alcorcón,Centro,es,Zona Renfe,40.3483482,-3.8286029,False,https://www.idealista.com/inmueble/108258544/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residencial. No dispone de ascensor. Situado en ZONA RENFE en el distrito de Sur. La vivienda se distribuye en tres dormitorios, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Se encuentra ubicado en Sur, Noroeste de Alcorcón. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Alcorcon Central y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es AV. MÓSTOLES-EST. ALCORCÓN CENTRAL y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando. En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 290 metros, existen 2 farmacias a menos de 300 metros, existen 5 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 12 supermercados, una oficina de correos. La zona cuenta con una amplia oferta de entretenimiento con 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Suroeste, Avenida de Móstoles. Estado de la vivienda: vacante"".",True,good,False,False,2985.0,True,False,True,False,[],False,False,200000.0,€,flat,"Zona Renfe, Alcorcón",Piso,2001/20010002/7,,,,,,,,
106697853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/1d/d9/1292818589.webp,59,1,295000.0,flat,sale,121.0,True,3,2,San José - Buenos Aires,Madrid,Pinto,San José - Buenos Aires,es,,40.2414332,-3.7077979,False,https://www.idealista.com/inmueble/106697853/,"""ESTUPENDA VIVIENDA EN VENTA  Excelente vivienda de tres dormitorios y dos baños. Se encuentra en la 1ª planta de un edificio residencial, y cuenta con garaje y trastero. Dispone de ascensor. Situado en San José Buenos Aires, Pinto. La vivienda se distribuye en tres dormitorios y, salón-comedor, cocina independiente con acceso a terraza, y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina, baños, y tarima en el resto de estancias. Dispone de calefacción. Dispone de piscina, jardín y zona infantil. Se encuentra ubicado Pinto al Sur de Madrid. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Pinto y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana se encuentra a menos de 10 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el colegio más cercano se encuentra a 240 metros.  La zona cuenta con una amplia oferta de entretenimiento con 6 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Sur, M-506 y la Calle Águilas. Estado de la vivienda: vacante *Las imágenes corresponden a un apartamento tipo, son orientativas sin carácter vinculante. Las imágenes de las estancias amuebladas pertenecen al Piso Piloto y se utilizan como referencia para que los clientes se hagan una idea de los espacios y distribución de la vivienda. Todas las viviendas de esta promoción se entregan sin amueblar. "".",True,good,False,True,2438.0,True,False,True,False,[],False,False,295000.0,€,flat,"San José - Buenos Aires, Pinto",Piso,2110/21100032/155,,,,True,True,,,
108792641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/7f/68/1355271875.webp,28,1,1290000.0,flat,sale,230.0,True,6,3,calle de Luisa Fernanda,Madrid,Madrid,Moncloa,es,Argüelles,40.4257741,-3.7140171,False,https://www.idealista.com/inmueble/108792641/,"¡Descubre esta magnífica vivienda en el corazón de Argüelles! Con techos altos que aportan una sensación de amplitud y luminosidad, este piso se convierte en el hogar ideal para quienes buscan comodidad y estilo. Situado en una de las zonas más demandadas de la capital, estarás rodeado de todo tipo de servicios y disfrutarás de excelentes comunicaciones gracias a su cercanía con el metro y autobuses. A solo 200 metros de la emblemática Plaza España y junto al Templo de Debod, la ubicación es simplemente inmejorable. Esta propiedad cuenta con más de 12 ventanas, la mayoría de ellas orientadas al exterior, lo que garantiza una luz natural abundante durante todo el día. Al entrar, te recibe un amplio hall con armario empotrado que da paso a travez del pasillo a un espacioso salón comedor, perfecto para disfrutar de momentos en familia o con amigos. La vivienda dispone de 6 dormitorios dobles, todos equipados con armarios empotrados, ofreciendo un excelente espacio de almacenamiento. La cocina independiente es ideal para los amantes de la gastronomía, mientras que los tres baños completos aseguran comodidad y privacidad para todos los miembros del hogar.  Ubicada en una finca clásica señorial con un bonito portal y solo un vecino por planta, disfrutarás de tranquilidad y exclusividad. Además, cuenta con un precioso ascensor de época que añade un toque especial a esta joya inmobiliaria. Como valor añadido, la plaza de parking del ayuntamiento está incluida en el precio, un lujo en el centro de Madrid. No pierdas la oportunidad de vivir en este espectacular piso de 230 m² construidos, donde cada rincón está diseñado para ofrecerte confort y elegancia. ¡Ven a visitarlo y deja que te enamore!",False,good,False,True,5609.0,True,False,False,False,[],False,False,1290000.0,€,flat,"Argüelles, Madrid",Piso en calle de Luisa Fernanda,,,,,True,True,,,
107490265,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/7f/51/1314193245.webp,65,,269000.0,chalet,sale,220.0,,4,3,calle de los Cotos,Madrid,Carabaña,,es,,40.2532486,-3.239969,False,https://www.idealista.com/inmueble/107490265/,"La Petite Maison os presenta este chalet INDEPENDIENTE en Carabaña, con unas preciosas vistas. La vivienda consta de 2 plantas totalmente independientes y esta es su distribución: En la planta principal contamos con un doble acceso, zona delantera y trasera de la parcela. Este chalet cuenta con 200 m2 construidos y 500 m2 de parcela, se encuentra distribuidos en dos plantas totalmente independizadas la una de la otra. En la planta superior un hall nos da la bienvenida, desde él podemos apreciar la distribución de la vivienda. Esta planta consta de: salón comedor, cocina semi abierta, 3 habitaciones y un baño completo. El salón es amplio y muy luminoso gracias a su orientación, cuenta con una chimenea de obra revestida en piedra, lo que hace de esta la protagonista de la estancia. Cuenta con acceso a una terraza lateral que comunica con la zona exterior La cocina parcialmente integrada en el salón, cuenta con orientación suroeste lo que provoca una entrada de luz constante a la zona de día (salón, cocina y comedor ) Las 3 habitaciones de esta planta son dobles y cuentan con armarios empotrados Baño completo con bañera y toallero En la planta baja nos encontramos un gran espacio unificado y multifuncional, en varios ambientes, zona de estar, salón, cocina equipada, despensa, cuarto de instalaciones y un gran comedor.  Esta planta además dispone de un dormitorio doble y un baño completo dotado de ducha. Lo que la hace perfecta para visitas, invitados o celebraciones. Este espacio fue diseñado para proporcionar un espacio adicional que se adapta a las necesidades de cada familia.  Desde esta planta accedemos a la parte trasera de la vivienda, en la que disfrutaremos prácticamente todo el año el que disfrutaremos de vistas de todo el jardín.  Diseñado en dos alturas, la parte alta tiene un cenador con una practica pérgola y la zona de barbacoa con horno de leña y parrilla. La zona inferior de la parcela cuenta con una zona de solárium muchcisima intimidad y tiene una gran piscina de 28m2 con una cómoda escalinata de acceso. Además tiene instalado un sistema que atempera el agua de la piscina, lo que te permitirá alargar la temporada de baño. En este espacio encontramos un aseo de cortesía para dar servicio a la piscina y un espacio diseñado como bodega, con punto de luz y agua. La zona exterior goza de sol directo, la parcela brinda varias orientaciones y de unas vistas privilegiadas de Carabaña y Orusco. Carabaña es un municipio situado en la Comunidad de Madrid, a unos 50 kilómetros al sureste de la capital, Madrid. Se encuentra en la comarca de Las Vegas. Carabaña es un lugar perfecto si buscas disfrutar de la tranquilidad, la naturaleza y la vida rural, con un toque de patrimonio histórico y cultura local. SI QUIERES AMPLIAR INFORMACION, NO DUDES EN CONTACTAR En el precio de venta no están incluidos los Impuestos de transmisiones patrimoniales / Notaría-Gestoría / Registro / intermediación / Financiera ETC..",False,renew,False,,1223.0,True,False,True,False,[],False,False,269000.0,€,chalet,Carabaña,Casa independiente en calle de los Cotos,,,,,,,independantHouse,,
