propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace.parkingSpacePrice
107717786,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/a0/44/1324419479.webp,33,1750000.0,penthouse,sale,227.0,3,3,calle de Roberto Domingo,Madrid,Madrid,es,40.4328865,-3.6619191,False,https://www.idealista.com/inmueble/107717786/,"A-House le ofrece este ÁTICO CON AMPLIA TERRAZA a pocos metros de LA PLAZA DE TOROS DE LAS VENTAS. La propiedad está distribuida en un salón comedor con chimenea, cocina office totalmente equipada, tres habitaciones dobles EXTERIORES, y tres baños completos (uno de ellos en suite). La vivienda destaca por su TERRAZA de 70 m², accesibles desde el salón, la cocina y todas las habitaciones, por lo que aporta gran luminosidad. También cuenta con TRASTERO Y PLAZA DE PARKING.  La finca es del año 2002 y se considera un EDIFICIO MODERNO que dispone de PISCINA COMUNITARIA, gimnasio y sauna, ofreciendo un estilo de vida contemporáneo, cuenta con ASCENSOR, VIDEOPORTERO, VIGILANCIA 24 HORAS. Las estaciones de metro de Madrid con parada en el barrio de Guindalera son Manuel Becerra (líneas 2 y 6), Ventas (líneas 2 y 5), Diego de León (líneas 4, 5 y 6), Avenida de América (líneas 4, 6, 7 y 9), Cartagena (línea 7) y Parque de las Avenidas (línea 7). Además, al contar con Avenida de América, este barrio tiene el intercambiador del mismo nombre, desde donde salen buses con destino a diferentes puntos de Madrid y de España. Algunas de las líneas de autobús con parada en este barrio son: 1, 2, 12, 21, 26, 38, 43, 48, 53, 56, 4, 106, 110, 114, 115, 122, 143, 146, 156, 200, 210, C1, C2, N3, N4, N5, N7 y E5. La zona en la que actualmente se encuentra el barrio de la Guindalera era hasta el siglo XIX, allí se empezaron a construir principalmente casas de dos pisos, que se convirtieron en segunda residencia y lugar de veraneo de la clase alta de Madrid. Aquí llegaron a residir personajes importantes de la época. Si decide vivir en el barrio de Guindalera, su día a día, además de tranquilo, será sencillo, ya que este barrio ofrece todo lo que necesita para encontrarse cómodo en él, como varias tiendas y supermercados para las compras semanales y colegios para los más pequeños. Pero también tendrá entretenimiento durante el fin de semana, ya que Guindalera está lleno de bares y restaurantes en los que se come muy bien. En definitiva, si le gusta disfrutar de los días en su barrio sin salir mucho de sus fronteras, aquí podrá hacerlo con total tranquilidad. Aproveche esta oportunidad.",True,good,False,7709.0,True,False,True,False,[],False,False,1750000.0,€,,,,True,True,flat,penthouse,"Guindalera, Madrid",Ático en calle de Roberto Domingo,00133MR01,7,True,Barrio de Salamanca,Guindalera,True,
108098679,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/8c/f9/1333764890.webp,32,380000.0,flat,sale,70.0,3,1,"calle de San Leopoldo, 10",Madrid,Madrid,es,40.4694048,-3.690468,True,https://www.idealista.com/inmueble/108098679/,"Piso luminoso de 3 dormitorios en Calle San Leopoldo 10 – Almenara-Ventilla, Tetuán (Madrid) Descubre esta oportunidad de vivir o invertir en una de las zonas con mayor proyección de Madrid. Situada en la Calle San Leopoldo 10, esta vivienda de 70,20 m² construidos se encuentra en el barrio de Almenara-Ventilla, dentro del distrito de Tetuán, a tan solo 100 metros del Paseo de la Castellana y 300 metros de Plaza de Castilla. La vivienda destaca por su orientación sur, que le proporciona luminosidad durante todo el día, y se sitúa en una zona tranquila, rodeada de un vecindario consolidado y amable, ideal tanto para familias como para inversores. Cuenta con una distribución práctica y funcional, con: •3 dormitorios bien aprovechados, ideales para descansar, teletrabajar o adaptarlos como espacio polivalente. •Cocina independiente, con espacio para almacenaje y acceso a office- tendedero exterior. •Salón con buena luz natural. •Baño completo. Ubicación inmejorable y comunicaciones excelentes: •A escasos metros de la estación de metro Plaza de Castilla, con conexiones directas a través de las líneas 1, 9 y 10, facilitando el acceso a cualquier punto de la ciudad. •Varias líneas de autobús EMT en la misma zona, incluyendo intercambiador de autobuses de Plaza de Castilla con conexión a toda la Comunidad de Madrid. •Estaciones cercanas de BiciMAD, con una base en la misma Plaza de Castilla, perfectas para moverte de forma sostenible por toda la ciudad. •Acceso rápido a las principales vías de entrada y salida de Madrid como la M-30, A-1 y M-607. Servicios cercanos: •A pocos minutos de centros sanitarios como el Centro de Especialidades José Marvá o el Hospital La Paz. •Amplia oferta educativa: colegios públicos y concertados como el CEIP Ignacio Zuloaga o el Colegio Salesianas Plaza Castilla.",False,good,False,5429.0,True,False,False,False,[],False,False,380000.0,€,,,,,,flat,,"Ventilla-Almenara, Madrid","Piso en calle de San Leopoldo, 10",Vivienda San Leopoldo (Madrid),3,True,Tetuán,Ventilla-Almenara,False,
108832412,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/69/7a/1356440908.webp,37,345000.0,flat,sale,123.0,4,2,calle del Toboso,Madrid,Madrid,es,40.392458,-3.7338944,False,https://www.idealista.com/inmueble/108832412/,"Tu nuevo hogar en San Isidro: amplio, luminoso y con gran potencial de inversión  Ari Home Inmobiliaria te ofrece en exclusiva esta fantástica vivienda de 123 m², ubicada en una urbanización tranquila, rodeada de zonas verdes y con una excelente conexión con el centro de Madrid. Ya sea que estés buscando tu próximo hogar familiar o una oportunidad de inversión con alta rentabilidad, esta propiedad lo tiene todo.  ________________________________________  �️ Distribución pensada para el confort y la funcionalidad:  •� Salón-comedor muy luminoso, con gran ventanal que llena el espacio de luz natural. Ideal para relajarte o recibir visitas.  •�️ 4 dormitorios amplios, tres de ellos dobles. Perfectos para familias numerosas o para alquilar por habitaciones.  •�️ Cocina independiente y totalmente equipada, con espacio más que suficiente para el día a día.  •� Trastero con acceso desde la cocina: práctico para almacenamiento adicional.  •� 2 baños completos, uno con plato de ducha y otro con armario empotrado, para mayor comodidad.  •� Plaza de garaje amplia, con fácil acceso y buena maniobrabilidad.  ________________________________________  � Ubicación ideal: cerca de todo lo que necesitas  Ubicada a pocos metros de la calle General Ricardos, en el barrio de San Isidro, esta vivienda cuenta con excelente comunicación:  •� Metro: Oporto (Líneas 5 y 6) y Urgel (Línea 6)  •� Autobuses EMT: líneas 34, 35, 118, 119 y N26  •� Acceso rápido a la M-30  Además, está junto al Parque de San Isidro, un pulmón verde perfecto para pasear, hacer deporte o disfrutar en familia. La zona ofrece todo tipo de servicios: supermercados, colegios, centros de salud, farmacias, comercios de barrio y más.  ________________________________________  �️ Sobre el barrio: San Isidro, tradición y calidad de vida  Situado en el suroeste de Madrid, entre la Vía Carpetana, la Avenida de Nuestra Señora de Valvanera y el río Manzanares, el barrio de San Isidro destaca por su tranquilidad, su ambiente familiar y su historia. Es conocido por la famosa Pradera de San Isidro, escenario de una de las fiestas más tradicionales de la ciudad.  ________________________________________  � ¿Buscas una vivienda para vivir o invertir? Aquí tienes ambas opciones.  Gracias a su distribución, ubicación y número de habitaciones, esta propiedad es ideal para alquiler por habitaciones o para vivir cómodamente en familia. Alta demanda de alquiler en la zona. ¡Una inversión segura!  ________________________________________  � Contáctanos hoy mismo y agenda tu visita. ¡No dejes pasar esta oportunidad!",False,good,False,2805.0,True,False,False,False,[],False,False,345000.0,€,,,,True,True,flat,,"San Isidro, Madrid",Piso en calle del Toboso,1216,1,True,Carabanchel,San Isidro,False,
108669077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/90/66/1352084711.webp,26,775000.0,penthouse,sale,116.0,3,2,glorieta de Cuatro Caminos,Madrid,Madrid,es,40.4484645,-3.7030549,False,https://www.idealista.com/inmueble/108669077/,"¡SITIUM te presenta una oportunidad única en plena Glorieta de Cuatro Caminos! Descubre este luminoso piso todo exterior de 99 m2 útiles, a mayores cuenta con un espectacular terrazón de 42 m² útiles con vistas a la calle Doctor Santero, perfecto para disfrutar del aire libre sin salir de casa. Con 116 m² construidos, esta vivienda situada en una cuarta planta exterior con ascensor es ideal para quien busca amplitud, buena ubicación y un espacio con gran potencial. Ubicado en una de las zonas más emblemáticas del distrito de Tetuán, este piso ofrece la posibilidad de crear el hogar que siempre has querido. Actualmente, la vivienda se distribuye en 3 habitaciones (antes 4), todas con armarios empotrados, 2 baños, salón, cocina y una amplia terraza. Además, cuenta con aire acondicionado en todas las estancias para tu mayor comodidad. El edificio, construido en 1966, se encuentra en buen estado de conservación, con calefacción central por gas natural individualizada y doble acceso tanto desde la Glorieta de Cuatro Caminos como desde la calle Doctor Santero. Aunque la vivienda necesita una reforma, esto la convierte en una excelente oportunidad para personalizar cada rincón a tu gusto. Ideal tanto para vivir como para invertir en una de las zonas con más demanda de Madrid. Incluye opción de plaza de garaje para coche pequeño en la cercana calle Maudes, por solo 15.000 € adicionales. Y, por supuesto, no podemos dejar de destacar su ubicación privilegiada: Cuatro Caminos es una zona consolidada y dinámica, con una excelente conectividad gracias a las líneas de metro 1, 2 y 6, múltiples líneas de autobuses y fácil acceso a las principales vías de la ciudad. Rodeado de comercios, restaurantes, supermercados, centros deportivos y una amplia oferta de ocio, este barrio lo tiene todo. Una vivienda con muchas posibilidades, en una zona con vida propia y un sinfín de ventajas. ¡No dejes pasar esta oportunidad de vivir o invertir en uno de los rincones con más carácter de Madrid!",True,renew,False,6681.0,True,False,False,False,[],False,False,775000.0,€,,,,True,False,flat,penthouse,"Cuatro Caminos, Madrid",Ático en glorieta de Cuatro Caminos,MADV2508,4,True,Tetuán,Cuatro Caminos,True,15000.0
108444638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/55/31/1345069584.webp,43,366000.0,flat,sale,137.0,3,2,plaza de Colon s/n,Madrid,Arganda,es,40.2974195,-3.4324274,True,https://www.idealista.com/inmueble/108444638/,"¡Descubre tu nuevo hogar! Este espectacular piso exterior de 137 m² construidos se encuentra en una ubicación privilegiada, ideal para disfrutar de la luz natural y la comodidad. Con tres amplios dormitorios equipados con armarios empotrados, tendrás el espacio perfecto para toda la familia. Además, cuenta con dos baños completos, uno de ellos en suite, que te brindarán privacidad y confort. El gran salón comedor es el lugar ideal para relajarte o recibir a tus amigos, mientras que la cocina completamente equipada hará que cocinar sea un placer. No te olvides del tendedero, que añade funcionalidad a este maravilloso hogar. La vivienda también incluye plaza de garaje en el mismo edificio y un trastero de diez metros, ofreciendo espacio adicional para tus pertenencias. La calidad de vida está asegurada gracias a las ventanas Climalit con puente térmico, mosquiteras y aire acondicionado, que garantizan un ambiente fresco y acogedor. Los radiadores toalleros y el aislamiento térmico y sonoro completan esta oferta irresistible. Con orientación este, podrás disfrutar de la luz del sol cada mañana en tu terraza o balcón. Ubicada en una zona apta para personas con movilidad reducida y con ascensor, esta vivienda es perfecta para todos. Además, cuenta con piscina comunitaria para disfrutar del verano. No dejes pasar esta oportunidad única de adquirir un hogar en excelente estado, construido en 2002 y listo para entrar a vivir. ¡Contáctanos y ven a verlo!",False,good,False,2672.0,False,False,False,False,[],False,False,366000.0,€,376000.0,10000.0,3.0,True,True,flat,,"El Mirador - Grillero, Arganda",Piso en plaza de Colon s/n,,4,True,El Mirador - Grillero,,True,
107196576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/7d/41/1342143687.webp,37,1200000.0,chalet,sale,228.0,4,4,calle de Dionisio Ridruejo,Madrid,Madrid,es,40.4798754,-3.7354326,False,https://www.idealista.com/inmueble/107196576/,"INMOACIERTA vende en exclusiva este espectacular chalet �SOBRE EL INMUEBLE� ✔ La vivienda consta de 195 M2 y junto al garaje, trastero y elementos comunes, hace una suma de 228M2 (catastro) ✔ 4 habitaciones con armarios empotrados  ✔ 4 Baños, 2 de ellos con bañera, 1 con plato de ducha y 1 aseo ✔ 2 maravillosas cocinas equipadas  ✔ Amplio salón con salida a jardín y tendedero ✔ Bonita terraza  ✔ Toda la vivienda es exterior ✔ Excelentes zonas comunes con piscina, pista de tenis  ✔ El inmueble cuenta con 4 plantas además de buhardilla acondicionada en ultima planta  ✔ AA/CC en las habitaciones  ✔ Calefacción individual de gas natural ✔ Orientación este y oeste ✔ Comunidad 100€; IBI: 1.500€  ✔ Inmueble ubicado en una de las zona emblemática de Madrid  �SOBRE LA ZONA� ✔ A tan solo 3 minutos de líneas de autobús N20, 82, A 4 minutos de línea 7 metro Lacoma  ✔ Muy bien comunicado y cerca de todos los servicios: bares, restaurantes, farmacias, parques, la real federación española de golf,  Centro de Especialidades Periférico Peña grande, hospital Ruber Internacional, colegios, CEE Fuentelarreina, supermercados, etc. Contacta con nosotras si necesitas vender o alquilar un inmueble �INMOACIERTA, la agencia familiar que piensa en las personas�.",True,good,False,5263.0,False,False,False,False,[],False,False,1200000.0,€,1250000.0,50000.0,4.0,True,True,chalet,terracedHouse,"Peñagrande, Madrid",Chalet adosado en calle de Dionisio Ridruejo,SYZ-137,,,Fuencarral,Peñagrande,,
108281843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/40/8f/1340241668.webp,35,2050000.0,flat,sale,158.0,3,2,calle de Lagasca,Madrid,Madrid,es,40.4354381,-3.6845491,False,https://www.idealista.com/inmueble/108281843/,"! ROSE CAPITAL REAL ESTATE PRESENTA PISO EN EXCLUSIVA! EDIFICIO CLÁSICO Una oportunidad única en una de las zonas más codiciadas de Madrid Descubra esta excepcional vivienda completamente reformada con los más altos estándares de calidad y diseño contemporáneo. Una propuesta inmobiliaria que combina elegancia, funcionalidad y ubicación privilegiada. CARACTERÍSTICAS DESTACADAS: Distribución perfecta: Tres amplios dormitorios con excelente distribución Dos baños completos con luz natural y acabados de primera calidad Grandes ventanales que inundan cada espacio de luminosidad Zona de día excepcional: Amplia cocina moderna con elegante cristalera corredera Concepto abierto que conecta cocina y salón para mayor amplitud Diseño que maximiza la luminosidad y la sensación de espacio Exteriores únicos: Tres balcones con vistas directas a la calle Orientación que garantiza luz natural durante todo el día UBICACIÓN PRIVILEGIADA: Situada en una de las calles más emblemáticas del Barrio de Salamanca, esta propiedad ofrece: Proximidad al prestigioso IE (Instituto de Empresa) Acceso inmediato a los mejores servicios, restaurantes y boutiques de la zona Excelente comunicación con el resto de la ciudad Entorno residencial de máximo prestigio Lista para entrar a vivir. Una oportunidad única para quienes buscan lo mejor en el corazón de Madrid. Los gastos de comunidad incluyen el agua caliente. IBI: 1100€.",True,good,False,12975.0,True,False,True,False,[],False,False,2050000.0,€,,,,,,flat,,"Castellana, Madrid",Piso en calle de Lagasca,,5,True,Barrio de Salamanca,Castellana,True,
108845956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/17/ba/f5/1356820267.webp,31,199000.0,flat,sale,64.0,3,1,calle Adelfas,Madrid,Getafe,es,40.3164263,-3.7227871,False,https://www.idealista.com/inmueble/108845956/,"Tu nuevo hogar en la zona Universidad: amplio, luminoso y con gran potencial de inversión  Ari Home Inmobiliaria te ofrece en exclusiva esta fantástica vivienda de 64 m², ubicada en una urbanización tranquila, rodeada de zonas verdes y con una excelente conexión con trafico publico. Ya sea que estés buscando tu próximo hogar familiar o una oportunidad de inversión con alta rentabilidad, esta propiedad lo tiene todo.  ________________________________________  Distribución pensada para el confort y la funcionalidad:  • Salón-comedor muy amplio y cuadrado.  • 3 dormitorios dobles, con ventanas grandes, que ofrecen buenas visitas y luminosidad.  • Cocina independiente y totalmente equipada, con espacio más que suficiente para el día a día. • 1 baño completo, con bañera. ________________________________________  Ubicación ideal: cerca de todo lo que necesitas  Ubicada a pocos metros del campus de la Universidad Carlos III, esta vivienda cuenta con excelente comunicación:  • Cercanias: Las Margaritas-Universidad (C4) • Metro: Juan de La Cierva (Líneas 12) • Autobuses: líneas 428, 441, 442, 443, 488 • Acceso rápido a la A42, y M45 Además, está junto al Parque de Castilla-La Mancha y Polideportivo Municipal Juan de la Cierva, un pulmón verde perfecto para pasear, hacer deporte o disfrutar en familia. La zona ofrece todo tipo de servicios: supermercados, colegios, centros de salud, farmacias, comercios de barrio y más.  ________________________________________  Sobre el barrio: Las Margaritas (Getafe), una zona ideal para vivir y invertir Las Margaritas es un barrio de Getafe. Está situado en la zona centro-norte de la ciudad, junto al Barrio Centro. Hay varios colegios e institutos públicos, las instalaciones de la Universidad Carlos III de Madrid y la residencia de estudiantes. ________________________________________  ¿Buscas una vivienda para vivir o invertir? Aquí tienes ambas opciones.  Gracias a su distribución, ubicación y número de habitaciones, esta propiedad es ideal para alquiler por habitaciones o para vivir cómodamente en familia. Alta demanda de alquiler en la zona. ¡Una inversión segura!  ________________________________________  Contáctanos hoy mismo y agenda tu visita. ¡No dejes pasar esta oportunidad!",False,good,False,3109.0,True,False,False,False,[],False,False,199000.0,€,,,,,,flat,,"Universidad, Getafe",Piso en calle Adelfas,1225,4,True,Universidad,,False,
108339956,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/d7/a9/1341201676.webp,17,216000.0,flat,sale,52.0,2,1,calle de Mieres,Madrid,Madrid,es,40.4287959,-3.6319333,False,https://www.idealista.com/inmueble/108339956/,"Fantastica vivienda REFORMADA y lista para entrar a vivir. Se trata de una vivienda exterior, en altura y muy bien conectada con cualquier ubicacion de la ciudad: a 4 minutos andando metro y autobus. La vivienda de excelente luminosidad se distribuye en: salon, dos dormitorios, cocina y baño, el inmueble fue reformado en el año 2005. El piso dispone de aire acondicionado tanto en el salon como en un dormitorio y de un sistema de ventilación que evita humedades en la vivienda. Ademas para los mas pequeños, hay dos colegios: Carmen Cabezuelo y el Colegio Jesus y Maria. Se trata de un barrio tranquilo pero cercano a la calle Emilio Muñoz: donde podran encontrar grandes supermercados, la Clinica Universitaria de Alfonso XII y otros servicios como alquiler de trasteros etc. Ademas añadir que la vivienda se encuentra a escasos 4 minutos de la calle Hermanos Garcia Noblejas y 9 minutos en coche del Estadio Metropolitano donde podras disfrutar del mejor futbol y conciertos. Honorarios de agencia no incluidos. Ven a visitar tu nuevo hogar. ! Os esperamos!",False,good,False,4154.0,True,False,False,False,[],False,False,216000.0,€,220000.0,4000.0,2.0,,,flat,,"Simancas, Madrid",Piso en calle de Mieres,,2,True,San Blas,Simancas,False,
108903513,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/05/1c/1358455915.webp,18,244000.0,penthouse,sale,157.0,3,2,calle de la Cadena,Madrid,Ciempozuelos,es,40.1596009,-3.6214648,False,https://www.idealista.com/inmueble/108903513/,"Agencia inmobiliaria de Ciempozuelos-zona Ciempozuelos-oficina Tecnocasa. ¡VENDE PISO ÁTICO en CIEMPOZUELOS de 157m2 CONSTRUIDOS con plaza de garaje incluida en el precio! La vivienda está distribuida en recibidor, amplio y luminoso salón-comedor con ventanal con acceso a una amplia terraza, cocina con tendedero, desde el hall al dormitorio principal con vestidor, baño en suite con ducha y ventanal con acceso a la terraza; a dos dormitorios con armarios empotrados y, a un baño común con bañera. Incluye plaza de garaje. La vivienda cuenta con aire acondicionado por conductos.  La vivienda está situada en una de las MEJORES ZONAS DE CIEMPOZUELOS; es una zona tranquila, ya consolidada con multitud de servicios alrededor y bien comunicada por la red de transportes del municipio, a 4 minutos a pie de la plaza del ayuntamiento y a 12 minutos de la Renfe. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el estudio gratuito de nuestro departamento financiero KÌRON. Si necesitas valoración gratuita de tu vivienda, ¡no dudes en pedir información!",False,good,False,1554.0,False,False,True,False,[],False,False,244000.0,€,,,,True,True,flat,penthouse,"Casco Antiguo norte, Ciempozuelos",Ático en calle de la Cadena,CIEMPOZUELOS,3,True,Casco Antiguo norte,,True,
