propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,district,neighborhood,hasLift,parkingSpace.parkingSpacePrice
108517528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/5c/2a/1353070764.webp,57,1100000.0,chalet,sale,510.0,4,5,avenida Rocío Dúrcal,Madrid,Torrelodones,es,40.5893631,-3.9494586,False,https://www.idealista.com/inmueble/108517528/,"Exclusivo chalet independiente con impresionante parcela en Torrelodones — Un refugio de lujo en plena naturaleza con vistas privilegiadas Ubicada en un enclave residencial selecto de Torrelodones, esta propiedad emblemática redefine el concepto de exclusividad, privacidad y confort. Con una construcción de 510 m² en una generosa parcela de 2.282 m², esta residencia es una joya para aquellos exigentes compradores que buscan un refugio privilegiado en la sierra madrileña, combinando amplitud, diseño y entorno natural incomparable. Distribuida en dos plantas, la vivienda ofrece cuatro dormitorios de generosas dimensiones, todos equipados con armarios empotrados de alta calidad, tres baños completos (dos de ellos en suite) y dos aseos. La suite principal, concebida para el máximo confort, dispone de baño en suite y desde la que se puede disfrutar de panorámicas excepcionales, ideales para momentos de relax y contemplación en total privacidad. El salón principal, bañado en luz natural gracias a sus grandes ventanales orientados al norte y sur, presenta un ambiente cálido y sofisticado, perfecto tanto para el disfrute cotidiano como para recepciones exclusivas. La cocina independiente, amplia y funcional, incorpora un área de office con acceso directo al exterior, facilitando un estilo de vida fluido y conectado con el entorno. La vivienda dispone una estupenda pista de padel, piscina y de espacios polivalentes ideales para una sala de juegos, cine o un gimnasio, satisfaciendo las necesidades de ocio y bienestar de los residentes más exigentes. Destaca también por sus dos plazas de garaje techadas, con espacio suficiente para alojar cómodamente hasta cuatro vehículos, una característica excepcional en la zona.  La vivienda cuenta con placas solares, alineándose con las tendencias actuales de sostenibilidad y eficiencia energética. Recientemente reformada, esta propiedad ofrece acabados modernos sin perder su esencia clásica, y dispone de un tejado completamente renovado, garantizando así la máxima seguridad y confort durante todo el año, ya que ademas se han cambiado todas las ventanas y aislamiento de la vivienda. Completan esta propiedad un trastero y un diseño que combina funcionalidad con la elegancia propia de una vivienda pensada para satisfacer los estándares más exigentes. Una oportunidad excepcional para adquirir un inmueble con carácter y amplios espacios exteriores en una de las localizaciones más cotizadas de la sierra madrileña, donde la calidad de vida y el entorno natural convergen en perfecta armonía.",True,good,False,2157.0,True,False,False,False,[],False,False,1100000.0,€,,,,True,True,chalet,independantHouse,"La Berzosilla, Torrelodones",Casa independiente en avenida Rocío Dúrcal,,,,La Berzosilla,,,
108854718,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/7d/90/1357085354.webp,23,330000.0,chalet,sale,105.0,3,2,calle de los Manzanos,Madrid,Becerril de la Sierra,es,40.709793,-4.0006719,False,https://www.idealista.com/inmueble/108854718/,"Chalet ubicado en excelente zona de Becerril de la Sierra. en 327 mts2 de parcela-  A cinco minutos del centro de Becerril de la Sierra Cuenta con amplio salón/comedor, cocina independiente, 3 dormitorios, 1 baño.  Almacén, garaje independiente con aseo.  El amplio jardín, con dos entradas independientes, es un verdadero oasis donde podrás relajarte o disfrutar de una barbacoa con amigos bajo la pérgola. La ubicación es inmejorable, con excelente conexión a Madrid y cercanía a las áreas verdes del Parque Nacional de la Sierra de Guadarrama, donde podrás practicar senderismo y disfrutar del aire puro. Aunque el chalet es de segunda mano y necesita algunas reformas, su gran potencial te permitirá personalizarlo a tu gusto.",False,renew,False,3143.0,True,False,False,False,[],False,False,330000.0,€,,,,True,True,chalet,semidetachedHouse,Becerril de la Sierra,Chalet pareado en calle de los Manzanos,ec-5050,,,,,,
108588309,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/49/54/1349265369.webp,38,349000.0,flat,sale,73.0,2,1,calle de la Alfalfa,Madrid,Madrid,es,40.4689135,-3.69976,False,https://www.idealista.com/inmueble/108588309/,"¡Inversión en rentabilidad en Valdeacederas! Piso amueblado de 2 dormitorios con ascensor, trastero y piscina Se vende piso en rentabilidad, completamente amueblado, en el consolidado barrio de Valdeacederas, Madrid. Ideal para inversores que buscan una propiedad lista para seguir generando ingresos desde el primer día. � Contrato de alquiler vigente hasta abril de 2027. Rentabilidad garantizada y estabilidad a medio plazo. � Características de la vivienda: 2 dormitorios dobles con armarios empotrados (3 armarios en total) Cocina independiente equipada con electrodomésticos Salón comedor con aire acondicionado Baño completo Primera planta muy luminosa, con ventilación cruzada Calefacción individual de gas natural Se vende completamente amueblado, ideal para mantener el alquiler activo sin inversión adicional Vivienda exterior � Edificio con ascensor, trastero y piscina comunitaria � Ubicación estratégica: Junto al parque Agustín Rodríguez Sahagún Zona con todos los servicios: supermercados, colegios, centros de salud y comercios A 10 minutos andando del metro y con varias líneas de autobús cercanas Rápido acceso en coche a M-30, M-11, A-1 y M-607 � Oportunidad perfecta para inversores: inmueble ya alquilado, sin necesidad de reformas ni mobiliario adicional. ¡Llama ahora y asegúrate una inversión segura en Madrid capital!",True,good,False,4781.0,True,False,False,False,[],False,False,349000.0,€,,,,,,flat,,"Valdeacederas, Madrid",Piso en calle de la Alfalfa,11408,1,True,Tetuán,Valdeacederas,True,
107408881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/d6/c4/47067270.webp,32,720000.0,flat,sale,130.0,4,1,"calle Luna, 16",Madrid,Madrid,es,40.4222682,-3.7059025,True,https://www.idealista.com/inmueble/107408881/,"Amplio piso en el centro de Madrid Se alquila espacioso piso exterior, con dos balcones a la calle, en pleno centro de Madrid. 4 habitaciones, 2 sin ventana, cocina independiente equipada con horno, vitrocerámica, campana, nevera y lavadora, la cocina incluye una pequeña despensa, la vivienda esta semi-amueblada, ideal familias, compartir u oficina. Muy bien comunicado, con la líneas 2,3 y 5 de metro, a menos de 5 minutos de Gran Vía zona Callo, con múltiples líneas de autobuses. Zona muy comercial, tiendas, restaurantes, ocio. La vivienda se vende con contrato de alquiler el vigor.",False,good,False,5538.0,True,False,False,False,[],False,False,720000.0,€,,,,,,flat,,"Malasaña-Universidad, Madrid","Piso en calle Luna, 16",,3,True,Centro,Malasaña-Universidad,False,
108803539,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/59/65/07/1355611780.webp,15,449000.0,flat,sale,80.0,1,1,calle de San Agustín,Madrid,Madrid,es,40.4144988,-3.698104,False,https://www.idealista.com/inmueble/108803539/,"Agencia inmobiliaria de Madrid zona Huertas-Cortes Tecnocasa Estudio Huertas-Cortes Slu. ¡VENDE - OPORTUNIDAD DE INVERSIÓN EN EL CORAZÓN DE MADRID! Excelente rentabilidad en el Barrio de Las Letras Magnífica vivienda en uno de los barrios más emblemáticos y demandados de Madrid, el Barrio de Las Letras, zona cargada de historia, cultura y encanto. Ubicada en la calle San Agustín, en una finca con mucho carácter construida en el año 1965, por Luis Gutiérrez Soto, uno de los grandes nombres de la arquitectura moderna española más influyente del siglo XX. Sus edificios combinan elegancia, racionalidad y una cuidada funcionalidad, características que siguen marcando la diferencia hoy en día, la finca colinda con el Jardín de la Casa-Museo de Lope de Vega, esta propiedad se encuentra en una ubicación privilegiada y con alto valor patrimonial. La vivienda ofrece una distribución muy funcional y luminosa. Cuenta con un amplio salón, perfecto para disfrutar de la tranquilidad y el confort, una cocina independiente totalmente equipada, un baño completo, y un dormitorio doble con excelente iluminación natural. Todas las estancias destacan por su luminosidad, lo que aporta calidez y una agradable sensación de hogar. La finca es de categoría superior, con ascensor, elegantes zonas comunes revestidas en mármol y un estilo cuidado que refleja distinción y buen gusto. Actualmente, el inmueble se encuentra alquilado con contrato tradicional, generando una muy buena renta mensual, con un arrendatario serio, solvente y con total garantía. Ideal para inversores que buscan rentabilidad inmediata y segura en una zona con alta demanda. Una joya en el corazón de Madrid, con historia, estilo y rentabilidad asegurada. ¡NO PIERDAS ESTA OPORTUNIDAD, AGENDA TU VISITA! Muy bien comunicado: Paseo del Prado a 2 minutos andando, El Jardín botánico a 5 minutos, El Retiro a 8 minutos andando, Sol a 10 minutos andando. ¡EXCELENTE ZONA! El barrio de Las Letras es una de las zonas más antiguas de Madrid, emblemática para la cultura de la ciudad ya que, además de haber sido cuna de grandes figuras del ámbito literario y teatral, acoge varios de sus teatros y museos más importantes. Además de una gran variedad de opciones de ocio y cultura, encontramos una amplia y peculiar oferta de tiendas, bares y restaurantes. ¡Gracias por confiar en nosotros! Nos avalan 15 años de experiencia en la zona, formando parte de esta gran empresa, líder en España y Europa en el sector de la intermediación inmobiliaria. ¿Quiere conocer el valor real de su inmueble? Ofrecemos a nuestros vecinos VALORACIONES GRATUITAS y sin ningún compromiso de viviendas, locales y plazas de garaje. Asesoramiento y gestión en: COMPRAVENTA, ARRENDAMIENTO, CAMBIO de VIVIENDA, HERENCIAS, CAMBIO de USO, CERTIFICADO ENERGÉTICO. Nuestro departamento KIRON, expertos en intermediación financiera, le ayudarán a encontrar la solución hipotecaria que mejor se adapte a sus necesidades. Estamos a su disposición para cualquier consulta'.",False,renew,False,5613.0,True,False,False,False,[],False,False,449000.0,€,,,,,,flat,,"Huertas-Cortes, Madrid",Piso en calle de San Agustín,,1,False,Centro,Huertas-Cortes,True,
108834484,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/c0/db/1356501887.webp,28,240000.0,duplex,sale,72.0,1,2,calle de Tracia,Madrid,Madrid,es,40.4401733,-3.6299665,False,https://www.idealista.com/inmueble/108834484/,"¡Tecnocasa Suanzes-Salvador te invita a descubrir tu nuevo hogar en el corazón de Madrid! Este encantador loft, ubicado a pocos pasos de la emblemática Calle Alcalá y del Metro Suanzes, ofrece una combinación perfecta de comodidad y estilo. Este exclusivo loft cuenta con un amplio dormitorio, dos baños completos, además de varios armarios empotrados que optimizan el espacio.  La vivienda, construida en 2006, se encuentra en excelente estado y está lista para entrar a vivir. Dispone de calefacción eléctrica con bomba de frío/calor y una chimenea, lo que garantiza el confort durante todo el año. La orientación norte-este asegura una iluminación natural óptima: dispondrás de luz natural durante todo el día La urbanización cuenta con video portero y ascensor. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: ubicación, espacio y confort. ¡Ven a visitarlo y enamórate! Aclaración: Este inmueble no dispone de Cédula de habitabilidad.",False,good,False,3333.0,True,False,False,False,[],False,False,240000.0,€,,,,,,flat,duplex,"Simancas, Madrid",Dúplex en calle de Tracia,,2,True,San Blas,Simancas,True,
104087723,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/04/12/1234648034.webp,57,990000.0,chalet,sale,534.0,6,7,calle Ramal del Crucero,Madrid,Sevilla la Nueva,es,40.3561818,-4.0653452,False,https://www.idealista.com/inmueble/104087723/,"ROMERO INMOBILIARIA VENDE Magnífico Chalet individual y vivienda accesoria EN DOS PARCELAS URBANAS INDEPENDIENTES de 7.885 m2 y de 2000 m2, linderas entre sí y en situación inmejorable.  En la Urbanización ""Los Cortijos de Sevilla la Nueva"", dentro de una zona residencial muy tranquila y de especial protección de aves. Dispone de una casa/chalet de servicio, es la oportunidad de vivir en un paraje natural protegido con bellos paisajes y rodeado de la Dehesa Boyal, perteneciente a la cuenca del Guadarrama, situado a tres kilómetros del núcleo urbano y unos treinta y ocho km de Madrid capital. La propiedad principal, tiene una superficie construida de 500 m2 situada en la parcela de 7.885 m2 en escritura y dispone también de casa de servicio de 89 m2 en la parcela de 2.000 m2, para disfrutar de la tranquilidad y la privacidad gracias a la disposición estratégica de las viviendas con espléndidos jardines, piscina privada, grandes ventanales, patios y porches que enlazan el interior de la casa con el paisaje de encinas centenarias, el hogar ideal para los amantes de la naturaleza. La vivienda principal, se distribuye en; Planta de semisótano de 90 m2 con salida y entrada desde la parte trasera de la propia parcela, distribuidos en las siguientes dependencias: estudio de lectura y biblioteca, guardarropa, bodega-bar y un gran salón con chimenea para grandes reuniones. En planta baja, con una superficie de 300 m2 distribuidos en porche principal de entrada a la vivienda, excelente luz natural, gran vestíbulo distribuidos, salón de 60 metros, comedor, tres grandes dormitorios dobles con baño propio cada uno de ellos, vestíbulo de dormitorios, vestidor, pasillos, porche posterior, porche de servicio, hall de servicio, zona de lavadero y plancha, office, amplia cocina, despensa y dos dormitorios individuales de con baño. En planta alta, con una superficie de 80 m2, destinada a ático, lectura, biblioteca, estudio de música y lectura con chimenea francesa. Piscina cubierta y amplio garaje para tres coches. El resto de la superficie está destinada a zonas ajardinadas. La vivienda accesoria en parcela independiente, se distribuye en: En una sola planta, cocina, dos dormitorios cada uno de ellos con su propio baño, zona de garaje de superficie, almacén y trastero que se comunican interiormente, el resto de la superficie está destinado a zonas ajardinadas. En ambas viviendas la calefacción es de gas oíl con calderas y depósitos independientes cada una de las viviendas. No lo dude y solicite una visita ROMERO INMOBILIARIA. Gestión integral de confianza.la.",True,good,False,1854.0,True,False,False,False,[],False,False,990000.0,€,,,,True,True,chalet,independantHouse,Sevilla la Nueva,Casa independiente en calle Ramal del Crucero,R-742,,,,,,
108846044,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/5a/d6/1357711853.webp,84,630000.0,penthouse,sale,185.0,2,2,paseo de Valdelasfuentes,Madrid,Alcobendas,es,40.5492903,-3.652942,False,https://www.idealista.com/inmueble/108846044/,"¡Descubre tu nuevo hogar en Valdelasfuentes! Este espectacular ático en perfecto estado te ofrece 90 m² útiles de vivienda y un impresionante espacio exterior de 90 m² en la planta superior. Con 2 amplios dormitorios y 2 baños exteriores, uno de ellos tipo suite, disfrutarás de la comodidad y privacidad que te mereces. La cocina, totalmente equipada, cuenta con salida a un tendedero cubierto y tiene espacio suficiente para una mesa y sillas, ideal para compartir momentos inolvidables. El amplio recibidor da la bienvenida a un hogar lleno de luz, con puertas y rodapiés lacados en blanco que aportan un toque moderno. El aire acondicionado por conducto en todas las estancias asegura un ambiente agradable durante todo el año. Además, la planta superior está acondicionada para cerramientos y baños, lo que te brinda la posibilidad de personalizar aún más este magnífico espacio. Imagina disfrutar de tu terraza privada, perfecta para crear diferentes ambientes: una zona de comedor para cenas al aire libre, un solárium para tomar el sol y un rincón de relax para desconectar. La ducha de agua fría y caliente en la zona solárium añade un plus de confort en esos días calurosos. La urbanización cerrada cuenta con piscina y césped natural, ideal para disfrutar de días soleados. La propiedad incluye 2 plazas de garaje y un trastero, todo en el precio. Su ubicación es inmejorable, junto a Renfe Valdelasfuentes y a escasos metros de metro Norte. La zona está muy consolidada, con comercios, centro de salud, polideportivo, colegios y guarderías. Parques infantiles y grandes espacios de juegos, lo que la convierte en una opción perfecta para familias.  1% DE HONORARIOS DE AGENCIA.",True,good,False,3405.0,False,False,False,False,[],False,False,630000.0,€,,,,True,True,flat,penthouse,"Norte, Alcobendas",Ático en paseo de Valdelasfuentes,,4,True,Norte,,True,
108553878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/35/5a/1348286839.webp,19,185000.0,flat,sale,81.0,3,1,calle Olimpia,Madrid,Ciempozuelos,es,40.1549144,-3.6313009,False,https://www.idealista.com/inmueble/108553878/,"Agencia inmobiliaria de Ciempozuelos-zona Ciempozuelos-oficina Tecnocasa Se VENDE piso de 81m2 construidos. La vivienda se encuentra distribuida en recibidor, cocina, amplio salón-comedor con aire acondicionado, un pasillo desde el que accedemos a 3 habitaciones con armarios empotrados y un baño completo, la habitación principal cuenta también con aire acondicionado. Incluye piscina comunitaria. Ubicado en una de las mejores zonas de Ciempozuelos, este piso te brinda la tranquilidad de un barrio consolidado y todos los servicios a tu alcance. Cerca de la plaza del pueblo y perfectamente comunicado por transporte público, tendrás todo lo que necesitas a tu alrededor. No dude en llamarnos para concretar su cita para visitar el inmueble, en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero Kiron.",False,good,False,2284.0,False,False,False,False,[],False,False,185000.0,€,189000.0,4000.0,2.0,,,flat,,"Los Cestos - Belén - Las Eras, Ciempozuelos",Piso en calle Olimpia,Ciempozuelos,4,True,Los Cestos - Belén - Las Eras,,True,
108844909,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/8d/03/1357745961.webp,19,275000.0,flat,sale,79.0,1,2,calle San Delfín,Madrid,Madrid,es,40.3933442,-3.7089174,False,https://www.idealista.com/inmueble/108844909/,"¡LEER BIEN EL ANUNCIO! Broker Hogar ofrece en exclusiva inmueble en planta baja, con cambio de uso EN TRÁMITE. Y las obras aún se encuentran en proceso, siendo esto de gran ventaja para que hagas los diseños que deseas en tu futuro hogar o inversión. SE PUEDE VISITAR. El piso dúplex cuenta con una altura de 5,40 mt2 en total, con grandes ventanales que le brindan mucha luz natural al inmueble, las ventanas son oscilobatientes con persianas motorizadas y/o eléctricas con interruptor, puerta totalmente blindada, las conexiones eléctricas y de agua ya se encuentras instaladas totalmente nuevas.  Al entrar nos encontramos con el salón con cocina americana y el baño completo con una dimensión en total de 32 mt2. Sótano de almacenaje con una dimensión de 42 mt2 y en la segunda planta se encuentra un vestidor, dormitorio doble y baño completo con una dimensión de 15 mt2 aproximadamente en total.  El inmueble al estar en una comunidad con portero físico, se puede contar con el mismo para entrega de paquetería, etc. , y se puede tener acceso al jardín de la comunidad que se adjunta en las fotos, teniendo el mismo un horario para su uso.  Se paga 45€ de comunidad.  IBI: 350€ anual aproximadamente. El inmueble cuenta con una excelente zonas verdes, a tan solo unos pasos del parque Madrid Río y con una muy buena comunicación de transportes públicos a tan solo minutos andando como metro Marqués de Vadillo (L5), en frente tenemos los autobuses 23 y N15; y una comunicación vial salida directa a la carretera a la M30 y a la A42. Y a tan solo 800 metros de la próxima estación de Metro Comillas (L11). [IW].",False,good,False,3481.0,False,False,False,False,[],False,False,275000.0,€,280000.0,5000.0,2.0,,,flat,,"Comillas, Madrid",Piso en calle San Delfín,PIS0075,bj,True,Carabanchel,Comillas,False,
108685248,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/34/b0/1352095284.webp,19,1097000.0,flat,sale,100.0,2,2,calle de las Huertas,Madrid,Madrid,es,40.4126099,-3.6990677,False,https://www.idealista.com/inmueble/108685248/,"Exclusiva vivienda de lujo en el corazón de Madrid – Calle Huertas  Descubre esta magnífica propiedad ubicada en una de las calles más emblemáticas del centro de Madrid: la calle Huertas, en pleno Barrio de Las Letras. Un enclave cargado de historia, cultura y vida, rodeado de museos, teatros, restaurantes de alta cocina y a escasos minutos del Paseo del Prado, el Parque del Retiro y la Puerta del Sol. La vivienda se encuentra en una tercera planta interior muy luminosa, gracias a su excelente orientación y grandes ventanales a patio de manzana abierto. Con una superficie de 96 m² construidos, ha sido reformada íntegramente con los más altos estándares de calidad y diseño, ofreciendo un estilo de vida elegante y confortable. El piso cuenta con: Amplio salón-comedor de diseño contemporáneo, ideal para disfrutar de momentos únicos. Cocina abierta totalmente equipada de la firma Porcelanosa, con encimera de porcelánico, vitrocerámica invisible y electrodomésticos integrados de gama alta Miele. Dos dormitorios, uno de ellos con baño en suite. Dos baños completos, con acabados de lujo, también de Porcelanosa. Sistema de climatización por aerotermia, que garantiza eficiencia energética, confort térmico y sostenibilidad durante todo el año. Cada rincón de esta vivienda ha sido pensado al detalle, con materiales de primera calidad, iluminación indirecta, carpintería de diseño y un estilo atemporal que combina funcionalidad y sofisticación. Este piso representa una excelente oportunidad tanto para residencia habitual como para inversión de alto nivel, en una de las zonas más cotizadas de Madrid. La calle Huertas y su entorno ofrecen una calidad de vida incomparable: calles peatonales con encanto, galerías de arte, cafés históricos, ambiente bohemio y conexión directa con todos los puntos clave de la ciudad. Una joya exclusiva en pleno centro de Madrid.",True,good,False,10970.0,True,False,False,False,[],False,False,1097000.0,€,,,,,,flat,,"Huertas-Cortes, Madrid",Piso en calle de las Huertas,,3,True,Centro,Huertas-Cortes,True,
107512621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/55/10/1314663468.webp,11,7100000.0,flat,sale,487.0,5,6,Barrio Castellana,Madrid,Madrid,es,40.4357159,-3.684213,False,https://www.idealista.com/inmueble/107512621/,"DIZA Consultores presenta vivienda muy señorial con techos altos en edificio muy representativo, en la mejor zona de la Milla de Oro del Barrio Salamanca. En la segunda planta de un edificio clásico construido a principios del siglo XX, encontramos este piso completamente reformado de 480 metros cuadrados, aunando la elegancia clásica del Barrio Salamanca y la comodidad de la actualidad. La zona protagonista de la vivienda es su gran salón-comedor. Cuenta con zona de estar diáfana, comedor y salón de TV independiente. En esta zona se respira un ambiente muy sofisticado gracias a las molduras del techo y a su mirador curvo, que han sido recientemente rehabilitados. La cocina está semi integrada en este espacio con puertas de cristal. Esta cuenta con isla de mármol y electrodomésticos de primera. El recibidor es de grandes dimensiones y es desde donde se distribuye la zona de día de la de noche. Aquí se encuentra el aseo de visitas con recibidor y armario gabanero. La zona de descanso se compone de cuatro dormitorios dobles, todos con vestidor y baño en suite. El dormitorio principal destaca más si cabe gracias a su gran tamaño. La vivienda ha sido completamente rehabilitada conservando detalles originales como las molduras, puertas, radiadores y o el suelo de pino Melis. Para mayor comodidad el aire acondicionado es por conductos regulable en cada estancia, mientras que la calefacción es central regulable. El Barrio Salamanca es una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,14579.0,False,False,False,False,[],False,False,7100000.0,€,,,,,,flat,,"Castellana, Madrid",Piso,DS-P77556B,2,True,Barrio de Salamanca,Castellana,True,
105454587,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/e1/4a/1252707923.webp,1,137000.0,flat,sale,150.0,4,1,plaza del Maestro Almeida,Madrid,Colmenar Viejo,es,40.6584926,-3.7699964,False,https://www.idealista.com/inmueble/105454587/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULOESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITASIDEAL PARA INVERSORESAmplia vivienda tipo dúplex de 150 m², según Catastro e incluyendo elementos comunes. La vivienda está distribuida en dos plantas y cuenta con salón-comedor, cuatro dormitorios, cocina, un cuarto de baño y terraza. Cuenta con el uso exclusivo del patio de luces del bloque, al que se accede desde la planta baja de la vivienda. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Muy bien comunicado por carretera (M-607) y transporte público. A 5 minutos en coche de la estación Cercanías-Renfe de 'Colmenar Viejo'. Próximo a todo tipo de servicios e infraestructuras como centros educativos (Colegio Público Tirso de Molina), comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,renew,False,913.0,False,False,False,False,[],False,False,137000.0,€,,,,,,flat,,"El Olivar - La Magdalena, Colmenar Viejo",Piso en plaza del Maestro Almeida,13366-2023,bj,True,El Olivar - La Magdalena,,False,
107900255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/37/17/1327769454.webp,30,795000.0,duplex,sale,120.0,3,3,calle Alonso Castrillo,Madrid,Madrid,es,40.4581196,-3.696734,False,https://www.idealista.com/inmueble/107900255/,"Magnifico atico triplex en venta con terraza. El espacio esta perfectamente distribuido, en la primera planta se encuentran la cocina y el salón, un armario gabanero y un aseo de cortesía, en la segunda plana encontramos dos amplios dormitorios con armarios empotrados y zona de estudio con un baño central, en la ultima planta encontramos una tercera habitación que puede ser un dormitorio, un salón o una zona de estar. Esta habitación tiene un amplio ventanal donde se aprecia la terraza. Esta planta tiene un baño completo, zona de lavandería y trastero. La vivienda se encuentra en urbanización cerrada con zona verdes, jardín y zona de recreo para niños, ademas dispone de una cuidada piscina en la azotea del edificio con bonitas vistas a la ciudad. Plaza de garaje. Portero fisico. Ubicado en una zona privilegiada, estarás cerca de importantes vías como la calle Infanta Mercedes, la calle Sor Angela de la cruz, General Perón, Calle Orense, Paseo de la Castellana, Bravo Murillo y AZCA (Distrito financiero y de negocios de Madrid). Presenta una magnifica cercanía a puntos de interés turístico, zonas comerciales y de negocio. Todo ello unido a la gran oferta de espacios de ocio y gastronómicos.  Esta increíble localización hace que sea un piso ideal como primera vivienda, pero sobre todo lo convierte en la inversión perfecta para aquellos compradores que además quieren tener un activo en una zona cada ves con mas valor inmobiliario. Gabrieli Patrimonial es una empresa de gestión inmobiliaria integral, especialista en inmuebles residenciales, oficinas y locales comerciales, en Madrid.  Realizamos fotos y videos profesionales de su propiedad, planos, consultas y todos los tramites necesarios para el cierre de la operación de alquiler y compraventa, facilitando la transacción a todas las partes implicadas.  Tanto para propietarios que buscan una gestión ágil de sus inmuebles, con la solución de todos los problemas técnicos y administrativos, como para compradores y arrendatarios que necesitan una selección profesional, con atención a sus necesidades específicas, somos su mejor elección en Madrid. Especialistas en clientes internacionales, no dude en ponerse en contacto con nosotros en inglés e italiano. En todos los caso le garantizamos la mejor atención y servicio.",False,good,False,6625.0,True,False,False,False,[],False,False,795000.0,€,,,,True,True,flat,duplex,"Cuzco-Castillejos, Madrid",Dúplex en calle Alonso Castrillo,,3,True,Tetuán,Cuzco-Castillejos,True,
108739524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1d/ed/55/1353727950.webp,25,490000.0,chalet,sale,172.0,3,2,calle del Romero,Madrid,El Escorial,es,40.6250152,-4.0391564,False,https://www.idealista.com/inmueble/108739524/,"Acogedora casa rústica independiente en la zona residencial de Montencinar, pertenece al municipio de El Escorial. Compuesta de chalets unifamiliares situados entre Los Arroyos y Colonia España a 7 minutos de los grandes centros comerciales de Villalba: Polígono P29, Mercadona, Los Valles, Planetocio y comercios tradicionales. Ideal para sentirse en plena naturaleza con su entorno de rocas y encinas, un jardín con rincones para sentirse, sin salir de la parcela, en un bosque encantado, cada día es una excursión por el campo. Situado en una parcela de 1.787m2, 172 m2 construidos, 147m2 de vivienda y 25m2 de piscina de liner de obra con depuradora de sal. Distribuido en una planta, bonita terraza de acceso entrada principal a la casa, amplio salón comedor con chimenea casette, con acceso a una maravillosa terraza rodeada de ventanales con vistas a Madrid y pueblos de la sierra. Cocina muy luminosa con acceso semi-abierto y pasaplatos, salida a terraza con vistas a la piscina y jardín, equipada con muebles, electrodomésticos y doble pila-fregadero de cerámica. Baño con ventana exterior con plato de ducha y sanitarios de diseño y grifería Grohe y 3 dormitorios. Leñera bajo la terraza. Puerta corredera de carruajes automática de acceso a la vivienda y peatonal Bajo la vivienda existe un sótano de 30m2 donde se encuentra la caldera de Gasoil para la calefacción y agua caliente, garaje para un vehículo, aseo y lavadora. Mejoras realizadas: tejado totalmente reformado e impermeabilizado hace dos años. Instalación de fontanería cambiada.  En el jardín nos podemos encontrar una bonita piscina, 2 bocas de riego. Carpintería exterior de aluminio color madera climalit y contraventanas de hierro, suelos porcelánico rústico y puertas en pino. Sin cuota de comunidad. Esta afecta al plan de urbanización PERI III, con fosa séptica (no dispone de alcantarillado, asfaltado ni iluminación en la vía pública). ¡NO SE COBRAN HONORARIOS AL COMPRADOR!",False,good,False,2849.0,False,False,False,False,[],False,False,490000.0,€,530000.0,40000.0,8.0,True,True,chalet,,"Las Zorreras - Monte Encinar, El Escorial",Chalet en calle del Romero,001093,,,Las Zorreras - Monte Encinar,,,
