propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107711596,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/b8/36/1320526744.webp,RP192024122481,1,bj,139000.0,flat,sale,63.0,True,3,1,Barrio Zona Centro Joven,Madrid,Alcorcón,Centro,es,Zona Centro Joven,40.3475433,-3.8195071,False,https://www.idealista.com/inmueble/107711596/,"INMUEBLE ALQUILADO. RENTA MENSUAL 550€ - FINALIZACIÓN DE CONTRATO 01/12/2029 IDEAL PARA INVERTIR. NO SE PUEDE REALIZAR VISITAS. REDPISO ONDARRETA vende en exclusiva esta vivienda de 3 dormitorios, salón comedor con salida a terraza, baño completo con ventana y cocina office. La vivienda se encuentra en una planta baja con semialtura, para actualizar. Zona tranquila y privilegiada, cerca de pequeños y grandes comercios, colegios e institutos, centro de salud, banco, farmacia. Metro Parque Lisboa L12 a menos de 240 metros, y paradas de autobús directos a Madrid.  Redpiso ""tu hogar, nuestro compromiso"" El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,renew,False,False,2206.0,False,False,False,False,[],False,False,139000.0,€,flat,"Zona Centro Joven, Alcorcón",Piso,Destacado,,,,,,,
107411462,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/9b/8a/1311936429.webp,RP2402025135087,2,2,120000.0,flat,sale,71.0,True,3,1,Centro,Madrid,Móstoles,Centro,es,,40.3252904,-3.8601706,False,https://www.idealista.com/inmueble/107411462/,"REDPISO MÓSTOLES ESTE VENDE VIVIENDA ESPECIAL INVERSORES, LA VIVIENDA SE TRANSMITE ALQUILADA NO HAY POSIBILIDAD DE VISITAS OPORTUNIDAD DE INVERSIÓN: Inmueble actualmente alquilado. RENTA ACTUAL: El inquilino actualmente no está abonando la renta. FECHA FIN DE CONTRATO: Vencido. Imposibilidad de realizar visitas. La vivienda se encuentra en la zona de Baleares, una de las zonas más asentadas de Móstoles, rodeada de todo tipo de servicios tales como centros de salud, gimnasios, colegios… y comercios, como Carrefour Express, Día…, la zona está bien comunicada con transporte público, a 5 min andando de la parada de Metro y Renfe Móstoles Central, paradas de autobús a escasos pasos de la vivienda, con destino Madrid Príncipe Pío y Móstoles. También cuenta con buen acceso a la carretera, debido a su cercanía a la Av. de Portugal.  La vivienda está distribuida en 3 habitaciones, salón, cocina, 1 baño y terraza. Su estado actual es para reformar. Si estás pensando en invertir no dejes pasar esta oportunidad. Si está pensando en vender su vivienda, REDPISO le ofrece dicho servicio, vendemos su vivienda en 45 días, si necesita venderla antes se la compramos, previa valoración. Llámenos o visite nuestra oficina (C/Barcelona nº23) y le informaremos sin compromiso. FINANCIACIÓN con nuestro departamento financiero DCREDIT. ***De acuerdo con el RD 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda.",False,good,False,False,1690.0,False,False,False,False,[],False,False,120000.0,€,flat,"Centro, Móstoles",Piso,Destacado,,,,,,,
108157641,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/23/52/1335583485.webp,RP762025137232,8,,764900.0,chalet,sale,220.0,,6,2,calle de los Arfe,Madrid,Madrid,Ciudad Lineal,es,Concepción,40.4412731,-3.6471117,False,https://www.idealista.com/inmueble/108157641/,"Redpiso vende, fantástico chalet adosado de 220 m², zona Concepción- Arturo Soria. 5 dormitorios, 2 baños, 2 terrazas Muchas posibilidades, Excelente zona Mejor visitar.",False,good,False,,3477.0,False,False,False,False,[],False,False,764900.0,€,chalet,"Concepción, Madrid",Chalet pareado en calle de los Arfe,Destacado,,,semidetachedHouse,,,,
108620520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/26/ec/1350173814.webp,,1,4,1180000.0,flat,sale,97.0,True,3,2,CL NUÑEZ DE BALBOA,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4346516,-3.6821503,False,https://www.idealista.com/inmueble/108620520/,,False,good,False,True,12165.0,False,False,False,False,[],False,False,1180000.0,€,flat,"Castellana, Madrid",Piso en Cl Nuñez De Balboa,Destacado,,,,,,,
107580974,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/e0/fd/1316788807.webp,RP392025135560,14,1,279000.0,flat,sale,85.0,True,3,1,calle Cristo de Lepanto,Madrid,Madrid,Usera,es,Almendrales,40.380389,-3.6996542,False,https://www.idealista.com/inmueble/107580974/,"REDPISO USERA MADRID RIO VENDE EN EXCLUSIVA vivienda de 80m² en 1ª planta. Cuenta con 3 dormitorios, salón, cocina independiente totalmente equipada y un baño con plato de ducha. Cuenta con calefacción. Para entrar a vivir. Se encuentra a 3 minutos de la parada de metro Almendrales, paradas de autobús y renfe. NO PIERDA LA OPORTUNIDAD Y VENGA A VISITARLO.",False,good,False,False,3282.0,False,False,False,False,[],False,False,279000.0,€,flat,"Almendrales, Madrid",Piso en calle Cristo de Lepanto,Destacado,,,,,,,
108433225,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/43/c4/1344719652.webp,RP142025138657,9,bj,239000.0,flat,sale,40.0,True,1,1,Barrio Acacias,Madrid,Madrid,Arganzuela,es,Acacias,40.4038847,-3.7041985,False,https://www.idealista.com/inmueble/108433225/,"¿está buscando vivienda en zona céntrica y bien comunicada? redpiso santa maría de la cabeza le ofrece en exclusiva un apartamento reformado, amueblado y con cocina equipada. Aunque actualmente funciona como alquiler turístico con rentabilidad muy alta, también como vivienda habitual es una buena oportunidad.",False,good,False,False,5975.0,False,False,False,False,[],False,False,239000.0,€,flat,"Acacias, Madrid",Piso,Destacado,,,,249000.0,10000.0,4.0,
108612077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/42/a0/1349927745.webp,RP172025139315,1,5,230000.0,flat,sale,90.0,True,3,1,avenida de Entrevías,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3809,-3.6688388,False,https://www.idealista.com/inmueble/108612077/,"** DISPONIBILIDAD DE VISITAS A PARTIR DE AGOSTO** PISO PARA ENTRAR A VIVIR de 90 m² ubicado en la zona de Las Torres de Entrevías, a pocos minutos de la estación de Renfe. La vivienda cuenta con 3 dormitorios, un baño completo, terraza y calefacción de gas natural. Muy buena distribución y excelente ubicación.",False,good,False,True,2556.0,False,False,False,False,[],False,False,230000.0,€,flat,"Entrevías, Madrid",Piso en avenida de Entrevías,Destacado,,,,,,,
108718817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/e3/57/1355103437.webp,RP2312025139875,9,4,224990.0,flat,sale,98.0,True,3,1,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4837654,-3.3605181,False,https://www.idealista.com/inmueble/108718817/,"Redpiso vende oportunidad de vivienda en Juan de Austria Consta de salón con terraza, 3 dormitorios, cocina y baño completo.  Excelente ubicación, a 5 minutos de Plaza de Cervantes, estación de Renfe, líneas de autobuses y rodeada de todo tipo de servicios.  ¡Podemos ayudarte con tu hipoteca! Disponemos de asesoramiento financiero gratuito con nuestro departamento Dcredit.  ¡Consulte sin compromiso!",False,good,False,False,2296.0,False,False,False,False,[],False,False,224990.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso,Destacado,,,,,,,
108059107,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/ae/7d/1334020331.webp,,15,bj,490000.0,flat,sale,121.0,True,3,1,calle de Francisco Silvela,Madrid,Madrid,Barrio de Salamanca,es,Guindalera,40.4350211,-3.6747564,False,https://www.idealista.com/inmueble/108059107/,Local espectacular  Salida de humos  Zona espectacular en Barrio de Salamanca.  Techos altos entre 5/6 metros  Entrada desde el portal o por la calle Se puede hacer COLIVING de 5 habitaciones y 3 baños.,False,good,False,True,4050.0,False,False,False,False,[],False,False,490000.0,€,flat,"Guindalera, Madrid",Piso en calle de Francisco Silvela,Destacado,,,,,,,
108775734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/e5/d2/1354797391.webp,RP1032025140076,14,2,208000.0,flat,sale,80.0,True,3,1,Sureste,Madrid,Torrejón de Ardoz,Sureste,es,,40.4518079,-3.4687897,False,https://www.idealista.com/inmueble/108775734/,"Redpiso vende excelente vivienda, la cual cuenta con 3 habitaciones, 1 baño, terraza, salon y cocina. Para entrar a vivir. Cerca de todos los servicios de primera necesidad. Financiacion hasta 100% con nuestro departamento financiero DCredit. Para más información contactar con / *-.",False,good,False,False,2600.0,False,False,False,False,[],False,False,208000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso,Destacado,,,,,,,
108801935,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/c5/40/1355562803.webp,RP492025140153,11,bj,159840.0,flat,sale,55.0,True,2,1,Barrio Amposta,Madrid,Madrid,San Blas,es,Amposta,40.4278018,-3.620686,False,https://www.idealista.com/inmueble/108801935/,"Planta baja de 55 m2. Exterior y luminoso. Estado para actualizar. La vivienda tiene una distribucion de dos dormitorios ( antes tres ), cocina equipada, baño c/ plato de ducha y ventana, salon amplio y luminoso. Cerca del metro de la linea 7, paradas de autobuses 38, 48. Buena comunicacion con colegios e institutos, comercios y zonas verdes. Buena oportunidad! para inversores o primera vivienda. Ven a visitarlo!",False,good,False,False,2906.0,False,False,False,False,[],False,False,159840.0,€,flat,"Amposta, Madrid",Piso,Destacado,,,,,,,
92114729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/f2/2a/1041865464.webp,MAD6568574,6,3,1450000.0,flat,sale,145.0,True,2,2,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4231541,-3.6930546,False,https://www.idealista.com/inmueble/92114729/,Fabulosa oportunidad una de las calles mas señoriales del Barrio de Justicia.  Se trata de una señorial vivienda de mas de 140 m2 y fabulosa reforma en un precioso edificio clásico. Ha sido reformado con todo lujo de detalles. No deje pasar esta fantastica oportunidad.,False,renew,False,True,10000.0,False,False,False,False,[],False,False,1450000.0,€,flat,"Chueca-Justicia, Madrid",Piso,Destacado,,,,,,,
108705580,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/fe/7a/1353198776.webp,RP1192025139826,1,,3224000.0,chalet,sale,500.0,,7,7,Las Lomas,Madrid,Boadilla del Monte,Las Lomas,es,,40.4272998,-3.8954951,False,https://www.idealista.com/inmueble/108705580/,"REDPISO BOADILLA PREMIUM. Presenta una propiedad de obra nueva de ensueño, ideal para quienes buscan lujo, diseño, exclusividad y calidad de vida en una ubicación privilegiada. PARA OBTENER MAS INFORMACION Y FOTOGRAFIAS, visite nuestra web: o bien en nuestros numeros de telefono  /.",False,good,False,,6448.0,False,False,False,False,[],False,False,3224000.0,€,chalet,"Las Lomas, Boadilla del Monte",Casa independiente,Destacado,,,independantHouse,,,,
108473998,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/10/1f/1345992426.webp,RP132025138767,11,3,262000.0,flat,sale,90.0,True,3,2,Barrio Palomeras sureste,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3850231,-3.6417631,False,https://www.idealista.com/inmueble/108473998/,"Espacioso, luminoso y muy bien comunicado.  3 habitaciones, 2 baños, terraza y garaje muy cerca del metro miguel hernandez.",False,good,False,True,2911.0,False,False,False,False,[],False,False,262000.0,€,flat,"Palomeras sureste, Madrid",Piso,Destacado,True,True,,,,,
107899106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/87/f4/1327726165.webp,RP2462025136674,11,,150000.0,chalet,sale,32.0,,1,1,Navalagamella,Madrid,Navalagamella,,es,,40.4669375,-4.123445,False,https://www.idealista.com/inmueble/107899106/,"REDPISO VALDEMORILLO VENDE magnifica parcela de 291 metros, la parcela se encuentra dentro del casco urbano, y sobre la misma se ha colocado una mobil home de 32 metros, distribuidos en salón con cocina americana, un magnifico dormitorio con armario y un baño completo.  no dudes en ponerte en contacto con nosotros y coordinaremos una visita.",False,good,False,,4688.0,False,False,False,False,[],False,False,150000.0,€,chalet,Navalagamella,Casa independiente,Destacado,,,independantHouse,,,,
108162696,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/e1/c7/1335728848.webp,562-JC,2,1,135000.0,flat,sale,62.0,True,3,1,Universidad,Madrid,Getafe,Universidad,es,,40.318509,-3.7237505,False,https://www.idealista.com/inmueble/108162696/,"INMOBILIARIA JC TAMAYO, vende piso en Getafe!  La vivienda cuenta con 60m2, que se distribuyen en: salón, tres habitaciones, cocina y baño.  SE TRATA DE UN PISO DE ALQUILER SOCIAL!  Para cualquier duda o consulta contáctanos y te ayudamos!",False,renew,False,True,2177.0,False,False,False,False,[],False,False,135000.0,€,flat,"Universidad, Getafe",Piso,Destacado,,,,,,,
