propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice
107863207,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/32/b6/ce/1326566826.webp,85672352,52,3390000.0,flat,sale,438.0,4,3,calle Mayor,Madrid,Madrid,Centro,es,40.4148536,-3.7061268,False,https://www.idealista.com/inmueble/107863207/,"Propiedad Modernista en Palacio Ritmo y elegancia en el corazón del Madrid de los Austrias Hay espacios que no solo se habitan, se sienten. Esta vivienda, ubicada en uno de los pocos edificios modernistas de Madrid, parece respirar a otro ritmo. Con casi 400 m² y una estructura exterior bañada en luz natural gracias a sus tres balcones con balaustrada y un encantador mirador, esta casa con techos que rozan los 4 metros, combina presencia, historia y movimiento. Dentro, el movimiento es fluido. La secuencia de salones, la amplitud de la cocina, la armonía entre zonas privadas y sociales… todo invita a crear. Molduras, frisos, pilares y vidrieras originales dialogan con quien entra y permanecen como testigos de una época que dejó belleza en cada instante. El dormitorio principal, amplio y con baño en suite, incluye un mirador que se abre como una pausa luminosa. La chimenea, clásica y elegante, añade ese tempo pausado que invita a descansar. Completan la vivienda otros dos dormitorios y dos baños, junto a una zona de día compuesta por varios salones y una cocina con potencial para convertirse en un auténtico centro de encuentro y creación. Pero quizás lo más valioso de esta propiedad sea su capacidad de transformarse sin perder su esencia. Es un lienzo abierto, dispuesto a acoger nuevas estéticas, nuevas formas de habitar, sin renunciar a la joya que ya es: un tesoro arquitectónico, con alma e infinitas posibilidades. El edificio, con su fachada blanca y limpia de líneas modernistas, cuenta con servicio de portería. Un entorno silencioso, cuidado y lleno de valor arquitectónico. Características Principales  * Ubicación: Barrio de Palacio, Madrid de los Austrias * Superficie construida: cerca de 400 m² * Exterior: Tres balcones y un mirador * Altura de techos: casi 4 metros * Conservación de elementos originales: molduras, pilares, frisos, vidrieras * Dormitorio principal con chimenea y baño en suite * Dos dormitorios adicionales, dos baños * Zona de día amplia: varios salones y cocina espaciosa * Edificio modernista con fachada blanca y servicio de portería Para quienes entienden el arte de habitar. Información y visitas bajo consulta directa.",False,good,False,7740.0,True,False,False,False,[],False,False,3390000.0,€,3450000.0,60000.0,2.0,flat,,"Sol, Madrid",Piso en calle Mayor,Destacado,2,True,Sol,True,,,
105274161,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/e5/72/1247120405.webp,,25,583000.0,chalet,sale,414.0,5,4,"calle Valle del Alberche, 118",Madrid,Guadarrama,,es,40.6450853,-4.0362679,True,https://www.idealista.com/inmueble/105274161/,"Agencia inmobiliaria de GUADARRAMA zona GUADARRAMA Oficina HOGARES: EN VENTA: ESPECTACULAR CHALET GUADARRAMA, cercano a zonas verdes, colegios, parada de autobús, etc.… Impresionante chalet independiente, con una superficie construida de 414 metros cuadrados y situado en una parcela de 962 metros cuadrados, que combina lujo y confort en un entorno natural privilegiado, contando con placas solares, suelo radiante y aerotermia. La propiedad se distribuye en tres plantas, ofreciendo espacios amplios y bien diseñados para satisfacer todas las necesidades de una vida moderna. Primera Planta:  Al llegar a la propiedad, somos recibidos por un encantador paseo a través del jardín, que conduce a un porche cubierto. Este espacio al aire libre es ideal para disfrutar de momentos de tranquilidad y relax, rodeado de la belleza del entorno ajardinado. Al cruzar la puerta principal, nos encontramos con un amplio hall de entrada que da la bienvenida con una sensación de grandeza. Este espacio luminoso y acogedor, con su diseño refinado, actúa como el corazón de la casa, conectando de manera fluida con las diferentes estancias de la primera planta. Desde aquí, se puede acceder a un espacioso salón comedor con chimenea, y una amplia cocina moderna totalmente equipada, cada uno de ellos diseñado para maximizar el confort y la funcionalidad. La primera planta también alberga un baño completo y dos luminosas habitaciones, una de ella con baño en suite y otra que puede ser utilizada como dormitorio de invitados, proporcionando versatilidad y adaptabilidad a las necesidades familiares. Planta Superior:  Subiendo por una elegante escalera de mármol, accedemos a la planta superior, donde se encuentra la zona privada de la casa. Aquí, los residentes pueden disfrutar de la tranquilidad y privacidad en las tres amplias habitaciones, un amplio baño con bañera, un vestidor abierto, una zona de biblioteca y una terraza con vistas al jardín. Planta Baja:  La planta baja del chalet ofrece un espacio multifuncional que puede adaptarse a una variedad de usos según las preferencias de los propietarios. Este nivel incluye una amplia bodega equipada con barra, horno, plancha con extractor y un aseo perfecto para celebraciones con familia y amigos. Además, se encuentran aquí varias áreas de almacenamiento y acceso directo al garaje que tiene capacidad para varios vehículos. Exteriores:  La parcela que rodea la casa ofrece un oasis de paz y naturaleza. La zona ajardinada está diseñada para disfrutar al máximo del aire libre, con espacios para comer, una zona de barbacoa, y un área de piscina que promete refrescantes momentos de ocio durante los meses más cálidos. En resumen, este chalet independiente es una residencia de lujo que ofrece una combinación perfecta de espacios amplios y bien diseñados, comodidades modernas y un entorno natural encantador. Ideal para aquellos que buscan un hogar exclusivo donde disfrutar de una vida de calidad. Destacar la disponibilidad de buenas comunicaciones: Autopista A-6, parada de autobuses dirección a Madrid, cercano al centro de Guadarrama y Collado Villalba y servicios como comercios, restaurantes… Ven a verlo! este es tu HOGAR! No te quedes sin el! Nuestra trayectoria en el sector nos hace ser LIDERES en el municipio de Guadarrama, por lo que anticípese y no pierda esta oportunidad, no durara mucho a la venta! No duden en ponerse en contacto con nosotros para poder ver la vivienda. No te quedes sin ella! ""JUNTOS HACEMOS HORAGES"" Posdata: NO se olvide de consultar por nuestras condiciones de FINANCIACIÓN hasta el 100%, por nuestro departamento FinanHogar! déjese asesorar por los profesionales. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual.",False,good,False,1408.0,True,True,False,False,[],False,False,583000.0,€,,,,chalet,independantHouse,Guadarrama,"Casa independiente en calle Valle del Alberche, 118",Destacado,,,,,True,True,
108813775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/12/4e/1355885516.webp,ARRO-26,26,390000.0,flat,sale,105.0,3,2,calle de Fuentevaqueros,Madrid,Fuenlabrada,El Arroyo - La Fuente,es,40.2748927,-3.7884864,False,https://www.idealista.com/inmueble/108813775/,"PISO TOTALMENTE REFORMADO EN 2023 Y CON FINANCIACIÓN HASTA EL 100%! La agencia inmobiliaria HOGARES FUENLABRADA VENDE EN EXCLUSIVA piso EXTERIOR de 105m compuesto por 3 amplios dormitorios, 2 baños completos con bañera y mampara, salón independiente muy luminoso y cocina independiente con tendedero cerrado, trastero y garaje en el mismo edificio.  La vivienda dispone de suelo de tarima, ventanas de climalit oscilobatientes, puertas de roble lacadas en blanca, cocina totalmente equipada, 2 aires acondicionados en salón y habitación principal, 2 armarios empotrados y calefacción INDIVIDUAL DE GAS NATURAL.  ¡VIVIENDA EN BUEN estado de conservación! urbanización cerrada con piscina; próximo a todos los servicios: colegios, supermercados, zonas verdes y deportivas, centro de salud, a menos de 10 minutos de Renfe y Metro Fuenlabrada Central. VISÍTALO SIN COMPROMISO, TE CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN CON LAS MEJORES CONDICIONES!",True,good,False,3714.0,True,False,False,False,[],False,False,390000.0,€,,,,flat,,"El Arroyo - La Fuente, Fuenlabrada",Piso en calle de Fuentevaqueros,Destacado,3,True,,True,True,True,
108350301,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/b0/d0/1341499865.webp,,16,1100000.0,flat,sale,115.0,3,2,calle de Ventura de la Vega,Madrid,Madrid,Centro,es,40.4138493,-3.6985301,False,https://www.idealista.com/inmueble/108350301/,"Vivienda de carácter único, ubicada en el exclusivo y vibrante Barrio de las Letras, esta propiedad de 115 m² en la primera planta de un majestuoso edificio clásico ofrece una oportunidad excepcional para aquellos que buscan residir en el corazón cultural de Madrid. Su distribución, que incluye 3 generosas habitaciones y 2 baños completos, ha sido cuidadosamente pensada para ofrecer una armoniosa combinación de confort y funcionalidad. Cada rincón de esta vivienda destila el encanto de la arquitectura tradicional madrileña, con techos altos y suelos de madera que aportan una cálida elegancia. Meticulosamente renovada y diseñada, está preparada para entrar a vivir.  La ubicación es, sin duda, uno de sus mayores atractivos. A tan solo unos minutos de la Plaza Mayor, el Museo del Prado y el Parque del Retiro, esta vivienda permite disfrutar de la riqueza histórica, cultural y gastronómica de uno de los barrios más emblemáticos y codiciados de Madrid. Una propiedad única en un enclave incomparable, perfecta para quienes buscan una residencia que combine la sofisticación de la tradición madrileña con la comodidad de vivir en el epicentro de la ciudad.",False,good,False,9565.0,True,False,False,False,[],False,False,1100000.0,€,,,,flat,,"Huertas-Cortes, Madrid",Piso en calle de Ventura de la Vega,Destacado,1,True,Huertas-Cortes,False,,,
107927554,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/de/1a/1328566553.webp,Luna1041,36,432000.0,flat,sale,137.0,4,2,calle Terradas,Madrid,Getafe,El Rosón - Kelvinator,es,40.316422,-3.7315078,False,https://www.idealista.com/inmueble/107927554/,"¡SIN COMISIONES! Aprovecha la oportunidad de tener un amplio piso en una de las zonas más demandadas de Getafe. ¿Por qué? Porque es un barrio tranquilo, con muchos servicios a mano y además a pocos minutos de la estación de Getafe Central (con Cercanías y Metrosur). Tiene salida y entrada directa desde la carretera de Toledo (A-42). El piso tiene 110 metros útiles, destacando en su amplitud el salón con 24 m2, la cocina con 14 m2 y el dormitorio principal con 14 m2. Tiene armarios empotrados en todas las habitaciones y en la entrada, así es que espacio de almacenamiento no falta. Tiene un suelo de parquet de espiga, muy bien conservado y ventanas de aluminio blanco con cristales climalit para un aislamiento térmico y acústico de calidad. NO COBRAMOS COMISIÓN a compradores ni por la compra ni por la búsqueda de financiación, nosotros lo hacemos gratis. Trabajamos en Getafe desde hace 25 años, pásate a conocernos o pregunta por nosotros.",False,good,False,3153.0,True,False,False,False,[],False,False,432000.0,€,460000.0,28000.0,6.0,flat,,"El Rosón - Kelvinator, Getafe",Piso en calle Terradas,Destacado,1,True,,True,True,True,
108878845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/4c/4f/1357738387.webp,,23,660000.0,flat,sale,132.0,5,2,calle de Tomás Bretón,Madrid,Madrid,Arganzuela,es,40.3978168,-3.6968625,False,https://www.idealista.com/inmueble/108878845/,"Piso en 2ª planta exterior: 4 dormitorios, salón, cocina y 2 cuartos de baños completos. Distribución: Al exterior dan el amplio salón y la terraza. A un amplio patio de manzana orientación sur y oeste luminoso y silencioso se asoman 3 de los 4 dormitorios, los 2 baños y la cocina. A un segundo patio más pequeño se asoma el quinto dormitorio. La finca es de buena calidad, el portal reformado dispone de rampa y servicio de portería. El Inmueble tiene buena posibilidad de uso, necesita reforma completa. Zona con todos los servicios en las proximidades y en pleno desarrollo: correos, supermercados escuelas, farmacias, gimnasio y restaurantes y numerosas líneas de autobús y cercanías. Conexión con accesos a M-30 y M-40.",False,renew,False,5000.0,True,False,False,False,[],False,False,660000.0,€,,,,flat,,"Delicias, Madrid",Piso en calle de Tomás Bretón,Destacado,2,True,Delicias,True,,,
104597197,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/39/1a/1329800915.webp,W-02VEJT,25,290000.0,flat,sale,45.0,1,1,Barrio Palacio,Madrid,Madrid,Centro,es,40.4091423,-3.7105166,False,https://www.idealista.com/inmueble/104597197/,"Propiedad reformada y amueblada en el corazón de La Latina Engel & Völkers presenta esta especial propiedad en el corazón de La Latina, en el Barrio de Palacio. Ubicada en un cuidado edificio de 1880 tradicional de la zona, sus aproximadamente 45 metros cuadrados construidos han sido reformados para darle una distribución que ha sabido aprovechar al máximo su tamaño, dotándola de todas las comodidades.  Se distribuye en un baño completo, una cocina independiente, una salón comedor y un dormitorio doble en el que también tiene cabida una zona de estudio o trabajo. La propiedad se entrega íntegramente amueblada y equipada con electrodomésticos de gama alta, y constituye una oportunidad única de inversión en este demandado barrio de origen medieval. Tiene la particularidad de contar con un acceso directo y privado a través de una terraza abierta a un cuidado patio que recuerda las características corralas de este histórico barrio de Madrid. La propiedad se encuentra en una de las zonas más demandadas, el barrio de Palacio en el distrito Centro de Madrid, cuyas plazas, calles y edificios han sido testigos de la historia. De hecho, el barrio de La Latina debe su nombre al apodo de la humanista castellana Beatriz Galindo, un personaje relevante del siglo XV, ya que fué dama de compañía y consejera de Isabel La Católica, además de preceptora de sus hijos. En el barrio se alternan la tradición y la modernidad, lo castizo y las últimas tendencias. Una variedad que encontramos también en su amplia dotación comercial, hotelera y de ocio. En la misma línea, la zona ofrece una enorme oferta gastronómica que abarca desde establecimientos tradicionales madrileños a otros de perfil más internacional y cosmopolita, cuyos ejemplos podemos encontrar en lugares cómo la Cava Baja o la Plaza de la Paja.  A escasos minutos andando de la vivienda, se encuentran, entre otros puntos de interés, la basílica de San Francisco, el Teatro de La Latina o el Museo de San Isidro. Cuenta con todo tipo de servicios, que incluyen diversas opciones de transporte público, paradas de taxi y varios aparcamientos subterráneos. Un entorno, en definitiva, bien dotado, vibrante y moderno y, a la vez, lleno de historia.",True,good,False,6444.0,False,False,True,False,[],False,False,290000.0,€,,,,flat,,"Palacio, Madrid",Piso,Destacado,1,True,Palacio,False,,,
108666039,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/b9/4d/1351558110.webp,PR99559469,92,1825000.0,chalet,sale,480.0,5,5,Villafranca del Castillo,Madrid,Villanueva de la Cañada,Villafranca del Castillo,es,40.4749545,-3.9417112,False,https://www.idealista.com/inmueble/108666039/,"^**^ESPECTACULAR VILLA DE LUJO DE DISEÑO CONTEMPORÁNEO EN LA PRADERA DE VILLAFRANCA DEL CASTILLO^**^  Presentamos una joya arquitectónica única, casi a estrenar, en una de las zonas más codiciadas del noroeste de Madrid. Esta villa independiente, finalizada en diciembre de 2022, combina a la perfección la elegancia del diseño contemporáneo con las más altas calidades constructivas y tecnológicas. Cada rincón ha sido concebido para ofrecer una experiencia de vida sofisticada, privada y absolutamente exclusiva. Desde el primer paso, esta residencia impresiona por su luminosidad y amplitud. La planta principal se abre con un hall que conecta con un salón-comedor de dimensiones excepcionales, rodeado de ventanales que inundan el espacio de luz natural y ofrecen vistas y acceso directas a un jardín paisajístico de revista. La cocina, equipada con electrodomésticos de alta gama Dietrich, es un verdadero espacio gourmet con zona de desayuno y espacio para comedor informal, ideal para quienes valoran el diseño sin renunciar a la funcionalidad. En esta misma planta encontramos una estancia polivalente pensada como sala de estar, gimnasio o zona de ocio, un dormitorio en suite, aseo de cortesía, cuarto de instalaciones y un garaje cerrado con capacidad para dos vehículos, más un cómodo aparcamiento exterior. La planta superior se convierte en un auténtico santuario de descanso. Aquí se ubican cuatro dormitorios, incluyendo una suite principal que redefine el concepto de lujo: más de 60 m² dedicados al confort, con una chimenea de diseño “Gota”, vestidor tipo “walk-in” y un baño espectacular con bañera y ducha independientes. Todo ello rodeado de silencio, privacidad y una cuidada selección de materiales nobles y acabados de la más alta calidad. La vivienda está equipada con tecnología domótica de última generación, climatización por suelo radiante y refrescante mediante aerotermia, cámaras de seguridad, alarma, preinstalación de placas solares y todos los elementos que garantizan el máximo confort con eficiencia energética (certificado A). En el exterior, el diseño continúa siendo protagonista. Varios porches y terrazas cubiertas permiten disfrutar del jardín en cualquier época del año. La zona posterior de la vivienda, conectada directamente con el salón, ofrece una imponente piscina rodeada de vegetación, iluminación nocturna y un sistema de riego automático que transforma el entorno en un auténtico oasis privado. Ubicada en la prestigiosa urbanización La Pradera de Villafranca del Castillo, esta propiedad garantiza un estilo de vida sereno, seguro y exclusivo. Rodeada de naturaleza y privacidad, la urbanización cuenta con vigilancia 24h, club social privado, colegios internacionales (SEK, Zola), universidad privada, hospital de referencia (Puerta de Hierro), así como todos los servicios esenciales a escasos minutos. Esta villa no es solo una casa. Es una declaración de estilo de vida. Una residencia pensada para quienes buscan lo extraordinario y desean vivir en un entorno de lujo, confort y absoluta privacidad. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual.  NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,3802.0,True,False,True,False,[],False,False,1825000.0,€,,,,chalet,independantHouse,"Villafranca del Castillo, Villanueva de la Cañada",Casa independiente,Destacado,,,,,True,True,
108589455,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/8f/2a/1349306227.webp,3-210,41,590000.0,flat,sale,81.0,3,1,"calle de Vallehermoso, 53",Madrid,Madrid,Chamberí,es,40.4363477,-3.7086801,True,https://www.idealista.com/inmueble/108589455/,"Vivienda de 81 m² construidos y 73 m² útiles, distribuida en tres habitaciones, un baño completo, salón amplio y luminoso con orientación exterior, y cocina independiente totalmente equipada. Ubicada en un edificio con encanto construido en 1935, que se conserva en buen estado. La ITE fue favorable en 2020. La finca cuenta con ascensor y portero físico en horario de oficina, de lunes a viernes. La vivienda destaca por su excelente luminosidad, especialmente en la zona del salón, así como por la tranquilidad que ofrecen las estancias interiores. Dispone de calefacción individual por gas natural mediante radiadores, y agua caliente también individual. Gracias a su estructura basada en pilares, la propiedad ofrece múltiples posibilidades de reforma y redistribución según necesidades o proyecto de vida. Ha estado alquilada durante los últimos cinco años por los mismos inquilinos, quienes han valorado especialmente la comodidad, el bienestar y la calidad de vida que ofrece esta vivienda.  La ubicación es uno de sus grandes atractivos: a escasos metros del Mercado de Vallehermoso, zonas deportivas como el Estadio Vallehermoso y las instalaciones del Canal, y rodeada de servicios esenciales como supermercados, farmacias y el Centro de Salud Cea Bermúdez. En cuanto a educación, cuenta con varios centros públicos y concertados en menos de 5 minutos caminando: EEI Vallehermoso, CP Fernando el Católico, CP Claudio Moyano e IES Joaquín Turina, además de numerosas guarderías. A nivel universitario, se encuentra muy cerca de la Ciudad Universitaria, con acceso rápido a la Complutense, Politécnica, CEU San Pablo y más. Las conexiones de transporte son excelentes, con paradas de metro como Islas Filipinas y Canal, y múltiples líneas de autobús en las inmediaciones. Muy bien comunicada mediante transporte público, con estaciones de metro como Islas Filipinas y Canal a menos de diez minutos a pie. También dispone de buen acceso en coche a la A-6 (Carretera de La Coruña) y arterias principales del centro de Madrid como Alberto Aguilera o Cea Bermúdez. La zona ofrece además una amplia oferta de plazas de aparcamiento en alquiler. Los últimos inquilinos pagaban 1200€ al mes, estuvieron cinco años. La reforma de luz y agua fue en 2016; también se cambió toda la cocina y el baño, el suelo se acuchilló y se pintó toda la casa en 2021. La compra de esta vivienda está condicionada al proyecto de uso planteado, estando expresamente prohibida su explotación turística o similar. Está dirigida a un comprador finalista que desee residir de forma habitual, en convivencia y armonía con la comunidad. Gastos de comunidad: 134 € al mes IBI anual: 460 € ITE: Favorable (2020) Honorarios de agencia: 1,5% Si necesitas financiación, o quieres pedir presupuesto para una reforma, estoy seguro de que en Hemic Properties no te defraudaremos, no dudes en preguntarnos cómo funciona, otros proyectos, o lo que necesites, nuestra labor es facilitar la operación.",True,good,False,7284.0,True,False,False,False,[],False,False,590000.0,€,620000.0,30000.0,5.0,flat,,"Arapiles, Madrid","Piso en calle de Vallehermoso, 53",Destacado,1,True,Arapiles,True,,,
108688240,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fa/0a/a6/1352184757.webp,PR99559471,25,15000000.0,duplex,sale,1500.0,5,6,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,40.445788,-3.6969288,False,https://www.idealista.com/inmueble/108688240/,"^**^THE ONE^**^ LUJO EXCLUSIVO -ÁTICO DÚPLEX ÚNICO EN MADRID CON MÁS DE 1.500 M² Y TERRAZAS PRIVADAS CON PISCINA ^**^ *** UNA PROPIEDAD COMPLETAMENTE A ESTRENAR! The One, un ático dúplex verdaderamente irrepetible en el corazón de Madrid. Ubicado en un edificio señorial junto al Paseo de la Castellana, esta joya arquitectónica eleva el concepto de exclusividad a su máxima expresión. Con más de 1.500 m² construidos entre vivienda y espacios exteriores, The One es actualmente el único ático de estas características en venta en todo Madrid. El ático cuenta con 600 m² construidos en dos plantas conectadas por escaleras interiores y exteriores: una planta principal de 400 m² y una planta superior de 150 m². Su exterior suma 750 m² de terrazas privadas, con vistas panorámicas que abrazan el skyline madrileño. La terraza principal está equipada con iluminación led perimetral, riego automático, zona de bar y barbacoa, porche cubierto, toldos motorizados, piscina infinity climatizada con nado contracorriente, escaleras romanas, iluminación integrada, vestuarios independientes y un elegante frente acristalado que potencia la sensación de amplitud. En la planta superior, una terraza de casi 300 m² se sitúa entre las más altas de Madrid, ofreciendo vistas despejadas únicas, absoluta privacidad y un entorno ideal tanto para la contemplación como para la celebración de eventos selectos. Todos los dormitorios son en suite, con baño privado y vestidor, bañados por luz natural y acabados con materiales de altísima gama. La cocina destaca por su isla central suspendida de diseño vanguardista, e incluye una completa zona de servicio con lavandería y dormitorio en suite. The One está diseñado para satisfacer los más altos estándares de sostenibilidad y eficiencia energética: aislamiento térmico y acústico, climatización por suelo radiante y refrescante mediante aerotermia y calidades compatibles con certificación Passivhaus. Dispone de dos amplias plazas de garaje contiguas, y acceso directo e independiente a la terraza principal mediante uno de los cinco ascensores del edificio, una rareza que refuerza su carácter excepcional. Situado a escasos metros del eje financiero y empresarial de Madrid, este ático se erige en una de las zonas más prestigiosas de la capital, rodeado de arquitectura clásica, boutiques de lujo, restaurantes de autor y una red de transporte privilegiada. A un paso del complejo AZCA, el Paseo de la Castellana y el Estadio Santiago Bernabéu, The One ofrece una experiencia de vida donde el lujo, la privacidad y el dinamismo urbano conviven en perfecta armonía. La vivienda ha sido concebida como una obra maestra del diseño contemporáneo, ejecutada con estándares técnicos y estéticos excepcionales por un equipo de arquitectos e interioristas de reconocido prestigio. Cada rincón de The One ha sido proyectado para ofrecer una experiencia residencial incomparable: luz natural, volúmenes amplios, acabados de lujo y una integración perfecta entre interior y exterior. The One no es solo una vivienda, es una declaración de intenciones. Para quienes buscan lo extraordinario, lo escaso, lo incomparable. Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. NO COBRAMOS COMISIÓN AL COMPRADOR.",True,good,False,10000.0,True,False,False,False,[],False,False,15000000.0,€,,,,flat,duplex,"Nuevos Ministerios-Ríos Rosas, Madrid",Dúplex,Destacado,10,True,Nuevos Ministerios-Ríos Rosas,True,True,True,
108852402,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/17/1b/1357013329.webp,ARRO-25,22,279000.0,flat,sale,105.0,3,2,calle de Suiza,Madrid,Fuenlabrada,Centro,es,40.2807221,-3.8027988,False,https://www.idealista.com/inmueble/108852402/,"PISO TOTALMENTE REFORMADO Y CON FINANCIACIÓN HASTA EL 100%! La agencia inmobiliaria HOGARES FUENLABRADA VENDE EN EXCLUSIVA piso EXTERIOR de 105m compuesto por 3 amplios dormitorios, 1 baño completo con plato de ducha y 1 aseo, salón de paso muy luminoso con terraza abierta, cocina americana con tendedero cerrado y garaje. La vivienda dispone cerámico, ventanas de climalit oscilobatientes, puertas de roble lacadas en blanco, cocina totalmente equipada, 2 Split de A/C ubicado en salón y habitación principal, y 2 armarios empotrados y calefacción INDIVIDUAL DE GAS NATURAL.  Ubicado en edificio que dispone de ascensor y fachada rehabilitada. ; próximo a todos los servicios: colegios, supermercados, zonas verdes y deportivas, centro de salud, a menos de 10 minutos de Renfe y Metro Fuenlabrada Central y de Metro Parque Europa. VISÍTALO SIN COMPROMISO, TE CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN CON LAS MEJORES CONDICIONES!",True,good,False,2657.0,True,False,False,False,[],False,False,279000.0,€,,,,flat,,"Centro, Fuenlabrada",Piso en calle de Suiza,Destacado,6,True,,True,True,True,
108234091,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/1e/6a/1337931648.webp,202524,32,245000.0,chalet,sale,200.0,6,3,calle Clavel,Madrid,El Álamo,,es,40.2297834,-3.9900287,False,https://www.idealista.com/inmueble/108234091/,"CAPITAL HOME el Álamo vende en EXCLUSIVA, este increíble inmueble en el centro de el municipio, ideal para familias o inversores. Esta casa se encuentra ubicada en un lugar excepcional dentro de el pueblo, a menos de 150 metros de cualquier servicio; supermercados, estación de transporte publico, institutos y la plaza de el pueblo.  Esta vivienda tiene tres viviendas construidas en un total de 200 m2 dentro de una superficie de 280 m2. Reubicadas en una casa en planta de unos 94 m2, y en la parte trasera con acceso independiente desde el callejón de calle alcantarillas, se sitúa dos pisos de 86 m2. Vivienda en planta, contamos con acceso desde calle clavel a un patio delantero, desde el que accedemos a la casa. Donde encontramos 3 habitaciones, salón, cocina y baño. La calefacción de gasoil, con ventanas y radiadores cambiados recientemente. Desde la cocina accedemos al patio trasero de 150 m2, donde localizamos un trastero de unos 50 m2 con cocina de exterior.  Lo más increíble de esta casa es la edificación que tiene en la parte posterior de la vivienda, un ""mini piso"" en dos plantas con dos viviendas, contador de luz y acceso desde el callejón de forma independiente a la vivienda. Ambos pisos están para reformar, pero encontramos en la parte baja, un piso de 1 habitación, baño, cocina y salón estilo office. Y en la planta primera, dos habitaciones, salón y cocina independientes con un curato de baño.  Es una vivienda ideal para inversores y sacar un triple rentabilidad por el precio de una casa, o el espacio ideal para familias de gran tamaño con viviendas independientes y zonas comunes.  Contamos con departamento financiero propio! que te permitirá acceder a esta vivienda, no dudes en llamarnos y concertar una visita.",True,renew,False,1225.0,True,True,False,True,[],False,False,245000.0,€,,,,chalet,terracedHouse,El Álamo,Chalet adosado en calle Clavel,Destacado,,,,,,,
108747542,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/ea/99/1353938339.webp,RP512025139963,16,209000.0,flat,sale,60.0,2,1,calle del Doctor Zofío,Madrid,Madrid,Carabanchel,es,40.3956106,-3.7370876,False,https://www.idealista.com/inmueble/108747542/,"¡Oportunidad en Calle Doctor Zofío! Piso exterior de 2 habitaciones con excelente comunicación Se vende acogedor piso en la calle Doctor Zofío, en un primer piso sin ascensor, ideal para quienes buscan vivir en una zona tranquila pero bien conectada. La vivienda cuenta con 60 m² construidos y una distribución funcional: 2 dormitorios, salón, cocina y baño completo. Destaca por ser exterior por ambos lados, lo que le aporta mucha luz natural y buena ventilación durante todo el día. La habitación principal cuenta con acceso a una terraza cerrada, perfecta como zona de desahogo o pequeño rincón de lectura. Además, dispone de calefacción individual por gas natural, lo que garantiza confort durante los meses más fríos. La ubicación es inmejorable: a pocos minutos a pie de la parada de autobús (119) y con fácil acceso a estaciones de metro (línea 6) y principales vías de comunicación. En los alrededores encontrarás supermercados, colegios, farmacias, centros de salud y todo tipo de servicios que hacen la vida más cómoda. Ideal tanto para vivir como para invertir. ¡No dejes pasar esta oportunidad!",False,renew,False,3483.0,True,False,True,False,[],False,False,209000.0,€,220000.0,11000.0,5.0,flat,,"San Isidro, Madrid",Piso en calle del Doctor Zofío,Destacado,1,True,San Isidro,False,,,
