propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology
108310778,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/31/75/6a/1340326890.webp,9,8,2450000.0,penthouse,sale,191.0,True,3,4,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4225404,-3.6801988,False,https://www.idealista.com/inmueble/108310778/,"Fortuny Madrid Real Estate ofrece en una de las zonas más representativas del barrio de Salamanca, este impresionante ático de 191 m² (superficie construida, terrazas incluidas) ofrece un estilo de vida sofisticado, con espacios amplios, luz natural y una distribución diseñada para el máximo confort. La vivienda cuenta con 3 dormitorios en suite, todos con baño privado y acabados de alta gama, lo que garantiza privacidad y comodidad para cada miembro del hogar. Se completa con un aseo de cortesía ideal para invitados, y una zona de lavandería independiente, perfectamente equipada y separada de la zona noble de la casa. El corazón de este ático es su espectacular zona de día, donde conviven el salón, comedor y cocina en un espacio abierto y luminoso, con acceso directo a las terrazas privadas, perfectas para disfrutar del aire libre, relajarse o recibir visitas. Reformado con calidades premium, este ático ofrece una combinación inmejorable de diseño contemporáneo, funcionalidad y ubicación privilegiada. Situado en una finca señorial del barrio de Goya, con excelentes comunicaciones, todos los servicios a pie de calle, y a pocos minutos del Parque del Retiro y de las mejores zonas comerciales y gastronómicas de Madrid. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,12827.0,False,False,False,False,[],False,False,2450000.0,€,,,flat,"Goya, Madrid",Ático,ATC6831,,,,penthouse
108563192,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/53/e5/8a/1348548505.webp,13,4,2409000.0,flat,sale,146.0,True,3,3,"CL GENERAL DIAZ PORLIER, 54",Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4295808,-3.676684,True,https://www.idealista.com/inmueble/108563192/,"Ubicada en el barrio de Lista - Salamanca, esta vivienda en General Díaz Porlier 54 destaca por su elegancia y comodidad.  Con una superficie de 200 metros catastrales y 146 metros construidos, ofrece tres habitaciones y tres baños, asegurando un espacio funcional y bien distribuido. Su orientación exterior y su reciente reforma garantizan una gran luminosidad y acabados de alta calidad.  Además, cuenta con trastero, ascensor, calefacción por climatización, aire acondicionado y servicio de portería. Dispone de balcón, proporcionando un valor adicional a la propiedad. Su reciente reforma garantiza acabados modernos y de alta calidad, creando un ambiente sofisticado y acogedor.  La distribución ha sido optimizada para ofrecer amplitud y comodidad, con una zona de estar espaciosa y una cocina diseñada para la máxima eficiencia.  Ubicada en una de las calles más demandadas de Lista, la vivienda está rodeada de servicios premium, boutiques exclusivas y una amplia oferta gastronómica. Con excelentes conexiones de transporte y cercanía a parques y zonas comerciales, esta propiedad representa una excelente oportunidad.",False,good,False,True,16500.0,False,False,False,False,[],False,False,2409000.0,€,,,flat,"Lista, Madrid","Piso en Cl General Diaz Porlier, 54",,,,,
101527025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/9f/09/1124973232.webp,4,2,3700000.0,flat,sale,280.0,True,4,4,calle de Columela,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4190527,-3.6864907,False,https://www.idealista.com/inmueble/101527025/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, formidable vivienda, a estrenar, ubicada en una de las mejores calles de la prestigiosa zona de Recoletos pegado al Parque del Retiro y a la calle Serrano, en un edificio de corte clásico con bonita fachada.  La finca donde se ubica esta impresionante propiedad, cuenta con una preciosa fachada clásica con ornamentos y balaustradas con un bonito portal con ascensor de jaula y elementos protegidos de la época.  Se ubica en la 2ª planta, totalmente exterior de 280m² construidos con la siguiente distribución: Hall de entrada con aseo de cortesía, amplio y muy luminoso salón en varias estancias con comedor diáfano y cocina integrada. La zona de noche se compone por cuatro dormitorios en suite, la principal de gran tamaño. Además cuenta con un área de lavado independiente a la cocina y dos trasteros muy grandes, incluidos en la superficie construida.  La vivienda se encuentra para estrenar y se entrega completamente acabada con las mejores calidades del mercado.  Cuenta con techos altos de 3 metros, dos trasteros y servicio de portería. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital, como el famoso “Platea Madrid” que es el centro de ocio gastronómico más grande de Europa. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,good,False,True,13214.0,False,False,False,False,[],False,False,3700000.0,€,,,flat,"Recoletos, Madrid",Piso en calle de Columela,58430,,,,
108829421,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/e3/cd/1356352923.webp,16,1,1269000.0,flat,sale,146.0,True,3,3,calle del Barco,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4244007,-3.7011587,False,https://www.idealista.com/inmueble/108829421/,"XV61416-BT Descubre la comodidad y ubicación en este increíble piso de 146m² aproximados el cual está reformado, amueblado y equipado, situado en la primera planta exterior en el barrio de Malasaña, distrito Centro. La propiedad ofrece una distribución con 3 habitaciones, 3 baños, un amplio salón con comedor con 4 balcones a la calle y techos de 3,5 metros de altura. Además tiene una cocina equipada con electrodomésticos de alta gama. Este es el hogar perfecto para quienes buscan vivir en una de las zonas más atractivas de la cuidad. Este exclusivo piso de lujo ofrece una ubicación inmejorable con una amplia variedad de atractivo por los alrededores. La zona está repleta de tiendas de moda independientes y boutiques únicas que reflejan el espíritu vanguardista del barrio. La oferta gastronómica es igualmente destacada, con restaurantes de renombre como Boom Boom Ciao, que combina una decoración ecléctica con una experiencia culinaria única. En cuanto a la educación, el área cuenta con academias y centros de estudio que ofrecen una amplia gama de cursos y talleres. La conectividad es excelente, con la estación de metro Tribunal (líneas 1 y 10) y varias paradas de autobús a pocos minutos a pie, facilitando el desplazamiento por la ciudad. Esta combinación de cultura, moda, gastronomía y transporte hace de esta propiedad una oportunidad única para quienes buscan una vida sofisticada en el corazón de Madrid. Piso en obra. Si quieres visitar no dudes en contactarnos.  CARACTERÍSTICAS: - Superficie total construida: 146 m2 - Superficie vivienda: 134 m2 - 3 habitaciones  - 3 baños - Cocina equipada con electrodomésticos de alta gama - Amueblado con lujoso diseño moderno hecho a la medida - 1 trastero - IBI: € - Comunidad: € ESPECIFICACIONES: - Calefacción: comunitario - Aire acondicionado - Ascensor - Certificado Energético - Exterior.",True,good,False,True,8692.0,True,False,False,False,[],False,False,1269000.0,€,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Barco,79604,,,,
104456429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/ca/2a/1313895312.webp,14,5,2450000.0,penthouse,sale,210.0,True,4,4,calle de José Abascal,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4383737,-3.7005103,False,https://www.idealista.com/inmueble/104456429/,"HOMLI presenta este sofisticado ático meticulosamente diseñado que cuenta con 210 metros cuadrados de elegancia moderna en el quinto piso de una encantadora joya construida en 1956. Ubicado en una ubicación privilegiada en Madrid, en el barrio de Almagro, el apartamento renovado cuenta con calefacción de gas autónoma, aire acondicionado individuales y una vista panorámica que te dejará sin aliento. Con ascensor para mayor comodidad, esta propiedad ofrece una excelente disposición y es ideal para familias, inversores, parejas o profesionales. Disfrute del ambiente tranquilo del vecindario cerca de servicios locales como escuelas, hospitales e instalaciones deportivas. Adopte un estilo de vida de lujo y comodidad en esta impresionante residencia en ático. HOMLI, código de propiedad 10963.",True,good,False,True,11667.0,True,False,False,False,[],False,False,2450000.0,€,,,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Ático en calle de José Abascal,10963,,,,penthouse
108471992,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/aa/e0/1345929948.webp,10,,899000.0,chalet,sale,391.0,,5,4,avenida Transversal,Madrid,Torrelodones,Los Peñascales,es,El Monte,40.577874,-3.8880421,False,https://www.idealista.com/inmueble/108471992/,"OPORTUNIDAD ÚNICA PARA TENER LA VIVIENDA DE TUS SUEÑOS EN LOS PEÑASCALES.  EL PRECIO INCLUYE EL VALOR DEL TERRENO, EL VALOR DEL INICIO DE OBRA DEL PROYECTO DE LA VIVIENDA, DEL PROPIO PROYECTO ARQUITECTÓNICO Y EL PRESUPUESTO DE LA CONSTRUCTORA PARA FINALIZACIÓN DE OBRA.  El proyecto está ya iniciado y cuenta con cimentación, planta sótano completamente construida y planta baja empezada.  Se encuentra en una de las zonas con más demanda de Los Peñascales por ser esta una de las mejores ubicaciones, a solamente 5 minutos del pueblo de Torrelodones, ofreciendo la tranquilidad y privacidad que buscamos cuando nos venimos a vivir a una zona como esta.  Es una vivienda con un precioso y atrevido diseño arquitectónico que cuenta con unas prestaciones de muy alto nivel.  El estilo de la vivienda es moderno, adaptado a las nuevas necesidades, contando con espacios diáfanos, techos altos, un tamaño perfecto para lo que buscamos hoy en día y una gran iluminación gracias a sus grandes ventanales, lucernarios y su orientación sur. Contamos con dos terrazas y dos de las cinco habitaciones con baño en suite. La habitación principal cuenta con terraza también.  La vivienda tiene piscina.    Cuenta con aerotermia, suelo radiante y refrescante. La instalación de ACS (agua caliente sanitaria) contará con un acumulador de hasta 100l donde se almacenará el agua previamente calentada para que llegue a los baños y cocina de una manera prácticamente inmediata, a través de una doble circuito por el que siempre estará circulando agua caliente.  La carpintería exterior será de aluminio anodizado tono bronce o marrón con rotura de puente térmico. El acristalamiento será doble 4/12/6 sistema climalit con cámara de aire con un acabado de imitación madera. Estos son algunos de los materiales que están descritos en el proyecto, pero se podrán adaptar al gusto del comprador. Se entregará el proyecto en la visita.  Es un proyecto en el cual ya se ha avanzado gran parte del trabajo y lo entregamos con todas las garantías para su viabilidad, ofreciendo la constructora y asesoramiento personal hasta el final de la construcción. OFRECEMOS FINANCIACIÓN DE HASTA EL 100% DEL VALOR DE LA CONSTRUCCIÓN Y EL 50% DEL TERRENO.",False,good,False,,2299.0,True,False,False,False,[],False,False,899000.0,€,True,True,chalet,"El Monte, Torrelodones",Casa independiente en avenida Transversal,,,,,independantHouse
107414572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/e6/8c/1355693925.webp,25,,380000.0,chalet,sale,156.0,,3,1,"calle de Doña Francisca y Don Francisco Fausto, 2",Madrid,Chinchón,,es,,40.1374079,-3.4475704,True,https://www.idealista.com/inmueble/107414572/,"VALIDO 2% DE DESCUENTO POR VISITARNOS EN SIMA ¡Haz realidad tu sueño de vivir en un lugar tranquilo y único, a solo 45 km de Madrid! En un momento donde cada vez es más difícil encontrar un hogar accesible en la capital, te ofrezco esta oportunidad de escapar del ruido, de las prisas y de los mini pisos, sin alejarte demasiado de todo lo que necesitas.  Vivir en Nuevo Chinchón ofrece tranquilidad y un entorno histórico con su Plaza Mayor, Castillo e Iglesia, es un encanto. Nuevo Chinchón está a solo 45 minutos de Madrid, combinando paz rural con acceso a la ciudad.  Es el ambiente seguro y acogedor, ideal para quienes buscan calidad de vida. Rodeado de naturaleza, es perfecto para senderismo, aire libre, si te apasiona la naturaleza, mascotas y porque tu propio huerto.  La comunidad es hospitalaria, facilitando la integración y lo mejor, sin renunciar a la cercanía con Madrid.  Características destacadas de esta propiedad: Ubicación: Situado en la prestigiosa urbanización,""Nuevo Chinchón"" con fácil acceso en coche o transporte público.   Superficie: Con 167 m² útiles y una amplia parcela de casi 1.700 m², tendrás el espacio que siempre has soñado para tu familia, tus mascotas, y para disfrutar del aire libre, y toda la posibilidad de ampliar y reformar la propiedad a tu preferencia.   Distribución: Vivienda unifamiliar de una sola planta baja, ideal para familias. La casa está pensada para que puedas disfrutar sin complicaciones. 3 Habitaciones, todas con armarios, ventanas nuevas climalit que aseguran un aislamiento térmico, además de persianas nuevas para mayor confort.  El descanso aquí es una verdadera delicia, también todas las puertas de las estancias fueron actualizada hace poco.  Baño completo: Con ventana al exterior, perfecto para ventilar y disfrutar de la luz natural.  -Cocina: Practica y funcional, requiere actualización, dispone de ventana al jardín exterior, para que puedas disfrutar de las vistas mientras cocinas.  Salón comedor: El corazón de la casa, con chimenea de piedra de Colmenar que te dará calidez en los días fríos y una terraza o porche para disfrutar de las mejores vistas a la naturaleza.  Suelos de gres, dispone de 2 amplias ventanales que permiten que la luz inunde todo el espacio.  Calefacción: Sistema de calefacción por calefactor eléctrico, para mantener todas las estancias cálidas durante el invierno, mas la chimenea Piscina 9x4 m², perfecta para refrescarse este verano, nadar y disfrutar de momentos únicos con los tuyos.  Extra Cueva de aprox 20 m², que podrás utilizar para disfrutar de momentos especiales, además de zona de parrilla/ barbacoa para tus celebraciones con familia y amigos.  Porche: La entrada principal te recibe un confortable porche, ideal para disfrutar del amanecer o un ocaso relajante, rodeado de pinos, rosales y mucho verde.  Una experiencia de paz y conexión con la naturaleza que no encontrarás en la capital.  Seguridad: Toda la vivienda está protegida con rejas en las ventanas, para que te sientas seguro en todo momento.  Urbanización: Además, vivirás en una urbanización con todos los servicios que tu familia necesita: parques infantiles, zonas deportivas (fútbol, tenis, baloncesto) y parada de autobús en la entrada de la urbanización, conectando directamente con Madrid (línea 337) y la cercanía con la A3.  Y ya el TOP  ¿Tienes mascotas? Este es el lugar ideal para ellos, amplias zonas exteriores, para correr y jugar, tranquilidad, y la seguridad de que todos los miembros de tu familia (incluidos tus compañeros peludos) estarán a gusto.  Vivir en Nuevo Chinchón es más que una inversión inmobiliaria, es un cambio de vida. Aprovecha esta oportunidad única y encuentra el equilibrio perfecto entre la calma del campo y la cercanía con Madrid Los vecinos, muchos de ellos ya residentes de toda la vida, aportan a esta comunid.",True,good,False,,2436.0,False,False,False,False,[],False,False,380000.0,€,True,True,chalet,Chinchón,"Chalet en calle de Doña Francisca y Don Francisco Fausto, 2",137216,,,,
108590639,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/af/85/1353107297.webp,67,,369000.0,chalet,sale,343.0,,5,4,"AV KIEL, 15",Madrid,Eurovillas,,es,,40.3566116,-3.2471743,True,https://www.idealista.com/inmueble/108590639/,"Chalet Independiente en Entorno Tranquilo - Ideal para Familias Numerosas Descubre este chalet de dos plantas, un espacio perfecto para aquellas familias que buscan comodidad y versatilidad. Con una parcela de aproximadamente 1.005 m², este inmueble ofrece un diseño que maximiza cada rincón. La entrada cuenta con acceso independiente tanto para peatones como para vehículos, además de una puerta automática que añade un toque de modernidad. En la planta baja, encontrarás tres dormitorios amplios y luminosos, junto a dos baños, uno de ellos en suite. La cocina independiente está completamente amueblada y lista para disfrutar de deliciosas comidas en familia. El salón espacioso, adornado con una acogedora chimenea, se convierte en el corazón del hogar. Además, el porche acristalado conecta directamente con el jardín, creando un ambiente ideal para relajarse. También hay una gran sala anexa que se puede transformar en un apartamento independiente, ya que cuenta con dormitorio y baño construidos. Subiendo a la planta alta, se encuentran dos dormitorios dobles con terrazas cubiertas, perfectas para disfrutar del aire fresco. Uno de estos dormitorios incluye un baño privado, brindando mayor privacidad y confort. La propiedad también cuenta con un garaje transformado en una gran sala multiusos, ideal para actividades recreativas o como espacio de trabajo. Con un total de 343 m² construidos y 222 m² útiles registrados, este chalet es una oportunidad única en una calle tranquila, perfecta para desconectar del ritmo urbano. No dejes pasar la oportunidad de visitar este hogar que combina funcionalidad y confort en cada detalle. ¡Ven a conocerlo y enamórate de tu nuevo hogar!",False,good,False,,1076.0,False,False,False,False,[],False,False,369000.0,€,,,chalet,Eurovillas,"Casa independiente en Av Kiel, 15",,,,,independantHouse
108090663,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/9b/7b/1333534051.webp,20,,235000.0,flat,sale,95.0,True,3,2,calle Jacobinia,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3777076,-3.7487145,False,https://www.idealista.com/inmueble/108090663/,"Magnifica vivienda en tercera planta de una finca sin ascensor. Cuenta con una superficie construida de 95m² distribuidos en tres dormitorios, dos baños, cocina y salón-comedor con acceso a balcón.",False,renew,False,False,2474.0,False,False,False,False,[],False,False,235000.0,€,,,flat,"Vista Alegre, Madrid",Piso en calle Jacobinia,DW-JAL-000-029,250000.0,15000.0,6.0,
108807993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/76/12/1355743713.webp,51,2,305000.0,duplex,sale,120.0,True,3,2,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4844285,-3.3591747,False,https://www.idealista.com/inmueble/108807993/,"****oportunidad duplex en pleno centro de alcala**** edificio seminuevo en muy buen estado, consta de 2 plantas: en baja tiene un amplio salon con varias balconeras y mirador muy luminoso, una cocina amueblada, 1 dormitorio con balcon a la calle y amplio armario empotrado, baño amplio con ventana y 1 pequeño trastero.  en planta alta consta de 2 dormitorios abuhardillados uno de ellos con terraza independiente y con armario empotrado. Baño secundario. Se puede visitar. Finca con ascensor.",False,good,False,True,2542.0,True,False,False,False,[],False,False,305000.0,€,,,flat,"Juan de Austria, Alcalá de Henares",Dúplex,,,,,duplex
106731537,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/83/29/1292295861.webp,8,6,836000.0,flat,sale,86.0,True,2,2,Barrio Sol,Madrid,Madrid,Centro,es,Sol,40.4146508,-3.709375,False,https://www.idealista.com/inmueble/106731537/,"Ubicada en pleno corazón de Madrid, esta vivienda de 86 m² a estrenar es una opción ideal para quienes buscan calidad, confort y una ubicación inmejorable. Con 2 dormitorios y 2 baños, ofrece una distribución moderna y funcional, perfecta para disfrutar de un estilo de vida cómodo en una de las zonas más vibrantes de la ciudad. La cocina, equipada con las mejores calidades, está diseñada con materiales de alta gama, lo que garantiza una experiencia culinaria excepcional y una estética contemporánea. Cada detalle ha sido cuidado para proporcionar un ambiente elegante y práctico, adaptado a las necesidades del día a día. Con acabados de alta calidad y una excelente distribución, esta vivienda es perfecta tanto para vivir de forma cómoda como para invertir en una propiedad de gran valor en una de las zonas más solicitadas de Madrid. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,9721.0,False,False,False,False,[],False,False,836000.0,€,,,flat,"Sol, Madrid",Piso,3518,,,,
108353219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/41/81/1354050842.webp,14,,199900.0,chalet,sale,105.0,,4,2,carretera de Canencia,Madrid,Miraflores de la Sierra,,es,,40.8150814,-3.7657647,False,https://www.idealista.com/inmueble/108353219/,"� ¡Oportunidad en Miraflores de la Sierra! Chalet con unas vistas espectaculares por solo 220.000 € ¿Buscas una vivienda con encanto para reformar a tu gusto? Este chalet independiente de dos plantas es ideal para quienes desean vivir rodeados de naturaleza en uno de los pueblos más bonitos de la sierra madrileña. � Superficie construida: 105 m² � Parcela: 183 m² �️ Dormitorios: 4 � Baños: 2 � Posibilidad de acceso a garaje � Salón con chimenea �️ A reformar � Año de construcción: 1970 Distribución: Planta baja: salón con chimenea, cocina, un baño completo y un dormitorio. Planta alta: tres dormitorios y otro baño. Disfruta de un amplio jardín con vistas impresionantes a la sierra, perfecto para relajarte o disfrutar con familia y amigos. � Precio: solo 220.000 € ¡Una gran oportunidad para invertir o para crear tu hogar ideal en plena naturaleza! � Contáctanos para más información o para concertar una visita.",False,renew,False,,1904.0,True,False,False,False,[],False,False,199900.0,€,,,chalet,Miraflores de la Sierra,Chalet pareado en carretera de Canencia,CHALETMIRAFLORES,215000.0,15100.0,7.0,semidetachedHouse
108077351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/10/f2/1356585719.webp,49,,525000.0,chalet,sale,321.0,,5,2,calle Ciudad Rodrigo,Madrid,Galapagar,El Guijo - Colonia España - Colonia San Antonio,es,,40.6172885,-4.0369728,False,https://www.idealista.com/inmueble/108077351/,"Dicen que las mejores historias comienzan en casas como esta. En la zona de El Guijo - Colonia España - Colonia San Antonio, donde aún se respira el aire puro de la sierra madrileña y el entorno transmite calma y autenticidad, se encuentra este chalet independiente de 2 plantas que no solo ofrece metros, jardín y piscina: ofrece calidad de vida. Esta zona de Galapagar, a solo unos minutos del casco urbano y con excelente conexión por tren y autobús a Madrid, fue en su día una colonia de descanso para familias que buscaban escapar del bullicio de la capital. Hoy, es una comunidad consolidada donde conviven tradición y modernidad, naturaleza y servicios. Aquí aún saludas a tus vecinos, compras el pan en el comercio local, y disfrutas de una tranquilidad que simplemente no tiene precio. En una parcela de 1.226 m², este chalet ofrece 321 m² construidos que han sido pensados para crecer, compartir y disfrutar en cada rincón. La primera planta te da la bienvenida con: 5 dormitorios funcionales y luminosos, perfectos para familia, trabajo desde casa o invitados. 2 baños completos, uno de ellos en suite para mayor comodidad. Un cálido salón con chimenea de más de 22 m² donde las tardes de invierno se convierten en momentos especiales. Un comedor independiente de 9,60 m², ideal para cenas familiares. Una cocina con acceso directo al jardín, perfecta para los que disfrutan cocinando con luz natural y al aire libre. Pero eso no es todo. Una escalera de caracol artesanal, diseñada a medida, te lleva a una segunda planta con mucho carácter: Una terraza de más de 50 m² con vistas despejadas: el lugar perfecto para tus atardeceres, leer, hacer yoga o simplemente contemplar el cielo. Un espacio interior completamente diáfano de 61,68 m² que puedes adaptar a tu estilo de vida: zona de ocio, gimnasio, despacho, estudio artístico, apartamento independiente... tú decides. En el exterior, el verdadero lujo: Piscina privada de 42 m², rodeada de zonas verdes. Pozo propio, ideal para el riego del jardín o el mantenimiento de la piscina. Trastero/cobertizo de 23 m², ideal como almacén o taller. Un amplio jardín donde puedes montar desde una zona chill-out hasta un huerto ecológico. Todo esto en una zona que combina naturaleza y accesibilidad: colegios, supermercados, parques infantiles, centro de salud, hospital y estación de tren a pocos minutos. � Si siempre soñaste con una casa en la que cada espacio tuviera sentido, donde crecer, compartir y desconectar fueran parte de tu día a día, esta es tu oportunidad. Porque las casas no se venden solo por lo que tienen… sino por lo que te hacen sentir cuando entras en ellas. Y esta, puede ser el comienzo de tu nueva historia.",True,good,False,,1636.0,False,False,True,False,[],False,False,525000.0,€,,,chalet,"El Guijo - Colonia España - Colonia San Antonio, Galapagar",Casa independiente en calle Ciudad Rodrigo,LODON-00739,,,,independantHouse
108558464,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/73/af/da/1348427270.webp,8,2,550000.0,flat,sale,60.0,False,2,1,calle de Menorca,Madrid,Madrid,Retiro,es,Ibiza,40.4203113,-3.6760948,False,https://www.idealista.com/inmueble/108558464/,"Belton Real Estate pone a la venta este magnífico piso en Ibiza a escasos metros del parque del Retiro. Cuenta con 55 metros y está ubicado en una segunda planta, el piso es interior y da a un gran patio de manzana. Destaca por su gran luminosidad. Está distribuido en salón-comedor con una cocina integrada, dos habitaciones con armarios empotrados y un baño completo. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,9167.0,False,False,False,False,[],False,False,550000.0,€,,,flat,"Ibiza, Madrid",Piso en calle de Menorca,ME9,,,,
108825752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7d/53/f6/1356245588.webp,47,4,466573.0,flat,sale,170.0,True,3,2,calle de Valdespina,Madrid,Madrid,Hortaleza,es,Canillas,40.4670073,-3.6419233,False,https://www.idealista.com/inmueble/108825752/,"Agenda tu llamada aquí y recibe toda la información que necesitas: calendly. com/inversores-kalma ¿Busca una oportunidad única de inversión en Madrid? Kalma presenta en exclusiva esta vivienda en modalidad de NUDA PROPIEDAD, una fórmula ideal para inversores que buscan rentabilidad a largo plazo. Información del inmueble: -Ubicación: Calle Valdespina, Madrid -Superficie: 135 m² -Conservación: La vivienda se encuentra en buen estado. -Antigüedad: Año 1980 Sobre la zona: -Ubicada en Calle Valdespina, en un entorno residencial consolidado del suroeste de Madrid, esta zona se caracteriza por ser tranquila y bien comunicada, ideal para disfrutar de una vida cómoda con todos los servicios a mano. -Transporte: Excelente conexión con transporte público, incluyendo varias líneas de autobuses y proximidad a estaciones de Metro, lo que permite un acceso ágil al centro de Madrid y otras zonas clave de la ciudad. -Servicios cercanos: Supermercados, centros educativos, farmacias, centros médicos, y comercios de proximidad a poca distancia. -Ocio y recreación: Cercanía a zonas verdes, parques urbanos, cafeterías, restaurantes y centros deportivos, ideales para el día a día y el disfrute en familia. Una inversión con impacto social Con esta inversión, la actual propietaria, una mujer de 71 años, conservará el usufructo vitalicio de la vivienda, asegurando su tranquilidad y bienestar. Al finalizar el usufructo, el comprador obtiene la plena propiedad del inmueble, un activo con alto potencial de revalorización en esta zona de Madrid. Condiciones económicas: -Precio: 466.573 € Gastos asociados: A cargo del propietario: -IBI -Cuotas extraordinarias de comunidad (si aplica) -Seguro del continente A cargo del usufructuario: -Cuotas ordinarias de comunidad -Tasas municipales de residuos -Suministros -Seguro de contenido del inmueble La vivienda cuenta con trastero y espacio de alacena, lo que añade un valor adicional para el almacenaje y la funcionalidad del día a día. ¡No deje pasar esta oportunidad! Contacte con Kalma hoy mismo y nuestro equipo le proporcionará más detalles y un asesoramiento personalizado. Kalma, la mejor selección de inmuebles en NUDA PROPIEDAD a su alcance.",True,good,False,True,2745.0,False,False,False,False,[],False,False,466573.0,€,,,flat,"Canillas, Madrid",Piso en calle de Valdespina,,,,,
