propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished,detailedType.subTypology
108830753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/de/4d/1356391509.webp,1660,13,4,1309000.0,flat,sale,91.0,False,2,2,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4242751,-3.6769815,False,https://www.idealista.com/inmueble/108830753/,"Ubicada en el prestigioso barrio de Salamanca-Goya, esta vivienda en General Díaz Porlier 11 se encuentra en plena obra para ofrecer un espacio renovado y funcional en un edificio de carácter histórico construido en 1931. Situada en la 4ª planta, dispone de 92 metros catastrales (91 m² construidos y 77 m² útiles) en un entorno interior que asegura tranquilidad y privacidad en una de las áreas más cotizadas de Madrid. Este piso cuenta con 2 habitaciones y 2 baños, una cocina completamente equipada y sofá cama, ofreciendo versatilidad para quienes buscan una solución bien adaptada a las necesidades modernas. El confort se refuerza con aire acondicionado y calefacción de gas particular para una experiencia agradable todo el año. Ubicada en un entorno que combina elegancia con una vibrante oferta de servicios, gastronomía y proximidad a áreas emblemáticas de la ciudad, esta vivienda está perfectamente amueblada y diseñada para quienes buscan un refugio contemporáneo en el corazón del distinguido barrio de Salamanca.",False,good,False,True,14385.0,True,False,False,False,[],False,False,1309000.0,€,,,,flat,"Goya, Madrid",Piso en calle del General Díaz Porlier,,,,,
105903514,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/9c/bb/1266503826.webp,OK LISBOA SV,13,5,102800.0,flat,sale,80.0,True,3,1,"avenida de Lisboa, 13",Madrid,Coslada,Ciudad 70,es,,40.416502,-3.5435122,True,https://www.idealista.com/inmueble/105903514/,"*OKUPADA OKUPADA*, SE VENDE LA PROPIEDAD Y EL COMPRADOR SE ENCARGA DE RECUPERAR LAS LLAVES, PACÍFICAMENTE O POR EL JUZGADO. El inmueble se encuentra ocupado ilegalmente por terceros y sin los suministros debidamente contratados. El Inmueble se transmitirá: (i) como cuerpo cierto y a tanto alzado (ii) como un todo, inseparable (iii) en el estado registral y catastral en el que se encuentre (iv) en el estado físico, calidades, jurídico, urbanístico, administrativo, de licencias, de protección, de conservación y limpieza en el que se encuentre (v) al corriente de gastos e impuestos que por Ley corresponda al Vendedor y (vi) sin dotación de servicios y suministros. El Adquirente asumirá (i) la situación física y estado de conservación (ii) la situación urbanística (iii) las discrepancias entre la realidad física y la realidad registral y catastral o en la cabida del Inmueble (iv) la adecuación registral y catastral del Inmueble y (v) los tramites que conlleven la obtención de la Posesión Judicial del Inmueble.",False,renew,False,False,1285.0,True,False,False,False,[],False,False,102800.0,€,,,,flat,"Ciudad 70, Coslada","Piso en avenida de Lisboa, 13",,,,,
106230803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/03/de/1358953002.webp,PEÑAGRANDE,52,7,515000.0,flat,sale,102.0,True,3,2,calle de Ramón Gómez de la Serna,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4823102,-3.7278571,False,https://www.idealista.com/inmueble/106230803/,"QUEREMOS TU CASA, tiene el placer de presentar en exclusiva una auténtica oportunidad.  Una magnifica vivienda situada en una de las zonas con mayor proyección y de mayor nivel de Madrid.    La zona cuenta con excelentes comunicaciones tanto por líneas de la EMT así como METRO de Madrid (línea 9/Mirasierra, Línea 7/Lacoma) A3 en tres minutos en coche del Centro Comercial de la Vaguada por el túnel de Ventisquero de la Condesa. La vivienda de grandísimas dimensiones destaca por su amplia terraza exterior comunicada con dormitorio principal y salón con vistas a un gran parque arbolado con orientación sureste inmejorable para disfrutar de una luz excelente durante todo el día, naturaleza y zonas verdes donde recrear la mirada.  La vivienda tiene un amplio recibidor que distribuye a una cocina muy luminosa con doble acceso pues desde la propia cocina se puede acceder a la zona de descanso y al salón a través de una segunda puerta, le acompaña una terraza anexa que comunica con el patio de luces de la comunidad. El salón confluye tras el recibidor, se encuentra una amplía zona de estar donde conviven el living con el comedor, todo ello frente a la magnifica terraza de amplias dimensiones y su gran acceso donde poder construir una zona de descanso, de trabajo o cualquier deseo del propietrario. Los suelos son de parque de madera, solo acuchillados una vez y con posibilidad de tenerlos de nuevo como un espejo. A través del pasillo distribuidor llegamos a sus tres habitaciones y dos baños. Habitación principal con acceso directo a la terraza, con muchisíma luz y posibilidad de modificar y tener baño en suite. El baño secundario, cuenta también con plato de ducha y aún siendo de menor tamaño que el principal es un auténtico desahogo. La urbanización cuenta con zona privada de soportales donde también permiten estacionar bicicletas o simplemente disfrutar de una zona para descansar. Su gran parque justo enfrente y espacios amplisimos alrededor gozan de una vegetación espectacular y hacen una delicia del entorno donde se respira tranquilidad y paz.  Frente a la urbanización contamos con una amplísima zona de estacionamiento de vehículos, donde el aparcamiento no es una complicación. La vivienda cuenta con un trastero incluido en el precio. *EL PRECIO NO INCLUYE HONORARIOS DEL COMPRADOR POR LA PARTE DE INTERMEDIACION INMOBILIARIA, IMPUESTO DE TRANSMISIONES PATRIMONIALES (ITP), GASTOS NOTARIALES Y/O REGISTRALES, (SEGÚN EL CASO)* Es sin duda una oportunidad única que no puede dejar pasar. ESTAREMOS ENCANTADOS DE ATENDERLES.",False,good,False,True,5049.0,False,False,False,False,[],False,False,515000.0,€,560000.0,45000.0,8.0,flat,"Peñagrande, Madrid",Piso en calle de Ramón Gómez de la Serna,,,,,
108767836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/77/44/1354674560.webp,EX04192,28,2,199000.0,flat,sale,71.0,True,2,1,Centro,Madrid,Arganda,Centro,es,,40.302084,-3.4385416,False,https://www.idealista.com/inmueble/108767836/,"Exclusivas Alcalá, vende magnifico piso completamente reformado ubicado en pleno corazón de Arganda, con todos los servicios al alcance: comercios, transportes, colegios y zonas de ocio. La vivienda cuenta con dos amplias habitaciones con acabados modernos y una excelente iluminación natural un confortable salón con amplios ventanales que permiten entrada de luz durante todo el día, creando un ambiente cálido y acogedor, cocina totalmente independiente que ha sido completamente renovada. No pierdas la posibilidad de vivir en una de las zonas mas demandadas de Arganda, con la tranquilidad de un barrio consolidado y el confort de un hogar completamente nuevo. Sí estas interesado en conocer mas detalles de esta vivienda o concertar una visita, no dudes en contactar. Estaremos encantados de enseñarle el inmueble y/o resolver cualquier duda. Exclusivas Alcalá, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso. Disponemos de departamento jurídico y financiero. Somos api (agentes de la propiedad inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual.",False,good,False,False,2803.0,True,False,True,False,[],False,False,199000.0,€,,,,flat,"Centro, Arganda",Piso,,,,,
107800261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/c4/a7/1325128581.webp,AS-20942,44,2,314900.0,flat,sale,96.0,True,4,1,calle de los Yébenes,Madrid,Madrid,Latina,es,Aluche,40.3911357,-3.7528607,False,https://www.idealista.com/inmueble/107800261/,"**Piso en Venta en Urbanización Cerrada - Ideal para Familias** Descubre este encantador piso de 96 m² situado en una tranquila urbanización cerrada, perfecto para quienes buscan un hogar acogedor y seguro. Con 4 amplios y luminosos dormitorios, este espacio es ideal para familias que desean disfrutar de la comodidad y la funcionalidad. La cocina independiente ofrece un lugar perfecto para preparar deliciosas comidas, mientras que el amplio salón comedor se convierte en el corazón del hogar, ideal para reuniones familiares y momentos de relax. Este piso cuenta con un baño completo y armarios empotrados que optimizan el espacio. Además, podrás disfrutar de una acogedora terraza y un balcón donde relajarte al aire libre. La calefacción eléctrica garantiza un ambiente cálido durante los meses más fríos, y la vivienda es apta para personas con movilidad reducida, lo que la convierte en una opción inclusiva. La urbanización ofrece zonas verdes amplias, un parque infantil y una pista multijuegos, perfectos para que los más pequeños se diviertan mientras los adultos disfrutan de la tranquilidad del entorno. Con un trastero incluido, tendrás espacio adicional para almacenar lo que necesites. La ubicación es inmejorable: a pocos minutos del centro, comercios y servicios esenciales. No dejes pasar la oportunidad de vivir en este maravilloso piso que combina comodidad, seguridad y un entorno residencial ideal para toda la familia. ¡Contáctanos para más información y ven a visitarlo!",True,good,False,True,3280.0,True,False,False,False,[],False,False,314900.0,€,,,,flat,"Aluche, Madrid",Piso en calle de los Yébenes,,,,,
106499767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/5c/a9/1284681926.webp,POZ54809,37,,1750000.0,chalet,sale,1278.0,,13,14,Raya del Palancar - Guadamonte,Madrid,Villanueva de la Cañada,Raya del Palancar - Guadamonte,es,,40.4177965,-3.9662526,False,https://www.idealista.com/inmueble/106499767/,"Lucas Fox se enorgullece en presentar esta preciosa casa con una exclusiva parcela privada en Guadamonte, en Villanueva de la Cañada. Guadamonte destaca por su estratégica ubicación entre Boadilla y Villanueva de la Cañada. Brinda una impecable seguridad 24/7 con controles de acceso, barreras y guardas de seguridad.  Esta espectacular vivienda se distribuye en varias plantas, con espacios amplios, funcionales y con abundante luz natural.  Al acceder por la entrada principal, un acogedor vestíbulo de gran amplitud nos da la bienvenida y nos da paso a los distintos espacios de la planta. En primer lugar, se dispone el gran salón, con chimenea y ventanales que aportan gran luminosidad. A continuación, se dispone un comedor formal, perfecto para ocasiones especiales. Este comedor nos conduce directamente a la espaciosa cocina con office. Más adelante, se ofrecen dos despachos para trabajar desde casa. En esta planta encontramos dos aseos de cortesía y un amplio garaje con foso para trabajos de mecánica, con capacidad para seis coches y doble salida a la parcela.  En la primera planta, se dispone una biblioteca de estilo clásico, así como un despacho adicional y una sala de informática. Esta planta alberga también seis cómodos dormitorios, acompañados de siete baños en total.  La segunda planta es ideal para alojar huéspedes o para otros usos. Aquí se encuentran ocho dormitorios adicionales, todos amplios y luminosos, junto con dos baños completos. Además, un impresionante torreón corona la planta, con vistas panorámicas inigualables.  En la planta semisótano, se ofrece una gran sala multidisciplinar con salida al jardín y a la piscina, que puede configurarse como sala de ocio, deporte o eventos sociales, según se necesite. También encontramos almacenes de generoso tamaño.  Esta vivienda con diseño exclusivo se ubica en Guadamonte y es ideal para quienes busquen una vivienda amplia en un entorno privilegiado.  Póngase en contacto con Lucas Fox hoy mismo por teléfono o correo electrónico para organizar una visita. Trabajamos los siete días a la semana para adaptarnos a las necesidades de nuestros clientes. También puede visitarnos en nuestro acogedor Lounge de Lucas Fox en la avenida de Europa 38 de Pozuelo de Alarcón. Así podremos analizar sus necesidades con más detalle y ayudarle a encontrar la casa o la inversión perfecta.",False,good,False,,1369.0,False,False,False,False,[],False,False,1750000.0,€,,,,chalet,"Raya del Palancar - Guadamonte, Villanueva de la Cañada",Chalet,True,True,,,
108112984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/2b/21/1334223262.webp,,38,1,580000.0,flat,sale,200.0,True,4,2,calle Alcalá,Madrid,Madrid,San Blas,es,Rejas,40.4499967,-3.5993238,False,https://www.idealista.com/inmueble/108112984/,"Tecnocasa Agencia inmobiliaria de MADRID - zona CIUDAD PEGASO - ALAMEDA DE OSUNA - REJAS - Oficina Tecnocasa de MADRID Vende piso de lujo situado en Calle Alcalá; (URBANIZACIÓN LAS NOGUERAS) 1ª PLANTA CON ASCENSOR. 200 m2 construidos, 162 m2 utiles. 4 dormitorios, gran salón, cocina con office, 2 baños completos, dos terrazas enormes y plaza de garaje muy amplia directa desde ascensor. Es completamente exterior, dispone de mucha luz y está en una ubicación privilegiada por su tranquilidad. Se encuentra en una finca cerrada que dispone de conserje, bosque privado, parque infantil, sala polivalente, piscina y gimnasio. La vivienda es luminosa, tiene vista despejada hacia jardín privado y calle secundaria. La finca dispone también de numerosos jardines ornamentales. La zona es muy tranquila dispone de numerosas zonas para pasear y hacer deporte al aire libre. A 5 minutos del Metro de El Capricho (Línea 5). Todos los servicios muy cerca como colegios, comercios de proximidad, mercado de Alameda de Osuna, supermercados grandes, centro de salud, etc. Cerca del C. C. PLENILUNIO. Muy buena conexión con Aeropuerto y Avenida de América, así como carreteras m40, A2, m12, m30, etc. Visítelo sin ningún compromiso. HIPOTECA 100%. *Consulte las condiciones de venta o de arrendamiento específicas para cada inmueble. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción.",True,renew,False,True,2900.0,True,False,False,False,[],False,False,580000.0,€,,,,flat,"Rejas, Madrid",Piso en calle Alcalá,True,True,,,
106838414,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/d2/73/1295476507.webp,,21,6,1490000.0,flat,sale,158.0,True,3,3,"calle Islas Filipinas, 16",Madrid,Madrid,Chamberí,es,Vallehermoso,40.4397454,-3.7105569,True,https://www.idealista.com/inmueble/106838414/,"Excepcional vivienda a estrenar en Chamberí - Islas Filipinas Ubicada en un sexto piso con vistas espectaculares, esta vivienda ha sido reformada íntegramente con materiales de alta calidad y acabados de lujo. El inmueble cuenta con aerotermia, suelo radiante-refrescante, aire acondicionado por conductos y un sistema de domótica que incluye apertura mediante huella dactilar. Distribución: Superficie: 158 m² Salón: Amplísimo salón muy luminoso con terraza y cocina semiabierta. Dormitorios: Dos dormitorios dobles con baño en suite y un tercer dormitorio con baño. Lavandería: Zona de lavandería independiente. Cada detalle de la reforma ha sido cuidadosamente considerado para crear ambientes únicos. La vivienda dispone de numerosos armarios empotrados tanto en los dormitorios como en las zonas de acceso. Las vistas desde el sexto piso son especialmente atractivas, especialmente por la noche. Edificio construido en los años 50 y muy bien conservado, cuenta con conserje, está adaptado y sin barreras arquitectónicas. Dispone de dos ascensores, trastero incluido y existe la posibilidad de adquirir una plaza de garaje en edificios aledaños.  No pierdas la oportunidad de adquirir esta excepcional vivienda en una de las mejores zonas de Madrid. Para más información y concertar una visita, por favor contacta con nosotros.",False,good,False,True,9430.0,True,False,False,False,[],False,False,1490000.0,€,,,,flat,"Vallehermoso, Madrid","Piso en calle Islas Filipinas, 16",,,,,
108884841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/f2/7e/1357908661.webp,,9,9,2590000.0,flat,sale,268.0,False,4,4,"calle de José Abascal, 46",Madrid,Madrid,Chamberí,es,Almagro,40.4378344,-3.6938586,True,https://www.idealista.com/inmueble/108884841/,"** VIVIENDA A ESTRENAR. ALTAS CALIDADES. ** Particular vende amplia novena planta interior de 268m2 a estrenar, con unas impresionantes vistas despejadas al sur de la capital española, haciendo de este hogar un oasis de paz, luz y tranquilidad en una de las ubicaciones más demandadas de Madrid. Nada más acceder a la vivienda, nos recibe un clásico hall que distribuye la zona de día en dos generosos ambientes: salón y comedor. Calidad de materiales, piedra natural, confort, espacio y diseño en los acabados, pueden ser algunos de los adjetivos que se nos vengan a la cabeza. Además, desde esta parte de la casa podemos disfrutar de la agradable terraza y de sus grandes ventanales, que, sumado a los innumerables detalles de la cuidadosa reforma, hacen de esta vivienda un producto único en la zona. Continuamos y damos paso a la cocina, que destaca por su amplitud, luz y acabados. Cada uno de los minuciosos detalles de la reforma se entremezclan con la practicidad, en una de las zonas mas recurridas del hogar. En añadido, desde esta zona damos paso al cómodo aseo de cortesía y al área de servicio: con entrada independiente a su dormitorio, baño propio y zona de lavandería. Seguimos avanzando, y accedemos a la zona de noche dando paso a los dos primeros dormitorios: dobles, silenciosos, y con capacidad de almacenaje por sus armarios vestidos. Además, ambas estancias disponen de un baño completo e impoluto que da servicio a las mismas. Radiadores en cada una de las estancias y aire acondicionado por conductos mantienen la sensación de frescura y calidez en toda la casa y durante las cuatro estaciones del año.  Como colofón damos paso al cuarto de los dormitorios: la gran habitación principal y sus relajantes vistas al sur. Equipada por un maravilloso vestidor, y un impecable baño en suite con acabados de calidad, como joya de la corona. Finalmente, como anexo, la vivienda incorpora incluida en el precio, una gran plaza de garaje de acceso directo, así como de un trastero. Merece mención especial la ubicación dentro de Almagro: esta vivienda está situada a escasos del Paseo de la Castellana, a un sinfín de ofertas de restauración en calles como Miguel Ángel, a comercios, colegios y servicios, haciendo de este lugar uno de los puntos más demandados y con mayor reconocimiento de la capital española.  Sin duda una propiedad totalmente única y de calidad, que nos ofrece sensación de luz espacio, siendo un oasis en una de las ubicaciones más demandadas de Madrid. Venta particular.  No agencias, gracias. ** LAS IMÁGENES DEL ANUNCIO SON REDERS DE REFERENCIA. Cualquier comentario sobre la vivienda, no dude en contactar **.",False,good,False,True,9664.0,True,False,False,False,[],False,False,2590000.0,€,,,,flat,"Almagro, Madrid","Piso en calle de José Abascal, 46",True,True,,,
108049174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/97/00/ba/1332298534.webp,ONM2504004,19,,490000.0,chalet,sale,246.0,,3,3,El Soto - Coveta,Madrid,Móstoles,El Soto - Coveta,es,,40.3263001,-3.879525,False,https://www.idealista.com/obra-nueva/108049174/,"Descrubre un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas. Compuesto por 27 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2. El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora! ¿Te imaginas vivir aquí?",False,newdevelopment,True,,1992.0,False,False,False,False,[],False,False,490000.0,€,,,,chalet,"El Soto - Coveta, Móstoles",Chalet adosado,True,True,,False,terracedHouse
107865836,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/c4/aa/1346241548.webp,CAST211,93,3,1195000.0,flat,sale,180.0,True,4,5,paseo de la Castellana,Madrid,Madrid,Tetuán,es,Ventilla-Almenara,40.4710033,-3.6880243,False,https://www.idealista.com/inmueble/107865836/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este impresionante piso exterior de 180 m² construidos, ubicado en la tercera planta, ofrece una distribución impecable y una luminosidad excepcional gracias a su orientación principal al sur. Con una renovación integral de alta calidad, cada rincón de este espacio ha sido diseñado para proporcionar confort y estilo. El amplio salón comedor de 38 m² es perfecto para disfrutar de momentos en familia o con amigos. La cocina independiente, totalmente equipada con electrodomésticos de primera calidad, se complementa con una práctica zona de lavado. Además, cuenta con cuatro dormitorios, cada uno con baño en suite, lo que garantiza privacidad y comodidad para todos los miembros de la familia. Un aseo de cortesía añade un toque extra de funcionalidad a este hogar. Este piso no solo destaca por su interior, sino también por su entorno. Situado en pleno Paseo de la Castellana, disfrutarás de la tranquilidad que ofrece la zona, a pocos metros del futuro parque Castellana y cerca de las emblemáticas cinco torres. Las excelentes comunicaciones te permitirán moverte con facilidad por la ciudad. Incluye plaza de garaje y trastero, además de contar con aire acondicionado en toda la vivienda y numerosos armarios empotrados para maximizar el espacio. También podrás disfrutar de un jardín y zona infantil, ideales para los más pequeños. La entrega está prevista para julio de 2025. Imágenes ilustrativas y no vinculantes debido a la reforma en curso.",True,good,False,True,6639.0,True,False,False,False,[],False,False,1195000.0,€,,,,flat,"Ventilla-Almenara, Madrid",Piso en paseo de la Castellana,True,True,,,
