propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.parkingSpacePrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108789533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/87/1e/1355176841.webp,2754,30,,2100000.0,chalet,sale,395.0,,6,5,Barrio Ciudad Universitaria,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.465025,-3.747762,False,https://www.idealista.com/inmueble/108789533/,"Laura Pérez - Hernández de GV | PUERTA DE HIERRO comercializa el siguiente inmueble: ¡Descubre este magnífico adosado de nueva construcción en Puerta de Hierro! Con una superficie construida de 395 m², esta propiedad se distribuye en 4 plantas sobre una parcela de 270 m², ofreciendo un espacio ideal para disfrutar en familia.  La excelente distribución y la abundante luz natural crean un ambiente acogedor y moderno. El amplio salón-comedor es perfecto para reuniones, mientras que la cocina, equipada con preinstalación para una isla central, invita a experimentar momentos culinarios inolvidables. Este espectacular chalet cuenta con 6 habitaciones y 5 baños, asegurando comodidad y privacidad para todos. Además, dispone de un aseo de cortesía y armarios empotrados que optimizan el espacio. La terraza es un lugar ideal para relajarse, y la piscina con depuradora garantiza diversión durante los días soleados. Con un garaje para 3 vehículos, no tendrás que preocuparte por el aparcamiento. La propiedad está equipada con aerotermia, aire acondicionado y paneles solares, lo que la convierte en una opción eficiente y sostenible. El jardín y la barbacoa ofrecen un espacio perfecto para disfrutar de reuniones al aire libre. La ubicación es inmejorable, con conexiones de transporte público cercanas y fácil acceso al centro de la ciudad y áreas metropolitanas. Además, tendrás a tu disposición supermercados, restaurantes y colegios, así como multitud de espacios verdes y parques en la zona. Ideal para familias o como inversión, este adosado es una oportunidad única que no querrás dejar pasar. Todo es nuevo al ser de nueva construcción, lo que significa que podrás disfrutar de un hogar moderno y eficiente desde el primer día. ¡Ven a visitarlo y déjate enamorar! Planta principal:  Hall de entrada, amplio salón luminoso con dos ventanales con salida directa a la terraza, jardín y piscina, cocina y aseo de cortesía. La cocina tiene la preinstalación para poner isla central. Estos espacios son perfectos para que una familia disfrute. Planta primera:  Tres habitaciones, dos de ellas dobles, cuarto de baño en suite con plato de ducha, una de ellas con un vestidor independiente y una espectacular terraza, a la que se le puede instalar una pérgola o incluso cerrar. La tercera habitación se puede utilizar de dormitorio o de cuarto de juegos Planta segunda:  Dos habitaciones, una de ellas, la habitación principal con cuarto de baño en suite y en abierto y con plato de ducha y bañera. La habitación principal cuenta con un vestidor independiente amplio, espectacular terraza solárium, donde se puede disfrutar del sol. La segunda habitación se puede utilizar de despacho o de habitación adicional Planta inferior:  Una habitación con su cuarto de baño en suite y ducha y zona de plancha, y el acceso directo a un garaje privado con puertas motorizadas y con capacidad para 3 vehículos, motos y amplio almacenaje. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para mas información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,,,5316.0,False,False,False,False,[],False,False,2100000.0,€,True,True,chalet,"Ciudad Universitaria, Madrid",Chalet adosado,,terracedHouse,,,
108462267,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/fa/f4/1206403080.webp,BLOQUE 3 PORTAL 6 2º E ,12,2,463000.0,duplex,sale,154.0,True,4,3,calle Ajalvir s/n,Madrid,Cobeña,,es,,40.5647184,-3.5026015,True,https://www.idealista.com/obra-nueva/108462267/,"¡OBRAS INICIADAS! Conjunto residencial de tres alturas, en urbanización cerrada con 136 viviendas de 2, 3 y 4 dormitorios, todas ellas con amplias terrazas exteriores. Bajos con jardín y áticos dúplex con terrazas y vistas a la sierra de Madrid. En esta promoción destacan las magníficas zonas comunes, con piscinas comunitarias, local comunitario con gastroteca, gimnasio equipado y zona infantil exterior, grandes espacios ajardinados entre los que destaca un Pinar protegido, así como un huerto urbano para disfrutar con los más pequeños. Además, las viviendas contarán con garaje y trastero. La zona norte de Madrid Cobeña es un municipio que conjuga todas las comodidades, rodeado de naturaleza y tranquilidad, que además dispone de unas excelentes comunicaciones. En un lugar tranquilo y distinguido de la zona norte de Madrid, rodeado de espacios verdes y con todos los servicios. AEDAS Homes te ofrece viviendas de obra nueva en Cobeña que se adaptan a tus necesidades y gustos. Podrás elegir opciones de 2, 3 y 4 dormitorios con terraza, garaje y trastero, todas con unas calidades excepcionales. Además, tendrás la posibilidad de disfrutar de unas zonas comunes con piscinas, parque infantil, huerto urbano, taquillas Citybox, gimnasio y gastroteca/coworking, ideales para relajarte y compartir buenos momentos con tu familia y amigos.   Estas viviendas de obra nueva en Cobeña son muy eficientes gracias a su doble etiqueta A y a sus sistemas de aislamiento, climatización, energía y drenaje. Varias líneas de autobuses – 1 63 y la N103 - conectan con el de Intercambiador de Plaza de Castilla y Barajas, así como con los municipios cercanos de Paracuellos, Daganzo o Algete. Por carretera, la M-100 te conectará rápidamente con la A1 y la M-108 con la A2. La M-103 y M-111 tienen conexión inmediata con la M-50 y la R-2, permitiendo incorporarte a ambas en menos de 5 minutos. El centro comercial Plaza Norte y el Hospital Infanta Sofía, quedarán a un instante de tu casa.",False,newdevelopment,True,True,False,3006.0,True,False,False,False,[],False,False,463000.0,€,True,True,flat,Cobeña,Dúplex en calle Ajalvir s/n,,duplex,,,
108243000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/2b/8e/1338381414.webp,IG210030,25,,1250000.0,chalet,sale,479.0,,6,6,paseo del Embajador,Madrid,Ciudalcampo,,es,,40.6142036,-3.6128083,False,https://www.idealista.com/inmueble/108243000/,"Gilmar zona Norte presenta esta lujosa vivienda en la urbanización de Ciudalcampo, con un elegante diseño. Hay que destacar las magníficas vistas tanto desde la vivienda como del cuidado jardín privado con piscina, gran pradera y cenador, sin olvidarnos de la inmejorable orientación Sur. La vivienda cuenta con una cómoda distribución por plantas, en planta principal se accede desde el hall de entrada, amplio salón comedor con chimenea, cocina office de gran tamaño y salida directa al jardín, comedor independiente también con salida directa al jardín, aseo de cortesía, despacho, y un dormitorio en suite con baño.  La planta superior dispone de un total de cinco amplios dormitorios y tres cuartos de baño, de los cuales el dormitorio principal en suite con baño completo y zona de estar. La planta baja cuenta con otro gran salón con barra bar, ideal como sala de relax/juegos, y con entrada independiente acristalada desde la zona de parking, cuarto de lavado y plancha y bodega. Es sin duda una oportunidad única de vivir en una de las áreas residenciales de mayor lujo en Madrid. La urbanización de Ciudalcampo está considerada como una de las mejores zonas residenciales de Madrid, situada junto al Parque Regional de la Cuenca Alta del Manzanares, en los municipios de San Sebastián de los Reyes y Colmenar Viejo, en un entorno privilegiado, con impresionantes vistas a la sierra norte de Madrid. Dispone de excepcionales dotaciones y servicios dentro de la propia urbanización: Colegio internacional, Club deportivo RACE (Golf, Pádel, Tenis, Piscina, Gimnasio, Hípica, Fútbol), Servicio regular de autobuses a Madrid e interno dentro de la propia urbanización, Oficina de correos y Centro Comercial Santo Domingo. Sin olvidarnos de los 6,5 Km de circuito físico para la práctica de deporte al aire libre y 41km de viales con tráfico limitado a la propia urbanización, ideales para los amantes de paseos en plena naturaleza. Cuenta, además, con un sistema de cámaras y vallado perimetral con servicio de seguridad 24 horas, patrullas de vigilancia y control de barrera a la entrada. Además, la comunicación es inmejorable, en las proximidades de esta lujosa urbanización situada en la autovía A-1, en el kilómetro 28 sentido Burgos, se encuentra el Aeropuerto de Madrid (Adolfo Suarez) y a tan sólo 15 minutos del centro. Cuenta con los mejores y más amplios servicios con un Centro Comercial que cuenta con consultorio médico (Público y privado), oficina de Correos, bancos, farmacia, diversa restauración, veterinario, gimnasio, etc… además de Club Social con campo de entrenamiento de golf, piscina, escuela de tenis, zona de ocio para niños y adultos, etc...  Dispone también de colegios públicos (CEIPS) y privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia, y a escasos minutos del Hospital Público Infanta Sofía. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles, con equipos especializados en cada zona para proporcionarles la mejor opción a su necesidad, con todas las excelencias y cuidando al máximo los detalles.",True,good,False,,,2610.0,False,False,False,False,[],False,False,1250000.0,€,True,True,chalet,Ciudalcampo,Casa independiente en paseo del Embajador,,independantHouse,,,
108919049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6a/fc/73/1358921227.webp,,11,5,338000.0,duplex,sale,95.0,True,2,2,Barrio Parque oeste - Fuente Cisneros,Madrid,Alcorcón,Parque oeste - Fuente Cisneros,es,Parque oeste - Fuente Cisneros,40.3387764,-3.854739,False,https://www.idealista.com/inmueble/108919049/,"Precioso! DUPLEX de Urbanización en FUENTE CISNEROS - Parque Oeste Con Terraza y Muy LUMINOSO! DUPLEX en Urbanización Privada con Piscina, Garaje, Trastero, Zona para Niños y Servicio de Portería/Vigilancia 24 hs 5º Planta Exterior Ascensor El Piso tiene dos Plantas: Cocina independiente que está Amueblada y Equipada Completamente con TENDEDERO Salón con Acristalamiento de ventanas con climalit al igual que todo el piso Luego en la Planta Superior encontramos la Zona de Descanso Con dos cómodos Dormitorios y dos Baños Armarios Empotrados El Dormitorio Principal presenta Terraza y Baño en Suite Puerta de Entrada es de Seguridad Blindada La Urbanización se encuentra bien cercana al Transporte Público a Escasos 3 minutos en coche de la Parada del AUTOBÚS, METRO (L/12 Parque Oeste) y La RENFE de Retamas También el Acceso a la A-5 es Directo Está Rodeado de Zonas Verdes y Colegios de Excelente Calidad etc. MEJOR Ven a CONOCERLO!",False,good,False,True,,3558.0,False,False,False,False,[],False,False,338000.0,€,True,True,flat,"Parque oeste - Fuente Cisneros, Alcorcón",Dúplex,,duplex,,,
108598939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/c1/7b/1349582574.webp,8,22,,496500.0,chalet,sale,259.0,,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,,es,,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598939/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,,False,1917.0,True,False,False,False,[],False,False,496500.0,€,True,True,chalet,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,semidetachedHouse,,,
108598927,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/3d/ca/1349582569.webp,7,22,,496500.0,chalet,sale,259.0,,5,5,"calle Perez Galdos, 8",Madrid,Quijorna,,es,,40.4304343,-4.0548346,True,https://www.idealista.com/obra-nueva/108598927/,"Inmobiliaria Adaix vende en exclusiva, promoción de 12 chalets pareados en Quijorna, Madrid. Esta exclusiva promoción está ubicada en la Calle Pérez Galdós, nº 8, en una zona tranquila y bien comunicada, ideal para quienes buscan un entorno residencial de calidad. Los chalets son pareados de tres plantas, con una distribución que incluye una habitación en planta baja, ofreciendo máxima comodidad y accesibilidad. Cada unidad cuenta con una superficie construida desde 258 m² y se encuentran en parcelas de entre 410 m² y 455 m² (incluidas zonas comunes ), lo que brinda amplios espacios exteriores para disfrutar en familia. - la planta principal dispone de, amplio salón comedor, aseo, cocina y amplia habitación en suite, con baño completo. - La planta alta encontramos, habitación principal en suite, con amplio vestidor y baño completo, dos habitaciones con armarios empotrados y baño completo. - la planta sótano incluye, amplio garaje para dos coches, cuarto de lavado e instalaciones, sala multiusos y baño completo Dentro de la urbanización, podrá disfrutar de una piscina comunitaria, diseñada para su relajación y esparcimiento. Precios desde 495.000 € (más el impuesto vigente del 10% de IVA). Sistema de Aerotermia con suelo radiante, asegurando una climatización eficiente y sostenible. Carpintería interior en blanco, que aporta luminosidad y modernidad a los espacios. Suelos porcelánicos de primera calidad, ideales tanto por su estética como por su durabilidad. Carpintería exterior en PVC con acristalamiento doble y cámara aislante, garantizando un excelente aislamiento térmico y acústico. La obra se encuentra actualmente al 40% de avance, con las parcelas totalmente libres de cargas. Obras ya comenzadas.",False,newdevelopment,True,,False,1917.0,True,False,False,False,[],False,False,496500.0,€,True,True,chalet,Quijorna,"Chalet pareado en calle Perez Galdos, 8",,semidetachedHouse,,,
108144345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/1f/9e/1206403081.webp,BLOQUE 5 PORTAL 9 2ºD ,12,2,449000.0,duplex,sale,136.0,True,3,3,calle Ajalvir s/n,Madrid,Cobeña,,es,,40.56294,-3.5021,True,https://www.idealista.com/obra-nueva/108144345/,"¡OBRAS INICIADAS! Conjunto residencial de tres alturas, en urbanización cerrada con 136 viviendas de 2, 3 y 4 dormitorios, todas ellas con amplias terrazas exteriores. Bajos con jardín y áticos dúplex con terrazas y vistas a la sierra de Madrid. En esta promoción destacan las magníficas zonas comunes, con piscinas comunitarias, local comunitario con gastroteca, gimnasio equipado y zona infantil exterior, grandes espacios ajardinados entre los que destaca un Pinar protegido, así como un huerto urbano para disfrutar con los más pequeños. Además, las viviendas contarán con garaje y trastero. La zona norte de Madrid Cobeña es un municipio que conjuga todas las comodidades, rodeado de naturaleza y tranquilidad, que además dispone de unas excelentes comunicaciones. En un lugar tranquilo y distinguido de la zona norte de Madrid, rodeado de espacios verdes y con todos los servicios. AEDAS Homes te ofrece viviendas de obra nueva en Cobeña que se adaptan a tus necesidades y gustos. Podrás elegir opciones de 2, 3 y 4 dormitorios con terraza, garaje y trastero, todas con unas calidades excepcionales. Además, tendrás la posibilidad de disfrutar de unas zonas comunes con piscinas, parque infantil, huerto urbano, taquillas Citybox, gimnasio y gastroteca/coworking, ideales para relajarte y compartir buenos momentos con tu familia y amigos.   Estas viviendas de obra nueva en Cobeña son muy eficientes gracias a su doble etiqueta A y a sus sistemas de aislamiento, climatización, energía y drenaje. Varias líneas de autobuses – 1 63 y la N103 - conectan con el de Intercambiador de Plaza de Castilla y Barajas, así como con los municipios cercanos de Paracuellos, Daganzo o Algete. Por carretera, la M-100 te conectará rápidamente con la A1 y la M-108 con la A2. La M-103 y M-111 tienen conexión inmediata con la M-50 y la R-2, permitiendo incorporarte a ambas en menos de 5 minutos. El centro comercial Plaza Norte y el Hospital Infanta Sofía, quedarán a un instante de tu casa.",False,newdevelopment,True,True,False,3301.0,True,False,False,False,[],False,False,449000.0,€,True,True,flat,Cobeña,Dúplex en calle Ajalvir s/n,,duplex,,,
108462257,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/1a/a2/1206403093.webp,BLOQUE 2 PORTAL 3 Bº C ,12,bj,432000.0,flat,sale,105.0,True,3,2,calle Ajalvir s/n,Madrid,Cobeña,,es,,40.5647184,-3.5026015,True,https://www.idealista.com/obra-nueva/108462257/,"¡OBRAS INICIADAS! Conjunto residencial de tres alturas, en urbanización cerrada con 136 viviendas de 2, 3 y 4 dormitorios, todas ellas con amplias terrazas exteriores. Bajos con jardín y áticos dúplex con terrazas y vistas a la sierra de Madrid. En esta promoción destacan las magníficas zonas comunes, con piscinas comunitarias, local comunitario con gastroteca, gimnasio equipado y zona infantil exterior, grandes espacios ajardinados entre los que destaca un Pinar protegido, así como un huerto urbano para disfrutar con los más pequeños. Además, las viviendas contarán con garaje y trastero. La zona norte de Madrid Cobeña es un municipio que conjuga todas las comodidades, rodeado de naturaleza y tranquilidad, que además dispone de unas excelentes comunicaciones. En un lugar tranquilo y distinguido de la zona norte de Madrid, rodeado de espacios verdes y con todos los servicios. AEDAS Homes te ofrece viviendas de obra nueva en Cobeña que se adaptan a tus necesidades y gustos. Podrás elegir opciones de 2, 3 y 4 dormitorios con terraza, garaje y trastero, todas con unas calidades excepcionales. Además, tendrás la posibilidad de disfrutar de unas zonas comunes con piscinas, parque infantil, huerto urbano, taquillas Citybox, gimnasio y gastroteca/coworking, ideales para relajarte y compartir buenos momentos con tu familia y amigos.   Estas viviendas de obra nueva en Cobeña son muy eficientes gracias a su doble etiqueta A y a sus sistemas de aislamiento, climatización, energía y drenaje. Varias líneas de autobuses – 1 63 y la N103 - conectan con el de Intercambiador de Plaza de Castilla y Barajas, así como con los municipios cercanos de Paracuellos, Daganzo o Algete. Por carretera, la M-100 te conectará rápidamente con la A1 y la M-108 con la A2. La M-103 y M-111 tienen conexión inmediata con la M-50 y la R-2, permitiendo incorporarte a ambas en menos de 5 minutos. El centro comercial Plaza Norte y el Hospital Infanta Sofía, quedarán a un instante de tu casa.",False,,True,True,False,4114.0,True,False,False,False,[],False,False,432000.0,€,True,True,flat,Cobeña,Piso en calle Ajalvir s/n,,,,,
106792683,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/0a/2d/1294156968.webp,3º C,7,3,852000.0,flat,sale,97.0,True,2,2,"calle Hernández de Tejada, 10",Madrid,Madrid,Ciudad Lineal,es,San Pascual,40.447159,-3.6505592,True,https://www.idealista.com/obra-nueva/106792683/,"Bienvenidos a Hernández de Tejada 10, una exclusiva promoción residencial creada para quienes buscan algo más que una vivienda; un estilo de vida único. Situada en el corazón de Arturo Soria, al norte de Madrid, ofrece 12 viviendas únicas de 2 y 3 dormitorios que combinan diseño y funcionalidad. Cada espacio ha sido diseñado por y para las personas maximizando la comodidad y el bienestar. Cuenta con salones amplios conectados a cocinas de diseño, terrazas que abren el horizonte. de Arturo Soria, dormitorios impregnados de luz natural con dos baños – uno de ellos en suite – y, opciones de bajos con jardín privado o áticos con terraza. Todas las viviendas contaran además con plaza de garaje y trastero. Situado en el corazón de Arturo Soria, Hernández deTejada 10 ofrece una ubicación privilegiada que combina tranquilidad y accesibilidad en una de las zonas más codiciadas de Madrid. Un residencial que ofrece zonas comunes pensadas para el descanso y la privacidadad: una entrada que refleja la exclusividad del proyecto, áreas ajardinadas que invitan a desconectar del ritmo urbano y una terraza común con lámina de agua y solárium que genera una comunidad activa. Arturo Soria es sinónimo de calidad de vida; amplias zonas verdes, excelentes conesxiones de transporte y gran oferta de servicios y comodidades. Vivir aqui significa disfrutar de lo mejor de Madrid, en un entorno dinámico con tiendas y restaurantes de alto nivel, centros sanitarios de referencia y los mejores colegios públicos y privados que ofrecen una educación de calidad como el Liceo Francés, Montessori High Schollo, san José del Parque o el Colegio. Ramón y Cajal, garantizando una experiencia en todos los aspectos de la vida diaria.",False,,True,True,False,8784.0,True,False,False,False,[],False,False,852000.0,€,True,True,flat,"San Pascual, Madrid","Piso en calle Hernández de Tejada, 10",,,,,
107604313,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/42/d8/1317361057.webp,BAJO A,12,bj,198000.0,flat,sale,52.0,True,1,1,"Carmen Bordiú, 22",Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3423823,-3.7110611,True,https://www.idealista.com/obra-nueva/107604313/,"OBRAS INICIADAS. ENTREGA DE VIVIENDAS DICIEMBRE 2025 Boss Inmobiliaria ofrece la promoción Bordiu 22. Consta de 7 viviendas con tipologías de 1 y 2 dormitorios, áticos con amplias terrazas; todos con aparcamiento y preinstalación de recarga eléctrica de vehículos. Situado en el creciente Barrio de Villaverde, el proyecto Bordiu 22 se ubica en la calle de nombre homónimo, uno de los barrios más emblemáticos de Madrid. A escasos metros de estación de metro y cercanías de Villaverde alto y con unas excelentes comunicaciones por carretera cercana a la M-40, M-45, A-42, hacen que esta promoción un auténtico privilegio en cuanto a su situación. Excelentes calidades. Contribuyendo a un futuro más verde el edificio dispone un aislamiento, carpintería exterior y acristalamiento, que minimizaran el consumo energético de tu hogar. El proyecto incorpora en cada vivienda sistema de aerotermia individual para la producción de agua caliente sanitaria, griferías con control de caudal y apertura en frío, y cisternas de doble descarga; todo ello pensado para maximizar el ahorro de agua y energía. Además, la doble orientación de las viviendas y el uso de luminarias led en zonas comunes aseguran una eficiencia energética óptima y, sin lugar a dudas, un ambiente lleno de luz natural y confort. Bordiu 22 no es solo un lugar para vivir, para invertir en tu futuro y crear tu nuevo hogar, es una oportunidad única para ser parte de una comunidad vibrante y disfrutar de un estilo de vida moderno en el corazón de una de las ciudades más dinámicas de Europa.",False,newdevelopment,True,True,False,3808.0,True,False,False,False,[],False,False,198000.0,€,True,True,flat,"Villaverde Alto, Madrid","Piso en Carmen Bordiú, 22",,,,,
108112882,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/8b/d7/1337201524.webp,IL-05195,30,14,2400000.0,penthouse,sale,280.0,True,3,2,"calle del Alcalde Sainz de Baranda, 88",Madrid,Madrid,Retiro,es,Estrella,40.4178131,-3.6661532,True,https://www.idealista.com/inmueble/108112882/,"Exclusivo ático en el prestigioso barrio de Estrella, en el distrito de Retiro. Se trata de una magnífica propiedad especialmente luminosa en una 14ª planta, de 280 m construidos, totalmente exterior, con una impresionante terraza de 110 m, que rodea todo el perímetro de la vivienda y goza de vistas inigualables de todo Madrid. Esta espectacular vivienda tiene la peculiaridad de que todas las estancias tienen salida a la terraza, lo que las dota de luz natural todo el día. Se distribuye en un hall, un espectacular salón-comedor, gran cocina con zona de lavandería, tres amplios dormitorios dobles (el principal con vestidor) y dos baños completos uno de ellos en suite.  Construido con unas calidades excepcionales, todas de alta gama que contribuyen al confort y comodidad a la vez que lo dotan de elegancia y modernidad en todos sus aspectos. Entre ellos, podemos destacar el sistema de domótica, las persianas motorizadas, la calidad de la carpintería exterior del mejor cerramiento de aluminio, calefacción por suelo radiante, sistema de aerotermia, iluminación de zonas comunes por led. etc Se incluyen en el precio dos plazas de garaje amplias y un gran trastero sin trabas arquitectónicas. Este inmueble está ubicado en un edificio de diseño moderno que destaca por el alto nivel de su construcción pensado para que la luz natural entre en todas las estancias y resalte la calidad del mismo.  Cabe resaltar la seguridad del edificio con puerta acorazada en las viviendas y con una garita de vigilancia en el recinto. Un lujo poder disfrutar de todos los servicios de los que dispone: piscina, solarium, gimnasio, spa, zona infantil, zonas ajardinadas, sala comunitaria, gastroteca, zona para bicicletas entre otras. Ubicado en la mejor zona de Madrid, con todas las comunicaciones cerca: metro Sainz de Baranda (líneas 6 y 9), autobuses en la puerta y acceso a la M30 a un minuto. Está rodeado de comercios, hospitales, restaurantes, sitios de ocio, colegios y todo lo necesario para vivir cómodamente. Si quieres disfrutar de algo tan exclusivo y formar tu hogar en una de las mejores zonas de Madrid, ponte en contacto con nosotros y ampliaremos esta información. ¡ Estaremos encantados de atenderte! **La información que se detalla en este anuncio, se muestra a título informativo, no es contractual ni vinculante y puede contener errores*.",False,good,False,True,,8571.0,True,False,False,False,[],False,False,2400000.0,€,True,True,flat,"Estrella, Madrid","Ático en calle del Alcalde Sainz de Baranda, 88",,penthouse,,,
