propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108712203,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/7f/5a/1352884242.webp,,46,6,360000.0,flat,sale,106.0,True,4,2,Barrio Parque Lisboa - La Paz,Madrid,Alcorcón,Parque Lisboa - La Paz,es,Parque Lisboa - La Paz,40.3484511,-3.8182408,False,https://www.idealista.com/inmueble/108712203/,"ZANATTA Servicios Inmobiliarios VENDE EN EXCLUSIVA. IDEAL PARA INVERSIONISTA ALQUILADO ACTUALMENTE, SE PUEDE VISITAR Fantastico piso de 106m2, consta de cuatro dormitorios el principal con armarios empotrados forrados y vestidos, uno de los dormitorios con aire acondicionado, dos baños completos los dos con plato de ducha, amplio salon comedor con salida a terraza. Amplisima cocina con electrodomesticos. Calefacion central. Ubicacion a 100m de la estacion de metro parque Lisboa. *este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual*. No dude en visitarlo.",False,good,False,True,3396.0,False,False,False,False,[],False,False,360000.0,€,flat,"Parque Lisboa - La Paz, Alcorcón",Piso,,,,,,
108764884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/dd/5b/1354471433.webp,00542,20,1,329000.0,flat,sale,116.0,True,4,2,El Arroyo - La Fuente,Madrid,Fuenlabrada,El Arroyo - La Fuente,es,,40.2752676,-3.791381,False,https://www.idealista.com/inmueble/108764884/,"Este encantador piso se encuentra ubicado en la zona de Centro-Arroyo-La Fuente en Fuenlabrada. Con una superficie total de 116 m² y 3 habitaciones individuales más 1 habitación doble, este piso en el primer piso ofrece comodidades como 2 baños, ascensor, calefacción de gas natural, cocina equipada, suelos de parquet y mucho más. Además, cuenta con jardín y piscina comunitaria, así como portero automático, sistema de seguridad y trastero. Su excelente ubicación lo convierte en una oportunidad única para disfrutar de un buen estado de conservación y un entorno soleado. ¡No dejes pasar esta oportunidad! Contáctanos para más información.",False,good,False,True,2836.0,False,False,False,False,[],False,False,329000.0,€,flat,"El Arroyo - La Fuente, Fuenlabrada",Piso,,,,,,
108569617,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/f4/02/1348733413.webp,41182,15,,850000.0,duplex,sale,117.0,False,3,2,calle de Joaquín Lorenzo,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4737011,-3.7341702,False,https://www.idealista.com/inmueble/108569617/,"BUVE VENDE DUPLEX EN MADRID CON REF 41182 ¡Exclusivo dúplex independiente en una de las zonas más prestigiosas de la ciudad! Presentamos este precioso dúplex de 117 m², totalmente independiente y exterior, ubicado en una área residencial consolidada, tranquila y muy valorada por su calidad de vida. Una ubicación inmejorable para quienes buscan comodidad, seguridad y prestigio. La vivienda es muy luminosa y recibe luz natural durante todo el día. Dispone de suelo de parqué, aire acondicionado, ventanas de climalit que garantizan el aislamiento térmico y acústico, y persianas eléctricas que aportan confort y modernidad. En la primera planta encontramos una amplia cocina con ventana exterior, que ofrece gran luminosidad; un salón espacioso con bonitas vistas; un baño moderno, y un dormitorio doble con su propio vestidor, ideal para quienes valoran el espacio y la organización. En la segunda planta se ubica un baño completo con bañera, junto a dos dormitorios exteriores: uno doble y otro individual, ambos muy luminosos y bien distribuidos. La joya de la vivienda es su terraza inolvidable: un espacio único, con excelentes vistas, equipada con chimenea y horno tradicional, perfecta para disfrutar de momentos al aire libre con familia y amigos. Una propiedad especial, con mucho encanto, en una ubicación de alto nivel. Ideal tanto para familias como para quienes buscan una vivienda cómoda, bien equipada y con personalidad.",False,good,False,False,7265.0,False,False,False,False,[],False,False,850000.0,€,flat,"Peñagrande, Madrid",Dúplex en calle de Joaquín Lorenzo,duplex,900000.0,50000.0,6.0,,
108248579,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/e7/37/1338641570.webp,,13,,455000.0,chalet,sale,180.0,,5,3,el retablo,Madrid,El Álamo,,es,,40.2297478,-3.9948761,False,https://www.idealista.com/inmueble/108248579/,"Precioso chalet independiente reformado! Parcela de 671 metros con piscina con una construcción de más de 180 metros de casa. Planta principal: salón independiente con acceso a piscina, cocina independiente reformada y amueblada con acceso a piscina, 1 dormitorio, 1 baño con ducha y habitación multiusos. Planta primera: hall distribuidor, salón, 4 dormitorios con armarios empotrados, 1 baño completo reformado.  Memoria de calidades: Puerta blindada, puertas de roble, suelos porcelánicos, ventanas de climalit blanco con rejas, calefacción de gasoil. Parcela ajardinada con gran piscina de gresite, baño de piscina. PARKING cubierto para 3 coches. Ubicado muy cerca del centro urbano, bus, colegios, supermercados. VENGA A VISITARLO LE ENCANTARA!",False,good,False,,2528.0,False,False,False,False,[],False,False,455000.0,€,chalet,El Álamo,Casa independiente en el retablo,independantHouse,,,,True,True
108138592,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/2b/79/1334997722.webp,000388,18,,1840000.0,chalet,sale,690.0,,8,6,"calle Zamora, 22 -26",Madrid,Pozuelo de Alarcón,Urbanizaciones,es,La Cabaña,40.4160182,-3.8344049,True,https://www.idealista.com/inmueble/108138592/,"Esta magnífica casa en venta se construyó en 2007 y se encuentra en la zona de Monte Alina-La Cabaña, en Pozuelo de Alarcón. Con una superficie total de 690 m² y un amplio terreno de 1200 m². Distribuida en 2 plantas más sótano: esta propiedad destaca por sus 8 dormitorios y 6 baños, cocina con zona independiente de lavado y planchado, garaje, 4 trasteros y ascensor interior. Dispone de piscina cubierta climatizada y numerosas comodidades. Con calidades constructivas (carpinteria y armarios lacados, suelos de tarima maciza. ). Adaptada para personas con discapacidad, cuenta con aire acondicionado, calefacción de gas natural, garaje para más de 2 vehículos, jardín privado, piscina, terraza y mucho más. Su orientación sur ofrece una luminosidad excepcional. La zona de Monte Alina-La Cabaña tiene una historia rica que se remonta a la década de 1920, siendo hoy en día un lugar muy solicitado por profesionales de alto nivel. ¡No pierdas la oportunidad de visitar esta maravillosa propiedad!",False,good,False,,2667.0,False,False,False,False,[],False,False,1840000.0,€,chalet,"La Cabaña, Pozuelo de Alarcón","Chalet en calle Zamora, 22 -26",,,,,True,True
107809875,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/76/46/1324446441.webp,,5,2,1700000.0,flat,sale,161.0,True,3,4,Barrio Nuevos Ministerios-Ríos Rosas,Madrid,Madrid,Chamberí,es,Nuevos Ministerios-Ríos Rosas,40.4422037,-3.6974107,False,https://www.idealista.com/inmueble/107809875/,"ESPECTACULAR PISO REFORMADO EN CRISTÓBAL BORDIÚ – AMPLITUD, DISEÑO Y CONFORT Ubicado en una de las zonas más demandadas de Madrid, este magnífico piso en Cristóbal Bordiú se encuentra en proceso de reforma integral y se entregará completamente renovado y amueblado con acabados de alta calidad. La vivienda dispone de 3 dormitorios, cada uno con baño en suite, además de un aseo de cortesía. La zona de estar es amplia y luminosa, con un diseño moderno de concepto abierto que integra salón, comedor y cocina americana. La cocina, equipada con electrodomésticos de alta gama, cuenta con una elegante isla central con espacio para sentarse, ideal para reuniones y momentos de disfrute. Desde el salón y el comedor se accede a una terraza acogedora, perfecta para relajarse y disfrutar del exterior. Además, el piso incluye un despacho independiente, ideal para teletrabajo o estudio. Esta es una oportunidad única para estrenar una vivienda moderna, funcional y con un diseño excepcional en una ubicación inmejorable de Madrid. ¡No dejes pasar esta oportunidad y ven a descubrir tu próximo hogar!",False,good,False,True,10559.0,True,False,False,False,[],False,False,1700000.0,€,flat,"Nuevos Ministerios-Ríos Rosas, Madrid",Piso,,,,,True,True
94408528,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/04/2e/1278063077.webp,,12,,330000.0,chalet,sale,160.0,,4,2,calle Talamanca,Madrid,Alcalá de Henares,San Isidro - Los Almendros,es,,40.4844631,-3.3647085,False,https://www.idealista.com/inmueble/94408528/,"INMOBILIARIA DE LA TORRE comercializa la venta de un edificio en la zona centro de la ciudad, calle Talamanca. Tiene múltiples alternativas en función del perfil del comprador.  Posibilidad de hacer obra nueva aumentado la edificabilidad así como rehabilitación integral. Posibilidad de vivienda unifamiliar ideal o bien apartamentos. Situada en una calle peatonal la entrada del casco histórico de la ciudad con la ventaja de no ser un edificio protegido.",False,renew,False,,2063.0,False,False,False,False,[],False,False,330000.0,€,chalet,"San Isidro - Los Almendros, Alcalá de Henares",Chalet adosado en calle Talamanca,terracedHouse,349000.0,19000.0,5.0,,
107538183,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/95/99/1315436925.webp,FHOG-2959,6,3,144000.0,flat,sale,74.0,True,3,1,calle el Almendro,Madrid,El Molar,,es,,40.7286404,-3.5830106,False,https://www.idealista.com/inmueble/107538183/,"***Sin comisión de agencia*** Inmueble Ocupado Sin Posesión. No Se Puede Visitar. La oportunidad perfecta para la entrada a la inversión inmobiliaria. Magnífico apartamento en venta en el Molar, Madrid. La vivienda cuenta con una superficie de 74 m2, distribuidos en 2 amplios dormitorios y un cuarto de baño, amplio y luminoso salón comedor, cocina y hall recibido.  La vivienda es de moderna construcción que cuenta y está ubicado en una zona residencial muy consolidada del Molar, muy próxima a la E5 y cerca del ayuntamiento del Molar. En los alrededores podemos encontrar servicios como Ayuntamiento del Molar, Biblioteca Municipal, centro cultural, oficinal de turismo y centro de saludo.  La vivienda esta bien conectada con el Molar con líneas principales 191 – 191A-193 vía autobús a tan solo 45 minutos de la capital y con línea de cercanías C-4. Se recomienda que el comprador consulte con un asesor legal y que se considere todos los aspectos legales y prácticos asociados a la adquisición de un inmueble. Soluciones a su medida.",False,good,False,False,1946.0,False,False,False,False,[],False,False,144000.0,€,flat,El Molar,Piso en calle el Almendro,,,,,,
108585306,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/88/72/8d/1351981647.webp,,35,2,199000.0,flat,sale,72.0,True,3,1,Barrio Entrevías,Madrid,Madrid,Puente de Vallecas,es,Entrevías,40.3782933,-3.6739035,False,https://www.idealista.com/inmueble/108585306/,"¡Descubre tu nuevo hogar en este magnífico piso a solo unos minutos de la Estación de Renfe Asamblea de Madrid-Entrevías! Situado en una zona tranquila y muy comercial, este inmueble totalmente exterior ofrece todo lo que necesitas para disfrutar de la vida urbana sin renunciar a la paz y la comodidad. Con 72 m² construidos, cuenta con tres acogedores dormitorios, un luminoso salón y una cocina funcional, además de un cuarto de baño reformado con un elegante plato de ducha y mampara de cristal templado. Imagina relajarte en la terraza mientras disfrutas del sol, gracias a su orientación sur y este. La vivienda también está equipada con aire acondicionado con bomba de calor, asegurando un ambiente agradable durante todo el año. Las ventanas de aluminio en perfecto estado permiten que la luz natural inunde cada rincón, creando un espacio cálido y acogedor. Además, cuenta con armarios empotrados y una práctica zona de almacenaje a modo despensa. Este piso, ubicado en la segunda planta sin ascensor, es ideal para aquellos que buscan comodidad. Con líneas de autobús cercanas (111 y 102), moverte por la ciudad será muy sencillo. No dejes pasar la oportunidad de vivir en un lugar que combina tranquilidad, luminosidad y todas las comodidades modernas. A escasos metros de amplias con zonas verdes ¡Ven a visitarlo y enamórate de tu futuro hogar!",False,good,False,False,2764.0,False,False,False,False,[],False,False,199000.0,€,flat,"Entrevías, Madrid",Piso,,,,,,
108078722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/9e/2c/1333162536.webp,1282,16,1,3580000.0,flat,sale,320.0,True,4,5,calle de Génova,Madrid,Madrid,Chamberí,es,Almagro,40.4266775,-3.693963,False,https://www.idealista.com/inmueble/108078722/,Espectacular vivienda a reformar con techos de 3.40 en finca clásica frente a la Villa de Paris.,False,renew,False,True,11188.0,True,False,False,False,[],False,False,3580000.0,€,flat,"Almagro, Madrid",Piso en calle de Génova,,,,,,
