propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood
108764884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7a/dd/5b/1354471433.webp,20,1,329000.0,flat,sale,116.0,True,4,2,El Arroyo - La Fuente,Madrid,Fuenlabrada,El Arroyo - La Fuente,es,40.2752676,-3.791381,False,https://www.idealista.com/inmueble/108764884/,"Este encantador piso se encuentra ubicado en la zona de Centro-Arroyo-La Fuente en Fuenlabrada. Con una superficie total de 116 m² y 3 habitaciones individuales más 1 habitación doble, este piso en el primer piso ofrece comodidades como 2 baños, ascensor, calefacción de gas natural, cocina equipada, suelos de parquet y mucho más. Además, cuenta con jardín y piscina comunitaria, así como portero automático, sistema de seguridad y trastero. Su excelente ubicación lo convierte en una oportunidad única para disfrutar de un buen estado de conservación y un entorno soleado. ¡No dejes pasar esta oportunidad! Contáctanos para más información.",False,good,False,True,2836.0,False,False,False,False,[],False,False,329000.0,€,flat,"El Arroyo - La Fuente, Fuenlabrada",Piso,,,,,,,00542,
106808036,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/6c/1f/1294635306.webp,4,,177500.0,flat,sale,89.0,True,4,3,calle Río Manzanares,Madrid,Valdemoro,Brezo,es,40.192611,-3.6838156,False,https://www.idealista.com/inmueble/106808036/,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, con una superficie de 89m² muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Valdemoro, provincia de Madrid.  Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, este piso ofrece una experiencia de vida inmejorable. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. Esta propiedad está ocupada por terceros. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador será responsable de los trámites y gastos relacionados con la desocupación del inmueble. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1994.0,False,False,False,False,[],False,False,177500.0,€,flat,"Brezo, Valdemoro",Piso en calle Río Manzanares,,,,,,,FRRE-00317,
108793952,https://img4.idealista.com/blur/480_360_mq/90/id.pro.es.image.master/e4/d1/d3/1355310503.webp,29,en,295000.0,flat,sale,100.0,True,3,2,Velilla de San Antonio,Madrid,Velilla de San Antonio,,es,40.3695936,-3.4856864,False,https://www.idealista.com/inmueble/108793952/,"¿vive en un piso pequeño y necesita mas espacio? es el momento de cambiar. Azzure les ofrece esta exclusiva, única e inmejorable oportunidad en velilla. Piso de 100m distribuidos en hall recibidor, amplio salón comedor independiente con salida a la terraza con bonitas vistas a la piscina y zonas comunes, pasillo distribuidor, 3 dormitorios con armarios empotrados, cocina totalmente amueblada, dos baños completos, uno en el dormitorio principal, terraza de 12m cerrada en aluminio. Su memoria de calidades: puerta de entrada blindada, puertas de roble, ventanas de aluminio abatibles, suelos de tarima en toda la vivienda, paredes y techos en liso, cocina reformada y amueblada con muebles altos y bajos, baño del dormitorio principal totalmente reformado, calefacción individual por gas natural con radiadores de aluminio y caldera mixta y aire acondicionado en toda la vivienda. El piso dispone incluido en el precio y situados en la propia finca de cuarto trastero de 10m y plaza de garaje. Vivienda ubicada en estupenda urbanización privada con piscina y jardines. Inmejorable situación a un paso de todos los comercios y servicios del pueblo, parques y colegios. No busque mas. Hoy como siempre las mejores ofertas con el mejor servico las encontrará en azzure, simplemente compruebelo y sin cobrarle ni un 3 ni 4% al comprador como es practica habitual en el resto de empresas del sector. Azzure 27 años en velilla haciendo realidad el sueño de nuestros vecinos. ¿quiere cumplir el suyo? llamenos.",False,good,False,False,2950.0,False,False,False,False,[],False,False,295000.0,€,flat,Velilla de San Antonio,Piso,,,,True,True,,VE-1396,
108688472,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7f/88/7a/1352192333.webp,50,,185000.0,chalet,sale,80.0,,3,1,Villa del Prado,Madrid,Villa del Prado,,es,40.2623041,-4.3498297,False,https://www.idealista.com/inmueble/108688472/,"""GALIANT VENDE FÁNTASTICO CHALET EN VILLA DEL PRADO"" ¡Exclusivo chalet en urbanización privada El Encinar del Alberche! Si buscas tranquilidad, confort y privacidad, esta es tu oportunidad. Este magnífico chalet reformado e independiente se encuentra en una zona privilegiada a 50 minutos de Madrid, cuenta con 800 m² de parcela y 80 m² de vivienda distribuidos en una planta, pero con posibilidad de ampliar, con espacios amplios y funcionales. La parcela, que dispone de zona de aparcamiento, jardín, porche, terraza, trastero, cuarto de caldera, cuarto de herramientas, dispone de espacio suficiente para construir una piscina, en resumen, amplias posibilidades para convertir la casa de tus sueños en realidad. Con un diseño funcional para poder hacer toda la vida en una planta se distribuye en: amplio salón con chimenea funcional, tres dormitorios con armarios empotrados, un baño completo y cocina independiente y con salida a una terraza exterior, donde nos encontramos la barbacoa. La vivienda tiene espacio suficiente para hacer una segunda planta abuhardillada. La urbanización cuenta con control de entrada y salida 24h y numerosos servicios que podrás aprovechar como por ejemplo, supermercado, restaurante, club social, capilla, parque infantil, polideportivo.. . VEN A VER TU FUTURA CASA ¡LLAMANOS SIN COMPROMISO!",False,good,False,,2313.0,False,False,False,False,[],False,False,185000.0,€,chalet,Villa del Prado,Casa independiente,,,,,,independantHouse,,
108797169,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/6f/9f/1355414539.webp,27,3,285000.0,flat,sale,84.0,True,3,2,Covibar - Pablo Iglesias,Madrid,Rivas-Vaciamadrid,Covibar - Pablo Iglesias,es,40.3619043,-3.5551348,False,https://www.idealista.com/inmueble/108797169/,"Vivienda en perfecto estado en edificio con ascensor. Piso con hall, salón independiente amplio, cocina independiente amplia con tendedero, tres dormitorios, dos baños y trastero. La vivienda tiene los suelos de parquet, paredes en liso, puertas de roble, calefacción individual gas natural, aire acondicionado en el salón, ventanas de aluminio con contraventanas también de aluminio, cocina y baños con reforma integral hace 9 años, dormitorios con armarios empotrados,. todo en perfecto estado: para entrar a vivir directamente. Facilidades para la financiación: hipotecas a tipo fijo desde el 1,90% y también hipotecas superiores al 80%.",False,good,False,True,3393.0,False,False,False,False,[],False,False,285000.0,€,flat,"Covibar - Pablo Iglesias, Rivas-Vaciamadrid",Piso,,,,,,,R833,
108662118,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/13/b5/1353885023.webp,1,bj,164000.0,flat,sale,68.0,True,3,1,calle Matachel,Madrid,Madrid,Villaverde,es,40.3534312,-3.6829337,False,https://www.idealista.com/inmueble/108662118/,"Alquilado hasta el 25/05/2027, renta actual 711,87.",False,good,False,False,2412.0,False,False,False,False,[],False,False,164000.0,€,flat,"Butarque, Madrid",Piso en calle Matachel,171500.0,7500.0,4.0,True,True,,07287,Butarque
107935191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/ab/03/1328799176.webp,25,,115000.0,chalet,sale,337.0,,6,3,San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,,es,40.360527,-4.3967379,False,https://www.idealista.com/inmueble/107935191/,"La vivienda se encuentra para reformar integralmente o incluso para derribar y hacer construcción nueva.  Casa de pueblo con 286m2 construidos en el centro de San Martin de Valdeiglesias. La vivienda está dividida en 2 plantas; - En la planta baja encontramos una cocina independiente, salón, baño completo, una habitación y una bodega. Esta planta tenemos salida al patio.  - En la planta superior encontramos cinco habitaciones y dos baños.  Cuenta con un patio exterior de unos 546m2.  ¡ Destacar que está en una zona privilegiada gracias a su ubicación cercana a todos los servicios de San Martin de Valdeiglesias!  Ubicado en el centro de San Martín de Valdeiglesias que está a 60 km de Madrid por la M-501, esta localidad cuenta con todos los servicios, como supermercados (Abiertos domingos incluidos), farmacias, restaurantes… Destacar que San Martin de Valdeiglesias dispone de pantano y playa con posibilidad de realizar todo tipo de actividades. outdoor. Puede visitarnos en nuestra oficina en la Avda. de Madrid Nº9 de San Martin de Valdeiglesias (Madrid) le informaremos de todas las viviendas de las que disponemos. ¡Beneficiase de nuestro método de trabajo! Gestionamos la venta de su vivienda, encadenamos todos los plazos, contratos, documentación para escritura pública, tramitación hipoteca. Consúltenos sin compromiso. HIPOTECAS 100% EURIBOR DESDE 0.70 ESTUDIO DE FINANCIACIÓN GRATUITO CONSÚLTENOS Y CONCIERTE SU VISITA.",False,renew,False,,341.0,False,False,False,False,[],False,False,115000.0,€,chalet,San Martín de Valdeiglesias,Chalet adosado,,,,,,terracedHouse,SM2025ISA,
108761129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/3b/dd/1354537203.webp,29,1,225000.0,flat,sale,70.0,True,3,1,Centro,Madrid,Móstoles,Centro,es,40.317668,-3.8621647,False,https://www.idealista.com/inmueble/108761129/,"Ref: 01-Metro Cuadrado Móstoles pone a la venta esta vivienda reformada integralmente hace unos cinco años, ubicada en una finca rehabilitada con ascensor y acceso adaptado para personas con movilidad reducida. Se trata de una propiedad cómoda, lista para entrar a vivir, con acabados actuales y pensada para quienes valoran tanto el confort como la funcionalidad. La vivienda cuenta con una distribución equilibrada y una excelente entrada de luz natural. Dispone de tres dormitorios, todos exteriores, lo que asegura ventilación y luminosidad en cada estancia. El salón es acogedor, con la terraza cerrada incorporada al espacio principal, ganando así metros útiles y creando una zona versátil. En cuanto a los acabados, destacan las puertas interiores de roble, suelos de gres con acabado imitación tarima, y paredes en gotelé.  Tanto la instalación eléctrica como la fontanería fueron renovadas durante la reforma. Las ventanas de climalit oscilobatientes garantizan un excelente aislamiento térmico y acústico, contribuyendo al ahorro energético y a un mayor confort interior. La puerta de entrada es blindada, lo que refuerza la seguridad de la vivienda. La cocina ha sido reformada por completo, y se entrega totalmente equipada con mobiliario y electrodomésticos modernos, lista para su uso desde el primer día. El baño también ha sido actualizado y cuenta con un cómodo plato de ducha con ducha de hidromasaje, una mejora que añade valor tanto en diseño como en funcionalidad. La vivienda dispone de calefacción individual y agua caliente por gas natural, con suministros independientes para tener un control real del consumo. Como plus añadido la vivienda cuenta con parking exterior comunitario, sin plaza asignada, que facilita el aparcamiento a los residentes. En definitiva, se trata de una propiedad cuidada, reformada con criterio y buenos materiales, ubicada en un edificio actualizado, bien comunicado y con todas las comodidades. Una opción ideal tanto como primera vivienda, como para quienes buscan invertir sin necesidad de obras. Para más información o concertar una visita, no dudes en ponerte en contacto con nosotros.",False,good,False,True,3214.0,False,False,False,False,[],False,False,225000.0,€,flat,"Centro, Móstoles",Piso,,,,True,True,,01,
108826521,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/2c/f6/1356262264.webp,11,3,179000.0,flat,sale,96.0,True,3,1,calle de Campillo de Arenas,Madrid,Madrid,Puente de Vallecas,es,40.3775858,-3.6662218,False,https://www.idealista.com/inmueble/108826521/,"¡Descubre tu nuevo hogar en Entrevías! Este piso en venta, ubicado en una zona tranquila y bien comunicada con el transporte público, es ideal para quienes buscan confort y accesibilidad. Con 96 m² construidos, la vivienda cuenta con tres amplias habitaciones que ofrecen un espacio perfecto para descansar y disfrutar. El salón, semi integrado con terraza, es el lugar ideal para relajarse y disfrutar de las vistas. La cocina, amplia e iluminada, es perfecta para los amantes de la gastronomía y ofrece un ambiente acogedor para cocinar en familia. Además, el baño está disponible y en buenas condiciones. El portal del edificio también se encuentra bien cuidado y cuenta con dos ascensores que llegan directamente a la planta, facilitando el acceso a personas con movilidad reducida. Este piso de segunda mano, construido en 1981, ofrece la oportunidad de personalizarlo a tu gusto, ya que necesita algunas reformas. La calefacción mediante bomba de frío/calor con gas natural garantiza un ambiente agradable durante todo el año. No dejes pasar la oportunidad de vivir en un lugar que combina tranquilidad y comodidad. ¡Ven a visitarlo y empieza a imaginar tu nueva vida aquí!",False,renew,False,True,1865.0,False,False,False,False,[],False,False,179000.0,€,flat,"Entrevías, Madrid",Piso en calle de Campillo de Arenas,,,,,,,,Entrevías
108794405,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/26/f4/1355873869.webp,20,,270000.0,chalet,sale,159.0,,4,3,"calle del Cerrillo, 51",Madrid,Cabanillas de la Sierra,,es,40.8216282,-3.6271829,True,https://www.idealista.com/inmueble/108794405/,"*Primera opción vender en NUDA PROPIEDAD por 165.000€* LLAMAR PARA MÁS INFORMACIÓN. de no ser así se opta por la venta. ¡Descubre tu nuevo hogar en Cabanillas de la Sierra! Esta espectacular casa adosada del año 2006 te espera con los brazos abiertos. Con una ubicación privilegiada a menos de 40 minutos de Madrid, disfrutarás de la tranquilidad de la sierra sin renunciar a la cercanía de la capital. La vivienda, lista para entrar a vivir, cuenta con 159 m² construidos que se distribuyen en 4 amplios dormitorios, todos dobles y con armarios empotrados, perfectos para aprovechar al máximo el espacio. Imagina despertar cada mañana en un entorno lleno de luz y vistas impresionantes. La casa dispone de ventanas de climalit que garantizan un excelente aislamiento, mientras que los suelos de parquet y baldosa aportan un toque acogedor y funcional. La calefacción electrica con radiadores en todas las estancias para un ambiente cálido en invierno, y el dormitorio en planta calle es ideal para personas con movilidad reducida, brindando comodidad y accesibilidad. Además, la propiedad destaca por su excelente ventilación, lo que la convierte en un lugar fresco y agradable durante todo el año. No dejes pasar la oportunidad de vivir en esta encantadora vivienda que combina confort y naturaleza. ¡Ven a visitarla y enamórate de tu futuro hogar! *posibilidad de financiación al 95% con Kiron, estudio gratuito*.",False,good,False,,1698.0,False,False,False,False,[],False,False,270000.0,€,chalet,Cabanillas de la Sierra,"Chalet adosado en calle del Cerrillo, 51",,,,,,terracedHouse,,
107664734,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/57/af/1319150016.webp,22,,350000.0,countryHouse,sale,100.0,,1,2,Fuente el Saz de Jarama,Madrid,Fuente el Saz de Jarama,,es,40.6106489,-3.5513056,False,https://www.idealista.com/inmueble/107664734/,"INMOBILIARIA TÉCNICA NORTE ofrece en venta una impresionante finca rústica de 10.000 m² con casa en perfecto estado, la finca está perfectamente equipada para la cría, entrenamiento y disfrute de caballos. Ubicada en un entorno natural único, a tan solo 30 minutos del centro de Madrid, esta propiedad es ideal tanto para uso particular como para profesionales del sector ecuestre. Características principales:  Vivienda: Casa de aproximadamente 55 m², en perfecto estado, lista para entrar a vivir  Infraestructura ecuestre: 23 prados/paddocks, perfectamente delimitados para el descanso y bienestar de los caballos. 5 boxes construidos, proporcionando un alojamiento seguro y confortable para los equinos. Amplia pista de equitación de 65 x 21 metros, ideal para entrenamientos, doma y clases de equitación. Cuadras funcionales, diseñadas para una gestión eficiente del cuidado de los caballos.  Ubicación y entorno: La finca se encuentra en Fuente el Saz del Jarama, con fácil acceso desde Valdetorres y Algete, en una zona de gran tradición ecuestre. Su ubicación permite disfrutar de la tranquilidad del campo sin renunciar a la cercanía con Madrid.  Legalidad y funcionamiento: La finca cuenta con código REGA, lo que garantiza su uso legal para la actividad ganadera y ecuestre. Actualmente, se encuentra en pleno funcionamiento y con todas las instalaciones operativas. ¡No pierdas esta gran oportunidad de inversión en el sector ecuestre! NO COBRAMOS A LA PARTE COMPRADORA Además, contamos con un departamento financiero, en el cual puedes obtener un asesoramiento sin compromiso y sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar. Según el perfil del cliente conseguimos financiación del 80%, el 90% y hasta el 100%. Tenemos a tu disposición personal para llevar a cabo dicho asesoramiento financiero para que te puedan dar más información. '¡NO DEJES PASAR LA OPORTUNIDAD!  ref: 1812TN.",False,good,False,,3500.0,False,False,False,False,[],False,False,350000.0,€,countryHouse,Fuente el Saz de Jarama,Masía,,,,True,True,masia,1812TN,
107071515,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/05/76/1302096238.webp,14,1,147000.0,flat,sale,110.0,False,3,1,calle Navayuncosa,Madrid,Aldea del Fresno,,es,40.3241311,-4.2026148,False,https://www.idealista.com/inmueble/107071515/,"¡Oportunidad única para inversoras! Presentamos este encantador piso de 110 m² construidos, situado en una primera planta, ideal para quienes buscan una inversión segura. Actualmente alquilado por 700 euros mensuales con pagos puntuales, este inmueble ofrece un atractivo retorno desde el primer día.  Con un diseño reformado en estilo rústico, el piso cuenta con 3 habitaciones equipadas con armarios empotrados, un amplio salón-comedor y un baño con bañera de hidromasaje para disfrutar de momentos de relajación. La terraza funcional inunda de luz natural el espacio, creando un ambiente acogedor y cálido. Parte del piso da al exterior, mientras que otra parte ofrece vistas a un tranquilo patio interior, garantizando privacidad y tranquilidad.  La calefacción es a gas natural, asegurando confort durante todo el año. Situado en una ubicación céntrica, tendrás a tu alcance farmacias, restaurantes y todos los servicios necesarios para el día a día. Además, el acceso está adaptado para personas con movilidad reducida. ¡No dejes pasar esta oportunidad de inversión en una zona privilegiada!",False,good,False,False,1336.0,False,False,False,False,[],False,False,147000.0,€,flat,Aldea del Fresno,Piso en calle Navayuncosa,,,,,,,,
108840032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/2b/98/1356647698.webp,17,bj,555000.0,flat,sale,85.0,True,2,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,40.4137234,-3.7032357,False,https://www.idealista.com/inmueble/108840032/,"ZANATTA Servicios Inmobiliarios VENDE EN EXCLUSIVA. Fantastico piso de 85m2, consta de dos dormitorios con armarios empotrados forrados y vestidos, baño completo con plato de ducha, cocina estilo americana con electrodomesticos, amplio salon comedor con ventanales. Edificio señorial en todo centro de Madrid *este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual*. Para mas Informacion por whatsapp 6-5-7-8-5-9-6-2-1 No dude en visitarlo.",False,good,False,True,6529.0,False,False,False,False,[],False,False,555000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso,,,,,,,,Lavapiés-Embajadores
108800613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/c8/8b/1355964007.webp,60,,319000.0,chalet,sale,141.0,,3,2,Eurovillas,Madrid,Eurovillas,,es,40.3561215,-3.2729457,False,https://www.idealista.com/inmueble/108800613/,"Descubre esta exclusiva vivienda ubicada en una de las urbanizaciones más solicitadas de la Comunidad de Madrid. Con un entorno natural que regala impresionantes vistas y atardeceres inolvidables, este chalet independiente es el refugio perfecto para disfrutar en familia. La propiedad cuenta con una cuidada piscina de cuatro aguas, ideal para refrescarse en los días soleados, y una barbacoa de obra situada estratégicamente cerca, perfecta para organizar reuniones y asados con amigos. La casa ofrece tres acogedores dormitorios con armarios empotrados, brindando suficiente espacio de almacenamiento. Además, existe la posibilidad de adaptar una cuarta habitación, lo que la convierte en una opción versátil para crecer y adaptarse a tus necesidades. El salón se divide en dos estancias: una zona de comedor y otra de confort, orientadas al oeste, donde podrás disfrutar de agradables veladas. La amplia cocina es un lienzo en blanco listo para que des rienda suelta a tu creatividad culinaria. Con un baño completo y un aseo que anteriormente contaba con ducha (con posibilidad de reinstalación), la funcionalidad está garantizada. El acceso a la propiedad es cómodo gracias a la puerta automática, tanto para vehículos como peatonalmente. En el exterior, encontrarás dos casetas: una de madera ideal para herramientas y otra de obra que puede servir como despensa o almacén. Las zonas cercadas ofrecen un amplio margen para personalizar el espacio a tu gusto. Con 141 m² construidos sobre una parcela de 996 m², esta casa es una oportunidad única que no querrás dejar escapar. ¡Ven a visitarla y enamórate de tu nuevo hogar!",False,good,False,,2262.0,False,False,False,False,[],False,False,319000.0,€,chalet,Eurovillas,Casa independiente,,,,True,True,independantHouse,,
106798165,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/cf/7e/1294323985.webp,6,,102000.0,flat,sale,83.0,True,4,3,travesía de los Jardines,Madrid,Ciempozuelos,Casco Antiguo sur,es,40.1568536,-3.6212563,False,https://www.idealista.com/inmueble/106798165/,"Inmueble sin posesión y sin acceso al interior. Las fotografías del interior y las características del activo, pueden no ajustarse al estado actual.  NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR ¡Tenemos en exclusiva un piso para ti! Disponemos de un piso en edificio residencial que puedes adquirir en propiedad, con una superficie de 83m² muy bien distribuido y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido, ubicado en la localidad de Ciempozuelos, provincia de Madrid.  Este piso es ideal para quienes buscan un hogar confortable en un entorno natural y acogedor. Este espacioso piso cuenta con un luminoso salón-comedor, perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, este piso ofrece una experiencia de vida inmejorable. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica. A poca distancia, encontrarás supermercados, colegios, centros de salud y una variada oferta de tiendas y restaurantes. Además, la excelente conexión con las principales vías de acceso te permitirá llegar rápidamente a otras áreas de interés en Madrid y sus alrededores.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.  Esta propiedad está ocupada por terceros. No se puede visitar. No apta para compradores que requieran financiación hipotecaria. El comprador será responsable de los trámites y gastos relacionados con la desocupación del inmueble. La información proporcionada referente a la distribución y estructura puede no ajustarse a la realidad, ya que su verificación no ha sido posible. La distribución indicada se ha tomado en referencia a la distribución de activos de la zona. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",False,good,False,False,1229.0,False,False,False,False,[],False,False,102000.0,€,flat,"Casco Antiguo sur, Ciempozuelos",Piso en travesía de los Jardines,,,,,,,FRRE-00033,
108516970,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/f6/84/1347255590.webp,7,2,320000.0,flat,sale,84.0,True,2,1,calle Andalucía,Madrid,Collado Villalba,Carlos Ruiz,es,40.6318537,-4.0109833,False,https://www.idealista.com/inmueble/108516970/,"¡B-HOME te presenta esta fantástica oportunidad en el centro de Collado Villalba! A la espera de Reportaje Fotográfico. Se vende piso completamente reformado con excelentes calidades, ubicado en pleno centro de Collado Villalba, con todos los servicios al alcance de la mano: comercios, transporte público, colegios, centro de salud y zonas de ocio. La vivienda cuenta con 2 habitaciones grandes y luminosas, ideales para disfrutar de amplitud y comodidad. El baño completo ha sido renovado con un diseño moderno y funcional. La reforma integral incluye la actualización de electricidad y fontanería, ofreciendo un hogar eficiente, seguro y listo para entrar a vivir. Espacios bien distribuidos, con mucha luz natural y una atmósfera acogedora. Perfecto tanto para vivir como para invertir. No dejes pasar esta oportunidad de estrenar piso en una de las mejores zonas de Collado Villalba. Contáctanos y ven a visitarlo con B-HOME. ¡Te encantará!",False,good,False,False,3810.0,False,False,False,False,[],False,False,320000.0,€,flat,"Carlos Ruiz, Collado Villalba",Piso en calle Andalucía,,,,,,,BH-AG02,
107291569,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/f7/1e/1311848628.webp,6,1,141300.0,flat,sale,64.0,True,3,1,calle de San Florencio,Madrid,Madrid,Puente de Vallecas,es,40.4044841,-3.6629312,False,https://www.idealista.com/inmueble/107291569/,"INMUEBLE OCUPADO. - ¡Oportunidad única PARA INVERSORES, estupendo piso en Puente de Vallecas! . No cobramos comisión al comprador.  Si buscas una inversión segura en una de las zonas más demandadas de Madrid, ¡este piso es para ti! Distribución ideal: 3 dormitorios, salón, cocina independiente, 1 baño y tendedero. El Inmueble se transmite ocupado por tercero no pudiendo hacer visitas físicas al inmueble. El precio ha sido determinado teniendo en cuenta que el activo se transmite con ocupante/ocupantes. Ubicación inmejorable: - Zona residencial muy tranquila a pocos metros de la Av. Peña Prieta. - Rodeado de todos los servicios: centro de salud, polideportivos, colegios, supermercados, parques infantiles y una amplia oferta comercial. A sólo 100 metros del Mercado Doña Carlota. - Cerca de espacios verdes como Parque de Sierra Elvira y Parque del Tio Pío, famoso por sus vistas panorámicas y atardeceres inolvidables. Excelentes conexiones: - Acceso rápido a la M-30, a la A-3 y a la M-40. - Paradas de autobús a menos de 250 metros, con líneas directas al centro y a barrios aledaños. - A solo 5 minutos en bus de la estación de Metro Puente de Vallecas. ¡No dejes pasar esta oportunidad! Contáctanos ahora y agenda tu visita. Recuerda: no cobramos comisión al comprador. ¡Llama hoy mismo! - LA PROPIEDAD NO GARANTIZA LA DISPONIBILIDAD DE ACCESO A LA FINCA, PUDIENDO ESTAR OCUPADA POR TERCERO.",False,good,False,False,2208.0,False,False,False,False,[],False,False,141300.0,€,flat,"Numancia, Madrid",Piso en calle de San Florencio,,,,,,,FHOG-2937,Numancia
108579366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/5a/7d/1349009439.webp,16,bj,250000.0,flat,sale,39.0,False,1,1,Barrio Palacio,Madrid,Madrid,Centro,es,40.4103588,-3.7104593,False,https://www.idealista.com/inmueble/108579366/,"Magerit Homes ofrece este estupendo piso en la zona de Palacio. Juan al mercado de ""La Cebada"", al lado de la calle Toledo y del Rastro, del Teatro de la Latina, se ubica este piso que es ideal para iniciar la vida en Madrid o incluso para invertir. Recién reformado, con las mejores calidades, no han escatimado en ningún detalle. La zona de día tiene una super cocina con todos los electrodomésticos, con espacio suficiente para una mesa comedor y una zona de estar muy cómoda. El acceso al dormitorio en la planta alta es por unas escaleras tipo industrial muy cómodas. La altura del dormitorio es de más de dos metros haciendo de este espacio una zona cómoda y versatil.  El baño está puesto con muy buen gusto con todo lo necesario para su perfecta funcionalidad. Todo ello lo combinamos con una comunidad muy económica y tranquila, que hace que vivir en el centro de Madrid sea una experiencia muy placentera. Mejor ver!",False,good,False,True,6410.0,False,False,False,False,[],False,False,250000.0,€,flat,"Palacio, Madrid",Piso,,,,,,,,Palacio
