propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
106144191,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/e7/5f/1273826733.webp,2ºD,6,2,433000.0,duplex,sale,111.0,True,3,3,"calle SANTA CLARA, 10",Madrid,San Lorenzo de El Escorial,Abantos - Carmelitas,es,,40.5954752,-4.1421639,True,https://www.idealista.com/obra-nueva/106144191/,"""Los Jardines de San Lorenzo"" es un nuevo proyecto residencial en un espacio natural privilegiado de la Sierra de Guadarrama.  La promoción contempla la edificación de 8 viviendas con trastero, piscina y 9 plazas de aparcamiento, en régimen de vivienda libre.  Está organizada en un edificio independiente, bajos de cota alta con jardín, primeros en planta y segundos en dúplex en planta y bajo cubierta. Viviendas La tipología de las viviendas son de 3 dormitorios en la totalidad de sus diferentes unidades. Las viviendas contarán con: • Plazas de aparcamiento y trastero, incluidos en el precio • Jardín y piscina comunitarios • Ascensor en todos los niveles • Climatización frío y calor, con sistema de aerotermia y suelo refrescante • Cocinas amuebladas y equipadas con electrodomésticos (horno, microondas, campana,  placa de inducción, lavadora-secadora, lavavajillas y frigorífico) • Carpintería exterior con doble acristalamiento y rotura de puente térmico • Carpintería de interior con puertas macizas y armarios • Acabados interiores de primera calidad Sagelliv con más de 25 años de experiencia, es fiel a su filosofía de trabajo: “Con dedicación, creando hogares” Ponemos a su disposición nuestro equipo de trabajo en nuestras oficinas, siempre con cita previa: • Plaza de la Villa, 14 - 1º Loeches – Madrid. • C/Quiterio López, 5 – 1º D El Escorial – Madrid.",False,newdevelopment,True,True,3901.0,True,False,False,False,[],False,False,433000.0,€,flat,"Abantos - Carmelitas, San Lorenzo de El Escorial","Dúplex en calle Santa Clara, 10",False,duplex,True,True,,,,
108692705,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/2e/8a/1357793069.webp,07725,50,bj,728000.0,flat,sale,242.0,True,3,3,Viñas Viejas,Madrid,Boadilla del Monte,Viñas Viejas,es,,40.4126645,-3.8962971,False,https://www.idealista.com/inmueble/108692705/,"Ubicado en una fantástica urbanización cerrada que ofrece múltiples servicios diseñados para el disfrute de toda la familia en un entorno muy cuidado y agradable. DISTRIBUCIÓN:  La vivienda se distribuye en dos cómodas plantas: *En la planta principal: recibidor con armario de cortesía. Cocina totalmente equipada con electrodomésticos y mobiliario, en tonos suaves, de gran capacidad de almacenaje. Conectada con una práctica zona de lavado acristalada y con acceso directo al jardín privado de 128 m2. Acogedor jardín de esquina, parcialmente solado y con un pequeño parterre de césped artificial que aporta un toque verde y decorativo. Se ha ampliado la zona pavimentada para disfrutar de un porche más amplio, perfecto para reuniones al aire libre. Cuenta además con una elegante pérgola con techo de policarbonato, de gran durabilidad y resistencia, y una caseta como espacio de almacenaje.  En esta misma planta se encuentran dos dormitorios, ambos con armarios empotrados y gran luminosidad gracias a su orientación este y sus amplios ventanales. Dos baños; uno con bañera integrado en el dormitorio principal y el otro con plato de ducha.  Amplio y luminoso salón con grandes ventanales que permiten disfrutar de agradables vistas al jardín privado, aportando una sensación de continuidad entre el interior y el exterior. *Bajamos a la planta sótano; ideal si necesitas un espacio privado ya que dispone de puerta de seguridad. Esta planta ha sido reformada para convertirla en un espacio completamente habitable. Dispone de calefacción y aire acondicionado por conducción interna. Cuenta con un amplio salón, un baño con plato de ducha y un encantador patio inglés de 15 m 2 con grandes ventanas tipo velux accionables con mando a distancia. Gracias a su diseño, ofrece abundante luz natural y un alto nivel de privacidad, lo que la convierte en una zona ideal para disfrutar con comodidad y tranquilidad. Se incluyen dos plazas de garaje de 12,50 m2 y 18 m2 cada una.  La vivienda se ubica en una de las urbanizaciones más exclusivas de Viñas Viejas, destacada por sus amplios espacios comunes y zonas de ocio. Dispone de dos piscinas de verano —una infantil y otra para adultos—, piscina climatizada para el invierno, gimnasio, pista polivalente, pista de pádel y cuidados jardines que invitan al disfrute y la tranquilidad durante todo el año. COMERCIO Y SERVICIOS: Comercio local, Supermercados, Hipermercados, Veterinarios, Centros de salud, Guarderías, Salones de belleza. Espacios para el deporte. Próximo a gran variedad de locales de restauración en el Sector B. COLEGIOS Y UNIVERSIDADES: C.E.U, Alfonso X El Sabio, Universidad Europea, Campus Somosaguas. Eurocolegio Casvi, Virgen de Europa, Mirabal, José Bergamin, Hélade. SOBRE BOADILLA DEL MONTE:  La localidad cuenta con más de 800 ha de espacios protegidos, con bosques de encinas y pinos: ideal para actividades al aire libre como senderismo, ciclismo o paseos familiares. Combina un entorno natural excepcional, servicios de alta calidad, seguridad, buen nivel educativo y sanitario, junto a una excelente conectividad y un tejido residencial pujante. Es ideal para familias, profesionales y quienes buscan bienestar cerca de Madrid sin renunciar a tranquilidad ni a un entorno verde. *Fotos de salón comedor, dormitorios, terraza y sótano tienen decoración virtual hecha con IA* *El precio de venta no incluye los gastos de Notaría, Registro e impuestos*.",False,good,False,True,3008.0,True,False,False,False,[],False,False,728000.0,€,flat,"Viñas Viejas, Boadilla del Monte",Piso,,,True,True,,,,
107625794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/a0/cf/1267156013.webp,2D PLANTA PRIMERA,11,1,325000.0,flat,sale,77.0,True,2,2,paseo de la Convivencia s/n,Madrid,Torrejón de Ardoz,Sureste,es,,40.4512184,-3.4522824,True,https://www.idealista.com/obra-nueva/107625794/,"Le presentamos Aires de Torrejón, un proyecto diseñado con los mayores estándares de calidad y bienestar y cuya arquitectura está llamada a ser protagonista en Torrejón de Ardoz. Una promoción única que aguarda 14 magníficas viviendas exteriores, de dos dormitorios con terraza, que buscan el beneficio máximo de la luz natural y que están pensadas para ser vividas y disfrutadas con la mayor comodidad.  El proyecto explora y persigue la máxima conexión del edificio con la belleza exterior del cuidado paisajismo. La ubicación se convierte en el destino predilecto de muchas familias que buscan vivir en una zona tranquila con unas conexiones únicas y rodeada de grandes parques. Aires de Torrejón cuenta con 14 viviendas de 2 dormitorios, que crean una sensación de armonía con el exterior contando con amplias terrazas. La elegante volumetría con la que ha sido diseñado busca al máximo el aprovechamiento de la iluminación natural, mediante amplios ventanales creando la máxima conexión con el exterior. El Aires de Torrejón con una selección de las mejores estancias comunitarias y servicios, creados como espacios únicos que ofrecen experiencias centradas en el bienestar y disfrute de la comunidad: un cenador y chill out, una zona de descanso equipada con sofás con vistas a las zonas verdes, hará que cada minuto compartido con amigos o familia, sea un recuerdo imborrable. Se trata de un edificio de viviendas diseñado buscando una mayor eficiencia para un bajo consumo energético que favorece el uso racional de la energía, cuidando al mismo tiempo el medio ambiente, la calidad y el confort climático dentro de la vivienda. La vivienda contará con la máxima calificación energética: calificación A tanto en consumo como en emisiones. Deseamos que disfrute del máximo bienestar, por lo que le ofrecemos viviendas de primera calidad: una construcción de diseño contemporáneo para la que Amenabar ha contado con la experiencia y el saber hacer del prestigioso estudio F&G Arquitectos, encargado del proyecto arquitectónico.  Ofrecemos además un servicio de personalización mediante el cual el equipo de arquitectos de Amenabar le asesorará en todo lo que necesite para adaptar la vivienda a sus preferencias, dentro de las opciones ofrecidas en el programa propio. La entrega de las viviendas está prevista para finales del 2026. Adicionalmente contamos con otra promoción en Torrejón de Ardón, Jardines de Torrejón un proyecto diseñado con los mayores estándares de calidad y bienestar y cuya arquitectura está llamada a ser protagonista en Torrejón. Una promoción única que aguarda 122 magníficas viviendas exteriores, de dos y tres dormitorios con terraza, que buscan el beneficio máximo de la luz natural y que están pensadas para ser vividas y disfrutadas con la mayor comodidad.  Le invitamos a visitar la página web de la promoción donde podrá encontrar tanto los planos de las viviendas disponibles (2 y 3 dormitorios) como imágenes de la promoción. Así mismo, si desea ampliar la información puede reservar una cita, tanto presencial como por videollamada, en el apartado ""Reserve su cita"" en la web o el siguiente enlace o contactándonos en el teléfono.",False,,True,True,4221.0,True,False,False,False,[],False,False,325000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso en paseo de la Convivencia s/n,False,,True,True,,,,
101931700,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/6e/bb/1350229392.webp,,9,,229000.0,flat,sale,61.0,,1,1,"calle Hermanos Álvarez Quintero, 22",Madrid,Getafe,La Alhóndiga,es,,40.3100733,-3.7396604,True,https://www.idealista.com/obra-nueva/101931700/,"Conjunto de vivienda y plaza de garaje a la venta en un edificio en construcción situado en Getafe, en Madrid. Fabulosa vivienda situada en la primera planta del edificio y distribuida en en un amplio salón-comedor con la cocina integrada, amueblada y equipada, 1 dormitorio con zona de vestidor y 1 baño. Gozará de muy buenas calidades constructivas y con acabados de calidad. La plaza de garaje estará ubicada en la planta sótano del edificio. La finca, que dispondrá de portero automático y ascensor adaptado para personas con movilidad reducida, se emplaza en una zona residencial equipada con todo tipo de servicios que facilitan tu día a día: centros educativos, el Hospital Universitario de Getafe, comercios de toda clase, supermercados, entidades bancarias, servicios de restauración, etc. Además, goza de muy buenas y rápidas comunicaciones tanto por carretera como por transporte público ya que el acceso a la carretera A-42 se encuentra a menos de 500 metros y la estación de Metro y Cercanías de Getafe Centro a menos de 650 metros. A menos de 15 minutos en coche del centro de Madrid. ¿A qué estás esperando? Llámanos y te informamos sin ningún compromiso.",False,,True,True,3754.0,True,False,False,False,[],False,False,229000.0,€,flat,"La Alhóndiga, Getafe","Piso en calle Hermanos Álvarez Quintero, 22",False,,,,,,,
105061571,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/19/35/1287859343.webp,,7,,370571.0,flat,sale,98.0,True,3,2,Cerro Del Baile s/n,Madrid,San Sebastián de los Reyes,Dehesa Vieja-Puente Cultural,es,,40.5629539,-3.6180861,True,https://www.idealista.com/obra-nueva/105061571/,"Quizá estés pensando en el momento de independizarte, tener en un futuro próximo tu propia casa cerca de tu familia y amigos, quizás estés pensando en el momento en que tus hijos se independicen y puedan hacerlo cerca de ti, o estes pensando en que tu familia crece y necesitas una casa más grande… pues bien, tal vez ha llegado el momento y encuentres esa casa para ti o los tuyos en Niceurban Cerro del Baile.   Nice Urban Cerro del Baile” es un proyecto de 91 viviendas de VPPL (Vivienda de Precio Limitado) en régimen de cooperativa, en el futuro barrio de Cerro del Baile en San Sebastián de los Reyes. Un proyecto de diseño vanguardista, con amplias ventanas donde la luz cada mañana ilumina todas las estancias dándole vida a los espacios y donde disfrutar de veladas con familia y amigos en sus terrazas y jardines, donde escribir tantas historias diferentes…  ** NOTA: El precio desde para la tipología de 2D y 3D incluye dos plazas de garaje y trastero.",True,newdevelopment,True,True,3781.0,True,False,False,False,[],False,False,370571.0,€,flat,"Dehesa Vieja-Puente Cultural, San Sebastián de los Reyes",Piso en Cerro Del Baile s/n,False,,True,True,,,,
107978638,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/d8/2f/1323107202.webp,ONM2502005-4,13,4,420000.0,studio,sale,44.0,True,0,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4281919,-3.7051855,False,https://www.idealista.com/obra-nueva/107978638/,"Ubicado en el corazón de Malasaña, en la emblemática Calle Monteleón, este edificio representa una oportunidad única de inversión en una de las zonas más dinámicas y cotizadas de Madrid. Se trata de un proyecto de rehabilitación integral, el inmueble se transformará en un espacio moderno y funcional, manteniendo el encanto arquitectónico del barrio. Ideal para desarrollar residencial prime, apartamentos turísticos o coliving, el edificio ofrece una combinación perfecta de tradición y vanguardia. El proyecto consta de 9 estudios y 5 viviendas de 2 dormitorios con acceso directo a un parking robotizado de más de 40 plazas. Cada detalle sale a la luz tras una rehabilitación que tiene como premisa la optimización del diseño y la funcionalidad de cada uno de los 14 apartamentos del edificio. Si buscas un activo exclusivo con gran potencial en una de las áreas más vibrantes de Madrid, Monteleón, es la inversión ideal. Contáctanos para más información sobre esta oportunidad única.  El Barrio de Universidad (en su origen conocido como Barrio de Maravillas) es un barrio del distrito Centro con bastante ambiente alternativo y vida nocturna. Algunos entendidos han llegado a compararlo con el Camden Town de Londres o el Barrio Alto de Lisboa. Por su situación estratégica entre los barrios de Chueca y de Argüelles, sus calles focalizaron en gran parte los movimientos de la llamada Movida madrileña de los años 70 y años 80. Muy bien comunicado, es una buena opción para vivir tanto para estudiantes como para público más adulto y post universitarios.",False,newdevelopment,True,True,9545.0,True,False,False,False,[],False,False,420000.0,€,flat,"Malasaña-Universidad, Madrid",Estudio,False,studio,,,,,,
108891329,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/84/37/1358095481.webp,,28,3,995000.0,flat,sale,145.0,True,3,4,"calle del General Margallo, 31",Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4605772,-3.6950316,True,https://www.idealista.com/inmueble/108891329/,"¡FOTOS 100% REALES! Maravillosa vivienda con REFORMA INTEGRAL a estrenar en la que se ha renovado electricidad, fontanería, carpintería y distribución maximizando las posibilidades del espacio. Absolutamente todo nuevo para disfrutar o rentabilizar una vivienda nueva por muchos años. 145m2 distribuidos en 3 habitaciones amplias todas ellas con baño en suite y gran armario empotrado, el principal con vestidor, un aseo de cortesía, salón comedor con salida a la terraza y comunicado con cocina completamente equipada con electrodomésticos de primeras marcas integrados y con garantía. La vivienda dispone de mucho espacio de almacenaje y se entrega amueblada y decorada al detalle por prestigiosos interioristas, cuenta con aire acondicionado y calefacción en todas las estancias. La vivienda se encuentra en la tercera planta de un edificio bien cuidado, dispone de ascensor y portero fisico con posibilidad de adquirir una plaza de garaje en el mismo edificio. Zona completamente consolidada con todo tipo de servicios, comercio tradicional, supermercados, colegios, amplias zonas verdes etc. Muy bien comunicado con varias líneas de autobuses y metro. No dudes en contactarnos para ampliar información o solicitar una visita, no dejes que se te escape.",True,good,False,True,6862.0,True,False,False,False,[],False,False,995000.0,€,flat,"Cuzco-Castillejos, Madrid","Piso en calle del General Margallo, 31",,,True,False,,,,30000.0
108048776,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/7a/8c/1332298532.webp,ONM2504004,19,,525000.0,chalet,sale,248.0,,3,3,El Soto - Coveta,Madrid,Móstoles,El Soto - Coveta,es,,40.3250174,-3.8774152,False,https://www.idealista.com/obra-nueva/108048776/,"Descrubre un nuevo tipo de viviendas de vanguardia no sólo por su diseño totalmente personalizable, sino también por sus sistemas de producción y ahorro energético. Te presentamos el Residencial ATLANTIS ubicado en Móstoles (Madrid), en las calles Benito Pérez Galdós, María Moliner y Camino de Carrasquillas. Compuesto por 27 viviendas GEOSOLARES PERSONALIZABLES, todas ellas superan los 246 m2 construidos y están situadas en parcelas que oscilan desde los 155m2 hasta los 295m2. El interior de la vivienda es personalizable por completo según tus gustos y necesidades. Elige el número de habitaciones, ubicación de la cocina, si quieres garaje para tres coches o más sótano con cuarto de juegos, suelos, puertas, alicatados, pintura, sanitarios, griferías… También tu decoración, porque en el mismo precio incluye el asesoramiento de un interiorista. ¡Tu nueva Casa Geosolar será única y la más ahorradora! ¿Te imaginas vivir aquí?",False,newdevelopment,True,,2117.0,True,False,False,False,[],False,False,525000.0,€,chalet,"El Soto - Coveta, Móstoles",Chalet adosado,False,terracedHouse,True,True,,,,
106703948,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/02/29/1291507320.webp,DS-P94012B,14,2,2955000.0,flat,sale,220.0,True,3,3,calle de Velázquez,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4316729,-3.6823561,False,https://www.idealista.com/inmueble/106703948/,"DIZA Consultores les presenta piso familiar, en edificio representativo, en la calle Velázquez. En la segunda planta de un edificio de mediados del siglo XX por un arquitecto de reconocido prestigio, encontramos este piso de techos altos con 220 metros cuadrados, dando a un patio de manzana muy agradable. La vivienda tiene una configuración clásica con el recibidor distribuyendo las diferentes zonas. La zona social es muy amplia y luminosa con salón-comedor. El comedor está comunicado con la zona de cocina y tiene capacidad doce comensales. Los grandes ventanales de los salones, hacen de estas estancias un lugar luminoso dando sensación de gran amplitud. La zona de descanso se compone por tres dormitorios principales. El dormitorio principal es de gran tamaño y con la opción de dejar un baño en suite. La cocina es muy amplia, pudiendo crear un comedor de diario, zona de lavandería y entrada independiente. La finca cuenta con portero físico de lunes a domingo en horario de portería, calefacción central, plaza de garaje grande y trastero en el edificio. El barrio Salamanca se trata de una de las zonas más lujosas y con mejor calidad de vida de Europa. Gracias a la amplia oferta gastronómica, cultural y comercial, se trata de una formidable zona donde vivir e invertir. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,False,13432.0,False,False,False,False,[],False,False,2955000.0,€,flat,"Castellana, Madrid",Piso en calle de Velázquez,,,,,,,,
108075985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/e6/57/1333075504.webp,30042025,52,,399000.0,chalet,sale,182.0,,5,2,calle del Sauce,Madrid,Gargantilla del Lozoya,,es,,40.9566687,-3.7111318,False,https://www.idealista.com/inmueble/108075985/,"BREM GLOBAL INMOBILIARIA PRESENTA CHALET INDEPENDIENTE CON VISTAS en Gargantilla de Lozoya de un estilo singular. Con una superficie de 182 m² y construido sobre una parcela totalmente plana de 2450 m², en una urbanización de este municipio.  Se accede a la casa a través de un gran porche acristalado como recibidor, salón comedor con chimenea de obra y cassette, la cocina con salida a la parcela, salita de estar, dos habitaciones dobles con armario empotrado, baño con bañera. A la planta de arriba se accede por una escalera de madera y cuenta con una sala principal muy agradable, dos habitaciones dobles, una de ellas con un altillo, un despacho y un baño con bañera. Hay otro nivel más, donde tenemos una biblioteca y un rincón de lectura.  La casa construida en 1976. Ocupa tres parcelas catastrales, con una superficie sobre rasante de 244 m². Las carpinterías exteriores, planta baja aluminio lacado en blanco, doble acristalamiento, climalit, con barrotillo. Mallorquinas de hierro macizo en todas las ventanas. La planta alta madera con barrotillo y los porches acristalados, la carpintería interior madera maciza con cristaleras en salón con doble puerta y pasillo. La calefacción de gasoil, con radiadores de gran formato, se ubica en el garaje la caldera y el depósito de gasoil. Uso para aperos y por último, una casita de madera.  La parcela totalmente vallada, con 44 y 70 de fachada y 41 m de fondo. Dispone de un pozo para el riego, está adornada con algún fresno, alguno de ellos ejemplares de gran tamaño y otras especies, en parte adoquinada y encintada y ajardinada. Las vistas y el entorno natural y tranquilidad lo convierten en un lugar privilegiado para el descanso.  En el apartado urbanístico, hay dos parcelas que tras la segregación que se podrían edificar dos casas haciendo una ocupación del treinta por ciento de la superficie del suelo, con 926 y 751 m². Dos plantas residenciales y además uso terciario. Si deseas conocer una propiedad única, con unas características urbanísticas muy interesantes, todo ello combinado con un entorno natural único…¡ LLAMANOS!",True,good,False,,2192.0,True,False,True,True,[],False,False,399000.0,€,chalet,Gargantilla del Lozoya,Casa independiente en calle del Sauce,,independantHouse,True,True,,,,
105027765,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/bf/25/1239611452.webp,105027765,34,,130000.0,chalet,sale,130.0,,5,1,avenida de Madrid,Madrid,Buitrago del Lozoya,,es,,40.9909011,-3.6369324,False,https://www.idealista.com/inmueble/105027765/,"¡ ATENCIÓN INVERSORES! BREM GLOBAL INMOBILIARIA Presenta: Casa de pueblo en Buitrago del Lozoya pueblo situado a 75 km de Madrid en la Sierra Norte, muy cerca de las estribaciones de Somosierra y a los pies de la Sierra de Guadarrama.   La parcela con 241 m² sobre la que se construyó una casa en el año 1965 de dos plantas y bajo cubierta de 130 m² con la robustez y muros anchos con las características de aquella época. Un amplio recibidor da paso a la casa en la planta baja que se compone de salón a la derecha y el comedor a la izquierda, cocina con chimenea con despensa, un servicio y una habitación doble en la planta baja. La planta alta amplio distribuidor cuatro habitaciones dobles y la subida al desván con vigas de madera. Una parcela disponible de 175 m² vallada en piedra seca. La casa admite hacer una reforma de actualización, calle en una parte del pueblo tranquila, muy bien comunicada con el transporte público y muy cerca del Rio Lozoya en uno de los municipios con más historia de la Comunidad de Madrid. Ideal si uno desea montar una casa rural en la zona para aprovechar la demanda sostenida de la zona a nivel turístico. Tanto si deseas invertir como si deseas disfrutar de una vivienda en unos de los municipios más demandados de la Comunidad de Madrid, no lo dudes…. ¡ VEN A VISTARNOS!",True,renew,False,,1000.0,True,False,False,True,[],False,False,130000.0,€,chalet,Buitrago del Lozoya,Casa independiente en avenida de Madrid,,independantHouse,,,,,,
