propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology
108215613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/4a/e7/1358796329.webp,21,,575000.0,flat,sale,89.0,True,5,2,Barrio Argüelles,Madrid,Madrid,Moncloa,es,40.4332977,-3.7207422,False,https://www.idealista.com/inmueble/108215613/,"En pleno barrio de Argüelles, presentamos en exclusiva este inmueble singular para reformar de 89,09 m² construidos. Ideal para diseñar a medida una vivienda, despacho profesional  o proyecto mixto. Situado en planta semisótano exterior, cuenta con siete ventanas y dos entradas principales: por el portal de Romero Robledo y directamente desde la calle Martín de los Heros. Distribución actual y posibilidades: El plano actual proyecta cinco habitaciones, dos baños, cocina y la posibilidad de configurar un pequeño salón. Todas las estancias con ventana y luz natural.   Características principales: Licencia de vivienda, siete ventanas ( 2 exteriores y 5 a patios), techos altos, calefacción central sin coste adicional, solera de hormigón nueva, excavación con red de saneamiento independiente, paredes con ladrillo visto, videoportero. Edificio de esquina: ascensor a ras de la entrada principal, acceso adaptado, servicio de conserjería, tratamiento antihumedades con garantía 30 años, cuarto de calderas comunitario, ITE favorable. Zona: junto a Moncloa, Pintor Rosales, Parque del Oeste y Plaza España. Excelente comunicación, rodeado de universidades, hospitales, comercios y servicios. Parkings próximos con plazas disponibles.   Ponemos a su disposición nuestro equipo de reformas para desarrollar un diseño a medida, ideal para quienes buscan crear un espacio con alma, carácter y rentabilidad en el centro de Madrid. Inversión óptima para estancias temporales de estudiantes y profesionales. Comunidad: 83,65 € mensuales.              IBI: 55,79€ mensuales en pagos domiciliados desde enero a septiembre. Les esperamos en Nappo Real Estate para programar una visita!",False,renew,False,True,6461.0,True,False,False,False,[],False,False,575000.0,€,,,,,,flat,"Argüelles, Madrid",Piso,3732,Argüelles,
108516220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/a2/2c/1347231565.webp,22,4,177000.0,flat,sale,91.0,True,3,1,Reyes,Madrid,Parla,Reyes,es,40.2353942,-3.7658121,False,https://www.idealista.com/inmueble/108516220/,"¡Descubre tu nuevo hogar en el corazón de Parla! Este encantador piso de 91 m² y 75m² útiles, construidos, ubicado en una cuarta planta con ascensor, te ofrece la combinación perfecta de comodidad y funcionalidad. Con tres amplios dormitorios, este espacio es ideal para familias o para quienes buscan un hogar espacioso. La cocina, con doble comunicación y acceso a un gran tendedero, es perfecta para los amantes de la gastronomía.  El salón de 16 m², iluminado por un gran ventanal que da acceso a la terraza, se convierte en el lugar ideal para disfrutar de momentos inolvidables. Además, el cuarto de baño completo está listo para actualizar a tu gusto. La propiedad cuenta con suelos de gres, ventanas de aluminio y aire acondicionado con bomba de calor, garantizando confort durante todo el año. Ubicado en una zona con todos los servicios necesarios, como centro de salud, colegios y supermercados, tendrás todo al alcance de tu mano. La fácil conexión con el transporte público, incluyendo autobuses y la estación de Renfe y Tranvía de Parla a pocos metros, hace que moverte por la ciudad sea un placer. ¡No pierdas la oportunidad de visitar este maravilloso piso que puede convertirse en tu nuevo hogar!",True,good,False,True,1945.0,True,False,False,False,[],False,False,177000.0,€,,,,,,flat,"Reyes, Parla",Piso,,,
108331167,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/92/2f/1340920175.webp,19,4,340000.0,flat,sale,125.0,True,3,2,"calle Fuente Nueva, 3",Madrid,Parla,El Nido-Las Fuentes,es,40.239343,-3.7771541,True,https://www.idealista.com/inmueble/108331167/,"Piso grande y cómodo con terraza, garaje y piscina en calle Fuentenueva Características principales: 196 m² construidos 3 dormitorios + 1 despacho 2 baños completos (ducha y bañera) Salón exterior con salida a terraza Cocina independiente equipada Amplia terraza con acceso desde varias estancias Plaza de garaje de 20 m² incluida Trastero de 10 m² incluido Piscina comunitaria Año de construcción: 2005 Ascensor Amplio y luminoso piso situado en la calle Fuentenueva, en una zona residencial consolidada y muy bien comunicada, con todos los servicios necesarios a pocos pasos: supermercados, colegios, institutos, centros médicos, transporte público y variedad de comercios. La vivienda destaca por su gran superficie (196 m²) y una distribución pensada para la comodidad del día a día. Dispone de tres dormitorios con salida directa a la terraza, un despacho independiente ideal como zona de trabajo o estudio, y dos baños completos, uno con bañera y otro con ducha. El salón es exterior y muy luminoso, con acceso directo a una agradable terraza. La cocina está equipada y cuenta con espacio para comedor diario. Incluye una plaza de garaje de gran tamaño (20 m²) y trastero (10 m²) en el mismo edificio. Además, la comunidad dispone de piscina, perfecta para disfrutar del verano sin salir de casa. Zona tranquila y bien comunicada, rodeada de todos los servicios esenciales. A pocos minutos de paradas de autobús, centros educativos, tiendas, farmacias y zonas verdes. Ideal tanto para familias como para quienes buscan espacio y calidad de vida. Este piso te va a sorprender por su espacio, su luz y su potencial. Llama ahora para concertar una visita. ¡No dejes pasar esta oportunidad!",True,good,False,True,2720.0,False,False,False,False,[],False,False,340000.0,€,,,,True,True,flat,"El Nido-Las Fuentes, Parla","Piso en calle Fuente Nueva, 3",,,
108903260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/b0/67/1358452155.webp,6,1,154000.0,flat,sale,65.0,False,2,1,Reyes,Madrid,Parla,Reyes,es,40.2314932,-3.7672876,False,https://www.idealista.com/inmueble/108903260/,"INMOBILARIA HOGAR 360 TIENE EN EXCLUSIVA!  Piso en Venta en Parla – ¡En perfecto estado! ✨ Precio: 153.990 € Con trastero: 164.990 � Superficie: 65 m² � 2 Habitaciones � Salón luminoso � Cocina funcional � Ventanas blancas � Semi reformado � Trastero incluido Aire acondicionado Termo de 80 litros Ideal para parejas, familias pequeñas o inversión. Ubicado en una zona tranquila de Parla, con todos los servicios cerca y buenas comunicaciones. ¡Listo para entrar a vivir! IMAGENES TOTALMENTE ILUSTRATIVAS.",False,good,False,True,2369.0,False,False,False,False,[],False,False,154000.0,€,,,,,,flat,"Reyes, Parla",Piso en Reyes,,,
99922916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/ba/50/1060710103.webp,8,,72000.0,chalet,sale,107.0,,1,0,calle del Abeto,Madrid,Gargantilla del Lozoya,,es,40.9656621,-3.7188554,False,https://www.idealista.com/inmueble/99922916/,"SE VENDE en GARGANTILLA DEL LOZOYA, Pajar para rehabilitar con amplia parcela delantera, en casco urbano.  Parcela de 266 m2 con 273 m2 libres En este momento hay 107 m2 construidos y se pueden hacer dos plantas + bajo cubierta. en total 250 m2.  Tiene Luz, Agua del canal de Isabel II y Alcantarillado porque es Casco Urbano.   Gargantilla del Lozoya, pueblo con mucho encanto situado en el valle del Lozoya. Cuenta con todos los servicios necesarios para la vida cotidiana y una red de autobuses interurbanos la cual en pocos minutos llega a los pueblos mas importantes como Lozoyuela y Buitrago del Lozoya. El pueblo cuenta con Pisicina municipal, pistas de padel, parques y jardines, un buen supermercado, Farmacia y bares y restaurantes. Ven a verlo y querrás quedarte a disfrutar de los encantos de esta sierra norte de Madrid. a tan solo 40 minutos del centro de la capital. Totalmente disponible. SN 2010 - ""Un cambio de vida"" NO COBRAMOS HONORARIOS AL COMPRADOR.",False,renew,False,,673.0,False,False,False,False,[],False,False,72000.0,€,76000.0,4000.0,5.0,,,chalet,Gargantilla del Lozoya,Chalet en calle del Abeto,GARGANTILLA_PAJAR,,
106062325,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/6a/e3/1343885775.webp,26,,499000.0,chalet,sale,296.0,,4,2,calle del Pozo,Madrid,Mataelpino,,es,40.7327067,-3.9542022,False,https://www.idealista.com/inmueble/106062325/,"Vivienda unifamiliar independiente de dos alturas sobre rasante, ubicado en el municipio de El Boalo, provincia Madrid. Construido en 2004, este chalet independiente se asienta sobre una parcela de 1085 m² y consta de planta sótano y planta baja. Cuenta con una superficie aproximada de 297 m² y se distribuye en salón-comedor, cocina independiente amueblada con armarios altos y bajos, 4 dormitorios con armarios empotrados, 2 baños y porche. La parcela no edificada se destina a jardin y piscina. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de las carreteras M-615 y M-617.",False,good,False,,1686.0,False,False,False,False,[],False,False,499000.0,€,,,,,,chalet,Mataelpino,Casa independiente en calle del Pozo,235,,independantHouse
107715162,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/21/db/1320646409.webp,22,,298000.0,chalet,sale,276.0,,3,4,Eurovillas,Madrid,Eurovillas,,es,40.3424726,-3.2529428,False,https://www.idealista.com/inmueble/107715162/,"Vivienda singular, sobre parcela de 1.103 metros cuadrados en una planta, con un estilo contemporáneo y moderno de 278 metros construidos. Esta vivienda es versátil, pudiéndose ampliar los espacios o bien mantener separados permitiendo dos viviendas independientes. Cuenta con un salón abovedado con más de 6 metros, cocina independiente, dos dormitorios con baño completo cada uno y zona de lavandería. Anexa a la misma se encuentra un estudio en dos alturas con baño completo y un taller con aseo, ambas instalaciones cuentan con entrada desde el exterior independiente, pudiéndose comunicar desde el interior. Posicionada estratégicamente, con salida posterior directa al campo esta vivienda tiene exterior chapado y el interior está lleno de detalles edificativos. Dispone de garaje cerrado para dos coches. Impuestos y gastos no incluidos en el precio.",False,good,False,,1080.0,True,False,False,False,[],False,False,298000.0,€,,,,True,True,chalet,Eurovillas,Casa independiente,,,independantHouse
108885351,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/41/ce/1357931165.webp,45,,449000.0,chalet,sale,454.0,,7,4,paseo de los Olivos,Madrid,Móstoles,Coimbra - Guadarrama,es,40.3011218,-3.9344039,False,https://www.idealista.com/inmueble/108885351/,"GARANTÍA INMOBILIARIA VENDE espectacular chalet independiente en el entorno residencial de PARQUE COIMBRA. Esta impresionante vivienda, situada en una amplia parcela de 622 m² y con una superficie construida de 454 m², se distribuye en cuatro plantas y ofrece espacios generosos, versátiles y luminosos, ideales para quienes buscan calidad de vida, amplitud y confort en una de las zonas más tranquilas y mejor comunicadas del suroeste de Madrid. La planta principal alberga una cocina independiente, un amplio salón y un baño completo con plato de ducha. En esta planta también destaca la calidad de los acabados, como las paredes lisas, puertas blancas, suelo de tarima y ventanas climalit con doble cerramiento, que garantizan un excelente aislamiento térmico y acústico, así como una estética moderna y cuidada. La primera planta ofrece cuatro dormitorios, uno de ellos con armario empotrado, y un baño completo con bañera. Al igual que en la planta inferior, se mantienen los mismos acabados de calidad, lo que aporta continuidad y elegancia a toda la vivienda. En la última planta se ubica un baño con jacuzzi y un dormitorio adicional, proporcionando un espacio extra perfecto como despacho, zona de juegos, dormitorio juvenil o cuarto de invitados. En la planta sótano nos encontramos con una completa zona de día y ocio compuesta por una cocina, un comedor, un salón con chimenea que invita al relax, un baño, un gimnasio con sauna y una plaza de garaje con espacio para 2 vehículos. Además, esta planta cuenta con dos dormitorios adicionales, perfectos para invitados, despacho o como zona polivalente. En el exterior, la vivienda cuenta con un porche ideal para disfrutar de las tardes al aire libre y una piscina climatizada, perfecta para su uso durante todo el año. Todo ello rodeado de un entorno ajardinado que aporta privacidad y tranquilidad. La casa dispone de aire acondicionado y se encuentra en una ubicación inmejorable, próxima al Centro Comercial Intu Xanadú, con acceso a múltiples paradas de autobús, zonas verdes, parques y todo tipo de comercios y servicios. Una zona residencial que ofrece la calma de las afueras sin renunciar a la cercanía y conexión con Madrid capital. ¡FINANCIACIÓN HASTA UN 100%! No dude en ponerse en contacto con nosotros y venga a visitarla sin ningún compromiso. GARANTÍA INMOBILIARIA, PROTEGEMOS TU FUTURO.",False,good,False,,989.0,False,False,False,False,[],False,False,449000.0,€,,,,True,True,chalet,"Coimbra - Guadarrama, Móstoles",Casa independiente en paseo de los Olivos,,,independantHouse
108471905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/1c/43/1353334363.webp,19,3,780000.0,flat,sale,140.0,True,4,2,Barrio Palacio,Madrid,Madrid,Centro,es,40.4125487,-3.7106053,False,https://www.idealista.com/inmueble/108471905/,"¡Oportunidad única para reformar a tu gusto en el centro de Madrid! Inmobiliarias Encuentro vende este amplio piso de 140 m² situado en una tercera planta con ascensor, en una finca bien conservada y con una ubicación inmejorable cerca de Puerta de Toledo y a pocos minutos andando de La Latina, con conexión directa mediante la línea 5 de metro y varias líneas de autobús. La vivienda destaca por su gran luminosidad y sus generosos espacios. Dispone de un salón comedor muy amplio con salida directa a DOS TERRAZAS, que aportan ventilación cruzada, luz natural durante todo el día y un entorno agradable para disfrutar al aire libre.  La cocina es independiente y tiene un excelente tamaño, con muchas posibilidades de reforma. Cuenta con cuatro habitaciones, todas con ventana, lo que garantiza una buena entrada de luz y ventilación.  Dispone además de dos baños completos, ambos con plato de ducha. El inmueble está para reformar, lo que ofrece amplias posibilidades de redistribución para adaptarlo a tus necesidades, ya sea como vivienda familiar o inversión. Gracias a sus dimensiones, luz natural, terrazas y ubicación privilegiada, esta propiedad tiene un enorme potencial para convertirse en una vivienda exclusiva en uno de los barrios con más historia y vida de Madrid. ¡No dejes pasar esta oportunidad para crear el hogar que imaginas o realizar una inversión segura en el centro de la ciudad! ¡Financiación a tu medida! Con FINMOO tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! ¿Buscas comprar una vivienda y personalizarla a tu gusto? Descubre REFORTECA. Te ofrecemos un servicio único para la localización y compra de la vivienda que deseas, la personalización de la reforma y la obtención de una hipoteca; o si solo necesitas reformar, te conseguimos la financiación hipotecaria necesaria y te proporcionamos los profesionales para llevarla a cabo.",False,renew,False,True,5571.0,False,False,False,False,[],False,False,780000.0,€,790000.0,10000.0,1.0,,,flat,"Palacio, Madrid",Piso,IE02-CAVAL9,Palacio,
108552367,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/9d/ba/1348239473.webp,68,,2600000.0,chalet,sale,500.0,,4,5,"avenida de Luis García Cereceda, 8",Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,40.4056432,-3.7981778,True,https://www.idealista.com/inmueble/108552367/,"Espectacular Chalet de Lujo en la Exclusiva Avenida Luis García Cereceda Descubra la magnificencia de este espectacular chalet de lujo de 500 m², una joya arquitectónica ubicada en la prestigiosa Avenida Luis García, en el corazón de una de las zonas más codiciadas. Este inmueble redefine el concepto de exclusividad y confort, ofreciendo un estilo de vida inigualable. Distribuido en amplios espacios, la propiedad cuenta con cinco espaciosas habitaciones y seis baños elegantemente diseñados, garantizando privacidad y comodidad para toda la familia. La luminosidad inunda cada rincón, realzando la exquisita selección de materiales y acabados de alta calidad. Experimente la vida al aire libre en sus cuatro fabulosas terrazas, ideales para momentos de relax o para disfrutar de memorables reuniones. Además, este chalet se distingue por su impresionante piscina privada, un oasis de tranquilidad para refrescarse y disfrutar del sol. La comodidad está asegurada con dos plazas de parking, ofreciendo la máxima facilidad de acceso. ¡No pierda la oportunidad de adquirir este exclusivo chalet y vivir en un entorno de lujo, rodeado de belleza y todas las comodidades imaginables!",True,good,False,,5200.0,False,False,False,False,[],False,False,2600000.0,€,,,,,,chalet,"La Finca, Pozuelo de Alarcón","Chalet adosado en avenida de Luis García Cereceda, 8",,La Finca,terracedHouse
108519767,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/2b/e9/1347336078.webp,10,4,695000.0,flat,sale,79.0,False,2,1,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4230744,-3.6765321,False,https://www.idealista.com/inmueble/108519767/,"Belton Real Estate presenta vivienda en una cuarta y luminosa planta, con una superficie de 79 metros cuadrados. El inmueble consiste en dos amplias habitaciones, un baño, cocina independiente y salón. Se ubica en la prestigiosa zona de Salamanca - Goya, con sus calles arboladas, arquitectura clásica y amplia oferta comercial, gastronómica y cultural, además, muy bien conectada a través de transporte público. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,8797.0,False,False,False,False,[],False,False,695000.0,€,,,,,,flat,"Goya, Madrid",Piso,JJ0,Goya,
107012678,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/fa/be/1324129257.webp,35,,640000.0,chalet,sale,150.0,,4,3,"calle Antonio Lanzuela, 9",Madrid,Madrid,Tetuán,es,40.4666285,-3.7017575,True,https://www.idealista.com/inmueble/107012678/,"ImNova Homes presenta una vivienda luminosa de cuatro alturas, 4 habitaciones, 3 baños, 3 terrazas al exterior con luz y un balcón, la casa cuenta con placas solares, así como la cocina y baño reformado. La vivienda se encuentra ubicado en la codiciada zona de Valdeacederas, ideal para familias o inversores que buscan un proyecto con múltiples posibilidades de reforma.  La vivienda cuenta con una estructura sólida y una distribución que permite diversas configuraciones, consta de 4 plantas. La propiedad se beneficia de su cercanía a servicios esenciales, como transporte público, tiendas y áreas recreativas, lo que la convierte en una opción atractiva para futuros inquilinos y compradores. Además, la zona de Valdeacederas está en constante crecimiento, lo que asegura una buena rentabilidad a largo plazo. No dejes pasar esta oportunidad, contáctanos para realizar tu visita.",True,renew,False,,4267.0,False,False,False,False,[],False,False,640000.0,€,,,,True,True,chalet,"Valdeacederas, Madrid","Chalet adosado en calle Antonio Lanzuela, 9",,Valdeacederas,terracedHouse
106813964,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/5d/fc/1294858611.webp,35,1,348000.0,flat,sale,98.0,True,3,1,calle de la Coruña,Madrid,Alcalá de Henares,Juan de Austria,es,40.4871614,-3.3543807,False,https://www.idealista.com/inmueble/106813964/,"¡Bienvenido a tu nuevo hogar en Alcalá de Henares! Este piso, ubicado en una ciudad declarada Patrimonio de la Humanidad, te ofrece una experiencia de vida única. Con 98 m² de superficie, este amplio y luminoso piso ha sido recientemente reformado y se encuentra en impecables condiciones. Disfruta de un salón/comedor independiente, tres dormitorios con armarios empotrados y un baño completo. La cocina es acogedora y funcional, ideal para tus momentos culinarios. La orientación Este-Oeste garantiza luz natural durante todo el día, mientras que las ventanas climalit aseguran aislamiento térmico y acústico. Además, cuenta con calefacción y aire acondicionado para tu máximo confort. La accesibilidad es un punto fuerte, ya que el edificio dispone de ascensor y acceso adaptado para personas con movilidad reducida. Su ubicación es inmejorable, rodeada de servicios y con excelente conectividad mediante transporte público y vías principales. Este fabuloso piso se encuentra en un entorno espectacular dotado de todos los servicios andando, como farmacias, comercios, colegios, institutos, el Centro de Salud juan de Austria, la galería comercial ""Juan de Austria"", el centro comercial El Val y la Ciudad Deportiva El Val, así como numerosas áreas verdes y la Facultad de Derecho de la Universidad de Alcalá de Henares. No pierdas la oportunidad de vivir en este magnífico piso en una de las ciudades más emblemáticas de la Comunidad de Madrid. ¡Contacta con nosotros para más información y ven a visitarlo!",False,good,False,True,3551.0,False,False,False,False,[],False,False,348000.0,€,,,,,,flat,"Juan de Austria, Alcalá de Henares",Piso en calle de la Coruña,,,
107153595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/da/68/1304599071.webp,4,3,112000.0,flat,sale,67.0,True,1,1,"calle de Zaida, 9",Madrid,Madrid,Carabanchel,es,40.3978519,-3.7340766,True,https://www.idealista.com/inmueble/107153595/,"Venta de Piso en San Isidro – Madrid En Servicheck, ponemos a la venta este piso ubicado en el barrio de San Isidro, Madrid. Nota importante: Actualmente, la vivienda está OKUPADA y no es posible realizar visitas. La vivienda cuenta con: 1 habitación Salón-comedor Cocina 1 baño El inmueble está situado en la tercera planta del edificio y se encuentra en una ubicación privilegiada en el centro de Madrid, muy cerca de la Autopista de Circunvalación M-30. Servicios cercanos: Escuelas Supermercados Bancos Farmacias Centros deportivos Estación de metro Carpetana Estación de tren Laguna Para más información, no dudes en ponerte en contacto con Monica al 695_243_251. ¡Solicita más detalles hoy mismo en SERVICHECK!",False,good,False,False,1672.0,False,False,False,False,[],False,False,112000.0,€,,,,,,flat,"San Isidro, Madrid","Piso en calle de Zaida, 9",VentaF-Zaida,San Isidro,
108764454,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/9c/b5/1354460837.webp,17,bj,485000.0,flat,sale,60.0,False,2,1,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,40.42411,-3.6772867,False,https://www.idealista.com/inmueble/108764454/,"NUM te presenta esta atractiva vivienda interior ubicada en la calle General Díaz Porlier, en una finca clásica de 1930 con portero físico y ascensor, situada en el consolidado barrio de Goya, dentro del prestigioso distrito de Salamanca. Reformada con gusto y completamente amueblada, esta propiedad representa una excelente oportunidad tanto para residencia como para inversión. Con 60 metros, la vivienda se distribuye en dos dormitorios y un baño, con una cocina equipada, aire acondicionado, calefacción central y una planificación funcional que optimiza cada metro. Gracias a su terraza y grandes ventanales, cuenta con buena entrada de luz natural, lo que aporta una agradable sensación de amplitud. Una propuesta ideal para quienes buscan una propiedad reformada, bien comunicada y con todos los servicios a su alrededor, en una de las zonas con mayor proyección de Madrid y alta demanda de alquiler tanto residencial como temporal.",False,good,False,True,8083.0,False,False,False,False,[],False,False,485000.0,€,,,,,,flat,"Goya, Madrid",Piso en calle del General Díaz Porlier,,Goya,
107965204,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/b0/96/1329668175.webp,1,bj,137000.0,duplex,sale,150.0,True,4,1,plaza del Maestro Almeida,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,40.6563738,-3.7697623,False,https://www.idealista.com/inmueble/107965204/,"PISO OCUPADO POR PERSONA SIN JUSTO TÍTULO ESTE INMUEBLE DEBIDO A SU ESTADO OCUPACIONAL NO ADMITE VISITAS IDEAL PARA INVERSORES Amplia vivienda tipo dúplex de 150 m², según Catastro e incluyendo elementos comunes. La vivienda está distribuida en dos plantas y cuenta con salón-comedor, cuatro dormitorios, cocina, un cuarto de baño y terraza. Cuenta con el uso exclusivo del patio de luces del bloque, al que se accede desde la planta baja de la vivienda. (La distribución de la vivienda es orientativa y no ha podido ser comprobada). Muy bien comunicado por carretera (M-607) y transporte público. A 5 minutos en coche de la estación Cercanías-Renfe de 'Colmenar Viejo'. Próximo a todo tipo de servicios e infraestructuras como centros educativos (Colegio Público Tirso de Molina), comercios, supermercados, farmacias, zonas verdes...",False,good,False,False,913.0,False,False,False,False,[],False,False,137000.0,€,,,,,,flat,"El Olivar - La Magdalena, Colmenar Viejo",Dúplex en plaza del Maestro Almeida,,,duplex
107469572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/f8/61/1313685476.webp,36,2,509000.0,flat,sale,98.0,True,2,2,calle del Marqués de Toca,Madrid,Madrid,Centro,es,40.4107382,-3.6952905,False,https://www.idealista.com/inmueble/107469572/,"¡Oportunidad única en pleno centro de Madrid! Te presentamos este espectacular piso totalmente reformado en la calle Marqués de Toca, en el corazón del Distrito Centro, una ubicación inmejorable que te permitirá disfrutar de todo lo que la ciudad tiene para ofrecer. Con 98 metros cuadrados construidos, esta propiedad en segunda planta sin ascensor ha sido cuidadosamente renovada, ofreciendo un espacio moderno, luminoso y lleno de encanto. Dispone de dos amplios dormitorios, perfectos para adaptarse a tus necesidades, y dos cuartos de baño completos con platos de ducha de obra, uno de ellos en suite para mayor comodidad y privacidad. El salón cuenta con acceso a un precioso balcón exterior, ideal para disfrutar de la tranquilidad y las vistas, un detalle que aporta un toque único al hogar. Además, la vivienda ha actualizado tanto la instalación eléctrica como el cuadro eléctrico, así como la fontanería, lo que asegura un alto estándar de calidad y seguridad. Los acabados de la vivienda son de alta gama, con suelos de tarima, ventanas oscilobatientes de PVC con puente térmico que garantizan un aislamiento perfecto, tanto térmico como acústico. Cuenta con importantes conexiones de transporte público, a pocos minutos caminando se encuentra la parada de Metro de Antón Martin (Línea 1) y a 5 minutos de Atocha (todas las líneas de Cercanías y AVE) y líneas de autobús. ¡Contáctanos para obtener más información!",True,good,False,False,5194.0,False,False,False,False,[],False,False,509000.0,€,,,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle del Marqués de Toca,,Lavapiés-Embajadores,
107728171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/c5/5a/1321044141.webp,13,2,1299000.0,flat,sale,101.0,True,3,3,calle de Hermosilla,Madrid,Madrid,Barrio de Salamanca,es,40.425919,-3.6732635,False,https://www.idealista.com/inmueble/107728171/,"Domus Aurea Capital presenta este fantástico piso ubicado en el prestigioso barrio de Salamanca, en la zona de Goya.  Vivienda de 101m2 ubicada en una finca de 1964, se sitúa en una segunda planta interior y actualmente se encuentra en obras, permitiendo personalizar cada detalle a su gusto, entregándose finalmente completamente amueblada y equipada. Se distribuye en salón-comedor con cocina integrada, tres dormitorios y tres baños completos. Aire acondicionado, calefacción comunitaria y ascensor, garantizando confort y comodidad. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,12861.0,False,False,False,False,[],False,False,1299000.0,€,,,,,,flat,"Goya, Madrid",Piso en calle de Hermosilla,4960,Goya,
