propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,newDevelopmentFinished,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
107675297,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/9e/84/1357074381.webp,22,1,828000.0,flat,sale,95.0,True,3,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,Ibiza,40.4155823,-3.6726596,False,https://www.idealista.com/inmueble/107675297/,"Exclusivo piso reformado y amueblado a pasos del Retiro Sofisticado piso de 95 m2 a pasos del Retiro, se vende totalmente renovado y amueblado con un diseño que privilegia funcionalidad y confort.  Al entrar, encontramos un ambiente cuidadosamente decorado que nos lleva primero al salón, donde la cocina integrada, moderna y completamente equipada, se convierte en el corazón del hogar. Sus 90 m2 habitables se distribuyen en 3 habitaciones amplias y luminosas, además de dos baños, uno de ellos en suite en la habitación principal, que promete momentos de relajación y privacidad. Los suelos de parquet añaden calidez y sofisticación, mientras que el diseño interior cuidadosamente amueblado garantiza un ambiente acogedor y estilizado.  Calefacción descentralizada, puerta de seguridad además de la presencia de un conserje elevan la seguridad de esta propiedad. En fin, un extraordinario piso para disfrutar de la vida del barrio de Ibiza y de sus 2 vibrantes bulevares.  Se vende amueblado y a estrenar todo. Pregúntanos más sobre este piso. No cobramos al comprador. Ubicada en el prestigioso barrio de Ibiza, ya sinónimo de exclusividad, conocido por sus elegantes avenidas arboladas, boutiques de diseñadores de renombre y una selección de restaurantes gourmet que deleitan incluso a los paladares más exigentes. La infraestructura en esta área es inmejorable. La estación de metro más cercana está a solo 5 minutos a pie, proporcionando un acceso rápido y conveniente a toda la ciudad. En coche, el Aeropuerto se encuentra a solo 20 minutos, facilitando los viajes internacionales. Además, la proximidad al Parque del Retiro, a menos de 10 minutos caminando, ofrece un refugio verde ideal para actividades al aire libre, como paseos relajantes o sesiones de jogging matutinas. El entorno cultural es igualmente impresionante, con el Museo del Prado y el Museo Reina Sofía a corta distancia en coche o transporte público, ofreciendo un banquete de arte e historia.  En resumen, esta ubicación no solo proporciona un hogar, sino un estilo de vida exclusivo en uno de los barrios más codiciados de Madrid.",False,good,False,True,8716.0,True,False,False,False,[],False,False,828000.0,€,,,flat,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,Top,W-02Z4KU,,,,,,
103521452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/9a/5d/1192137870.webp,19,,725000.0,chalet,sale,317.0,,4,4,"calle Josefina Castellvi, 14",Madrid,Colmenar Viejo,Cerca Tejera,es,,40.67992,-3.77615,True,https://www.idealista.com/obra-nueva/103521452/,"IMPRESIONANTE CHALET EN UNA DE LAS MEJORES URBANIZACIONES DEL NORTE DE MADRID  OLIVO DE COLMENAR BY AGRUPPA HOMES  Cuatro dormitorios, dos de ellos en suite  Zona living de aproximadamente 100m2 Bonito y tranquilo jardín Cuatro cuartos de baño  Trastero  Dos plazas de garaje  Maravilloso diseño con el sello de Agruppa Homes & Aparicio Arquitectos Alta memoria de calidades Calificación energética A  VIVIR EN OLIVO DE COLMENAR BY AGRUPPA HOMES  Imagina despertarte cada mañana con las vistas de la majestuosa Pedriza. Imagina poder dar un paseo por sus bosques, escuchar el canto de los pájaros y respirar el aire puro de la sierra.  La Pedriza forma parte del Parque Nacional de la Sierra de Guadarrama, el espacio natural protegido más grande de la Comunidad de Madrid que comparte espacio con la impresionante provincia de Segovia.  Naturaleza en todo su esplendor, paisajes increíbles, deportes de montaña, preciosos pueblos de Madrid y Segovia, y contemplar sus formaciones geológicas únicas, Una gastronomía impresionante y una riqueza cultural y monumental generada a través de siglos de historia. Esto es lo que puedes vivir si decides comprar uno de los 32 maravillosos chalets de Agruppa Homes en La Tejera (Colmenar Viejo), situados a tan solo 15 kilómetros de semejante reserva natural y que te ofrecen lo mejor de las dos orillas: la tranquilidad y la belleza de la naturaleza, y, a tan solo 20 minutos en coche, la comodidad y las oportunidades de Madrid, una de las capitales más atractivas del mundo en todos los sentidos.  A todo lo anterior añade que Colmenar Viejo, una joya bien conservada entre los pueblos del norte de Madrid, dispone, dentro del propio municipio, de absolutamente todos los servicios: comercio, educación, sanidad, transporte deporte, cultura, etc. Si estás buscando una vivienda que te permita disfrutar de la naturaleza y de la vida al aire libre, rodeado de naturaleza y a un paso de la ciudad, Olivo de Colmenar by Agruppa Homes es una opción realmente única.  Infórmate en.",False,newdevelopment,True,,2287.0,True,False,False,False,[],False,False,725000.0,€,True,True,chalet,"Cerca Tejera, Colmenar Viejo","Chalet adosado en calle Josefina Castellvi, 14",Top,A3,False,terracedHouse,,,,
107680407,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/86/5d/1352483948.webp,12,,1075000.0,chalet,sale,317.0,,5,5,"calle Cosme Damián Churruca, 2",Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4259397,-3.9202067,True,https://www.idealista.com/obra-nueva/107680407/,"Nueva Promoción en El Pastel, Boadilla Infinity II  Presentamos Boadilla Infinity II, la nueva promoción de Asentis en Boadilla del Monte, tras el éxito de Boadilla Infinity I. Esta exclusiva promoción consta de 14 chalets pareados, diseñados para ofrecer el máximo confort y privacidad a toda la familia.  Ubicada en la prestigiosa zona de El Pastel, en Boadilla Infinity II podrás disfrutar de una vida rodeada de naturaleza y con una amplia oferta de servicios a tu disposición: farmacias, supermercados, colegios y zonas verdes, garantizando una vida cómoda y práctica.  Cada chalet, cuenta con una superficie construida de más de 315 m² y amplias zonas exteriores privadas de más 240 m², que incluyen una piscina privada, ideal para disfrutar de momentos inolvidables con familiares y amigos en total privacidad.  Estos hogares de lujo cuentan con 5 dormitorios distribuidos en tres plantas, maximizando el espacio y la funcionalidad. Destaca su salón de doble altura que conecta visualmente con la planta superior, ofreciendo un diseño contemporáneo y elegante.  No podemos olvidar el espacio multifuncional de más de 65 m² en la tercera planta. Gracias al patio inglés, disfrutarás de abundante luz natural, ideal para crear una oficina, un gimnasio o una sala de juegos, donde toda la familia podrá disfrutar. Llámanos y reserva tu cita para descubrir todos los detalles de esta exclusiva promoción.",True,newdevelopment,True,,3391.0,True,False,False,False,[],False,False,1075000.0,€,True,True,chalet,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle Cosme Damián Churruca, 2",Top,05,False,semidetachedHouse,,,,
107680388,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/dd/37/1352483632.webp,12,,1085000.0,chalet,sale,317.0,,5,5,"calle Cosme Damián Churruca, 2",Madrid,Boadilla del Monte,Cortijo Sur,es,,40.4259397,-3.9202067,True,https://www.idealista.com/obra-nueva/107680388/,"Nueva Promoción en El Pastel, Boadilla Infinity II  Presentamos Boadilla Infinity II, la nueva promoción de Asentis en Boadilla del Monte, tras el éxito de Boadilla Infinity I. Esta exclusiva promoción consta de 14 chalets pareados, diseñados para ofrecer el máximo confort y privacidad a toda la familia.  Ubicada en la prestigiosa zona de El Pastel, en Boadilla Infinity II podrás disfrutar de una vida rodeada de naturaleza y con una amplia oferta de servicios a tu disposición: farmacias, supermercados, colegios y zonas verdes, garantizando una vida cómoda y práctica.  Cada chalet, cuenta con una superficie construida de más de 315 m² y amplias zonas exteriores privadas de más 240 m², que incluyen una piscina privada, ideal para disfrutar de momentos inolvidables con familiares y amigos en total privacidad.  Estos hogares de lujo cuentan con 5 dormitorios distribuidos en tres plantas, maximizando el espacio y la funcionalidad. Destaca su salón de doble altura que conecta visualmente con la planta superior, ofreciendo un diseño contemporáneo y elegante.  No podemos olvidar el espacio multifuncional de más de 65 m² en la tercera planta. Gracias al patio inglés, disfrutarás de abundante luz natural, ideal para crear una oficina, un gimnasio o una sala de juegos, donde toda la familia podrá disfrutar. Llámanos y reserva tu cita para descubrir todos los detalles de esta exclusiva promoción.",True,newdevelopment,True,,3423.0,True,False,False,False,[],False,False,1085000.0,€,True,True,chalet,"Cortijo Sur, Boadilla del Monte","Chalet pareado en calle Cosme Damián Churruca, 2",Top,10,False,semidetachedHouse,,,,
107898783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/ca/a7/1327716629.webp,12,bj,248000.0,flat,sale,93.0,True,2,2,"calle San Isidro, 12",Madrid,Getafe,Getafe Centro,es,,40.3044529,-3.7258526,True,https://www.idealista.com/obra-nueva/107898783/,"Oportunidad de inversión con precios de lanzamiento de promoción. Viviendas de 2 dormitorios modernas, funcionales y eficientes, situadas en el centro de Getafe para un estilo de vida activo y urbano. Trastero incluido en el precio. Personalización de acabados y forma de pago flexible. Excelente ubicación: a menos de 17 min andando de la parada de metro Alonso de Mendoza y de la parada de Getafe Centro con cercanías también, a 270 metros del centro de salud Juan de la Cierva, a 350 m del supermercado más cercano, a 600 metros del Ayuntamiento y a 950 m del polideportivo.",False,newdevelopment,True,True,2667.0,True,False,False,False,[],False,False,248000.0,€,,,flat,"Getafe Centro, Getafe","Piso en calle San Isidro, 12",Top,7008-VI-000-000-BJB-00B,False,,,,,
107515931,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/9b/da/1327795220.webp,10,1,717000.0,flat,sale,128.0,True,2,2,"calle Alejandro Ferrant, 26",Madrid,Madrid,Arganzuela,es,Delicias,40.3948864,-3.6918765,True,https://www.idealista.com/obra-nueva/107515931/,"QUEDAN DISPONIBLES 7 DE LAS 12 VIVIENDAS DE LA PROMOCIÓN CALLE ALEJANDRO FERRANT 26 ENTREGA EN SEPTIEMBRE DE 2025 Ubicación excelente, conectividad inmejorable y un diseño moderno en pleno corazón de Madrid. En una cuidada y tranquila calle del Barrio de Delicias, en el distrito de Arganzuela, se encuentra Alejandro Ferrant 26. Una promoción de obra nueva con solo 12 viviendas, que combina diseño contemporáneo, eficiencia energética y una ubicación excelente para quienes buscan calidad de vida en Madrid. Alejandro Ferrant 26 es un edificio de nueva construcción con una fachada moderna, marcada por líneas rectas en la destacan los cristales, presentes en los grandes ventanales y las barandillas. Una estilizada palillería oculta los tendederos ventilados a la fachada. Materiales actuales le aportan una estética limpia, atemporal y de fácil mantenimiento. ESPACIOS BIEN PENSADOS EN UNA UBICACIÓN INMEJORABLE - Espacios luminosos - Arquitectura que optimiza los espacios - Distribuciones que maximizan el uso del espacio, ofreciendo estancias bien logradas, cómodas, funcionales y con abundante luz natural y ventilación cruzada - Viviendas exteriores en todas sus estancias, lo que permite que la luz natural inunde cada espacio, aportando calidez a los hogares y un continuo disfrute del maravilloso cielo de Madrid. - Terrazas para el disfrute del cielo y el sol. Cada vivienda cuenta con un espacio exterior ideal para disfrutar del aire libre, tener plantas, tomar una copa, leer un libro. Disfrutar de momentos, sin ruidos ni tráfico en una calle tranquila y silenciosa. Comodidades adicionales: - Tendederos independientes, equipados con lavadora y secadora, un espacio de lavandería práctico y bien concebido. - La mayoría de las viviendas cuentan con trastero, un valioso desahogo para guardar ropa de temporada, gadgets y otros objetos, sin renunciar al espacio en casa. - Piscina comunitaria, perfecta para refrescarse durante el verano. - Sistema de climatización por suelo radiante/refrigerante y paneles solares para una climatización confortable y sostenible, además de un invaluable ahorro en tus facturas. CONECTIVIDAD Y UBICACIÓN - Una atractiva combinación de calidad de vida y buena conectividad. - Conexión directa con el resto de Madrid: - A pocos minutos de tres estaciones de metro y una de Cercanías y varias líneas de autobús, estarás perfectamente comunicado con el centro y otras zonas de la ciudad. - Ocio y naturaleza a un paso: Muy próximo a espacios verdes emblemáticos como Madrid Río y el parque Enrique Tierno Galván y el Planetario. Además, la zona ofrece una interesante oferta cultural y de ocio con lugares como el centro internacional de cultura y de creación artística “Matadero” o el centro comercial Plaza Río, donde encontrar todo tipo de tiendas, restaurantes y entretenimiento. - Ubicación privilegiada dentro de Delicias: Siendo Delicias un barrio concurrido y dinámico, ALEJANDRO FERRANT 26 se encuentra en una tranquila y cuidada calle exclusivamente residencial y con solo dos edificios, utilizada únicamente por los residentes y visitantes. Esto permite ofrecer un ambiente sosegado, alejado del ruido habitual de la zona, y a la vez muy cerca de todos los servicios necesarios. UNA INVERSIÓN QUE CRECE CONTIGO La zona de Delicias y Arganzuela está viviendo un proceso de modernización y trasformación, impulsado por un creciente interés en el área, lo que asegura una revalorización de tu propiedad. La proximidad a proyectos de renovación y mejoras urbanísticas en Delicias y, en general, en Arganzuela, incrementará el valor de tu inmueble a mediano plazo. Alejandro Ferrant 26 es, en definitiva, una fantástica oportunidad de vivir en una promoción de calidad, con diseño, comodidad y una ubicación estratégica, con la certeza de estar adquiriendo una propiedad que ganará valor.",True,newdevelopment,True,True,5602.0,True,False,False,False,[],False,False,717000.0,€,True,False,flat,"Delicias, Madrid","Piso en calle Alejandro Ferrant, 26",Top,1-A,False,,,,,25000.0
106693804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/4c/48/1291177935.webp,13,7,1898810.0,penthouse,sale,98.0,True,2,2,"calle Santa Engracia, 96",Madrid,Madrid,Chamberí,es,Almagro,40.4381259,-3.699808,True,https://www.idealista.com/obra-nueva/106693804/,"¡Ático! ¡Con sus dos habitaciones cuenta con terraza y piscina privada en lo más alto, así como una de las mejores vistas del barrio de Chamberí!  En su estilo vanguardista, integral, funcional y de gran calidad te entrega un gran espacio con todo lo necesario, adicionalmente podrás aprovechar su amplia terraza, fácil acceso al salón y a la cocina, así como todo lo que el piso te ofrece para una gran comodidad diaria logrando captar en todos sus espacios y ambos frentes de iluminación natural inigualable, amplitud y GRAN vista. ! Terraza 76.92 m2.",False,,True,True,19376.0,True,False,False,False,[],False,False,1898810.0,€,,,flat,"Almagro, Madrid","Ático en calle Santa Engracia, 96",Top,Ático,False,penthouse,,,,
108851075,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/7e/9f/1357042931.webp,57,1,359900.0,duplex,sale,80.0,True,3,1,"calle de Santa Genoveva, 14",Madrid,Madrid,Ciudad Lineal,es,Ventas,40.4254633,-3.6485813,True,https://www.idealista.com/inmueble/108851075/,"TengoTuCasa presenta este encantador dúplex completamente reformado, situado en la calle Santa Genoveva. Se trata de una propiedad lista para entrar a vivir, ubicada en una de las zonas más consolidadas y con mejor proyección de Madrid. Tienen un alquiler estimado de 1500€. En la planta principal encontramos un acogedor salón-comedor independiente, con una excelente entrada de luz natural gracias a sus ventanales, equipado con aire acondicionado y calefacción. Se integra perfectamente gracias a el mobiliario y una decoración actual y neutra, además tiene vistas directas a las zonas ajardinadas de la finca. La cocina, también independiente, ha sido diseñada con un enfoque práctico y contemporáneo. Está equipada con electrodomésticos nuevos: horno, vitrocerámica, campana, frigorífico, lavavajillas y televisión, todos ellos con garantía. También se ha habilitado una zona de lavandería independiente, equipada con lavadora y armarios altos para almacenamiento adicional. La vivienda cuenta con tres dormitorios (uno principal y dos individuales), todos con armarios empotrados y buena iluminación. El dormitorio principal también incluye aire acondicionado. El baño ha sido renovado con materiales de calidad, dispone de plato de ducha y ventilación natural. La reforma integral ha sido llevada a cabo por Decor@rte Madrid, empresa especializada con años de experiencia y garantía certificada. Sus oficinas a pie de calle en Madrid ofrecen atención personalizada, lo que genera una tranquilidad añadida ante cualquier imprevisto o consulta futura. La vivienda cuenta con suelo de tarima flotante AC5, resistente y elegante, combinado con cerámica en baño y cocina. Las paredes son lisas y en tonos neutros, y las puertas de paso han sido renovadas con un diseño actual. Dispone de calefacción individual por gas natural y aire acondicionado en salón y dormitorio principal, lo que garantiza el confort en cualquier época del año.  En cuanto a la ubicación, la vivienda se encuentra en una zona privilegiada, rodeada de todos los servicios. A escasos metros están el Centro Cultural La Elipa y la Biblioteca Pública Municipal. Para familias, destacan centros educativos como el CEIP Gustavo Adolfo Bécquer, el Colegio Espíritu Santo y el Colegio SEI La Merced. Además, el Parque de La Elipa, a solo cinco minutos caminando, proporciona un entorno perfecto para el ocio y el descanso, con zonas infantiles y amplias áreas verdes. A nivel de transporte, la conexión es excelente: la estación de Metro La Elipa (Línea 2) y múltiples líneas de autobús se encuentran a corta distancia (110, 113, 15, 210, 28 y 71). En vehículo privado, el acceso directo a la Avenida Marqués de Corbera y a la M30 facilita los desplazamientos. Por su calidad, distribución y ubicación, esta vivienda representa una excelente oportunidad tanto para vivir como para invertir, con una alta rentabilidad garantizada en una zona con demanda constante. Contáctanos y ven a conocerla. Tu próxima casa te está esperando. TengoTuCasa, la Inmobiliaria de las 3.000 reseñas.",False,good,False,True,4499.0,True,False,False,False,[],False,False,359900.0,€,,,flat,"Ventas, Madrid","Dúplex en calle de Santa Genoveva, 14",Top,70930,,duplex,,,,
107515939,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9a/ee/ec/1327792971.webp,10,2,680000.0,flat,sale,112.0,True,2,2,"calle Alejandro Ferrant, 26",Madrid,Madrid,Arganzuela,es,Delicias,40.3948864,-3.6918765,True,https://www.idealista.com/obra-nueva/107515939/,"QUEDAN DISPONIBLES 7 DE LAS 12 VIVIENDAS DE LA PROMOCIÓN CALLE ALEJANDRO FERRANT 26 ENTREGA EN SEPTIEMBRE DE 2025 Ubicación excelente, conectividad inmejorable y un diseño moderno en pleno corazón de Madrid. En una cuidada y tranquila calle del Barrio de Delicias, en el distrito de Arganzuela, se encuentra Alejandro Ferrant 26. Una promoción de obra nueva con solo 12 viviendas, que combina diseño contemporáneo, eficiencia energética y una ubicación excelente para quienes buscan calidad de vida en Madrid. Alejandro Ferrant 26 es un edificio de nueva construcción con una fachada moderna, marcada por líneas rectas en la destacan los cristales, presentes en los grandes ventanales y las barandillas. Una estilizada palillería oculta los tendederos ventilados a la fachada. Materiales actuales le aportan una estética limpia, atemporal y de fácil mantenimiento. ESPACIOS BIEN PENSADOS EN UNA UBICACIÓN INMEJORABLE - Espacios luminosos - Arquitectura que optimiza los espacios - Distribuciones que maximizan el uso del espacio, ofreciendo estancias bien logradas, cómodas, funcionales y con abundante luz natural y ventilación cruzada - Viviendas exteriores en todas sus estancias, lo que permite que la luz natural inunde cada espacio, aportando calidez a los hogares y un continuo disfrute del maravilloso cielo de Madrid. - Terrazas para el disfrute del cielo y el sol. Cada vivienda cuenta con un espacio exterior ideal para disfrutar del aire libre, tener plantas, tomar una copa, leer un libro. Disfrutar de momentos, sin ruidos ni tráfico en una calle tranquila y silenciosa. Comodidades adicionales: - Tendederos independientes, equipados con lavadora y secadora, un espacio de lavandería práctico y bien concebido. - La mayoría de las viviendas cuentan con trastero, un valioso desahogo para guardar ropa de temporada, gadgets y otros objetos, sin renunciar al espacio en casa. - Piscina comunitaria, perfecta para refrescarse durante el verano. - Sistema de climatización por suelo radiante/refrigerante y paneles solares para una climatización confortable y sostenible, además de un invaluable ahorro en tus facturas. CONECTIVIDAD Y UBICACIÓN - Una atractiva combinación de calidad de vida y buena conectividad. - Conexión directa con el resto de Madrid: - A pocos minutos de tres estaciones de metro y una de Cercanías y varias líneas de autobús, estarás perfectamente comunicado con el centro y otras zonas de la ciudad. - Ocio y naturaleza a un paso: Muy próximo a espacios verdes emblemáticos como Madrid Río y el parque Enrique Tierno Galván y el Planetario. Además, la zona ofrece una interesante oferta cultural y de ocio con lugares como el centro internacional de cultura y de creación artística “Matadero” o el centro comercial Plaza Río, donde encontrar todo tipo de tiendas, restaurantes y entretenimiento. - Ubicación privilegiada dentro de Delicias: Siendo Delicias un barrio concurrido y dinámico, ALEJANDRO FERRANT 26 se encuentra en una tranquila y cuidada calle exclusivamente residencial y con solo dos edificios, utilizada únicamente por los residentes y visitantes. Esto permite ofrecer un ambiente sosegado, alejado del ruido habitual de la zona, y a la vez muy cerca de todos los servicios necesarios. UNA INVERSIÓN QUE CRECE CONTIGO La zona de Delicias y Arganzuela está viviendo un proceso de modernización y trasformación, impulsado por un creciente interés en el área, lo que asegura una revalorización de tu propiedad. La proximidad a proyectos de renovación y mejoras urbanísticas en Delicias y, en general, en Arganzuela, incrementará el valor de tu inmueble a mediano plazo. Alejandro Ferrant 26 es, en definitiva, una fantástica oportunidad de vivir en una promoción de calidad, con diseño, comodidad y una ubicación estratégica, con la certeza de estar adquiriendo una propiedad que ganará valor.",True,newdevelopment,True,True,6071.0,True,False,False,False,[],False,False,680000.0,€,True,False,flat,"Delicias, Madrid","Piso en calle Alejandro Ferrant, 26",Top,2-A,False,,,,,25000.0
108651181,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/80/b1/1295343407.webp,16,7,4155000.0,flat,sale,249.0,True,3,2,paseo Castellana,Madrid,Madrid,Chamartín,es,El Viso,40.4397921,-3.6901305,False,https://www.idealista.com/obra-nueva/108651181/,"Has tuya una vivienda iconica en este singular proyecto se encuentra ubicado en el corazón de Madrid, entre los barrios más exclusivos como El Viso y Salamanca. Estas exclusivas viviendas de 2 a 4 habitaciones permiten que se entienda el lujo como todo un estilo de vida único y especial. Se trata de un concepto muy exclusivo con interiores abiertos y cálidos con los que se pretende conseguir confort y calidad de vida. Ponemos a su disposición la posibilidad de personalización de las viviendas en cuanto a distribución interior y acabados de lujo, acompañados de la marca Gunni & Trentino, permitiendo definir su interiorismo con el apoyo de nuestro equipo técnico. Este maravilloso proyecto es algo más que viviendas, esta creado para adaptarse al estilo de vida de sus residentes.  Gran Lobby de acceso al edificio en el que se ubica: Recepción con control de entrada y acceso al garaje, donde se encontrará el/la recepcionista y asistente. Gran salón para la recepción de visitas con iluminación natural a través de grandes ventanales que ofrecen unas magníficas vistas a un exquisito patio inglés. Espaciosa sala de co-living y de coworking equipadas para la celebración de Work meetings o fiestas. Valet parking. Sport Zone que cuenta con un exclusivo gimnasio equipado, sala para clases con personal trainer y sala de masaje. Spa Center. Gourmet Experience Space para la celebración momentos especiales. Te invitamos a vivir esta experiencia.",False,,True,True,16687.0,True,False,False,False,[],False,False,4155000.0,€,,,flat,"El Viso, Madrid",Piso en paseo Castellana,Top,ONM2411003 -20,False,,,,,
108542486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/48/8a/07/1347997949.webp,26,,995000.0,chalet,sale,390.0,,6,6,calle del Norte,Madrid,Santo Domingo,,es,,40.6365829,-3.5826264,False,https://www.idealista.com/inmueble/108542486/,"HOUSE AND HOUSE VENDE.- EN EXCLUSIVA, Espectacular vivienda con reforma integral comenzada (sin acabar) en inmejorable ubicación dentro de Santo domingo con preciosas vistas y muy cerca de la zona comercial. Tiene proyecto hecho y valorado. La obra que queda tardaría en estar acabada entre 6 y 8 meses. Quedando una vivienda que se distribuye en dos alturas con suelo radiante frio/calor, aerotermia, materiales de primera calidad. Actualmente, con el proyecto hecho quedaría: PLANTA PRINCIPAL: Hall de entrada, salón comedor muy amplio con diferentes ambientes y salida directa a un amplio porche, cocina muy amplia con zona de office y lavandería, despacho, cuarto de estar, dormitorio de servicio con baño, dormitorio de invitados con baño en suite, aseo de invitados. PLANTA PRIMERA: Cuatro amplios dormitorios con tres baños completos, el dormitorio principal con gran vestidor y baño en suite ( todo de gran tamaño) Jardín y piscina, garaje exterior en pérgola.  Lo que se vende actualmente es la vivienda y parcela con lo que tienen hecho hasta la fecha, el resto del proyecto correrá a cuenta del comprador y podrá ser modificado a su gusto o hecho por la empresa que se quiera.  HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES DE SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización, situada en el kilometro 28 de la N-I, con seguridad privada las 24 horas los 365 días del año. Además está controlada con cámaras perimetrales de video-vigilancia. Dispone de una zona comercial que cuenta con todo tipo de servicios; supermercado, farmacia (abierta los 365días del año), zona de restauración, tiendas de regalos, banco, gimnasio, oficina de correos, veterinario, peluquería. Junto a la zona comercial, se encuentra el centro de Salud, con botiquín y asistencia las 24 horas del día. Tiene un Club Social, totalmente reformado, con campo de entrenamiento de Golf, piscina, escuela de Tenis, zona de ocio para niños y adultos. Junto a la Iglesia, hay un colegio-público bilingüe, con primaria y secundaria. En la urbanización de enfrente (Ciudalcampo) está el Colegio privado bilingüe SEK, y a 5 min por la vía de servicio en dirección Madrid se encuentra también el Trinity College colegio concertado bilingüe, ambos colegios con oferta hasta el bachillerato. La urbanización dispone de un autobús privado que recorre la urbanización y con parada final en Plaza de Castilla y paradas intermedias en Alcobendas y San Sebastián de los Reyes.  A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",False,renew,False,,2551.0,True,False,False,False,[],False,False,995000.0,€,True,True,chalet,Santo Domingo,Casa independiente en calle del Norte,Top,ST1941,,independantHouse,,,,
98979025,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/2e/fd/1270158282.webp,18,bj,1405000.0,duplex,sale,138.0,True,3,3,"calle arturo soria, 224",Madrid,Madrid,Ciudad Lineal,es,Atalaya,40.4625366,-3.6641559,True,https://www.idealista.com/obra-nueva/98979025/,"Bajos dúplex de 1.391. 000€ (bajos bloque 2) Vivienda dúplex de 3 dormitorios con acceso por la planta baja y dispone de un magnífico jardín privativo que prolonga hacia el exterior y le permite disfruta del aire libre y dejarse envolver por la naturaleza. Un amplio salón a doble altura recibe la intensa luz que llega a través de grandes ventanales, y lo conecta con las zonas ajardinadas que lo rodean.",False,,True,True,10181.0,True,False,False,False,[],False,False,1405000.0,€,True,True,flat,"Atalaya, Madrid","Dúplex en calle arturo soria, 224",Top,2 Bajo A,False,duplex,,,,
