propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,highlight.groupDescription
107603477,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/e9/6f/1317392315.webp,4163,26,bj,185000.0,duplex,sale,40.0,False,2,1,calle de Federico Gutiérrez,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4355215,-3.6439064,False,https://www.idealista.com/inmueble/107603477/,"ALTOR ASESORES OFRECE EXCELENTE OPORTUNIDAD ¡ Este piso parece ser una excelente opción de inversión, sobre todo por su ubicación estratégica cerca de la calle Alcalá y con acceso fácil a transporte público, comercios y zonas de ocio. Aquí algunos puntos clave que hacen de esta propiedad una buena inversión: Ubicación: Estar cerca de la calle Alcalá y tener acceso rápido a la M-30, metro, autobuses, centros comerciales y cines hace que la propiedad sea muy atractiva para quienes buscan comodidad y accesibilidad. Tamaño y distribución: Con 31 m², la propiedad es ideal para personas que buscan algo compacto y funcional. La segunda habitación en el altillo puede ser un atractivo adicional, aunque su espacio limitado depende de cómo se organice el espacio. Luz y ventilación: A pesar de estar orientado hacia un patio de manzana, la propiedad es luminosa y bien ventilada, lo que añade un plus a su calidad de vida, especialmente en áreas más urbanas donde la luz natural puede ser limitada. Baja comunidad y agua incluida: La comunidad baja, junto con la inclusión del agua en los gastos, es un punto a favor para quien busque controlar su presupuesto mensual, lo cual la hace atractiva desde el punto de vista económico. Posibilidad de reforma: Aunque el piso necesita reforma, esto le da al comprador la oportunidad de adaptar la propiedad a sus gustos y necesidades, y también puede aumentar el valor de la propiedad después de la reforma. Potencial de revalorización: Dado su tamaño, ubicación y la tendencia de zonas cercanas a Alcalá a mantener o aumentar su valor, es probable que la propiedad se revalorice, especialmente si se realiza una reforma que maximice su potencial. Si estás considerando comprarla como inversión, podrías valorar hacer una reforma enfocada en optimizar el uso del espacio, modernizar la cocina y los acabados para hacerlo más atractivo para posibles inquilinos o compradores.",True,renew,False,True,4625.0,True,False,True,False,[],False,False,185000.0,€,flat,duplex,"Quintana, Madrid",Dúplex en calle de Federico Gutiérrez,,,,,,,,
106235267,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f6/fe/ac/1276767343.webp,4053,40,3,695000.0,flat,sale,90.0,True,2,2,calle de Belén,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4255271,-3.6959328,False,https://www.idealista.com/inmueble/106235267/,"Este elegante y moderno piso está ubicado en el corazón del animado barrio de Chueca, una de las zonas más demandadas y vibrantes de Madrid. Esta área se caracteriza por su excelente oferta de servicios, bares, restaurantes, boutiques y tiendas de moda, así como su cercanía a importantes puntos de interés como la Gran Vía, el Mercado de San Antón y el Barrio de Malasaña. Además, la zona está muy bien comunicada con diversas líneas de metro y autobuses, lo que facilita el acceso al resto de la ciudad. El piso se sitúa en un edificio tradicional, con una terraza comunitaria que ofrece un espacio perfecto para disfrutar del buen tiempo o relajarse al aire libre. La propiedad ha sido completamente reformada recientemente, utilizando materiales de alta calidad y ofreciendo un diseño moderno y funcional. Características del Piso: La distribución del piso ha sido optimizada para aprovechar al máximo sus espacios, ofreciendo una estancia cómoda y acogedora. Cuenta con dos habitaciones, ambas con armarios empotrados, ofreciendo amplio espacio de almacenamiento y diseñadas con un estilo moderno y minimalista. Las habitaciones son luminosas y silenciosas, ideales para el descanso. Dispone de dos baños completos, también recién reformados, con acabados de alta gama y equipados con plato de ducha y grifería moderna. Son espacios amplios y con ventilación natural, lo que asegura una buena iluminación y confort. El salón-comedor es un espacio abierto y amplio, que conecta directamente con el balcón. La reforma ha dejado un espacio acogedor y moderno, ideal para disfrutar de momentos en familia o recibir visitas. También dispone de armarios empotrados a medida, suelo a techo, interior en acabado textil, puertas lacadas en blanco. Armario para lavandería con lavadora/secadora. Puertas de suelo a techo, lacadas en blanco.Ventanas de climalit con persianas eléctricas y un Despacho / Área para teletrabajar. El piso dispone de un encantador balcón, perfecto para disfrutar de las vistas de la calle y del ambiente dinámico de la zona. A pesar de estar en una zona céntrica, el balcón ofrece un espacio tranquilo donde relajarse. Los residentes del edificio tienen acceso a una amplia terraza comunitaria, ideal para disfrutar del sol, organizar reuniones o simplemente relajarse al aire libre. El piso cuenta con un sistema de aire acondicionado para asegurar una temperatura agradable durante los meses más calurosos. También dispone de calefacción central, lo que garantiza el confort durante el invierno, haciendo de este espacio una vivienda muy acogedora en cualquier época del año. El piso ha sido completamente reformado recientemente, por lo que se encuentra en perfecto estado. Los acabados son de alta calidad y el diseño moderno y funcional está presente en cada rincón. Se vende con mobiliario incluido, lo que lo convierte en una opción perfecta para entrar a vivir sin necesidad de hacer reformas o grandes inversiones adicionales. Es ideal tanto para quienes buscan una vivienda en una de las zonas más demandadas de Madrid, como para inversores que deseen adquirir una propiedad en una ubicación estratégica. Con sus dos habitaciones, dos baños, balcón y acceso a una terraza comunitaria, este piso ofrece todas las comodidades para disfrutar de una vida urbana, en una zona llena de vida y carácter. HONORARIOS A PARTE.",True,good,False,False,7722.0,True,False,True,False,[],False,False,695000.0,€,flat,,"Chueca-Justicia, Madrid",Piso en calle de Belén,,,,,,,,
108829621,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/05/41/1356357850.webp,5158,25,2,1359000.0,flat,sale,141.0,True,3,3,calle del Cardenal Cisneros,Madrid,Madrid,Chamberí,es,Trafalgar,40.4356309,-3.7013197,False,https://www.idealista.com/inmueble/108829621/,"Domus Aurea Capital presenta este fantástico y  luminoso piso con terraza en el demandado barrio de Chamberí. La vivienda de 141 m² se sitúa en la segunda planta de un edificio construido a mediados del siglo XX. Dispone de mucha luz gracias a los grandes ventanales y altura. Está compuesta por un salón-comedor con cocina integrada totalmente equipada y acceso directo a la terraza. La zona de descanso está compuesta por tres dormitorios, el principal con vestidor y baño en suite. Los otros dos dormitorios tienen también un tamaño muy bueno. Además los dos cuentan con su propio baño completo. Así mismo cuenta con zona de lavandería independiente.  Las calidades de construcción son excelentes, aire acondicionado por conductos, cerramientos con aislamiento térmico y acústico y electrodomésticos de primera. La finca es señorial y dispone de portero físico. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,9638.0,True,False,False,False,[],False,False,1359000.0,€,flat,,"Trafalgar, Madrid",Piso en calle del Cardenal Cisneros,,,,,,,,
108893707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/d5/48/1358168697.webp,b94bc343-1713-49c3-9f23-a1c212d0471f-0,6,1,1100000.0,flat,sale,116.0,True,3,3,Barrio Fuente del Berro,Madrid,Madrid,Barrio de Salamanca,es,Fuente del Berro,40.4256002,-3.6682588,False,https://www.idealista.com/inmueble/108893707/,"**Piso en Venta en Goya, Salamanca, Madrid** Descubre este espectacular piso ubicado en el codiciado barrio de Goya, en Salamanca. Este moderno y luminoso hogar cuenta con 3 amplios dormitorios y 3 baños completos, perfectos para disfrutar de la comodidad y el espacio que mereces. La cocina está completamente equipada con electrodomésticos de última generación, ideal para los amantes de la gastronomía. El diseño interior es contemporáneo, con acabados de alta calidad y muebles elegantes que aportan un toque sofisticado. Además, el piso cuenta con aire acondicionado y calefacción por gas natural, asegurando un ambiente agradable durante todo el año. Los armarios empotrados ofrecen un amplio espacio de almacenamiento, manteniendo el orden y la funcionalidad. Situado en la primera planta de un edificio con ascensor, este inmueble también ofrece servicio de conserjería, garantizando seguridad y atención personalizada. La ubicación es inmejorable, rodeada de tiendas exclusivas y restaurantes de renombre, además de contar con fácil acceso al transporte público. No dejes pasar la oportunidad de vivir en una de las zonas más emblemáticas de Madrid. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,9483.0,False,False,False,False,[],False,False,1100000.0,€,flat,,"Fuente del Berro, Madrid",Piso,,,,,,,,
108843174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b1/80/74/1356739693.webp,5154,28,4,1295000.0,duplex,sale,170.0,True,2,4,calle de Colón,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4221564,-3.7009293,False,https://www.idealista.com/inmueble/108843174/,"Domus Aurea Capital presenta este ático dúplex reformado de diseño en Calle Colón. Dúplex de 170m²totales formada por dos fincas catastrales independientes, se encuentra reformado íntegramente con un diseño moderno y elegante y materiales de primera calidad, conservando elementos clásicos como las columnas y vigas de madera vista, se sitúa en la cuarta y quinta planta de una finca clásica de 1900. La planta inferior cuenta con el salón con mucha luz natural gracias a sus tres balcones a la calle con vistas despejadas, zona de comedor, cocina abierta equipada con electrodomésticos de última generación, baño completo y un amplio dormitorio doble. Subiendo las escaleras encontramos una amplia zona abuhardillada con un baño abierto, amplia zona de almacenaje, zona de vestidor y el dormitorio principal con vistas despejadas al skyline.   Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",False,good,False,True,7618.0,True,False,False,False,[],False,False,1295000.0,€,flat,duplex,"Malasaña-Universidad, Madrid",Dúplex en calle de Colón,,,,,,,,
108849147,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/76/02/1356908347.webp,79109,14,2,1909000.0,flat,sale,220.0,False,3,4,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4306838,-3.6715097,False,https://www.idealista.com/inmueble/108849147/,"Álvora Capital Properties, estudio de arquitectura y consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece esta magnífica vivienda reformada, situada en una calle tranquila de Lista. El acceso a la vivienda se realiza a través de un recibidor que conduce a un amplio salón-comedor, donde destacan grandes ventanales La cocina, separada del comedor mediante una elegante cristalera de hierro negro con arcos. Dispone de encimeras de mármol veteado, mobiliario en acabados sobrios y electrodomésticos integrados de alta gama. Cuenta también con un aseo de cortesía y cuarto de lavado.  La zona de descanso cuenta con tres dormitorios, todos con vestidor y baño en suite, garantizando comodidad y privacidad. Los baños revestidos en piedra natural de tonos cálidos crean un ambiente elegante, con espejos retroiluminados y duchas con mamparas de perfilería en negro mate. Esta propiedad interior con 220m2 construidos actualmente en obras, ha sido renovada con materiales de alta calidad y una distribución diseñada para proporcionar un entorno acogedor y sofisticado Las molduras decorativas en las paredes y la iluminación indirecta en los techos genera un efecto envolvente, resaltando la sensación de amplitud.  El edificio cuenta con ascensor y portero físico.",False,good,False,True,8677.0,True,False,False,False,[],False,False,1909000.0,€,flat,,"Lista, Madrid",Piso en calle de Padilla,,,,,,,,
108305768,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/e0/40/1340185034.webp,4231,46,2,380000.0,flat,sale,60.0,True,1,1,calle del Doctor Esquerdo,Madrid,Madrid,Retiro,es,Pacífico,40.4028783,-3.6714242,False,https://www.idealista.com/inmueble/108305768/,"ALTOR ASESORES OFRECE Luminoso piso exterior con orientación sureste en la calle Doctor Esquerdo Se vende excelente piso de 60 m² construidos, exterior y muy luminoso, con orientación sureste que garantiza luz natural durante gran parte del día. La vivienda cuenta con una habitación, un baño completo, y un salón-cocina funcional y bien distribuida. Dispone de calefacción individual por gas natural, ascensor, servicio de portero físico, y acceso adaptado para personas con movilidad reducida, lo que lo hace cómodo y accesible para todo tipo de personas. Situado en la conocida calle Doctor Esquerdo, en una zona consolidada con todos los servicios a mano: supermercados, farmacias, centros médicos, colegios y zonas verdes. Excelente comunicación por transporte público (metro, autobuses y cercanías), y fácil acceso a las principales vías de la ciudad. Una oportunidad ideal tanto para vivir como para invertir.",True,good,False,True,6333.0,True,False,True,False,[],False,False,380000.0,€,flat,,"Pacífico, Madrid",Piso en calle del Doctor Esquerdo,,,,395000.0,15000.0,4.0,,
108669559,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/5b/6f/1351671961.webp,C0026-02422,30,4,149900.0,flat,sale,50.0,True,2,1,"calle de Dulcinea, 9",Madrid,Alcalá de Henares,Pryconsa,es,,40.4913446,-3.3580629,True,https://www.idealista.com/inmueble/108669559/,"Descubre esta vivienda en Alcalá de Henares. Con un precio atractivo de 149.900€, este inmueble de 50m² ofrece una excelente oportunidad de inversión en una ubicación privilegiada. El apartamento cuenta con 2 habitaciones, un baño completo, un salón luminoso y una terraza perfecta para disfrutar del aire libre. Su distribución funcional permite aprovechar al máximo cada rincón, brindando un espacio acogedor y versátil para tu estilo de vida. Situado en una zona con fácil acceso a transporte público, comercios y servicios, esta vivienda es ideal para quienes desean invertir. No pierdas la oportunidad de transformar este espacio en tu hogar soñado. ¡Contáctanos para más información y ven a verlo hoy mismo!",False,renew,False,False,2998.0,True,True,False,False,[],False,False,149900.0,€,flat,,"Pryconsa, Alcalá de Henares","Piso en calle de Dulcinea, 9",,,,,,,,
107119283,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a2/b6/c9/1303557840.webp,4117,44,4,395000.0,penthouse,sale,125.0,True,2,1,calle de Benita López,Madrid,Madrid,Villaverde,es,Los Rosales,40.3465023,-3.6888338,False,https://www.idealista.com/inmueble/107119283/,"Descubre este exclusivo ático ubicado en la mejor zona de Villaverde, donde el confort y la luminosidad se combinan para ofrecerte un hogar único. Con una orientación este, disfrutarás del privilegio de amanecer con la cálida luz del sol, que baña generosamente todos los rincones de la vivienda hasta bien entrada la tarde, creando un ambiente cálido y acogedor durante todo el día. Sus 125 metros cuadrados están distribuidos de manera impecable 85 metros de vivienda mas 40 metros de terraza: cuenta con dos amplias habitaciones con armarios empotrados, un baño completo, y un salón luminoso que se extiende hacia una espectacular terraza. Este espacio al aire libre, ideal para disfrutar de momentos de relax o reuniones, es el verdadero corazón del hogar, con vistas despejadas y un ambiente privado. La calefacción individual asegura un control eficiente de la temperatura, mientras que el edificio dispone de ascensor para tu comodidad. Además, este ático incluye una generosa plaza de garaje con capacidad para un coche grande y dos motos, un verdadero lujo en la zona. Por último, destaca por sus bajos impuestos de IBI y una cuota de comunidad sorprendentemente reducida, lo que convierte esta propiedad en una oportunidad excepcional tanto para vivir como para invertir. Un ático que lo tiene todo: ubicación, diseño, comodidad y calidad de vida.",True,good,False,True,3160.0,True,False,True,False,[],False,False,395000.0,€,flat,penthouse,"Los Rosales, Madrid",Ático en calle de Benita López,,True,True,,,,,
99299268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/e1/b1/1039718283.webp,2416,46,2,475000.0,penthouse,sale,72.0,True,2,2,calle de la Encomienda,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4092958,-3.70705,False,https://www.idealista.com/inmueble/99299268/,"Altor Asesores pone a su disposición magnífico ático dúplex situado en un enclave único, entre las estaciones de Metro de La Latina (línea 5) y Tirso de Molina (línea 1), y a un minuto de la mítica Plaza de Cascorro. Finca histórica del año 1915 completamente rehabilitada. La vivienda se divide en dos alturas: La planta principal: salón comedor con balcón exterior, cocina francesa con barra, completamente amueblada y equipada con nevera, lavadora, horno, vitrocerámica, campana extractora. Cuarto de baño con bañera. Por las escaleras accedemos a la segunda altura, con dos dormitorios, uno de ellos doble, ambos con armario. Un cuarto de baño completo con plato de ducha. Aire acondicionado con bomba de calor y calefacción individual de gas natural. Terraza privada de aproximadamente ocho metros cuadrados completamente íntima, sin visibilidad desde el vecindario. Todo tipo de comercio en la misma calle y a dos minutos paseando, en la zona de mayor proyección del centro de Madrid, y a tres paradas de Atocha.",True,good,False,False,6597.0,True,False,True,False,[],False,False,475000.0,€,flat,penthouse,"Lavapiés-Embajadores, Madrid",Ático en calle de la Encomienda,,,,,,,,
107488416,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/49/3c/1314123656.webp,45945,47,,1500000.0,chalet,sale,288.0,,4,4,calle del Moscatelar,Madrid,Madrid,Hortaleza,es,Canillas,40.45901,-3.6502543,False,https://www.idealista.com/inmueble/107488416/,"Esta casa destaca por su original construcción, luminosidad y buena ubicación ya que está situada en una bonita calle/avenida con muchos árboles, entre la Estación de metro Arturo Soria y el centro comercial Arturo Soria Plaza. En sus 288 m2 distribuidos en 3 plantas, nos encontramos con una casa muy original, reformada recientemente. Cuenta con suelos de madera tropical y con ventanas y contraventanas de madera de gran calidad. Es muy luminosa ya que está localizada en un terreno algo elevado y tiene ventilación cruzada. Al entrar a través de unas pequeñas escaleras, accedemos al salón comedor que conecta con la cocina. Es un salón muy agradable, rodeado de ventanas que invita a juntarse con la familia y los amigos. La cocina tiene un buen tamaño y también es una estancia muy luminosa. Desde el salón arranca una moderna escalera de madera y acero que nos conduce a la primera planta, donde encontramos dos habitaciones en suite. A la derecha, el dormitorio principal tiene un amplio baño con piedra travertino, ducha y bañera con hidromasaje. La otra habitación, también de buenas dimensiones, actualmente se utiliza como despacho, tiene orientación Este y baño incorporado. Volvemos a la zona del salón comedor desde donde sale otra escalera, esta vez de caracol, que nos lleva al semisótano donde tenemos dos dormitorios con ventanas, uno Además en esta planta hay dos baños, un cuarto de colada y una amplia despensa. Otra escalera nos conduce al sótano, muy espacioso, ideal para fiestas, zona de televisión o gimnasio que tiene acceso directo al garaje.  En el garaje hay espacio para un coche, motos y bicicletas y un segundo coche podría aparcar en la rampa. CARACTERISTICAS: 250 m2 terreno 288 m2 construidos 190 m2 útiles 4 habitaciones 4 baños ESPECIFICACIONES: Año de construcción 1965 Reforma: 2020 Orientación: Norte, Este, Oeste Trastero 1 plaza de garaje y espacio para motos y bicicletas  en la rampa mas espacio para aparcar Terraza Piscina de cloro salino Aire acondicionado con preinstalación en todas las habitaciones Calefacción por radiadores Suelos de madera tropical Baño piedra travertino.",False,good,False,,5208.0,True,False,False,False,[],False,False,1500000.0,€,chalet,semidetachedHouse,"Canillas, Madrid",Chalet pareado en calle del Moscatelar,,True,True,1550000.0,50000.0,3.0,,
101012392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/2b/79/1337148757.webp,3261,51,bj,295000.0,flat,sale,34.0,False,1,1,calle del Barco,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4213656,-3.7020599,False,https://www.idealista.com/inmueble/101012392/,"EN EL CORAZON DE LA CAPITAL Altor asesores pone a tu disposición este magnífico apartamento junto a la Plaza de San Ildefonso y la Calle Fuencarral. Antigua portería de la finca. Consta de salón comedor, cocina independiente a un patio de aproximadamente siete metros cuadrados de uso privativo, dormitorio en suite con cuarto de baño completo. Finca en proceso de rehabilitación. A cinco minutos de la Glorieta de Bilbao (líneas 1 y 10), San Bernardo (línea 2) y Gran Vía (líneas 1, 5 y Cercanías Renfe).",True,renew,False,False,8676.0,True,False,True,False,[],False,False,295000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Barco,,,,,,,,
108506331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a8/b0/ca/1346931529.webp,4252,42,2,215000.0,flat,sale,70.0,True,2,1,calle Puerto del Pico,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3846577,-3.6480097,False,https://www.idealista.com/inmueble/108506331/,"� Excelente vivienda en Calle Puerto del Pico – Segunda Planta (Madrid) Presentamos esta fantástica oportunidad inmobiliaria en el consolidado barrio de Numancia – Puente de Vallecas, una zona en constante revalorización y muy bien comunicada con el centro de Madrid. Se trata de una segunda planta sin ascensor. � Distribución y características del inmueble: Amplio salón-comedor, con acceso directo a un balcón exterior que aporta luz natural y ventilación, ideal para crear una zona de descanso o lectura. 2 dormitorios de buen tamaño, luminosos y con espacio suficiente para armarios o zona de trabajo. 1 baño completo, en buen estado y con ventilación natural. Cocina independiente, equipada con electrodomésticos, caldera y termo eléctricos. Toda la vivienda cuenta con calefacción eléctrica y se vende amueblada, lo que permite entrar a vivir directamente o ponerla en alquiler de inmediato. El inmueble se encuentra en una finca tranquila y cuidada, con pocos vecinos y un ambiente familiar. La segunda planta sin ascensor permite mantener unos gastos de comunidad reducidos, lo que mejora la rentabilidad para inversores. � Ubicación privilegiada: A tan solo unos minutos a pie de la estación de Metro Nueva Numancia, y rodeado de una amplia oferta de servicios: supermercados, centros educativos, centros de salud, zonas verdes, restaurantes y comercios de barrio. Conexiones rápidas a M-30, A-3 y centro de Madrid, lo que convierte esta ubicación en un punto estratégico tanto para vivir como para invertir. � Inversión segura o vivienda para toda la vida: Por su distribución, ubicación y estado de conservación, esta propiedad es una excelente opción como primera vivienda, y una alternativa muy rentable para inversores, dada la alta demanda de alquiler en la zona.  � No pierdas esta oportunidad única. Si estás buscando una vivienda con potencial, cómoda, bien situada y con todo lo necesario para comenzar una nueva etapa, este es tu piso. Llámanos y ven a verlo.",True,good,False,False,3071.0,True,False,True,False,[],False,False,215000.0,€,flat,,"Portazgo, Madrid",Piso en calle Puerto del Pico,,,,,,,,
108912281,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/51/5c/1358724911.webp,Arroyo0,1,3,172900.0,flat,sale,77.0,True,3,2,calle Isla de Pascua,Madrid,Getafe,Sector 3,es,,40.2894757,-3.7596661,False,https://www.idealista.com/inmueble/108912281/,"VENTA DE CRÉDITO HIPOTECARIO (NPL) - COMPRA AL CONTADO, NO PERMITE HIPOTECA. INMUEBLE OCUPADO, NO ES POSIBLE REALIZAR VISITAS. - Cesión de crédito en proceso de ejecución hipotecaria. La compra se realiza al contado y no admite financiación. Contacta con nosotros para información detallada, facilitar la adquisición del crédito y maximizar la rentabilidad en la obtención del inmueble. La vivienda cuenta con 3 dormitorios amplios y 2 cuartos de baño completos. Además la propiedad cuenta con plaza de garaje, trastero y una zona verde ajardinada. Ubicación estratégica con acceso rápido a transporte público (Metro línea 12), comercios, y servicios esenciales. Así como salida a principales carreteras como la M-50 y A-42. Llámenos para conocer toda la información disponible.",False,renew,False,True,2245.0,False,False,False,False,[],False,False,172900.0,€,flat,,"Sector 3, Getafe",Piso en calle Isla de Pascua,,True,True,,,,,
107455501,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/1f/d7/1315508591.webp,06920,53,bj,358000.0,flat,sale,105.0,True,6,3,avenida de los Apóstoles,Madrid,Madrid,Latina,es,Puerta del Ángel,40.4047414,-3.7410211,False,https://www.idealista.com/inmueble/107455501/,"**Descripción del Piso en Madrid - Zona Lucero** Ubicado en la codiciada zona de Lucero, este amplio piso reformado de 105.00 m² es ideal para familias o aquellos que buscan espacio y confort en la capital. Con un diseño funcional y moderno, la propiedad cuenta con 6 habitaciones luminosas, perfectas para adaptarse a diversas necesidades, ya sea como dormitorios, oficinas o salas de juegos. El piso dispone de 3 baños, garantizando así comodidad y privacidad para todos los residentes. La cocina está completamente equipada, lista para inspirar a los amantes de la gastronomía y hacer que cada comida sea una experiencia placentera. Con una orientación norte-sur, la vivienda se beneficia de una excelente iluminación natural a lo largo del día. Además, cuenta con calefacción, lo que asegura un ambiente cálido y acogedor en los meses más fríos. Entre los extras que ofrece la propiedad, se destaca una encantadora terraza, perfecta para disfrutar de los días soleados, relajarse después de un largo día o compartir momentos con amigos y familiares. Los gastos de comunidad son de 120 euros, lo que incluye el mantenimiento de las áreas comunes y otros servicios que enriquecen la calidad de vida de los residentes. Este piso no solo es una inversión en un hogar, sino también en un estilo de vida en una de las zonas más vibrantes de Madrid. ¡No te pierdas la oportunidad de visitarlo!",False,good,False,False,3410.0,False,False,False,False,[],False,False,358000.0,€,flat,,"Puerta del Ángel, Madrid",Piso en avenida de los Apóstoles,,,,380000.0,22000.0,6.0,,
103841985,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/1c/6e/1201890650.webp,425894,27,1,1339000.0,flat,sale,158.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4220039,-3.6758613,False,https://www.idealista.com/inmueble/103841985/,"ÚNICA Inmobiliaria ofrece vivienda en el barrio de Goya. Se ubica en un edificio con portal representativo de la época.  Recientemente reformada con calidades de lujo y decorada por el estudio de arquitectura Arct Arctempus. Se vende amueblada.  Los 158 m² están distribuidos en salón, cocina, tres dormitorios dobles con baño en suite y un aseo de cortesía. Cocina equipada con electrodomésticos de alta gama.  En Única Inmobiliaria aglutinamos más de veinte años de experiencia en el sector del lujo. Contamos con una amplia trayectoria que avala nuestra gestión trabajando alrededor de las zonas más exclusivas de Madrid: Barrio de Salamanca, Recoletos, Almagro, Chamartín, Retiro, Justicia….",True,good,False,True,8475.0,False,False,False,False,[],False,False,1339000.0,€,flat,,"Goya, Madrid",Piso,,,,,,,,
107973931,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/3e/18/956987078.webp,VT2.8.1,13,4,437000.0,duplex,sale,166.0,True,2,2,calle Parcela C6 Los Molinos s/n,Madrid,Getafe,Los Molinos,es,,40.3179911,-3.700932,True,https://www.idealista.com/obra-nueva/107973931/,"¡LAS OBRAS ESTAN EMPEZADAS! Te presentamos un proyecto, en régimen de cooperativa de renta libre. Un edificio de 5 alturas en urbanización privada con locales comerciales y viviendas de 2 y 3 dormitorios con 1 o 2 plazas de garaje con trastero incluido. Hemos pensado en las nuevas necesidades que puedes tener, por eso todas las viviendas cuentan con terraza para que siempre tengas un espacio dentro de casa para estar al aire libre. El sistema de calefacción es por suelo radiante y refrescante consiguiendo así un mayor confort y elegancia en las estancias. La cocina está amueblada y equipada con placa de inducción y horno para que solo tengas que entrar a vivir. Diverso Getafe cuenta con zonas comunes que se han proyectado para que grandes y pequeños puedas disfrutarlas por eso incluyen zonas ajardinadas, área infantil y piscina exterior de adultos y niños. Y por supuesto, pensando en el futuro y tu economía, Diverso Getafe cuenta con etiqueta energética A. ¿Conoces Los Molinos? Nos gusta porque es un barrio nuevo residencial, pero con todos los servicios necesarios cerca para que tu día a día sea tranquilo y a la vez cómodo. Encontrarás al alcance de la mano, supermercados, colegios, parques… Además, los accesos por carretera son rápidos y muy cerca está la parada de RENFE El Casar. Reserva tu cita en nuestra página y ven a conocer tu nueva casa. *Al tratarse de viviendas en régimen de cooperativa, los precios publicados son orientativos y pueden variar.",False,newdevelopment,True,True,2633.0,True,False,False,False,[],False,False,437000.0,€,flat,duplex,"Los Molinos, Getafe",Dúplex en calle Parcela C6 Los Molinos s/n,False,True,True,,,,,
