propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,externalReference,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108596486,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/1e/92/1349506807.webp,47,1950000.0,penthouse,sale,189.0,2,2,Barrio Ciudad Jardín,Madrid,Madrid,Chamartín,es,Ciudad Jardín,40.4499367,-3.6705,False,https://www.idealista.com/inmueble/108596486/,"Exclusivo Dúplex de Diseño con Piscina Privada en Promoción de Lujo en El Viso (Madrid) Ubicado en el prestigioso barrio de El Viso, una de las zonas residenciales más codiciadas de Madrid, este exclusivo dúplex forma parte de una promoción de lujo compuesta por 31 viviendas de autor.  La urbanización destaca por su arquitectura vanguardista, firmada por el renombrado estudio Bueso-Inchausti & Rein, galardonado con el Premio Asprima-SIMA 2016 a la mejor actuación inmobiliaria en vivienda libre. Con una superficie total registral de 189,95 m². Se distribuye en dos plantas que combinan elegancia, funcionalidad y un concepto de vida contemporáneo. En la planta inferior, el amplio salón con techos de doble altura se abre a una espectacular terraza con zona de comedor y barbacoa, perfecta para disfrutar al aire libre. La cocina de diseño, equipada con electrodomésticos de alta gama, conecta con fluidez con el espacio de vida. En este nivel también encontramos un dormitorio con armario empotrado y un baño completo. La planta superior está dedicada al descanso y la privacidad. La suite principal cuenta con baño en suite y acceso directo a una segunda terraza donde se encuentra la joya de la vivienda: una elegante piscina privada, que convierte este espacio en un auténtico oasis urbano. Entre sus calidades destacan la domótica integral para gestión de climatización, iluminación y seguridad; suelo radiante y refrescante con control individual por estancia; carpintería de altas prestaciones térmicas y acústicas; persianas motorizadas; y acabados y materiales seleccionados con criterios de diseño, confort y eficiencia. La vivienda incluye plaza de garaje y trastero en la misma finca. El residencial ofrece zonas comunes de alto nivel, entre ellas una piscina exterior climatizada rodeada de áreas verdes, un gimnasio completamente equipado, sauna y un jardín interior que aporta un ambiente de calma y privacidad al conjunto. Vivir en El Viso es sinónimo de exclusividad y tranquilidad, en un entorno residencial rodeado de embajadas, colegios internacionales, servicios de alto nivel, y a escasos minutos a pie del distrito financiero de AZCA, del Paseo de la Castellana y del parque de Berlín. La zona ofrece excelentes conexiones en transporte público (metro, autobuses y cercanías), así como acceso inmediato a principales vías como la M-30 y la A-2. Una oportunidad única para quienes buscan arquitectura de autor, calidad de vida y una ubicación privilegiada en el corazón de Madrid. [IW].",False,good,False,10317.0,False,False,False,False,[],False,False,1950000.0,€,True,True,flat,penthouse,"Ciudad Jardín, Madrid",Ático,Destacado,7,True,True,ATC0295,,,,
108588264,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/0c/aa/1349268129.webp,31,269900.0,flat,sale,98.0,3,1,Parque Roma - Coronas,Madrid,San Fernando de Henares,Parque Roma - Coronas,es,,40.423103,-3.5316075,False,https://www.idealista.com/inmueble/108588264/,"''Agencia Inmobiliaria de San Fernando de Henares vende espectacular piso en la zona de Parque Henares '' Ideal para familias que buscan un entorno tranquilo y privilegiado. Ubicado en una zona con excelente comunicación gracias a las cercanas M-50, M-21 y A-2, tendrás acceso fácil a colegios, farmacias, restaurantes y hospitales. Con una superficie total de 98 m² construidos, disfrutarás de un amplio salón de paso que se ilumina con luz natural gracias a la inclusión y acristalamiento de la terraza, con vistas despejadas, perfecto para relajarse al final del día. La vivienda cuenta con tres cómodos dormitorios, dos de ellos equipados con armarios empotrados, ventanas PVC oscilobatientes en toda la vivienda, que garantizan un aislamiento óptimo. Además, dispone de un cuarto de baño completamente reformado con bañera, perfecto para el día a día. La cocina, completamente amueblada y equipada siendo un espacio ideal para dar rienda suelta a la creatividad culinaria. No te pierdas la oportunidad de vivir en este encantador piso que incluye también un trastero en el mismo precio ¡Ven a visitarlo y enamórate de tu nuevo hogar! Recuerda la posibilidad de financiar hasta el 100% con nuestro departamento financiero kíron.",False,good,False,2754.0,False,False,False,False,[],False,False,269900.0,€,,,flat,,"Parque Roma - Coronas, San Fernando de Henares",Piso,Destacado,2,True,True,,,,,
108779139,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/96/a9/1354878020.webp,17,250000.0,flat,sale,105.0,3,1,calle Isla de Lobeira,Madrid,Collado Villalba,Parque de la Coruña - Las Suertes,es,,40.6183645,-4.0121174,False,https://www.idealista.com/inmueble/108779139/,"PISO de 100 m², 3 dormitorios, 2 baños completos, uno con ducha, amplio salón muy luminoso con salida a gran terraza. Cocina amueblada con tendedero acristalado. Finca con ascensor. Calefacción de gas natural. Jardines comunitarios muy cuidados, con piscina y zonas polideportivas e infantiles. Se encuentra comunicado con medios de transporte de autobuses y Renfe, y próximo a colegios y comercios.",False,good,False,2381.0,False,False,False,False,[],False,False,250000.0,€,,,flat,,"Parque de la Coruña - Las Suertes, Collado Villalba",Piso en calle Isla de Lobeira,Destacado,2,True,True,1112,,,,
108004460,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/41/6e/1330884918.webp,20,225000.0,countryHouse,sale,120.0,2,1,calle Virgen de el Enebral,Madrid,Collado Villalba,Villalba Pueblo,es,,40.6427871,-3.9954762,False,https://www.idealista.com/inmueble/108004460/,"¡Descubre tu nuevo hogar en esta encantadora casa de pueblo en venta! Situada en un bloque de dos viviendas, esta propiedad recién reformada ofrece un espacio acogedor y moderno. Con 120 m² construidos y 70 m² útiles, cuenta con 2 dormitorios y un baño, ideales para disfrutar en familia.  El verdadero tesoro de esta casa es su patio privado de 50 m², perfecto para relajarse o disfrutar de reuniones al aire libre. La orientación oeste garantiza luz natural durante todo el día, creando un ambiente cálido y acogedor. Además, los armarios empotrados ofrecen un amplio espacio de almacenamiento. Ubicada en un entorno privilegiado, muy cerca de la dehesa de Collado Villalba, tendrás acceso a todos los servicios públicos que necesitas, así como a comercios, zonas deportivas y colegios. La proximidad al Ayuntamiento y a la Seguridad Social añade comodidad a tu día a día.  No te preocupes por el transporte, ya que hay una parada de bus a Madrid a pocos pasos y un fácil acceso a la A-6. Esta casa es perfecta para quienes buscan calidad de vida en un entorno tranquilo pero bien comunicado. ¡No dejes pasar esta oportunidad única!",False,good,False,1875.0,False,False,False,False,[],False,False,225000.0,€,,,countryHouse,casaDePueblo,"Villalba Pueblo, Collado Villalba",Casa de pueblo en calle Virgen de el Enebral,Destacado,,,,VCR-8100,,,,
108129843,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/c5/bc/1334750905.webp,25,249000.0,flat,sale,130.0,1,1,calle de Quijada de Pandiellos,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3900038,-3.6701785,False,https://www.idealista.com/inmueble/108129843/,"¡Descubre este encantador piso en venta en el corazón de Puente de Vallecas, Madrid! Este fantástico bajo cuenta con un amplio patio privativo, ideal para disfrutar de momentos al aire libre. Con una superficie construida de 130 m² (en los metros construidos entra la vivienda, el gran patio y el amplio trastero), la vivienda ha sido reformada y se presenta amueblada, lista para entrar a vivir. El dormitorio es espacioso y cuenta con un armario empotrado que ofrece un gran espacio de almacenamiento. La cocina, completamente amueblada y equipada con electrodomésticos, es perfecta para los amantes de la gastronomía. El salón, luminoso y acogedor, está equipado con aire acondicionado, garantizando confort en cualquier época del año. Además, el baño completo dispone de bañera, ideal para relajarse después de un largo día. Las calidades son excepcionales: suelos de tarima y gres, ventanas de aluminio blanco climalit y puertas interiores en madera color roble. La finca cuenta con ascensor y la seguridad está garantizada con una puerta de entrada blindada. Incluye un trastero de grandes dimensiones, perfecto para almacenar todo lo que necesites. Ubicado en una zona rodeada de todos los servicios, este piso es una oportunidad única para disfrutar de la vida en Madrid. No dejes pasar la ocasión de visitar este maravilloso hogar que combina comodidad, estilo y funcionalidad. ¡Tu nuevo hogar te espera! No pasen la oportunidad de visitarlo.",False,good,False,1915.0,False,False,False,False,[],False,False,249000.0,€,,,flat,,"San Diego, Madrid",Piso en calle de Quijada de Pandiellos,Destacado,bj,True,True,1549,,,,
108611783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/72/52/1351111626.webp,8,250000.0,flat,sale,55.0,1,1,quintana s/n,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4361054,-3.648656,True,https://www.idealista.com/inmueble/108611783/,"¡Descubre tu nuevo hogar en este encantador piso reformado de un dormitorio! Anteriormente de dos habitaciones, este espacio ha sido cuidadosamente adaptado para ofrecer una distribución moderna y funcional. Con 55 m² construidos y 52 m² útiles, cada rincón está diseñado para maximizar la comodidad. La cocina, totalmente equipada, es perfecta para los amantes de la gastronomía, mientras que el cuarto de baño también cuenta con todo lo necesario para tu día a día. Uno de los mayores atractivos de este inmueble es su amplia y espaciosa terraza, ideal para disfrutar de momentos al aire libre o simplemente relajarte con una buena lectura. La ubicación es inmejorable, a escasos pasos de la famosa calle Alcalá, donde encontrarás una variedad de comercios y servicios. Además, estarás rodeado de múltiples paradas de autobús y muy cerca de la estación de metro Quintana, facilitando así tus desplazamientos por la ciudad. El piso se encuentra en un estado de conservación excelente, listo para entrar a vivir. Dispone de armarios empotrados que optimizan el espacio y ofrecen un almacenamiento práctico. La calefacción eléctrica garantiza un ambiente agradable durante todo el año. Situado en tercera planta sin ascensor, este hogar exterior te brinda luminosidad y vistas que alegrarán tus días. No pierdas la oportunidad de visitar este espectacular piso. ¡Tu nuevo hogar te espera! Para cualquier consulta o realizar visita no dude en contactar con Miguel Angel 6 7 5 1 8 1 5 8 9.",False,good,False,4545.0,False,False,False,False,[],False,False,250000.0,€,,,flat,,"Quintana, Madrid",Piso en quintana s/n,Destacado,3,True,False,MAR/6 25,,,,
106860601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/2a/22/1296137232.webp,26,259000.0,flat,sale,81.0,3,1,calle Ignacio González Serrano,Madrid,Collado Villalba,Carlos Ruiz,es,,40.6280272,-4.0117079,False,https://www.idealista.com/inmueble/106860601/,"Reskasa vende precioso a tan solo 10 minutos de la estación de Cercanías. Este encantador inmueble de 81 m² cuenta con 3 habitaciones y 1 baño completo, perfecto para quienes buscan espacio y comodidad. Características destacadas: - Amplio salón-comedor: El lugar ideal para disfrutar de momentos especiales con tus seres queridos. - Terraza cerrada: Un espacio luminoso para relajarte después de un largo día. - Cocina equipada: Totalmente lista con electrodomésticos, perfecta para tus aventuras culinarias. - Balcón y pequeña terraza: Espacios adicionales para almacenamiento o simplemente para disfrutar del aire fresco. - Baño completo: Equipado con sanitario, bidet y ducha, pensado para tu comodidad. - Suelos de tarima y acabados en yeso: Aportan calidez y elegancia a cada rincón. - Armarios empotrados: Para optimizar el espacio de almacenamiento. El edificio cuenta con ascensor y zonas comunes que fomentan un ambiente de vecindad amigable y seguro. Ubicación inmejorable: Collado Villalba combina la tranquilidad de la naturaleza con la cercanía a todos los servicios necesarios. A solo 10 minutos a pie, encontrarás las Cercanías de Villalba, así como líneas de autobús y tren que te conectan con Madrid y otras localidades cercanas. Estarás en el centro de Collado Villalba, rodeado de supermercados, tiendas de proximidad y un mercado local con productos frescos. Además, hay colegios y un centro de salud a solo 2 minutos andando, lo que lo convierte en un lugar ideal para familias. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para agendar una visita. Tu nuevo hogar en Collado Villalba te está esperando. � También te proporcionamos toda la gestion necesaria si necesitas hipoteca.",True,good,False,3198.0,False,False,False,False,[],False,False,259000.0,€,,,flat,,"Carlos Ruiz, Collado Villalba",Piso en calle Ignacio González Serrano,Destacado,1,True,True,,,,,
108004083,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ec/65/45/1330873265.webp,62,386900.0,chalet,sale,187.0,4,3,calle María Moliner,Madrid,Loeches,,es,,40.382921,-3.4169733,False,https://www.idealista.com/inmueble/108004083/,"**Chalet Adosado en Loeches: Tu Nuevo Hogar Espera por Ti** Descubre este impresionante chalet adosado en Loeches, donde la comodidad y el estilo se unen en un espacio de 187 m² construidos. Con una parcela de 150 m², este hogar ofrece un amplio jardín ideal para disfrutar de momentos al aire libre. En la primera planta, la cocina equipada con electrodomésticos y despensa se complementa con un aseo y un salón independiente que cuenta con aire acondicionado, perfecto para relajarse y compartir con familia y amigos. La segunda planta alberga cuatro acogedores dormitorios, destacando el dormitorio principal que cuenta con dos armarios empotrados, un baño completo con bañera de hidromasaje y un pequeño balcón, creando un oasis de tranquilidad. Los otros tres dormitorios también disponen de armarios empotrados, garantizando espacio y organización. Además, un segundo baño completo proporciona comodidad para toda la familia. En la planta buhardilla, completamente acondicionada y equipada con aire acondicionado frío y calor, se encuentran ventanas Velux que aportan luz natural, creando un ambiente cálido y acogedor. Los acabados de calidad, como suelos de tarima y gres, ventanas de aluminio blanco climalit y puertas interiores de madera color roble, hacen de esta vivienda un lugar excepcional. El chalet también incluye un amplio garaje cerrado de 20 m² y está rodeado de servicios esenciales como transporte público, colegios e institutos. Su ubicación cercana a Alcalá de Henares y Torrejón de Ardoz añade aún más valor a esta magnífica propiedad. ¡No pierdas la oportunidad de hacer de este chalet adosado tu nuevo hogar! Ven a visitarlo.",False,good,False,2069.0,False,False,False,False,[],False,False,386900.0,€,True,True,chalet,terracedHouse,Loeches,Chalet adosado en calle María Moliner,Destacado,,,,,,,,
108383561,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/ae/de/1342484817.webp,48,2800000.0,chalet,sale,882.0,7,4,Casco Histórico,Madrid,Alcalá de Henares,Casco Histórico,es,,40.4851111,-3.3631836,False,https://www.idealista.com/inmueble/108383561/,"¡Gran oportunidad de inversión! Actualmente se encuentra dividido en: Dos viviendas y 6 Locales Comerciales, no dispone de División Horizontal.  Exclusivas Alcalá presenta esta magnífica propiedad con un enorme potencial, ideal tanto para familias numerosas como para inversores que buscan rentabilidad. La finca cuenta con dos viviendas independientes: � Primera vivienda: Perfecta para reformar a tu gusto. Dispone de 4 amplias habitaciones, despacho o salita, cocina independiente con despensa, salón, comedor, una terraza / patio de (aprox. 40m2) con encanto y acceso a la buhardilla de 148 m2 más un Patio de 23m2, ideal para ampliar espacios o convertir en zona de ocio. Alguna de las dependencias de la vivienda disponen de aire acondicionado (frio). � Segunda vivienda: Lista para entrar a vivir. Distribuida en 3 cómodas habitaciones, salita, 2 baños completos (uno en suite), un despacho perfecto para teletrabajar, salón-comedor, cocina independiente y una terraza / patio de 34 m2 ideal para disfrutar del aire libre. Alguna de las dependencias de la vivienda disponen de aire acondicionado (frio). Además, la propiedad incluye 6 locales comerciales con múltiples posibilidades: en este momento se encuentran alquilados (excepto uno de ellos) y obtén ingresos desde el primer momento tras la compra. Una oportunidad única que combina vivienda y negocio en un solo lugar. ¡Solicita tu visita y descubre todo lo que esta propiedad puede ofrecerte! Sí estas interesado en conocer mas detalles de esta Inmueble o concertar una visita, no dudes en contactar. Estaremos encantados de enseñarle el inmueble y/o resolver cualquier duda.  EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso de la Compraventa. disponemos de departamento Jurídico y Financiero. Somos API ( Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,3175.0,False,False,False,False,[],False,False,2800000.0,€,True,True,chalet,terracedHouse,"Casco Histórico, Alcalá de Henares",Chalet adosado,Destacado,,,,EX04163,,,,
108568406,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/56/b4/1348702286.webp,6,135000.0,studio,sale,40.0,0,1,Barrio Casco Antiguo,Madrid,Leganés,Centro,es,Casco Antiguo,40.3265536,-3.7670553,False,https://www.idealista.com/inmueble/108568406/,"� Estudio seminuevo con patio – ¡Alta rentabilidad garantizada! Urbamar vende acogedor estudio seminuevo con patio, amueblado. PARA ENTRAR A VIVIR! IDEAL PARA INVERSORES! GRAN RENTABILIDAD.  � Ubicación inmejorable: Rodeado de todos los servicios necesarios para el día a día: Transporte público (autobuses, metro y Renfe a 5 minutos) Centros médicos Colegios Supermercados Parques y zonas infantiles Restauración y ocio �️ Nuestro compromiso: Nos encargamos de todos los trámites para que no tengas que preocuparte por nada: Gestión integral de la compraventa Coordinación de plazos Asesoramiento y tramitación hipotecaria � ¿Necesitas financiación? Consulta con nuestro departamento financiero la posibilidad de conseguir hasta el 100% de financiación. � Contáctanos para más información, estaremos encantados de atenderte personalmente o a través de nuestras redes sociales.",False,good,False,3375.0,True,False,False,False,[],False,False,135000.0,€,,,flat,studio,"Casco Antiguo, Leganés",Estudio,Destacado,1,True,True,LGVC297,,,,
