propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice
107459138,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/a2/82/1313223288.webp,principe,23,1,324900.0,flat,sale,66.0,True,1,1,avenida del Príncipe de Asturias s/n,Madrid,Villaviciosa de Odón,Centro,es,,40.357603,-3.9048597,True,https://www.idealista.com/inmueble/107459138/,"Agencia inmobiliaria en Villaviciosa de Odón. HOGARES VILLAVICIOSA DE ODÓN vende en EXCLUSIVA espectacular piso TOTALMENTE REFORMADO en una de las mejores zonas del municipio y te ofrece una ubicación inmejorable, cerca de comercios, paradas de autobús, colegios y zonas comerciales y de ocio. Este piso completamente reformado, te ofrece una ubicación inmejorable, rodeado de comercios, colegios y zonas de ocio.  Al entrar, te sorprenderá su amplio y luminoso salón comedor, equipado con aire acondicionado y acceso a una encantadora terraza. Cocina reformada, con amplio comedor, ideal para desayunos, comidas y cenas en familia.  El dormitorio principal cuenta con un vestidor y armarios empotrados que garantizan el máximo espacio y confort. Además, dispone de aire acondicionado para asegurar tu comodidad durante todo el año.  El cuarto de baño, también reformado, está equipado con un plato de ducha y ventana que permite la entrada de luz natural. Este piso cuenta con suelos de tarima en toda la vivienda y ventanas climalit oscilobatientes que aseguran un perfecto aislamiento térmico y acústico. La calefacción por bomba de frío/calor y el gas natural te proporcionarán un ambiente acogedor en cualquier estación.  Situado en un edificio con ascensor, este inmueble de segunda mano en buen estado es una oportunidad que no puedes dejar pasar. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,,4923.0,True,True,False,True,[],False,False,324900.0,€,,,flat,"Centro, Villaviciosa de Odón",Piso en avenida del Príncipe de Asturias s/n,Top,,,,,
108597813,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/41/41/1349548562.webp,iglesia,31,1,454900.0,duplex,sale,114.0,True,3,2,calle Iglesia s/n,Madrid,Villaviciosa de Odón,Centro,es,,40.3596694,-3.9009322,True,https://www.idealista.com/inmueble/108597813/,"HOGARES VILLAVICIOSA DE ODÓN vende en EXCLUSIVA espectacular DUPLEX con buhardilla, totalmente reformado, en pleno centro del municipio. ¡Descubre tu nuevo hogar en el corazón de Villaviciosa de Odón! Este magnífico piso de 114 m² construidos, te ofrece una ubicación inmejorable, cerca de comercios, paradas de autobús, colegios y zonas comerciales y de ocio.  La planta baja cuenta con un amplio y luminoso salón comedor, ideal para disfrutar de momentos en familia o con amigos. La cocina está completamente equipada y también encontrarás un aseo de cortesía para mayor comodidad. En la primera planta, te recibe un amplio recibidor que da acceso a dos habitaciones espaciosas. La habitación principal incluye un vestidor. Además, el cuarto de baño en esta planta cuenta con plato de ducha y ventana, aportando luz natural al espacio.  Pero eso no es todo, la buhardilla es un verdadero tesoro: amplia y luminosa, ofrece la posibilidad de crear un área de trabajo o un tercer dormitorio, además de contar con un cuarto de baño completo. La urbanización privada en la que se encuentra el dúplex incluye piscina y jardines.  Y para mayor comodidad, se incluye una plaza de garaje en el precio. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,,3990.0,True,True,False,True,[],False,False,454900.0,€,True,True,flat,"Centro, Villaviciosa de Odón",Dúplex en calle Iglesia s/n,Top,,,,duplex,
105996116,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/63/3a/1228245867.webp,Ático B ,31,,2280000.0,penthouse,sale,312.0,True,2,2,"calle Arturo Soria, 161",Madrid,Madrid,Ciudad Lineal,es,Colina,40.4559985,-3.6571683,True,https://www.idealista.com/obra-nueva/105996116/,"ARTURO SORIA 161 es un nuevo proyecto residencial de Terralpa en el mejor Madrid donde toda la comodidad está a tu alcance. Cuenta con 6 magníficas viviendas con terraza, 2 áticos de ensueño con amplísimas terrazas y piscina incluida y 2 bajos con un jardín que rodea la vivienda. La localización es inmejorable gracias a la salida directa a la M30, la cercanía al metro Arturo Soria, ubicado a 1 minuto del proyecto, y al centro comercial Arturo Soria Plaza, por no hablar de la amplia oferta de colegios, parques y pequeños comercios que hacen de esta zona un lugar para vivir en Madrid con la más alta calidad de vida. El proyecto, de la mano del arquitecto Martín de Lucio y el estudio de interiorismo VillaBlanch, representa la sofisticación natural gracias a la elección de materiales nobles como la piedra y la madera que hacen a todo el conjunto elegante y atemporal. Arturo Soria 161 dispone de un jardín, que enmarca todo el conjunto, convirtiéndolo en un pequeño vergel en medio de Madrid. Los propietarios podrán disfrutar de una piscina exterior y solárium donde relajarse y un gimnasio donde ponerse en forma. Viviendas con amplias terrazas y jardines, así como unas calidades de máximo nivel cuidadas en cada detalle. Un ejemplo de arquitectura avanzada, calidad y eficiencia energética. Todas las viviendas cuentan además con 2 plazas de garaje y trastero.",False,newdevelopment,True,True,False,7308.0,True,False,False,False,[],False,False,2280000.0,€,True,True,flat,"Colina, Madrid","Ático en calle Arturo Soria, 161",Top,,,,penthouse,
108829403,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/f6/68/1356345714.webp,P6 Bajo B,15,bj,1128361.0,duplex,sale,197.0,True,3,3,"calle Cantalejo, 19",Madrid,Madrid,Fuencarral,es,Peñagrande,40.4736193,-3.7352716,True,https://www.idealista.com/obra-nueva/108829403/,"NUEVO PROYECTO JUNTO A PUERTA DE HIERRO Residencial Zenith es un proyecto de 117 exclusivas viviendas de 1, 2 y 3 dormitorios con amplias y variadas zonas comunes. Precio desde 450.067€ con plaza de garaje y trastero incluido. ARQUITECTURA DE AUTOR El diseño arquitectónico de Zenith se caracteriza por un diseño escultórico y vanguardista, donde los volúmenes curvos aportan un dinamismo único. Sus líneas fluidas generan una sensación de movimiento constante, envolviendo el edificio con una elegancia orgánica que El diseño arquitectónico de Zenith se caracteriza por sus líneas rectas y depuradas, creando una estética moderna y sofisticada que se integra perfectamente con su entorno. ZENITH NO SOLO SON VIVIENDAS: EL ARTE DE VIVIR Disfrute de un oasis privado sin salir de casa. Zenith ha sido concebido para ofrecer una experiencia de vida inigualable. Las zonas comunes han sido cuidadosamente diseñadas para responder a los más altos estándares de confort, privacidad y estilo de vida. Podrá disfrutar de piscina desbordante y solárium que invitan al relax en los meses más calurosos. Además, Zenith ofrece un rooftop con terraza panorámica y gastroteca. En la planta baja la Sala Club ha sido diseñada como un espacio versátil para las celebraciones privadas. El Coworking está pensado para quienes combinan vida personal y profesional en el mismo entorno. Para los amantes del deporte, Zenith dispone de gimnasio tanto interior como exterior, sauna y aparcamiento para bicicletas. Los más pequeños disponen de un espacio exclusivo para el juego tanto exterior como interior. Podrá hacer uso de buzones de paquetería para la recepción de paquetes. Sostenibilidad y ahorro energético Las viviendas de ZENITH están preparadas para obtener una Calificación Energética A. Esto significa que tendrán un mínimo impacto sobre el medio ambiente, al igual que se reducirá el consumo de energía, afectando directamente al importe de las facturas de cada usuario. UBICACIÓN Zenith estará ubicado en una de las zonas más exclusivas de Madrid, Puerta de Hierro, concretamente en la calle Cantalejo. Caracterizada por su entorno privilegiado, esta ubicación ofrece tranquilidad, privacidad y naturaleza, sin renunciar a la proximidad con el centro de Madrid y sus principales servicios. Entorno verde y exclusivo: Situado en un enclave rodeado de naturaleza, cerca del Monte de El Pardo, garantizando aire puro y un ambiente relajado. Accesibilidad y conexiones: Excelentes conexiones con el centro de Madrid mediante la M-30, M-40 y A-6, así como transporte público cercano. Seguridad y privacidad: Urbanización de alto nivel con seguridad 24/7, perfecta para quienes buscan tranquilidad en un entorno privilegiado. Servicios de primer nivel: Cercanía a colegios internacionales, hospitales de prestigio, clubes deportivos como el Real Club de Puerta de Hierro y una amplia oferta gastronómica y comercial en zonas como Moncloa y La Vaguada. PERSONALIZACIÓN En Zenith se ofrece la posibilidad de personalizar cada rincón de su vivienda, desde la distribución hasta los acabados. Podrá elegir entre un amplio abanico de posibilidades en las calidades de su vivienda, cada vivienda será única. Nota: TODAS LAS VIVIENDAS LLEVAN INCLUIDAS 1 PLAZA DE GARAJE Y UN TRASTERO. EN EL CASO DE LAS DE 3 DORMITORIOS LLEVAN 2 PLAZAS DE GARAJE Y UN TRASTERO. Durante el desarrollo del proyecto, la Dirección Facultativa se reserva el derecho de efectuar modificaciones que viniesen motivadas por exigencias de orden técnico o jurídico por parte de las Administraciones competentes, así como aquellas que pudieran suponer cambios del proyecto o en la memoria de calidades que en ningún caso supondrán minoración de las calidades previstas.",False,newdevelopment,True,True,False,5728.0,True,False,False,False,[],False,False,1128361.0,€,,,flat,"Peñagrande, Madrid","Dúplex en calle Cantalejo, 19",Top,,,,duplex,
108271170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/f6/79/1339129353.webp,COM1491,56,4,386000.0,flat,sale,103.0,True,3,2,calle del Pingüino,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3806009,-3.7524602,False,https://www.idealista.com/inmueble/108271170/,"GLOBALPISO CARABANCHEL VISTA ALEGRE vende en exclusiva este estupendo piso de 3 dormitorios con ascensor situado en carabanchel. La vivienda cuenta con 103 m² construidos, 3 dormitorios ( con posibilidad de habilitar un 4to. dormitorio )  ·2 baños uno de ellos de aseo adicional. ·salón amplio con salida a una agradable terraza exterior. ·Cocina totalmente equipada, independiente con un amplio comedor, calefacción por gas natural, aire acondicionado. El edificio cuenta con ascensor y acceso adaptado para personas con movilidad reducida. ·Piscina comunitaria y zonas ajardinadas, perfectas para disfrutar al aire libre. UBICADO EN UNA ZONA TRANQUILA Y RESIDENCIAL DE CARABANCHEL, bien comunicada mediante transporte publico, Metro L5 (EUGENIA DE MONTIJO) EMT 17- 35- 34 INTERURBANOS 486- 481, cerca de colegios, SAN GABRIEL, ESCOLAPIAS CARABANCHEL, supermercados, ALCAMPO-DIA, a pocos minutos andando al parque (EUGENIA DE MONTIJO) y (PARQUE DE LAS CRUCES) Excelente opción para quienes busquen una vivienda bien situada, cómoda  ¡No dudes en visitarlo! *Globalpiso nunca solicitará documentación ni dinero sin haber realizado antes una visita a la vivienda. *Ofrecemos financiación del 100% a través de nuestro departamento financiero, H2b Hipotecas. La aprobación de la financiación está sujeta a las condiciones de la entidad financiera y se evaluará el perfil y solvencia del cliente. *De conformidad con el Artículo 6 del RD 515/1989, de 21 de abril, informamos a los clientes que los gastos notariales, registrales, Impuesto de Transmisiones Patrimoniales (I. T. P. ) gastos financieros e intermediación inmobiliaria y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. ""Se cumplen todos los requisitos y derechos referidos en la Ley 12/2023 por el Derecho a la Vivienda"".",False,good,False,True,,3748.0,False,False,True,False,[],False,False,386000.0,€,,,flat,"Vista Alegre, Madrid",Piso en calle del Pingüino,Top,395000.0,9000.0,2.0,,
107915692,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/5b/d5/1357744950.webp,CLK00/4906,17,1,379000.0,flat,sale,66.0,True,2,2,calle Isla de Tavira,Madrid,Madrid,Fuencarral,es,Peñagrande,40.483188,-3.7181442,False,https://www.idealista.com/inmueble/107915692/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Peñagrande, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 66 m², distribuidos en salón y comedor, cocina independiente equipada, 2 dormitorios y 2 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Peñagrande, en la Calle Isla de Tavira, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Deportivo La Masó y del Centro Comercial La Vaguada. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Avenida de la Ilustración (L7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",False,good,False,True,,5742.0,True,False,False,False,[],False,False,379000.0,€,,,flat,"Peñagrande, Madrid",Piso en calle Isla de Tavira,Top,385000.0,6000.0,2.0,,
108829412,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/5c/31/1356345757.webp,P5 2ºA,15,2,596240.0,flat,sale,78.0,True,2,2,"calle Cantalejo, 19",Madrid,Madrid,Fuencarral,es,Peñagrande,40.4736193,-3.7352716,True,https://www.idealista.com/obra-nueva/108829412/,"NUEVO PROYECTO JUNTO A PUERTA DE HIERRO Residencial Zenith es un proyecto de 117 exclusivas viviendas de 1, 2 y 3 dormitorios con amplias y variadas zonas comunes. Precio desde 450.067€ con plaza de garaje y trastero incluido. ARQUITECTURA DE AUTOR El diseño arquitectónico de Zenith se caracteriza por un diseño escultórico y vanguardista, donde los volúmenes curvos aportan un dinamismo único. Sus líneas fluidas generan una sensación de movimiento constante, envolviendo el edificio con una elegancia orgánica que El diseño arquitectónico de Zenith se caracteriza por sus líneas rectas y depuradas, creando una estética moderna y sofisticada que se integra perfectamente con su entorno. ZENITH NO SOLO SON VIVIENDAS: EL ARTE DE VIVIR Disfrute de un oasis privado sin salir de casa. Zenith ha sido concebido para ofrecer una experiencia de vida inigualable. Las zonas comunes han sido cuidadosamente diseñadas para responder a los más altos estándares de confort, privacidad y estilo de vida. Podrá disfrutar de piscina desbordante y solárium que invitan al relax en los meses más calurosos. Además, Zenith ofrece un rooftop con terraza panorámica y gastroteca. En la planta baja la Sala Club ha sido diseñada como un espacio versátil para las celebraciones privadas. El Coworking está pensado para quienes combinan vida personal y profesional en el mismo entorno. Para los amantes del deporte, Zenith dispone de gimnasio tanto interior como exterior, sauna y aparcamiento para bicicletas. Los más pequeños disponen de un espacio exclusivo para el juego tanto exterior como interior. Podrá hacer uso de buzones de paquetería para la recepción de paquetes. Sostenibilidad y ahorro energético Las viviendas de ZENITH están preparadas para obtener una Calificación Energética A. Esto significa que tendrán un mínimo impacto sobre el medio ambiente, al igual que se reducirá el consumo de energía, afectando directamente al importe de las facturas de cada usuario. UBICACIÓN Zenith estará ubicado en una de las zonas más exclusivas de Madrid, Puerta de Hierro, concretamente en la calle Cantalejo. Caracterizada por su entorno privilegiado, esta ubicación ofrece tranquilidad, privacidad y naturaleza, sin renunciar a la proximidad con el centro de Madrid y sus principales servicios. Entorno verde y exclusivo: Situado en un enclave rodeado de naturaleza, cerca del Monte de El Pardo, garantizando aire puro y un ambiente relajado. Accesibilidad y conexiones: Excelentes conexiones con el centro de Madrid mediante la M-30, M-40 y A-6, así como transporte público cercano. Seguridad y privacidad: Urbanización de alto nivel con seguridad 24/7, perfecta para quienes buscan tranquilidad en un entorno privilegiado. Servicios de primer nivel: Cercanía a colegios internacionales, hospitales de prestigio, clubes deportivos como el Real Club de Puerta de Hierro y una amplia oferta gastronómica y comercial en zonas como Moncloa y La Vaguada. PERSONALIZACIÓN En Zenith se ofrece la posibilidad de personalizar cada rincón de su vivienda, desde la distribución hasta los acabados. Podrá elegir entre un amplio abanico de posibilidades en las calidades de su vivienda, cada vivienda será única. Nota: TODAS LAS VIVIENDAS LLEVAN INCLUIDAS 1 PLAZA DE GARAJE Y UN TRASTERO. EN EL CASO DE LAS DE 3 DORMITORIOS LLEVAN 2 PLAZAS DE GARAJE Y UN TRASTERO. Durante el desarrollo del proyecto, la Dirección Facultativa se reserva el derecho de efectuar modificaciones que viniesen motivadas por exigencias de orden técnico o jurídico por parte de las Administraciones competentes, así como aquellas que pudieran suponer cambios del proyecto o en la memoria de calidades que en ningún caso supondrán minoración de las calidades previstas.",False,newdevelopment,True,True,False,7644.0,True,False,False,False,[],False,False,596240.0,€,,,flat,"Peñagrande, Madrid","Piso en calle Cantalejo, 19",Top,,,,,
107873965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/54/ab/1357732702.webp,CLK00/4673,19,6,550000.0,flat,sale,90.0,True,3,2,calle de Sangenjo,Madrid,Madrid,Fuencarral,es,La Paz,40.4861843,-3.6989025,False,https://www.idealista.com/inmueble/107873965/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de La Paz, en Madrid. La vivienda está ubicada en la 6 planta exterior con ascensor. Dispone de una superficie total de 90 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de La Paz, en la Calle Sangenjo, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Hospital Universitario Ramón y Cajal, el Centro Comercial La Vaguada y el Parque Norte - Carmen Tagle. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús, a la estación de metro Herrera Oria (L9) y a la estación de tren Ramón y Cajal (C7 y C8). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",False,good,False,True,,6111.0,True,False,False,False,[],False,False,550000.0,€,,,flat,"La Paz, Madrid",Piso en calle de Sangenjo,Top,565000.0,15000.0,3.0,,
107863061,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/e3/d9/1357739303.webp,CLK00/4883,18,2,550000.0,flat,sale,91.0,True,3,2,calle de Bravo Murillo,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4605286,-3.6986183,False,https://www.idealista.com/inmueble/107863061/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Valdeacederas, en Madrid. La vivienda está ubicada en la 2 planta patio de manzana con ascensor. Dispone de una superficie total de 91 m², distribuidos en salón y comedor, cocina abierta equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado, portero y accesibilidad para personas con movilidad reducida. Situado en el barrio de Valdeacederas, en la Calle Bravo Murillo, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Comercial Castellana 200, la Fundación Canal y del Intercambiador de Plaza de Castilla. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Tetuán (L1). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",False,good,False,True,,6044.0,True,False,False,False,[],False,False,550000.0,€,,,flat,"Valdeacederas, Madrid",Piso en calle de Bravo Murillo,Top,565000.0,15000.0,3.0,,
107643845,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/52/22/1323209290.webp,1249,34,3,417000.0,flat,sale,77.0,False,3,1,calle del Panizo,Madrid,Madrid,Tetuán,es,Berruguete,40.4606929,-3.7062834,False,https://www.idealista.com/inmueble/107643845/,"1976 – ""La Excentricidad de Kansai Yamamoto en Madrid"" ""Este piso de 1976 refleja la explosión de color y formas vanguardistas de Kansai Yamamoto, quien fusionó la tradición japonesa con la modernidad occidental. Sus espacios atrevidos y detalles dinámicos evocan la energía y teatralidad de sus diseños, creando un hogar donde la moda y el arte se entrelazan con audacia. En 1976, Kansai Yamamoto revolucionó la moda al introducir diseños inspirados en el kabuki japonés, combinando patrones audaces, colores vibrantes y siluetas futuristas. Su estilo extravagante y teatral influyó en la moda occidental y dejó una huella imborrable en la estética del espectáculo, vistiendo a iconos como David Bowie. "" Si buscas una vivienda con espacio, luz y un gran potencial, esta es tu oportunidad. En una zona en plena revalorización, este piso de tres habitaciones es mucho más que una simple propiedad: es la posibilidad de diseñar el hogar que siempre has imaginado. Ubicado en un entorno en constante crecimiento, este inmueble ofrece un gran potencial de personalización, adaptándose a diferentes estilos de vida. Con amplias estancias y una distribución versátil, cada rincón invita a crear espacios únicos y funcionales. Su salón espacioso se presta para ser el centro de reuniones, mientras que las habitaciones brindan la tranquilidad y comodidad que necesitas. La finca cuenta con ascensor aprobado, ya se han realizado los trabajos de saneamiento de pocería y se ha iniciado la instalación del mismo. Además de su excelente ubicación, este piso cuenta con plaza de garaje y trastero, un valor añadido en cualquier inversión inmobiliaria. ¿Te gustaría reformarlo a tu gusto? ¿Convertirlo en una vivienda de diseño? ¿O simplemente disfrutar de sus características tal como está? Aquí, tú decides. No dejes pasar esta oportunidad de inversión y calidad de vida. Contáctanos hoy mismo para más información o para concertar una visita. Este piso no solo es una vivienda, es un lienzo en blanco esperando tu toque personal. ¡Hazlo tuyo antes de que sea demasiado tarde!",True,good,False,True,,5416.0,True,False,True,False,[],False,False,417000.0,€,True,True,flat,"Berruguete, Madrid",Piso en calle del Panizo,Top,,,,,
107058680,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/c8/89/1301756668.webp,14423,53,,7575000.0,chalet,sale,1110.0,,6,5,calle del Camino Ancho,Madrid,La Moraleja,La Moraleja urbanización,es,,40.515185,-3.6204571,False,https://www.idealista.com/inmueble/107058680/,"Suma Inmobiliaria ofrece vivienda de autor, localizada en una de las principales arterias de La Moraleja, con entrada por un tranquilo fondo de saco. Se encuentra construida en una parcela de 3211m2 que es única, por disponer de un manantial de agua permanente, disfrutar de construcciones históricas y tener impactantes vistas sobre el campo de golf, con el que linda a lo largo de 150 m lineales. Esa masa verde, de aproximadamente 5 hectáreas, participa como una extensión natural del jardín. La vivienda, proyectada por el maestro de la arquitectura contemporánea Javier Carvajal, tiene un diseño atemporal y vanguardista. Incluida en ocho libros que recogen las obras arquitectónicas más representativas del siglo XX, esta vivienda ha sido totalmente reformada en 2020 (*). Con una superficie aproximada de 1.100 m2, todas sus estancias son muy luminosas, por estar orientadas a mediodía, siendo sus vistas al campo de golf. La vivienda cuenta con dos salones con ambientes distintos y dos chimeneas, cuarto de estar, comedor interior circular con patio, y sala de cine para 14 personas. La zona de descanso dispone de 4 dormitorios - dos de ellos en suite y de 63 m2 y 58 m2 3 baños y aseo de invitados, y un apartamento de servicio con 2 dormitorios, totalmente independiente. En el jardín, muy consolidado, existe otro comedor de verano (con horno de leña y barbacoa profesionales), un acogedor chill-out con barra de bar, calefacción y todo tipo de equipamiento, un aseo/vestuario, una bodega/sala de juegos y un despacho. La piscina, dotada de cascada y jacuzzi de obra, se integra perfectamente con las singulares construcciones antiguas que existen en esta parcela - una gruta y un torreón de vigilancia del siglo XVIII - toda vez que respeta el espíritu de la zona, cuando fue abrevadero de ganado y de reses. A la misma parcela llega por una galería de ladrillo de tejar, un manantial permanente de agua que en su día dio servicio al Palacio de La Moraleja y que ha dado nombre a la calle Camino de la Fuente. (*) La reforma llevada a cabo a lo largo de todo el 2020 ha consistido en la ampliación de la vivienda, nueva distribución, sustitución de toda la electricidad, nueva iluminación, interior y decorativa del jardín, punto de recarga de coches eléctricos, nueva carpintería y puertas, nueva fontanería, nuevos cuartos de baño, nueva sala de cine, pintura de todos los paramentos, nuevo chill-out, nueva piscina, nuevo vestuario, nuevos muros y vallados exteriores, nuevo sistema integral de seguridad, etc. La casa se compone por:  - Un gran hall de entrada con vistas al golf y un aseo de invitados. - Dos amplios salones a doble altura, con varios ambientes y un gran comedor circular con A/A. - Espaciosa cocina con comedor de diario, luminoso cuarto de plancha y zona de lavado con salida al jardín. Todo ello amueblado por Santos.  - Dormitorio principal de 63 m2 con estar, chimenea, A/A, vestidor, cuarto de baño en mármol travertino, jacuzzi y terraza. - Dormitorio de 58 m2, con estar, baño en suite y vistas al golf y a la cascada. - Dos dormitorios con acceso al exterior, que comparten moderno baño. - Despacho de 35m independiente con A/C. - Sala de cine para 14 personas, A/A y equipos de última generación. - Apartamento de servicio: dos dormitorios y baño. - Parking cubierto para dos coches y descubierto para seis más. - Cargador coche eléctrico. - Sistema de seguridad. - Bodega de 20 m con acceso independiente por el jardín / 2 barbacoas y 1 horno exterior / zona chill out acristalada. - Piscina con jacuzzi y cascada. - Magnífico jardín consolidado. Disponemos de una amplia cartera de inmuebles “off market” no publicados en Idealista. Para solicitar información visite nuestra web pinchando en el enlace de abajo o contacte con nuestras oficinas.",True,good,False,,,6824.0,True,False,False,True,[],False,False,7575000.0,€,True,True,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente en calle del Camino Ancho,Top,,,,independantHouse,
108090392,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/79/b1/1333530045.webp,118NS,18,2,1050000.0,flat,sale,80.0,False,2,2,calle de Padilla,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4329753,-3.6752285,False,https://www.idealista.com/inmueble/108090392/,"Descubre esta espectacular vivienda situada en una de las calles más emblemáticas del codiciado barrio de Lista, en pleno distrito Salamanca. Ubicada en una segunda planta interior muy luminosa de un edificio representativo con ascensor, esta propiedad ha sido reformada integralmente a estrenar con calidades premium y diseño contemporáneo. La vivienda ofrece un elegante salón-comedor con cocina integrada, equipada con electrodomésticos y una isla central, ideal para disfrutar tanto en el día a día como en ocasiones especiales. Ubicado en una zona residencial tranquila pero muy bien conectada, con todos los servicios a pie de calle: colegios, hospitales, tiendas, restaurantes, y excelentes comunicaciones en transporte público. Una oportunidad única para vivir o invertir en uno de los enclaves más prestigiosos de Madrid. � Contacta para agendar tu visita!",True,good,False,True,,13125.0,True,False,True,False,[],False,False,1050000.0,€,,,flat,"Lista, Madrid",Piso en calle de Padilla,Top,,,,,
