propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
107826786,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/a4/a0/1341200143.webp,52,,1430000.0,chalet,sale,545.0,,7,7,"calle de la Luna, 44",Madrid,Santo Domingo,,es,,40.6296721,-3.5765768,True,https://www.idealista.com/inmueble/107826786/,"CORSINI INMOBILIARIA VENDE - La vivienda está construida de manera extraordinaria. Su forjado, muros, cimientos, carpintería, sistema de calefacción, aislamiento, etc. son de una calidad excepcional.  Si lo que busca es una casa en la cual confiar por su calidad de construcción: esta es su casa! Además requiere de pocas actualizaciones para modernizar la casa.  La ubicación dentro de la urbanización es muy buena. Está en la zona media. Lo que le permite darse un buen paseo para ir a la zona comercial sin necesidad de coche.  La parcela está ajardinada en su totalidad y tiene una piscina salinizada y una zona de huerto muy trabajada y con una tierra fantástica para ello.  La vivienda cuenta con un apartamento totalmente independiente si lo desea, ya que hay una puerta que conecta ambas estancias pero se puede cerrar sin problema.  Alquilar esta estancia puede resultar una fuente de ingresos estupenda que le ayudará a pagar su hipoteca cómodamente.  A continuación, procedo a describir ambas estancias:  VIVIENDA:  - planta principal. Hall; cocina con amplio ofice y lavandería; aseo; comedor fantástico con vistas muy agradables y acceso a una gran terraza; comedor y despacho o zona de estar.  - planta primera. Espectacular dormitorio principal en suite con chimenea y terraza. En la misma estancia tiene el vestidor y un baño sensacional con gran bañera jacuzzi. A continuación se encuentran dos habitaciones grandes en suite (ambas con baño). APARTAMENTO: en planta semisótano. Consta de 3 dormitorios, 2 baños, salón, cocina y salida al jardín. Todo ello con luz natural ya que no está bajo el terreno. INFORMACIÓN ADICIONAL: Todas las chimeneas estás cerradas con cassettes, caldera nueva de alta protección, el aire acondicionado invierno-verano del salón es nuevo, piscina salina y coronación nueva, placas fotovoltaicas, puerta de la casa acorazada nueva, doble alarma, cámaras de vídeo vigilancia con visión nocturna en todo el perímetro de la casa, huerto, agua de pozos para todo menos en cocinas (muy barata), seguridad, médico y enfermería 24/7. Gastos comunidad 100€ mes. IBI 2.000€ año. ENTORNO:  La Urbanización Santo Domingo se considera la mejor de la zona gracias a su seguridad, la calidad de vida que aporta, por cómo está diseñada y construida (sus viales, agua de pozo y del Canal de Isabel II, alcantarillado, etc) y por ser la más completa del entorno. Cuenta con una variada zona comercial, zona de restauración, un fantástico centro médico privado y un ambulatorio municipal, colegio público, iglesia, club social, zonas verdes, los ríos Jarama y Guadalix rodeando, viviendas para personas mayores, residencia, etc. Sin duda es un entorno privilegiado.",True,good,False,,2624.0,True,False,True,False,[],False,False,1430000.0,€,chalet,Santo Domingo,"Casa independiente en calle de la Luna, 44",COR.V.002,True,True,independantHouse,,,,
106527037,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/90/b4/1285555865.webp,40,,690000.0,countryHouse,sale,877.0,,3,4,plaza s/n,Madrid,Ambite,,es,,40.3283739,-3.1823592,True,https://www.idealista.com/inmueble/106527037/,"ANTIGUA ALMAZARA CONVERTIDA EN VIVIENDA CON ENCANTO. Situada en el centro urbano, ofrece una preciosa panorámica de la Alcarria Madrileña. La propiedad cuenta con 877 m² construidos y una superficie de terreno urbano de 1.522 m². En sus orígenes fue una almazara con sus almacenes y espacios para la maquinaria, hoy convertida en una encantadora casa de pueblo que mantiene la estructura y algunos de los elementos originales. El edificio principal, construido en piedra, conserva en su interior los artesonados de madera vista y parte de la maquinaria usada para la obtención de aceite. Tiene acceso desde la calle y en la fachada posterior se sitúa la zona de jardín con piscina. Dispone de un gran salón con chimenea y techo a doble altura, zona de comedor, y zonas de estar, cocina y 3 dormitorios con baño. Aprovechando el desnivel del terreno, se ha construido, bajo la terraza y la piscina otra edificación con dos alturas, donde se sitúa la bodega, un amplio salón social, un baño y la zona de garaje y cuarto de calderas; dispone además de 3 boxes para caballos. También esta zona cuenta con zona de jardín y acceso desde la calle posterior, con paso para vehículos. La vivienda se abre al exterior mediante un agradable porche convertido en un salón exterior con zona de terraza. A continuación, se encuentra la piscina, rodeada de un original piso de madera, con un cenador y una parte de jardín con barbacoa. La zona exterior ofrece una excelente vista de la frondosa vega del Tajuña, sus campos de cultivo y sus laderas surcadas por numerosos arroyos. La propiedad dispone de calefacción por gasoil, conexión a internet y todos los servicios municipales. Esta encantadora propiedad está situada en Ambite, uno de los municipios más fértiles de la comarca alcarreña. La localidad, situada en una pronunciada ladera, cuenta con un entorno natural de gran riqueza medioambiental, entre las comarcas de la Alcarria y la de las Vegas del Tajuña, a sólo 58 km. de Madrid.",True,good,False,,787.0,True,False,True,False,[],False,False,690000.0,€,countryHouse,Ambite,Caserón en plaza s/n,RSA552,True,True,caseron,,,,
108256946,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/2b/f9/1338664329.webp,38,,620000.0,chalet,sale,230.0,,4,4,Colmenarejo,Madrid,Colmenarejo,,es,,40.5562226,-4.0158006,False,https://www.idealista.com/inmueble/108256946/,"**Chalet Independiente en Venta - Tu Refugio Ideal** Totalmente reformada en 2021 Descubre este espectacular chalet independiente de 230 m², ubicado en una zona privilegiada, a pocos pasos del transporte público. Este hogar cuenta con una parcela de 650 m² que alberga una impresionante piscina privada, perfecta para disfrutar de días soleados y momentos de relajación. Al entrar, te recibe un amplio salón de 30 m² que se conecta directamente con el jardín, creando un ambiente luminoso y acogedor. La cocina, completamente amueblada, es un sueño para los amantes de la gastronomía. Con 4 dormitorios dobles y 4 baños completos, hay espacio suficiente para toda la familia. Además, un segundo salón versátil ofrece múltiples posibilidades, ya sea como sala de juegos o un espacio de trabajo. Las primeras calidades se reflejan en los techos de madera, el gres porcelánico y la carpintería lacada en blanco. La calefacción por suelo radiante garantiza confort en cualquier época del año. También cuenta con un cuarto de lavado equipado para mayor comodidad. Con orientación sur, disfruta de luz natural durante todo el día. Este chalet es ideal para quienes buscan un hogar espacioso y funcional, con todas las comodidades que mereces. ¡No pierdas la oportunidad de visitarlo!",True,good,False,,2696.0,True,False,False,False,[],False,False,620000.0,€,chalet,Colmenarejo,Casa independiente,COLMENAREJO,True,True,independantHouse,,,,
108784524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/19/54/1355772225.webp,51,6,1150000.0,flat,sale,125.0,False,4,2,calle de Narváez,Madrid,Madrid,Retiro,es,Ibiza,40.4188985,-3.6742233,False,https://www.idealista.com/inmueble/108784524/,"RE/MAX Fidelity presenta este magnífico piso en venta en Retiro zona Ibiza, a solo dos manzanas del Parque del Retiro.  Perfecto para quienes buscan luz, altura y silencio en el corazón de la ciudad. �️Características destacadas 116 m² registrales, techos altos y luminosidad excepcional, gracias a sus grandes ventanales oscilobatientes, que aportan vistas despejadas al patio de manzana. Muy silencioso, libre de ruidos exteriores. Edificio de 1964 con ITE favorable, conserje y videoportero. Equipado con dos ascensores y montacargas. Gran entrada aportando calidad a la vivienda. Comodidad garantizada con aire acondicionado en salón y dormitorio principal además de calefacción central por gas natural. Distribución y estado: 3 dormitorios dobles más otro sencillo, muy luminosos, todos con ventanas. Salón‑comedor amplio con doble orientación (mañana), ideal para disfrutar de luz natural. 2 baños reformados recientemente, ambos con plato de ducha. Cocina amueblada y completamente equipada. Incluye tendero cerrado, actualmente convertido en Office. �Ubicación inmejorable Situado en una de las zonas más exclusivas y tranquilas de Madrid, en el distrito de Retiro. Destaca por su calidad de vida. Se encuentra apenas a un paso del Parque del Retiro y muy cerca de restaurantes de primer nivel, colegios y servicios de alto nivel. Excelente comunicación mediante autobús, metro, cercanía a la M‑30 y acceso al aeropuerto. ✨ Por qué te encantará vivir aquí Espacios amplios y bien distribuidos, ideales para familia o teletrabajo. Ambientes luminosos y cuidado estético, que transmiten serenidad y confort. Vivienda lista para entrar a vivir, con buenos acabados y funcionales. Una inversión excelente en un área con demanda creciente y gran revalorización.  Información adicional que orienta: Año de construcción: 1964. Certificación energética disponible. Detalles opcionales completados: calefacción central por gas natural, aire acondicionado, portero, videoportero, montacargas. Agenda tu visita Si estás buscando un piso de excelente calidad, en una zona premium y con todas las comodidades, no dejes pasar esta oportunidad. Contacta ya con Francisco Ibáñez, agente asociado de RE/MAX Fidelity para agendar tu visita.",True,good,False,True,9200.0,True,False,True,False,[],False,False,1150000.0,€,flat,"Ibiza, Madrid",Piso en calle de Narváez,NARVAEZ,,,,,,,
108924329,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/d4/13/1359096066.webp,26,,365000.0,flat,sale,86.0,True,2,2,calle de las Trompas,Madrid,Madrid,Carabanchel,es,Pau de Carabanchel,40.3722362,-3.7690227,False,https://www.idealista.com/inmueble/108924329/,"Estupendo piso de 2 habitaciones y 2 baños en el Pau de Carabanchel. 86 m2 construidos. 76 m2 útiles. Orientación Este. Armarios empotrados, suelo de tarima, ventanas climalit y puertas de roble. Cocina amueblada. Calefacción con gas natural y aire acondicionado preinstalado. Dispone de una plaza de garaje. Dispone de una plaza de garaje y trastero. Piscina comunitaria y zona ajardinada. Ascensor y acceso adaptado a personas con capacidad de movilidad reducida. Portero. NO PIERDA ESTA OPORTUNIDAD Y CONTACTE CON NOSOTROS PARA REALIZAR UNA VISITA. Daurum Estate ofrece conseguir la mejor financiación a su medida hasta el 100% del valor de compra venta sea nuestra la vivienda o no. INFORMACIÓN SIN COMPROMISO en el mismo número de teléfono del anuncio. Además, posibilidad de servicio de reformas para acomodar la vivienda a su gusto.",False,good,False,True,4244.0,True,False,False,False,[],False,False,365000.0,€,flat,"Pau de Carabanchel, Madrid",Piso en calle de las Trompas,76359,True,True,,,,,
107987833,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/67/b6/1357899128.webp,32,1,355000.0,flat,sale,75.0,True,3,2,Barrio Quintana,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4376572,-3.6440028,False,https://www.idealista.com/inmueble/107987833/,"Piso de 75 m2 en Pueblo Nuevo, a 50 m de la boca del metro. Reformado La vivienda en 1ª planta, está distribuida en hall, salón comedor, cocina, 3 dormitorios luminosos, con armarios empotrados y 2 baños. Lista para entrar a vivir. La vivienda está en buen estado y el diseño es muy actual. Ventanas de climalit en toda la vivienda, pintura lisa, amplia cocina integrada en el salón, pero que puede facilmente convertirse en independiente. Destaca el diseño de los dos cuartos de baño.  Plazas del garaje disponibles en la zona a 50 euros, o en venta a 6000 euros.  SIN HONORARIOS DE AGENCIA. Pueblo Nuevo es un barrio del este de Madrid, al sur de la calle Alcalá, en el distrito de Ciudad Lineal. Sus calles principales son: calle Alcalá y calle de los Hermanos García Noblejas, que lo separa de Canillejas. Al oeste se encuentra la avenida de Daroca. La zona cuenta con variedad de colegios publicos, concertados y privados, centro de salud, un gran centro comercial, multitud de tiendas y supermercados.",True,good,False,False,4733.0,True,False,True,False,[],False,False,355000.0,€,flat,"Quintana, Madrid",Piso,07097,,,,360000.0,5000.0,1.0,
108919151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/84/74/1358923763.webp,8,,179000.0,chalet,sale,164.0,,3,1,calle de la Sierra de Albarracín,Madrid,Carabaña,,es,,40.2612242,-3.2360522,False,https://www.idealista.com/inmueble/108919151/,"¡ Oportunidad! Vivienda unifamiliar independiente para reformar a la venta en del municipio de Carabaña, Madrid. La vivienda consta de una planta y está distribuida en salón-comedor, tres dormitorios, cocina, cuarto de baño, terraza y vestíbulo. Además la vivienda cuenta con garaje y jardín. Cuenta con suelos de gres, armarios empotrados.. . Precisa reforma integral para entrar a vivir, pero ofrece muchas posibilidades. Buenas comunicaciones por carretera (M-204). A menos de treinta minutos en coche del centro de Arganda del Rey que cuenta con todo tipo de servicios e infraestructuras como centros educativos, comercios, supermercados, farmacias, zonas verdes... SIN COMISIÓN.",False,renew,False,,1091.0,False,False,False,False,[],False,False,179000.0,€,chalet,Carabaña,Casa independiente en calle de la Sierra de Albarracín,17317-13,True,True,independantHouse,,,,
108919154,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b2/b2/1f/1358923831.webp,8,2,220000.0,flat,sale,67.0,True,3,1,avenida de los Ángeles,Madrid,Getafe,Juan de la Cierva,es,,40.3109785,-3.7187341,False,https://www.idealista.com/inmueble/108919154/,"¡ Oportunidad! Piso de 67 m² para actualizar a la venta en el municipio de Getafe, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina independiente, cuarto de baño y vestíbulo. Cuenta con suelos de terrazo, ventanas de aluminio.. . Precisa reforma en la cocina y pequeñas actualizaciones, pero ofrece muchas posibilidades. Es una 2ª Planta en un bloque sin ascensor. Buenas comunicaciones por carretera (A-42 y M-45) y transporte público. Próximo a paradas de autobús que conectan con la L1, L2, L3,4, L5 y L455. Bien conectado por Cercanías Renfe y por la red de Metro Sur. Próximo a todo tipo de servicios e infraestructuras como centros educativos (Colegio Público Mariana Pineda), comercios, supermercados, farmacias, zonas verdes (Parque Ciudad de los niños)... SIN COMISIÓN.",False,renew,False,False,3284.0,False,False,False,False,[],False,False,220000.0,€,flat,"Juan de la Cierva, Getafe",Piso en avenida de los Ángeles,17028-2025,,,,,,,
108145520,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/09/cd/1335210872.webp,38,bj,189000.0,flat,sale,63.0,True,2,1,calle Almazán,Madrid,Madrid,Latina,es,Lucero,40.4043111,-3.7445983,False,https://www.idealista.com/inmueble/108145520/,"¡Oportunidad en Lucero! Piso de 2 dormitorios con gran potencial Grupo Rein te presenta este piso de dos dormitorios, salón, cocina independiente y un baño en una ubicación inmejorable: la Calle Almazán, haciendo esquina con la Calle de las Higueras y frente al metro Lucero. Un hogar bien comunicado y con espacio para crear tu propio estilo Este inmueble de origen es perfectamente habitable, pero imagina las posibilidades de una reforma a tu gusto. ¡Convierte este piso en el hogar de tus sueños! Ubicación privilegiada: Frente al Metro Lucero: Disfruta de una conexión inmejorable con toda la ciudad. Zona con todos los servicios: comercios, colegios, parques y más. No dejes pasar esta oportunidad. Más información y visitas: �  � ¡Llámanos hoy mismo!",True,good,False,True,3000.0,True,False,True,False,[],False,False,189000.0,€,flat,"Lucero, Madrid",Piso en calle Almazán,200almazan,,,,199900.0,10900.0,5.0,
108379616,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8b/03/73/1342948883.webp,50,4,535000.0,flat,sale,87.0,True,2,2,calle de Grañón s/n,Madrid,Madrid,Fuencarral,es,Las Tablas,40.5061047,-3.6745589,True,https://www.idealista.com/inmueble/108379616/,"Desde LOOK & FIND tenemos el placer de presentarles EN EXCLUSIVA, esta magnífica vivienda ubicada en una de las mejores zonas de Las Tablas. La vivienda dispone de 88 m² construidos, perfectamente distribuidos. Dispone de dos dormitorios, con armarios empotrados y dos baños completos, uno de ellos en suite, en el interior del dormitorio principal. El salón-comedor es amplio y luminoso, con un gran ventanal que aporta luz natural durante todo el día. La cocina es independiente y está equipada, además de contar con un tendedero cubierto. Ofrece calefacción individual por gas natural y aire acondicionado por conducto, para garantizar confort y bienestar durante todo el año. Ademas, en el precio se incluye una plaza de garaje de gran tamaño y un amplio trastero, ambos con acceso directo mediante ascensor desde la vivienda, y con fácil acceso y maniobrabilidad desde el exterior. La urbanización es uno de los grandes atractivos de esta propiedad, ya que cuenta con piscina, gimnasio totalmente equipado, pista de pádel y una agradable zona social ideal para celebrar reuniones, además de amplias zonas ajardinadas que aportan tranquilidad y bienestar. Todo ello en un entorno seguro, perfectamente cuidado y con servicio de portero físico las 24 horas, garantizando así la máxima comodidad y seguridad para sus residentes. Además, la comunicación es inmejorable, con parada de Metro (Línea 10), diversas líneas de autobús y acceso rápido a las principales vías de circunvalación como la M-40, A-1 y M-607. Todo esto hace que Las Tablas combine lo mejor de un entorno residencial tranquilo con la cercanía a zonas empresariales y comerciales. En definitiva, esta propiedad ofrece una combinación excepcional de ubicación privilegiada, urbanización completa y excelentes prestaciones, constituyendo una oportunidad única para quienes buscan un hogar de calidad en uno de los mejores barrios residenciales de Madrid. ¡No dudes en contactarnos para obtener más información o para agendar una visita a esta fantástica oportunidad!",True,good,False,True,6149.0,True,False,True,False,[],False,False,535000.0,€,flat,"Las Tablas, Madrid",Piso en calle de Grañón s/n,BK-02228,True,True,,,,,
108264965,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/77/43/1338984493.webp,33,1,1125000.0,flat,sale,160.0,True,3,2,calle de Bravo Murillo,Madrid,Madrid,Chamberí,es,Arapiles,40.4375286,-3.703262,False,https://www.idealista.com/inmueble/108264965/,"Ubicada en pleno corazón de Madrid, esta vivienda ofrece una generosa superficie de 160 m² construidos incluida la terraza. Situada en la Primera planta exterior, el edificio de los años 50 con fachada de ladrillo visto, se encuentra incluido en el recinto privado de la Parroquia de San Cristóbal y San Rafael, otorgándole una situación en plena Calle Bravo Murillo privilegiada con zonas ajardinadas que le proporciona tranquilidad y privacidad. La Finca con acceso adaptado a personas con movilidad reducida cuenta con ascensor, portero físico y una zona privada en superficie de aparcamiento opcional, exclusivo para los vecinos vigilado 24h.  La vivienda que consta de 138 m² cuenta con hall de Entrada, cocina independiente con zona de office, salón con chimenea en funcionamiento y acceso a una terraza de más de 25 m². Cuenta con 3 dormitorios y 2 baños, el dormitorio principal con uno de los baños en suite con jacuzzi y Sauna. En cuanto a calidades cabe destacar que todas las estancias cuentan con ventanas de Climalit, puertas interiores de roble, puerta principal blindada, suelos cerámicos, calefacción central y aire acondicionado. Situado en una de las zonas más codiciadas del barrio de Chamberí junto al emblemático cruce de la Calle Bravo Murillo y Calle Cea Bermúdez a 100 metros del CDM Cea Bermúdez y a escasos metros del Parque de Bravo Murillo o Parque Nuevo del Canal y rodeada de una gran variedad de comercios, cafeterías y restaurantes, además de excelentes conexiones de transporte público.",False,good,False,True,7031.0,True,False,True,False,[],False,False,1125000.0,€,flat,"Arapiles, Madrid",Piso en calle de Bravo Murillo,17_25,,,,1150000.0,25000.0,2.0,
108028173,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/1e/d4/1331640339.webp,85,9,955000.0,flat,sale,189.0,True,4,2,calle de Alfredo Marqueríe,Madrid,Madrid,Fuencarral,es,La Paz,40.4877858,-3.6977663,False,https://www.idealista.com/inmueble/108028173/,"MB presenta este impresionante piso totalmente exterior, muy luminoso que realza los espacios y te conecta con el entorno. Desde el salón comedor, de dimensiones generosas, las vistas espectaculares de la sierra de Madrid se convierten en un lienzo vivo que cambia con las estaciones y la luz del día. Imagina las sobremesas y los momentos de relax con este telón de fondo impresionante. La vivienda cuenta con cuatro dormitorios, ofreciendo espacio para toda la familia o para invitados, y dos baños completos. El dormitorio principal es un oasis de tranquilidad, con la comodidad añadida de un baño en suite para mayor privacidad. La cocina es funcional y espaciosa, con una práctica despensa para tener todo organizado. Además, cuenta con una terraza de lavandería, un espacio adicional muy útil para las tareas del hogar. Incluye además una plaza de garaje a la que se accede desde los ascensores del mismo edificio. Ubicado en Madrid, este piso se encuentra en una urbanización que te ofrece un estilo de vida excepcional. Podrás disfrutar de dos piscinas, una para adultos y otra para los más pequeños, perfectas para refrescarse en los días de calor. El club social se convierte en un punto de encuentro para los vecinos, ideal para socializar y participar en actividades. Y para los amantes del deporte, las canchas deportivas ofrecen la oportunidad de mantenerse activos sin salir de la urbanización. En resumen, este piso es mucho más que una vivienda; es un hogar luminoso y espacioso con unas vistas privilegiadas y todas las comodidades de una urbanización pensada para disfrutar. * La superficie publicada es aproximada y basada en los datos de catastro. MB Urban no se hace responsable en el caso de existir alguna descoordinación con las superficies reflejadas en Registro o Escrituras.",True,renew,False,True,5053.0,True,False,True,True,[],False,False,955000.0,€,flat,"La Paz, Madrid",Piso en calle de Alfredo Marqueríe,000366,True,True,,,,,
106955555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/39/e9/1301514083.webp,51,,210000.0,chalet,sale,141.0,,3,2,avenida de Madrid,Madrid,Patones,,es,,40.8537064,-3.4879023,False,https://www.idealista.com/inmueble/106955555/,"**Casa / Chalet Adosado en Venta - Ideal para Tu Nueva Vida** Descubre este encantador chalet adosado de 141 m², perfecto para disfrutar de la comodidad y el espacio que siempre has deseado. Distribuido en dos plantas, cuenta con un amplio salón donde podrás compartir momentos inolvidables con familia y amigos. La acogedora parcela trasera es ideal para relajarte al aire libre, equipada con un cenador de obra y barbacoa, perfecta para tus reuniones. En la planta baja, encontrarás un aseo práctico y una cocina sin amueblar, lista para que la personalices a tu gusto. Además, el garaje ofrece espacio para un coche, brindando comodidad y seguridad. En la primera planta, tres luminosos dormitorios te esperan, todos con armarios empotrados para maximizar el espacio de almacenamiento. El dormitorio principal destaca por su baño en suite y un balcón privado donde podrás disfrutar de las vistas. Con su buen estado y listo para ser disfrutado, este chalet es una oportunidad que no querrás dejar pasar. Los suelos de gres y las puertas de pino añaden un toque de calidez y estilo a cada rincón. No esperes más y ven a conocer tu futuro hogar. ¡Te encantará!",True,good,False,,1489.0,True,False,True,True,[],False,False,210000.0,€,chalet,Patones,Chalet adosado en avenida de Madrid,,True,True,terracedHouse,,,,
108681026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3a/da/03/1351960203.webp,49,,945000.0,chalet,sale,200.0,,4,3,CL PLAYA ASTILLEROS,Madrid,Boadilla del Monte,Valdecabañas,es,,40.434369,-3.8881814,False,https://www.idealista.com/inmueble/108681026/,"**Casa Independiente en Boadilla del Monte** Descubre esta espectacular vivienda unifamiliar de 200 m², situada en una amplia parcela de 640 m² en la exclusiva urbanización, Valdecabañas. Esta casa, en impecable estado y lista para entrar a vivir, se distribuye en dos plantas que ofrecen espacios abiertos y luminosos. En la planta principal, un amplio salón-comedor con salida directa al jardín y chimenea crea el ambiente perfecto para disfrutar en familia. La cocina, completamente reformada y equipada con electrodomésticos de alta gama, cuenta con gran espacio para mesa a modo de isla central ideal para los amantes de la gastronomía, la vivienda cuenta con aire acondicionado y placas solares. En la planta superior, encontrarás tres dormitorios de grandes dimensiones, perfectos para el descanso y la privacidad. El dormitorio principal, con armario empotrado, incluye un baño en suite y vistas al jardín trasero, mientras que los otros dos dormitorio ofrecen amplitud y luminosidad y cuentan con armario de gran capacidad cada uno. Además, la casa dispone de un baño completo de cortesía en la planta principal y un despacho en la entreplanta, ideal para trabajar desde casa. Ubicada en un entorno natural rodeado de zonas verdes, esta propiedad es perfecta para los amantes de la naturaleza y el deporte al aire libre. A pocos metros de los montes de encinas, disfrutarás de actividades al aire libre sin salir de tu vecindario. La urbanización cuenta con seguridad y vigilancia rodada, brindando tranquilidad y bienestar a sus residentes. Con rápida conexión a Madrid y fácil acceso a las carreteras M503 y M40, esta casa es ideal para quienes buscan un hogar tranquilo sin renunciar a la cercanía con la capital. Además, el jardín está extremadamente cuidado, ofreciendo un espacio perfecto para relajarse o disfrutar de reuniones familiares. No pierdas la oportunidad de vivir en este maravilloso chalet que combina comodidad, elegancia y naturaleza. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,,4725.0,True,False,True,False,[],False,False,945000.0,€,chalet,"Valdecabañas, Boadilla del Monte",Casa independiente en Cl Playa Astilleros,3529-00318,True,True,independantHouse,,,,
107278266,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/64/2e/1352014868.webp,32,,2250000.0,chalet,sale,650.0,,7,7,Barrio Zona Pueblo,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.4462874,-3.8162175,False,https://www.idealista.com/inmueble/107278266/,"LuxHOME VENDE PROPIEDAD EN LOS ÁLAMOS DE BULARAS Ponemos a su disposición esta maravillosa propiedad para reforma TOTAL, con la ubicación más exclusiva dentro de la urbanización. Urbanización totalmente consolidada y que a día de hoy es de las zonas más demandadas junto a La Finca. Su maravillosa parcela de aproximadamente 2500 m2 hacen que en ella se pueda disfrutar del exterior a todos los niveles, deportivos y de ocio, ya sea con piscina, pista de padel, cancha de basket, etc.. . El interior de la vivienda está dividido en 3 viviendas individuales e independientes entre sí, comparten solamente el jardín, la zona de aparcamiento y el sótano.",False,renew,False,,3462.0,True,False,True,False,[],False,False,2250000.0,€,chalet,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente,,True,True,independantHouse,2349000.0,99000.0,4.0,
106370629,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/11/66/34/1280782927.webp,33,5,960000.0,flat,sale,94.0,True,2,1,"paseo del Prado, 34",Madrid,Madrid,Centro,es,Huertas-Cortes,40.4111512,-3.6931296,True,https://www.idealista.com/inmueble/106370629/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este encantador piso en venta, ubicado en el emblemático barrio de Huertas-Las Cortes, te ofrece una oportunidad única para vivir en una de las zonas más vibrantes de la ciudad. Situado en la quinta planta de un edificio clásico de 1932, disfrutarás de una luminosidad excepcional y vistas impresionantes hacia el icónico Paseo de Prado. Con 94 m² construidos y 85 m² útiles, este espacio está compuesto por un acogedor hall de entrada, un primer dormitorio ideal para invitados o como oficina, un amplio salón de paso perfecto para tus momentos de relax, y un dormitorio principal exterior que te garantiza un despertar lleno de luz. La cocina es espaciosa y ofrece múltiples posibilidades para diseñar el espacio culinario de tus sueños. El baño amplio completa este hogar que, aunque necesita reforma, tiene un potencial increíble para convertirse en la vivienda que siempre has deseado. Además, cuenta con calefacción central mediante aparatos individualizados y aire acondicionado, asegurando tu confort durante todo el año. Los armarios empotrados ofrecen espacio de almacenamiento adicional, mientras que el ascensor facilita el acceso a esta joya urbana. Con orientación este, cada mañana estará llena de energía y vitalidad. No pierdas la oportunidad de visitar este piso y darle tu toque personal. ¡Contáctanos por teléfono o email para más información y visitas!",True,good,False,True,10213.0,True,False,True,False,[],False,False,960000.0,€,flat,"Huertas-Cortes, Madrid","Piso en paseo del Prado, 34",EAV116 PRADO,,,,,,,
