propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,highlight.groupDescription
107847892,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2e/82/95/1183562087.webp,20,1,508900.0,flat,sale,119.0,True,4,2,calle de la Plata s/n,Madrid,Torrejón de Ardoz,Sureste,es,40.4552056,-3.4557032,True,https://www.idealista.com/obra-nueva/107847892/,"LICENCIA DEFINITIVA DE OBRAS CONCEDIDA PISOS DE 2, 3 Y 4 DORMITORIOS CON PISCINA, GIMNASIO Y PARQUE INFANTIL, CON CALIFICACIÓN ENERGÉTICA A Y PERSONALIZACIÓN DE ACABADOS.  Viviendas exclusivas de obra nueva, con amplias terrazas en*  *C/ de la Plata, esquina Calle La Zarza, Torrejón de Ardoz  Atención exclusiva con cita previa ¡Pide cita para más información!  ¡Visualiza tu hogar ideal en Torrejón de Ardoz!  Tu refugio de bienestar y tranquilidad  Imagina que después de un día ajetreado, llegas a tu nuevo hogar en C/ de la Plata y Calle La Zarza, en Torrejón de Ardoz. Abres la puerta de tu piso de 2, 3 o 4 dormitorios y, al instante, te invade una sensación de confort. La amplia terraza te invita a dar un paso hacia el exterior y respirar el aire fresco, mientras el sol se pone sobre la ciudad. Además, tu plaza de garaje y trastero están justo donde los necesitas, sin perder tiempo en búsquedas interminables de aparcamiento.  Vivir rodeado de todo lo que necesitas  Tu hogar no solo es cómodo por dentro, sino que también está ubicado en una zona perfecta, rodeada de zonas verdes y deportivas, ideales para disfrutar de una tarde con los niños o para hacer ejercicio al aire libre. Imagina una tarde de domingo, donde, después de un paseo por el parque cercano, tomas un café en tu terraza mientras los niños juegan en el parque infantil a solo unos pasos de tu puerta. Y si tienes adolescentes, los institutos Isaac Peral y Victoria Kent están a solo unos minutos, lo que facilita su día a día. Además, con varias líneas de autobuses cercanas y accesos directos a la A-2, M-50 y M-45, tu vida en la ciudad está perfectamente conectada.  Disfruta de tus zonas comunes como nunca antes  Al llegar a casa, decides pasar la tarde disfrutando de las zonas comunes. Los niños corren hacia la zona de juegos infantil, mientras tú te diriges al gimnasio para una sesión rápida antes de relajarte en el solarium. Más tarde, te acercas a la piscina para refrescarte, mientras te relajas bajo el sol, sabiendo que todo está a tu alcance sin salir de tu hogar. Imagina este estilo de vida, donde todo lo que necesitas está dentro de la comunidad.  Hogares eficientes, cómodos y personalizados  Cuando llegas a casa, el confort es inmediato. Gracias a su calificación energética A, tu piso se mantiene fresco en verano y cálido en invierno, sin preocuparte por las facturas de energía. Con el sistema de aerotermia y el suelo radiante, cada habitación tiene la temperatura perfecta. Pero lo mejor de todo es que puedes personalizar tu hogar a tu gusto. Imagina elegir los acabados de la cocina y el baño, seleccionando el color de las paredes y el tipo de suelo para crear el ambiente que más te guste.  Cocinas y baños que inspiran  Al entrar en la cocina, todo está pensado para facilitar tu vida. Los electrodomésticos de alta gama y los muebles modernos te permiten preparar tus recetas favoritas sin esfuerzo. Al final del día, te relajas en uno de los baños, disfrutando de un baño caliente rodeado de elegantes revestimientos de gran formato tipo KOBERT-IN, que le dan un toque sofisticado a tu hogar.  Todo al alcance de tu mano  Y si te preocupa la financiación, Kutxabank tiene especialistas listos para ofrecerte opciones adaptadas a tus necesidades. No solo comprarás un piso, sino que harás realidad el hogar que siempre has soñado. Contacta ahora con un gestor de Kutxabank especialista en esta promoción. Vivir en Torrejón de Ardoz es disfrutar de todas las comodidades que te ofrece Madrid, pero con la paz y el espacio que necesitas para tu familia. ¡No dejes pasar esta oportunidad!  Visita nuestra oficina de ventas en Av. De la Circunvalación, 59. 28850. Torrejón de Ardoz. Madrid.",False,,True,True,4276.0,False,False,False,False,[],False,False,508900.0,€,flat,"Sureste, Torrejón de Ardoz",Piso en calle de la Plata s/n,,True,True,,1ºI,False,,,,,
98727967,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/35/93/1088148603.webp,39,bj,1599000.0,countryHouse,sale,1038.0,,3,2,M-530 s/n,Madrid,Villamanta,,es,40.2984344,-4.1180642,True,https://www.idealista.com/inmueble/98727967/,"El precio podrá ser tratado o valorar la opción de restar de la totalidad una propiedad si se dan las condiciones.  Es una finca de 7,5HA que abarca la mayor parte de una colina. Cuenta con una vivienda principal lista para entrar a vivir de 260 m2 y una nave industrial de 700m2 que puede dedicarse a múltiples usos como pueden ser cuadras, corrales, almacén o cualquier actividad permitida. Además, de un refugio para caballos en la zona inferior de la finca.   La propiedad tiene agua de pozo propio y es autónoma energéticamente a través de una instalación de energía solar fotovoltaica con acumuladores, así como de un molino eólico que abastecen a la vivienda y caldera tanto de leña como de gasóleo.    La finca está situada en una zona completamente accesible y a sólo 2 minutos en coche del centro urbano de Villamanta, el acceso a ella se encuentra a pie de carretera con un camino perfectamente adaptado de pocos metros.    La vivienda principal cuenta con 256m2 construidos en una sola planta, distribuidos en un enorme hall de entrada que da acceso a las habitaciones, baños, cocina y salón.    La cocina es de diseño rústico, con espacios muy abiertos juntándose con un comedor al estilo americano. Contiguo a ésta, nos encontramos con un salón de enormes dimensiones con salida a la parcela, donde tenemos un cenador a modo chillout con las mejores vistas 360º de todo el municipio.     Al otro lado de la vivienda nos encontramos con las tres habitaciones. Dos de ellas son las secundarias, las cuales poseen unas dimensiones muy extensas asistidas por un baño completo con plato de ducha. La habitación restante es la de matrimonio, destacable por su tamaño y por su peculiar baño en suite.    La vivienda cuenta con una zona de recreo con porche o patio y con piscina de diseño.    Toda la vivienda está edificada con excelentes calidades y es de estilo rústico moderno.    En cuanto a la nave industrial, es de reciente construcción y actualmente se utiliza como un taller, y cuenta también con vivienda propia de 70m2 y además existe un apartamento de invitados de 45m2. Excelente opción de inversión, para después alquilar distintas naves, inmueble o terreno.    Villamanta es un encantador municipio de 2800 habitantes al suroeste de la Comunidad de Madrid ubicado en un entorno rural de vega y dehesa que hace de éste una de las mayores delicias naturales y medioambientales de la Comunidad de Madrid y sobre todo para los amantes de las actividades y deportes al aire libre.    El municipio cuenta con los servicios esenciales básicos como sucursales bancarias, consultorio médico, supermercados así como colegio público o zonas polideportivas.    Está muy bien comunicado por carretera, a tan solo 10 minutos del acceso a la A5 y R5, el centro comercial Intu Xanadú se encuentra a unos 20 minutos, el Hospital y la Universidad Rey Juan Carlos están a una distancia de 25 minutos. y a unos escasos 35 minutos de Madrid capital. Móstoles, Alcorcón y Fuenlabrada están a unos 20 minutos en coche.    Varias líneas de autobús interurbano tienen parada en varios puntos de la localidad y en el cercano municipio de Navalcarnero. La estación de tren más cercana se encuentra en Móstoles, con conexiones a Atocha-Renfe cada 10 minutos.    No dude en contactarnos.",True,good,False,,1540.0,True,False,True,False,[],False,False,1599000.0,€,countryHouse,Villamanta,Finca rústica en M-530 s/n,,,,countryHouse,MIRADORDELSUR,,,,,,
108259549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/21/f6/1338752616.webp,57,,649999.0,chalet,sale,260.0,,4,3,calle Zarrazin s/n,Madrid,Hoyo de Manzanares,,es,40.6117255,-3.9450505,True,https://www.idealista.com/inmueble/108259549/,"Acogedor y cómodo chalet pareado situado en la urbanización de La Berzosa en Hoyo de Manzanares, completamente reformado en 2015 con calidades excelentes y con una superficie de 240m2 útiles sobre una parcela de 480m2, todo ello distribuido en 3 cómodas plantas. La planta principal consta de hall-recibidor, espectacular salón-comedor de 50m2 con grandes ventanales con sistemas de aluminio schüko, puerta corredera y cristales The Guardian con persianas motorizadas con control mando remoto, salida directa al jardín, chimenea de leña. Coqueta cocina con media isla, gran capacidad de almacenaje y comedor. Habitación tipo despacho con vistas al jardín y cuarto de baño completo con plato de ducha. La planta superior consta de 3 dormitorios, cada uno de ellos con vistas hacia la urbanización y el jardín, armarios empotrados vestidos y cuarto de baño completo con plato de ducha. El dormitorio principal de gran tamaño con vestidor y cuarto de baño completo en suite. La planta sótano consta de garaje para 2 coches con puerta de acceso motorizada, trastero y almacenaje. La urbanización de La Berzosa se caracteriza por ser un ambiente residencial, tranquilo, con servicios de transporte publico, sendas para pasear y club social con restaurante, 3 pistas de tenis, pádel y 2 piscinas.",True,good,False,,2500.0,True,False,False,False,[],False,False,649999.0,€,chalet,Hoyo de Manzanares,Chalet pareado en calle Zarrazin s/n,,True,True,semidetachedHouse,VO-1806,,,,,,
108639199,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2c/28/bf/1350811135.webp,13,5,1709000.0,flat,sale,132.0,True,3,3,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.427888,-3.6733905,False,https://www.idealista.com/inmueble/108639199/,"Fortuny Madrid Real Estate presenta en el prestigioso barrio de Salamanca - Goya, esta propiedad en obra ofrece un diseño moderno y funcional con una excelente distribución de espacios. Con 164 metros construidos, destaca por su amplitud y luminosidad. La vivienda cuenta con tres habitaciones, tres baños, terraza y un amplio salón con cocina equipada, proporcionando un entorno cómodo y sofisticado. Además, dispone de calefacción comunitaria y aire acondicionado, asegurando confort en cualquier época del año. La inclusión de un cuarto de lavado añade practicidad al hogar, mientras que su ubicación privilegiada en una de las zonas más demandadas de Madrid la convierte en una excelente oportunidad de inversión. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,12947.0,True,False,False,False,[],False,False,1709000.0,€,flat,"Goya, Madrid",Piso,Goya,True,True,,3777,,,,,,
108453839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/29/3a/1243186177.webp,40,1,1500000.0,flat,sale,133.0,True,2,2,"calle de la Virgen de los Peligros, 9",Madrid,Madrid,Centro,es,40.4188266,-3.6999272,True,https://www.idealista.com/inmueble/108453839/,"Esta vivienda a estrenar destaca por su calidad y cuenta con 2 amplios dormitorios en suite. Al ingresar a la vivienda, serás recibido por un elegante vestíbulo que te guiará hacia el salón de dos ambientes con grandes ventanales a la calle Virgen de los Peligros. Desde el comedor, podrás acceder a la cocina equipada.  La zona de descanso está estratégicamente ubicada en el otro extremo de la vivienda, brindando privacidad absoluta. A través de un distribuidor, accederás a los diferentes dormitorios. Los dos dormitorios disponen de armarios empotrados y baños en suite.  El edificio ha sido rehabilitado manteniendo la esencia histórica, con patios que proporcionan luz natural a todas las estancias. Además de las estancias privadas, se podrá disfrutar de las amenidades que ofrece el impresionante rooftop de uso común, con zonas de descanso y piscina mientras te maravillas con las vistas panorámicas de 360 grados del impresionante cielo de Madrid. Asimismo, el sótano del edificio alberga un gimnasio y un spa también de uso común, equipado con sauna, baño frío y salas de relajación. Un espacio perfecto para disfrutar de momentos de tranquilidad. La calle Virgen de los Peligros conecta la Calle de Alcalá con la Gran Vía, a solo unos pasos del prestigioso Hotel Four Seasons y el centro comercial Galería Canalejas que alberga boutiques de marcas reconocidas y próximas aperturas, como el restaurante Nobu. Desde la Puerta del Sol hasta la Puerta de Alcalá, descubrirás lugares emblemáticos para disfrutar de las tapas tradicionales o de la mejor oferta gastronómica internacional.",False,good,False,True,11278.0,True,False,False,False,[],False,False,1500000.0,€,flat,"Sol, Madrid","Piso en calle de la Virgen de los Peligros, 9",Sol,,,,,,,,,,Destacado
108600391,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/82/af/89/1349623676.webp,30,1,229000.0,duplex,sale,124.0,True,2,2,calle Mayor,Madrid,Torres de la Alameda,,es,40.4006828,-3.3591384,False,https://www.idealista.com/inmueble/108600391/,"PT INVERSIONES INMOBILIARIAS, Pone en VENTA, este magnífico dúplex DE 124m² totalmente reformado en febrero del 2025, situado en una zona tranquila de Torres de la Alameda, ideal para quienes buscan amplitud, comodidad y calidad en cada detalle. Distribución por estancias:  PLANTA BAJA  Salón-comedor amplio, luminoso, con acceso directo a la cocina y aseo (suelos y paredes porcelánicos), Suelo de dormitorios de tarima flotante en excelente estado y paredes lisas, perfectas para una decoración personalizada. Cocina independiente completamente amueblada y equipada (salvo lavadora, lavavajillas y secadora). Incluye: Vitrocerámica, Horno, Campana extractora, Nevera Samsung A+++, todo en excelente estado.  PLANTA SUPERIOR: Dormitorio principal de gran tamaño, con armario empotrado forrado y vestido, tarima flotante y mucha luz natural. Segundo dormitorio también amplio, ideal como dormitorio juvenil, despacho o sala de ocio. Baño completo, con ducha de resina imitación pizarra de carga minerales de 140x100cm, con columna de ducha termostática, repisa y lluvia XXL, suelos y paredes porcelánicos de alta gama. Cada rincón de la vivienda ha sido cuidado al detalle, con acabados de lujo como el accesorio de baño con cristales Swarovski, que reflejan un toque especial de diseño. Escalera interior de diseño moderno de cristal templado combinados con tarima flotante, que aportan luminosidad y estilo al espacio.  Detalles técnicos y mejoras: Reforma integral en 2011 (instalaciones de luz y agua actualizadas). Calefacción eléctrica y aire acondicionado con bomba de frío/calor. Ventanas con doble aislamiento térmico y acústico, persianas de aluminio y mosquiteras integradas para mayor confort. Puerta de entrada blindada y todas las puertas interiores nuevas. La vivienda incluye plaza de garaje privada, garantizando comodidad. Este dúplex destaca por su luminosidad, materiales de calidad, y la comodidad de contar con todas las reformas recientes. ¡Lista para entrar a vivir!  Ubicado en un entorno tranquilo y bien comunicado, con todos los servicios cercanos disponibles como: supermercados, farmacias, centro de salud y comercios locales etc…  Ubicación y accesos: transporte público Perfectamente comunicado con Madrid y Alcalá de Henares: Línea 261, Línea 232. Acceso por carretera: A tan solo 35 km de Madrid capital (unos 33 min) por la A‑2 y la M‑220. ¿Te interesa? ¡No dudes en contactarnos para más información o agendar tu visita!",False,good,False,False,1847.0,True,False,False,False,[],False,False,229000.0,€,flat,Torres de la Alameda,Dúplex en calle Mayor,,True,True,duplex,MAYORALAMEDA,,237000.0,8000.0,3.0,,
108094164,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/16/66/0e/1333626938.webp,11,2,253000.0,flat,sale,69.0,True,2,2,"calle Pinto, 56",Madrid,Parla,Calle Pinto-San Roque,es,40.2394493,-3.7642648,True,https://www.idealista.com/obra-nueva/108094164/,"Parla Central es un proyecto residencial de la nueva generación de edificios en el centro de la ciudad.  Una promoción de obra nueva con viviendas de 1.2 y 3 dormitorios, moderna selección de materiales y calificación energética A.  A 5 minutos andando de la calle Real, Parla Central es la mejor opción de aquellos que desean vivir en el centro de la ciudad.",False,,True,True,3667.0,True,False,False,False,[],False,False,253000.0,€,flat,"Calle Pinto-San Roque, Parla","Piso en calle Pinto, 56",,,,,2º D,False,,,,,
108806038,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/a4/cd/1356555333.webp,28,1,225000.0,flat,sale,84.0,,3,1,calle Adrada de Haza,Madrid,Madrid,Puente de Vallecas,es,40.391428,-3.6500178,False,https://www.idealista.com/inmueble/108806038/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Excelente oportunidad de adquirir esta propiedad ubicada en esta localidad. Disponemos de esta propiedad en edificio residencial que puedes adquirir en propiedad, muy bien distribuida y con distintas dependencias, ofreciendo todo lo que necesitas para una vida cómoda y moderna. Desde el momento en que cruces la puerta de entrada, te sentirás acogido por su ambiente cálido. Esta propiedad es ideal para quienes buscan un entorno natural y acogedor. Estado interior en buen estado general, y con múltiples opciones y posibilidades para reformar/actualizar. Inmejorable inmueble para desarrollar tu proyecto de reforma o adecuación. Diseña el hogar de tus sueños a medida, gracias a las numerosas posibilidades de la vivienda. Situada en entorno tranquilo, pero a poca distancia del centro de la localidad dónde disponer de servicios cómo supermercados, comercios, hostelería, plazas, etc.  Esta espaciosa propiedad cuenta con mucha luz y espacio perfecto para disfrutar de momentos en familia y reuniones con amigos. Decorado con gusto y con materiales de alta calidad, esta propiedad ofrece una experiencia de vida inmejorable. Cuenta con suelos de parquet, cocina con galería acristalada, armarios empotrados y un amplio balcón dónde disfrutar del exterior de la vivienda. En una zona inmejorable muy bien comunicada por carretera, lo que facilita los desplazamientos a distintos puntos de la región o del país. Situado en una zona residencial tranquila, este piso disfruta de una ubicación estratégica.  Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia. ¿Necesitas financiación? Te ofrecemos la posibilidad de financiaciones de hasta el 100% para la compra de este inmueble. Entra en Finanwin. com, haz tu simulación y obtén la mejor oferta para tu Hipoteca de la manera más ágil y sencilla.",True,good,False,False,2679.0,True,False,True,False,[],False,False,225000.0,€,flat,"Portazgo, Madrid",Piso en calle Adrada de Haza,Portazgo,,,,LIRE-03527,,,,,,
108615365,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/d6/c5/1350018659.webp,11,,1180000.0,chalet,sale,242.0,,4,4,"calle Abeto, 1",Madrid,Torrelodones,Los Robles,es,40.5861435,-3.9184729,True,https://www.idealista.com/obra-nueva/108615365/,"Dos exclusivas viviendas unifamiliares de obra nueva en Los Robles (Torrelodones) Descubra una promoción de dos exclusivas viviendas unifamiliares de obra nueva en una de las zonas más privilegiadas de Torrelodones: Los Robles. Estas modernas viviendas han sido diseñadas para ofrecer el máximo confort, eficiencia y calidad de vida, en un entorno natural incomparable y con vistas únicas al skyline de Madrid y a la Cuenca Alta del Manzanares. Cada vivienda cuenta con una superficie construida de 241,80 m², 71 m2 de garaje y 191,20m2 de cubierta plana transitable con piscina en cubierta, distribuidos en dos plantas, con una cuidada distribución: •4 amplios dormitorios •4 baños completos •Despacho ideal para teletrabajo •Cuarto de instalaciones •Salón comedor con grandes ventanales •Cocina funcional y luminosa •Espectacular terraza en cubierta con piscina privada •Garaje incluido La arquitectura apuesta por líneas contemporáneas, espacios abiertos y materiales de alta calidad. Su ubicación ofrece tranquilidad, privacidad y excelentes comunicaciones con Madrid. Ideal para familias que buscan una vivienda nueva, moderna y funcional en un entorno natural sin renunciar a la cercanía de la ciudad. Para más información o concertar una visita, no dude en contactarnos. ** PRECIOS DESDE 1.180. 000 EUROS **.",False,newdevelopment,True,,4876.0,False,False,False,False,[],False,False,1180000.0,€,chalet,"Los Robles, Torrelodones","Casa independiente en calle Abeto, 1",,True,True,independantHouse,,False,,,,,
101209592,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/a9/35/1114500004.webp,49,3,1120000.0,penthouse,sale,121.0,True,2,2,"calle de Echegaray, 4",Madrid,Madrid,Centro,es,40.4163008,-3.6997079,True,https://www.idealista.com/inmueble/101209592/,"En venta: luminoso ático REFORMA INTEGRAL A ESTRENAR con una amplia terraza de 51 m2 con jacuzzi. Esta impresionante propiedad se encuentra en la planta ático de una finca en excelentes condiciones que fue completamente reformada en el año 2004. La planta principal cuenta con un salón-comedor con posibilidad de dormitorio cerrado por paneles de madera abatibles y una cocina de concepto abierto, un dormitorio en suite exterior con cuarto de baño y vestidor, también cuenta con un baño de cortesía y una pequeña terraza. En la planta superior, encontramos una espectacular terraza de 51 metros cuadrados, equipada con jacuzzi, una pérgola acristalada domotizada, ideal para disfrutar del buen clima de Madrid. La vivienda cuenta con suelos de gres porcelánico, aire acondicionado por conductos con bomba frío-calor, paredes lisas, ventanas de doble acristalamiento con aislante térmico acústico, lo que la convierte en una propiedad muy confortable y eficiente energéticamente. La finca dispone de DOS entradas, una por la calle Echegaray y una segunda entrada por la calle del Príncipe y además el EDIFICIO cuenta con GARAJES, ascensor y portero físico, lo que proporciona seguridad y comodidad a sus habitantes. Ubicado en el céntrico barrio de Cortes, junto a la Plaza de Canalejas, en el distrito Centro de Madrid, este ático goza de una gran variedad de excelentes servicios e infraestructuras en la zona. Además, se encuentra muy bien comunicado con el resto de la ciudad gracias a la cercanía del metro, Renfe y autobús, y a solo cinco minutos a pie de la emblemática Puerta del Sol. Este ático es la oportunidad perfecta para disfrutar de una propiedad única en una ubicación privilegiada de Madrid. ¡Contáctanos para programar una visita!",False,good,False,True,9256.0,True,False,False,True,[],False,False,1120000.0,€,flat,"Huertas-Cortes, Madrid","Ático en calle de Echegaray, 4",Huertas-Cortes,,,penthouse,0056ECH,,,,,,
108405606,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/e8/9e/1349457736.webp,44,1,270000.0,flat,sale,104.0,True,3,1,nueva numancia,Madrid,Madrid,Puente de Vallecas,es,40.3954732,-3.6623734,False,https://www.idealista.com/inmueble/108405606/,"**Piso luminoso en venta - Opción perfecta para tu nuevo hogar** Descubre este encantador piso de 104 m², ideal para quienes buscan comodidad y estilo en una ubicación privilegiada. Con 3 amplios dormitorios, este espacio ofrece la versatilidad que necesitas para adaptarlo a tu estilo de vida. El salón destaca por sus grandes ventanales que inundan de luz natural cada rincón, creando un ambiente cálido y acogedor.  Ubicado en un entorno rodeado de vegetación y zonas de jardines, tendrás un gran parque justo enfrente, perfecto para disfrutar de momentos al aire libre. Además, la propiedad cuenta con todas las comodidades a tu alcance: tiendas, farmacias y transporte público a pocos pasos.  La financiación es muy accesible, ya que puedes obtener el 100% del importe solo pagando los gastos de escrituración. Este piso es una excelente opción para quienes buscan un hogar en buen estado, construido en 1980 y con todas las facilidades que necesitas. No dejes pasar esta oportunidad única. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",True,good,False,True,2596.0,True,False,False,True,[],False,False,270000.0,€,flat,"Numancia, Madrid",Piso en nueva numancia,Numancia,,,,,,,,,,
108088926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/d7/bf/1333486676.webp,20,,110000.0,chalet,sale,42.0,,1,1,"calle de Alonso Martínez, 26",Madrid,Robledo de Chavela,,es,40.5003375,-4.2396336,True,https://www.idealista.com/inmueble/108088926/,"¡Descubre tu nuevo hogar en el corazón de Robledo de Chavela! Esta encantadora casita convertida en loft es el refugio perfecto para quienes buscan un estilo de vida tranquilo y rodeado de naturaleza. Con 42 m² útiles, este espacio ha sido totalmente reformado con calidades extraordinarias, ofreciendo un ambiente acogedor y moderno. La ubicación es inmejorable, a solo pasos de todos los servicios que necesitas: colegios, tiendas, cafeterías, restaurantes, polideportivo, gasolinera.. . Imagina disfrutar de la tranquilidad de vivir en un entorno montañoso, mientras tienes todo lo necesario al alcance de la mano. Con una orientación sur, este loft cuenta con una excelente iluminación natural y calefacción por bomba de frío/calor, asegurando confort durante todo el año. No dejes pasar la oportunidad de adquirir este inmueble en perfecto estado y listo para entrar a vivir. Ideal para parejas o personas solas que deseen disfrutar de una vida apacible en un entorno privilegiado. ¡Ven a visitarlo y déjate enamorar por su encanto!",True,good,False,,2619.0,False,False,False,True,[],False,False,110000.0,€,chalet,Robledo de Chavela,"Chalet adosado en calle de Alonso Martínez, 26",,,,terracedHouse,3454-07135,,,,,,
108585595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/b6/3c/1349190891.webp,19,bj,780000.0,flat,sale,96.0,False,2,3,"calle de Viriato, 73",Madrid,Madrid,Chamberí,es,40.4357739,-3.6951668,True,https://www.idealista.com/inmueble/108585595/,"PROPERTY PLUS VENDE Extraordinaria Oportunidad de Inversión! Inmueble reformado de 2 dormitorios con 2 baños en suite + aseo de cortesía y totalmente amueblado y equipado en pleno corazón de Almagro. Ubicado en finca representativa con conserje físico, se trata de precioso inmueble de preciosa reforma. Amplio Salón comedor con cocina abierta totalmente amueblada y equipada con electrodomésticos ( lavadora/secadora, lavavajillas, horno, micro,. ) y acceso a terraza de uso privativo Estupendos 2 dormitorios con Armarios empotrados vestidos y baño en suite cada uno de ellos. La vivienda tiene Aire Acondicionado y Calefacción individual por Gas Natural. Inmejorable Oportunidad de Inversión en pleno corazón de Almagro! Contacte con nosotros los 7 días de la semana sin compromiso para obtener más información.",False,good,False,True,8125.0,True,False,False,False,[],False,False,780000.0,€,flat,"Almagro, Madrid","Piso en calle de Viriato, 73",Almagro,,,,,,,,,,
