propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,district,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108105440,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/8b/8f/1333981790.webp,M11683V,54,790000.0,flat,sale,82.0,3,1,calle del Doce de Octubre,Madrid,Madrid,es,40.4150753,-3.6741401,False,https://www.idealista.com/inmueble/108105440/,"Este precioso piso exterior de 82 m², con techos altos de 3 metros, se encuentra en el exclusivo barrio Ibiza de Madrid, a tan solo 4 minutos a pie del Parque del Retiro. Situado en una primera planta con altura de segunda gracias a su entresuelo, es ideal para quienes valoran la naturaleza y, al mismo tiempo, vivir en el centro de la ciudad.  Las ventanas de la fachada, orientadas al sur, ofrecen unas vistas privilegiadas de la zona ajardinada y de los grandes árboles existentes. El edificio cuenta con un patio amplio interior, dos ascensores y acceso adaptado a personas con movilidad reducida (PMR). La finca está muy bien conservada y dispone de un mantenimiento periódico profesional. El interior del piso ha sido reformado para optimizar su funcionalidad. Consta de dos dormitorios dobles y uno individual, un salón-comedor exterior con dos ambientes separados, y una cocina independiente con ventana al patio, que ofrece espacio para una zona de comedor y cuenta con electrodomésticos de alta eficiencia. El baño tiene lavabo de mármol, ducha termostática y ventana al patio. La vivienda dispone de caldera individual de gas natural para agua caliente y calefacción por radiadores, además de aire acondicionado y bomba de calor de alta eficiencia (A++). Todas las ventanas tienen doble acristalamiento y la iluminación de todas las habitaciones es de bajo consumo. Incluye un práctico maletero.  La ubicación en el distinguido barrio Ibiza facilita el acceso a diversos servicios, comercios, boutiques, restaurantes y zonas de ocio. La cercanía al Real Parque del Retiro permite disfrutar de zonas verdes y realizar múltiples actividades deportivas y culturales. Excelentes comunicaciones conectan la zona con el resto de Madrid. Esta propiedad y su privilegiada ubicación representan una oportunidad única para vivir en una zona altamente demandada y constituyen una inversión inteligente, Para más información o visitas, contacte con Walter Haus.",True,good,False,9634.0,True,True,False,True,[],False,False,790000.0,€,,,flat,,"Ibiza, Madrid",Piso en calle del Doce de Octubre,Top,Retiro,1,True,Ibiza,True,,,
91583635,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/f4/d0/1236111375.webp,SM155067,33,2600000.0,duplex,sale,486.0,5,4,calle de Francisco Suárez,Madrid,Madrid,es,40.4636958,-3.6820238,False,https://www.idealista.com/inmueble/91583635/,"TRIPLEX EN NUEVA ESPAÑA  Espectacular piso de tres plantas ubicado en una finca de lujo. Con una superficie construida de 486 metros cuadrados, este tríplex cuenta con 5 habitaciones y 3 baños, ofreciéndote un espacio amplio y versátil para satisfacer todas tus necesidades. Además, cuenta con un aseo. El piso es de obra nueva, lo que significa que se entrega vacío y podrás personalizarlo según tus preferencias y tus gustos. La vivienda está distribuida de manera funcional en 3 plantas, todas ellas con ascensor propio. En la planta baja, encontrarás 4 amplios dormitorios, 2 de ellos en suite, lo que te brindará privacidad y comodidad en todo momento. En la primera planta, serás recibido por un espacioso salón, una cocina y un baño de cortesía, creando un espacio ideal para disfrutar de momentos de reunión y preparar deliciosas comidas. En la tercera planta, podrás disfrutar de una amplia terraza, otra cocina y un aseo, ofreciéndote un lugar perfecto para relajarte al aire libre y disfrutar de momentos especiales con amigos y familiares. Además de todas estas características, la vivienda cuenta con armarios empotrados y un trastero, brindándote espacio de almacenamiento adicional y manteniendo el espacio ordenado. Construido en el año 2014, este tríplex está en excelentes condiciones y cuenta con calefacción individual de bomba de frío/calor, asegurando un ambiente agradable y confortable durante todo el año. También dispone de aire acondicionado para mayor comodidad. El tríplex se encuentra en la planta 4ª y es exterior, lo que proporcionará una excelente iluminación natural y una agradable sensación de amplitud. Además, podrás disfrutar de las zonas comunes que ofrece la finca, incluyendo una piscina climatizada, jacuzzi y sauna, así como zonas de vestuarios y baños para mayor comodidad y entretenimiento. El certificado energético de la vivienda está en trámite, garantizando que cumple con los estándares de eficiencia energética. GILMAR CUENTA CON UNA AMPLIA CARTERA DE PROPIEDADES QUE POR PETICIÓN EXPRESA DE LOS PROPIETARIOS NO ESTAN PUBLICADOS.  PARA MÁS INFORMACIÓN SOBRE ESTA Y OTRAS PROPIEDADES POR FAVOR CONTÁCTENOS AL.",True,good,False,5350.0,True,True,False,True,[],False,False,2600000.0,€,True,True,flat,duplex,"Nueva España, Madrid",Dúplex en calle de Francisco Suárez,Top,Chamartín,4,True,Nueva España,True,,,
108332418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/e9/c9/1345103120.webp,C501254,67,1350000.0,chalet,sale,623.0,6,6,calle Argos s/n,Madrid,Las Rozas de Madrid,es,40.5219019,-3.9243312,True,https://www.idealista.com/inmueble/108332418/,"En FLIMASA no cobramos comisión al comprador. - Espectacular chalet ubicado en la prestigiosa urbanización Monte Rozas, este chalet independiente destaca por su amplitud, luminosidad y excelente distribución. Con más de 600 m² construidos sobre una gran parcela de más de 1.300 m², es una opción ideal para quienes buscan espacio, privacidad y comodidad en un entorno tranquilo y bien comunicado. Distribución: En la planta principal, la entrada a la vivienda se realiza a través de un porche cubierto de 35 m². Desde el hall de bienvenida, se accede a un gran salón de más de 80 m² organizado en tres ambientes diferenciados: una amplia zona de estar con chimenea, un comedor independiente y un cómodo salón principal, todos conectados entre sí y con mucha luz natural. La cocina, muy espaciosa (30,5 m²), está completamente amueblada, cuenta con zona office y salida directa a un agradable porche trasero de 60 m² con pérgola de madera, perfecto para reuniones al aire libre.  En esta planta también encontramos un despacho con acceso mediante puertas correderas, una despensa y un aseo de cortesía. La primera planta alberga la zona de descanso, con cuatro dormitorios exteriores y armarios empotrados. Dos de ellos comparten un baño completo, mientras que los otros dos cuentan con baño en suite, incluyendo el dormitorio principal, que además dispone de tres armarios empotrados, aire acondicionado y acceso a una terraza privada con vistas despejadas.  También hay un distribuidor amplio con armario extra y salida a una terraza común. En la planta superior, bajo cubierta, se encuentra una buhardilla diáfana de 35 m² muy luminosa, ideal como zona de juegos, estudio o sala polivalente. Dispone además de dos pequeños trasteros, un dormitorio adicional con vestidor y un baño completo. Esta planta también cuenta con aire acondicionado. La planta semisótano ofrece múltiples posibilidades gracias a su gran espacio. Incluye un salón con barra de bar y salida directa a la rampa del garaje, dos trasteros de gran capacidad, un dormitorio de servicio con su propio baño, cuarto de caldera y garaje cerrado para varios vehículos. Características destacadas: Calefacción individual por gas natural Aire acondicionado en salón, buhardilla y dormitorio principal Piscina privada de 10x5 m con escalera romana Jardín consolidado con riego automático Excelente orientación y luminosidad Urbanización tranquila con fácil acceso a la A-6 y cercana a colegios, centros comerciales y servicios Una vivienda amplia y muy bien equipada, perfecta para quienes buscan un entorno familiar, funcional y de calidad en Las Rozas. ¡No lo dudes! Ponte en contacto para agendar una visita hoy mismo.  Nota: Las medidas y enseres reflejados en esta información son meramente informativos. No tienen carácter contractual.",True,good,False,2167.0,True,True,False,True,[],False,False,1350000.0,€,True,True,chalet,independantHouse,"Monte Rozas, Las Rozas de Madrid",Casa independiente en calle Argos s/n,Top,Monte Rozas,,,Monte Rozas,,,,
107996479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/6d/0e/1334223184.webp,AG207276,31,680000.0,flat,sale,78.0,2,2,calle de Valverde,Madrid,Madrid,es,40.4220996,-3.7005922,False,https://www.idealista.com/inmueble/107996479/,"Bienvenido a una oportunidad única de vivir en el vibrante barrio de Chueca, en pleno corazón de Madrid. Este exclusivo piso de 78 metros cuadrados, ubicado en una finca rehabilitada y muy bien cuidada, ofrece una experiencia de vida inigualable en una de las zonas más cosmopolitas de la ciudad. Con dos dormitorios y dos baños, este apartamento destaca por su luminosidad, gracias a las ventanas en cada estancia que permiten la entrada de luz natural durante todo el día. La propiedad, que cuenta con un salón independiente, calefacción individual de gas natural y aire acondicionado, está diseñada para ofrecer el máximo confort. El edificio dispone de ascensor, portero automático y cámaras de videovigilancia asegurando comodidad y seguridad a sus residentes. Buen estado de conversación, listo para entrar a vivir. Posibilidad de adquirir una plaza de garaje en la misma finca. Chueca es conocida por su ambiente dinámico, repleto de tiendas de diseño, cafés de moda y una vibrante vida nocturna. El barrio está excelentemente comunicado. A menos de 10 kilómetros se encuentra el prestigioso Colegio San Antón, y para tus compras la Gran Vía está a 5 minutos. En cuanto a transporte público, la estación de metro Chueca (Línea 5) y varias líneas de autobuses como la 1, 2 y 3, te conectan eficazmente con el resto de la ciudad. Desde 1983, GILMAR ha sido un referente en el sector inmobiliario, ayudando a sus clientes a encontrar la casa de sus sueños con profesionalidad y dedicación. Con una trayectoria sólida y un profundo conocimiento del mercado, GILMAR se compromete a ofrecer un servicio impecable y personalizado. Para más información sobre este inmueble, por favor, facilita la referencia 207276. Nuestro equipo del Centro está listo para atenderte en Plaza de Herradores, 4. No dudes en llamarnos al o escribirnos a. ¡Estamos aquí para ayudarte a encontrar tu hogar perfecto!",True,good,False,8718.0,True,True,False,True,[],False,False,680000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle de Valverde,Top,Centro,1,False,Malasaña-Universidad,True,,,
108646755,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/cc/1c/1350941148.webp,SG211378,31,1079000.0,flat,sale,96.0,3,1,calle del Divino Pastor,Madrid,Madrid,es,40.426625,-3.7027424,False,https://www.idealista.com/inmueble/108646755/,"Descubre este magnífico piso ubicado en el emblemático barrio de Universidad, en pleno corazón del distrito Centro de Madrid. Con una superficie de 96 m², esta vivienda reformada destaca por su diseño elegante y funcional. Dispone de tres amplios dormitorios, dos baños completos y una cocina independiente, ideal para los amantes de la gastronomía. Su salón independiente, con orientación noreste, se convierte en un espacio acogedor y lleno de luz natural, gracias a sus cinco balcones exteriores que ofrecen vistas a la calle y una luminosidad excepcional. Entre las características destacadas del inmueble, encontramos calefacción individual por gas natural y aire acondicionado, ideales para garantizar el máximo confort en cualquier época del año. Además, el edificio cuenta con ascensor y portero automático, lo que aporta un extra de comodidad y seguridad. La vivienda también incluye tendedero y detalles como puerta blindada, que refuerzan su atractivo. El barrio de Universidad es uno de los más codiciados de Madrid, conocido por su vibrante vida cultural y su ambiente cosmopolita. Aquí encontrarás una excelente oferta de ocio, con teatros, museos y una amplia variedad de restaurantes y cafeterías. Además, su localización estratégica lo sitúa a pocos pasos de lugares emblemáticos como la Gran Vía y la Plaza de España. La zona también cuenta con excelentes servicios educativos, como el Colegio San Mateo, situado a menos de 10 kilómetros, y una oferta comercial destacada con centros como el Mercado de San Ildefonso y el cercano Corte Inglés de Callao. En cuanto a transporte, la vivienda goza de una conexión inmejorable. Las estaciones de metro más próximas son Noviciado y Tribunal (líneas 1 y 10), mientras que las líneas de autobuses que operan en la zona incluyen la 3, 147 y 149, asegurando una movilidad ágil por toda la ciudad. Además, la estación de cercanías de Sol (líneas C3 y C4) se encuentra a escasa distancia, facilitando el acceso a otras localidades y puntos clave de Madrid. Desde 1983, GILMAR se ha consolidado como una de las principales compañías inmobiliarias de España, ayudando a sus clientes a encontrar la casa de sus sueños. Con un equipo experto y una atención personalizada, nuestra misión es garantizar una experiencia única en la compra, venta o alquiler de inmuebles. Para más información sobre este exclusivo piso, no dudes en contactar con nuestro equipo de Chamberí-Argüelles. Te esperamos en nuestra oficina, ubicada en la calle Carranza, 20, o llámanos al teléfono También puedes escribirnos al correo. Recuerda facilitarnos la referencia 211378 para agilizar tu consulta.",True,good,False,11240.0,True,True,False,True,[],False,False,1079000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Divino Pastor,Top,Centro,1,True,Malasaña-Universidad,True,,,
108878551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/09/6b/1357740522.webp,MAV02846,43,1300000.0,chalet,sale,304.0,5,4,Barrio Salvador,Madrid,Madrid,es,40.4450797,-3.6338115,False,https://www.idealista.com/inmueble/108878551/,"DE SALAS LUXURY HOMES presenta EN EXCLUSIVA este precioso chalet adosado que destaca por su amplia terraza junto al salón y con acceso directo a las zonas comunes.  Con 304 m2 catastrales, esta bonita vivienda es ideal para familias con niños, ya que cuenta con 5 dormitorios, 4 cuartos de baño y una zona común con piscina y jardín maravillosamente cuidado. PLANTA PRINCIPAL: Accedemos a la vivienda y junto al hall se encuentra un despacho (ideal para teletrabajar o como dormitorio adicional). La cocina, muy amplia, con espacio para una mesa de diario tiene mucha zona de trabajo, armarios altos y bajos para aprovechar todo el almacenamiento posible y un práctico lavadero-tendedero de gran tamaño. En esta planta encontramos un cuarto de baño completo con ducha y el salón-comedor con chimenea, muchísima luz y salida directa a la terraza privada. Ésta cuenta con 2 pérgolas, ideales para resguardarnos del sol o del relente de la noche y desde aquí podemos salir a la magnífica zona común. PLANTA PRIMERA: La estupenda distribución de este chalet permite disponer de 4 dormitorios y 3 baños en esta planta. El dormitorio principal (con ventanal mirador y numerosos armarios) y un segundo dormitorio cuentan cada uno con su propio cuarto de baño en suite, mientras que las otras 2 habitaciones (una de ellas con terraza privada) comparten baño.  PLANTA SEGUNDA: Magnífico espacio diáfano para multitud de usos (sala de estar, oficina independiente, sala de juegos, gimnasio, etc… PLANTA SEMISÓTANO: Esta zona de la vivienda está destinada a habitación de servicio, sala multiusos y diversos cuartos trasteros o despensas. Completa esta sensacional vivienda su garaje para 3 plazas de aparcamiento en paralelo con grifo propio para lavado de vehículos. ZONA EXTERIOR: Las áreas comunes, extensas y muy bien cuidadas son ideales para familias ya que encontramos una amplia piscina y un estupendo jardín de césped para el disfrute de todos.",True,good,False,4276.0,True,True,False,False,[],False,False,1300000.0,€,True,True,chalet,terracedHouse,"Salvador, Madrid",Chalet adosado,Top,San Blas,,,Salvador,,,,
104715862,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/00/b5/e9/1229475768.webp,FF1881,42,1330000.0,chalet,sale,650.0,5,5,avenida Sancho Rosa,Madrid,Fuente del Fresno,es,40.5855608,-3.5918595,False,https://www.idealista.com/inmueble/104715862/,"HOUSE AND HOUSE VENDE.- Vivienda de 600m2 con parcela de 2.253m2 con precioso jardín plano y piscina. Tiene amplias vistas y orientación sur. La vivienda cuenta con dos alturas, espacios muy amplios, grandes ventanales y mucha luz. Con un poquito de actualización la vivienda puede quedar espectacular. Se distribuye: PLANTA PRINCIPAL: Hall de entrada, gran salón comedor con diferentes ambientes y chimenea, con salida directa al amplio porche y preciosas vistas, zona de jardín y piscina. cocina muy amplia con zona de office, dormitorio de servicio con baño en suite. En esta planta contamos con un segundo especio muy amplio con armarios empotrados y salida directa también al porche (perfecto como cuarto de estar y/o dormitorio) y un baño completo. PLANTA PRIMERA: Tenemos cuatro dormitorio y tres cuartos de baño.  El dormitorio principal de gran tamaño con baño en suite y sala de estar, otro de los dormitorios con baño también en suite y los otros dos comparten el tercer balo de esta planta. Además del jardín y piscina, la vivienda cuenta con garaje cerrado para dos coches y pérgola para otros tres. MEJOR VER! HOUSE AND HOUSE.- EMPRESA ESPECIALIZADA EN LAS URBANIZACIONES ZONA NORTE DE MADRID. SANTO DOMINGO, CIUDALCAMPO, FUENTE DEL FRESNO Y VALDEALGUA DESDE HACE MÁS DE 16 AÑOS. La vivienda está ubicada dentro de una urbanización Fuente del Fresno, situada en el kilometro 23 de la N-I, a 15 minutos de Madrid. Cuenta con diferentes autobuses que conectan directamente con Plaza Castilla, Alcobendas, San Sebastian de los Reyes... Dispone de seguridad privada las 24h del día, como servicios comunes dentro de la urbanización, tales como pistas de tenis, padel, baloncesto. Con numerosas zonas verde, la zona central de la urbanización cuenta con un centro comercial con diversidad de tiendas, veterinario y un pequeño polideportivo. Asimismo, dispone de una parroquia, llamada Parroquia de Nuestra Señora de Fuente del Fresno. Esta urbanización Linda con el Soto de Viñuelas, una magnífica finca privada. Junto a la urbanización y lindando por la zona de la urbanización Club de Campo encontramos el colegio Trinity College, concertado y bilingüe. En Ciudalcampo está el colegio privado bilingüe SEK, en la urbanización de enfrente (Santo Domingo) hay un colegio público bilingüe con primaria y secundaria. Igualmente cuenta con zonas comerciales muy amplias en urbanizaciones colindantes con diversos comercios, centros médicos públicos y privados, diferentes sitios de restauración, parques... A 10 min, encontramos el Hospital público de la Seguridad Social Infanta Sofía, construido recientemente y con todas las especialidades.",True,good,False,2046.0,True,True,False,False,[],False,False,1330000.0,€,True,True,chalet,independantHouse,Fuente del Fresno,Casa independiente en avenida Sancho Rosa,Top,,,,,,,,
106943657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/93/67/1298950610.webp,AG204315,47,1800000.0,duplex,sale,168.0,3,2,calle de Fuencarral,Madrid,Madrid,es,40.4221786,-3.7020469,False,https://www.idealista.com/inmueble/106943657/,"Ubicado en pleno Barrio de Justicia, en la encantadora zona peatonal de la Calle Fuencarral, se encuentra este espectacular ático. Este dúplex ofrece 168 m² de vivienda, con 20 m² de terraza en la planta baja y 25 m² adicionales en la planta alta. Al entrar, un elegante hall distribuye la planta baja, que cuenta con un luminoso salón dividido en dos ambientes con acceso directo a la terraza, una espaciosa cocina de estilo rústico, un amplio dormitorio con dos áreas diferenciadas, y un gran baño completo. Desde el hall, una escalera conduce al segundo dormitorio, que incluye baño en suite. Con suelos de madera, vigas vistas y una terraza orientada al este que recibe abundante luz natural, esta propiedad destaca no solo por sus detalles arquitectónicos, sino también por su ubicación privilegiada en una calle peatonal. Este ático es perfecto para una pareja o una persona que busque vivir en una de las áreas más cotizadas de Justicia, disfrutando de una amplia terraza utilizable todo el año gracias a su excelente orientación. El Barrio de Justicia, ubicado en el distrito Centro de Madrid, es una de las zonas más vibrantes, cosmopolitas y elegantes de la ciudad. Su nombre proviene de la presencia histórica del Tribunal Supremo y otros edificios judiciales importantes en la zona. Hoy en día, es conocido por su mezcla de tradición y modernidad, lo que lo convierte en un área muy demandada tanto para vivir como para disfrutar de su ambiente único. GILMAR es una reconocida compañía inmobiliaria con más de 35 años de experiencia en el mercado. Desde 1983, hemos estado ayudando a nuestros clientes a encontrar la casa de sus sueños, ofreciendo un servicio personalizado y de calidad. Si desea obtener más información sobre este ático en particular, no dude en ponerse en contacto con nuestro equipo en la oficina de Centro, ubicada en Plaza de Herradores, 4. Puede llamarnos al o enviarnos un correo electrónico. Recuerde proporcionarnos la referencia del inmueble (204315) para que podamos ayudarle de la mejor manera posible. ¡Estaremos encantados de atenderle!",True,good,False,10714.0,True,True,False,True,[],False,False,1800000.0,€,,,flat,duplex,"Chueca-Justicia, Madrid",Dúplex en calle de Fuencarral,Top,Centro,4,True,Chueca-Justicia,True,,,
105358070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/f0/00/1271135161.webp,AS193823,31,1680000.0,flat,sale,131.0,3,3,calle del General Pardiñas,Madrid,Madrid,es,40.4271825,-3.6785024,False,https://www.idealista.com/inmueble/105358070/,"Barrio de Salamanca, calle General Pardiñas junto a la calle Ayala, magnífico piso de 131 metros, exterior en planta alta con muy buenas vistas desde sus 3 balcones y mucha luz natural, distribuido en salón-comedor en 2 ambientes de 36 metros, 3 grandes dormitorios, 3 baños y cocina completamente equipada- Sistema central de calefacción con contadores individuales y aire acondicionado, muy buena altura de techos. Buena finca clásica de bonita fachada y portero físico. Ideal localización junto a la calle Goya, perfectamente comunicada y con todo tipo de comercios y servicios cercanos a la vivienda. GILMAR SALAMANCA  Este distinguido barrio residencial se ha convertido en una de las más importantes zonas comerciales de la ciudad y uno de los barrios de mayor nivel de vida de Europa con la mayor zona de compras de lujo de Madrid en torno a las calles Serrano, Claudio Coello y Ortega y Gasset.    Destaca también por sus señoriales fachadas, que convierten a Madrid en una de las capitales más europeas en cuanto a arquitectura clásica y vanguardista. El barrio de Salamanca es sin duda, una de las zonas residenciales más elegantes y prestigiosas del continente europeo.   Aloja uno de los principales equipamientos deportivos de la ciudad, el Wizink Center inaugurado en 2005 sobre el antiguo Palacio de los Deportes. Asimismo, acoge a diversas instituciones como la Real Casa de la Moneda o Fábrica Nacional de Moneda y Timbre.    El barrio es atravesado diagonalmente por la calle de Alcalá que, junto a calles como Jorge Juan, Goya o Hermosilla, le dan un carácter eminentemente comercial. En Gilmar trabajamos para ofrecer a nuestros clientes los mejores inmuebles desde hace 40 años. Cubrimos todas las necesidades inmobiliarias: viviendas, oficinas, locales comerciales, solares, fincas rústicas, terrenos para construir.  Disponemos de más de 33 equipos especializados en distintas zonas al servicio de más de 90.000 clientes nacionales e internacionales, que cuentan con asesoramiento necesario para garantizar su seguridad, eficacia jurídica y la mejor rentabilidad financiero-fiscal.",True,good,False,12824.0,True,True,False,False,[],False,False,1680000.0,€,,,flat,,"Goya, Madrid",Piso en calle del General Pardiñas,Top,Barrio de Salamanca,2,True,Goya,True,,,
108330220,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/39/3f/1341006094.webp,SA208043,37,710000.0,flat,sale,144.0,2,2,calle Tramontana,Madrid,Pozuelo de Alarcón,es,40.4067479,-3.7971321,False,https://www.idealista.com/inmueble/108330220/,"Descubre este exclusivo piso situado en la prestigiosa zona de Prado de Somosaguas, en Pozuelo de Alarcón, una de las áreas residenciales más codiciadas del noroeste de Madrid. Con una superficie construida de 144 m² en catastro, esta vivienda destaca por su distribución y luminosidad, gracias a su orientación norte y amplios ventanales exteriores. El piso cuenta con 2 dormitorios, 2 baños, un elegante salón independiente y una cocina equipada con tendedero. Además, incluye una plaza de garaje y trastero ofreciendo comodidad y practicidad. Entre sus características destacan su calefacción individual de gas natural, suelos de parquet y armarios empotrados, que aportan calidez y funcionalidad al espacio. Este inmueble forma parte de una urbanización privada que ofrece todo lo necesario para disfrutar de un estilo de vida exclusivo: piscina, jardines, pistas de tenis-pádel y servicio de portería con conserje 24 horas. Aunque el estado de conservación requiere cierta actualización, el potencial de esta vivienda es indiscutible. El barrio de Prado de Somosaguas es sinónimo de tranquilidad y calidad de vida. Rodeado de zonas verdes como el Parque Forestal Adolfo Suárez, es ideal para quienes buscan un entorno residencial exclusivo sin renunciar a la cercanía con el centro de Madrid. La zona cuenta con una amplia oferta educativa, siendo el Colegio Retamar uno de los centros más destacados a menos de 10 kilómetros. También disfrutarás de la cercanía al Centro Comercial Zielo Shopping Pozuelo, con una amplia gama de tiendas, restaurantes y servicios. En cuanto a transporte, la ubicación es inmejorable. Las líneas de autobús 561 y 562 te conectan cómodamente con el centro de Madrid y otros puntos de interés, mientras que la estación de cercanías más cercana, Pozuelo (líneas C-7 y C-10), se encuentra a pocos minutos en coche. Además, el acceso a la A-6 y la M-40 facilita la movilidad tanto para quienes trabajan en la capital como en sus alrededores. Desde 1983, GILMAR se ha consolidado como una de las empresas líderes en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Nuestro equipo de expertos en Pozuelo-Aravaca estará encantado de ofrecerte más información sobre esta vivienda. Para ello, te invitamos a contactar con nosotros en la oficina ubicada en Avda. de Europa, 14, llamando al o escribiendo a. Por favor, facilita la referencia 208043 para que podamos atenderte de manera más eficiente. ¡Estamos aquí para ayudarte!",True,renew,False,4931.0,True,True,False,False,[],False,False,710000.0,€,True,True,flat,,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle Tramontana,Top,Zona Prado de Somosaguas - La Finca,4,True,Prado de Somosaguas,True,760000.0,50000.0,7.0
108501977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/f2/26/1349989076.webp,JL209525,31,795000.0,flat,sale,118.0,3,2,costanilla de San Andrés,Madrid,Madrid,es,40.4128333,-3.7128436,False,https://www.idealista.com/inmueble/108501977/,"Excelente oportunidad de inversión en pleno corazón de Madrid: Piso para reformar con vistas despejadas a una plaza en La Latina. Este piso en altura, ubicado en la emblemática zona de La Latina, en el distrito Centro de Madrid, representa una oportunidad única para quienes buscan una propiedad con gran potencial de rentabilidad tras una reforma. Con una superficie construida de 118 m², esta vivienda exterior combina luminosidad, encanto histórico y una ubicación privilegiada. Está situado en un edificio señorial con ascensor, construido en 1900, lo que añade un toque de autenticidad y carácter a la propiedad. El inmueble cuenta con tres dormitorios principales y dos baños, ideal para adaptarse a las necesidades modernas tras una actualización. Su distribución y orientación favorecen la entrada de luz natural, destacando especialmente los balcones con vistas despejadas a una plaza, un lujo en pleno centro de Madrid. Además, la puerta blindada y el portero automático aseguran comodidad y seguridad. La Latina es uno de los barrios más vibrantes y con mayor demanda de la capital. Conocido por su oferta cultural, gastronómica y su ambiente bohemio, es el epicentro de la vida madrileña. Pasear por sus calles significa encontrarse con mercados tradicionales como el Mercado de la Cebada, plazas llenas de vida y edificios históricos que cuentan la historia de Madrid. La ubicación del piso, con código postal 28005, permite disfrutar de una conexión excelente con el resto de la ciudad. En cuanto a transporte, la vivienda se encuentra cerca de la estación de metro La Latina (línea 5) y a poca distancia de la estación de Tirso de Molina (línea 1). Las líneas de autobús más cercanas incluyen la 17, 18, 23 y 35, que conectan eficientemente con diferentes puntos de la ciudad. Para quienes prefieren el tren de cercanías, la estación de Sol (C-3 y C-4) está a un paseo corto. También es importante destacar la cercanía de colegios como el Colegio Público Isabel la Católica, ubicado a menos de 10 kilómetros, y el centro comercial Príncipe Pío, que ofrece una amplia variedad de tiendas, restaurantes y entretenimiento. Este piso requiere una reforma integral, lo que lo convierte en una oportunidad excepcional para personalizar al máximo cada detalle y optimizar su distribución. Ya sea como residencia habitual o como inversión para alquilar, su ubicación y características garantizan una alta rentabilidad. Sobre GILMAR: Desde 1983, GILMAR se ha consolidado como una de las compañías líderes en el sector inmobiliario, ayudando a miles de clientes a encontrar la casa de sus sueños. Con una trayectoria de más de cuatro décadas, nuestra experiencia y compromiso garantizan un servicio de excelencia. Nuestro equipo trabaja cada día para ofrecer soluciones personalizadas y acompañar a nuestros clientes en cada paso del proceso de compra, venta o alquiler. Si deseas más información sobre este inmueble, por favor, contáctanos facilitando la referencia: 209525. Nuestro equipo en la oficina de Plaza de Herradores, 4, estará encantado de atenderte. Puedes llamarnos al teléfono o escribirnos al correo. ¡Estamos aquí para ayudarte!",True,good,False,6737.0,True,True,False,False,[],False,False,795000.0,€,,,flat,,"Palacio, Madrid",Piso en costanilla de San Andrés,Top,Centro,2,True,Palacio,True,,,
