propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,externalReference,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108238702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/e4/ed/1338089761.webp,17,219700.0,studio,sale,48.0,0,1,"avenida Cerro del Águila, 1",Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,40.5467441,-3.6134149,True,https://www.idealista.com/obra-nueva/108238702/,"CDA1 Urban Spaces: Innovación, flexibilidad y rentabilidad en el corazón empresarial del norte de Madrid. Desde GILMAR presentamos en exclusiva un magnífico edificio donde se está desarrollando una promoción con 64 espacios de oficina, tipo loft, ubicado en la calle Cerro del Águila, 1 de San Sebastián de los Reyes de Madrid, estratégica ubicación cercana a IKEA y al centro comercial Plaza Norte, una de las mayores zonas comerciales de la zona norte de Madrid, y con acceso directo desde la A1. El edificio cuenta con una entrada amplia y representativa, se desarrolla en tres plantas, baja, primera, segunda y un roof top en la azotea que dispone de unas magníficas vistas, área de entrenamiento, barbacoas, y zona de relax y chill. Estos espacios de oficina (lofts) están diseñados para un uso muy versátil y flexible, cuentan con unas buenas calidades constructivas, cocina amueblada, techos altos, los de planta baja con un espacio de doble altura y la mayoría de las unidades de planta primera y segunda disponen de una agradable terraza. Además, todos los despachos dispondrán de plaza de garaje en el mismo edificio. Este es un producto ideal tanto para inversores como para usuarios finales, autónomos, pequeños empresarios que quieran compaginar su vida personal y profesional en un espació moderno y agradable perfectamente comunicado y equipado.  La entrega está prevista para final de 2025.",False,newdevelopment,True,4577.0,True,False,False,False,[],False,False,219700.0,€,True,True,flat,studio,"Pol. Industrial sur, San Sebastián de los Reyes","Estudio en avenida Cerro del Águila, 1",False,57,2,True,,True,,,,
108686129,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/42/5a/1352118730.webp,21,882358.0,flat,sale,106.0,1,1,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4366164,-3.7009118,False,https://www.idealista.com/obra-nueva/108686129/,"Descubre esta gran oportunidad de inversión. Proyecto residencial de Obra Nueva ubicado en la calle Santa Engracia, en pleno corazón de Madrid, en el Barrio de Chamberí, donde se fusionan la elegancia clásica y la modernidad vanguardista. El edificio está compuesto por 14 apartamentos de 1 y 2 dormitorios, incluyendo un magnífico ático dúplex de 2 dormitorios con terraza y piscina. Existe la posibilidad también de unir 2 viviendas, obteniendo así amplios apartamentos de 2 dormitorios en suit. Además, el edificio cuenta con amenities, gimnasio y sala de ocio o business center. ¿Te imaginas vivir aquí?",False,newdevelopment,True,8324.0,True,False,False,False,[],False,False,882358.0,€,,,flat,,"Almagro, Madrid",Piso,False,ONM2502004,bj,True,Almagro,True,,,,
107996159,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/1a/59/1271251003.webp,20,423000.0,flat,sale,89.0,2,2,"calle la Escuela de Vallecas, 58",Madrid,Madrid,Villa de Vallecas,es,40.3574852,-3.5910795,True,https://www.idealista.com/obra-nueva/107996159/,"Viviendas de 2 y 3 dormitorios en urbanización ajardinada con piscina, zonas de juegos infantiles, sala fitness y espacio reservado para bicicletas. Trastero y plazas de garaje. En el nuevo barrio del Ensanche de Vallecas al sureste de la ciudad. La zona tendrá más de 7 millones de m² de zonas verdes, que formarán parte del nuevo bosque metropolitano. A 10 minutos de Atocha, contará con todos los servicios y se facilitará la movilidad sostenible. La zona donde se ubica la promoción está en pleno crecimiento, con zona de restaurantes, supermercados, colegios, gasolineras, farmacias, líneas de autobús y boca de metro.",False,newdevelopment,True,4753.0,True,False,False,False,[],False,False,423000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid","Piso en calle la Escuela de Vallecas, 58",False,PR-C-647@TipoBA.02,1,True,Ensanche de Vallecas - La Gavia,True,,,,
108438026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/1a/59/1271251003.webp,20,377000.0,flat,sale,84.0,2,2,"calle la Escuela de Vallecas, 58",Madrid,Madrid,Villa de Vallecas,es,40.3574852,-3.5910795,True,https://www.idealista.com/obra-nueva/108438026/,"Viviendas de 2 y 3 dormitorios en urbanización ajardinada con piscina, zonas de juegos infantiles, sala fitness y espacio reservado para bicicletas. Trastero y plazas de garaje. En el nuevo barrio del Ensanche de Vallecas al sureste de la ciudad. La zona tendrá más de 7 millones de m² de zonas verdes, que formarán parte del nuevo bosque metropolitano. A 10 minutos de Atocha, contará con todos los servicios y se facilitará la movilidad sostenible. La zona donde se ubica la promoción está en pleno crecimiento, con zona de restaurantes, supermercados, colegios, gasolineras, farmacias, líneas de autobús y boca de metro.",False,newdevelopment,True,4488.0,True,False,False,False,[],False,False,377000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid","Piso en calle la Escuela de Vallecas, 58",False,PR-C-647@TipoE.01,6,True,Ensanche de Vallecas - La Gavia,True,,,,
107996103,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d9/1a/59/1271251003.webp,20,614000.0,flat,sale,158.0,3,2,"calle la Escuela de Vallecas, 58",Madrid,Madrid,Villa de Vallecas,es,40.3574852,-3.5910795,True,https://www.idealista.com/obra-nueva/107996103/,"Terraza de 36,55 m2, con 2 plazas de garaje y trastero. Viviendas de 2 y 3 dormitorios en urbanización ajardinada con piscina, zonas de juegos infantiles, sala fitness y espacio reservado para bicicletas. Trastero y plazas de garaje. En el nuevo barrio del Ensanche de Vallecas al sureste de la ciudad. La zona tendrá más de 7 millones de m² de zonas verdes, que formarán parte del nuevo bosque metropolitano. A 10 minutos de Atocha, contará con todos los servicios y se facilitará la movilidad sostenible. La zona donde se ubica la promoción está en pleno crecimiento, con zona de restaurantes, supermercados, colegios, gasolineras, farmacias, líneas de autobús y boca de metro.",False,newdevelopment,True,3886.0,True,False,False,False,[],False,False,614000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid","Piso en calle la Escuela de Vallecas, 58",False,PR-C-647@TipoN,5,True,Ensanche de Vallecas - La Gavia,True,,,,
107730099,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/78/d7/08/1322219601.webp,26,1415000.0,chalet,sale,737.0,5,6,de Atenas s/n,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5308893,-3.9101904,True,https://www.idealista.com/obra-nueva/107730099/,"Vivienda de 5 dormitorios en Las Rozas, Villa-Licabeto, con diseño moderno, amplios jardines privados, terrazas solárium y piscina. Lucas Fox presenta esta exclusiva promoción de obra nueva en Las Rozas, que ofrece viviendas de diseño contemporáneo con acabados de alta calidad y la posibilidad de personalizar tanto las distribuciones como los acabados según las preferencias del comprador. En la planta baja se encuentra un amplio salón-comedor, que se integra con la cocina independiente, creando un espacio ideal para el día a día. Desde el salón, se accede al porche y al jardín privado, perfecto para disfrutar del aire libre. Además, en esta planta se encuentra un dormitorio doble en suite, un aseo de cortesía y una lavandería, lo que añade comodidad a la vivienda. La planta primera alberga los otros 4 dormitorios, todos ellos amplios y luminosos. Los dos dormitorios dobles cuentan con vestidor y baño en suite, mientras que los dos dormitorios individuales también tienen baño propio, proporcionando privacidad y confort a todos los miembros de la familia. La planta cubierta dispone de una amplia terraza, perfecta para disfrutar del sol y las vistas del entorno natural que rodea la propiedad. Este espacio adicional brinda una zona ideal para relajarse o para el ocio al aire libre. El sótano incluye un trastero y una amplia zona de ocio, ideal para almacenamiento o para actividades recreativas. Villa-Licabeto se caracteriza por su arquitectura moderna y materiales de alta calidad. Los residentes podrán disfrutar de la piscina privada, los jardines y el porche, todo ello en una ubicación privilegiada cerca de Madrid.  Por un precio adicional, ofrecemos la posibilidad de ampliar la vivienda. Para más información, no dude en ponerse en contacto con nosotros.",False,newdevelopment,True,1920.0,True,False,False,False,[],False,False,1415000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid",Casa independiente en de Atenas s/n,False,VILLA 7,,,El Pinar- Punta Galea,,1615000.0,200000.0,12.0,
108312555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/cb/42/1340384906.webp,55,225990.0,flat,sale,100.0,3,1,calle Isabel II,Madrid,Parla,Reyes,es,40.2365286,-3.7649127,False,https://www.idealista.com/inmueble/108312555/,"************GRUPO INMARA INMOBILIARIA**************** dispone en venta de esta bonita vivienda situada en una CALLE PEATONAL TRANQUILA del corazón de Parla. Esta piso destaca por su EXCEPCIONAL LUMINOSIDAD y su distribución funcional, perfecta para quienes buscan comodidad y calidad de vida.  Dispone de TRES DORMITORIOS, BAÑO COMPLETO CON PLACA DE DUCHA, un SALÓN INDEPENDIENTE CON TERRAZA EXTERIOR y una COCINA AMUEBLADA, todo ello en un entorno acogedor y cuidado. La vivienda cuenta con CALEFACCIÓN INDIVIDUAL Y AGUA CALIENTE POR GAS NATURAL, y un SUELO DE TARIMA FLOTANTE NUEVO, instalado hace apenas un año, que aporta calidez y modernidad. Se ofrece CON O SIN MUEBLES, SIN COSTE ADICIONAL, adaptándose a las necesidades del comprador. Incluye un práctico TRASTERO en el mismo edificio para optimizar el almacenaje. Además  la finca cuenta con ASCENSOR y ACCESO ADAPTADO para mayor comodidad de los vecinos  La ubicación es inmejorable: en pleno centro de Parla, rodeada de comercios, colegios, supermercados, centros médicos y zonas verdes como el Parque del Universo o el Parque de la Ballena, todo a escasa distancia. Además, se encuentra a solo unos MINUTOS A PIE DE LA ESTACIÓN DE CERCANÍAS PARLA (LÍNEA C-4), que conecta directamente con Atocha, y del TRANVÍA DE PARLA, que permite moverse cómodamente por todo el municipio. A un paso también se encuentran varias líneas de autobús urbano e interurbano: el CIRCULAR URBANO y líneas como la 460 y 463, con conexión directa a Madrid (Plaza Elíptica), lo que convierte esta ubicación en una de las mejores comunicadas del sur de la Comunidad. Una vivienda  CÓMODA Y MUY LUMINOSA,   en una de las zonas más consolidadas de Parla.  ¡Lista para entrar a vivir y disfrutar desde el primer día!",False,good,False,2260.0,True,False,False,False,[],False,False,225990.0,€,,,flat,,"Reyes, Parla",Piso en calle Isabel Ii,,1944,2,True,,True,235000.0,9010.0,4.0,
108640400,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/54/b6/6f/1347620968.webp,18,452000.0,penthouse,sale,81.0,2,2,"calle Provisional Ahijones Treinta y Nueve, 50",Madrid,Madrid,Vicálvaro,es,40.3904265,-3.5679952,True,https://www.idealista.com/obra-nueva/108640400/,"Acalia II  Viviendas de 1, 2 y 3 Dormitorios en Los Ahijones: Tecnología, Conectividad y Sostenibilidad  Descubre nuestras viviendas inteligentes de 1, 2 y 3 dormitorios en Los Ahijones, el nuevo enclave residencial de Madrid ubicado en el distrito de Vicálvaro. Este desarrollo urbano contará con todos los servicios públicos y privados necesarios y se beneficiará de una excelente conexión gracias a la futura estación de Metro de la línea 9, situada a escasa distancia.  Las viviendas incluyen trastero y una o dos plazas de garaje, según tipología. Disponibles también áticos y viviendas con amplias terrazas. La urbanización, de régimen libre, está completamente cerrada y dotada de control de acceso, piscina de adultos con cloración salina, zona infantil, sala comunitaria, cuarto para bicicletas y espacio para carritos de la compra.  Las calidades de construcción destacan por su excelencia: climatización mediante suelo radiante refrescante, pavimento laminado de alta calidad y un completo sistema de domótica para un mayor confort y eficiencia.  Conectividad y Transporte  Con un diseño enfocado en la movilidad sostenible, Los Ahijones será el único desarrollo del Este de Madrid con una estación de Metro propia desde su fase inicial. Esto permitirá una conexión directa con el centro de Madrid y con el intercambiador de RENFE de Vicálvaro en solo una parada.  La Comunidad de Madrid ha confirmado la futura construcción de esta nueva estación, que se ubicará entre Puerta de Arganda y Rivas Urbanizaciones. Esta mejora ha sido aprobada por el Consejo de Gobierno y beneficiará a proyectos cercanos como nuestras promociones Ailén, Ailén II y Acalia, en Los Berrocales y Los Ahijones.  Un Proyecto Urbano Sostenible  Los Ahijones se posiciona como un referente en sostenibilidad urbana gracias al proyecto Life de Los Ahijones, una iniciativa pionera centrada en el aprovechamiento y reciclaje de aguas pluviales y grises. A través de soluciones tecnológicas avanzadas, este programa reduce el impacto ambiental y fomenta un estilo de vida respetuoso con el entorno.  Espacios Verdes y Naturaleza  El barrio integrará más de un millón de metros cuadrados de zonas verdes, que representarán el 18% del total del desarrollo. Estas zonas naturales se conectarán con el proyecto ecológico del Bosque Metropolitano, promovido por el Ayuntamiento de Madrid.",False,,True,5580.0,True,False,False,False,[],False,False,452000.0,€,True,True,flat,penthouse,"Los Ahijones, Madrid","Ático en calle Provisional Ahijones Treinta y Nueve, 50",False,COPR-793@Tipo W,1,True,Los Ahijones,True,,,,
107729917,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/fb/15/1322217403.webp,25,1390000.0,chalet,sale,737.0,5,6,de Atenas s/n,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5308893,-3.9101904,True,https://www.idealista.com/obra-nueva/107729917/,"Vivienda de 5 dormitorios en Las Rozas, Villa-Licabeto, con diseño moderno, amplios jardines privados, terrazas solárium y piscina. Lucas Fox presenta esta exclusiva promoción de obra nueva en Las Rozas, que ofrece viviendas de diseño contemporáneo con acabados de alta calidad y la posibilidad de personalizar tanto las distribuciones como los acabados según las preferencias del comprador. La planta baja alberga un amplio salón-comedor con grandes ventanales que permiten disfrutar de la luz natural durante todo el día. El salón se integra con la cocina independiente, creando un espacio perfecto para la convivencia. Desde el salón, se accede a un porche y al jardín privado, donde se puede disfrutar del aire libre en completa privacidad. En esta planta también se encuentra un dormitorio doble en suite, un aseo de cortesía y una lavandería. En la planta primera, la vivienda dispone de 4 dormitorios adicionales. Dos de ellos son dormitorios dobles con vestidor y baño en suite, mientras que los otros dos dormitorios individuales cuentan también con baño propio. Esta distribución asegura que todos los miembros de la familia tengan su propio espacio privado. La planta cubierta dispone de una terraza solárium ideal para disfrutar de las vistas y del entorno natural. Este espacio exterior se convierte en el lugar perfecto para relajarse o disfrutar de reuniones al aire libre. El sótano incluye un trastero y una amplia zona de ocio, lo que ofrece una gran versatilidad para personalizar según las necesidades del residente, ya sea como espacio de almacenamiento o para actividades recreativas. Villa-Licabeto es la combinación perfecta de lujo, confort y sostenibilidad, con viviendas energéticamente eficientes y una ubicación inmejorable, a solo unos minutos de Madrid. Por un precio adicional, ofrecemos la posibilidad de ampliar la vivienda. Para más información, no dude en ponerse en contacto con nosotros.",False,newdevelopment,True,1886.0,True,False,False,False,[],False,False,1390000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid",Casa independiente en de Atenas s/n,False,VILLA 2,,,El Pinar- Punta Galea,,1590000.0,200000.0,13.0,
108438001,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/28/f1/1271251004.webp,20,389000.0,flat,sale,88.0,2,2,"calle la Escuela de Vallecas, 58",Madrid,Madrid,Villa de Vallecas,es,40.3574852,-3.5910795,True,https://www.idealista.com/obra-nueva/108438001/,"Viviendas de 2 y 3 dormitorios en urbanización ajardinada con piscina, zonas de juegos infantiles, sala fitness y espacio reservado para bicicletas. Trastero y plazas de garaje. En el nuevo barrio del Ensanche de Vallecas al sureste de la ciudad. La zona tendrá más de 7 millones de m² de zonas verdes, que formarán parte del nuevo bosque metropolitano. A 10 minutos de Atocha, contará con todos los servicios y se facilitará la movilidad sostenible. La zona donde se ubica la promoción está en pleno crecimiento, con zona de restaurantes, supermercados, colegios, gasolineras, farmacias, líneas de autobús y boca de metro.",False,newdevelopment,True,4420.0,True,False,False,False,[],False,False,389000.0,€,True,True,flat,,"Ensanche de Vallecas - La Gavia, Madrid","Piso en calle la Escuela de Vallecas, 58",False,PR-C-647@TipoH,2,True,Ensanche de Vallecas - La Gavia,True,,,,
106067993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/e0/3b/1346894701.webp,36,572000.0,penthouse,sale,120.0,3,2,"Poligono UZP0203 los Ahijones, 32",Madrid,Madrid,Vicálvaro,es,40.38826,-3.56898,True,https://www.idealista.com/obra-nueva/106067993/,"Terraza de 40,31 m² LICENCIA DE OBRA OBTENIDA VIVIENDA LIBRE Acalia Viviendas inteligentes de 2 y 3 dormitorios en Los Ahijones, el nuevo barrio de Madrid situado en el Distrito de Vicálvaro estará dotado de todos los servicios públicos y privados necesarios. Con un diseño que prioriza las últimas tendencias en materia de sostenibilidad, Los Ahijones estará perfectamente comunicado, al ser el único sector de los Desarrollos del Este que contará con una parada de Metro en el propio ámbito, desde su primera etapa, por lo que se podrá acceder al centro de Madrid de manera directa y al intercambiador de RENFE de Vicálvaro en una estación de Metro. Tu nuevo barrio contará con más de un millón de m² de zonas verdes que representan un 18% de su superficie, y en los que se integrará el proyecto verde municipal del Bosque Metropolitano. Urbanización cerrada con control de acceso, con piscina de adultos con cloración salina, zona de juegos infantiles, sala comunitaria, cuarto de bicicletas y zona para carritos de la compra. Las viviendas disponen de trastero y una o dos plazas de garaje, según tipología, entre las que se encuentran también áticos y pisos con terraza. Calidades excelentes como calefacción y refrigeración mediante suelo radiante refrescante, pavimento laminado y domótica. Promueven: Pryconsa, S. A y Pryconsa Ahijones, S. L.  Fecha de entrega: AGOSTO-OCTUBRE 2027.",False,newdevelopment,True,4767.0,True,False,False,False,[],False,False,572000.0,€,True,True,flat,penthouse,"Los Ahijones, Madrid","Ático en Poligono Uzp0203 los Ahijones, 32",False,COPR-385@tipoJ,,True,Los Ahijones,True,,,,
107729999,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8e/9d/9e/1321103913.webp,25,1390000.0,chalet,sale,737.0,5,6,de Atenas s/n,Madrid,Las Rozas de Madrid,El Pinar- Punta Galea,es,40.5308893,-3.9101904,True,https://www.idealista.com/obra-nueva/107729999/,"Vivienda de 5 dormitorios en Las Rozas, Villa-Licabeto, con diseño moderno, amplios jardines privados, terrazas solárium y piscina. Lucas Fox presenta esta exclusiva promoción de obra nueva en Las Rozas, que ofrece viviendas de diseño contemporáneo con acabados de alta calidad y la posibilidad de personalizar tanto las distribuciones como los acabados según las preferencias del comprador. La planta baja alberga un amplio salón-comedor con grandes ventanales que permiten disfrutar de la luz natural durante todo el día. El salón se integra con la cocina independiente, creando un espacio perfecto para la convivencia. Desde el salón, se accede a un porche y al jardín privado, donde se puede disfrutar del aire libre en completa privacidad. En esta planta también se encuentra un dormitorio doble en suite, un aseo de cortesía y una lavandería. En la planta primera, la vivienda dispone de 4 dormitorios adicionales. Dos de ellos son dormitorios dobles con vestidor y baño en suite, mientras que los otros dos dormitorios individuales cuentan también con baño propio. Esta distribución asegura que todos los miembros de la familia tengan su propio espacio privado. La planta cubierta dispone de una terraza solárium ideal para disfrutar de las vistas y del entorno natural. Este espacio exterior se convierte en el lugar perfecto para relajarse o disfrutar de reuniones al aire libre. El sótano incluye un trastero y una amplia zona de ocio, lo que ofrece una gran versatilidad para personalizar según las necesidades del residente, ya sea como espacio de almacenamiento o para actividades recreativas. Villa-Licabeto es la combinación perfecta de lujo, confort y sostenibilidad, con viviendas energéticamente eficientes y una ubicación inmejorable, a solo unos minutos de Madrid. Por un precio adicional, ofrecemos la posibilidad de ampliar la vivienda. Para más información, no dude en ponerse en contacto con nosotros.",False,newdevelopment,True,1886.0,True,False,False,False,[],False,False,1390000.0,€,True,True,chalet,independantHouse,"El Pinar- Punta Galea, Las Rozas de Madrid",Casa independiente en de Atenas s/n,False,VILLA 4,,,El Pinar- Punta Galea,,1590000.0,200000.0,13.0,
108238599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/e4/ed/1338089761.webp,17,160700.0,studio,sale,27.0,0,1,"avenida Cerro del Águila, 1",Madrid,San Sebastián de los Reyes,Pol. Industrial sur,es,40.5467441,-3.6134149,True,https://www.idealista.com/obra-nueva/108238599/,"CDA1 Urban Spaces: Innovación, flexibilidad y rentabilidad en el corazón empresarial del norte de Madrid. Desde GILMAR presentamos en exclusiva un magnífico edificio donde se está desarrollando una promoción con 64 espacios de oficina, tipo loft, ubicado en la calle Cerro del Águila, 1 de San Sebastián de los Reyes de Madrid, estratégica ubicación cercana a IKEA y al centro comercial Plaza Norte, una de las mayores zonas comerciales de la zona norte de Madrid, y con acceso directo desde la A1. El edificio cuenta con una entrada amplia y representativa, se desarrolla en tres plantas, baja, primera, segunda y un roof top en la azotea que dispone de unas magníficas vistas, área de entrenamiento, barbacoas, y zona de relax y chill. Estos espacios de oficina (lofts) están diseñados para un uso muy versátil y flexible, cuentan con unas buenas calidades constructivas, cocina amueblada, techos altos, los de planta baja con un espacio de doble altura y la mayoría de las unidades de planta primera y segunda disponen de una agradable terraza. Además, todos los despachos dispondrán de plaza de garaje en el mismo edificio. Este es un producto ideal tanto para inversores como para usuarios finales, autónomos, pequeños empresarios que quieran compaginar su vida personal y profesional en un espació moderno y agradable perfectamente comunicado y equipado.  La entrega está prevista para final de 2025.",False,newdevelopment,True,5952.0,True,False,False,False,[],False,False,160700.0,€,True,True,flat,studio,"Pol. Industrial sur, San Sebastián de los Reyes","Estudio en avenida Cerro del Águila, 1",False,11,bj,True,,True,,,,
108908757,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c8/61/8a/1358604381.webp,19,3600000.0,flat,sale,195.0,3,4,CL VILLALAR,Madrid,Madrid,Barrio de Salamanca,es,40.4197125,-3.6904314,False,https://www.idealista.com/inmueble/108908757/,"Exclusiva vivienda de 195 m² situada en pleno corazón de Recoletos, una de las zonas más prestigiosas del Barrio Salamanca. Ubicada en la emblemática y muy solicitada Calle Villalar, a escasos pasos de la Puerta de Alcalá y el Parque del Retiro, esta propiedad ofrece el equilibrio perfecto entre elegancia, confort y ubicación privilegiada. El piso, completamente a estrenar y amueblado con mobiliario de diseño y lujo, cuenta con un amplio y luminoso salón-comedor presidido por dos ventanales de gran tamaño, que llenan el espacio de luz natural. La cocina, integrada con discreción en el espacio, está equipada con electrodomésticos de alta gama y cuenta con un cuarto de lavandería independiente. Dispone de tres dormitorios en suite, todos con baño privado y armarios empotrados, lo que garantiza privacidad y funcionalidad. Además, incluye un baño de cortesía para invitados. º Reformado con acabados de lujo º Aire acondicionado y calefacción individual º Ventanas con doble acristalamiento º Suelos de madera natural º Amueblado con piezas contemporáneas y elegantes º Edificio señorial con ascensor º Posibilidad de plaza de garaje en el mismo edificio no incluido en el precio º Comunidad tranquila y con servicio de conserje.",True,good,False,18462.0,True,False,False,False,[],False,False,3600000.0,€,True,False,flat,,"Recoletos, Madrid",Piso en Cl Villalar,,V11,1,True,Recoletos,True,,,,100000.0
