propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,parkingSpace.parkingSpacePrice
107392397,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/bc/17/1311551657.webp,32,1,628000.0,flat,sale,81.0,False,3,2,"calle de Santa Ana, 6",Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4101738,-3.708087,True,https://www.idealista.com/inmueble/107392397/,"SANTA TOLEDO REAL ESTATE te presenta este fantástico apartamento interior en la calle Santa Ana 6, en pleno barrio de La Latina. Un lugar que refleja la esencia de la auténtica vida madrileña. Este apartamento, situado en una primera planta muy luminosa, ha sido recién reformado con materiales de excelente calidad. La distribución está pensada para aprovechar cada rincón y hacer que el espacio sea lo más cómodo y funcional posible. *Con 3 dormitorios y 2 baños completos, cada detalle ha sido cuidado para ofrecer un ambiente moderno y práctico.  *La cocina está totalmente equipada con electrodomésticos de alta gama, lo que asegura un rendimiento excepcional y eficiencia energética. *El salón-comedor es amplio y luminoso, ideal para relajarte o trabajar, mientras que la calefacción central y el aire acondicionado centralizado garantizan confort durante todo el año. *El suelo ha sido renovado con un acabado minimalista, y el apartamento se ha decorado en tonos neutros con materiales de primera, creando un ambiente acogedor. ¡No pierdas la oportunidad de ver este increíble apartamento! Solicita una visita y ven a conocerlo, estamos seguros de que te encantará. La Latina es un barrio lleno de vida, con calles estrechas, plazas acogedoras y una gran oferta de bares, restaurantes y terrazas. Es el lugar perfecto para pasear y disfrutar de su ambiente único. Aquí se encuentran edificios históricos y tradicionales, con una arquitectura que mantiene el espíritu madrileño. *Plaza de la Cebada: Esta plaza es uno de los puntos de encuentro más importantes del barrio, especialmente durante los fines de semana, cuando se celebran mercados y actividades al aire libre. Además, está cerca del Mercado de la Cebada, un lugar que ha sido renovado y que ofrece productos frescos, bares y puestos de comida.   *Teatro La Latina: Situado a pocos pasos de la calle Santa Ana, este teatro es uno de los más antiguos de Madrid y sigue ofreciendo una gran variedad de obras teatrales, conciertos y eventos culturales.   *El Rastro: Aunque no es un museo, El Rastro es uno de los mercadillos más famosos de Madrid y tiene lugar los domingos en el barrio de La Latina. Es un sitio ideal para explorar, encontrar antigüedades, arte y ropa vintage. *La calle Santa Ana está muy bien conectada con el resto de Madrid: -Estación La Latina (Línea 5): A pocos minutos de la calle Santa Ana, esta estación te conecta directamente con muchos puntos importantes de la ciudad, como Gran Vía, Callao, Chueca y Chamberí.  -Estación Tirso de Molina (Línea 1): A solo unas cuadras, conecta con lugares emblemáticos como Sol, Gran Vía y Atocha. El barrio también tiene varias paradas de autobús, lo que facilita el acceso a otras zonas de Madrid. La Latina es un barrio lleno de historia, cultura y vida, tanto de día como de noche. A lo largo de sus calles encontrarás una mezcla perfecta de tradición y modernidad, con restaurantes, bares, museos y teatros que lo convierten en uno de los lugares más vibrantes y encantadores de Madrid.  Es el lugar perfecto para disfrutar de un paseo tranquilo por la mañana, descubrir su rica historia cultural y, por la noche, dejarse llevar por su animada vida nocturna.",False,good,False,True,7753.0,False,False,False,False,[],False,False,628000.0,€,flat,"Lavapiés-Embajadores, Madrid","Piso en calle de Santa Ana, 6",18,,,,,,,
108506316,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8a/87/fb/1346928338.webp,17,,350000.0,chalet,sale,465.0,,1,1,avenida de Monte de Batres,Madrid,Batres,,es,,40.2402917,-3.9301908,False,https://www.idealista.com/inmueble/108506316/,"Promoción Residencial en Batres, provincia de Madrid, de tipología Unifamiliar Pareado, PB+1+Semi sótano, compuesta por 1 vivienda. La nota simple describe la finca como un solar de 2.105 m2. Según la tasación la superficie construida sobre rasante es de 327,24 m² y bajo rasante de 137,99 m². La superficie de la parcela según Catastro es 2.414 m². El % de propiedad que se posee en la finca registral indicada es del 100%. Se estima un avance de obra de un 60%. Con nuestros servicios podrá encontrar el activo residencial y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,,753.0,True,False,False,False,[],False,False,350000.0,€,chalet,Batres,Casa independiente en avenida de Monte de Batres,CS-19682-0001 SOLVIA STORE ALCOBENDAS,,,,,,independantHouse,
106686945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/da/c8/1290959964.webp,18,1,966000.0,flat,sale,125.0,True,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4271373,-3.7031665,False,https://www.idealista.com/inmueble/106686945/,"Descubre este fantástico piso de 115 m², completamente reformado, amueblado y decorado con un estilo contemporáneo. Situado en pleno corazón del Distrito Centro, combina diseño, funcionalidad y confort para ofrecer un hogar único y listo para entrar a vivir. Con una estupenda distribución con una zona de día con un amplio salón, luminoso y decorado con detalles modernos que crean un ambiente acogedor, cocina de diseño, equipada con electrodomésticos de alta gama. En su zona de noche con dos dormitorios espaciosos, ideales para descansar y disfrutar de la tranquilidad y dos baños completos, con acabados de calidad y diseño sofisticado. Calefacción individual, ofreciendo un control eficiente del consumo y aire acondicionado, para garantizar confort en todas las estaciones del año. Este piso se encuentra en una ubicación inmejorable, con acceso a una gran oferta cultural, gastronómica y de servicios que caracteriza al Distrito Centro de Madrid. Perfecto tanto para residencia como para inversión. ¡No dejes pasar esta oportunidad.",False,good,False,True,7728.0,False,False,False,False,[],False,False,966000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,,,,,,,,
106562398,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/14/7b/1286867847.webp,10,3,159000.0,flat,sale,85.0,True,3,1,avenida Juan Gris s/n,Madrid,Mejorada del Campo,,es,,40.3929475,-3.4837741,True,https://www.idealista.com/inmueble/106562398/,"¡Oportunidad única en Mejorada del Campo! Descubre este piso de 85 m² situado en zona de Los Olivos, cercanía a todos los servicios necesarios. La vivienda cuenta con tres luminosos dormitorios, un baño completo y una cocina funcional. El amplio salón se abre a una terraza perfecta para disfrutar de las tardes soleadas gracias a su orientación oeste. Además, dispone de armarios empotrados que optimizan el espacio. Ubicado en la tercera planta de un edificio, este piso es una excelente opción para quienes desean personalizar su hogar, ya que se encuentra en estado de segunda mano y requiere reformas. La posibilidad de financiación hasta el 100% lo convierte en una opción accesible para muchos. No dejes pasar esta oportunidad de vivir en una de las áreas más demandadas, con todo lo que necesitas al alcance de la mano. ¡Ven a visitarlo y descubre tu futuro hogar!",False,renew,False,False,1871.0,True,False,False,False,[],False,False,159000.0,€,flat,Mejorada del Campo,Piso en avenida Juan Gris s/n,Cid V146,,,,,,,
107175540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/10/a5/1305231557.webp,31,bj,144200.0,studio,sale,49.0,True,0,1,Val,Madrid,Alcalá de Henares,Val,es,,40.4864368,-3.3450529,False,https://www.idealista.com/inmueble/107175540/,"Presentamos exclusivos estudios de una y dos estancias, ubicados en los bajos de una de las mejores urbanizaciones de la zona. Destacan por su diseño cómodo y funcional, perfectas para quienes buscan calidad y confort. Con 66 m² construidos y 56 m² útiles, cada espacio está pensado para ofrecerte lo mejor: desde materiales de primeras calidades como AEROTERMIA con suelo radiante y refrescante, hasta tabiquería de ladrillo cerámico con revestimiento de yeso. La seguridad es primordial, por eso cuentan con puerta de seguridad y todos los suministros necesarios: agua sanitaria, electricidad, telecomunicaciones, climatización, extracción y ventilación. Además, disponen de armarios, aire acondicionado y calefacción con bomba de frío/calor. Todo esto en un edificio con ascensor y certificado energético A, tanto en consumo de energía como en emisiones de CO2. Impuestos no incluidos.",False,good,False,False,2943.0,True,False,False,False,[],False,False,144200.0,€,flat,"Val, Alcalá de Henares",Estudio,25-002,,,,,,studio,
108155607,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/0b/84/1335526805.webp,72,,879000.0,chalet,sale,326.0,,5,3,Hoyo de Manzanares,Madrid,Hoyo de Manzanares,,es,,40.6080198,-3.9410544,False,https://www.idealista.com/inmueble/108155607/,"NO COBRAMOS COMISIÓN AL COMPRADOR INMOTORRE VENDE Chalet independiente en La Berzosa - Un Oasis de Tranquilidad y Comodidad Descubre este impresionante chalet independiente en La Berzosa, un lugar donde la modernidad se encuentra con la naturaleza. Al entrar, serás recibido por un espacio diáfano que invita a disfrutar de cada rincón. El salón comedor, lleno de luz natural, se abre a un amplio porche de 36 metros cuadrados, ideal para disfrutar de las tardes al aire libre. La cocina moderna, equipada con una elegante isla, es perfecta para los amantes de la gastronomía. Este hogar cuenta con cuatro amplios dormitorios en planta (antes de la reforma cinco), donde el principal destaca por su zona de vestidor. Además, hay dos baños completos con ventilación natural, asegurando comodidad para toda la familia. En la planta baja, un apartamento independiente ofrece privacidad y cuenta con salida directa al jardín y un baño completo, ideal para invitados o como espacio de trabajo. La parcela de 1960 metros está rodeada de vegetación autóctona, creando un ambiente sereno y acogedor. Varias zonas de estar en el jardín te permitirán disfrutar del aire libre, mientras que la piscina nueva, construida hace cinco años, será el lugar perfecto para refrescarte en los días calurosos. La luminosidad de la vivienda es uno de sus puntos fuertes, gracias a una reforma total realizada hace cinco años en la que se cambió la carpintería exterior e interior, electricidad, fontanería y calefacción mediante aerotermia. Todas las ventanas cuentan con mosquiteras y persianas automatizadas y autoblocantes. Puerta principal acorazada y placas solares. Este chalet también incluye un garaje y dos trasteros, brindando espacio adicional para almacenamiento.  La urbanización es tranquila y cuenta con acceso al campo y vigilancia, además de estar cerca del club social que ofrece diversas actividades deportivas, restaurante y varias piscinas. ¡No pierdas la oportunidad de vivir en este maravilloso hogar!",False,good,False,,2696.0,True,False,False,False,[],False,False,879000.0,€,chalet,Hoyo de Manzanares,Casa independiente,08/25,,,,True,True,independantHouse,
107176214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/79/2a/71/1305253642.webp,46,en,172900.0,studio,sale,66.0,True,0,1,Val,Madrid,Alcalá de Henares,Val,es,,40.4873622,-3.34502,False,https://www.idealista.com/inmueble/107176214/,"Presentamos exclusivos estudios de una y dos estancias, ubicados en los bajos de una de las mejores urbanizaciones de la zona. Destacan por su diseño cómodo y funcional, perfectas para quienes buscan calidad y confort. Con 66 m² construidos y 56 m² útiles, cada espacio está pensado para ofrecerte lo mejor: desde materiales de primeras calidades como AEROTERMIA con suelo radiante y refrescante, hasta tabiquería de ladrillo cerámico con revestimiento de yeso. La seguridad es primordial, por eso cuentan con puerta de seguridad y todos los suministros necesarios: agua sanitaria, electricidad, telecomunicaciones, climatización, extracción y ventilación. Además, disponen de armarios, aire acondicionado y calefacción con bomba de frío/calor. Todo esto en un edificio con ascensor y certificado energético A, tanto en consumo de energía como en emisiones de CO2. Impuestos no incluidos.",False,good,False,False,2620.0,True,False,False,False,[],False,False,172900.0,€,flat,"Val, Alcalá de Henares",Estudio,25-003,,,,,,studio,
105676799,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/da/bf/1259637716.webp,20,bj,333000.0,flat,sale,150.0,True,2,2,calle del Halcón,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3900358,-3.7442711,False,https://www.idealista.com/inmueble/105676799/,"VISTAALEGRE- CARABANCHEL BAJO; Único y lujoso loft, con techos de doble altura, Materiales de la más alta calidad y precioso diseño de interiores. Dispone de cafiicación residencial y comercial Son dos locales trasnformados (Un Local y una nave) se han convertido en un lujoso loft de carácter único habilitado para vivienda (se vende como vivienda), con espacios abiertos creados por cambios de nivel, texturas y colores que le confieren continuidad espacial visual. Funcionalidad y confort en el mobiliario. Chimenea de leña utilizando la salida de humos de la antigua nave. Se accede a la propiedad desde el portal y a través de un pequeño recibidor nos conduce a una gran cocina con electrodomésticos de diseño y acabados de alta calidad, un dormitorio y un cuarto de baño completo. Muy espacioso. Continúa con una planta abierta a varios espacios (sala de proyección, comedor, y salón con chimenea) con techos de doble altura. Junto al comedor, se accede a través de unas puertas correderas a un despacho. Subiendo las escaleras se encuentra un dormitorio doble con un vestidor, un baño completo y una sauna Independiente. Dicha planta es acristalada, con vistas, velux que lo hace verdaderamente luminoso. Se podría utilizar la cubierta para poner una terraza. Al espacio diáfano de la planta baja. Se encuentra ubicado cerca de la estación de Vista Alegre, a tan solo 15 minutos de la estación de Callao de la línea 5 de metro. El loft, recién reformado, cuenta con un diseño de interior muy lujoso, de excelentes materiales y acabados, lo que la hace una vivienda ideal para cualquier persona que busque algo especial. Contáctenos para visitarlo o más información y visitas.",False,good,False,True,2220.0,False,False,False,False,[],False,False,333000.0,€,flat,"Vista Alegre, Madrid",Piso en calle del Halcón,2024HALROS,349900.0,16900.0,5.0,,,,
108692479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/0c/8d/1352303797.webp,21,,230000.0,chalet,sale,576.0,,6,1,calle Oriente,Madrid,Los Santos de la Humosa,,es,,40.5044167,-3.2555373,False,https://www.idealista.com/inmueble/108692479/,"En el encantador municipio de Los Santos de la Humosa, en la provincia de Madrid, se encuentra una magnífica casa residencial a rehabilitar situada en la tranquila Calle Oriente. Esta propiedad, con una generosa superficie construida de 576 m², ofrece un espacio amplio y versátil para adaptarse a las necesidades de cualquier familia o inversión La casa, ubicada en un entorno apacible, se presenta como un lienzo en blanco, ideal para aquellos que desean personalizar su hogar a su gusto. Su diseño permite aprovechar al máximo cada rincón, brindando la oportunidad de crear ambientes acogedores y funcionales. La ubicación de la propiedad es uno de sus grandes atractivos, ya que se encuentra en una zona que combina la tranquilidad de un entorno residencial con la cercanía a los servicios y comodidades que ofrece la ciudad de Madrid. Los Santos de la Humosa es conocido por su ambiente sereno y su comunidad acogedora, lo que lo convierte en un lugar perfecto para establecerse. Ofrece un potencial excepcional para transformarla en el hogar de sus sueños. La ausencia de elementos como calefacción central, piscina o armarios empotrados brinda la oportunidad de diseñar y equipar cada espacio según sus preferencias personales. Esta propiedad es una oportunidad única para aquellos que buscan un espacio amplio y adaptable en una ubicación privilegiada, donde la tranquilidad y el confort se fusionan para crear el escenario perfecto para su nuevo hogar.",False,good,False,,399.0,True,True,False,False,[],False,False,230000.0,€,chalet,Los Santos de la Humosa,Chalet en calle Oriente,VPA2881786777,,,,True,True,,
108732065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/a7/e2/1353520500.webp,36,bj,275000.0,duplex,sale,195.0,True,3,2,calle Mayor,Madrid,Pedrezuela,,es,,40.7451334,-3.6036586,False,https://www.idealista.com/inmueble/108732065/,"¡VENDEMOS EN EXCLUSIVA UNO DE LOS MEJORES PISOS DE TRES DORMITORIOS DE PEDREZUELA! Excelente ubicación, en una calle muy tranquila del municipio, junto a la calle principal y cerca de amplias zonas verdes. La planta principal se distribuye en: - Hall-recibidor. - Cocina independiente. - Salón-comedor. - Dos dormitorios con armarios empotrados. - Baño completo con plato de ducha. - Patio-jardín con acceso directo a la calle. La planta sótano se distribuye en: - Distribuidor. - Gran dormitorio tipo suite con baño con plato de ducha incorporado. - Cuarto de lavado y planchado. - Garaje para varios vehículos. Cuenta con excelentes calidades y multitud de mejoras: - Cocina y baños completamente reformados. - Calefacción y agua caliente por gas natural. - Aire acondicionado. - Suelos de tarima. - Pintura lisa. - Carpintería interior lacada en blanco. - Césped artificial en el patio-jardín. ¡Visítelo ya sin compromiso!",False,good,False,True,1410.0,False,False,False,False,[],False,False,275000.0,€,flat,Pedrezuela,Dúplex en calle Mayor,,,,,True,True,duplex,
108927713,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/ee/3b/1359198905.webp,19,2,245000.0,flat,sale,54.0,True,2,1,calle de Nuestra Señora de los Dolores,Madrid,Madrid,Tetuán,es,Valdeacederas,40.4670077,-3.7015847,False,https://www.idealista.com/inmueble/108927713/,"Excelente vivienda de dos dormitorios para entrar a vivir. Se distribuye en cocina completa con pequeño comedor, amplio salón, baño reformado con plato de ducha y dos dormitorios al exterior de la finca con armarios empotrados. La finca tiene acometida de G/N y la pocería de la misma esta totalmente reformada. Muy cerca de la C/ Capitán Blanco Argibay. Magnifica como primera vivienda o como inversión. Mejor ver!",False,good,False,False,4537.0,False,False,False,False,[],False,False,245000.0,€,flat,"Valdeacederas, Madrid",Piso en calle de Nuestra Señora de los Dolores,,,,,,,,
108505612,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/24/7f/1346907986.webp,20,,499000.0,chalet,sale,296.0,,4,2,POZO,Madrid,El Boalo,,es,,40.7199186,-3.9181697,False,https://www.idealista.com/inmueble/108505612/,"Vivienda unifamiliar independiente de dos alturas sobre rasante, ubicado en el municipio de El Boalo, provincia Madrid. Construido en 2004, este chalet independiente se asienta sobre una parcela de 1085 m² y consta de planta sótano y planta baja. Cuenta con una superficie aproximada de 297 m² y se distribuye en salón-comedor, cocina independiente amueblada con armarios altos y bajos, 4 dormitorios con armarios empotrados, 2 baños y porche. La parcela no edificada se destina a zonas ajardinadas y piscina. Se localiza en una zona consolidada con carácter urbano y residencial, situado a pocos minutos del centro de la población, rodeado por fincas de similares características. Dispone de equipamientos suficientes en el entorno como: médico-sanitario, docente, religioso, comercial, restaurantes. Cuenta con buenas comunicaciones con el resto de la localidad. Buen acceso a través de las carreteras M-615 y M-617. Con los servicios de Solvia podrá conocer las posibilidades reales de este suelo y valorar sus posibilidades de inversión. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,renew,False,,1686.0,True,False,False,False,[],False,False,499000.0,€,chalet,El Boalo,Casa independiente en Pozo,CK-06978-0001 SOLVIA STORE ALCOBENDAS,,,,True,True,independantHouse,
108921764,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/d7/e4/1359003924.webp,19,1,209500.0,flat,sale,74.0,True,3,1,Pryconsa,Madrid,Alcalá de Henares,Pryconsa,es,,40.4902838,-3.3561658,False,https://www.idealista.com/inmueble/108921764/,"'AGENCIA INMOBILIARIA DE ALCALÁ DE HENARES, OFICINA TECNOCASA ESTUDIO VÍA COMPLUTENSE VENDE EXCELENTE VIVIENDA EN LA ZONA DE PRYCONSA, UNA DE LAS ZONAS MÁS DEMANDADAS DE LA CIUDAD. La zona cuenta con todos los servicios a su alcance, como centros de salud, colegios e institutos además de todo tipo de comercios. Estación de tren y casco antiguo de la ciudad a solo 5 minutos a pie y bien comunicado con la nacional A-2, además de numerosas paradas de líneas urbanas e interurbanas. La vivienda tiene una superficie construida de 74 m2 y está distribuida en: Hall recibidor, gran salón comedor, pasillos amplios, baño completo con plato de ducha reformado y tres dormitorios excepcionales. Puerta de entrada blindada, el resto de casa tiene suelo de gres. Calefacción individual de gas natural con radiadores de aluminio, baño y cocina reformados, cocina amueblada y equipada, etc. LA FINCA DISPONE DE ASCENSOR No lo dude y venga a visitarlo sin compromiso. Y recuerde que podemos conseguir hasta el 100% DE FINANCIACIÓN con nuestro departamento de intermediación financiera KIRON.",False,good,False,True,2831.0,False,False,False,False,[],False,False,209500.0,€,flat,"Pryconsa, Alcalá de Henares",Piso,,,,,,,,
108691268,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/97/1f/1352263888.webp,18,,96000.0,chalet,sale,126.0,,2,1,"camino Valdeaveruelo, 9",Madrid,Valdeavero,,es,,40.6157827,-3.3340416,True,https://www.idealista.com/inmueble/108691268/,"NO COBRAMOS COMISIÓN DE INTERMEDIACIÓN AL COMPRADOR Excelente oportunidad para adquirir esta vivienda luminosa y acogedora, con una distribución óptima que incorpora amplios ventanales para una entrada generosa de luz natural, creando una sensación de amplitud y calidez en cada uno de sus espacios y habitaciones, ubicada en la encantadora localidad de Valdeavero, en la provincia de Madrid. Valdeavero, municipio de la Comunidad de Madrid, ofrece servicios médicos básicos con un consultorio local y acceso a centros de salud en Meco. En educación, dispone de colegio de infantil y primaria, y cercanía a institutos en localidades vecinas. El comercio local se centra en pequeñas tiendas y servicios de proximidad. Las conexiones terrestres incluyen las líneas de autobús 251, 255 y 256, que enlazan con Alcalá de Henares, Torrejón de Ardoz y Madrid (Canillejas), facilitando el acceso a servicios urbanos y empleo. Su entorno rural y tranquilo, junto con la proximidad al Corredor del Henares, lo convierten en un lugar atractivo para quienes buscan calidad de vida sin renunciar a la conectividad. ¡No pierdas esta oportunidad! El título de la propiedad está en proceso de inscripción en Registro. No dudes en ponerte en contacto con nosotros. Visita sin compromiso. Más información rellenando el formulario de contacto o por teléfono. Estaremos encantados de atenderte. Hipoges es una plataforma inmobiliaria donde podrás acceder a miles de activos inmobiliarios de diferentes tipos como viviendas, locales comerciales, terrenos, nueva obra, tanto a nivel particular como para inversores. Hipoges cuenta con una amplia cartera de activos inmuebles tanto en España como en Portugal y Grecia.",False,renew,False,,762.0,False,False,False,False,[],False,False,96000.0,€,chalet,Valdeavero,"Casa independiente en camino Valdeaveruelo, 9",C0026-RETI-02728-hs,,,,,,independantHouse,
107792760,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/25/83/1347615235.webp,9,2,98000.0,flat,sale,51.0,True,2,1,"calle Núñez de Balboa, 41",Madrid,Getafe,Getafe Centro,es,,40.3124069,-3.7300225,True,https://www.idealista.com/inmueble/107792760/,"Os presentamos este cómodo piso situado en Getafe, Madrid. La vivienda se distribuye en dos habitaciones, salón-comedor, cocina y un baño. Situado en la 2a planta del edificio. Está situado en el centro de Getafe. En sus alrededores encontramos escuelas, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, la estación de metro Getafe Central y la estación de tren Getafe Central. En términos de accesibilidad, la propiedad dispone de múltiples conexiones y cuenta con fácil acceso a Autovía de Toledo. En Aliseda Inmobiliaria tenemos la mayor oferta de inmuebles al mejor precio garantizado. Descubre nuestra amplia oferta inmobiliaria y no pierdas la oportunidad de encontrar la casa perfecta para ti.",False,renew,False,False,1922.0,False,False,False,False,[],False,False,98000.0,€,flat,"Getafe Centro, Getafe","Piso en calle Núñez de Balboa, 41",CAN0000185386,,,,,,,
108282558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/38/19/fa/1339451448.webp,19,1,270000.0,flat,sale,100.0,True,3,2,Barrio Portazgo,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3847079,-3.6489845,False,https://www.idealista.com/inmueble/108282558/,"Grupo Inmobiliario Ares vende en la Calle Pablo Neruda, piso de 100 m2 construidos, compuesto por 3 dormitorios, 2 baños, salón con acceso a una terraza cerrada y amplia cocina con tendedero. Vivienda exterior, con muchas posibilidades. Primera planta con ascensor. Urbanización cerrada con zonas comunes. Zona muy bien comunicada, rodeada de todos los servicios necesarios. Visítelo sin compromiso! ""Esta publicación no es contractual y puede contener errores"" Grupo Inmobiliario Ares, fue fundado hace casi 20 años y dirigido por profesionales del sector inmobiliario con más de 25 años de trayectoria. Desde el inicio nos basamos en una única idea: aplicar las mejores técnicas de venta, haciendo suyas los fundamentos de honradez, integridad y ética. Nuestra política de mejora diaria está en conocer y analizar el grado de satisfacción de cada uno de nuestros clientes. Por eso nuestro compromiso personal es garantizarle su tranquilidad en todas las fases de la compraventa. Confíe la compra de su nueva casa a Grupo Inmobiliario Ares, teniendo a su disposición la empresa más profesional y eficaz del sector, según clientes, con un método de trabajo único e innovador. Bienvenido a casa [IW].",False,good,False,True,2700.0,False,False,False,False,[],False,False,270000.0,€,flat,"Portazgo, Madrid",Piso,ALC-0049,,,,,,,
108927672,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/1d/fc/1359198731.webp,13,bj,220000.0,flat,sale,68.0,True,3,1,calle de Valdecanillas,Madrid,Madrid,San Blas,es,Simancas,40.4326509,-3.6276996,False,https://www.idealista.com/inmueble/108927672/,"TECNOCASA SUANZES SALVADOR VENDE PISO: ¡Oportunidad excepcional en el barrio de Simancas! Este piso, actualmente alquilado, es una inversión perfecta para quienes buscan una propiedad con gran potencial en una de las zonas más demandadas de la ciudad. Ubicado en un barrio con excelente comunicación, rodeado de servicios, comercios y áreas verdes, ofrece una ubicación privilegiada para vivir o invertir. Imagina las posibilidades de personalizar este espacio a tu gusto y convertirlo en un hogar o en una inversión rentable. La zona de Simancas es conocida por su tranquilidad, calidad de vida y crecimiento constante, lo que hace de esta propiedad una opción muy atractiva para quienes desean asegurarse un futuro próspero. No dejes pasar esta oportunidad de adquirir un inmueble en una de las áreas más codiciadas. ¡Contáctanos y haz realidad tu inversión hoy mismo!",False,renew,False,True,3235.0,False,False,False,False,[],False,False,220000.0,€,flat,"Simancas, Madrid",Piso en calle de Valdecanillas,,,,,,,,
107565331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/e9/cb/1316347695.webp,25,1,1100000.0,flat,sale,125.0,True,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4262323,-3.6771751,False,https://www.idealista.com/inmueble/107565331/,"Vendemos Exclusivo piso reformado, 125 metros construidos, gran salón comedor con vistas a la calle Conde de Peñalver con grandes ventanales de pared a pared, piso 1º con altura de 2ª planta ya que hay una entreplanta en el edificio, orientacion oeste. cocina integrada en el salón con una gran isla, electrodomésticos de alta gama panelados, muebles en blanco lacados en brillo hasta el techo. Consta de 2 amplios y luminosos dormitorios con vistas a la calle, el principal en suite donde han dejado un gran vestidor y el baño en marmol con acabados exclusivos donde han cuidado hasta el mas mínimo detalle.  En el segundo dormitorio nos encontramos con un gran armario em`potrado, totalmente vestido y vistas tambien con un gran ventanal a la misma calle Conde de Peñalver. La calefacción es individual por bomba de frio-calor por conductos y hay radiadores con contadores de coste en los dormitorios. Los suelos son de marmol de gran calidad en blanco dando una, luminosidad en los acabados y la decoración de la casa. Se queda practicamente amueblado. La decoración ha corrido a cargo de una decoradora de interiores. Edificio de 1920 emblemático de pocos vecinos. Conde de Peñalver es una de las mejores y mas comerciales zonas del Barrio de Salamanca, junto a la calle Goya.  PRODUCTO EXCLUSIVO DE ZONA Y PRECIO. SOLICITAR VISITA. NO COBRAMOS HONORARIOS AL CLIENTE COMPRADOR. BoHer Gestión Inmobiliaria: EFICACIA, PROFESIONALIDAD Y SERIEDAD.",False,good,False,True,8800.0,False,False,False,False,[],False,False,1100000.0,€,flat,"Goya, Madrid",Piso en calle del Conde de Peñalver,PH 550,1195000.0,95000.0,8.0,,,,
