propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,hasLift,newDevelopmentFinished,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108497457,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5e/fc/81/1347829842.webp,,50,249000.0,flat,sale,63.0,3,1,CL FERNANDO DIAZ DE MENDOZA,Madrid,Madrid,Carabanchel,es,40.3936758,-3.7099544,False,https://www.idealista.com/inmueble/108497457/,"¡Descubre tu nuevo hogar en el encantador barrio de Comillas! Este acogedor piso de 63 m² construidos es perfecto para quienes buscan un espacio cómodo y bien ubicado. Con tres dormitorios y un baño, esta vivienda. Situado en una segunda planta, disfrutarás de una luminosidad excepcional gracias a su orientación Sur-Oeste. La ubicación es inmejorable: a solo 5 minutos de la glorieta de Marqués de Vadillo y con fácil acceso a la salida de Santa María de la Cabeza. Además, estarás cerca de Madrid Río, Plaza Elíptica y el barrio de Opañel, lo que te permitirá disfrutar de múltiples opciones de ocio y transporte. El intercambiador de Plaza Elíptica está a tan solo 10 minutos a pie, facilitando la conexión con las líneas 6 y 11 del Metro, así como con las líneas 23 y 116 de la EMT. Este piso cuenta con armarios empotrados que optimizan el espacio, y es apto para personas con movilidad reducida al tener salva escaleras lo que lo convierte en una opción ideal para todos. Su distribución y ubicación garantizan un ambiente agradable durante todo el año. ¡No pierdas la oportunidad de visitar este fantástico piso en Comillas! *Este anuncio no es vinculante y puede contener errores. Se muestra un título informativo y no es contractual. *Honorarios incluidos en el precio. *Gastos e impuestos no incluidos. Impuestos de Transmisiones Patrimoniales y Actos Jurídicos Documentados: En la Comunidad de Madrid 6% con carácter General. ¡NO LO DUDE Y LLÁMENOS PARA VISITARLO!",False,good,False,3952.0,True,False,True,False,[],False,False,249000.0,€,,,flat,,"Comillas, Madrid",Piso en Cl Fernando Diaz De Mendoza,Destacado,2,True,False,,Comillas,,,
107169654,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/1b/7c/1305060776.webp,8364 ,46,239000.0,flat,sale,82.0,2,1,travesía de Felipe de Diego s/n,Madrid,Madrid,Puente de Vallecas,es,40.3792528,-3.6593167,True,https://www.idealista.com/inmueble/107169654/,"Hminmobiliaria tiene TÚ CASA en EL POZO de Vallecas, con una vistas ESPECTACULARES! en una 12º planta (no es el último) con ASCENSOR! 100% FINANCIACIÓN! ¡TÚ PROPIEDAD por MENOS de un ALQUILER!  COMPRA tú PISO y OLVÍDATE del ALQUILER! VER VIDEO! 100% FINANCIACIÓN! SIN ENTRADA! SIN COMISIONES! SIN AVALES! Buena opción como PRIMERA VIVIENDA o como INVERSIÓN! Solo con tus INGRESOS y los gastos de escrituras! NADA más! 8364 - 2 dormitorios, salón-comedor con terraza muy luminoso y con VISTAS ESPECTACULARES! cocina vacía con tendedero, baño con plato de ducha, 12º con ASCENSOR! con puerta de seguridad en el descansillo! a 6-7 min de la estación de Renfe ""El Pozo"" La ubicación es estupenda con colegios, guarderías, centro cultural, zonas verdes, pistas deportivas,.. . ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO! Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra. Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. 100%! FINANCIACIóN! SIN ENTRADA! Sin COMISIONES, NI por la VENTA, NI por la TRAMITACION de la venta NI del préstamo! Solo con TUS INGRESOS y los gastos de escrituras! NADA mas! HMInmobiliaria convirtiendo desde 1.989 los SueÑoS en HoGaReS!",True,good,False,2915.0,True,False,True,False,[],False,False,239000.0,€,,,flat,,"Palomeras Bajas, Madrid",Piso en travesía de Felipe de Diego s/n,Destacado,12,True,True,,Palomeras Bajas,,,
108438429,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/4f/5b/1350418143.webp,S1070,23,299900.0,flat,sale,99.0,3,2,avenida del Mar Mediterráneo,Madrid,Valdemoro,Restón i - Restón Ii,es,40.183004,-3.6838177,False,https://www.idealista.com/inmueble/108438429/,"JACQUELINE ALVAREZ, SERVICIOS INMOBILIARIOS. “El Restón I” es una zona residencial bien consolidada, tranquila y con todos los servicios al alcance: transporte público, salud, educación, comercio y ocio. El piso, en tercera planta, reúne ubicación, calidades y confort, y además incluye parking. Piso en Valdemoro, Magnífica vivienda lista para entrar a vivir, metros construidos 99 m², metros útiles 87 m². Ubicada en una de las zonas más demandadas de Valdemoro. Se trata de una tercera planta con ascensor, con excelente distribución y calidades, ideal para familias que buscan confort, luz natural y buena ubicación. La vivienda se compone de: -3 dormitorios con armarios empotrados -2 baños completos, uno con ducha y otro con bañera (uno en suite) -Salón-comedor amplio y luminoso con acceso a terraza y tendedero, orientación sureste. -Cocina americana totalmente equipada  Las habitaciones cuentan con doble orientación noroeste, puertas de sapeli, ventanas de aluminio/climalit y contraventanas en toda la casa, puerta principal blindada. Extras: -Calefacción individual por gas natural -Aire acondicionado por splits en todas las estancias -Plaza de garaje grande incluida en el precio -Gastos de comunidad: 60 €/mes Entorno con todos los servicios: autobuses, colegios, centros médicos, hospital, supermercados, centros comerciales y zonas verdes. Una oportunidad única en una zona tranquila, bien comunicada y con todo lo necesario para vivir con comodidad. � ¡Contacta para más información o para concertar una visita! JACQUELINE ALVAREZ, SERVICIOS INMOBILIARIOS, cuenta con su Departamento Financiero, quien tiene acuerdos de colaboración con entidades bancarias, con los mejores tipos de interés del mercado, en algunas ocasiones sin vinculaciones como aperturas de cuenta o seguros y pudiendo conseguir la financiación para los clientes hasta el 100% del valor de la vivienda, (según el perfil del cliente). Trabajamos para conseguir tu vivienda y hacer realidad tus sueños.",False,good,False,3029.0,True,False,True,False,[],False,False,299900.0,€,True,True,flat,,"Restón i - Restón Ii, Valdemoro",Piso en avenida del Mar Mediterráneo,Destacado,3,True,True,,,305000.0,5100.0,2.0
91644670,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/15/1a/1327669827.webp,V-1800,83,674000.0,chalet,sale,287.0,6,3,calle Isaac Albéniz s/n,Madrid,Hoyo de Manzanares,,es,40.6035472,-3.9016404,True,https://www.idealista.com/inmueble/91644670/,"Sánchez Rubio Inmobiliaria vende en exclusiva este cómodo y luminoso chalet independiente de piedra reformado con 287 m² de pura elegancia y confort. Situado en una parcela de 1.022 m², este inmueble se encuentra a tan solo 3 km del centro de Torrelodones, ofreciendo la combinación perfecta entre tranquilidad y cercanía a la ciudad.  En la planta principal, un acogedor hall-recibidor da paso a 4 amplias habitaciones dobles y 2 cuartos de baño completos. La gran cocina amueblada cuenta con una zona de comedor el salón adornado con una encantadora chimenea vistas hacia el jardín. Fabuloso apartamento en la planta baja, con entrada independiente desde el jardín y desde el interior de la vivienda, ofrece 2 dormitorios dobles adicionales, un cuarto de baño completo y una sala multiusos que se adapta a tus necesidades. Además, el salón de verano cuenta con una cocina totalmente equipada, ideal para disfrutar de comidas al aire libre. El jardín privado, consolidado con rincones mediterráneos ofrece múltiples posibilidades. Este chalet se encuentra en perfecto estado de conservación y listo para entrar a vivir. Con calefacción individual por sistema de aire acondicionado y calefacción industrial en el techo y ventanas dobles con rotura térmica de PVC, garantiza un ambiente cálido y acogedor durante todo el año. Además, está situado dentro del parque natural de la cuenca alta del Manzanares, brindando un entorno privilegiado.",True,good,False,2348.0,True,False,True,False,[],False,False,674000.0,€,True,True,chalet,independantHouse,Hoyo de Manzanares,Casa independiente en calle Isaac Albéniz s/n,Destacado,,,,,,689000.0,15000.0,2.0
100773934,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/88/76/1258989918.webp,2021DG,48,426000.0,chalet,sale,275.0,4,3,calle de la Diagonal,Madrid,Alpedrete,,es,40.6412713,-4.0254504,False,https://www.idealista.com/inmueble/100773934/,"Hay que destacar su Inmejorable situación, zona muy tranquila, con todos los servicios proximos al inmueble.  A escasos metros de supermercados, próximo a Colegio, centros comerciales, Renfe, con cómoda salida Ap6. Vivienda Pareada, en perfecto estado, tres plantas. en planta baja, se distribuye en gran hall, Salón comedor de 35m2 aprox, salón office gran cocina amueblada y baño completo. Planta primera; cuenta con distribuidor, cuatro dormitorios, dos baños completos, y fantástico vestidor. planta segunda: Salón Buhardilla diáfana con chimenea de mas de 40m2 aprox, con salida a terraza solárium, totalmente acristalada con maravillosas vistas y muy soleada. cuenta con patio de de mas de trescientos metros aprox. Dobles ventanas de aluminio con climalit, calefacción gas natural.",True,good,False,1549.0,True,False,True,True,[],False,False,426000.0,€,,,chalet,semidetachedHouse,Alpedrete,Chalet pareado en calle de la Diagonal,Destacado,,,,,,,,
108229626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/3a/4c/1337794073.webp,1044,43,340000.0,flat,sale,100.0,2,2,calle de Ramón Calabuig,Madrid,Madrid,Puente de Vallecas,es,40.3968064,-3.6709128,False,https://www.idealista.com/inmueble/108229626/,"HF&HOUSE ofrece en exclusiva un amplio piso de 3 dormitorios y plaza de garaje en finca cerrada en la zona de Puente de Vallecas (junto a la M-30). La vivienda se encuentra en una primera planta y cuenta con ascensor. Con 100 m² de superficie construida su distribución es la siguiente: hall recibidor, un armario-trastero dentro de la vivienda; amplio y luminoso salón-comedor independiente con pre-instalación de aire acondicionado y un bonito mirador, pasillo distribuidor con armario empotrado, cocina totalmente amueblada y equipada con salida a terraza-tendedero, 3 dormitorios con armarios empotrados, 2 baños completos con plato de ducha. Entre sus calidades podemos destacar: video porteo automático en los dos accesos, puerta blindada de acceso a la vivienda, ventanas de climalit batientes, suelos de parquet, pintura gotelé, armarios empotrados, carpintería de puertas interiores en color roble, agua caliente y calefacción por gas natural individual con radiadores distribuidos en todas las estancias. Rodeado de todos los servicios esenciales como centro de salud Martínez de la Riva, farmacias, centros de enseñanza primaria y secundaria, entidades bancarias, diversos establecimientos comerciales. A tan sólo 4 minutos andando del Mercadona además de contar a su alrededor con parques infantiles y zonas ajardinadas para disfrutar de los paseos.  A tan solo 600 metros de la estación de Nueva Numancia (línea 1) y con rápido acceso a la M-30 y A-3.  Gastos comunitarios: 100 €+20€ plaza de garaje Gastos IBI: 380€ Te invitamos a visitarnos en HF&HOUSE donde nuestros expertos te acompañarán en todo el proceso y te ayudarán a encontrar el hogar que siempre has soñado. Contamos con asesores inmobiliarios y del departamento financiero HOME & CREDIT, quienes te informarán sobre los gastos adicionales y te ofrecerán las mejores opciones de financiación. Nos encargamos de todo para que la adquisición de tu vivienda sea lo más sencilla y cómoda posible. Además, ofrecemos VALORACIONES GRATUITAS y sin compromiso. ¡Llama para consultarnos, te informamos sin compromiso!",True,good,False,3400.0,True,False,True,False,[],False,False,340000.0,€,True,True,flat,,"San Diego, Madrid",Piso en calle de Ramón Calabuig,Destacado,1,True,True,,San Diego,,,
105788657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/50/86/1263036812.webp,,34,659000.0,chalet,sale,260.0,4,3,calle Río Ebro,Madrid,Griñón,,es,40.2086735,-3.8577969,False,https://www.idealista.com/inmueble/105788657/,"""F. Hipoteca 100% "". Hogares Griñón - Agencia inmobiliaria de Griñón, pone a su disposición este espectacular Chalet independiente con jardín y piscina privada. Destaca por su cómoda distribución con dormitorio en planta, además de su espectacular jardín equipado con todo detalle. La vivienda se sitúa en una tranquila zona residencial, cercana a bus, farmacia, c. salud, colegios, zonas deportivas y centro de Griñón.  **POSIBILIDAD DE ALQUILER CON OPCIÓN A COMPRA** Dividido en dos alturas, se distribuye en: - Planta principal: Hall de entrada, dormitorio en planta, baño completo, cocina con office, salón-comedor con salida al jardín. - Planta superior: 3 amplios dormitorios y 2 baños completos ""uno de ellos en suite"". - Garaje: para un vehículo y sala de video-vigilancia 24h. - Parcela: Totalmente asentada con iluminación riego e hilo musical, cenador, zonas   ajardinadas, barbacoa y piscina. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestras condiciones, conseguimos la mejor financiación para su vivienda. Visite nuestra oficina en c/ Juan Carlos I nº2, Griñón (Madrid) o llamando al / para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar.",True,good,False,2535.0,True,False,True,False,[],False,False,659000.0,€,True,True,chalet,independantHouse,Griñón,Casa independiente en calle Río Ebro,Destacado,,,,,,,,
107650930,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/9d/d8/1318759713.webp,,22,405000.0,flat,sale,140.0,4,2,"calle de Santiago García El Tranquilo, 2",Madrid,Colmenar Viejo,San Crispín - La Estación Consorcio,es,40.6479696,-3.7774202,True,https://www.idealista.com/inmueble/107650930/,"Habitar vende este precioso piso, exterior, seminuevo, muy luminoso por su orientación sureste, en urbanización privada, piscina, jardín, pista de padel y zona infantil. El inmueble se vende con dos plazas de garaje contiguas y amplias y un trastero de 7m2. La vivienda se encuentra en muy buen estado de conservación. Dispone de 4 dormitorios con armarios empotrados. 2 baños ( uno de ellos en suite). Salón comedor amplio y Cocina amueblada y equipada con horno, placa vitrocerámica y campana extractora. La cocina tiene acceso a un tendedero cerrado. Los suelos de la casa son de tarima. Las ventanas son de climalit oscilobatientes.  El inmueble esta situado en excelente ubicación, zona nueva, con avenidas y parques. Junto a la Estación de Renfe de Colmenar y la Ciudad Deportiva Juan Antonio Samaranch. Dispone de todo tipo de servicios próximos ( colegios, farmacias, ayuntamiento, bares, bancos, etc).",False,good,False,2893.0,True,False,True,False,[],False,False,405000.0,€,True,True,flat,,"San Crispín - La Estación Consorcio, Colmenar Viejo","Piso en calle de Santiago García El Tranquilo, 2",Destacado,1,True,True,,,,,
108621078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c0/ec/c3/1350194359.webp,,28,432000.0,flat,sale,190.0,2,2,calle Hércules,Madrid,Brunete,,es,40.4041228,-3.992956,False,https://www.idealista.com/inmueble/108621078/,"CAPITAL HOME VENDE MARAVILLOSO PISO BAJO REFORMADO CON PATIO Y ASCENSOR Capital Home presenta maravillosa vivienda ubicada en la zona más moderna del municipio de Brunete. Urbanización con piscina, zonas ajardinadas y pista de padel. SE VENDE JUNTO A GARAJE Y TRASTERO La vivienda se distribuye de la siguiente manera:  Amplio hall recibidor con armario de cortesía dando paso a amplio salón-comedor con acceso a los patios. Uno de los patios cuenta con pérgola de madera y la segunda zona de patio esta totalmente climatizada con cerramiento climalit totalmente abatible, equipado con toldos motorizados y aire acondicionado. Cocina independiente reformada con mucho espacio de almacenaje, da paso a zona de tendedero donde está ubicada la caldera de gas natural. Distribuidor que da paso a baño completo con plato de ducha para dar servicio a las estancias, dos dormitorios muy amplios con armarios de cortesía, contando el dormitorio principal con baño en suite.  La vivienda cuenta con carpintería nueva en blanco, ventanas climalit de doble acristalamiento correderas, suelos vinílicos nuevos, aire acondicionado con bomba de calor por conducto.  LLAMANOS PARA RECIBIR INFORMACION DE ESTA MARAVILLOSA VIVIENDA.",False,good,False,2274.0,True,False,True,False,[],False,False,432000.0,€,True,True,flat,,Brunete,Piso en calle Hércules,Destacado,bj,False,True,,,,,
108413760,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/49/8f/1344186724.webp,,16,199900.0,penthouse,sale,60.0,2,1,REAL,Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4480071,-3.999951,False,https://www.idealista.com/inmueble/108413760/,"Agencia Inmobiliaria en Villanueva de la Cañada HOGARES VILLANUEVA DE LA CAÑADA VENDE EN EXCLUSIVA: Agencia inmobiliaria en Villanueva de la Cañada Hogares Villanueva de la Cañada vende en exclusiva una ¡oportunidad para inversores!  Piso de 2 Habitaciones en Pleno Centro  Con Inquilino y Rentabilidad Garantizada. Se vende acogedor y funcional piso de 2 habitaciones, ideal para inversores que buscan una propiedad con rentabilidad desde el primer día.  El inmueble se encuentra actualmente alquilado con contrato en vigor, lo que lo convierte en una opción perfecta para quienes desean una inversión segura y sin esperas.  Ubicado en una zona super céntrica, este piso goza de una localización inmejorable, con todo tipo de servicios a escasos pasos: transporte público, supermercados, colegios, centros médicos, zonas de ocio y comercios.  El edificio está bien conservado y la vivienda cuenta con una distribución cómoda y luminosa. Salón comedor, cocina equipada, baño completo y dos dormitorios amplios. FINANCIANION 100%.",False,good,False,3332.0,True,False,True,False,[],False,False,199900.0,€,,,flat,penthouse,"Villanueva de la Cañada, Villanueva de la Cañada",Ático en Real,Destacado,3,True,False,,,,,
