propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108660916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/23/1c/1354248609.webp,H85-2,40,2,3100000.0,flat,sale,217.0,True,3,4,"calle de Hermosilla, 85",Madrid,Madrid,Barrio de Salamanca,es,40.4260582,-3.6768798,True,https://www.idealista.com/inmueble/108660916/,"Lumier presenta esta vivienda de 217 m² ubicada en una segunda planta en esquina de un edificio clásico con portero físico y portal representativo en pleno corazón del barrio de Salamanca. Totalmente reformado a cargo del estudio de arquitectura de Mónica Diago, este proyecto en la calle Hermosilla propone una reinterpretación contemporánea y serena del estilo clásico madrileño, con una distribución luminosa, materiales nobles y piezas de autor diseñadas a medida. El corazón de la vivienda lo forman un salón, un comedor y una cocina con isla, conectados con el resto de la propiedad mediante embocaduras de madera natural que favorecen la fluidez visual y funcional entre espacios. Esta zona, con orientación sur-suroeste, está bañada por luz natural durante todo el día gracias a su distribución a lo largo de la esquina del edificio y a sus seis grandes ventanas al exterior —incluyendo dos balcones y dos miradores—, todas de gran altura y con contraventanas de madera natural restauradas que respetan su diseño original. La cocina, de diseño contemporáneo, se entrega equipada con electrodomésticos Siemens de alta gama, encimeras en piedra y mobiliario sobrio y funcional. La zona de lavandería independiente, con doble ventana a un patio de luces, resuelve con amplitud las necesidades prácticas del día a día. En la zona privada, se distribuyen tres dormitorios, todos con baño en suite y armarios a medida. El principal cuenta además con dos vestidores independientes. A todo ello se suma un aseo de cortesía extra, también diseñado con materiales de alta gama. Además, una selección de piezas exclusivas ha sido diseñada expresamente por el estudio para esta vivienda: desde los sofás y la mesa del salón, hasta el lavabo del aseo elaborado en piedra natural. Estos elementos de autor conviven con una selección cuidada de acabados de lujo como los suelos de madera en punta Hungría con fajeados perimetrales, cornisas de escayola, climatización por conductos, una elegante chimenea decorativa con acabados en piedra natural de travertino mexicano, o luminarias premium de Vibia y &Tradition. En definitiva, todo ello convierte esta propiedad en una pieza de autor pensada de principio a fin, en donde la arquitectura clásica se transforma en una experiencia contemporánea de luz, orden y belleza.",True,good,False,True,14286.0,True,False,False,False,[],False,False,3100000.0,€,,,flat,,"Goya, Madrid","Piso en calle de Hermosilla, 85",Goya,,,,
108638054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f9/9d/c5/1350680833.webp,,25,2,175000.0,duplex,sale,99.0,True,2,2,calle Malacuera,Madrid,Torrelaguna,,es,40.8206963,-3.5399591,False,https://www.idealista.com/inmueble/108638054/,"Alfa Chamberí vende luminoso duplex en Torrelaguna.  Se trata de un segundo piso, con ascensor y se distribuye de la siguiente forma. Planta baja: -Salón comedor muy luminoso y con muy buenas vistas. -Cocina independiente  -Aseo  Panta primera: -2 dormitorios dobles -Baño completo con plato de ducha La vivienda dispone, incluido en el precio, de garaje con acceso directo desde el ascensor y trastero. La calefacción es eléctrica y el agua caliente por termo eléctrico.  No dude en llamarnos para concertar una visita. Alfa Chamberí no le cobra honorarios a usted como comprador.",False,good,False,True,1768.0,True,True,False,False,[],False,False,175000.0,€,True,True,flat,duplex,Torrelaguna,Dúplex en calle Malacuera,,,,,
95009221,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/61/38/9a/903939704.webp,f123,20,7,2800000.0,penthouse,sale,250.0,True,4,5,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4364526,-3.6917992,False,https://www.idealista.com/inmueble/95009221/,"Maravilloso piso de 250 m², muy luminoso por ser una 7º planta, ubicado en un edificio señorial. Excelente portal. Se distribuye en un magnífico salón, un amplio comedor independiente, cocina con isla y zona de lavado. La zona de noche se encuentra alejada de la zona social para mayor intimidad y tranquilidad a dichas estancias. Se compone de cuatro dormitorios, dos de ellos dobles, el dormitorio principal en suite, y un dormitorio de servicio. Vistas completamente despejadas. La finca cuenta con portero  Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,11200.0,False,False,False,False,[],False,False,2800000.0,€,,,flat,penthouse,"Almagro, Madrid",Ático,Almagro,,,,
108568990,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/66/ce/1348721964.webp,4526-06920,19,4,199900.0,flat,sale,66.0,True,2,1,avenida de Daroca,Madrid,Madrid,Vicálvaro,es,40.4052567,-3.6140523,False,https://www.idealista.com/inmueble/108568990/,"¡Oportunidad para Inversores!  Piso de 3 Habitaciones para Reformar junto a la Universidad Rey Juan Carlos. Se vende piso de 3 dormitorios ubicado a escasos metros de la universidad, ideal para inversores que buscan una alta rentabilidad mediante el alquiler por habitaciones a estudiantes. La vivienda se sitúa en una tercera planta sin ascensor de un edificio consolidado, y ofrece gran potencial de reforma para adaptarlo a las necesidades del mercado de alquiler universitario. Distribuido actualmente en salón-comedor, cocina independiente, baño completo y tres dormitorios exteriores. Gracias a su orientación y altura, cuenta con buena luminosidad natural. Ubicación inmejorable: rodeado de comercios, colegios, paradas de transporte público y todos los servicios necesarios para la vida estudiantil. Características destacadas: 3 dormitorios exteriores A reformar, con múltiples posibilidades de redistribución Ideal para alquiler por habitaciones Junto a la universidad Rey Juan Carlos. Alta demanda en la zona por parte de estudiantes Tercera planta sin ascensor No dejes pasar esta oportunidad de inversión con gran proyección y alta rentabilidad garantizada. ¡Contacta para más información o una visita!",False,renew,False,False,3029.0,True,False,False,False,[],False,False,199900.0,€,,,flat,,"Ambroz, Madrid",Piso en avenida de Daroca,Ambroz,,,,
108601403,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b4/2f/df/1349926472.webp,3433-02846,50,2,430000.0,flat,sale,93.0,True,3,1,travesía San Cayetano,Madrid,Pozuelo de Alarcón,Zona Estación,es,40.4514467,-3.7990465,False,https://www.idealista.com/inmueble/108601403/,"¡EXCEPCIONAL OPORTUNIDAD DE INVERSION Y VIDA EN EL CORAZÓN DE POZUELO DE ALARCÓN!   Descubra este LUMINOSO y SOLEADO PISO de 93 m², TODO EXTERIOR, una verdadera joya con un potencial de revalorización inigualable, ideal tanto para quienes buscan una vivienda con grandes espacios y vistas despejadas, como para inversores que deseen una propiedad altamente rentable para alquilar. UN FUTURO PROMETEDOR: ¡ASCENSOR EN PROCESO! Pensando en el futuro, la comunidad ya ha iniciado y pagado los anteproyectos y preparativos para la instalación de un ASCENSOR. Solo resta la aprobación del presupuesto definitivo en junta, lo que garantiza una mejora sustancial en la accesibilidad y el valor de la propiedad a corto plazo. ESPACIOS AMPLIOS Y LLENOS DE LUZ NATURAL. Este piso, completamente exterior, se beneficia de una abundante entrada de sol, creando una atmósfera cálida y acogedora en cada rincón.  Al acceder a la vivienda, un espacioso RECIBIDOR de 4 m2 le da la bienvenida al luminoso SALON de 13 m2, que se abre a una encantadora TERRAZA de 7 m². Este espacio exterior es perfecto para disfrutar de un café, relajarse con un buen libro o crear un rincón verde con sus plantas favoritas, gozando de total tranquilidad al estar apartado de la calle principal. La COCINA independiente de 9 m2 es un sueño para cualquier entusiasta culinario, ofreciendo amplio espacio para una mesa de desayuno y una generosa capacidad de almacenamiento. Además, cuenta con TERRAZA de 7 m2 cerrada con ventanas correderas, ideal como DESPENSA o práctica zona de LAVANDERÍA-TENDEDERO. El BAÑO de aprox. 5 m2 es exterior y muy amplio, con muchas posibilidades. CONFORT Y VERSATILIDAD EN LA ZONA DE NOCHE La ZONA DE NOCHE está inteligentemente distribuida, albergando 3 GRANDES DORMITORIOS de 7, 8 y 10 m², dos de ellos equipados con armarios empotrados y todos bañados por una excelente iluminación natural. Las vistas despejadas desde todo el piso añaden un plus de privacidad y serenidad. GASTOS   IBI anual: 236 €/año Comunidad de Propietarios: 83 € / mes UBICACION INMEJORABLE EN POZUELO ESTACION: Situado en una ubicación privilegiada, este piso ofrece una conectividad excepcional. A solo 5 minutos andando encontrará la Estación de Cercanías de Pozuelo y paradas de autobús con conexiones directas a Moncloa y Colonia Jardín cada 6 minutos, facilitando sus desplazamientos diarios. Además, la zona dispone de aparcamientos gratuitos en las inmediaciones. El entorno es vibrante y completo, con todo tipo de comercios locales a su alcance, supermercados, fruterías, carnicerías y una variada oferta de servicios que harán su día a día mucho más cómodo. No deje pasar esta fantástica oportunidad de adquirir una propiedad con amplios espacios, gran luminosidad y un enorme potencial en una de las zonas más demandadas de Pozuelo de Alarcón.  ¡Contacte hoy mismo para organizar una visita y descubra su futuro hogar o su próxima gran inversión!",True,good,False,False,4624.0,True,True,False,False,[],False,False,430000.0,€,,,flat,,"Zona Estación, Pozuelo de Alarcón",Piso en travesía San Cayetano,Zona Estación,,,,
108847763,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/90/ef/81/1357538831.webp,3489-02963,52,bj,2600000.0,duplex,sale,310.0,True,5,5,CL BEGONIA,Madrid,La Moraleja,El Soto de la Moraleja,es,40.5214383,-3.6421135,False,https://www.idealista.com/inmueble/108847763/,"MAGNIFICO DUPLEX EN LA CALLE BEGONIA, los 311 m² de la vivienda, 400 m² de jardín privado y su inmejorable situación a pasos de todos los servicios, supermercado, bancos, restaurantes, etc. hacen que este inmueble sea UNICO EN LA ZONA.  Consta de 4 habitaciones, 5 baños, recibidor, salón, comedor, cocina, zona de servicio 2 plazas de garaje y 2 trasteros. Al acceder a la vivienda nos encontramos con un recibidor que da paso al salón, de grandes dimensiones y dividido en 2 ambientes, y al comedor, todo ello rodeado de grandes ventanales que aportan una gran luminosidad y salida al jardín. En la misma planta se sitúa un aseo de cortesía, habitación de servicio con su baño y la cocina, igualmente con salida directa al jardín En la planta superior encontraras 4 amplias habitaciones y 3 baños. dos de estas habitaciones en suite con su baño integrado, una de ellas, la principal cuenta también con un gran vestidor, las otras dos comparten un amplio baño y todas dan a una terraza que rodea la planta, de las cuales dos tienen salida directa. El jardín privado de 400 m², con césped y gran arbolado da acceso directo a las zonas comunes que cuentan con una cuidada zona ajardinada y gran piscina.  La situación de la vivienda es inmejorable, perfectamente comunicada con transporte privado y público y a pasos de todos los servicios necesarios. Cuenta también con 2 plazas de garaje y 2 trasteros.",False,good,False,True,8387.0,False,False,False,False,[],False,False,2600000.0,€,True,True,flat,duplex,"El Soto de la Moraleja, La Moraleja",Dúplex en Cl Begonia,,,,,
108075775,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/97/79/1341830406.webp,N06-JFB-00080,16,bj,305000.0,flat,sale,50.0,True,2,1,"calle de Francisco Remiro, 39",Madrid,Madrid,Barrio de Salamanca,es,40.4387885,-3.6656719,True,https://www.idealista.com/inmueble/108075775/,"Descubre una oportunidad única de inversión y vida urbana en este piso totalmente reformado y amueblado con criterios de decoración muy actuales.  Situado en una ubicación privilegiada, ofrece un acceso rápido al centro de Madrid mientras se encuentra rodeado de un entorno sereno. Esta vivienda de aproximados 50 m² construidos se caracteriza por su eficiencia espacial, ofreciendo una cocina abierta, dos acogedoras habitaciones y un amplio baño con un moderno plato de ducha.  La luz natural fluye armoniosamente a través de los espacios abiertos, resaltando su sofisticada sencillez. La propiedad incluye prácticos armarios que optimizan el almacenamiento, permitiendo un entorno ordenado y funcional. Ideal para aquellos que valoran la tranquilidad sin renunciar a la conectividad urbana, esta propiedad es perfecta tanto para quienes desean establecer su hogar en Madrid como para inversores que buscan una alta revalorización en los próximos años. Además, la aceptación de mascotas facilita la convivencia sin restricciones adicionales. Reformada con un diseño contemporáneo y una ubicación estratégica, esta propiedad está destinada a ser una inversión altamente atractiva.  Aproveche la oportunidad de vivir o invertir en un piso que combina confort, modernidad y potencial de crecimiento.",True,good,False,False,6100.0,False,False,False,False,[],False,False,305000.0,€,,,flat,,"Guindalera, Madrid","Piso en calle de Francisco Remiro, 39",Guindalera,,,,
108665063,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/11/e1/1351600124.webp,,14,3,277000.0,flat,sale,82.0,True,3,1,CL RAMIRO GOMEZ GARIBAY,Madrid,Alcobendas,Alcobendas Centro,es,40.5442933,-3.6314972,False,https://www.idealista.com/inmueble/108665063/,"Grupo Milenium pone a la venta en exclusiva vivienda en Centro de Alcobendas, situada en una luminosa tercera planta, SIN ASCENSOR, con excelente orientación,  Dispone de 3 dormitorios, dos de ellos dobles, con armarios empotrados y un baño completo. Amplia cocina recientemente reformada con electrodomésticos incluidos. La vivienda cuenta con bastante reforma, donde destacan: Ventanas PVC Blanco oscilobatiente con cristalería Climalit de 24mm ancho Aire Acondicionado en varias estancias. Caldera Saunier Duval. Puerta Blindada de acceso. Fontanería y Electricidad renovadas. Armarios empotrados de doble cuerpo en dormitorio principal. La vivienda dispone de una amplia terraza acristalada. Cocina con ganancia de tendedero, generando mas espacio en la misma. Para entrar a vivir! La finca se encuentra en buen estado de mantenimiento. Llama y fija tu cita para verlo con nuestro equipo comercial. Disponemos de departamento financiero MHCredit, con posibilidad de el 100% de financiación. 3%+IVA de gestión de agencia no incluidos *Oferta no vinculante, puede contener errores de publicación*.",False,good,False,False,3378.0,True,False,False,False,[],False,False,277000.0,€,,,flat,,"Alcobendas Centro, Alcobendas",Piso en Cl Ramiro Gomez Garibay,,,,,
105708823,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/77/94/1260646947.webp,1285,21,7,315000.0,flat,sale,31.0,False,1,1,calle de Alcalá,Madrid,Madrid,Barrio de Salamanca,es,40.4254622,-3.6760898,False,https://www.idealista.com/inmueble/105708823/,"move! Servicios Inmobiliarios vende excepcional apartamento en la misma calle Alcala,  esquina con Conde de Peñalver. Metro Goya. Se trata de un apartamento en la Séptima y última planta de un edificio representativo de los años 20. Con imponente fachada y acceso. Cuenta con ascensor y conserje. Cocina americana totalmente equipada. Dormitorio independiente con gran armario empotrado. Para entrar a vivir. Ideal inversores. Sin gastos de intermediación.",True,good,False,True,10161.0,True,False,False,False,[],False,False,315000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Alcalá,Goya,,,,
108170062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/93/82/1358214314.webp,SMSANZ,24,3,1075000.0,flat,sale,91.0,True,2,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,Retiro,es,40.4166145,-3.6718186,False,https://www.idealista.com/inmueble/108170062/,"**Exclusiva vivienda exterior con vistas despejadas junto al Retiro, con piscina, trastero y excelentes calidades** TuKsa Madrid Inmobiliaria ofrece en venta esta fantástica vivienda exterior con 91m2, ubicada en una tercera planta de una finca representativa en la calle Alcalde Sainz de Baranda, en pleno Barrio de Ibiza, a pocos minutos del Parque del Retiro. La vivienda, reformada con materiales de alta gama, cuenta con una distribución cómoda y muy luminosa. Desde el hall de entrada, accedemos a dos dormitorios dobles con baños en suite, ambos con excelente luz natural desde patio interior. A lo largo del pasillo se encuentra una zona de lavadero integrado que aporta funcionalidad al conjunto. El salón-comedor, muy amplio y luminoso, se abre a una moderna cocina integrada, con grandes ventanales y vistas despejadas que aportan sensación de amplitud y bienestar. Además, la finca ofrece zonas comunes completamente renovadas, con una piscina comunitaria de nueva construcción, zonas ajardinadas, zona infantil, servicio de conserjería, ascensor y un trastero incluido en el precio. Entre sus calidades destacan: · Carpintería exterior con doble acristalamiento · Suelos de tarima · Pintura lisa · Climatización por conductos (frío/calor) · Armarios empotrados · Cocina y baños con acabados de diseño Ubicación privilegiada en uno de los barrios más demandados de Madrid, con todos los servicios a un paso y excelente comunicación por transporte público. Gastos comunidad: 150€ Vivienda en proceso de reforma Solicita tu visita privada. ¡Puede ser la oportunidad que estabas esperando!",True,good,False,True,11813.0,True,False,False,False,[],False,False,1075000.0,€,,,flat,,"Niño Jesús, Madrid",Piso en calle del Alcalde Sainz de Baranda,Niño Jesús,,,,
107921926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/cf/af/1328389682.webp,3529-00306,37,2,450000.0,flat,sale,100.0,False,3,1,calle San Delfín,Madrid,Madrid,Carabanchel,es,40.3952631,-3.7067656,False,https://www.idealista.com/inmueble/107921926/,"¡Espacioso piso junto a Madrid Río, con trastero y plaza de garaje! A escasos metros del parque Madrid Río y el Parque de Arganzuela, en una zona totalmente consolidada y con excelentes comunicaciones, se encuentra esta espaciosa vivienda de 100 m² con una distribución muy cómoda y muchas posibilidades de actualizarlo a tu gusto. Situado en una buena finca muy bien mantenida, con portero físico y dos ascensores, el piso cuenta con tres dormitorios, un baño completo y un amplio salón de 27 m². Sus ventanas se abren a un gran patio de manzana que aporta luz, tranquilidad y agradables vistas despejadas, muy lejos del ruido de la calle. El inmueble dispone de calefacción central de uso individual, trastero en planta baja (en un espacio común recientemente renovado), y además, para mayor comodidad, se ofrece una plaza de garaje en régimen de concesión municipal. Esta vivienda es ideal para los que buscan un hogar a medida en una ubicación inmejorable, a muy poca distancia del Centro Comercial Plaza Río 2, junto al Metro Marqués de Vadillo, con excelente acceso por carretera y próxima al metro. Podrás disfrutar de las zonas verdes (Madrid Río-Parque de Arganzuela), espacios para pasear o hacer deporte, y la oferta cultural del Matadero. Una zona viva y bien conectada. Un hogar con alma, espacio y muchísimas posibilidades (aportamos propuestas de reforma). Ven a descubrirlo. Llama a Remax Hunter para concertar tu visita ¡te esperamos! No cobramos honorarios al comprador.  La información contenida en el presente anuncio es meramente informativa sin carácter contractual.",False,renew,False,True,4500.0,True,False,False,False,[],False,False,450000.0,€,True,True,flat,,"Comillas, Madrid",Piso en calle San Delfín,Comillas,,,,
108689364,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/85/9d/1358666418.webp,359V,39,6,435000.0,duplex,sale,96.0,True,2,3,"calle Pilar Bellosillo, 12",Madrid,Madrid,Vicálvaro,es,40.3979345,-3.5521223,True,https://www.idealista.com/inmueble/108689364/,"� PARQUECASA VENDE bonito piso dúplex de 2 dormitorios con terraza en urbanización moderna y consolidada en El Cañaveral. �️ Distribución cómoda y funcional: Planta superior: 2 dormitorios y 2 baños completos (Uno en suite). Planta baja: amplio salón, cocina independiente, aseo de cortesía y terraza con acceso directo desde el salón y la cocina. ✔️ Vista despejada y excelente orientación. Vivienda muy luminosa ✔️ Materiales de primera calidad: pintura lisa, carpintería lacada en blanco, ventanas oscilobatientes con doble acristalamiento Climalit. ✔️ Gran aislamiento térmico y acústico, que reduce considerablemente el uso de calefacción. ✔️ Calefacción central con consumo muy eficiente gracias al aislamiento. ✔️ Aire acondicionado por conductos con bomba de calor Panasonic. ✔️ Sistema de alarma e iluminación LED de bajo consumo. ✔️ Único en su tipo con tres baños. � Urbanización: Piscina Gimnasio Sala multiusos Parque infantil Portero 24h Videovigilancia y cámaras de seguridad Citibox Plaza de garaje con preinstalación para coche eléctrico � Zona: Ubicado en El Cañaveral, uno de los barrios en expansión más demandados de Madrid. Zona bien comunicada y con creciente oferta de servicios, comercios, farmacia en el propio edificio y accesos rápidos a M-45 y R-3. � Disponibilidad: El piso se entregaría entre diciembre y enero, con posibilidad de acordar la fecha según necesidades del comprador. No dudes en llamarnos para visitarla o ampliar información. PARQUECASA, Asesores Inmobiliarios ref. 359V.",False,good,False,True,4531.0,True,False,False,False,[],False,False,435000.0,€,True,True,flat,duplex,"El Cañaveral, Madrid","Dúplex en calle Pilar Bellosillo, 12",El Cañaveral,,,,
108711739,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/75/ae/1353261770.webp,,21,5,385000.0,penthouse,sale,99.0,True,3,2,"calle del Teniente Compaired, 9",Madrid,Madrid,Usera,es,40.381806,-3.7082025,True,https://www.idealista.com/inmueble/108711739/,"ÁTICO DÚPLEX EXCLUSIVO. LICENCIA PRIMERA OCUPACIÓN CONCEDIDA.    ¡Descubre tu nuevo hogar, para entrar a vivir mañana mismo, en este espectacular ático dúplex a estrenar en la mejor zona de Usera! Con 90 m² construidos y 67 m² útiles, este impresionante inmueble cuenta con tres luminosos dormitorios y dos baños completamente amueblados, perfectos para disfrutar de la comodidad y el estilo. La cocina, también amueblada, es ideal para los amantes de la gastronomía y se integra perfectamente con el resto de la vivienda. Imagina relajarte en tu terraza de 14 metros, donde podrás deleitarte con las mejores vistas al skyline de Madrid. Este ático, situado en la quinta planta y con orientación Norte-Este, ofrece una excelente iluminación natural a lo largo del día. Además, cuenta con un sistema de climatización por aerotermia, por suelo radiante y refrescante, que garantizan el máximo confort en cualquier época del año.  La propiedad incluye armarios empotrados y un trastero para que nunca te falte espacio de almacenamiento. Ubicado junto a la comisaría de policía y cerca del centro de salud, tendrás todo lo necesario a tu alcance. También es apto para personas con movilidad reducida, lo que lo convierte en una opción inclusiva y accesible. No pierdas la oportunidad de vivir en un lugar donde la modernidad y la comodidad se unen. ¡Ven a visitarlo y enamórate de tu nuevo hogar! ÁTICO DÚPLEZ.",True,good,False,True,3889.0,True,False,False,False,[],False,False,385000.0,€,,,flat,penthouse,"Pradolongo, Madrid","Ático en calle del Teniente Compaired, 9",Pradolongo,,,,
108673182,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/92/38/1351755988.webp,,50,1,360000.0,flat,sale,242.0,True,3,2,"avenida Alejandro Rubio, 55",Madrid,Guadalix de la Sierra,,es,40.7845148,-3.6998641,True,https://www.idealista.com/inmueble/108673182/,"**Piso Loft + Local Comercial con salida de humos en Venta en Guadalix de la Sierra** Edificio de 242 m2, en Vía Principal de Guadalix de la Sierra, Compuesto de Magnífico Piso Loft de 130 m2 y Local Comercial de 112 m2.  - Distribución Planta Baja - Local Comercial a pie de Calle en la VÍA PRINCIPAL, con entrada independiente de la vivienda, fachada con escaparate y cuarto de baño. - Distribución Planta Primera - Piso Loft: 3 Dormitorios dobles con A/E, Amplio Salón Comedor con con Estufa de Pellet y 2 Balcones, Cocina Equipada, 2 Cuartos de Baño (1 principal) y Armario-Trastero. - Calidades: Fachada de Mortero, Ladrillo Visto y Gres Aragón, Cubierta de Teja Hormigón, Gas Natural, Fibra Óptica, Suelos de Gres Porcelánico, Carpintería de P. V. C. con Cristal Climalit, Puertas de Roble Lacadas en Blanco, Cierre Metálico Automático, Agua caliente y Calefacción mediante Gas Natural. Excelente Ubicación en Vía Principal de Guadalix, junto al Centro de Salud, parada de Bus y Comercios.  Con Licencia de Apertura para Ferretería - Venta por Jubilación.",True,good,False,False,1488.0,True,False,False,False,[],False,False,360000.0,€,,,flat,,Guadalix de la Sierra,"Piso en avenida Alejandro Rubio, 55",,,,,
103610611,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/94/7d/1194843978.webp,2701,26,5,699000.0,flat,sale,65.0,False,2,2,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,40.4290008,-3.6741593,False,https://www.idealista.com/inmueble/103610611/,"Magnífica vivienda en Salamanca-Goya. 5ª Planta. Muy luminoso. 2 Dormitorios y 2 Baños. Dormitorio Principal en Suite. Reforma de diseño a estrenar con materiales de primeras marcas. Amueblado. Finca Clásica y Buen Portal. Muy bien comunicada. Junto a los principales comercios de la zona. Ref-2701.  Piso en venta en la exclusiva zona de Salamanca-Goya. Este luminoso inmueble se encuentra en la quinta planta de una finca clásica, con portal sin barreras arquitectónicas. Con una excelente comunicación y comercios cercanos, esta propiedad es perfecta para aquellos que buscan comodidad y estilo de vida urbano. El piso cuenta con 2 Dormitorios y 2 Baños, con el dormitorio principal en suite. El piso ha sido completamente reformado con un diseño a estrenar. Los materiales utilizados son de primeras marcas, garantizando la calidad y durabilidad de los acabados. Además, el piso se vende amueblado, lo que permite una rápida y cómoda mudanza. Su ubicación privilegiada en Salamanca-Goya, una de las zonas más prestigiosas de la ciudad, hace de este inmueble una oportunidad única para aquellos que desean vivir en un entorno exclusivo y con todas las comodidades a su alcance. No pierdas la oportunidad de adquirir este piso en venta en Salamanca-Goya. ¡Contáctanos ahora para más información! ""AP de Propiedades, somos un grupo inmobiliario que opera en todos los campos del sector desde hace más de 20 años. Nuestra actividad se ha centrado fundamentalmente en Madrid capital, en donde hemos desarrollado diferentes promociones de obra nueva y de rehabilitación de edificios singulares, sin olvidar la prestación del servicio de intermediación inmobiliaria tanto en la compra como en la venta de inmuebles, con el único fin de ofrecer a nuestros clientes todo lo necesario para su completa satisfacción que también ha sido y será la nuestra. Nuestras oficinas se encuentran en la calle Castelló, 23 - 3ºIzq. Madrid”.",False,good,False,True,10754.0,True,False,False,False,[],False,False,699000.0,€,,,flat,,"Goya, Madrid",Piso en calle del Conde de Peñalver,Goya,,,,
