propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
103738261,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/c2/a4/1328799757.webp,W-02UJ6N,39,989000.0,flat,sale,112.0,3,3,Carrera de San Jerónimo,Madrid,Madrid,es,40.4148397,-3.7002997,False,https://www.idealista.com/inmueble/103738261/,"Atractivo piso exterior junto a la Puerta del Sol Engel & Völkers vende este atractivo piso de moderna reforma en la mejor zona premium del centro de Madrid junto a la Puerta del Sol y al reconocido Centro Canalejas con viviendas de lujo. La vivienda de 112m2 es exterior y da una calle totalmente peatonal, está en una 2ª planta de un edificio del siglo XIX.  El salón comedor es amplio con una cocina de estilo americano semintegrada al espacio social, está equipada con todos los electrodomésticos como horno, placa vitrocerámica, lavadora, lavavajillas, frigorífico. La vivienda tiene 3 dormitorios dobles con amplios balcones a la calle, tienen armarios empotrados. Dispone de tres baños completos, dos de ellos en suite. La calefacción es por gas natural y tiene aire acondicionado en todas las habitaciones. Es sin duda, el mejor lugar para vivir en una vivienda amplia, cómoda. muy cerca a los principales atractivos turísticos del centro de Madrid. La propiedad se encuentra en el distrito Centro, situada a pocos metros de la emblemática puerta del Sol y la Gran Vía. Cuenta con una ubicación inmejorable en el centro de Madrid, donde se puede disfrutar de todo tipo de oferta de ocio como teatros, bares, restaurantes, oferta comercial y tiendas. Una gran parte del barrio está incluido dentro del Área de Prioridad Residencial, se traduce en un entorno peatonal y el tráfico está limitado a transporte público y residentes. El piso está ubicado muy cerca al gran complejo de Canalejas, levantado sobre siete históricos edificios del Barrio y que alberga el primer Hotel Four Seasons de España, una galería comercial y 22 viviendas de lujo, lo que dotara al barrio de un carácter más exclusivo. Esta propiedad única se encuentra ubicada entre las estaciones de transporte, Sol y Sevilla y también la estación de tren de cercanías. Las líneas de autobús clave son accesibles a pocos minutos andando desde la vivienda.",False,good,False,8830.0,True,False,False,False,[],False,False,989000.0,€,,,flat,,"Sol, Madrid",Piso en Carrera de San Jerónimo,Destacado,2,True,Centro,Sol,False,,,,
108913193,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/05/10/4f/1358754617.webp,,14,350000.0,flat,sale,60.0,1,1,calle de la Farmacia,Madrid,Madrid,es,40.4258063,-3.7003994,False,https://www.idealista.com/inmueble/108913193/,"¡OPORTUNIDAD EN PLENO MALASAÑA! EDIFICIO CON ITE FAVORABLE El inmueble está en perfecto estado, lo que le permite una gran opción tanto para vivienda habitual como para rentabilizarlo desde el primer minuto. El edificio está en perfecto estado y data del año 1930 y la ITE es FAVORABLE del 2020. Actualmente Cuenta con la siguiente distribución: una habitación de buen tamaño con ventana y armario empotrado, un salón-comedor con ventana al patio interior de la finca, una cocina completamente equipada y cuarto de baño completo. Además, comentarte que contamos con un departamento financiero FINANZATE, Intermediación Financiera Eurocredit MAD S. L. en el cual puedes obtener un asesoramiento sin compromiso/sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar. No pierdas la oportunidad de vivir en este maravilloso piso. ¡Contáctanos hoy mismo para programar una visita! NOTA: este anuncio no es vinculante; puede contener errores y se muestra a título informativo, no contractual.",False,good,False,5833.0,False,False,False,False,[],False,False,350000.0,€,,,flat,,"Chueca-Justicia, Madrid",Piso en calle de la Farmacia,Destacado,1,False,Centro,Chueca-Justicia,False,,,,
108591151,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/d9/f8/1349348927.webp,W-030JAZ,27,392716.0,flat,sale,60.0,2,1,calle de Viriato,Madrid,Madrid,es,40.434796,-3.6980891,False,https://www.idealista.com/inmueble/108591151/,"Oportunidad para inversión en Almagro Descubra una oportunidad de inversión en el corazón del prestigioso barrio de Almagro, Madrid. Propiedad para una reforma integral, permite diseñar una vivienda en una de las zonas más codiciadas de la capital. Actualmente, el inmueble cuenta con dos dormitorios, un baño y cocina, con un gran potencial para redistribuir los espacios y adaptarlos a sus necesidades. Un plus es el acceso a un patio de 12 metros cuadrados con tres huecos desde la vivienda, ideal para disfrutar del aire libre en la intimidad de su hogar. Ubicado en Almagro, este piso se beneficia de la elegancia y tranquilidad del barrio, con sus calles arboladas, edificios señoriales y una amplia oferta de servicios, comercios de lujo, restaurantes de alta cocina y conexiones de transporte excelentes. No pierda la oportunidad de invertir en un inmueble con potencial en una ubicación inmejorable. ¡Contáctenos para más información y visite este prometedor espacio! El barrio de Almagro es considerado uno de los más elegantes de Madrid ya que en sus calles se encuentran algunas de las viviendas más lujosas y señoriales de la ciudad. Sede de varias embajadas, como la alemana, sueca y británica, son numerosas las galerías de arte que apuestan por esta zona, hoteles con encanto como el Santo Mauro y centros culturales internacionales cómo el Instituto Goethe, que eligen este barrio para instalarse. Las infraestructuras de transporte en torno a la propiedad son muy completas. Tanto el centro como la salida al aeropuerto se alcanzan en pocos minutos en coche, encontrando una amplia dotación de transporte público que conecta con todo el centro de la capital. La zona dispone de una gran oferta educativa, de colegios concertados y privados.",False,good,False,6545.0,True,False,False,False,[],False,False,392716.0,€,,,flat,,"Almagro, Madrid",Piso en calle de Viriato,Destacado,bj,True,Chamberí,Almagro,True,,,,
106460754,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/33/4d/1334126589.webp,Garena,29,550000.0,chalet,sale,250.0,4,4,calle de Leonardo Torres Quevedo,Madrid,Alcalá de Henares,es,40.48595,-3.3909702,False,https://www.idealista.com/inmueble/106460754/,"TORREJON 2000 INMOBILIARIA, vende precioso chalet en La Garena. Se trata de un adosado de tamaño GRANDE con garaje para 1 coche, y además espacio suficiente para varias motos, bicicletas, etc. Tiene muchas mejoras realizadas. Distribución: PLANTA BAJA: Jardín Delantero, Hall, cocina amueblada, baño con plato de ducha y amplio salón con salida a un precioso jardín trasero con césped artificial y toldo. PLANTA PRIMERA: 3 dormitorios con armarios empotrados, 2 baños BUHARDILLA diafana individualizada hecha dormitorio tipo suite con baño independiente, con salida a 2 terrazas. Tiene posibilidad de hacer 2 habitaciones amplias. SÓTANO: Bonito salón para uso de bodega y además zona de trastero. La vivienda dispone de aire acondicionado por Conductos con maquinas Mitsubishi instaladas, en planta baja y primera. Buhardilla con Split. Calefacción individual de gas natural. LA GARENA es uno de los mejores barrios residenciales de Alcalá de Henares, próximo a autobus urbanos e interurbano a Madrid, la estación de Cercanías La Garena, y junto a una amplia e importante zona comercial y de ocio con restaurantes, gimnasio, tiendas y El Corte Inglés. Raúl: 638_003_739. Torrejon 2000 Inmobiliaria.",False,good,False,2200.0,False,False,True,False,[],False,False,550000.0,€,True,True,chalet,terracedHouse,"La Garena, Alcalá de Henares",Chalet adosado en calle de Leonardo Torres Quevedo,Destacado,,,La Garena,,,,,,
108557916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/96/d2/1358420157.webp,CLK00/4974,26,870000.0,penthouse,sale,117.0,3,2,calle de Cavanilles,Madrid,Madrid,es,40.4063081,-3.675082,False,https://www.idealista.com/inmueble/108557916/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este ático ubicado en el barrio de Pacífico, en Madrid. La vivienda está ubicada en la 7 planta exterior con ascensor. Dispone de una superficie total de 117 m², distribuidos en salón y comedor, cocina independiente equipada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado, portero y accesibilidad para personas con movilidad reducida. Situado en el barrio de Pacífico, en la Calle Cavanilles, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Parque de El Retiro, el Hospital Universitario Infantil Niño Jesús y de la estación de tren Madrid Puerta de Atocha-Almudena Grandes. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Conde de Casal (L6) y Pacífico (L1). Agenda tu visita y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,7436.0,True,False,False,False,[],False,False,870000.0,€,,,flat,penthouse,"Pacífico, Madrid",Ático en calle de Cavanilles,Destacado,7,True,Retiro,Pacífico,True,,,,
107802049,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/73/76/1324189446.webp,10008475,29,246000.0,flat,sale,66.0,2,1,calle de José Arcones Gil,Madrid,Madrid,es,40.4331203,-3.6390613,False,https://www.idealista.com/inmueble/107802049/,"Oportunidad Única para vivir en la zona con mayor poder de revalorización o como inversión en la Mejor Zona de Madrid: Piso en Calle José Arcones Gil, entre Pueblo Nuevo y Ciudad Lineal Vivienda2 tiene el placer de presentar en exclusiva está oportunidad única en el mercado. Si buscas una propiedad con un enorme potencial en una de las zonas más demandadas y con mayor capacidad de revalorización de Madrid, este piso en la Calle José Arcones Gil es una oportunidad única que no puedes dejar escapar. Ubicado en una zona residencial tranquila, con unas excelentes comunicaciones y a pocos minutos de los principales puntos de la ciudad, este inmueble ofrece todo lo que necesitas para vivir o invertir en el lugar ideal. Ubicación Privilegiada: Este piso se encuentra en una ubicación inmejorable, a tan solo 3 minutos a pie de la Calle Alcalá, lo que te permitirá disfrutar de la comodidad de tener todo al alcance de tu mano. A tan solo una calle de Arturo Soria, la conexión con el transporte público es excelente, con la estación de metro de Ciudad Lineal y a unos pocos pasos, garantizando una conexión directa al centro de Madrid y otras zonas de la ciudad. Además, se encuentra a escasos minutos del Centro Comercial Alcalá Norte, lo que te proporcionará acceso a una amplia variedad de tiendas, restaurantes y servicios. La zona está rodeada de parques y zonas verdes, siendo el gran parque frente a la vivienda uno de los mayores atractivos para quienes buscan calidad de vida, tranquilidad y naturaleza en pleno corazón de la ciudad. Un Piso con Grandes Posibilidades: Este piso, de dos habitaciones, cuenta con una distribución que permite múltiples posibilidades de reforma. Con una luminosidad excepcional gracias a su doble orientación, podrás disfrutar de un hogar lleno de luz natural durante todo el día, mientras que la disposición de las habitaciones garantiza un ambiente tranquilo y cómodo, ideal para descansar y disfrutar del espacio. Una de las principales ventajas de este inmueble es su comedor independiente, que separa el salón de la cocina, lo que permite una mayor amplitud y confort. Además, existe la posibilidad de convertir este comedor en un tercer dormitorio, lo que lo convierte en una opción flexible y adaptada a tus necesidades. Exclusividad y Tranquilidad: El piso cuenta con un gran patio trasero de aproximadamente 30 metros cuadrados, ideal para aquellos que buscan un espacio exterior donde relajarse o disfrutar de momentos al aire libre. El patio está completamente acondicionado, alicatado y con un tejado en parte del patio, lo que te permitirá disfrutar de una mesa o un pequeño comedor exterior en cualquier momento del año. Este rincón tranquilo se convertirá en tu pequeño refugio en pleno centro de la ciudad. Una Inversión a Largo Plazo: No solo este inmueble es perfecto como vivienda, sino que también presenta un alto potencial como inversión. Gracias a su ubicación en una de las zonas con mayor demanda de Madrid y un mercado inmobiliario con un creciente poder de revalorización, este piso representa una excelente oportunidad para quienes buscan rentabilidad a largo plazo. La demanda de viviendas en esta área continúa en aumento, lo que hace de este piso un producto único y con un alto potencial de revalorización. En resumen, este piso es una propiedad con grandes posibilidades, en una ubicación excepcional, ideal tanto para quienes busquen una vivienda para vivir como para aquellos interesados en invertir en una de las zonas con mayor futuro de Madrid. No dudes en contactar para más información o para agendar una visita. ¡Esta es tu oportunidad de conseguir una propiedad única en el mercado!",True,renew,False,3727.0,True,False,True,True,[],False,False,246000.0,€,,,flat,,"Pueblo Nuevo, Madrid",Piso en calle de José Arcones Gil,Destacado,,True,Ciudad Lineal,Pueblo Nuevo,False,256000.0,10000.0,4.0,
108580595,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a6/11/7c/1349046168.webp,BFO-V1411,26,315000.0,flat,sale,88.0,3,1,calle de Marcelo Usera,Madrid,Madrid,es,40.3860329,-3.7132162,False,https://www.idealista.com/inmueble/108580595/,"CONTACTAR CON EXTENSIÓN Nº2 Oportunidad en Plaza Elíptica: piso exterior con ventilación cruzada y excelente ubicación Se vende fantástico piso en la Calle Marcelo Usera, próximo al metro de Plaza Elíptica, en una de las zonas más dinámicas y bien comunicadas de Madrid. La vivienda cuenta con una superficie construida de 88 m², muy bien distribuida y lista para entrar a vivir, ya que se entrega amueblada y equipada. La distribución del inmueble es ideal: -Acogedor recibidor-pasillo que da paso al resto de estancias -Amplio salón-comedor, muy luminoso gracias a su orientación y grandes ventanales -Cocina independiente equipada, con espacio de almacenamiento adicional gracias a un trastero abierto -Tres habitaciones exteriores, todas con buena iluminación natural -Baño completo Destaca por su excelente ventilación cruzada (orientación este-oeste), lo que proporciona luz natural durante todo el día y una temperatura agradable en cualquier época del año. Entre sus equipamientos, la vivienda cuenta con: -Aire acondicionado -Armarios empotrados -Trastero -Estacionamiento rotativo para residentes El edificio fue construido en 1960, cuenta con ascensor y ha pasado la ITE favorablemente. La ubicación es inmejorable: a escasos minutos de Plaza Elíptica, perfectamente comunicado por metro (Línea 6 y 11), intercambiador de autobuses, y con fácil acceso a las principales vías de la ciudad (A-42, M-30, M-40). Zona consolidada con todos los servicios: comercios, colegios, centros médicos y espacios verdes. Una excelente oportunidad tanto para familias como para inversores, gracias a su ubicación estratégica y distribución funcional.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. ) > Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,3580.0,True,True,False,False,[],False,False,315000.0,€,,,flat,,"Zofío, Madrid",Piso en calle de Marcelo Usera,Destacado,1,True,Usera,Zofío,True,325000.0,10000.0,3.0,
93478674,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/ae/98/863684541.webp,7713,16,2650000.0,flat,sale,180.0,3,4,Barrio Jerónimos,Madrid,Madrid,es,40.4147279,-3.6908837,False,https://www.idealista.com/inmueble/93478674/,"Magnifico piso exterior, situado en una de las mejores zonas del retiro-Jerónimos. Buena finca, con portero físico y ascensor. Piso muy luminoso, con tres balcones a calle principal, cocina integrada al salón, aire acondicionado, dormitorios con baño y armarios empotrados. Zona céntrica, bien comunicada, dotada de todo tipo de servicios. Próximo al parque del retiro, museos, colegios, comercios y zonas de ocio. Para visitarlo, contacte con nosotros, estaremos encantados de atenderle, en Hermosilla nº 72, tlf  Trabajamos los sábados. Exclusive World Home by inmomar es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. Inmomar intermediación, es una inmobiliaria especializada principalmente en los distritos de salamanca, retiro, chamberí y chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,good,False,14722.0,True,False,True,False,[],False,False,2650000.0,€,,,flat,,"Jerónimos, Madrid",Piso,Destacado,1,True,Retiro,Jerónimos,True,,,,
108684490,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/6e/12/1352069422.webp,W-030OQE,26,480000.0,flat,sale,90.0,4,1,calle de Gomeznarro,Madrid,Madrid,es,40.4613982,-3.6482268,False,https://www.idealista.com/inmueble/108684490/,"Coqueto piso de cuatro dormitorios en Canillas Engel&Völkers tiene el placer de presentarle en exclusiva y sin honorarios al comprador este bonito apartamento en el corazón de Canillas. Con una superficie total de noventa metros cuadrados, este inmueble de cuatro dormitorios ha sido completamente reformado, con todas las comodidades en 2020. Se trata de una planta baja exterior con vistas a un pequeño jardín comunal. Al acceder a la vivienda por un pasillo recibidor encontramos un moderno baño con ducha y la cocina completamente equipada. El salón, con espacio para zona de estar y comedor, da paso a los cuatro dormitorios siendo el principal, de gran tamaño. Con su ubicación privilegiada, la vivienda cuenta con todos los servicios, tiendas, centros comerciales y de salud, a escasos metros del prestigioso Liceo francés y del metro Esperanza. Aunque la vivienda no incluye parking, en sus alrededores hay abundantes zonas de parking gratuito, lo que hace que sea muy sencillo aparcar. El barrio de Canillas, ubicado en el distrito de Hortaleza, es uno de los enclaves más deseados por quienes quieren disfrutar de la tranquilidad sin renunciar a la cercanía de los servicios de una gran ciudad. Al lado de la prestigiosa calle de Arturo Soria y el Parque Conde Orgaz. En el barrio se puede disfrutar de parques y tranquilas avenidas, destacando una agradable zona verde como el Parque Pinar del Rey. Los mejores centros educativos nacionales e internacionales (Liceo Francés, San Jose del Parque, Numont, Ramón y Cajal... ) y escuelas de negocios de referencia (ESIC), se encuentran en su entorno. Dispone también de numerosos centros deportivos y comerciales como el C. C. Gran Vía de Hortaleza, el Palacio de Hielo y el C. C. Arturo Soria Plaza. Tiene unas perfectas comunicaciones al estar cerca de las principales vías de circunvalación de Madrid (M40, M30) y también con acceso rápido al aeropuerto a través de la M11 y A2. Acceso a transporte público, líneas de bus 22, N2, N3 y líneas de metro 4 y 8.",True,good,False,5333.0,True,False,True,False,[],False,False,480000.0,€,,,flat,,"Canillas, Madrid",Piso en calle de Gomeznarro,Destacado,,True,Hortaleza,Canillas,False,,,,
106801152,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/14/8c/7a/1294419149.webp,21 ,38,915000.0,chalet,sale,235.0,4,5," de Juan Carlos Ureta Saorín, 1324",Madrid,Torrelodones,es,40.5718067,-3.9375208,True,https://www.idealista.com/obra-nueva/106801152/,"Un oasis de confort y calidad. Descubre en Las Marías II un hogar diseñado para ofrecer privacidad y disfrute en cada rincón. Ubicado en Torrelodones, este proyecto ofrece conexión única con la naturaleza y un equilibrio perfecto entre tranquilidad y accesibilidad. El conjunto residencial consta de 28 viviendas pareadas, en tipologías de 4 dormitorios. Cuentan con una superficie construida de más de 230 m² en parcelas privativas de 420 m² a 500 m². Distribuidas en 2 plantas, bajo cubierta y terrazas para disfrutar del aire libre, estas residencias ofrecen espacios concebidos para proporcionar luminosidad y amplitud, sin obstáculos, gracias a un diseño estructural sin pilares y grandes ventanales que enmarcan la belleza del entorno. La planta baja dispondrá de un dormitorio con baño independiente, aseo de cortesía y un amplio salón diseñado con cocina integrada. Además, cuenta con un trastero bajo la escalera. Por su parte, la primera planta ofrecerá 3 dormitorios con baños independientes, entre ellos el dormitorio principal con más de 25 m² de superficie. Espacio bajo cubierta con baño y terraza. Todas las viviendas incluyen piscina independiente con depuradora de cloración salina y jardín privado de más de 250m² completamente terminado con césped, arbolado y riego automático, además de contar con acceso a una zona común de 1.500 m² destinada a áreas verdes con arbolado y bancos, permitiendo mayor independencia entre las residencias. Además, las viviendas han sido diseñadas para ofrecer el máximo confort y eficiencia energética al propietario, que podrá disfrutar de suelo radiante y refrescante mediante un sistema de aerotermia, aire acondicionado y sistemas fotovoltaicos integrados en las cubiertas. Cuenta con sistema de aislamiento térmico exterior (SATE). Pensando en la salud y el bienestar, cada propiedad contará con ventilación mecánica con recuperador de calor de doble flujo, asegurando una atmósfera saludable.",False,newdevelopment,True,3894.0,True,False,False,False,[],False,False,915000.0,€,True,True,chalet,semidetachedHouse,"Las Marías, Torrelodones","Chalet pareado en  de Juan Carlos Ureta Saorín, 1324",Destacado,,,Las Marías,,,,,,False
107546512,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/e7/5d/1315681894.webp,BFU-V1845,17,214000.0,flat,sale,74.0,3,1,avenida del Monte Igueldo,Madrid,Madrid,es,40.3921951,-3.6701546,False,https://www.idealista.com/inmueble/107546512/,"CONTACTAR CON LA EXTENSIÓN Nº1 Piso en Venta en la zona de Madrid capital, perteneciente al distrito de Puente de Vallecas. Se sitúa cerca de la zona de Numancia.  La vivienda se localiza en la planta 1º del edificio. No dispone de ascensor.  Data del año 1920 y cuenta con ITE Subsanado. El estado de la vivienda es: Para entrar a vivir.   Dispone de 74 metros cuadrados, distribuidos en:  - Salón  - Cocina: Cocina amueblada con vitro/horno/campana  - Dormitorios: 3  - Cuartos de baño: 1.  (Este anuncio no es vinculante, puede contener errores, se muestra a título informativo y no contractual. )  Oferta sujeta a condiciones de compra. Consulte los términos y condiciones aplicables.",True,good,False,2892.0,True,True,False,False,[],False,False,214000.0,€,,,flat,,"San Diego, Madrid",Piso en avenida del Monte Igueldo,Destacado,1,,Puente de Vallecas,San Diego,False,218000.0,4000.0,2.0,
108668538,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/47/0f/1352358867.webp,A-2068,33,897000.0,chalet,sale,330.0,3,4,Mojadillas - Parque de las Infantas - El Paraiso,Madrid,Valdemorillo,es,40.5489933,-4.0984707,False,https://www.idealista.com/inmueble/108668538/,"A-2068 ¡RAYAN CONSULTING INMOBILIARIO VENDE! Esta exclusiva vivienda que ofrece impresionantes vistas despejadas al pantano de Valdemoro, la sierra de Guadarrama y la ciudad de Madrid. Ubicación privilegiada, vistas inigualables y calidades de lujo. Completamente reformada con materiales de altísima calidad, cuenta con domótica, suelo radiante y sistema de aerotermia para el máximo confort. Sus espacios amplios y luminosos se adaptan a múltiples posibilidades, haciendo de esta propiedad una oportunidad única para vivir con estilo y comodidad en un entorno incomparable. Para más información, contactar con su asesor inmobiliario, David Rayan.",True,good,False,2718.0,False,False,True,False,[],False,False,897000.0,€,True,True,chalet,independantHouse,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente,Destacado,,,Mojadillas - Parque de las Infantas - El Paraiso,,,,,,
103950356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/56/77/1218911378.webp,3,35,930000.0,chalet,sale,235.0,4,5," de Juan Carlos Ureta Saorín, 1324",Madrid,Torrelodones,es,40.5718067,-3.9375208,True,https://www.idealista.com/obra-nueva/103950356/,"Un oasis de confort y calidad. Descubre en Las Marías II un hogar diseñado para ofrecer privacidad y disfrute en cada rincón. Ubicado en Torrelodones, este proyecto ofrece conexión única con la naturaleza y un equilibrio perfecto entre tranquilidad y accesibilidad.  El conjunto residencial consta de 28 viviendas pareadas, en tipologías de 4 y 5 dormitorios. Cuentan con una superficie construida de más de 230 m² en parcelas privativas de más de 400 m². Distribuidas en 2 plantas, bajo cubierta y terrazas para disfrutar del aire libre, estas residencias ofrecen espacios concebidos para proporcionar luminosidad y amplitud, sin obstáculos, gracias a un diseño estructural sin pilares y grandes ventanales que enmarcan la belleza del entorno.  La planta baja dispondrá de un dormitorio con baño independiente, aseo de cortesía, zona de lavandería, cuarto de instalaciones y un amplio salón diseñado con cocina integrada. Además, cuenta con un trastero bajo la escalera. Por su parte, la primera planta ofrecerá 3 dormitorios con baños independientes, entre ellos el dormitorio principal con más de 25 m² de superficie. El espacio bajo cubierta dispone de 35m², pudiendo adaptarse a las preferencias del comprador y permitiendo la configuración de un dormitorio con baño y terraza. Todas las viviendas incluyen piscina independiente y jardín privado completamente terminado con césped, arbolado y riego automático, además de contar con acceso a una zona común de 1.500 m² destinada a áreas verdes con arbolado y bancos, permitiendo mayor independencia entre las residencias. Además, las viviendas han sido diseñadas para ofrecer el máximo confort y eficiencia energética al propietario, que podrá disfrutar de suelo radiante y refrescante mediante un sistema de aerotermia, preinstalación de aire acondicionado y sistemas fotovoltaicos integrados en las cubiertas. Pensando en la salud y el bienestar, cada propiedad contará con ventilación mecánica con recuperador de calor de doble flujo, asegurando una atmósfera saludable.  El proyecto prioriza la participación del comprador en la creación de su hogar, permitiendo elegir aspectos clave como la cocina, los dormitorios, el vestidor y los acabados.",False,newdevelopment,True,3957.0,True,False,False,False,[],False,False,930000.0,€,True,True,chalet,semidetachedHouse,"Las Marías, Torrelodones","Chalet pareado en  de Juan Carlos Ureta Saorín, 1324",Destacado,,,Las Marías,,,,,,False
