propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,floor,exterior,district,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,newDevelopmentFinished
89804856,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/fe/b1/776977541.webp,RRU,54,985000.0,chalet,sale,300.0,5,3,calle pio milla andres s/n,Madrid,Pozuelo de Alarcón,es,40.4037964,-3.7790371,True,https://www.idealista.com/inmueble/89804856/,"Espectacular vivienda unifamiliar en parcela de 500m2 en la mejor ubicación de la colonia de los Ángeles. Cuenta con la mejores zonas comunes de la urbanización con piscina, pista de tenis y amplias zonas comunes. La vivienda tiene un total de 300m2 con jardín muy cuidado. En la planta baja cocina amueblada con electrodomésticos, un baño, salón con suelos de tarima garaje con portón motorizado. En la planta primera 4 dormitorios con dos baños. En la segunda planta amplia buhardilla muy luminosa forrada en madera. En la planta sótano garaje y cuarto de plancha. La vivienda se encuentra a 5 minutos de Madrid. Enfrente del hospital Quirón con un amplio parque infantil en la calle paralela.",False,good,False,3283.0,True,False,True,False,[],False,False,985000.0,€,chalet,semidetachedHouse,"Somosaguas, Pozuelo de Alarcón",Chalet pareado en calle pio milla andres s/n,,,Somosaguas,Somosaguas,,,,,True,True,
107767510,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/f5/8d/1339659678.webp,,20,295000.0,chalet,sale,252.0,4,3,avenida de los Pinos,Madrid,San Martín de Valdeiglesias,es,40.3923903,-4.3807837,False,https://www.idealista.com/inmueble/107767510/,"Chalet independiente en San Martín de Valdeiglesias. Situado en una ubicación privilegiada con preciosas vistas. La vivienda está compuesta por tres plantas: La planta principal cuenta con un amplio y luminoso salón que conecta con otra sala y estas dos a su vez con una gran terraza. La cocina está totalmente equipada y conecta con otra terraza que da al jardín trasero. La planta también cuenta con tres dormitorios, uno de ellos con baño en suite y vestidor, 2 baños. Hay un cuarto de baño adicional que da servicio a la otra habitación. La segunda planta cuenta con 3 dormitorios de gran tamaño, 2 baños completos. La planta baja tiene garaje con capacidad para dos/tres vehículos y trastero. La urbanización tiene una gran piscina y cuenta con otras instalaciones, como pistas de pádel y zonas de recreo para niños.",True,good,False,1171.0,True,False,False,False,[],False,False,295000.0,€,chalet,independantHouse,San Martín de Valdeiglesias,Casa independiente en avenida de los Pinos,,,,,,,,,True,True,
108709878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/19/c0/f5/1352816437.webp,,39,2200000.0,chalet,sale,736.0,5,6,paseo Corinto,Madrid,Las Rozas de Madrid,es,40.5162147,-3.9101355,False,https://www.idealista.com/inmueble/108709878/,"Crownston presenta una exclusiva vivienda independiente en Las Rozas, una de las zonas residenciales más demandadas de Madrid, reconocida por su calidad de vida, privacidad y excelente conexión con el centro de la ciudad. Ubicada sobre una espectacular parcela de 2.710 m², esta propiedad combina arquitectura señorial, amplias estancias y una distribución funcional pensada para el confort familiar y la vida social. Con una superficie construida de 736 m² distribuidos en dos plantas, esta vivienda ofrece una experiencia de habitabilidad inmejorable: -Cinco dormitorios, incluyendo una amplia suite principal con vestidor independiente. -Área independiente de invitados con dormitorio y baño completo. -Seis cuartos de baño completos y un aseo de cortesía. -Dos salones principales y dos salas de estar, perfectas para dividir zonas de descanso, ocio o teletrabajo. -Elegante recibidor de doble altura que aporta amplitud y luminosidad desde el primer paso. -Espaciosa cocina con office, lavadero, zona de despensa y cuarto de plancha. En el exterior, el cuidado jardín frondoso alberga una encantadora zona de piscina con bungalow anexo, ideal como área de recreo, zona de verano o espacio de eventos. La vivienda cuenta con aerotermia para máxima eficiencia energética y se encuentra excelentemente conectada por transporte, lo que permite disfrutar de la tranquilidad de Las Rozas sin renunciar a la cercanía y accesibilidad a Madrid. Una residencia que combina elegancia, funcionalidad y naturaleza, pensada para quienes buscan una propiedad única con carácter propio y espacios que se adaptan a cada etapa de la vida.",True,good,False,2989.0,True,False,True,False,[],False,False,2200000.0,€,chalet,independantHouse,"Monte Rozas, Las Rozas de Madrid",Casa independiente en paseo Corinto,,,Monte Rozas,Monte Rozas,,,,,,,
106627740,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/50/36/1289178941.webp,AC-01769,23,275000.0,flat,sale,50.0,1,1,"calle del Divino Pastor, 31",Madrid,Madrid,es,40.4277187,-3.7047236,True,https://www.idealista.com/inmueble/106627740/,"Avant Real Estate vende este magnífico piso. ¡Descubre tu nuevo hogar en el corazón de Malasaña! Este encantador piso de 50 m² te ofrece la oportunidad de vivir en una de las zonas más vibrantes y cotizadas de Madrid. Ubicado en un edificio histórico de 1900, este bajo interior combina el encanto del pasado con las comodidades modernas. Disfruta de un salón-comedor acogedor, una cocina americana funcional, un dormitorio luminoso y un baño completo. La calefacción individual a gas natural y el aire acondicionado garantizan tu confort durante todo el año. Vive rodeado de las calles más emblemáticas de la ciudad, como la Gran Vía y la calle Fuencarral, y a solo un paseo de la animada Plaza del Dos de Mayo. El barrio está lleno de vida, con bares, cafés con terrazas al aire libre y mercadillos de artesanía que llenan el ambiente de creatividad y juventud. Perfecto tanto para vivir como para invertir para alquiler, este piso está listo para entrar a vivir y es una joya en el corazón de Madrid.  ¡No pierdas la oportunidad de ser parte de esta experiencia única! Avant Real Estate es una consultora inmobiliaria de reconocido prestigio en el sector, formada por un equipo de profesionales con más de veinte años de experiencia. No dude en consultar como podemos ayudarle a gestionar su patrimonio.",False,good,False,5500.0,True,False,True,False,[],False,False,275000.0,€,flat,,"Malasaña-Universidad, Madrid","Piso en calle del Divino Pastor, 31",bj,False,Centro,Malasaña-Universidad,True,,,,,,
108783832,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/b6/8a/1347853002.webp,P1 bajo A,19,418900.0,flat,sale,101.0,2,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,es,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108783832/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,4148.0,True,False,False,False,[],False,False,418900.0,€,flat,,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",bj,True,Vicálvaro,Los Berrocales,True,,,,True,True,False
108705245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/1e/96/1352677103.webp,5637I,47,750000.0,chalet,sale,340.0,4,4,calle Esperanza,Madrid,Galapagar,es,40.5882684,-4.0104046,False,https://www.idealista.com/inmueble/108705245/,"Mabelan Inmobiliaria vende SIN COMISIÓN DE AGENCIA. Chalet independiente con altas calidades y excelente ubicación, estilo técnico y detallado para compradores exigentes. Vivienda unifamiliar de 340m² construidos sobre parcela de 1.180m² en la zona residencial de Los Almendros. Distribución funcional en una sola planta con 4 dormitorios dobles, 3 baños completos y 1 aseo, salón de 40m² con chimenea, porche acristalado Lumon y cocina independiente con office.   Planta superior con buhardilla de 43m² y despacho de 15m². Jardín consolidado con vegetación ornamental, árboles frutales y una piscina de agua salada con cerramiento móvil, perfecta para su uso durante todo el año.   Parking cubierto para dos coches y garaje cerrado con potencial para convertirse en estudio independiente, oficina, gimnasio o apartamento auxiliar. Gastos IBI 1.065, 57€.   Calefacción por suelo radiante (gas natural), aire acondicionado por splits, cerramientos con rotura de puente térmico, pintura lisa y suelos cerámicos. A solo 10 minutos del centro de Galapagar y 5 km de la estación de Renfe. Ideal para familias que buscan espacio, calidad y entorno natural sin renunciar a la conexión con Madrid.",True,good,False,2206.0,True,False,True,False,[],False,False,750000.0,€,chalet,independantHouse,"Deportivo Galapagar - Los Almendros, Galapagar",Casa independiente en calle Esperanza,,,Deportivo Galapagar - Los Almendros,,,,,,True,True,
108011270,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/e8/95/1331122882.webp,,61,850000.0,flat,sale,149.0,5,2,"calle de Segovia, 10",Madrid,Madrid,es,40.4137298,-3.7106496,True,https://www.idealista.com/inmueble/108011270/,"GRUPO SIMMA CONSULTORES INMOBILIARIOS""  Nos complace ofrecerles esta gran vivienda, situada en el centro del Madrid de los Austrias, con dos magníficos balcones a la calle Segovia y al jardín de Travesía del Conde. La distribución del inmueble consta de un buen hall de entrada, que nos da a un despacho/dormitorio y al pasillo de acceso al resto de la vivienda, desde el llegamos a un baño de cortesía y al segundo de los dormitorios, para inmediatamente tener el baño principal y un poco más adelante nos encontramos la cocina, seguidamente tenemos dos dormitorios, uno a cada lado del pasillo, estando en uno de ellos el primero de los balcones con vistas a la calle Segovia y orientación sur, lindando con el encontraremos el salón con una ventana a la misma calle Segovia y el otro balcón, el cual nos sorprenderá con sus espectaculares vistas sobre los jardines de Ana Orantes y el jardín del Palacio de Anglona, desde el salón recorreremos un pequeño pasillo que nos llevara hasta el último de los dormitorios. Todas las estancias tienen ventilación propia con ventanas a los patios interiores.  La vivienda se encuentra para reformar y el que todas las separaciones sean de tabiquería nos da unas grandes posibilidades de distribución para adecuarlas a sus necesidades. La finca data de 1970, es uno de los muchos proyectos residenciales diseñados por Antonio Lamela Martinez, un destacado arquitecto españoles del siglo XX. Una finca moderna dentro del entorno en el que está situada, siguiendo las características de este arquitecto, con líneas limpias y formas geométricas. Fue construida con materiales de la época, hormigón, acero y fachada de ladrillo. Diseñada con grandes ventanales y balcones espaciosos. Los interiores del inmueble son estancias amplias y luminosas, disponiendo de ventanas todas las estancias. Con diseños funcionales y espacios abiertos. La finca inicialmente se construyó con un ascensor que comenzaba desde la primera planta donde se encuentra la recepción del edificio y la portería del conserje. Actualmente la comunidad de vecinos acometió la obra de mejora para disponer de un ascensor elevador desde la planta calle para facilitar el acceso a las personas de movilidad reducida. Los suministros de gas son centralizados y ya se adaptó a la nueva normativa de eficiencia energética para individualizarlos. No pierda la oportunidad de vivir en uno de los mejores barrios de Madrid y póngase en contacto con nosotros para poder visitarlo.",False,renew,False,5705.0,True,False,True,False,[],False,False,850000.0,€,flat,,"Palacio, Madrid","Piso en calle de Segovia, 10",3,True,Centro,Palacio,True,,,,,,
108795783,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/19/f8/1355369090.webp,,27,475000.0,flat,sale,125.0,4,2,calle Astorga,Madrid,Alcorcón,es,40.3538272,-3.8207118,False,https://www.idealista.com/inmueble/108795783/,"INMOBILIARIA URBALOR en Alcorcón, vende esta fantástica vivienda de 133 m² construidos, compuesta por 4 habitaciones (3 habs. y un amplio vestidor), 2 baños, plaza de garaje y trastero, muy luminosa con excelente orientación, REFORMADA íntegramente con una distribución moderna y cómoda, con doble orientación siendo completamente exterior y TOTALMENTE AMUEBLADA. Dispone de un amplio salón de 33 m2 con una muy buena entrada de luz natural gracias a su ventanal de aprox. 10 m2. Desde el propio salón, accedemos al pasillo distribuidor y a una amplia cocina totalmente equipada con zona office/comedor para 6 personas y excelente capacidad de almacenamiento, además de un tendedero cubierto, que tiene un generoso ventanal con vistas al jardín de la urbanización.  A través del distribuidor, a los tres dormitorios (el principal cuenta con vestidor y baño en suite) y al cuarto de baño común, todos ellos con acabados de calidad y amplios espacios. La habitación principal de 13 m2 tiene una cama de 1,50 con canapé abatible e incluye un baño en suite, con ventana exterior, doble lavabo y doble ducha de las mejores calidades, y con acceso directo a un gran vestidor completamente equipado que puede ser reconvertido en habitación. Los otros dos dormitorios son dobles, con armarios empotrados a la medida y de gran amplitud, teniendo acceso ambos a un segundo baño completo con bañera. Todas las habitaciones menos la principal, tienen vistas al jardín de la urbanización privada con piscina comunitaria. En cuanto a las calidades destacan:  A/A inverter (renovado completamente hace 6 meses) por conductos en toda la vivienda y estancias de la casa, suelos de madera natural (De JATOBA), mosquiteras en las ventanas, cerramientos de aluminio oscilobatientes con aislamiento acústico y térmico, pintura lisa en paredes y papel tipo textil, puertas correderas en cocina, baños y vestidor, caldera Saunier Duval de última generación cambiada hace escasamente 1 año con 2 años de mantenimiento incluido, grifería y sanitarios de baños de la más alta calidad, armario empotrado a la entrada de la vivienda, tomas de datos y antena en todas las habitaciones así como hilo musical, calefacción de gas con radiadores en todas las estancias de la vivienda destacando los toalleros calefactados de los baños, mecanismos de luz decorativo de cristal, madera y pizarra según la estancia. La tipología y diseño de la vivienda conllevan un gran ahorro energético, tiene dos orientaciones, noroeste-sureste, y los gastos de comunidad son muy económicos. Además incluye plaza de garaje con preinstalación de cargador eléctrico y trastero con acceso directo desde la vivienda(cercano a puertas de salida), todo incluido en el precio, y con posibilidad de alquiler de una plaza adicional. El diseño del inmueble ofrece un ambiente cálido y acogedor, a la vez que amplio y funcional, ideal tanto para familias como para quienes buscan un espacio exclusivo en una ubicación privilegiada en una de las zonas más demandadas de Alcorcón, gracias a su excelente conexión con Madrid capital por acceso a A5, M40, con proximidad a Renfe y al Corte Inglés de San José de Valderas (3 minutos andando), paradas de autobús (3 minutos andando), farmacias, colegios y restaurantes.",True,good,False,3800.0,True,False,True,False,[],False,False,475000.0,€,flat,,"Bellasvistas - Hipercor, Alcorcón",Piso en calle Astorga,3,True,Bellasvistas - Hipercor,,True,,,,True,True,
108923735,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/82/54/1359075420.webp,XBMAD0082,19,799000.0,flat,sale,120.0,3,2,calle del Alcalde Sainz de Baranda,Madrid,Madrid,es,40.4154129,-3.6717147,False,https://www.idealista.com/inmueble/108923735/,".. ¡Haz de este piso tu nuevo hogar en el corazón de los Bulevares, a un paso del Retiro! Te presentamos una exclusiva vivienda de 120 m² construidos, ubicada en una quinta planta interior con orientación a un amplio patio de manzana, lo que garantiza una excepcional luminosidad y absoluta tranquilidad en pleno centro de Madrid. Situado en una finca representativa con portero físico, este piso ha sido semireformado con materiales de primeras calidades, incluyendo suelo radiante y aire acondicionado por conductos, lo que proporciona un alto nivel de confort durante todo el año. La distribución actual incluye: •2 dormitorios (posible 3) amplios, uno de ellos con acceso a un vestidor independiente, •2 cuartos de baño, •Un gran salón ideal para recibir visitas o relajarte en familia, •Y una cocina independiente, con posibilidad de rediseñarla a tu gusto. La reforma está avanzada pero te ofrece la oportunidad de personalizar los acabados de baños, cocina y carpintería, adaptando el espacio completamente a tu estilo y necesidades. Ubicada en una de las zonas más codiciadas de la ciudad, en los Bulevares, a escasos minutos del Parque del Retiro, la vivienda está rodeada de todos los servicios: zonas de ocio, comercios, colegios, restaurantes y una excelente conexión con transporte público y principales vías de comunicación. Un piso con carácter, en una ubicación inmejorable, listo para convertirse en el hogar que siempre has soñado. ¡Ven a verlo!",False,good,False,6658.0,True,False,False,False,[],False,False,799000.0,€,flat,,"Ibiza, Madrid",Piso en calle del Alcalde Sainz de Baranda,5,False,Retiro,Ibiza,True,,,,,,
108802794,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/62/b8/1347853185.webp,P1 4E ,19,434900.0,flat,sale,80.0,3,2,"avenida Provisional Ahijones Berrocales Cuatro, 85",Madrid,Madrid,es,40.3681514,-3.5753827,True,https://www.idealista.com/obra-nueva/108802794/,"Pisos de 2, 3 y 4 dormitorios con plaza de garaje y trastero incluido. Tu nueva vida empieza aquí: pisos de obra nueva en Madrid con todo lo que necesitas  Si estás buscando una vivienda nueva en Madrid que combine confort, eficiencia energética, diseño y una excelente ubicación, Residencial Ipanema es la oportunidad perfecta. Ubicado en Los Berrocales, uno de los desarrollos urbanísticos más prometedores de la capital, este exclusivo proyecto ofrece 58 pisos de obra nueva de 2, 3 y 4 dormitorios, pensados para ofrecer calidad de vida, eficiencia y bienestar en cada detalle. Sé de los primeros en elegir tu nuevo hogar en una de las zonas con mayor proyección de Madrid y disfruta de un entorno diseñado para el presente y preparado para el futuro.  Viviendas con calificación energética A  Todas las viviendas cuentan con Calificación Energética A, una garantía de eficiencia, ahorro energético y compromiso con el medio ambiente. Incorporan un sistema de aerotermia con apoyo de paneles fotovoltaicos, así como suelo radiante y refrescante, lo que proporciona una temperatura confortable durante todo el año, sin necesidad de sistemas de calefacción o refrigeración tradicionales.  Este tipo de climatización, además de ser respetuosa con el entorno, permite un mayor control del consumo energético y una reducción notable en los gastos mensuales, mejorando el confort de forma eficiente.  Personaliza tu hogar: elige tu hogar a tu gusto  Uno de los grandes valores añadidos de Residencial Ipanema es que puedes adaptar tu casa a tu estilo. Gracias al programa de libre elección de calidades, podrás seleccionar entre diferentes acabados en suelos, pintura y cocina. Así, tu hogar no solo será funcional y moderno, sino también reflejo de tu personalidad y gustos.  Además, las viviendas incluyen cocinas completamente amuebladas y equipadas con electrodomésticos, preparadas para que puedas empezar a vivir desde el primer día sin preocuparte por reformas o instalaciones.  Zonas comunes para disfrutar al máximo  Disfruta de zonas comunes con piscina con sistema de depuración salina, gimnasio, zona de coworking, zona de juegos infantiles, taquillas electrónicas y biciparking.  Los Berrocales: una ubicación con futuro y grandes conexiones  Los Berrocales es un desarrollo urbanístico, cercano al Ensanche de Vallecas y bien comunicado con accesos a la M-45, M-50, Autovía A.-3 y prolongación de la Gran Avenida del Sureste, permitiendo así aprovechar los servicios de un barrio consolidado, como centro de salud, residencia de mayores, escuelas infantiles, colegios, institutos, etc.  Tu futuro hogar está en Residencial Ipanema  Residencial Ipanema se ubica en la Etapa III del sector Berrocales. Esta zona ha sido planificada para ofrecer una combinación equilibrada de viviendas modernas, espacios verdes, servicios, centros educativos y zonas comerciales.  Visítanos y da el primer paso hacia tu nuevo hogar  Nuestro equipo comercial está disponible para asesorarte y ayudarte a elegir la vivienda que mejor se adapta a tus necesidades.  Te esperamos en nuestra oficina de ventas al lado de la Junta de Compensación de Los Berrocales, Madrid, donde podrás descubrir todo lo que ofrece Residencial Ipanema, una promoción pensada para mejorar tu vida.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",False,newdevelopment,True,5436.0,True,False,False,False,[],False,False,434900.0,€,flat,,"Los Berrocales, Madrid","Piso en avenida Provisional Ahijones Berrocales Cuatro, 85",4,True,Vicálvaro,Los Berrocales,True,,,,True,True,False
108784078,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/eb/9c/1355705511.webp,2505,40,1350000.0,chalet,sale,258.0,4,3,calle Mar del Caribe,Madrid,Majadahonda,es,40.4628782,-3.8636564,False,https://www.idealista.com/inmueble/108784078/,"¡Descubre tu nuevo hogar! Este impresionante chalet independiente con placas solares, ubicado en una exclusiva parcela totalmente ajardinada de 1219 m², es el refugio perfecto para disfrutar de la tranquilidad y el confort. Con una superficie construida de 258 m², la vivienda se distribuye en una sola planta, ofreciendo un amplio salón dividido en dos ambientes, ideal para compartir momentos inolvidables con familia y amigos. La cocina, con acceso directo al jardín y a un comedor con despensa es el espacio perfecto para dar rienda suelta a tu creatividad culinaria. La joya de esta propiedad es su espectacular piscina salina, que cuenta con escalera integrada y ducha solar, rodeada de un hermoso jardin con porche techado que ofrece vistas inigualables. Además, la parcela cuenta con un sistema de riego automático, una zona de cenador y un huerto, convirtiéndola en un verdadero oasis. Con 4 dormitorios, incluyendo 2 suites amplias, cada rincón de esta casa está diseñado para el máximo confort. El chalet también cuenta con un amplio garaje independiente con capacidad para 2 coches y una instalación para cargador eléctrico. La bodega de 30 m², accesible desde el jardín, es perfecta para los amantes del vino. Otras características incluyen aire acondicionado en algunas estancias, calefacción de gas natural, alarma y agua de pozo. Además, hay varias casetas que pueden servir como zona de ocio o almacenamiento. ¡No dejes pasar esta oportunidad única de vivir en un entorno privilegiado!",False,good,False,5233.0,True,False,True,False,[],False,False,1350000.0,€,chalet,independantHouse,"Zona Monte el Pilar, Majadahonda",Casa independiente en calle Mar del Caribe,,,Zona Monte el Pilar,,,,,,True,True,
108555890,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d6/d2/98/1351393356.webp,,19,950000.0,flat,sale,93.0,3,1,"CL MAGALLANES, 9",Madrid,Madrid,es,40.4341456,-3.70589,True,https://www.idealista.com/inmueble/108555890/,"¡Descubre tu nuevo hogar en el corazón de Madrid! Este magnífico piso de tres dormitorios, recién reformado, se encuentra en el encantador barrio de Arapiles, dentro del distrito de Chamberí. Con una ubicación inmejorable, a solo un minuto de la plaza de Quevedo, disfrutarás de todas las comodidades que ofrece la ciudad.  El piso, destaca por su luminosidad gracias a su orientación exterior. Cuenta con un amplio salón que se abre a un balcón acogedor. La cocina está equipada para satisfacer todas tus necesidades. Además, dos de los dormitorios y el salón cuentan con balcones a la calle que dan una luminosidad impresionante! La finca, construida en 1935, combina el encanto clásico con las comodidades modernas, incluyendo portero físico y ascensor. La calefacción y el aire acondicionado garantizan un ambiente agradable durante todo el año. Con todos los servicios y comercios a tu alrededor, este piso es perfecto para quienes buscan calidad de vida en una de las mejores zonas de la capital. ¡No pierdas la oportunidad de visitarlo!",True,good,False,10215.0,True,False,True,False,[],False,False,950000.0,€,flat,,"Arapiles, Madrid","Piso en Cl Magallanes, 9",4,True,Chamberí,Arapiles,True,,,,,,
