propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.parkingSpacePrice
107564269,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/f4/f9/1339770816.webp,W-02XYX4,15,1,869000.0,flat,sale,103.0,True,2,3,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4283845,-3.6724961,False,https://www.idealista.com/inmueble/107564269/,"Bonito piso de dos habitaciones en el corazón de Salamanca Te presentamos este coqueto piso recién reformado en la calle Don Ramón de la Cruz, listo para estrenar. Ubicado en un edificio con ascensor y portero, este hogar ha sido reformado hace apenas unos días con las últimas calidades, ofreciendo un diseño moderno y funcional. Todo es completamente nuevo, desde los suelos hasta los acabados. Cuenta con dos amplias habitaciones dobles, ambas con baño en suite, además de un aseo de cortesía. La cocina se integra al salón, creando un espacio abierto y acogedor. La vivienda da a un maravilloso patio de manzana, un entorno privilegiado con abundante vegetación que aporta una sensación de tranquilidad y paz difícil de encontrar en el centro de la ciudad. Situado en una de las mejores zonas del barrio de Salamanca, rodeado de comercios de moda, restaurantes y todos los servicios, con excelente conexión al transporte público. Un piso ideal tanto para familias pequeñas que buscan comodidad y calidad de vida, como para inversores que deseen rentabilizarlo con un alquiler en una de las mejores zonas de Madrid. ¡No dejes pasar esta oportunidad y ven a visitarlo! El barrio de Salamanca es una de las zonas más relevantes de Madrid, tanto por su peculiar distribución como por los vecinos que tradicionalmente han habitado sus emblemáticas calles. Su construcción data de la segunda mitad del siglo XIX y corresponde a la ampliación urbanística llevada a cabo durante el reinado de Isabel II. El precursor al que se debe su nombre fue el malagueño José de Salamanca y Mayol, Marqués de Salamanca, quien concibió un nuevo emplazamiento con una cuidada edificación que albergara a las clases aristocráticas y burguesas de Madrid. De estilo decimonónico, se caracteriza por su especial distribución regular en forma de damero con calles perpendiculares. Sus edificios gozan de especial interés gracias a su calidad arquitectónica y la belleza de sus fachadas. Tradicionalmente Salamanca fue una zona de uso residencial, especialmente habitada por las élites políticas y económicas del país. En los últimos cincuenta años este carácter residencial convive con otras actividades como la empresarial, la diplomática y, especialmente la comercial ya que es una de las áreas de moda de lujo más importantes de la capital.",True,good,False,True,8437.0,False,False,True,False,[],False,False,869000.0,€,,,flat,,"Lista, Madrid",Piso en calle de Don Ramón de la Cruz,Destacado,,,,,
84076445,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/fa/30/1356836701.webp,2402298,17,2,274800.0,flat,sale,80.0,True,3,1,calle Fernando Magallanes,Madrid,Torrejón de Ardoz,Noreste,es,,40.4632075,-3.4488485,False,https://www.idealista.com/inmueble/84076445/,"No cobramos ningún coste al comprador, ayudando a gestionar su hipoteca sin coste adicional.  -Somos Líderes en Ventas en Torrejón de Ardoz, Asesoramiento Altamente Cualificado- Piso en Zona La zarzuela, piso seminuevo de 80 m2, 3 habitaciones, baño, salón independiente, cocina equipada, Ascensor, la vivienda está para entrar a vivir, suelo de parquet, puertas de sapeli, ventanas de aluminio, aire acondicionado, Garaje incluido en el precio. Está situado en una de las mejores zonas del municipio, a pocos metros de la nueva estación de soto del henares donde se puede ir andando, nuevo centro comercial en la zona, No dude en visitarlo. *FOTOGRAFÍAS EN PROYECTO 274.800 € Es importante informaros que gracias a las recomendaciones de clientes únicos, junto con importantes inversiones en publicidad y tecnología,  actualmente tenemos una elevada lista de espera de clientes interesados en comprar para la mayoría de las viviendas.  Para atenderos lo antes posible, podéis escribirnos al whatsApp:  Innovación Inmobiliaria. Www. CASSAS. es. -VENDE RÁPIDO AL MEJOR PRECIO- Evitando comisiones abusivas y costes adicionales al comprador.",True,good,False,True,3435.0,True,False,False,False,[],False,False,274800.0,€,True,True,flat,,"Noreste, Torrejón de Ardoz",Piso en calle Fernando Magallanes,Destacado,,,,,
107409738,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/fa/31/1311885693.webp,5057,24,5,4095000.0,flat,sale,275.0,True,3,3,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4356194,-3.6859678,False,https://www.idealista.com/inmueble/107409738/,"HousinGo presenta este espectacular piso de 3 dormitorios y 3 baños, completamente reformado, que ofrece vistas directas al icónico Museo Lázaro Galdiano. Situado en el corazón del distinguido barrio de Castellana, dentro del codiciado distrito de Salamanca, esta propiedad se encuentra en un edificio de alto nivel con portero físico y ascensor, a pocos pasos de la estación de metro Gregorio Marañón. Ubicado en la quinta planta, este amplio y luminoso piso destaca por su diseño moderno y la abundante luz natural que inunda todas sus estancias. Una de sus principales características es la terraza exterior, perfecta para disfrutar de vistas despejadas hacia el museo, lo que aporta un toque exclusivo a la vivienda. Además, cuenta con una terraza interior orientada hacia un amplio patio de manzana, que mejora la ventilación y añade aún más luminosidad al espacio. La propiedad incluye una plaza de garaje en sistema rotativo, garantizando comodidad y seguridad en una de las zonas más exclusivas de Madrid. Este piso, con su reforma impecable y ubicación privilegiada, es una oportunidad única para quienes buscan una vivienda moderna, elegante y con encanto en el corazón de la capital. El Barrio de Salamanca es el distrito más selecto de Madrid y uno de los enclaves con mayor calidad de vida en Europa. Concebido a mediados del siglo XIX, sus majestuosas fachadas y amplias avenidas mantienen la elegancia y distinción propias de su época. Este histórico barrio no solo te fascinará por su rica oferta comercial, cultural y de ocio, sino también por su prestigiosa gastronomía. En sus calles se encuentran algunas de las embajadas más relevantes, así como monumentos icónicos como la Plaza de Colón o la Puerta de Alcalá. Además, alberga el renombrado espacio gastronómico Platea y la exclusiva “Milla de Oro” en la calle Serrano, donde se concentran las firmas más prestigiosas a nivel mundial.   HousinGo, by David de Gea. Somos una agencia inmobiliaria especializada en la venta y alquiler de activos residenciales en zonas Prime de Madrid. Contamos con tres oficinas de atención al público, una en CALLE AYALA 62, otra en CALLE SERRANO 81, y otra en CALLE VELÁZQUEZ 117, en el Barrio de Salamanca. Por petición de algunos clientes, no publicamos una gran parte de nuestros inmuebles en portales inmobiliarios. Aunque la mayoría de nuestra cartera está en nuestra página web, frecuentemente tenemos nuevas oportunidades de inversión que se comercializan totalmente off-market. Si está interesado en alquilar, vender o comprar, puede contactarnos a través de nuestro teléfono fijo enviarnos un WhatsApp a o visitarnos en una de nuestras oficinas. Disponemos de un servicio de Call Center 24 horas al día, 365 días al año, para poder atenderles de manera ininterrumpida. .",True,good,False,True,14891.0,True,False,False,False,[],False,False,4095000.0,€,True,True,flat,,"Castellana, Madrid",Piso en calle de Serrano,Destacado,,,,,
107613911,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/e1/4a/1341397230.webp,,71,,540000.0,chalet,sale,250.0,,4,3,"calle Berrocosa, 5",Madrid,Soto del Real,,es,,40.7628455,-3.7770956,True,https://www.idealista.com/inmueble/107613911/,"B2V InmobiliariA comercializa en EXCLUSIVA Enrique Vallinas Lázaro Pablo Batres Vivienda de construcción tradicional en zona ""Mirador de la Sierra"" en Soto del Real. muy tranquila con gran privacidad y fantásticas vistas hacia la sierra de Guadarrama, Cuerda Larga, Pedriza... Su ubicación y cercanía con los servicios la hacen idónea para aquellos que buscamos privacidad sin dejar de lado una buena conectividad. Distribución de la vivienda PLANTA PRINCIPAL -Encontramos un zaguán acristalado tipo inglés desde el cual nos adentramos en la vivienda, encontramos un distribuidor hacia las distintas alturas de la casa. - Luminoso salón comedor con chimenea y distintos ambientes. Contamos con grandes ventanales y unas vistas increíbles hacia la sierra del Guadarrama y el jardin posterior -Cocina equipada, muy amplia con espacio suficiente para una mesa -1 baño completo con bañera -2 habitaciones amplias. PLANTA SUPERIOR -2 habitaciones, una de ellas de grandes dimensiones, con armarios empotrados, actualmente una de ellas se destina a despacho -Baño completo con plato de ducha -Espectacular terraza de mas de 25m2 con increíbles vistas despejadas hacia la sierra del Guadarrama, cuerda larga. PLANTA BAJA La planta baja tiene una superficie similar a las otras plantas. -Zona de garaje/ cuarto de lavado -Baño con plato de ducha. -Una estancia de grandes dimensiones que actualmente se utiliza como dormitorio -Otra estancia que hace las veces de salón/sala de estar con acceso directo al jardín y chimenea. El jardín dispone con riego automatizado, disponemos de una gran explanada en la parte posterior de la vivienda con muchas posibilidades, perfecta para ubicar una piscina, zona de barbacoa, etc. Contamos con un porche pergolado muy agradable para disfrutar de los días mas calurosos En uno de los laterales de la vivienda tenemos el cuarto de calderas. SOTO DEL REAL Población en constante evolución, de cotización en alza con la próxima llegada del tren de cercanías al pueblo, lo que le dotará de mejor comunicación con la capital. Soto del Real, antigua villa Chozas de la Sierra, es un municipio español de la provincia y Comunidad de Madrid. Se sitúa en la cara sur de la sierra de Guadarrama, más concretamente en la zona de esta conocida como Cuerda Larga. El valle más próximo al municipio es la Hoya de San Blas. Se encuentra situada a 46 km por carretera de la ciudad de Madrid y a 11 km de Colmenar Viejo. Soto del Real tiene 6 líneas de autobús, cuatro de ellas teniendo cabecera en el Intercambiador de Plaza de Castilla: - Línea SE720: Colmenar Viejo - Manzanares el Real - Línea 720: Colmenar Viejo (FFCC) - Collado Villalba - Línea 721: Madrid (Plaza de Castilla)-Colmenar Viejo - Línea 724 (afueras del municipio): Madrid (Plaza de Castilla) - Manzanares el Real - El Boalo - Línea 725: Madrid (Plaza de Castilla) - Miraflores - Bustarviejo – Valdemanco - Línea 726: Madrid (Plaza de Castilla) - Guadalix – Navalafuente En Soto del Real hay cuatro guarderías (una pública y tres privadas), dos colegios públicos de educación infantil y primaria, un instituto de educación secundaria. Soto del Real dispone de un instituto público que provee de secundaria y bachiller y un colegio concertado católico, que dispone de infantil, primaria, secundaria, bachiller y formación profesional de grado medio y superior. Para más información o concertar una visita pueden ponerse en contacto. Pablo Batres Enrique Vallinas Lázaro B2V InmobiliariA, servicios inmobiliarios en la sierra de Madrid y alrededores.",True,good,False,,2160.0,True,False,False,False,[],False,False,540000.0,€,True,True,chalet,independantHouse,Soto del Real,"Casa independiente en calle Berrocosa, 5",Destacado,,,,,
107918106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/21/e6/c1/1328406157.webp,OFIVENT 519,45,,465000.0,chalet,sale,192.0,,5,4,calle de San Miguel,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0243629,-3.592614,False,https://www.idealista.com/inmueble/107918106/,"**Chalet Independiente en Venta en Aranjuez** Descubre este espectacular chalet independiente de 192 m² construidos, ubicado en la mejor zona de Aranjuez. Con un amplio terreno de 306 m², este hogar ofrece un espacio ideal para disfrutar en familia. La propiedad se distribuye en tres alturas, brindando comodidad y privacidad. En la planta baja, encontrarás un apartamento independiente con un dormitorio, salón-cocina americana y un baño completo con ducha, perfecto para invitados o como oficina. En la primera planta, la cocina independiente se conecta con un luminoso salón-comedor que tiene acceso directo al patio, donde podrás relajarte junto a la piscina particular y disfrutar de inolvidables momentos en la zona de barbacoa. La última planta alberga los dormitorios, todos con armarios empotrados y dos baños completos, uno de ellos con acceso a una terraza que ofrece vistas maravillosas. Este chalet se encuentra en excelente estado de conservación y cuenta con calefacción de bomba de frío/calor y gas natural. Además, incluye una plaza de garaje para un coche y una moto, así como un trastero. La ubicación es inmejorable, cerca de todos los servicios y comodidades que Aranjuez tiene para ofrecer. ¡No dejes pasar esta oportunidad única de vivir en un hogar que lo tiene todo!",True,good,False,,2422.0,True,False,False,False,[],False,False,465000.0,€,True,True,chalet,independantHouse,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Casa independiente en calle de San Miguel,Destacado,,,,,
108733798,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/77/cc/1353555796.webp,853482,53,1,430000.0,flat,sale,128.0,False,3,2,avenida del Doctor García Tapia,Madrid,Madrid,Moratalaz,es,Marroquina,40.4079612,-3.6373111,False,https://www.idealista.com/inmueble/108733798/,"Housfy vende admirable piso en Moratalaz. Se vende piso en Moratalaz, Madrid, perfecto para familias o parejas que busquen un lugar cómodo para su día a día. Este piso fue construido en el año 1985 en Madrid. Consta de 128 m2 muy bien distribuidos. Características del inmueble: - Maravilloso piso de 128 m2 en Marroquina. (Los metros cuadrados están verificados con la Dirección General de Catastro) - La vivienda dispone de 3 habitaciones y 2 baños, perfecto para una familia. - Acogedor salón con amplio espacio de luz natural, creando un precioso y único espacio. - Una puerta blindada para garantizar su seguridad en todo momento. - Ascensor. - Interior. - Terraza. - Con una apropiada cocina. Respecto a la ubicación, se sitúa en Madrid. Con todos los servicios que puedas necesitar para facilitar tus días en todo momento. No lo dudes más y contacta con nosotros para agendar una visita, conseguiremos la vivienda de tus sueños. El precio de venta no incluye gastos de la compraventa como notaría, registro, impuestos, ni tampoco honorarios agencia. Esta publicación no es vinculante. Consulta siempre la nota simple con Housfy antes de formalizar la compraventa. Sobre nosotros. Housfy es la plataforma integral de servicios inmobiliarios. Nuestra combinación de expertos y tecnología pone al alcance de todo el mundo servicios cómodos, claros y seguros. AICAT número: 7922. Nos encargamos de la gestión y asesoramiento de la compra. ¡Olvídate de todo! Hacemos los trámites por ti. Y, si además necesitas financiación, ponemos a tu disposición un bróker hipotecario para ayudarte a conseguir las mejores condiciones para tu perfil económico. ¿Tienes alguna duda? Pregúntanos sin compromiso o visítanos en housfy. com.",False,good,False,True,3359.0,True,True,False,False,[],False,False,430000.0,€,,,flat,,"Marroquina, Madrid",Piso en avenida del Doctor García Tapia,Destacado,,,,,
108632770,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/22/6e/52/1350869594.webp,US1010725,37,en,335000.0,flat,sale,100.0,True,3,2,calle Visitación,Madrid,Madrid,Usera,es,Almendrales,40.3808459,-3.7009273,False,https://www.idealista.com/inmueble/108632770/,"VOhome propiedades Carabanchel ofrece en exclusiva, magnifico piso en Almendrales (Usera).  El inmueble se distribuye en: 3 habitaciones, 2 baños, amplio salón comedor, cocina office independiente, tendedero y balcón en una de las habitaciones.  ¡Plaza de Garaje incluida en el precio!  El piso destaca por su buen estado de conservación y su luminosidad ya que cuenta con doble orientación Sureste y noreste. Cuenta con suelo de parquet, paredes de gotelé, doble ventana de aluminio y amplio armario empotrado en el pasillo. Dispone de calefacción individual de gas natural y aire acondicionado en el salón y en 2 habitaciones.  En los alrededores podemos encontrar locales comerciales de todo tipo, supermercados, farmacias, bares, restaurantes, entre otros. Cuenta con buena comunicación por transporte púbico. Se encuentra a 550 metros de la estación de Metro Almendrales (L3). En los alrededores del inmueble encontramos las paradas de autobuses líneas: 18, 22, 59, 76, N13, 78, N14, 79, 85, 86. El piso se encuentra a 600 metros del Hospital 12 de octubre donde podemos encontrar la estación de Cercanías C5. No deje pasar la oportunidad de visitar este magnifico piso. ¡Póngase en contacto para coordinar una visita! En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría-Gestoría / Registro /intermediación inmobiliaria y/o Financiera.",False,good,False,False,3350.0,True,False,False,False,[],False,False,335000.0,€,True,True,flat,,"Almendrales, Madrid",Piso en calle Visitación,Destacado,349000.0,14000.0,4.0,,
108789795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/57/2a/1355184786.webp,LCM37822,23,bj,240000.0,flat,sale,68.0,True,2,1,calle de Gumersindo Azcárate,Madrid,Madrid,Usera,es,Moscardó,40.386546,-3.7102146,False,https://www.idealista.com/inmueble/108789795/,"Piso de 68 m2 a reformar en planta baja exterior con terraza situado en la zona de Usera. Se distribuye en hall de entrada, 2 dormitorios, salón, cocina independiente con acceso a lavadero y patio de uso y disfrute de la vivienda. La vivienda se encuentra para reformar con diferentes opciones de reubicación de estancias, según tus gustos y necesidades. El suministro de agua caliente y calefacción es individual a través de caldera de Gas Natural. La finca dispone de ITE favorable del año 2023 Estupenda ubicación, próximo a la calle Marcelo Usera y Rafaela Ybarra, en una zona rodeada de todos lo servicios y comercios, zonas ajardinadas y parques infantiles, al alcance de tu mano. Muy bien comunicado con las estación de Metro Usera, estación de Metro e Intercambiador de Elíptica y múltiples líneas de autobús. Fácil acceso a A42, A4, M30 y M40, por lo que el acceso al centro y extrarradio de la ciudad se convierte en cómodo y accesible. Por tanto, si buscas una vivienda para reformar a tu gusto, en un lugar bien comunicado, con todo lo que necesitas en tu vida cotidiana, ésta es una opción segura. Así pues y ahora más que nunca, ¡llámanos! Estamos trabajando para que sigas contando con nosotros en asesorarte, informarte y acompañarte en todo lo que necesites.",True,renew,False,False,3529.0,True,False,True,False,[],False,False,240000.0,€,,,flat,,"Moscardó, Madrid",Piso en calle de Gumersindo Azcárate,Destacado,,,,,
107303804,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/59/15/1308964696.webp,,38,,849900.0,chalet,sale,179.0,,5,4,avenida de la Condesa de Chinchón,Madrid,Boadilla del Monte,Sector B,es,,40.4050996,-3.9000113,False,https://www.idealista.com/inmueble/107303804/,"CAPITAL HOME VENDE CHALET PAREADO EN BOADILLA DEL MONTE La vivienda se encuentra en casco urbano muy cerca de todos los servicios, la zona ideal para una familia numerosa por sus espacios y su comodidad. La vivienda se distribuye en: - Planta baja o de entrada con cocina totalmente equipada y amueblada, aseo de cortesía, habitación en planta y salón independiente totalmente equipado con aire acondicionado con bomba de frio y de calor, con salida directa a un espacioso jardín con piscina y acceso directo al garaje privado con espacio para un coche y moto creando una zona totalmente independiente. - Primera planta donde se encuentran dos amplios y luminosos dormitorios individuales con un baño completo con plato de ducha, y un dormitorio principal con vestidor y baño en suite. - Buhardilla totalmente diáfana y muy luminosa equipada con aseo y aire acondicionado con bomba frio y calor. DEPARTAMENTO DE FINANCIACIÓN Y ASESORAMIENTO PERSONALIZADO GRATUITO. No dude en consultarnos cualquier duda y estaremos encantados de mostrarle que esta casa podría ser suya. ¡Le esperamos!",True,good,False,,4748.0,True,True,False,False,[],False,False,849900.0,€,True,True,chalet,semidetachedHouse,"Sector B, Boadilla del Monte",Chalet pareado en avenida de la Condesa de Chinchón,Destacado,,,,,
108252219,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/5d/4d/1343103589.webp,RC0146-5095,45,5,1100000.0,flat,sale,154.0,True,5,3,calle de Gaztambide,Madrid,Madrid,Chamberí,es,Gaztambide,40.433276,-3.7165294,False,https://www.idealista.com/inmueble/108252219/,"Te gustará saber: · Piso en venta en Chamberí, Madrid, con 5 habitaciones y terraza. · Situado en la 5ª planta de un edificio con ascensor, montacargas y conserje. · Salón comedor amplio con salida a la terraza. · Cocina independiente. · Tiene 5 dormitorios: cuatro dobles (tres de ellos muy amplios) y uno individual de servicio. · Hay 3 baños: dos completos y un aseo. · Calefacción central con contadores individualizados. · Es posible segregarlo en dos viviendas independientes. La comunidad lo permite y ya se ha hecho en pisos similares. · Si no quieres cambiar nada, con una pequeña actualización estará listo para alquilar o vivir. · Gastos de comunidad 252 €/mes. · Medición según el registro de la propiedad: 142 m² sin especificaciones. · Medición según catastro: 154 m² construidos con espacios comunes (135 m² de vivienda, 3 m² de terraza, 16 m² de espacios comunes). · Medición comprobada: 126 m² útiles, 146 m² construidos, sin incluir la terraza de (4,8 m² útiles y 6,4 m² construidos) y sin incluir las zonas comunes. · Nuestro servicio de agencia no tiene ningún coste para los compradores. · El precio de venta no incluye impuestos, ni gastos de notaría y registro. · Hay algunos renders intercalados entre las fotos reales. Es especial por: · Es un piso muy amplio y recibe una luz estupenda por su orientación sur. · Tiene una muy buena distribución con planta cuadrada. · Ubicación excepcional para estudiantes. A 10 minutos andando de las universidades Complutense, de Comillas, de Salamanca, Nebrija, Rey Juan Carlos y el IE Madrid. · Todos los servicios debajo de casa: supermercados, bancos, farmacias, El Corte Inglés, comercios, mercado, librerías, reprografías, etc. · Gran oferta de ocio: bares, restaurantes, cafés, y a 10 minutos andando cines, teatros y el precioso Parque del Oeste. · Sus comunicaciones: Salida inmediata a la A6, a 5 minutos andando del Intercambiador de Moncloa, Metro Argüelles (líneas 3 y 4), líneas de autobús 001, C1, C2, 1, 16, 32, 44, 32, 133, 138, 161, 162; líneas nocturnas N21, NC2. A 10 minutos de la Universidad Complutense en varias opciones de transporte público.",True,renew,False,True,7143.0,True,False,False,False,[],False,False,1100000.0,€,,,flat,,"Gaztambide, Madrid",Piso en calle de Gaztambide,Destacado,,,,,
108774142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/1f/f9/1355042592.webp,3-211,54,1,815000.0,flat,sale,123.0,True,6,3,calle de Martín de los Heros,Madrid,Madrid,Moncloa,es,Argüelles,40.4289001,-3.7168868,False,https://www.idealista.com/inmueble/108774142/,"Situada en una de las calles más representativas de Argüelles, esta vivienda de 123 m² construidos y 109 m² útiles destaca por su versatilidad. Actualmente se distribuye en seis habitaciones, tres baños completos y cocina independiente equipada, aunque originalmente contaba con cuatro dormitorios, un amplio salón-comedor y los mismos baños. Esto permite adaptarla tanto como inversión inmediata como para proyecto de hogar personalizado. Ubicada en la primera planta de un edificio de 1970, goza de una altura que garantiza privacidad y aislamiento respecto al ruido urbano. El edificio tiene siete plantas (incluidas dos inferiores) y solo dos viviendas por planta, lo que asegura tranquilidad. La comunidad está bien conservada, cuenta con ascensor y acceso adaptado para personas con movilidad reducida. La orientación suroeste proporciona gran luminosidad durante todo el día. Las estancias exteriores (salón y dormitorios principales) reciben abundante luz natural. En la parte interior, tres habitaciones (una con baño en suite) dan a un amplio patio reformado y luminoso, que aunque su uso, está muy limitado, aporta mucha luz y ambiente a las habitaciones. Ha sido alquilada a estudiantes universitarios en los últimos años, dada su cercanía a centros educativos, ubicación estratégica y buenas comunicaciones. La alta demanda en la zona la convierte en una opción rentable y segura. Martín de los Heros, 52 goza de una ubicación privilegiada, cerca de arterias como Princesa, Ferraz o San Bernardo, y de espacios verdes como el Parque del Oeste, el Templo de Debod y los jardines del Palacio Real. Está a escasa distancia de Plaza de España, Teatro Real, la Catedral de la Almudena y el Museo Cerralbo. Respecto al transporte público, está bien conectado: metro Argüelles, Moncloa, Ventura Rodríguez y Príncipe Pío a menos de 15 minutos a pie, además de múltiples líneas de autobús y acceso a M-30 y A-6. En el ámbito educativo, se encuentran cerca de centros como IES San Isidro, IES Ortega y Gasset, Ciudad Universitaria está a solo 15 minutos en transporte público, con fácil acceso a la Universidad Complutense, Politécnica, ICADE, CEU San Pablo, Comillas o ESIC. La vivienda ofrece distintas opciones de reforma, desde unificar cocina y salón tipo loft, hasta mantener la actual distribución para seguir alquilándola como inversión. Información adicional: •Gastos de comunidad: 274,71€ •IBI anual: 1097€ •ITE: desfavorable, con deficiencias en proceso de subsanación, de todo el presupuesto solo quedan ajustes en el saneamiento. •Derrama de 180€ en vigor, se hace cargo del pago la actual propiedad, y se estima que finalice en noviembre.  • Honorarios de agencia: 1,5% + IVA ¿Quieres reformar, financiar o recibir asesoramiento? En Hemic Properties te acompañamos de principio a fin. Este inmueble destaca por su ubicación, superficie y potencial.",True,renew,False,True,6626.0,True,False,False,False,[],False,False,815000.0,€,,,flat,,"Argüelles, Madrid",Piso en calle de Martín de los Heros,Destacado,,,,,
106955803,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/c4/fb/1302667659.webp,8362 ,70,,210000.0,chalet,sale,141.0,,3,3,avenida de Madrid s/n,Madrid,Patones,,es,,40.8630718,-3.4746932,True,https://www.idealista.com/inmueble/106955803/,"Hminmobiliaria tiene TU CHALET ADOSADO EN PATONES! 100% FINANCIACION 141 m construidos! ¡TÚ PROPIEDAD por MENOS de un ALQUILER! COMPRA tú PISO y OLVIDATE del ALQUILER! 100% FINANCIACIÓN! SIN ENTRADA! SIN COMISIONES! Buena opción como PRIMERA VIVIENDA o como INVERSION! Solo con tus INGRESOS y los gastos de escrituras! NADA mas! 8362 - CHALET ADOSADO de 2 planta: Planta BAJA: garaje para un coche, amplio salón-comedor con salida al patio trasero, cocina, aseo y recibidor con armario de cortesía. Tiene patio trasero y delantero! Planta ALTA: 3 dormitorios con armarios empotrados (el principal en suite y con balcón) y un baño  ¡ NO te COBRAMOS COMISIÓN, NI por la VENTA de la VIVIENDA NI por la TRAMITACIÓN del PRÉSTAMO! Solo tienes que disponer de los gastos de escritura y el resto te lo financia el banco hasta el 100% del valor de la compra. Cada cliente es ÚNICO, cada Compra es ÚNICA, cada Vivienda es ÚNICA. 100%! FINANCIACIóN! SIN ENTRADA! Sin COMISIONES, NI por la VENTA, NI por la TRAMITACION de la venta NI del préstamo! Solo con TUS INGRESOS y los gastos de escrituras! NADA mas! HMInmobiliaria convirtiendo desde 1.989 los SueÑoS en HoGaReS!",True,good,False,,1489.0,True,False,False,False,[],False,False,210000.0,€,True,True,chalet,terracedHouse,Patones,Chalet adosado en avenida de Madrid s/n,Destacado,,,,,
108305295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/54/42/1340146211.webp,,29,bj,295000.0,flat,sale,87.0,True,3,1,calle del Amparo,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4070734,-3.7014859,False,https://www.idealista.com/inmueble/108305295/,"Agencia inmobiliaria de Madrid zona Lavapies – Embajadores – Tirso De Molina Tecnocasa ESTUDIO REAL DE LAVAPIES SL VENDE piso exterior de 87 m2, piso distribuido en salón, cocina, con 3 DORMITORIOS, 1 BAÑO, ALMACEN y PLAZA DE GARAJE. POSIBILIDAD DE VIVIENDA DE USO TURISTICO. Planta baja cercana a estaciones de metro L5 La Latina, L3-Lavapies y Embajadores-L3-L5. L1-Tirso de Molina, a 10 minutos de la estación de Atocha. Buena comunicación con autobuses y a escasos 5 minutos de Renfe Embajadores. Para más información contacta con nosotros sin ningún tipo de compromiso y concierta una cita en la que además de conocer la vivienda te informará sobre las condiciones de financiación actuales, uno de nuestros asesores financieros de Kiron.",True,good,False,False,3391.0,True,False,False,False,[],False,False,295000.0,€,True,True,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle del Amparo,Destacado,,,,,
