propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,detailedType.subTypology,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
104612647,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/dc/93/1226066852.webp,,12,,1890000.0,chalet,sale,500.0,,6,5,"paseo Club Deportivo, 2",Madrid,Pozuelo de Alarcón,es,40.41914,-3.807,True,https://www.idealista.com/inmueble/104612647/,"Chalet pareado, en una de las mejores urbanizaciones estilo americana y familiar para vivir con su familia. Colinda con la zona de jardín común y pista para correr, patinar, salir con la bicicleta, etc. Se trata de un chalet práctico de entreplantas. Con una cocina amplia y un salón con varias zonas de descanso. Chimenea.  porche y piscina. Barbacoa. Zona despacho, despensa, baño, zona de cine, zona de gym, habitación de servicio con baño en suite. Aparcamiento y trastero. La planta 1 con tres habitaciones y 2 baños. La superior, master suite principal con baño y vestidor. La vivienda es un capricho. Con suelo radiante, mucha luz por sus ventanales. Por orden de la propiedad no se publican fotos del interior de la vivienda, pero le animamos a pedirnos ampliacion de informacion y visita.  somos especialistas en la zona de pozuelo de alarcon, somosaguas, la finca, urbanizaciones, y toda la zona noroeste.   disponemos de otros chalets en la misma urbanizacion no publicados -off market- y en zonas de alrededor.  por favor, consultenos sin compromiso. No cobramos honorarios al comprador. Atendemos todos los dias de la semana.",False,good,False,,3780.0,False,False,False,False,[],False,False,1890000.0,€,chalet,"La Finca, Pozuelo de Alarcón","Chalet adosado en paseo Club Deportivo, 2",Zona Prado de Somosaguas - La Finca,La Finca,terracedHouse,True,True,,,,
106880613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/5d/e2/727745193.webp,,35,4,290000.0,flat,sale,45.0,True,1,1,calle de la Huerta del Bayo,Madrid,Madrid,es,40.4100605,-3.7045769,False,https://www.idealista.com/inmueble/106880613/,"Céntrico, a 10 minutos de plaza mayor comunicado, comercios, metro y autobuses, entorno tranquilo, ascensor. Súper soleado y luminoso. Ideal parejas, cuco y bohemio. La antigua portería (para reforma integral), se vende y está colindante se podrían unir. Llamar para mayor información. Se vende como cuerpo cierto.  Semi amueblado. Solvencia económica demostrable. Abstenerse empresas o similares para subarriendo.",False,good,False,True,6444.0,False,False,False,False,[],False,False,290000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de la Huerta del Bayo,Centro,Lavapiés-Embajadores,,,,,,,
108602951,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/fd/1c/1349705761.webp,,23,2,185000.0,flat,sale,59.0,True,2,1,calle Sierra Aitana,Madrid,Madrid,es,40.3754909,-3.6200945,False,https://www.idealista.com/inmueble/108602951/,"Prime houses vende magnífico piso de dos dormitorios, SIN ascensor. Listo para vivir, el inmueble consta de salón, cocina independiente, dos dormitorios, un baño completo. El inmueble cuenta con todos loa servicios tanto públicos como privados como lo son farmacias, supermercados, metro, etc. Si quieres más información no dudes en contactar con nosotros.",False,good,False,False,3136.0,False,False,False,False,[],False,False,185000.0,€,flat,"Casco Histórico de Vallecas, Madrid",Piso en calle Sierra Aitana,Villa de Vallecas,Casco Histórico de Vallecas,,,,,,,
108048821,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ef/3d/ca/1332297805.webp,RMA-PARDO,22,,800000.0,chalet,sale,187.0,,6,2,Barrio El Pardo,Madrid,Madrid,es,40.5174647,-3.7792608,False,https://www.idealista.com/inmueble/108048821/,"¡OPORTUNIDAD ÚNICA EN EL PARDO! Chalet pareado con jardín, garaje cerrado, trastero y vistas al río Características principales: Ubicación privilegiada en El Pardo, en plena naturaleza y con vistas despejadas al río. A solo 5 minutos del centro de Madrid. 6 dormitorios de generosas dimensiones. 2 baños completos. Buhardilla diáfana forrada en madera, perfecta como sala de estar, despacho, estudio o zona de juegos. Jardín privado ideal para disfrutar al aire libre en un entorno tranquilo. Garaje cerrado con acceso directo a la vivienda. Trastero para almacenamiento adicional. Vivienda a reformar, con excelentes posibilidades de redistribución y personalización. Esta es tu oportunidad de adquirir un chalet con alma en uno de los enclaves más especiales de Madrid. Ubicado en una zona residencial tranquila y rodeada de naturaleza, este chalet pareado te permitirá vivir con la paz y la privacidad del campo.. . ¡a un paso de la ciudad! La orientación, la luz natural y las vistas al entorno natural del Parque del Pardo convierten esta vivienda en un proyecto ideal tanto como residencia habitual como inversión para revalorizar. Imagina diseñar tu hogar ideal en una de las zonas más exclusivas y verdes de Madrid. Espacio no te faltará: seis dormitorios, dos baños, una buhardilla única, jardín y zonas de almacenaje. Además, su estructura ofrece múltiples opciones para adaptarla a las necesidades de cualquier familia o estilo de vida. Ven a visitarlo y déjate sorprender por su entorno, su potencial y su ubicación inmejorable. ¡Llama ahora y solicita más información sin compromiso! En caso de existir dos o más clientes interesados en la propiedad, se priorizará la oferta económica más alta, siempre que esté sujeta a la elección y aceptación de la propiedad por parte del vendedor. Esta consideración será válida incluso si dicha oferta supera el precio indicado en este anuncio. Aviso legal: Este anuncio tiene carácter meramente informativo y no es vinculante, por lo que puede estar sujeto a errores u omisiones. No constituye un documento contractual. El precio de venta al público no incluye los gastos derivados del proceso de compraventa, tales como los de notaría, registro, gestión, cancelación de cargas, impuestos, plusvalía municipal, entre otros. El mobiliario, enseres u otros bienes muebles que pudieran aparecer en las imágenes no están incluidos en el precio de transmisión, salvo que se indique expresamente lo contrario en el presente anuncio.",True,renew,False,,4278.0,False,False,False,False,[],False,False,800000.0,€,chalet,"El Pardo, Madrid",Chalet pareado,Fuencarral,El Pardo,semidetachedHouse,True,True,,,,
108533459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/e1/05/1347723475.webp,1256,16,bj,116000.0,flat,sale,72.0,True,2,1,Pelayos de la Presa,Madrid,Pelayos de la Presa,es,40.3550651,-4.3416545,False,https://www.idealista.com/inmueble/108533459/,"Tu nuevo hogar Pelayos de la Presa.    Estas buscando una vivienda para alquilar o vivir? La vivienda esta alquilada actualmente lo que facilitara si lo necesitas, el pago de la hipoteca.! Descubre este magnífico piso ubicado en la Urbanización de Las Cumbres en una de las zonas más tranquilas y mejor comunicadas de Pelayos de la Presa. Una vivienda pensada para disfrutar, para vivir con calma y comodidad, con todas las estancias llenas de luz natural y una distribución perfecta que permite aprovechar al máximo cada metro cuadrado.  La vivienda cuenta con hall de entrada, dos habitaciones, baño completo, una cocina con terraza acristalada, salón independiente con terraza bañado por la luz que entra desde el gran ventanal orientado al exterior con salida a la terraza, todo ello en una finca cuidada y en una ubicación estratégica.  Los suelos de gres aportan elegancia, ventanas de madera y contraventanas de aluminio bronce. Es un lugar perfecto para el descanso y la vida familiar. La cocina mantiene el equilibrio entre funcionalidad y calidez. De diseño tradicional, con muebles en madera clara, este espacio está pensado para cocinar, disfrutar y compartir. Cuenta con una práctica tarraza acristalada que le da amplitud y desahogo, ideal para despensa que permite mantener el orden con facilidad y aprovechar el almacenamiento sin sacrificar espacio útil.  Los dormitorios con excelente entrada de luz, y amplitud suficiente para convertirse en habitaciones principales, juveniles o espacios de trabajo. El suelo de parquet de estas estancias, aporta confort térmico y estético. Los armarios empotrados garantizan almacenaje sin invadir el espacio.  El baño principal cuenta con una bañera de buen tamaño, ideal para el día a día.  Este piso dispone además trastero y cómodo aparcamiento en la puerta y una ubicación inmejorable. Las zonas comunes de la urbanización aportan un plus de calidad de vida al día a día. Uno de los mayores valores de esta vivienda es su ubicación privilegiada. Pelayos de la Presa es un municipio en crecimiento de la comunidad de Madrid, con todos los servicios necesarios para la vida diaria: supermercados, colegios, institutos, centro médico, zonas verdes, instalaciones deportivas y una gran oferta de comercios de proximidad. Además, su cercanía con la capital permite estar en Madrid en poco más de 30 minutos, lo que lo convierte en una alternativa ideal para quienes desean desconectar del ritmo urbano sin renunciar a la cercanía de la capital.",False,good,False,False,1611.0,False,False,False,False,[],False,False,116000.0,€,flat,Pelayos de la Presa,Piso,,,,,,,,,
104404995,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/12/ed/1219591106.webp,CH-69914-0001 SOLVIA STORE ALCOBENDAS,1,4,210000.0,flat,sale,86.0,True,3,2,calle del Bario,Madrid,Madrid,es,40.3478383,-3.6772646,False,https://www.idealista.com/inmueble/104404995/,"PISO OCUPADO. Oportunidad sólo para inversores. El activo se encuentra ocupado por persona sin justo título. Debido al estado ocupacional del activo, no se pueden realizar visitas al mismo. Piso de segunda mano en venta situado en Madrid. Cuenta con una superficie de 85 m² distribuidos en 3 dormitorios, cocina, salón y 2 baños. Posee garaje y trastero anejos. Se localiza en la cuarta planta de un edificio residencial y en sus inmediaciones dispone de todo tipo de servicios alrededor. Tiene buena comunicación tanto por transporte público como por transporte privado. Con los servicios de Solvia podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,False,2442.0,False,False,False,False,[],False,False,210000.0,€,flat,"Butarque, Madrid",Piso en calle del Bario,Villaverde,Butarque,,,,,,,
108265878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/e4/bd/1338978780.webp,,12,6,4150000.0,penthouse,sale,250.0,True,3,3,calle de Castelló,Madrid,Madrid,es,40.4322168,-3.6818993,False,https://www.idealista.com/inmueble/108265878/,"Esta espectacular vivienda en alquiler representa una oportunidad excepcional para disfrutar de una propiedad que fusiona estilo contemporáneo y confort. Con una distribución amplia y luminosa, esta casa ofrece un entorno cálido y práctico, perfecto tanto para familias como para quienes valoran los espacios abiertos y bien iluminados. Dispone de varios dormitorios y cuartos de baño, garantizando privacidad y comodidad para todos los integrantes del hogar. El interior ha sido concebido con una combinación de sofisticación y practicidad. Las paredes en tonos blancos, complementadas con detalles en ladrillo, aportan un aire moderno y elegante, mientras que los techos lisos y claros armonizan con el estilo general. Los suelos, una combinación de madera clara y mármol, generan una atmósfera acogedora y con carácter. La cocina, actual y totalmente equipada, resalta por su mobiliario y electrodomésticos en blanco, creando un lugar ideal tanto para cocinar como para socializar. Los baños, acabados en mármol, ofrecen un espacio de relajación con un toque lujoso. El confort de esta vivienda se refleja también en sus elementos modernos, como el sistema de climatización, que garantiza una temperatura agradable durante todo el año. Además, dispone de una amplia terraza con vistas despejadas, ideal para disfrutar del aire libre. Las ventanas de gran tamaño permiten la entrada abundante de luz natural, enfatizando la sensación de amplitud en todos los espacios. No deje pasar la oportunidad de conocer esta increíble propiedad y encontrar el hogar ideal para usted.",False,good,False,True,16600.0,False,False,False,False,[],False,False,4150000.0,€,flat,"Castellana, Madrid",Ático en calle de Castelló,Barrio de Salamanca,Castellana,penthouse,True,True,,,,
108854861,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/fd/00/1357088503.webp,,7,3,289000.0,flat,sale,60.0,True,3,1,calle Demetrio de la Guerra,Madrid,Pozuelo de Alarcón,es,40.4353264,-3.8168559,False,https://www.idealista.com/inmueble/108854861/,"Piso de 3 dormitorios en Pozuelo Pueblo – Ubicación céntrica con todos los servicios Se ofrece vivienda situada en el corazón de Pozuelo de Alarcón (zona Pueblo), una de las localidades más valoradas del noroeste de Madrid por su calidad de vida, cercanía a la capital y entorno residencial tranquilo. La propiedad cuenta con una distribución funcional que incluye: – Salón comedor al entrar, – Cocina independiente, – Tres dormitorios bien proporcionados, – Un baño completo. La vivienda está ubicada en una calle tranquila con todos los servicios cercanos: supermercados, transporte público, colegios, zonas verdes y comercios locales. Ideal para quienes buscan una vivienda para actualizar a su gusto y vivir en una zona consolidada con alta demanda o como inversión con buena rentabilidad. Solicita más información para concertar visita.",False,good,False,False,4817.0,False,False,False,False,[],False,False,289000.0,€,flat,"Zona Pueblo, Pozuelo de Alarcón",Piso en calle Demetrio de la Guerra,Zona Pueblo,Zona Pueblo,,,,,,,
107745263,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/8a/b8/1322030619.webp,C2-04353-0001,14,,272000.0,flat,sale,112.0,,3,2,calle Circunvalación,Madrid,Torrejón de Ardoz,es,40.4534693,-3.4558002,False,https://www.idealista.com/inmueble/107745263/,"Piso de segunda mano en venta de 111 m² situado en la localidad de Torrejón de Ardoz, Madrid. Cuenta con una superficie de 111 m² distribuidos en salón-comedor, cocina, 3 dormitorios y 2 baños. Se encuentra próximo de centros de enseñanza, iglesias, parroquias, parques, polideportivos, del campo de rugby y el pabellón de Núria Fernández, además de contar con réplicas de diversos monumentos de gran importancia como la Fontana de Trevi, la Puerta de Alcalá, el David de Miguel Ángel y la Torre Eiffel. Tiene buen acceso rodado por carretera y cuenta con diversas paradas de autobús. Con nuestros servicios podrá encontrar la vivienda que necesita y asegurar su inversión con el mejor de los asesoramientos especializados. Empiece ahora mismo pidiendo más información. Un responsable cercano a usted le atenderá personalmente.",False,good,False,True,2429.0,False,False,False,False,[],False,False,272000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso en calle Circunvalación,Sureste,,,,,,,,
102805681,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/86/5f/8d/1268612865.webp,COS-DE-01-0334,5,1,145000.0,flat,sale,90.0,True,3,1,calle Cuevas Bajas,Madrid,Madrid,es,40.369383,-3.6893312,False,https://www.idealista.com/inmueble/102805681/,"NO SE PUEDE VISITAR, NO SE PUEDE VISITAR, NO SE PUEDE VISITAR. INMUEBLE HABITADO. DESCONOCEMOS EL ESTADO INTERIOR. Vivienda situada en la planta primera de un edificio situado en el poblado en San Fermín (Usera). Tiene su fachada principal a la calle Cuevas Bajas. Superficie construida: 89,84 metros cuadrados. Superficie útil: 68,70 metros cuadrados. Consta de vestíbulo, distribuidor, cocina, baño, salón comedor, 3 habitaciones, terraza y tendedero.  ""No dude en contactar con nosotros para conseguir un inmueble por debajo de su precio de mercado”.",False,good,False,False,1611.0,False,False,False,False,[],False,False,145000.0,€,flat,"San Fermín, Madrid",Piso en calle Cuevas Bajas,Usera,San Fermín,,,,,,,
108876428,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/63/6a/1357668061.webp,DJ1242S,5,bj,159990.0,flat,sale,50.0,True,2,1,Chorrillo,Madrid,Alcalá de Henares,es,40.4904009,-3.3727312,False,https://www.idealista.com/inmueble/108876428/,"¡oportunidad solo para inversores, venta con POSESION. Condiciones especiales de compra: En este tipo de adquisiciones se requieren una serie de requisitos detallados a continuación. 1º. - no permite hipoteca sobre el inmueble, los bancos no financian estas operaciones. 2º. -en caso de interés por la propiedad, se le pedirán una serie de datos y se le pasará la información necesaria, de acuerdo a la protección de datos y su tratamiento. 3. No se escucharan ofertas por debajo del precio. 4. Siempre se visitara la propiedad por parte del cliente, SIEMPRE. El precio de venta está sujeto a la aprobación definitiva por parte de la entidad. Contáctenos para más información.",False,good,False,False,3200.0,False,False,False,False,[],False,False,159990.0,€,flat,"Chorrillo, Alcalá de Henares",Piso,Chorrillo,,,,,,,,
