propertyCode,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108557409,0,en,6800000.0,flat,sale,500.0,True,5,6,Barrio Castellana,Madrid,Madrid,Barrio de Salamanca,es,Castellana,40.4330999,-3.686838,False,https://www.idealista.com/inmueble/108557409/,"Barrio Salamanca, muy próximo a las Calles Serrano y Ortega y Gasset, excelente ubicación. IBERCORP vende en EXCLUSIVA espectacular vivienda recién reformada. Ubicada en un edificio de gran belleza, excelente portal. La vivienda ha sido rehabilitada conservado elementos originales que le aportan un carácter único. Se distribuye en amplio hall de entrada con acceso a patio privado, cocina italiana totalmente equipada con isla central, vinoteca y desayunador. La zona social se compone de un amplio salón en dos ambientes, comedor independiente ambos con bellas molduras, radiadores originales de época, suelos de pino melis con marquetería en madera de ébano, aseo de cortesía y laundry. La zona de descanso se compone de cinco dormitorios, la suite principal muy amplia, con baño de mármol con bañera y exenta y amplia ducha, vestidor independiente. Cuenta ademas con 3 dormitorios con baño en suite. Completa la vivienda un familyroom, el quinto dormitorio con vestidor, baño completo y una segunda cocina de apoyo. Cuenta en esta zona con una amplia terraza. Dispone de de dos amplios trasteros. Cabe destacar la luminosidad en toda la vivienda y la altura de techos.",False,good,False,True,13600.0,False,False,False,False,[],False,False,6800000.0,€,flat,"Castellana, Madrid",Piso,,,,,,,
96528184,0,,4000000.0,chalet,sale,200.0,,5,5,calle de Guisando s/n,Madrid,Madrid,Moncloa,es,Ciudad Universitaria,40.4689618,-3.7298892,True,https://www.idealista.com/inmueble/96528184/,"""castellana consulting, pone a su disposición, chalet en una zona exclusiva de madrid.  chalet para reforma total.  mejor ver pendiente de fotografias.",False,renew,False,,20000.0,False,False,False,False,[],False,False,4000000.0,€,chalet,"Ciudad Universitaria, Madrid",Casa independiente en calle de Guisando s/n,,,,independantHouse,,,
108600649,0,3,201000.0,flat,sale,17.0,True,1,1,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4279211,-3.7072579,False,https://www.idealista.com/inmueble/108600649/,"Pequeño pero encantador 3º piso exterior en Malasaña – 17 m² Características destacadas: 3º piso exterior sin ascensor 17 m² muy bien aprovechados Habitación única (loft-style) Baño completo Cocina con isla americana abierta al salón Perfecto para una persona o pareja que busque un espacio funcional, moderno y con personalidad. Muy luminoso y con vistas al bullicioso barrio. Vive Malasaña al máximo: A un paso de la Plaza del Dos de Mayo y San Ildefonso Mercado de San Ildefonso, barras gourmet y terrazas underground Bares emblemáticos (La Vía Láctea, La Ardosa), tiendas vintage y galerías alternativas Teatros, arte urbano y vida nocturna en un barrio vibrante y con historia Metro y bus en la puerta, excelente conectividad Un hogar con carácter en una de las zonas más auténticas de Madrid. Ideal para disfrutar la ciudad sin renunciar a estilo. Contáctanos para más información o concertar una visita.",False,good,False,False,11824.0,False,False,False,False,[],False,False,201000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,,,,,,,
107652805,0,7,239000.0,flat,sale,75.0,True,2,1,Ciudad 70,Madrid,Coslada,Ciudad 70,es,,40.4161687,-3.5416161,False,https://www.idealista.com/inmueble/107652805/,"¡Oportunidad única en la Ciudad 70! Este encantador piso semireformado de 75 m² te espera para convertirse en tu nuevo hogar. Situado en un edificio con ascensor, ofrece una luminosidad inigualable y unas vistas impresionantes. La vivienda cuenta con dos amplios dormitorios, el principal con armario empotrado, y un baño completo. El salón de paso es perfecto para tus momentos de relax, mientras que la cocina americana, completamente amueblada y con tendedero cerrado, te invita a disfrutar de tus habilidades culinarias. Los suelos de tarima y las puertas lacadas en blanco aportan un toque moderno y elegante a cada rincón del piso. Además, la doble ventana de aluminio garantiza un excelente aislamiento térmico y acústico. La calefacción por gas natural te proporcionará el confort necesario durante todo el año. No te preocupes por el espacio de almacenamiento, ya que el piso incluye un trastero con acceso directo. ¡No dejes pasar esta oportunidad y ven a visitarlo!",False,good,False,True,3187.0,False,False,False,False,[],False,False,239000.0,€,flat,"Ciudad 70, Coslada",Piso,IC-2160,,,,,,
107230033,0,4,2170000.0,penthouse,sale,125.0,True,2,3,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4252181,-3.6956156,False,https://www.idealista.com/inmueble/107230033/,"¡Descubre el ático de tus sueños en el corazón del barrio de Justicia! Este exclusivo y moderno espacio, completamente reformado, te ofrece la oportunidad de vivir en una de las zonas más vibrantes y de moda de Madrid. Con una superficie de 125 m², este ático cuenta con 2 amplios dormitorios y 3 baños, perfectos para garantizar tu comodidad. Disfruta de una terraza privada de 12 m² orientada al sur, ideal para relajarte al sol o disfrutar de cenas al aire libre. El inmueble, situado en la planta 4 de un edificio con ascensor, ha sido diseñado pensando en el confort: dispone de aire acondicionado y calefacción con bomba de frío/calor para que te sientas a gusto durante todo el año. Los armarios empotrados ofrecen un espacio de almacenamiento óptimo, mientras que la distribución exterior garantiza una excelente luminosidad. No pierdas la oportunidad de vivir en un lugar donde el estilo y la comodidad se unen. ¡Contacta para más información!",False,good,False,True,17360.0,False,False,False,False,[],False,False,2170000.0,€,flat,"Chueca-Justicia, Madrid",Ático,,,,penthouse,,,
108101709,0,,6700000.0,chalet,sale,800.0,,6,4,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5239226,-3.6223559,False,https://www.idealista.com/inmueble/108101709/,"¡Descubre tu nuevo hogar! Esta impresionante casa independiente de 800 m² está situada en una parcela de 2800 m², donde el espacio y la comodidad se unen para ofrecerte un estilo de vida inigualable. Con una distribución pensada para disfrutar, la vivienda cuenta con tres plantas que albergan un gran salón, un comedor independiente y un acogedor cuarto de estar. Además, un despacho ideal para trabajar desde casa y una cocina con office que hará las delicias de los amantes de la gastronomía. La zona de servicio cuenta con un dormitorio y baño propios, así como una práctica área de lavandería. La casa ofrece 5 dormitorios, incluyendo un espectacular dormitorio principal en suite con vestidor, perfecto para relajarte después de un largo día. Con un total de 3 baños, nunca tendrás que preocuparte por las esperas.  El sótano es un verdadero lujo, con un cuarto de juegos que promete horas de diversión para toda la familia. También encontrarás una sala de instalaciones y un trastero para mantener todo en orden. Y si tienes varios coches, el garaje tiene capacidad para tres. La vivienda se encuentra en muy buen estado y ha sido cuidada con esmero. La calefacción individual garantiza el confort durante todo el año, mientras que su orientación sur permite disfrutar de la luz natural en cada rincón.  Piscina muy bien orientada y magnífico jardín. ¡No pierdas la oportunidad de vivir en este magnífico chalet!",False,good,False,,8375.0,False,False,False,False,[],False,False,6700000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,,,independantHouse,,,
107750656,0,bj,3500000.0,countryHouse,sale,80000.0,,7,7,Campo Real,Madrid,Campo Real,,es,,40.3356308,-3.3936306,False,https://www.idealista.com/inmueble/107750656/,"Finca rústica en Rural, con 80000 m² construidos, 7 dormitorios, 7 baños, buen estado, exterior, cocina americana, trastero, patio, amueblado, portero, zonas verdes, piscina privada, incluye agua, alta suministros realizada, acceso adaptado movilidad reducida, alarma, seguridad. Descripción: Finca en rentabilidad. A 30 minutos de Madrid Consta de 8 hectáreas con un gran complejo hípico, dispone de todas las instalaciones para la cría y doma de caballos, cuenta con casa principal, dos casas para trabajadores, bastantes boxes de primera calidad, duchas alicatadas, caminador, pista descubierta y amplios prados para los animales. Ganadería: La finca actualmente cuenta con una yeguada de primer nivel. Observaciones: Dispone de agua en abundancia de un pozo con bastante caudal. Magnifico mantenimiento Este anuncio es informativo, puede contener datos erróneos. Información precisa directa al comprador.",False,good,False,,44.0,False,False,False,False,[],False,False,3500000.0,€,countryHouse,Campo Real,Finca rústica,2267-SATUR-8-HA,,,countryHouse,,,
106761549,0,,4100000.0,chalet,sale,500.0,,5,5,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5109013,-3.6206645,False,https://www.idealista.com/inmueble/106761549/,"Se ofrece en venta exclusivo y fantástico chalet individual, cuya preciosa parcela se encuentra orientada al sur. Ubicado en la mejor zona de La Moraleja. No se publican fotos por deseo expreso de la propiedad. La Moraleja es una urbanización residencial de lujo situada en el municipio de Alcobendas, en la zona norte del área metropolitana de Madrid. Linda con otras urbanizaciones como El Soto de la Moraleja y El Encinar de los Reyes. Está situada al sur de Alcobendas, en la salida 12 de la A-1E-5 en sentido Burgos. El acceso se realiza a la altura del kilómetro 12,300 por la vía de servicio tras la entrada del Encinar de los Reyes. Accesible también por la entrada a través de El Soto de la Moraleja. A La Moraleja se accede con Transporte Público mediante METRO o autobuses. Los autobuses cuentan con las siguientes opciones: L1 (La Moraleja - El Soto - La Moraleja), L2 (La Moraleja - S. S. de los Reyes - Alcobendas) así como el 155 (Soto de la Moraleja - Plaza Castilla). El 155B, también procedente de Plaza Castilla, recorre todo el Encinar de los Reyes, urbanización anexa a La Moraleja. La parada de METRO que lleva el nombre de La Moraleja, se encuentra en Arroyo de la Vega y colindante con El Soto de la Moraleja. La tipología de viviendas del conjunto de la urbanización es la unifamiliar aislada y ocho conjuntos de zonas urbanizaciones con chalés adosadas, pareadas e independientes localizados en la zona este. La ocupación máxima de la edificación es el 10% de cada parcela en las zonas centro y sur, y del 20% en la zona este. Del terreno restante solo pueden transformarse en jardín el 10% y en el resto han de respetarse las características naturales del monte. Existen dos centros comerciales con todos los servicios, incluidos supermercados. La urbanización de La Moraleja cuenta con cámaras de tráfico para vigilar las calles y para acabar con la excesiva velocidad que llevan los coches por la zona. Hay tres entidades de conservación con el fin de potenciar la vigilancia de la zona. Además, la zona cuenta con su propio servicio de vigilancia 24 horas y un sistema de alarmas conectado, opcionalmente, con la Entidad de Conservación de La Moraleja. En Idealista sólo podrá ver algunos de nuestros inmuebles, entre en nuestra página web y conozca toda nuestra oferta.",False,good,False,,8200.0,False,False,False,False,[],False,False,4100000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,True,True,independantHouse,,,
107842573,0,,5000000.0,chalet,sale,560.0,,6,6,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5144834,-3.6290061,False,https://www.idealista.com/inmueble/107842573/,"Se vende exclusiva vivienda en perfecto estado de conservación sobre magnifica parcela orientada al sur. Ubicada en la mejor zona de La Moraleja. No se publican fotos por deseo expreso de la propiedad. La Moraleja es una urbanización residencial de lujo situada en el municipio de Alcobendas, en la zona norte del área metropolitana de Madrid. Linda con otras urbanizaciones como El Soto de la Moraleja y El Encinar de los Reyes. Está situada al sur de Alcobendas, en la salida 12 de la A-1E-5 en sentido Burgos. El acceso se realiza a la altura del kilómetro 12,300 por la vía de servicio tras la entrada del Encinar de los Reyes. Accesible también por la entrada a través de El Soto de la Moraleja. A La Moraleja se accede con Transporte Público mediante METRO o autobuses. Los autobuses cuentan con las siguientes opciones: L1 (La Moraleja - El Soto - La Moraleja), L2 (La Moraleja - S. S. de los Reyes - Alcobendas) así como el 155 (Soto de la Moraleja - Plaza Castilla). El 155B, también procedente de Plaza Castilla, recorre todo el Encinar de los Reyes, urbanización anexa a La Moraleja. La parada de METRO que lleva el nombre de La Moraleja, se encuentra en Arroyo de la Vega y colindante con El Soto de la Moraleja. La tipología de viviendas del conjunto de la urbanización es la unifamiliar aislada y ocho conjuntos de zonas urbanizaciones con chalés adosadas, pareadas e independientes localizados en la zona este. La ocupación máxima de la edificación es el 10% de cada parcela en las zonas centro y sur, y del 20% en la zona este. Del terreno restante solo pueden transformarse en jardín el 10% y en el resto han de respetarse las características naturales del monte. Existen dos centros comerciales con todos los servicios, incluidos supermercados. La urbanización de La Moraleja cuenta con cámaras de tráfico para vigilar las calles y para acabar con la excesiva velocidad que llevan los coches por la zona. Hay tres entidades de conservación con el fin de potenciar la vigilancia de la zona. Además, la zona cuenta con su propio servicio de vigilancia 24 horas y un sistema de alarmas conectado, opcionalmente, con la Entidad de Conservación de La Moraleja. En Idealista sólo podrá ver algunos de nuestros inmuebles, entre en nuestra página web y conozca toda nuestra oferta.",False,good,False,,8929.0,False,False,False,False,[],False,False,5000000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,True,True,independantHouse,,,
108590977,0,2,290000.0,flat,sale,40.0,False,2,1,Barrio Pacífico,Madrid,Madrid,Retiro,es,Pacífico,40.4054208,-3.6757918,False,https://www.idealista.com/inmueble/108590977/,"AlayRealEstate presenta esta fantástica vivienda totalmente reformada, situada en pleno barrio de Pacífico Dormitorio: 2 dormitorios independientes con armario empotrado. Baño: 1 baño completo, con diseño moderno y funcional. Cocina: independiente, totalmente equipada con electrodomésticos. Salón: Espacio cómodo, ideal para relajarse. Climatización: Aire acondicionado con bomba de calor y frío + calefacción por radiadores. Estado: Reformado integralmente en 2022, listo para entrar a vivir. - Ubicación: A media calle del Metro Méndez Pelayo (L1) y a 3 minutos del Metro Pacífico (L1 y L6) y Conde de Casal (L6) Acceso inmediato a la M-30 y Atocha Renfe  A 8 minutos andando del Parque del Retiro Zona con alta demanda y excelente rentabilidad en alquiler Listo para ingresar a vivir!",False,good,False,True,7250.0,False,False,False,False,[],False,False,290000.0,€,flat,"Pacífico, Madrid",Piso,,,,,299999.0,9999.0,3.0
108511562,0,,10100000.0,chalet,sale,1000.0,,6,6,La Moraleja urbanización,Madrid,La Moraleja,La Moraleja urbanización,es,,40.5206107,-3.6247743,False,https://www.idealista.com/inmueble/108511562/,"SI QUIERES TENER EL GOLF DE LA MORALEJA A TUS PIES ESTA ES TU CASA.  Descubre esta impresionante casa independiente en venta, ubicada en el exclusivo entorno del campo de golf de La Moraleja. Esta propiedad única es un verdadero oasis de tranquilidad, privacidad y seguridad. Con un diseño moderno y elegante, cada rincón de esta casa ha sido pensado para integrarse con la naturaleza que la rodea. El jardín, meticulosamente cuidado, es el lugar perfecto para disfrutar de momentos al aire libre, mientras que su espléndido porche y la piscina privada se convierten en el refugio ideal para relajarse y disfrutar del sol. Con 1.000 m² construidos, la vivienda está distribuida de forma muy cómoda y armónica.  Esta casa es una joya en el mercado inmobiliario y está lista para convertirse en tu nuevo hogar.  Si deseas más información contacta con nosotros y te asesoramos con la máxima profesionalidad y transparencia.",False,good,False,,10100.0,False,False,False,False,[],False,False,10100000.0,€,chalet,"La Moraleja urbanización, La Moraleja",Casa independiente,,,,independantHouse,,,
107270192,0,1,900000.0,flat,sale,90.0,False,2,2,calle de Ayala,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4255398,-3.6796416,False,https://www.idealista.com/inmueble/107270192/,"Precioso piso totalmente reformado y amueblado  Primera planta interior con luz en pleno corazon de Barrio Salamanca Tenemos mas pisos en nuestra web nrealestate. es ( no todos publicados, contactanos hay de todos los presupuestos).",False,good,False,False,10000.0,False,False,False,False,[],False,False,900000.0,€,flat,"Goya, Madrid",Piso en calle de Ayala,,,,,,,
107268969,0,3,2955000.0,flat,sale,194.0,True,3,3,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4305083,-3.6780466,False,https://www.idealista.com/inmueble/107268969/,"Precioso piso reformado de lujo, exterior super luminoso con balcones a la calle 194m2 que constan de 3 habitaciones y 3 baños, cocina independiente y un amplio salon. Finca señorial preciosa, fachada clasica  No pierdas la oportunidad de verlo, tenemos mas pisos en nuestra web nrealestate. es ( no estan todos publicados, contactenos).",False,good,False,True,15232.0,False,False,False,False,[],False,False,2955000.0,€,flat,"Lista, Madrid",Piso en calle de Don Ramón de la Cruz,,,,,,,
108809967,0,3,4450000.0,flat,sale,280.0,True,3,3,calle de Serrano,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4215717,-3.6869084,False,https://www.idealista.com/inmueble/108809967/,Piso totalmente reformado en pleno Recoletos con 3 habitaciones y muchísima luz natural. Info y fotos por privado.,False,good,False,True,15893.0,False,False,False,False,[],False,False,4450000.0,€,flat,"Recoletos, Madrid",Piso en calle de Serrano,,,,,,,
108511873,0,4,1700000.0,flat,sale,220.0,True,4,5,glorieta de Quevedo,Madrid,Madrid,Chamberí,es,Trafalgar,40.4346521,-3.7033804,False,https://www.idealista.com/inmueble/108511873/,"Precioso piso reformado de lujo cerca glorieta quevedo. Tenemos mas pisos por la zona, de todos presupuestos y habitaciones. Consultanos.",False,good,False,True,7727.0,False,False,False,False,[],False,False,1700000.0,€,flat,"Trafalgar, Madrid",Piso en glorieta de Quevedo,,,,,,,
106026839,0,5,5100000.0,flat,sale,285.0,,3,3,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4263378,-3.6899549,False,https://www.idealista.com/inmueble/106026839/,"Exclusiva propiedad, ubicada en preciosa finca clásica, del barrio de Recoletos. Se trata de una vivienda exterior totalmente reformada con las mejores calidades y amueblada con exquisito gusto. Es un piso muy luminoso, con orientación sur. Se distribuye en gran salón comedor, gran cocina semi integrada de gran tamaño, separada mediante puertas correderas. La cocina también cuenta con lavandería independiente. Además, hay tres amplias habitaciones dobles y tres baños, uno de los cuales es un baño de cortesía. Dispone de portero físico y trastero en la finca.",False,good,False,True,17895.0,False,False,False,False,[],False,False,5100000.0,€,flat,"Recoletos, Madrid",Piso,000015,,,,,,
