propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,neighborhood,hasLift,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107965824,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/51/43/1335340472.webp,NAV4743,15,210000.0,flat,sale,50.0,2,1,calle de Villagarcía,Madrid,Madrid,Latina,es,40.4067427,-3.7557596,False,https://www.idealista.com/inmueble/107965824/,"¡Descubre tu nuevo hogar! Este encantador piso reformado de 50 m² te ofrece la combinación perfecta de confort y estilo. Con 2 acogedores dormitorios y un baño moderno, es ideal para parejas o pequeñas familias que buscan un espacio funcional y luminoso. La cocina americana, completamente amueblada, se integra a la perfección con el salón, creando un ambiente abierto y acogedor. Disfruta de la luz natural que inunda cada rincón gracias a su orientación exterior. Además, cuenta con calefacción eléctrica para que te sientas cómodo en cualquier época del año. El suelo de gres aporta un toque contemporáneo y fácil mantenimiento, mientras que las paredes lisas ofrecen un lienzo en blanco para que personalices tu nuevo hogar a tu gusto.  No te preocupes por el aparcamiento, ya que esta propiedad incluye una plaza de parking en superficie, un lujo en la ciudad. Muy buena comunicación, junto a Metro Batán, muy buen acceso a la A-5 y M-30 y a 5 minutos de Plaza España. Construido en 1966, este piso ha sido cuidadosamente reformado para ofrecerte todas las comodidades modernas sin perder su esencia. ¡No dejes pasar la oportunidad de visitarlo y enamorarte de él! Descubre nuestras ofertas.",False,good,False,4200.0,False,False,False,False,[],False,False,210000.0,€,flat,,"Lucero, Madrid",Piso en calle de Villagarcía,Destacado,,,bj,True,Lucero,False,,,
108624568,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/46/ae/1356462592.webp,REF_34489,37,550000.0,chalet,sale,143.0,5,3,Collado Mediano,Madrid,Collado Mediano,,es,40.6924462,-4.0131237,False,https://www.idealista.com/inmueble/108624568/,"EXCLUSIVA PROPIEDAD CON 2 VIVIENDAS INDEPENDIENTES Y GRANDES TERRAZAS CON BONITAS VISTAS EN COLLADO MEDIANO  TIENE UNA SEGUNDA VIVIENDA INDEPENDIENTE EN PLANTA BAJA. PARCELA CON VALLADO PARA HUERTO  Sin honorarios al comprador, en el privilegiado entorno natural de Collado Mediano, en el corazón de la Sierra de Madrid, Safti les presenta esta propiedad: un chalet pareado que acoge en su interior 2 viviendas completamente diferenciadas, ideal tanto para familias como para quienes buscan una inversión segura y versátil. La vivienda principal ofrece: 4 dormitorios bien distribuidos, con abundante luz natural. 3 cuartos de baño, (2 completos + 1 aseo) Un acogedor salón a dos alturas, con chimenea y gran ventanal. Cocina independiente totalmente equipada, con espacio de gran despensa y acceso a una gran terraza. Jardín con barbacoa, algunos metros de parcela vallados para huerto. Terrazas con magníficas vistas despejadas a la sierra, un auténtico privilegio visual. Garaje techado y trastero. Apartamento independiente: Una segunda unidad de uso totalmente privado, con acceso separado, perfecta para alojar familiares o invitados con total independencia o generar ingresos a través de alquiler tradicional o vacacional. Cuenta con: Un dormitorio doble. Salón con cocina integrada y baño completo. Aire acondicionado, jardín y barbacoa. Entrada independiente. Entorno y parcela: Ubicada en una urbanización privada con piscina, pista de tenis y parque infantil, esta propiedad se asienta sobre una parcela de 410 m² con excelente orientación solar y privacidad. ¡Agenda una visita!",True,renew,False,3846.0,False,False,True,False,[],False,False,550000.0,€,chalet,semidetachedHouse,Collado Mediano,Chalet pareado,Destacado,True,True,,,,,,,
108745000,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/30/1a/e8/1353860244.webp,L12 DES021,19,209500.0,flat,sale,66.0,2,1,Barrio Descubridores-Escritores,Madrid,Leganés,Centro,es,40.3243614,-3.7657231,False,https://www.idealista.com/inmueble/108745000/,"LÍNEA 12 PROYECTOS INMOBILIARIOS VENDE:  Piso en planta baja en el barrio Descubridores-Escritores de Leganés, sin barreras arquitectónicas, perfecto para movilidad reducida. Cómodo inmueble que cuenta con 2 habitaciones amplias, una de ellas con terraza, un luminoso salón-comedor, cocina y un baño reformado.  Vivienda con zonas verdes y servicios cercanos. Muy cerca del Hospital Severo Ochoa de Leganés, del centro de salud Santa Isabel y fácil acceso a carreteras.  A escasos metros de Renfe Leganés Central y metro sur con acceso a la Línea 12 de metro. Autobuses con todas las líneas.  Contamos con departamento financiero propio L12 con flexibilidad financiera.  Llámanos para visitarlo.",True,good,False,3174.0,False,False,False,False,[],False,False,209500.0,€,flat,,"Descubridores-Escritores, Leganés",Piso,Destacado,,,bj,True,Descubridores-Escritores,True,,,
108472276,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/45/ab/43/1346697531.webp,VCB178225,57,2190000.0,chalet,sale,507.0,6,7,Ciudalcampo,Madrid,Ciudalcampo,,es,40.6307103,-3.6038,False,https://www.idealista.com/inmueble/108472276/,"THE AVENUE Select Real Estate tiene el placer de presentar este espléndido chalet independiente de 507 m² construidos, recientemente reformado, sobre una imponente parcela de casi 3.000 m², con espectaculares vistas y un jardín de autor diseñado por un reconocido paisajista. La propiedad se ubica en una zona tranquila dentro de la exclusiva urbanización de Ciudalcampo, muy cerca de la entrada principal, lo que aporta comodidad sin renunciar a la privacidad. Esta vivienda destaca por su luminosidad natural, la amplitud de todos sus espacios y las impresionantes vistas que se disfrutan desde prácticamente cualquier rincón. La reforma ha sabido conjugar elegancia, funcionalidad y diseño, creando un hogar acogedor, moderno y sofisticado. La planta principal ofrece un amplio y elegante hall de entrada que da paso a un gran salón distribuido en varios ambientes, con chimenea y acceso directo al espectacular comedor. Ambos espacios se abren a una fabulosa terraza desde la que se puede disfrutar de las vistas panorámicas al entorno natural. La cocina, también de generosas dimensiones, presenta un diseño actual, con una gran zona de office y salida a un acogedor porche cerrado, ideal para disfrutar todo el año. En esta planta se encuentra también un dormitorio con baño, ideal como zona de servicio o para invitados. La planta inferior alberga tres dormitorios que comparten dos baños completos, además de un segundo salón o sala de estar con acceso directo a la zona exterior de piscina. Aquí también se encuentra una segunda cocina, zona de lavandería, despensa y un dormitorio adicional con baño en suite. En el extremo opuesto de esta planta se sitúa la magnífica suite principal: un espacio único que incluye un gran dormitorio con chimenea, vestidor, baño completo con sauna, despacho y salida directa al jardín y al porche, creando un rincón de auténtico bienestar. Sobre el jardín encontramos una bonita piscina privada. La vivienda dispone también de un gran solarium con preciosas vistas. Completan esta propiedad dos plazas de garaje techadas, zona de aparcamiento adicional y trastero exterior. En cuanto a equipamiento, cuenta con sistema de aerotermia, placas fotovoltaicas y aire acondicionado, lo que garantiza eficiencia energética y confort durante todo el año. Ubicada en el kilómetro 28 de la A1, la urbanización Ciudalcampo es una de las más exclusivas de Madrid. Ofrece seguridad privada 24 horas, zonas verdes protegidas, y unas completas instalaciones deportivas y sociales, destacando el club RACE con campo de golf de 18 hoyos, hípica, piscina, pistas de tenis y pádel, gimnasio, campos de fútbol y áreas sociales para adultos y niños. En cuanto a oferta educativa, dentro de la propia urbanización se encuentra el colegio privado y bilingüe SEK, y en la urbanización vecina de Santo Domingo, un colegio público bilingüe. A escasos minutos también se ubica el Trinity College, centro concertado bilingüe. Ciudalcampo dispone de autobuses directos a Plaza de Castilla, con paradas intermedias en el metro de San Sebastián de los Reyes y junto al Hospital público Infanta Sofía, situado a tan solo 10 minutos en coche. La urbanización también cuenta con un servicio interno de minibuses que conecta todas sus zonas residenciales. En definitiva, se trata de una propiedad única, que combina privacidad, diseño, confort, naturaleza y ubicación privilegiada. Un hogar exclusivo en uno de los entornos residenciales más seguros y cotizados del norte de Madrid.",True,good,False,4320.0,False,False,False,False,[],False,False,2190000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente,Destacado,True,True,,,,,,,
108479260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/1e/a4/1346162795.webp,RP1572025138853,25,209500.0,flat,sale,78.0,3,1,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4755806,-3.3807176,False,https://www.idealista.com/inmueble/108479260/,"Destacado: se vende piso con todas las calidades en alcalá de henares- madrid. Muy cerca del casco histórico, la zona cuenta con todos los servicios: comercios, transporte público, centro salud. Vivienda moderna, totalmente reformada, se distribuye en: hall entrada, salon amplio con aire acondicionado, terraza grande, abierta; cocina completa, equipada con vitro, terraza cerrada; 3 dormitorios con armarios empotrados, baño de tres cuerpos equipado con bañera y ventana. * ventanas climalit, suelos de tarima, calefacción central, persianas, toldo, aire acondicionado* finca construida en 1978. ¡visita sin compromiso! * asesoramiento gratuito con nuestro departamento financiero dcredit*.",True,good,False,2686.0,False,False,False,False,[],False,False,209500.0,€,flat,,"Reyes Católicos, Alcalá de Henares",Piso,Destacado,,,4,True,,True,,,
108856908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/4a/14/1357150322.webp,RP722025140293,8,560000.0,flat,sale,110.0,4,2,Barrio Peñagrande,Madrid,Madrid,Fuencarral,es,40.4845024,-3.7254623,False,https://www.idealista.com/inmueble/108856908/,"Redpiso vende inmueble de 110 m2 construidos según catastro en urbanización “TELEFONICA” de Ramón Gómez de la Serna.  Vivienda de 4 dormitorios, 2 baños (1 en suite), salón de paso con acceso a terraza abierta y cocina con terraza tendedero.  PARA REFORMAR.  El inmueble cuenta con trastero de acceso directo desde el ascensor en planta superior. POSIBILIDAD DE PLAZA DE GARAJE por 16.000€ (sin acceso directo)  Acceso para personas con movilidad reducida (2 ascensores).  ITE favorable 2015 La urbanización “TELEFONICA” cuenta con una de las zonas verdes más extensas de todo el distrito, en la que encontramos amplios jardines, parques infantiles, piscina para adultos y niños, servicio de limpieza y jardinería.  Comunicaciones: Metro línea 7 (LACOMA) // AUTOBUSES (49 33,602, 815, N20). Rápido acceso a M-30, M-40, M-607 y A. 1  El precio de la vivienda no comprende los gastos de compraventa, impuestos, ni los honorarios de intermediación inmobiliaria y/o financiera.   Para más información no dude en ponerse en contacto con nosotros.  Visite nuestra página web  DCredit Servicios Financieros, consulte condiciones de FINANCIACIÓN para esta vivienda.",False,renew,False,5091.0,True,False,False,False,[],False,False,560000.0,€,flat,,"Peñagrande, Madrid",Piso,Destacado,,,5,False,Peñagrande,True,,,
108773841,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/3c/d1/1354713604.webp,A-179,14,850000.0,flat,sale,107.0,3,2,Barrio Vallehermoso,Madrid,Madrid,Chamberí,es,40.442666,-3.7039662,False,https://www.idealista.com/inmueble/108773841/,"Se vende magnifica vivienda exterior distribuida en salón-comedor, amplia cocina independiente con tendedero, 3 dormitorios y 2 cuartos de baño, el piso con gran luminosidad dada su orientación, calefacción gas natural, suelos en tarima, la vivienda está para reformar y se admiten modificaciones en la distribución, no hay muros de carga, edificio señorial con portero, excelente ubicación en el Barrio de Rio Rosas y a escasos minutos del Parque de Santander con numerosas líneas de autobuses y a 5 minutos de la estación de metro.",False,renew,False,7944.0,False,False,False,False,[],False,False,850000.0,€,flat,,"Vallehermoso, Madrid",Piso,Destacado,,,1,True,Vallehermoso,True,,,
108905369,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/ee/80/1358508979.webp,,5,1499000.0,flat,sale,164.0,3,3,Barrio Almagro,Madrid,Madrid,Chamberí,es,40.4309013,-3.6968794,False,https://www.idealista.com/inmueble/108905369/,"ELEGANCIA ATEMPORAL EN EL CORAZON DE CHAMBERÍ. Bienvenido a tu nuevo hogar en ALMAGRO, uno de los barrios más distinguidos de MADRID. Esta exclusiva vivienda combina el encanto clásico de la arquitectura señorial con las comodidades más modernas, en una calle tranquila y arbolada a pocos pasos de todo. Con techos altos, molduras originales y amplios ventanales, cada rincón respira estilo y sofisticación. vive rodeado de embajadas, galerías de arte, restaurantes de autor y todo el carácter cultural de Chamberí sin renunciar a la calma y privacidad que hacen única a esta zona Perfecta para quienes buscan una vida urbana con esencia tradicional o una inversión segura en una de las ubicaciones más sólidas de la capital. Vivir en Almagro es una declaración de estilo. Las imágenes son infografías.",False,good,False,9140.0,False,False,False,False,[],False,False,1499000.0,€,flat,,"Almagro, Madrid",Piso,Destacado,,,5,True,Almagro,True,,,
108241702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/bb/57/1338198444.webp,GPT445,6,149000.0,flat,sale,31.0,1,1,Barrio Lavapiés-Embajadores,Madrid,Madrid,Centro,es,40.4115897,-3.6986692,False,https://www.idealista.com/inmueble/108241702/,"SI! CASA INMOBILIARIA - 买房，卖房，找欧乘房产！ DESCRIPCIÓN DE LA PROPIEDAD: Se vende acogedor piso con una superficie construida de 31 m², ubicado en planta baja. La vivienda está distribuida en dormitorio, salón-comedor y baño. Se trata de un local convertido en vivienda, actualmente en buen estado de conservación y listo para entrar a vivir. UBICACIÓN: Situado en pleno barrio de Lavapiés, una de las zonas más dinámicas y multiculturales del centro de Madrid. Este entorno ofrece una excelente conexión con transporte público (metro Lavapiés a pocos metros), así como una amplia oferta de comercios, restaurantes, espacios culturales y todos los servicios necesarios. A escasa distancia de puntos emblemáticos como el Museo Reina Sofía, Atocha o el barrio de Las Letras. SERVICIOS EXCLUSIVOS DE SI! CASA: En SI! CASA estamos comprometidos en ofrecer a nuestros clientes un servicio completo y personalizado. Al adquirir esta propiedad, te ofrecemos lo siguiente: • Buscamos las mejores opciones que se adapten a tus necesidades individuales. • Evaluamos tu situación financiera y te asesoramos en las mejores soluciones. • Te ofrecemos la opción de encargarnos de todos los trámites relacionados con la financiación. • Te guiaremos y asistiremos en cada paso del proceso de adquisición de tu futura casa. Para solicitar más información, visita nuestra oficina en Parla, calle Real 2, o llama al TEL:  COMERCIAL ENCARGADO: Feiyan, TEL:.",False,good,False,4806.0,False,False,False,False,[],False,False,149000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso,Destacado,,,bj,True,Lavapiés-Embajadores,False,159000.0,10000.0,6.0
108216285,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/dd/ab/1337392320.webp,2032,18,186500.0,countryHouse,sale,85.0,3,1,calle Estanislao Zazo,Madrid,Humanes de Madrid,,es,40.2519254,-3.8280859,False,https://www.idealista.com/inmueble/108216285/,"MB GESTION INMOBILIARIA TE OFRECE CASA EN VENTA IDEAL PARA INVERSORES EN ZONA CENTRO DE HUMANES DE MADRID! Vivienda de 85m2 construidos sobre parcela de 100m2 distribuidos en una planta  Dispone de hall recibidor de entrada, salón comedor, cocina, 2 dormitorios y cuarto de baño.  Patio de 15m2 aproximadamente, encontraremos en este acceso a un segundo comedor adicional con chimenea y también otra estancia independiente que se puede asignar su utilidad como trastero. IDEAL PARA CONSTRUIR EN EL CORAZON DEL MUNICIPIO LA CASA QUE SIEMPRE HAS SOÑADO. Se encuentra en la zona centro del municipio rodeada de todos los servicios necesarios a sus alrededores  Precio: 186.500 Euros   MB GESTIÓN INMOBILIARIA ""Su satisfacción, nuestro compromiso"" Tu inmobiliaria de referencia en la Zona Sur de Madrid.",False,good,False,2194.0,False,False,False,False,[],False,False,186500.0,€,countryHouse,countryHouse,Humanes de Madrid,Finca rústica en calle Estanislao Zazo,Destacado,,,,,,,,,
108878954,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/ee/2d/1357740653.webp,RP212025140266,16,239900.0,flat,sale,89.0,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,40.332604,-3.7511399,False,https://www.idealista.com/inmueble/108878954/,"Se vende vivienda reformada, para entrar a vivir, con fontaneria y electricidad nuevas. Dispone de 3 dormitorios, salón independiente con acceso a terraza abierta, cocina con despensa y baño. Se encuentra en una ubicación inmejorable, junto a la Av. Del Rey Juan Carlos I. Zona consolidada y muy tranquila, rodeado de parques y con todo tipo de servicios. Colegios e institutos cercanos. Renfe estación de Zarzaquemada a 12 minutos aproximados y parada de línea 12 de Metro Sur (El Carrascal) a 3 minutos. Puedes visitar el inmueble sin ningún tipo de compromiso. Recuerda que Redpiso te ofrece asesoramiento financiero gratis, ofreciéndote las mejores condiciones para tu hipoteca. ESTE ANUNCIO NO ES VINCULANTE, PUEDE CONTENER ERRORES, Y ESTA SUJETO A POSIBLES MODIFICACIONES (Comerciales, Jurídicas o por expreso deseo de la Propiedad). SE MUESTRA A TÍTULO INFORMATIVO Y NO CONTRACTUAL. DEBIENDO PARA ESTA FINALIDAD DIRIGIRSE A NUESTRO COMERCIAL O NUESTRAS OFICINAS, PARA OFRECERLE UNA INFORMACION MÁS DETALLADA VINCULADA CON EL INMUEBLE.",True,good,False,2696.0,False,False,False,False,[],False,False,239900.0,€,flat,,"Zarzaquemada, Leganés",Piso,Destacado,,,1,True,Zarzaquemada,True,,,
108564133,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/f0/1a/1348575619.webp,RP1572025139273,17,179900.0,flat,sale,80.0,3,1,Reyes Católicos,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4768511,-3.3879368,False,https://www.idealista.com/inmueble/108564133/,"Redpiso vende piso en alcalá de henares, zona tranquila, cerca de la casa romana de hippolytus y a diez minutos andando de la estación de trenla garena"". La vivienda es una primera planta sin ascensor y se distribuye en: hall de entrada, salón amplio y luminoso con aire acondicionado, terraza abierta con toldo, cocina amueblada con terraza acristalada, 3 dormitorios completos, 1 baño con plato de ducha y ventana. Suelos de gres. Informese sin compromiso y reciba asesoramiento gratuito y personalizado por parte de nuestro departamento financiero dcredit. ¡solicite su cita!",True,good,False,2249.0,False,False,False,False,[],False,False,179900.0,€,flat,,"Reyes Católicos, Alcalá de Henares",Piso,Destacado,,,1,True,,False,,,
108332093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ca/2f/d1/1351249431.webp,AYA0113,39,415000.0,flat,sale,56.0,2,1,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4261152,-3.6696073,False,https://www.idealista.com/inmueble/108332093/,"Actualmente en rentabilidad. En pleno barrio de Goya, a un paso de Manuel Becerra y con todos los servicios del distrito de Salamanca al alcance, se encuentra este encantador piso de aproximadamente 55 m², ubicado en una primera planta de una finca cuidada con ascensor. La vivienda cuenta con dos dormitorios, un salón de paso acogedor, una cocina independiente y un cuarto de baño con plato de ducha. Se vende semi amueblado, lo que facilita una entrada inmediata o una pequeña personalización según gustos. Los suelos de parquet aportan calidez a las estancias. La distribución es cómoda y funcional, perfecta tanto para quienes buscan su primera vivienda como para inversores que deseen rentabilidad en una zona de alta demanda. La ubicación es, sin duda, uno de sus grandes atractivos: excelente comunicación por transporte público, rodeado de comercios, supermercados, centros educativos y espacios verdes como el Parque Eva Duarte. Una zona viva, bien conectada y con todo lo necesario para disfrutar de la ciudad. Una oportunidad para vivir en uno de los barrios más consolidados y cotizados de Madrid. Ven a visitarlo y descubre su potencial. [IW].",True,good,False,7411.0,False,True,False,False,[],False,False,415000.0,€,flat,,"Goya, Madrid",Piso,Destacado,,,1,False,Goya,True,,,
108863726,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/f5/89/1357360444.webp,,1,440000.0,flat,sale,90.0,4,2,avenida de España,Madrid,Alcobendas,Alcobendas Centro,es,40.5460294,-3.6404336,False,https://www.idealista.com/inmueble/108863726/,"LÓPEZ DUQUE PROPIEDADES pone a su disposición piso de 90m² en venta, en la zona de Ensanche en Alcobendas. Se trata de un estupendo piso en tercera planta exterior con ascensor con reforma integral. Posición de esquina facilitando doble orientación y luminosidad. Vistas despejadas y hogar confortable. El piso dispone de cuatro dormitorios, dos cuartos de baño, salón comedor y dos terrazas, cocina y hall de entrada. La primera terraza se accede desde el salón y se encuentra cerrada como anexo de salón y la segunda terraza abierta desde la habitación principal. Espacios amplios y agradables de las instancias de la vivienda y buena distribución. Ventanas climalic de ultima generación, suelos de tarima, cocina equipada y diseño contemporáneo, baños reformados uno mantiene bañera, carpintería lacada en blanco, puerta de seguridad blindada, suelos de tarima c5 y porcelanicos en baños y cocina. instalación de fibra en todas las instancias de la casa, aire acondicionado bomba frió y calor en salón y dormitorios. Tiene ascensor y trastero. Rampa de acceso para movilidad reducida y excelente ubicación junto al ayuntamiento y próximo a estación de cercanías de Avenida de España y resto de servicios.  Reportaje fotográfico se mostraran de manera privada a los interesados, por petición de la propiedad. ALREDEDORES: Transportes: Próximo estación línea 10 metro Manuel de Falla, autobuses, amplias avenidas y agradables paseos con varios parques cercanos del inmueble. Estación de Renfe Valdelasfuentes. Comunicaciones (carreteras A-1 y enlaces a autovía M-616) Servicios: Zona comercial cuenta con centros de estudios y bibliotecas (Greenwich School, Colegio Maria Teresa, CIFP Jose Luis Garci, C. E. I. P. Federico Garcia Lorca, Instituto de Formación Profesional Sanitaria Claudio Galeno), Centros deportivos (Campo de Futbol Fuentelucha, Ciudad Deportiva Valdelasfuentes), centros médicos (Centro Clínico La Chopera), farmacias, bancos, supermercados (Carrefour, Supercor Express, Lidl), restaurantes y bares. Ocio: Centro Cultural Pablo Iglesias, Museo de Ciencia y Tecnología, Centro Comercial La Vega, Centro de Ocio Kirtan Victor Ullate, Heron Diversia. En Lopez Duque Propiedades, empresa de servicios inmobiliarios con años de experiencia y conocimiento del sector en la zona norte de Madrid, contamos con un equipo de profesionales con formación superior y experiencia en el asesoramiento personal, para ofrecer una excelente gestión y encontrar soluciones a las necesidades de cada cliente para conseguir su confianza y satisfacción. Lo asesoramos para que encuentre la financiación más rentable. No deje pasar esta oportunidad, su hogar lo espera, llámenos!. ¡Estaremos encantados de enseñárselo! IMPUESTOS Y GASTOS DE AGENCIA NO INCLUIDOS EN EL PRECIO DE VENTA!",False,good,False,4889.0,False,False,False,False,[],False,False,440000.0,€,flat,,"Alcobendas Centro, Alcobendas",Piso en avenida de España,Destacado,,,3,True,,True,,,
107046366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/5f/3b/1301352624.webp,1281,52,515000.0,flat,sale,209.0,3,2,calle los Cuadros,Madrid,Paracuellos de Jarama,Miramadrid,es,40.4991958,-3.5098092,False,https://www.idealista.com/inmueble/107046366/,"AC HOME presenta una fantástica oportunidad en Paracuellos del Jarama, se trata de un fantástico piso situado en una de las zonas más cotizadas de Madrid.  La vivienda se encuentra ubicada en una de las urbanizaciones más completas de la zona, segunda planta, exterior, con dos terrazas con orientaciones diferentes (Este y Oeste), ascensor y está compuesta por 209 metros cuadrados construidos en los que se incluyen dos plazas de garaje y un trastero; Aire acondicionado con bomba de Calor/Frío por conducto en toda la vivienda y suelo radiante.   Salón-Comedor de estética moderna, con ambas zonas muy bien diferenciadas destaca por su luminosidad a través de sus tres grandes cristaleras y por las que podemos acceder a una amplia terraza en la que podremos disfrutar de grandes veladas en familia.  Una cocina de diseño, prácticamente a estrenar, sencilla y cómoda, hacen una combinación perfecta de este espacio que cuenta con una gran capacidad para almacenaje; Terraza tendedero de buen tamaño.   Pasillo distribuidor con acceso a los dormitorios y baños.  Del dormitorio principal podemos destacar su luminosidad y tamaño, dos armarios empotrados uno enfrente del otro lo que hace tener una zona exclusivamente de vestidor. Baño en suite con bañera.  Los otros dos dormitorios son prácticamente similares y amplios; ambos cuentan con armarios empotrados, desde uno de ellos tenemos acceso a otra fantástica terraza. El baño que da servicio al resto de la vivienda está formado por plato de ducha. Carpintería interior es de roble lacado blanco y suelos en tarima.  Carpintería exterior aluminio climalit oscilobatientes. La vivienda destaca por su excelente estado de conservación, prácticamente nueva y por tener una muy buena distribución de los espacios. La urbanización cuenta con parque infantil, zonas ajardinadas y piscina comunitaria.  Urbanización con acceso para personas con movilidad reducida.  Sin lugar a dudas es la oportunidad de poder disfrutar de una vivienda prácticamente nueva con las mejores calidades del mercado.  Paracuellos del Jarama municipio de la Comunidad de Madrid con un fácil acceso a la M-50, R-2 y M-113. Quedando muy cerca del aeropuerto internacional Adolfo Suárez  En AC HOME, nos ponemos a su disposición para poder ayudarle en la compra de su vivienda, contamos con departamento financiero propio.",False,good,False,2464.0,False,False,False,False,[],False,False,515000.0,€,flat,,"Miramadrid, Paracuellos de Jarama",Piso en calle los Cuadros,Destacado,True,True,2,True,,True,,,
102253233,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/f9/c4/1149464228.webp,1444,21,412000.0,chalet,sale,387.0,3,1,paseo de la Rambla,Madrid,Valdemoro,Hispanoamérica - Comunidades,es,40.1868137,-3.6799412,False,https://www.idealista.com/inmueble/102253233/,"Este casa / chalet se encuentra en Paseo de la Rambla, 28341, Valdemoro, Madrid, en la zona del Valdemoro - Centro. Es un casa / chalet, construido en el año 1967, que tiene 387 m2 de los cuales 365 m2 son útiles y dispone de 3 habitaciones y 1 baños.  La parcela es urbanizable para cuatro adosados en parcelas mínimas de 150m2, calefacción gas natural individual, entrada desde calle, suelo gres, edificio con garaje, céntrico, plaza para 2 coches o más, chimenea, edificable, piscina, armarios empotrados, independiente, exterior, luminoso, barbacoa, patio de uso, terraza, jardín, caserón y vado permanente.  La vivienda necesita una reforma integral, tanto interior como exterior. Trabajamos por tu futuro, trabajamos para ti.",False,renew,False,1065.0,False,False,False,False,[],False,False,412000.0,€,chalet,independantHouse,"Hispanoamérica - Comunidades, Valdemoro",Casa independiente en paseo de la Rambla,Destacado,True,True,,,,,,,
108267771,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/18/09/1350023762.webp,RP452025138029,14,208000.0,flat,sale,75.0,3,1,calle de Alfonso XIII,Madrid,Madrid,Puente de Vallecas,es,40.4032424,-3.6648003,False,https://www.idealista.com/inmueble/108267771/,"REDPISO VENDE EN EXCLUSIVA, amplio piso con 3 dormitorios muy luminosos, salón independiente, exterior, cocina equipada, baño con plato de ducha. Tiene dos terrazas, una exterior a la calle y otra interior acristalada. En una zona tranquila, próximo a supermercados, colegios, zonas verdes, a pocos minutos de la Avenida de la Albufera donde hay estación de Metro de la línea 1, parada de diversas líneas de bus lo que lo hace un piso con muy buena comunicación hacia todo Madrid, también hay variedad de tiendas, bancos, cafeterías, restaurantes, centro de salud de atención primaria y especialidades. DISPONIBILIDAD INMEDIATA.",False,good,False,2773.0,False,False,False,False,[],False,False,208000.0,€,flat,,"Numancia, Madrid",Piso en calle de Alfonso Xiii,Destacado,,,3,True,Numancia,False,218000.0,10000.0,5.0
