propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished,highlight.groupDescription
108655984,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/8d/ae/1351263727.webp,42,,299999.0,chalet,sale,124.0,,3,4,plaza Bueyes,Madrid,Santa María de la Alameda,,es,,40.6170596,-4.2767996,False,https://www.idealista.com/inmueble/108655984/,"Se vende fantástica casa adosada de tres plantas y 124 m² construidos en la tranquila y cuidada Urbanización Las Herreras, ubicada en Santa María de la Alameda (Madrid), un enclave natural privilegiado a menos de una hora de la capital. Esta propiedad destaca por su amplitud, funcionalidad y confort, siendo ideal tanto como residencia habitual como para segunda vivienda de descanso en plena sierra. La vivienda se distribuye en tres plantas muy bien aprovechadas. En la planta principal se encuentra un salón amplio y luminoso con chimenea, perfecto para crear un ambiente acogedor en los meses de invierno, con salida directa a un patio privado, ideal para disfrutar de comidas al aire libre, zona de juegos o espacio ajardinado. La cocina es independiente y funcional, y en esta misma planta también hay un baño completo. En la planta superior se encuentran dos dormitorios dobles, ambos con armarios empotrados de gran capacidad y excelente entrada de luz natural. También dispone de un segundo baño completo, cómodo y bien distribuido. En la última planta, una espectacular buhardilla habitable ofrece un espacio adicional con techos altos y vistas abiertas a la sierra, ideal como sala de estar, despacho o tercer dormitorio. La planta baja alberga un garaje privado de 40 m², con espacio para vehículo y almacenamiento, además de contar con un aseo para mayor comodidad. La propiedad incluye también un trastero independiente, muy útil para almacenaje adicional. La vivienda está equipada con sistema de alarma antirrobo, lo que aporta un extra de seguridad, y tiene prevista en las próximas semanas la instalación de placas solares, lo que mejorará significativamente su eficiencia energética y reducirá el consumo eléctrico. Todo ello en una urbanización consolidada, con fácil acceso a Madrid, rodeada de naturaleza, a 10 minutos andando del río Cofio rutas de senderismo, aire puro y un entorno inmejorable para vivir o desconectar. Una oportunidad única para quienes buscan calidad de vida, privacidad y sostenibilidad, sin renunciar a la cercanía de la ciudad.",False,good,False,,2419.0,False,False,False,False,[],False,False,299999.0,€,,,,chalet,Santa María de la Alameda,Chalet adosado en plaza Bueyes,Bueyes,True,True,terracedHouse,,
108772555,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/61/94/1354911901.webp,48,1,425000.0,flat,sale,125.0,True,3,2,avenida de Carabanchel Alto,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3724581,-3.7509243,False,https://www.idealista.com/inmueble/108772555/,"Agencia inmobiliaria de MADRID - zona CARABANCHEL ALTO pone a la venta esta amplia y luminosa vivienda ubicada en plena Avenida de Carabanchel Alto, en una de las zonas más demandadas del distrito. CARACTERÍSTICAS PRINCIPALES:  • Superficie construida: 125 m²  • 3 dormitorios dobles, espaciosos y con mucha luz natural  • Salón de 22 m², ideal para compartir momentos en familia  • 3 balcones que dan a la avenida principal  • Espectacular terraza de 27 m² orientada al interior, perfecta para disfrutar de cenas al aire libre, momentos de lectura o simplemente relajarse en un entorno tranquilo  • Trastero independiente de 12 m²  • Estancias auxiliares para almacenaje o personalización según tus necesidades DETALLES TÉCNICOS Y DE CALIDAD:  • Puerta de entrada acorazada, que garantiza máxima seguridad  • Vídeo portero para mayor control de accesos  • Carpintería interior de madera maciza, con 3 puertas correderas que optimizan el espacio  • Carpintería exterior Guardian Sun / Silence Cortizo: ventanas de alta gama que ofrecen excelente aislamiento térmico y acústico, mayor eficiencia energética y máximo confort durante todo el año  • Sistema de calefacción por aerotermia: una solución moderna, eficiente y sostenible que permite ahorrar en el consumo energético mientras se cuida del medio ambiente UBICACIÓN INMEJORABLE:  Ubicada en una zona consolidada y bien comunicada:  • A tan solo 1 minuto andando del metro  • Rodeada de tiendas, supermercados, bares y restaurantes  • Gran variedad de farmacias en las inmediaciones  • Cercana a centros educativos, gimnasios y servicios básicos  • A solo 10 minutos del Centro Comercial Islazul y Sambil Por si fuera poco, este barrio residencial está rodeado de zonas verdes emblemáticas, como el Parque de las Cruces y el Pinar de San José, dos de los pulmones más importantes de Madrid. Estos espacios no solo ofrecen una oportunidad perfecta para disfrutar del aire libre, sino que también son ideales para practicar deporte, pasear o pasar tiempo en familia. Una vivienda ideal tanto para familias como para quienes buscan amplitud, comodidad y una gran terraza en un entorno urbano. ¡Contáctanos para más información o para concertar una visita!",False,good,False,False,3400.0,False,False,False,False,[],False,False,425000.0,€,,,,flat,"Buena Vista, Madrid",Piso en avenida de Carabanchel Alto,,,,,,
108870573,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/21/76/1357530152.webp,22,7,249000.0,flat,sale,110.0,True,3,2,calle Mayor,Madrid,Alcorcón,Centro,es,Casco Antiguo,40.3461036,-3.8291552,False,https://www.idealista.com/inmueble/108870573/,". *******GRUPO SANCO -ALTEA **Piso en Venta en la Calle Mayor de Alcorcón con plaza de garaje ***** -. **** ¡Tu nuevo hogar te espera! ***** ¡Descubre tu nuevo hogar en Alcorcón! Este espectacular piso exterior de 110 m² en la séptima planta te ofrece todo lo que necesitas para disfrutar de la vida en familia o en pareja. Con tres amplias habitaciones, incluyendo una suite privada, y dos baños completos, este espacio es perfecto para adaptarse a tu estilo de vida. La orientación y ventilación cruzada garantizan un ambiente luminoso y fresco durante todo el año. Imagina relajarte en la increíble terraza con vistas panorámicas que te dejarán sin aliento. La máxima privacidad es otro de los puntos fuertes de este inmueble, ya que no comparte paredes con vecinos, lo que te permitirá disfrutar de tranquilidad y confort. Aunque el piso está en buen estado y listo para habitar, también ofrece la oportunidad de personalizarlo a tu gusto y crear el hogar de tus sueños. Ubicado en una zona solicitada de Alcorcón, tendrás acceso a comercios, colegios y transporte público cercanos, facilitando tu día a día. No dejes pasar esta oportunidad única de vivir en un lugar que combina comodidad, privacidad y una excelente ubicación. ¡Ven a visitarlo y enamórate de tu nuevo hogar!.",False,renew,False,True,2264.0,False,False,False,False,[],False,False,249000.0,€,,,,flat,"Casco Antiguo, Alcorcón",Piso en calle Mayor,2743,True,True,,,
108785610,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/75/86/38/1355051154.webp,27,3,1475587.0,flat,sale,131.0,False,3,3,calle de Mateo Inurria s/n,Madrid,Madrid,Chamartín,es,Nueva España,40.4672513,-3.6831227,True,https://www.idealista.com/inmueble/108785610/,"Piso reformado a estrenar en Calle Mateo Inurria – 131 m², 3 habitaciones, 3 baños ¡Un lujo a tu alcance en Chamartín! Presentamos este espectacular piso de 131 m² construidos, situado en una tercera planta interior de la prestigiosa calle Mateo Inurria. La vivienda ha sido completamente reformada por el estudio de arquitectura Home Architect, con un diseño moderno, materiales de máxima calidad y una distribución funcional. Listo para entrar a vivir, con todas las comodidades que buscas: Salón amplio y muy luminoso, con orientación ideal y grandes ventanales Cocina americana equipada, de diseño abierto 3 dormitorios, todos con buen espacio de almacenaje 3 baños completos, con acabados elegantes Aire acondicionado por conductos Reforma integral de diseño contemporáneo Una vivienda interior, pero con excelente luz natural y una sensación de amplitud y tranquilidad en pleno Chamartín. Entorno y ubicación La vivienda se ubica en una de las mejores zonas del distrito Chamartín, rodeada de servicios, muy bien comunicada y con un ambiente residencial de alto nivel. En sus alrededores encontrarás: Estación de Chamartín a pocos minutos, con conexión AVE, Cercanías y Metro Parque de Berlín y zonas verdes cercanas para pasear o hacer deporte Acceso rápido a Paseo de la Castellana, M-30 y A-1 Cercano a colegios privados y concertados, guarderías y centros educativos internacionales Amplia oferta de restaurantes, supermercados, farmacias, centros médicos y comercios Zona tranquila y segura, ideal tanto para familias como para profesionales Una oportunidad única para vivir o invertir en una zona consolidada de Madrid, con una reforma de autor y todas las comodidades de un hogar moderno. ¡No lo dejes escapar!",True,good,False,True,11264.0,False,False,False,False,[],False,False,1475587.0,€,,,,flat,"Nueva España, Madrid",Piso en calle de Mateo Inurria s/n,,,,,,
105576194,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/f1/20/1256541672.webp,27,6,1435000.0,flat,sale,140.0,True,3,3,calle de Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4258853,-3.6785061,False,https://www.idealista.com/inmueble/105576194/,"IMS presenta una impresionante vivienda reformada, ubicada en la sexta planta (penúltima) de un edificio elegante en el corazón del Barrio de Salamanca, en la prestigiosa zona de Goya.  Con una orientación sur y tres amplios ventanales en la zona social, esta propiedad se baña en luz natural, creando un ambiente cálido y acogedor ideal para vivir y disfrutar con la familia y amigos.  Esta exclusiva vivienda cuenta con 140 metros cuadrados distribuidos de manera inteligente y funcional.  La zona social es un espacio amplio y diáfano, con tres amplios ventanales orientados al Sur. Esta amplísima área integra sala de estar, comedor y una cocina de diseño completamente equipada, perfecta para quienes disfrutan de la buena cocina y la compañía. Los acabados de alta calidad y el mobiliario moderno aportan un toque de sofisticación y elegancia a cada rincón de la casa.    La zona de noche se compone de tres habitaciones luminosas, dos de ellas en suite, ofreciendo privacidad y comodidad para todos los miembros de la familia. Los baños en suite están equipados con las mejores instalaciones, proporcionando un espacio de relajación y confort. La tercera habitación es perfecta para invitados o como oficina, adaptándose a las necesidades del día a día.   Además, la vivienda dispone de un pequeño cuarto de lavado, equipado con lavadora, secadora, pila y armarios de limpieza, asegurando que las tareas del hogar sean fáciles y prácticas.    La ubicación es simplemente inmejorable. Goya, en el Barrio de Salamanca, es conocido por su exclusividad y calidad de vida. A pocos pasos de su nuevo hogar, encontrará una amplia gama de servicios, tiendas de lujo, restaurantes gourmet y opciones de ocio y cultura que harán de su día a día una experiencia única.    Con más de veinte años de experiencia en el sector inmobiliario, IMS se dedica a encontrar propiedades que superen las expectativas de nuestros clientes más exigentes. Descubra esta joya en el Barrio de Salamanca y deje que IMS le guíe en el camino hacia su nuevo hogar.   Para más información, visite nuestra web:.",False,good,False,True,10250.0,True,False,False,False,[],False,False,1435000.0,€,,,,flat,"Goya, Madrid",Piso en calle de Goya,,,,,,
108282648,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/10/b9/1339453402.webp,29,3,719900.0,duplex,sale,167.0,True,4,2,avenida de la Oliva,Madrid,Majadahonda,Golf - El Carralero,es,,40.4453304,-3.8637175,False,https://www.idealista.com/inmueble/108282648/,"David Zamora Real State Agent presenta Dúplex Espectacular en Carralero, Majadahonda - ¡Tu Nuevo Hogar Te Espera!  Descubre este impresionante ático dúplex en la exclusiva urbanización de Carralero, Majadahonda. Con una distribución que destaca por su luminosidad y amplitud, este hogar es perfecto para disfrutar de la vida en familia. En la primera planta, un elegante salón-comedor bañado por la luz natural te da la bienvenida, acompañado de una amplia terraza con vistas despejadas que invitan a relajarse. La cocina independiente, equipada con zona de lavado, es ideal para los amantes de la gastronomía. Además, cuenta con tres dormitorios y un baño completo que aseguran comodidad y funcionalidad. En la planta superior, la joya de la casa: una impresionante suite principal con baño privado y una exclusiva terraza de uso privado, perfecta para disfrutar de momentos de tranquilidad. Con un total de cuatro amplios dormitorios y dos baños completos, este dúplex se adapta a todas las necesidades. La climatización por conductos garantiza un ambiente agradable durante todo el año, mientras que la plaza de garaje y el trastero incluidos añaden comodidad a tu día a día. La urbanización privada ofrece una experiencia de vida inigualable, con piscina comunitaria, pista de pádel y zonas ajardinadas impecables que invitan a disfrutar del aire libre. Situado en un entorno residencial tranquilo y seguro, este hogar está rodeado de una excelente oferta de colegios, centros deportivos y amplias zonas verdes. Además, cuenta con una amplia gama de servicios comerciales y de ocio a tu alcance. Con una conexión inmejorable con Madrid, tanto en transporte público como privado, este dúplex es la opción perfecta para quienes buscan calidad de vida sin renunciar a la cercanía con la capital. No dejes pasar esta oportunidad única. ¡Contáctanos para más información y ven a visitar tu futuro hogar!",False,good,False,True,4311.0,True,False,False,False,[],False,False,719900.0,€,,,,flat,"Golf - El Carralero, Majadahonda",Dúplex en avenida de la Oliva,DZ0525,True,True,duplex,,
108886530,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/df/78/1357956783.webp,21,8,380000.0,flat,sale,97.0,True,3,2,calle del Camino Viejo de Leganés,Madrid,Madrid,Carabanchel,es,Opañel,40.3931758,-3.7223088,False,https://www.idealista.com/inmueble/108886530/,"¡Descubre tu nuevo hogar con la oportunidad de financiación hasta el 100%! Dispone de todos los servicios cercanos Metro a pocos metros caminando a la estacion oporto o plaza eliptica, farmacias, restaurantes, a pocos metros del centro de salud, paradas de autobuses, grandes zonas verdes. con Portero las 24 horas, con ASCENSOR Piso totalmente REFORMADO de 97M2 de 3 amplias habitaciones con suelo de parques y cerámica dando un toque moderno y único de tarima, aire acondicionado con bomba fria y de calor, caldera nueva, calefacción de gas natural, puertas nuevas de madera, ventanas de Climalit PVC dando un toque moderno y dando un excelente aislamiento térmico y acústico, durabilidad, bajo mantenimiento y eficiencia energética.  Con gran TERRAZA con toldo electrónico, perfectas para pasar momentos inolvidables con amigos y familiares. 2 baños, 1 baño completo total mente reformado con plato de ducha y 1 aseo perfecto para todos los gustos y necesidades. Este piso es una oportunidad única para convertirlo en el hogar de tus sueños. Con la experiencia de más de 11 años en SOLUCIONES INMOBILIARIAS, nuestro equipo de profesionales está listo para ofrecerte el mejor asesoramiento personal. Además, contamos con un departamento jurídico y financiero para facilitar todo el proceso de compra. No pierdas la oportunidad de vivir en un lugar que lo tiene todo: comodidad, ubicación y potencial. ¡Contáctanos hoy mismo y ven a visitarlo!",False,good,False,True,3918.0,False,False,False,False,[],False,False,380000.0,€,,,,flat,"Opañel, Madrid",Piso en calle del Camino Viejo de Leganés,,,,,,
108112070,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e9/18/e2/1336959615.webp,22,bj,685000.0,flat,sale,104.0,True,3,3,calle de la Drácena,Madrid,Madrid,Chamartín,es,Nueva España,40.4653826,-3.6680182,False,https://www.idealista.com/inmueble/108112070/,"¡Descubre tu nuevo hogar en el corazón del barrio de Hispanoamérica! Este espectacular piso recién reformado a estrenar ofrece una combinación perfecta de comodidad y modernidad.  Con 104 m² construidos y 2,85m de altura de techo, cuenta con 3 amplios dormitorios, dos de ellos con espacio de vestidor, ideales para organizar tu ropa y accesorios. Además, disfrutarás de 3 baños, de los cuales dos son en suite, brindando privacidad y confort para toda la familia. La luminosidad de este hogar se destaca en su salón acogedor y en la cocina completamente equipada y con armario de lavandería con lavadora incluida. Aire acondicionado por conductos en cada estancia y calefacción eléctrica. Las persianas eléctricas y la carpintería exterior de PVC de alta eficiencia y vidrio de seguridad. Plaza de garaje está incluida en el precio Ubicado en una zona residencial muy tranquila, este piso es perfecto para familias con niños, con colegios de prestigio como Kings College y Ntra Sra del Recuerdo a pocos minutos. Además, estarás a solo 10 minutos del aeropuerto, la estación de Chamartín y el emblemático estadio Santiago Bernabéu.  ¡No pierdas la oportunidad de vivir en este maravilloso hogar!",False,good,False,False,6587.0,True,False,False,False,[],False,False,685000.0,€,,,,flat,"Nueva España, Madrid",Piso en calle de la Drácena,Dracena,True,True,,,
108301865,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d0/27/8e/1340044908.webp,5,bj,757000.0,flat,sale,104.0,,3,2,avenida Nuestra Señora del Retamar s/n,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/108301865/,,False,newdevelopment,True,True,7279.0,True,False,False,False,[],False,False,757000.0,€,,,,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n,a0Ncm000002sx5iEAA,,,,False,
108783576,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/f6/b2/1355002008.webp,30,bj,119000.0,studio,sale,32.0,True,0,1,calle de Joaquín Turina,Madrid,Madrid,Carabanchel,es,Buena Vista,40.3738677,-3.7542492,False,https://www.idealista.com/inmueble/108783576/,"Agencia inmobiliaria de MADRID - zona CARABANCHEL ALTO pone a la venta este estudio tipo loft de 32 m², completamente reformado y con diseño moderno y funcional. Se trata de un local transformado en vivienda, ideal tanto para vivir como para invertir. CARACTERÍSTICAS PRINCIPALES: • Espacio diáfano, con distribución abierta que aprovecha al máximo cada metro • Cocina nueva, totalmente equipada, con electrodomésticos modernos • Baño reformado, con plato de ducha y acabados de diseño actual • Suelo de tarima flotante, que aporta calidez al ambiente • Gran entrada de luz natural durante todo el día Ideal para inversores, personas solas o parejas que buscan independencia en un espacio acogedor y funcional. UBICACIÓN INMEJORABLE Situado en plena calle principal, en una zona con todos los servicios al alcance: • A solo 5 minutos andando del metro • Rodeado de supermercados, bares, restaurantes, farmacias, escuelas y gimnasios Una vivienda práctica, moderna y bien ubicada — ¡lista para entrar a vivir o rentabilizar desde el primer día! Contáctanos para más información o para concertar una visita.",False,good,False,False,3719.0,False,False,False,False,[],False,False,119000.0,€,,,,flat,"Buena Vista, Madrid",Estudio en calle de Joaquín Turina,,,,studio,,
103029599,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/23/eb/f3/1175665293.webp,85,,625000.0,chalet,sale,390.0,,4,4,Mojadillas - Parque de las Infantas - El Paraiso,Madrid,Valdemorillo,Mojadillas - Parque de las Infantas - El Paraiso,es,,40.5378578,-4.0892781,False,https://www.idealista.com/inmueble/103029599/,"R2 abogados inmobiliarios pone a su disposición esta magnifica propiedad en una de las mejores urbanizaciones de Valdemorillo con vigilancia 24 horas, club social con 5 hectáreas de zonas verdes, piscina y zona recreativa que despunta por su comodidad y gran luminosidad, rodeada de un paraje natural inigualable, se distribuye en tres plantas: -Planta entrada: da paso a fabuloso recibidor por el que llegamos a gran salón-comedor con chimenea, doble salida a la zona de piscina y mucha luz, a la cocina podemos acceder por el mismo salón con puerta corredera o desde el recibidor, cuenta con un cuarto de baño completo y dos dormitorios con armarios empotrados, uno de ellos en suite con baño completo. -Planta primera: cuenta con otro salón, con chimenea, super luminoso perfecto para oficina o teletrabajar con salida a espectacular terraza con unas vistas únicas, un dormitorio y el dormitorio principal con gran ventanal, con baño completo con lavabos dobles y ducha y bañera de hidromasaje. -Planta baja: cuenta con gran garaje con puertas automáticas para dos vehículos grandes, un baño completo, cuarto de calderas con fabulosa caldera de gasoil y un salón de juegos o gimnasio de gran dimensión. -El jardín cuenta con fabulosa piscina, un zona ajardinada muy cuidada y arboleda consolidada, te encantará! -La vivienda cuenta con suelos de parquet, ventanas climalit y materiales de muy buena calidad. -No deje pasar esta oportunidad de vivir a menos de 30 minutos del centro de Madrid en un entorno de sierra y todos los servicios cercanos. -Para visitar más viviendas no dude en visitar nuestra página web o nuestra oficina virtual pinchando en nuestro logo del anuncio.",True,good,False,,1603.0,True,False,False,False,[],False,False,625000.0,€,,,,chalet,"Mojadillas - Parque de las Infantas - El Paraiso, Valdemorillo",Casa independiente,,True,True,independantHouse,,
107781452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f3/af/b9/1323601670.webp,28,2,450000.0,flat,sale,78.0,True,2,1,calle de Leñeros,Madrid,Madrid,Tetuán,es,Bellas Vistas,40.4560424,-3.7097948,False,https://www.idealista.com/inmueble/107781452/,"Descubre esta acogedora vivienda en el barrio de Bellas Vistas, dentro del distrito de Tetuán, Madrid. Con una superficie de 78 m², este piso ofrece un espacio funcional y bien distribuido, ideal para familias o parejas que buscan comodidad y practicidad. La propiedad cuenta con dos dormitorios, perfectos para adaptarse a tus necesidades personales o familiares. El baño está diseñado para ofrecer confort y funcionalidad. Ubicada en segunda planta exterior, la vivienda se beneficia de una buena iluminación natural. El edificio, construido en 1967, dispone de ascensor, portero físico, jardines y parque infantil privado, lo que facilita el acceso y añade un plus de comodidad a tu día a día. La zona es conocida por su ambiente tranquilo y su proximidad a servicios esenciales, como tiendas, colegios y transporte público. Esta es una oportunidad para vivir en un entorno urbano con todas las comodidades al alcance. ¡Contáctanos para más información! El inmueble se encuentra actualmente alquilado hasta agosto de 2027 por un importe mensual de 980,00 €. Comunidad: 133,33 € IBI: 430,44 €. Posibilidad de plaza de garaje (C/Numancia Nº61): 20.000, 00 €.",False,good,False,True,5769.0,True,False,False,False,[],False,False,450000.0,€,,,,flat,"Bellas Vistas, Madrid",Piso en calle de Leñeros,,,,,,
108637469,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/fc/16/1352180319.webp,22,2,675000.0,flat,sale,74.0,True,3,1,CL BOLIVIA,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4570901,-3.6760622,False,https://www.idealista.com/inmueble/108637469/,"¡VEPISO INMOBILIARIA VENDE EN EXCLUSIVA!   Este encantador piso de 74m² es perfecto tanto para quienes buscan un lugar acogedor para vivir, como para aquellos que desean invertir en una zona con gran proyección. La vivienda cuenta con tres dormitorios, un baños completo, ideal para familias o parejas, con salón-comedor, cocina independiente, una preciosa terraza y con vistas agradables donde pasar tardes maravillosas, sin duda esto es lo mejor de este piso. Este piso, es muy luminoso ya que todas las habitaciones cuentan con ventanas al exterior, goza de una orientación este que proporciona luz natural durante todo el día. No pierdas la oportunidad de visitar este inmueble único en una ubicación privilegiada, llena de colegios, transporte, centros de salud y cultural, entre otras virtudes mas gracias a su ubicacion inmejorable. ""VEPISO, ES UNA DE LA POCAS INMOBILIARIA QUE NO LE COBRAMOS NADA AL COMPRADOR"" y le ayuda en asesoramiento financiero. ¡Llámanos y te lo contamos todo! Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,renew,False,True,9122.0,True,False,False,False,[],False,False,675000.0,€,,,,flat,"Bernabéu-Hispanoamérica, Madrid",Piso en Cl Bolivia,,,,,,
107769499,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/a2/be/1325905461.webp,5,bj,868000.0,flat,sale,117.0,,4,2,avenida Nuestra Señora del Retamar s/n,Madrid,Las Rozas de Madrid,Montecillo,es,Montecillo,40.5030971,-3.8876448,True,https://www.idealista.com/obra-nueva/107769499/,,False,,True,True,7419.0,True,False,False,False,[],False,False,868000.0,€,,,,flat,"Montecillo, Las Rozas de Madrid",Piso en avenida Nuestra Señora del Retamar s/n,a0Ncm000002sx5WEAQ,True,True,,False,
108334612,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/80/33/c4/1341034361.webp,39,,329999.0,chalet,sale,210.0,,3,3,calle Jardines de la Granja,Madrid,Griñón,,es,,40.2168723,-3.857629,False,https://www.idealista.com/inmueble/108334612/,"Chalet Adosado con piscina en Griñón, Madrid Descripción del Chalet - 210 metros cuadrados distribuidos en tres plantas, con porche privado y garaje privado para dos vehículos. - Amplio patio delantero solado con orientación sur y toldos domotizados - Planta baja: - Amplio salón-comedor con terraza y chimenea - Aseo y cocina completamente equipada con acceso al patio interior. - Segunda planta: - Habitación suite con terraza y baño - Dos habitaciones espaciosas con armarios empotrados - Baño - Última planta: - Buhardilla diáfana y acogedora con mucha luz, llena de posibilidades - Características adicionales: - Porche a la entrada - Espacio de aparcamiento para dos coches - Trastero - Calefacción individual. - Aire acondicionado en la buhardilla y en la habitación principal Ubicación y Servicios - Urbanización tranquila con supermercado, farmacia y parada de autobús (Línea 460) a pocos metros - Centro del pueblo a 7 minutos caminando, con: - Colegios - Centro de salud - Comercios - Excelente conexión con Madrid (27 km) y Toledo (50 km) Ideal para - Familias que buscan un hogar espacioso y cómodo en un entorno tranquilo - Personas que valoran la proximidad a servicios y facilidades - Inversores que buscan un inmueble con potencial de rentabilidad Ventajas - Vivienda adosada de lujo con piscina comunitaria - Amplias estancias y espacios diáfanos - Excelente orientación y ventilación - Cerca de servicios y facilidades - Buena conexión con Madrid y Toledo TRABAJAMOS PARA USTED.",True,good,False,,1571.0,True,False,False,False,[],False,False,329999.0,€,,,,chalet,Griñón,Chalet adosado en calle Jardines de la Granja,2201,True,True,terracedHouse,,
108649926,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/29/09/a1/1351031830.webp,20,2,249000.0,duplex,sale,121.0,True,3,2,"calle del Castillo, 10 -28",Madrid,Algete,,es,,40.597639,-3.4965181,True,https://www.idealista.com/inmueble/108649926/,"INMOBILIARIA TÉCNICA NORTE, VENDE DÚPLEX EN ALGETE con piscina comunitaria, plaza de garaje y dos trasteros La vivienda se encuentra en el casco del pueblo, cerca de todos los servicios, supermercados, colegio, ayuntamiento, en un entorno tranquilo. La vivienda se distribuye en tres plantas de la siguiente manera: Según entramos, nos encontramos un patio de unos 15 metros solado desde el cual, da acceso a las zonas comunitarias, desde el mismo patio se accede al salón, todo esto en la planta baja, subimos la primera planta, y tenemos la cocina con un balcón, 2 habitaciones individuales, y un baño con ducha, para dar servicio, a esta zona. En la segunda planta se encuentra la habitación principal, con vestidor y un baño con bañera. En cuanto a las calidades:  2Trasteros Plaza de garaje Suelos de tarima Ventanas dobles A/A en salón y habitación principal Terraza de 15 m2 Piscina comunitaria. Vistas a todo el pueblo Calefacción: eléctrica Zonas comunes Paredes de estuco También contamos con un departamento financiero, en el cual puedes obtener un asesoramiento sin compromiso y sin coste para conocer tus posibilidades y tener mejores opciones y garantías a la hora de comprar. Según el perfil del cliente conseguimos financiación del 80%, el 90% y hasta el 100%. Tenemos a tu disposición personal para llevar a cabo dicho asesoramiento financiero para que te puedan dar más información.  ref: 1755TN.",False,good,False,False,2058.0,False,False,False,False,[],False,False,249000.0,€,,,,flat,Algete,"Dúplex en calle del Castillo, 10 -28",1755TN,True,True,duplex,,
107276625,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/9d/f9/1333535937.webp,15,bj,149000.0,flat,sale,45.0,True,1,1,calle de las Alpujarras,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3325305,-3.7478937,False,https://www.idealista.com/inmueble/107276625/,"La casa de tus sueños pone a su disposición este magnífico espacio para transformar de 45m2 Se compone de un dormitorio grande y luminoso, salón comedor con cocina americana, baño completo con plato de ducha. PUERTA POR EL PORTAL! Situado en una zona residencial rodeado de comercios y medios de transporte. La casa de tus sueños está más cerca que nunca, podrás diseñar todos los espacios a tu gusto acompañado durante el proceso de nuestro equipo de arquitectos, obreros, diseñadores, no lo pienses mas y ven a hacer realidad tu proyecto. !  LAS FOTOS QUE SE MUESTRAN EN EL ANUNCIO SON DE OTROS ESPACIOS YA TRANSFORMADOS! CAMBIO DE USO GARANTIZADO.",False,good,False,False,3311.0,True,False,False,False,[],False,False,149000.0,€,,,,flat,"Zarzaquemada, Leganés",Piso en calle de las Alpujarras,,,,,,
