propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,exterior,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,highlight.groupDescription
108552485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/50/40/e7/1348248940.webp,PALM12,27,1,137500.0,flat,sale,36.0,2,1,calle del Puerto de Almansa,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3937976,-3.6721254,False,https://www.idealista.com/inmueble/108552485/,"¡Descubre tu nuevo hogar en esta encantadora vivienda de 2 dormitorios! Ubicada a solo 10 minutos de Puente de Vallecas, esta propiedad destaca por su luminosidad y tranquilidad. Recién pintada y en perfecto estado, cuenta con un salón-cocina abierto que invita a disfrutar de momentos inolvidables. La cocina está totalmente equipada, lista para que des rienda suelta a tu creatividad culinaria. La vivienda, situada en un edificio de solo siete unidades, ofrece un acceso cómodo a través de un patio comunitario. Los armarios empotrados proporcionan un amplio espacio de almacenamiento, mientras que el aire acondicionado y la calefacción eléctrica garantizan tu confort durante todo el año. Además, la puerta de seguridad añade un extra de tranquilidad. Con vistas al patio y a la calle, este piso exterior es perfecto para quienes buscan un refugio acogedor en una zona apacible. No dejes pasar la oportunidad de vivir en un lugar que combina comodidad, luminosidad y una ubicación inmejorable. ¡Ven a visitarlo y enamórate de tu nuevo hogar! IBI 97€.",False,good,False,False,3819.0,True,False,False,False,[],False,False,137500.0,€,flat,"San Diego, Madrid",Piso en calle del Puerto de Almansa,False,,,,,139500.0,2000.0,1.0,
104067279,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c6/11/aa/1208699623.webp,530141,19,3,3100000.0,flat,sale,355.0,6,6,Barrio Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4376488,-3.6972338,False,https://www.idealista.com/inmueble/104067279/,"Ana Bareño de GV | ALMAGRO comercializa el siguiente inmueble: Elegante vivienda de 355 metros cuadrados en Almagro. En un precioso edificio señorial encontramos este amplio y luminoso piso con múltiples posibilidades de renovación. Con una fabulosa zona de recibo así como también dispone de una estupenda zona de descanso y área de servicio. Bien situado, resulta ideal para transformar en una moderna propiedad que combine las comodidades más actuales con el lujo y encanto de los inmuebles clásicos. Distribución: Hall de entrada. Aseo de visitas. Salón. Comedor. Cuarto de estar. Cuarto de dormir principal con vestidor y cuarto de baño en suite. Cuatro cuartos de dormir. Tres cuartos de baño. Cocina. Office. Despensa. Presala de cocina. Habitación de servicio con cuarto de baño. Esta información no tiene Carácter contractual. Un porcentaje importante de nuestros inmuebles no aparecen publicados por expreso deseo de los propietarios. Para más información sobre más propiedades en esta zona entre en nuestra página web.",False,good,False,True,8732.0,False,False,False,False,[],False,False,3100000.0,€,flat,"Almagro, Madrid",Piso,True,,,,,,,,
108812744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/7c/74/1356862160.webp,,50,3,990000.0,duplex,sale,260.0,5,2,"calle San Juan de la Cruz, 3",Madrid,Pozuelo de Alarcón,Zona Pueblo,es,Zona Pueblo,40.4297576,-3.817001,True,https://www.idealista.com/inmueble/108812744/,"Magnífico ático-duplex en la C/ San Juan de la Cruz 3, Pozuelo de Alarcón (28223), en exclusiva urbanización privada con piscina y pista de tenis.  Se trata de una vivienda de 163 m² interiores en planta 3ª más 130 m² en terraza solárium superior, perfecta para proyectos de reforma, ya sea para una familia o para generar una alta rentabilidad en alquiler tras revalorizarla. La vivienda ofrece 4 amplias habitaciones, dos baños completos, más un amplio office – convertible en una 5ª habitación si se desea– y cuenta además con dos plazas de garaje para coches grandes, un trastero y buenas zonas comunes. Detalles: -163 m² de casa: salón acogedor, cocina office totalmente equipada y gran capacidad de almacenamiento. -130 m² de terraza-solárium: ideal para crear un chill-out, comedor de verano, zona barbacoa, jardín urbano o incluso jacuzzi. -Vive en una casa espaciosa adaptada a tus gustos, con luz abundante gracias a su excelente orientación y vistas abiertas. Confort & estilo de vida: -Piscina y tenis/pádel en la urbanización: ocio a pie de casa, muy valioso en verano. -Dos coches grandes caben sin problema: comodidad total para familias con varios vehículos. -Zona tranquila y residencial, con vigilancia y conserjería. Ventajas para inversores: - Gran potencial de revalorización: ático con solárium en zona alta demanda. - Rehabilitación a tu gusto: configura tu proyecto para alquiler “premium” o reventa. - Alta rentabilidad estimada: ático amplio + zonas comunes + garajes duales. - Ubicación estratégica para alquiler ejecutivo: cerca de Madrid y de servicios clave. Muy buena ubicación y comunicación: - A solo 10 min en coche del centro de Madrid, por la M‑503 / M‑40. - Cercanías C-7 y C-10 en estación Pozuelo (5–20 min a Madrid Centro)  - Metro Ligero ML-2 en Colonia Jardín/Aravaca conecta a toda la zona noroeste  - Más de 20 líneas de autobús interurbanas y urbanas, incluyendo la línea 657A directa a Moncloa y varias nocturnas  Servicios a la puerta: - Muy próximo a colegios de prestigio (ej. Schoenstatt, Rosales) y centros sanitarios  - A 5 min a pie del centro de Pozuelo, con supermercados, comercios, restaurantes, bancos, ocio… - Rápido acceso al polideportivo Valle de las Cañas (2 min en coche) y centros comerciales como Zielo y El Corte Inglés en pocos minutos. Este ático ofrece una combinación excepcional de espacio, luz, ubicaciones premium y posibilidades de personalización, todo dentro de una urbanización singular en Pozuelo. Si buscas una vivienda familiar con potencial o una inversión rentable con atractivo inmediato, este inmueble es ideal. ¿Te interesa que preparemos una propuesta económica o una visita?",True,good,False,True,3808.0,False,False,False,False,[],False,False,990000.0,€,flat,"Zona Pueblo, Pozuelo de Alarcón","Dúplex en calle San Juan de la Cruz, 3",True,,True,True,duplex,1100000.0,110000.0,10.0,
108132540,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/62/29/1334834015.webp,AG-MALDN250K,43,5,250000.0,flat,sale,45.0,1,1,calle de las Maldonadas,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4118739,-3.7093353,False,https://www.idealista.com/inmueble/108132540/,"GALOTA INVERSIONES E INMOBILIARIA VENDE HERMOSO PISO EXTERIOR TIPO ÁTICO    Comunícate con nosotros escribiendo al WhatsApp 604_89_3314    Rentabilidad del 5%  Distribución:  1 Dormitorio 1 Baño Salón  Comedor  Cocina Independiente    Este piso dispone de 1 dormitorio amueblado  Area de salón y comedor acogedora La cocina se encuentra equipada con electrodomésticos, vitrocerámica eléctrica, frigorífico, campana extractora, lavadora, horno y muebles de cocina superior e inferior. Ubicado al lado del metro latina y el mercado la cebada    IBI 248 COMUNIDAD 70 Somos una inmobiliaria comprometida con los intereses de nuestros clientes, brindamos un servicio personalizado donde nos encargamos de todo el proceso para conseguir la máxima rentabilidad en la adquisición de cada propiedad. Tenemos por misión proporcionarles a nuestros clientes un asesoramiento integral y personalizado, cumpliendo con sus expectativa y necesidades al adquirir una propiedad.  Nuestra visión, está en convertirnos en la empresa de referencia del sector inmobiliario de Madrid, donde cada persona integrada en este mercado piense en nosotros como primera opción al momento de comprar, vender o alquilar una propiedad.  Nos regimos mediante los valores:  Transparencia- Profesionalidad - Ética - Honestidad -Responsabilidad    Valores que nos permite brindarle un asesoramiento idóneo a nuestros clientes, ahorrándoles tiempo y garantizándoles el mejor precio del mercado.  Galota inversiones e inmobiliaria te espera.",True,good,False,False,5556.0,True,False,False,False,[],False,False,250000.0,€,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de las Maldonadas,True,,,,,,,,
105888950,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/6e/65/1316326313.webp,Ventaf-Marchico,35,,306180.0,chalet,sale,256.0,6,4,camino del Mar Chico,Madrid,Aranjuez,Centro,es,,40.0258086,-3.6031688,False,https://www.idealista.com/inmueble/105888950/,"¡Servicheck te da la bienvenida a futuro hogar en el corazón de Aranjuez, Madrid!  Os presentamos una espectacular casa de obra nueva que redefine el concepto de elegancia y comodidad. Esta magnífica vivienda cuenta con cuatro espaciosas habitaciones, un amplio salón-comedor perfecto para reuniones familiares, una cocina moderna equipada con lo último en electrodomésticos, cuatro baños diseñados con un toque de lujo, una terraza para disfrutar de momentos de relax y un balcón con vistas excepcionales. Los suelos de parquet añaden un toque de calidez y sofisticación a cada rincón. Ubicada en el centro de Aranjuez, esta propiedad tiene todo lo que necesitas a tu alcance: escuelas, supermercados, bancos, bibliotecas y farmacias. Además, su excelente ubicación ofrece múltiples conexiones de transporte y un fácil acceso a la Autovía del Sur, garantizando una movilidad sin complicaciones. En Servicheck Inmobiliaria, nos enorgullece ofrecer la mayor variedad de inmuebles al mejor precio garantizado. No dejes pasar la oportunidad de descubrir nuestra amplia oferta inmobiliaria y encontrar la casa perfecta para ti. Con Servicheck Inmobiliaria, tu sueño de vivir en una casa ideal está más cerca que nunca.  ¡Ven y descubre tu nuevo hogar en Aranjuez con nosotros!",False,good,False,,1196.0,True,False,True,False,[],False,False,306180.0,€,chalet,"Centro, Aranjuez",Chalet adosado en camino del Mar Chico,,,True,True,terracedHouse,,,,
108767479,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/37/8a/1354546373.webp,BAS_JACOBINIA,61,bj,349990.0,flat,sale,122.0,4,2,CL JACOBINIA,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.376379,-3.7526192,False,https://www.idealista.com/inmueble/108767479/,"BASTIA INMOBILIARIA vende hermoso piso ubicado en la calle Jacobinia, en la tranquila y consolidada zona de Vista Alegre (Carabanchel), este espacioso y luminoso piso de 122 m² ofrece comodidad y elegancia en cada estancia. Al cruzar la puerta, nos recibe un amplio salón, inundado de luz natural gracias a su orientación, complementado con aire acondicionado para los días calurosos. La cocina, práctica y moderna, dispone de vitrocerámica, perfecta para disfrutar de la gastronomía en casa. El piso cuenta con cuatro dormitorios, ideales tanto para una familia numerosa como para destinar uno de ellos a despacho o sala de estar. Dispone de dos baños: un aseo de cortesía y un baño completo con plato de ducha, ambos diseñados con materiales de calidad. La calefacción es individual a gas natural, garantizando confort y eficiencia energética. Más allá de su interior, la ubicación se destaca por su excelente entorno de servicios. En menos de 200 m encontrarás colegios de reconocido prestigio, entre ellos el CEIP Parque Eugenia de Montijo y el centro San Gabriel, así como guarderías cercanas y academias de refuerzo. Para el día a día cuentas con supermercados como Alcampo y DIA, junto a panaderías, fruterías, farmacias y una animada oferta comercial en la zona. El entorno también disfruta de espacios verdes y opciones de ocio: el cercano Centro Deportivo La Mina, con piscina y pistas deportivas, y el emblemático Palacio de Vista Alegre, sede de grandes eventos. Asimismo, la Biblioteca La Chata aporta un valor cultural añadido. En cuanto a transporte, estarás perfectamente conectado: Metro: línea 5 en las estaciones Vista Alegre (a unos 5 min a pie) y Carabanchel (aprox. 6 min). Autobuses urbanos: diversas líneas pasan a menos de 3–5 min caminando, incluyendo la 17, 34, 35, 55, 481 y nocturnas como N17 y N26. Renfe Cercanías: la línea C‑5 está accesible desde estaciones próximas en Oporto o Carabanchel Alto. Gracias a su extraordinaria comunicación, comercios, colegios y servicios al alcance, este piso en la calle Jacobinia representa una oportunidad excepcional para quienes buscan espacio, luz y calidad de vida sin renunciar a la comodidad urbana.",True,renew,False,False,2869.0,True,False,False,False,[],False,False,349990.0,€,flat,"Vista Alegre, Madrid",Piso en Cl Jacobinia,True,,,,,,,,
92633303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/7a/08/844425521.webp,MC1028,49,2,350000.0,studio,sale,67.0,0,1,calle Miguel Yuste,Madrid,Madrid,San Blas,es,Simancas,40.4384759,-3.6246825,False,https://www.idealista.com/inmueble/92633303/,"QUALITY KEYS INMOBILIARIOS Madrid comercializa este LOFT para entrar a vivir, con una superficie 67 metros cuadrados. Escriturados en 2 alturas, con 5,20 metros de alto aproximadamente, pudiéndose doblar en su totalidad, sacando otro dormitorio y otro baño independientes, todo con ventilación propia. El uso según catastro es el de oficina. Está dentro de un edificio exclusivo de oficinas/LOFT. Son más baratos que un piso. Son la nueva moda residencial y está muy de moda, sobre todo entre determinados grupos profesionales y jóvenes. Los actuales y futuros, propietarios y usuarios, de estas superficies, están sirviendo para regenerar zonas muertas de Madrid y locales comerciales obsoletos. La ausencia de legislación específica sobre la materia es una vía de escape, que además puede verse reforzada por el simple hecho de que el residente acredite el ejercicio de una actividad profesional dentro del LOFT. En el caso concreto de los locales comerciales, como este, se puede realizar una solicitud de cambio de uso. El fenómeno LOFT tiene defensores que argumentan que su aparición es consecuencia de un cambio en la sociedad, ya que el TELETRABAJO es una realidad, los precios de las casas son desorbitados y las familias son cada vez menos numerosas, por lo que en principio, la mayoría de las consecuencias son ventajas, ya que permiten un espacio para trabajar y vivir a la vez, ahorrando la adquisición de dos inmuebles distintos, resultando más asequibles que una casa tradicional, ya que son, de media, un 30% más baratos. En los locales comerciales urbanos, tras previo acondicionamiento y transformación, como es nuestro LOFT, en muchos casos a través de empresas especializadas en esta actividad concreta, ya residen decenas de madrileños.  HACIENDA PERMITE DEDUCIR COMO VIVIENDA UN LOCAL O NAVE INDUSTRIAL SI EL DUEÑO VIVE ALLI (ARTICULO diario económico EXPANSION del 21 de mayo de 2009). El artículo 54.1 del Reglamento del Impuesto sobre la Renta de las Personas Físicas, aprobado por el Real Decreto 439/2007, de 30 de marzo (BOE del 31 de marzo), recoge el concepto de vivienda habitual, estableciendo que ""con carácter general se considera vivienda habitual del contribuyente la edificación que constituya su residencia durante un plazo continuado de, al menos, tres años"". Para considerar que la vivienda constituye la residencia habitual desde su adquisición, ""…debe ser habitada de manera efectiva y con carácter permanente por el propio contribuyente, en un plazo de doce meses, contados a partir de la fecha de adquisición o terminación de las obras"". Conforme con dicha definición dentro del concepto de vivienda habitual regulado en el IRPF se incluye todo tipo de edificación, aun cuando ésta no cumpla con la normativa urbanística propia de la misma o se ubique en un suelo que no disponga de la calificación requerida para edificar, con independencia de la calificación que pudiera tener en el Registro de la Propiedad. Ahora bien, para que la edificación pueda ser considerada como vivienda habitual ha de estar acondicionada o susceptible de ser acondicionada como vivienda, y reunir el contribuyente los requisitos de titularidad, residencia efectiva y permanencia requeridos por la normativa del Impuesto. Las edificaciones consistentes genéricamente en locales, así como aquellas que, en particular, vienen denominándose ""espacios o locales profesionales"" o ""LOFT"" son, según la normativa del sector, espacios destinados a actividad industrial o económica. No obstante, de acuerdo con lo aquí señalado, si se destinara dicho local o espacio a residencia habitual, al estar o haberlo acondicionado como vivienda, podrá disfrutar de cuantos beneficios fiscales establece el IRPF para las viviendas habituales con carácter general, con los mismos requisitos, condiciones y limitaciones.",True,good,False,True,5224.0,True,False,False,False,[],False,False,350000.0,€,flat,"Simancas, Madrid",Estudio en calle Miguel Yuste,True,,,,studio,,,,
108644387,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7b/d0/2a/1350873534.webp,,23,4,156000.0,flat,sale,55.0,2,1,calle de Peña de la Atalaya,Madrid,Madrid,Puente de Vallecas,es,San Diego,40.3822218,-3.6692471,False,https://www.idealista.com/inmueble/108644387/,"TUVIVIENDA AGENCIA OFICIAL  SIN COMISION AL COMPRADOR.  PONE A LA VENTA PISO IDEAL PARA VIVIR E INVERSORES POR SU CERCANIA A LA RENFE ASAMBLEA DE MADRID.  Piso exterior luminoso de 52 útiles actualmente al entrar encontramos el comedor (Antes con la cocina en el mismo) consta de 2 dormitorios (Antes 3, la 3 habitación se encontraba en donde ahora se sitúa la cocina) Necesita actualización, salón-comedor, cocina amueblada con electrónicos, cuarto de baño con bañera, suelo Gress, paredes gotelé, ventanas de aluminio. termo eléctrico para el agua caliente. no dispone de ascensor. A tan solo 5min de la estación de Cercanías Asamblea de Madrid-Entrevías (C-2, C-7) varias líneas de autobuses, conexión con carretera M-30, varios colegios cerca, parques infantiles, zonas verdes, lugares de ocio, centros de salud, comercios y supermercados.",True,renew,False,False,2836.0,True,False,False,False,[],False,False,156000.0,€,flat,"San Diego, Madrid",Piso en calle de Peña de la Atalaya,True,,,,,159999.0,3999.0,2.0,
108305553,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/7d/a2/1340152759.webp,MAD59228,26,,790000.0,flat,sale,88.0,2,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4255203,-3.7038285,False,https://www.idealista.com/inmueble/108305553/,"Lucas Fox presenta este espectacular piso en una calle tranquila del animado barrio de Malasaña de Madrid. Cuenta con una superficie de 99 m² construidos. La vivienda se ha reformado completamente y se presenta a estrenar con acabados de lujo y un diseño moderno, lista para entrar a vivir o para alquilar. Dispone de dos amplios dormitorios y dos baños completos. Cuenta con sistema de climatización por aire acondicionado y calefacción para máximo confort durante todo el año. La entrada a pie de calle ofrece un acceso independiente y cómodo, ideal tanto para residencia habitual como para inversión. El cambio de uso a residencial ya se ha realizado. Gracias a su ubicación privilegiada y características exclusivas, esta propiedad ofrece un gran potencial de rentabilidad en alquiler de corta o media estancia. Una oportunidad única para vivir o invertir en una de las zonas con más demanda y proyección de Madrid.",False,good,False,True,8977.0,False,False,False,False,[],False,False,790000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,True,,,,,,,,
108862791,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c4/b1/15/1357330262.webp,28-02272,18,8,240000.0,flat,sale,64.0,1,1,calle Trole,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3822848,-3.6342301,False,https://www.idealista.com/inmueble/108862791/,"Alquiler Protegido Real Estate-Venta Garantizada pone a su disposición ESTUPENDO piso en calle trole, palomeras sureste, area 64 m2, es una octava planta, exterior con ascensor, barrio residencial tranquilo. Se distribuye en una habitación, cocina amueblada, suelo de parquet, calefacción y aire acondicionado por conducto, baño con bañera de hidromasaje, plaza de garaje, armarios empotrados y cajoneras, conserje 24 horas y piscina y gimnasio. Ubicación ideal, zona tranquila, segura y con todos los servicios cerca (transporte, supermercados, centros médicos, zonas deportivas y parques).",False,good,False,True,3750.0,False,False,False,False,[],False,False,240000.0,€,flat,"Palomeras sureste, Madrid",Piso en calle Trole,True,,True,True,,,,,
108747415,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b0/98/09/1353935582.webp,Moncada,25,5,170000.0,flat,sale,66.0,3,1,calle Moncada,Madrid,Madrid,Villaverde,es,San Cristóbal,40.342445,-3.6938101,False,https://www.idealista.com/inmueble/108747415/,"� Vivienda en Venta – Calle Moncada, San Cristóbal (Madrid) Te presentamos esta excelente oportunidad de inversión o primera vivienda en el barrio de San Cristóbal, ubicado en la Calle Moncada. La propiedad cuenta con 3 habitaciones, 1 baño completo con bañera, un salón luminoso y una distribución funcional ideal para adaptarla a tu gusto. La vivienda requiere reforma, lo que te permitirá personalizar cada rincón y crear el hogar que siempre has soñado. Situada en una zona bien comunicada, cerca de transporte público, colegios, comercios y todos los servicios necesarios para el día a día. Perfecta para inversores que buscan rentabilidad en esta zona. � Características principales: 3 dormitorios 1 baño Salón amplio Cocina independiente Necesita reforma integral ¡No dejes pasar esta oportunidad de transformar esta vivienda en una excelente inversión! � Para más información o concertar una visita, contacta con Mundhogar Consulting. Tu lugar en el mundo.",False,good,False,True,2576.0,True,False,False,False,[],False,False,170000.0,€,flat,"San Cristóbal, Madrid",Piso en calle Moncada,True,,,,,,,,
108680637,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/eb/64/67/1351946541.webp,,42,7,600000.0,flat,sale,112.0,3,2,calle del Comercio,Madrid,Madrid,Retiro,es,Pacífico,40.4035721,-3.680395,False,https://www.idealista.com/inmueble/108680637/,"Agencia inmobiliaria de Madrid zona Jerónimos, Pacífico, Niño Jesús Tecnocasa Jerónimos Y Pacífico Asesores SL EN VENTA: Piso en zona privilegiada en pleno corazón del barrio de Pacífico. Situado en séptima planta, el edificio dispone de ascensor, calefacción central y portero físico. La vivienda cuenta con 112m2 según catastro, armarios empotrados y gran potencial de reforma y distribución. Actualmente el piso se distribuye en: - Tres dormitorios - Amplio salón con acceso a terraza - Terraza - Dos baños completos - Cocina independiente La zona dispone de todos los servicios básicos: supermercados, centros educativos públicos y privados, hospitales, centros deportivos y una amplia oferta cultural, gastronómica y de ocio en general. Muy cerca de Atocha y el Parque del Retiro. Respecto a movilidad, dispone de una gran oferta de transporte público, de numerosas líneas de autobús de la EMT en las inmediaciones de la finca. Muy cerca también a las estaciones de Atocha (tren y metro) y Méndez Álvaro (autobuses) No lo dude y contacte con nosotros para requerir más información y/o concertar una visita.",False,renew,False,True,5357.0,True,False,False,False,[],False,False,600000.0,€,flat,"Pacífico, Madrid",Piso en calle del Comercio,False,,,,,650000.0,50000.0,8.0,
108217313,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d4/83/b2/1337417189.webp,CIUDALCAMPO,49,,1900000.0,chalet,sale,538.0,7,5,"calle del Naranjo de Bulnes, 85",Madrid,Ciudalcampo,,es,,40.6250868,-3.6129174,True,https://www.idealista.com/inmueble/108217313/,"ESPECTACULAR CHALET INDEPENDIENTE EN VENTA EN CIUDALCAMPO – LUZ, DISEÑO Y PRIVACIDAD EN UN ENTORNO NATURAL ÚNICO. En la parte alta de la prestigiosa urbanización Ciudalcampo, sobre una parcela llana de 2.505 m², se encuentra esta impresionante vivienda de diseño contemporáneo, con vistas abiertas a la Sierra de Madrid y ubicada en una de las principales calles de la urbanización (Naranjo de Bulnes). Una casa de líneas limpias, sin sótanos ni pasillos, pensada para vivir con amplitud, máxima luminosidad y conexión con el entorno. Su arquitectura moderna, la doble altura en el salón y hall, y la luz que entra por todas las fachadas hacen de esta propiedad un hogar realmente único. Distribución y superficies: •Parcela llana de 2.505 m² •478 m² construidos + 60 m² de garaje independiente •7 habitaciones | 5 baños completos | 1 aseo de invitados Planta baja: •Hall de entrada y espectacular salón a doble altura, con amplios ventanales de suelo a techo y salida directa al jardín •Despacho o biblioteca •Cocina amplia y luminosa, conectada con zona de office mediante puertas correderas •Aseo de cortesía •Zona de lavandería y almacén •Área de servicio independiente, compuesta por dormitorio con baño en suite y acceso privado Planta superior: •6 dormitorios, 4 vestidores y 4 baños •Dormitorio principal en voladizo con vistas espectaculares a la sierra y a la piscina, gran amplitud y privacidad Exteriores y extras: •Dos grandes terrazas conectadas en la parte trasera, con un total de 95 m²: perfectas como solárium, comedor de verano, porche de invierno o salón exterior •Piscina privada de 12,50m integrada en el jardín, rodeada de vegetación •Vivienda totalmente rodeada de naturaleza, con jardín consolidado y privacidad total •Garaje independiente para 2 coches grandes, espacio para motos y 2 puertas automáticas independientes Instalaciones y calidades destacadas: •Aire acondicionado y suelo radiante en toda la vivienda •Termostato independiente en cada habitación, para regular la temperatura de forma personalizada •Sistema de persianas eléctricas en toda la casa •Sistema de aspiración centralizado integrado en paredes, con puntos de conexión en distintas estancias •Placas fotovoltaicas •Suelos de tarima de roble, cerámicos en tonos grises y piedra caliza •22 puertas interiores completamente nuevas •Recién pintada tanto en el interior como en toda la fachada exterior •Excelente calidad constructiva y estado de conservación impecable Ubicación: Urbanización Ciudalcampo Una de las zonas residenciales más exclusivas de Madrid, situada dentro del Parque Regional de la Cuenca Alta del Manzanares, en los municipios de San Sebastián de los Reyes y Colmenar Viejo. Un entorno privilegiado que combina seguridad, naturaleza y calidad de vida, con: •Acceso directo desde la N-1 (km 28) •Cercanía al aeropuerto de Madrid Barajas, IFEMA y grandes empresas •A tan solo 10 minutos del Hospital Infanta Sofía •Propiedades independientes con amplias parcelas y seguridad 24h Información adicional: IBI: 1.777€. Tasa de basuras: 108€. Comunidad de propietarios: trimestral 457,50€ Una propiedad exclusiva por su diseño, ubicación y calidades ¡No dejes perder esta oportunidad!. Para más información o para concertar una visita, no dudes en contactarme. Trabajo de lunes a domingo. Estoy disponible todos los días para ti.",True,good,False,,3532.0,True,False,False,False,[],False,False,1900000.0,€,chalet,Ciudalcampo,"Casa independiente en calle del Naranjo de Bulnes, 85",,,True,True,independantHouse,1930000.0,30000.0,2.0,
108731245,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/e7/2d/1353472078.webp,VIVEXROB020,24,,235000.0,chalet,sale,150.0,3,1,Robledo de Chavela,Madrid,Robledo de Chavela,,es,,40.5177078,-4.2533781,False,https://www.idealista.com/inmueble/108731245/,"¡VENDE CON NOSOTROS DESDE SOLO EL 1,9 %! ¡CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN! � Espectacular Chalet Independiente en Robledo de Chavela �✨ ¡Bienvenido a tu nuevo hogar en plena naturaleza! � Este encantador chalet independiente de 150 m² sobre una amplia parcela privada te ofrece la tranquilidad que buscas sin renunciar a las comodidades de una vida moderna. � 3 Dormitorios luminosos � 1 Baño completo � Cocina equipada �️ � Acogedora chimenea � � Trastero y tendedero para máxima funcionalidad � Jardín privado con posibilidad de piscina �♂️ � Gran parcela con múltiples opciones: zona de barbacoa, huerto, ampliación.. . ¡Tú eliges! � � Esta vivienda es ideal tanto como primera residencia como para disfrutarla los fines de semana y vacaciones. Su distribución cómoda y sus espacios exteriores convierten cada día en un respiro. �Ubicación privilegiada: Situado en Robledo de Chavela, una de las joyas de la Sierra Oeste de Madrid. Un entorno natural inigualable, rodeado de montañas, pinares y rutas de senderismo �♀️�. Perfecto para los amantes de la tranquilidad, el aire puro y el estilo de vida rural con todos los servicios a mano. � Buen acceso por carretera y cercanía a la estación de tren, que conecta directamente con Madrid. ✨ Vive donde otros solo veranean. No dejes escapar esta oportunidad única de tener un chalet con alma, en un paraíso natural. � ¡Contáctanos para visitarlo y enamórate en persona!   AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TELÉFONO:  PARQUE EMPRESARIAL “LA FINCA” PASEO CLUB DEPORTIVO 1, EDIFICIO 4 POZUELO 28223 TELÉFONO: [IW].",True,good,False,,1567.0,False,False,False,False,[],False,False,235000.0,€,chalet,Robledo de Chavela,Casa independiente,,,True,True,independantHouse,,,,
108338171,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/51/1a/1341268727.webp,,41,,2400000.0,chalet,sale,310.0,6,4,Barrio Montealina,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Montealina,40.4347627,-3.8458551,False,https://www.idealista.com/inmueble/108338171/,"Propiedades Pozuelo vende Chalet Independiente en la Urbanización Montealina, Tipología Levitt, modelo Encinar, de 310 m2 distribuidos en dos plantas y sobre una impecable y consolidada parcela de 2250m2 con pinos, encinas y una gran piscina Su distribución es la siguiente: Planta Principal: hall de acceso, aseo de cortesía, amplio salón de unos 80m2 con comedor independiente, dormitorio principal en suite, cocina con office reformada y dormitorio de servicio con baño. Como garaje cuenta con semicubierto para tres coches. Planta Alta: se llega a una gran espacio distribuidor que hace las veces de sala de estar o family room y por el que se accede a los cuatro dormitorios, dos baños, un estudio. Además una gran terraza solarium que comparten dos de las habitaciones. La prestigiosa urbanización de Montealina cuenta con seguridad 24 h y control de acceso.",False,good,False,,7742.0,True,False,False,False,[],False,False,2400000.0,€,chalet,"Montealina, Pozuelo de Alarcón",Casa independiente,,,True,True,independantHouse,,,,
