propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,externalReference
108354895,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/7b/83/1341628101.webp,10,3,275000.0,flat,sale,80.0,True,2,2,calle de Candilejas,Madrid,Madrid,Puente de Vallecas,es,Palomeras Bajas,40.3818035,-3.6634058,False,https://www.idealista.com/inmueble/108354895/,"Piso exterior reformado a medida. Consta de 2 dormitorios, 2 baños y cocina integrada. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra mineral para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas, medianeras, suelos y techos por petición con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,3438.0,False,False,False,False,[],False,False,275000.0,€,flat,,"Palomeras Bajas, Madrid",Piso en calle de Candilejas,,,
108782260,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4f/24/09/1354960155.webp,14,3,219000.0,flat,sale,76.0,True,2,1,calle Poeta José Hierro,Madrid,Pinto,San José - Buenos Aires,es,,40.2374531,-3.6908319,False,https://www.idealista.com/inmueble/108782260/,"¡Descubre este maravilloso loft de diseño en el corazón de Parque Éboli! Con una superficie de 76 m², este inmueble es ideal para inversores que buscan una propiedad en perfecto estado y lista para entrar a vivir.  Su distribución incluye dos acogedoras habitaciones y un amplio salón con cocina americana, donde el diseño único se combina con calidades excelentes. Los ventanales maravillosos permiten que la luz natural inunde el espacio, creando un ambiente cálido y agradable. El baño es amplio y cuenta con todas las comodidades necesarias. Además, la vivienda dispone de armarios empotrados y está equipada con aire acondicionado y calefacción mediante bomba de frío/calor, asegurando el confort en cualquier época del año.  Ubicado en la tercera planta de un edificio de diseño, este loft también es accesible para personas con movilidad reducida. La ubicación es inmejorable, con vistas al parque Jun Carlos I y a pocos pasos de una zona llena de comercios y colegios.  El teatro Francisco Rabal está justo al lado, ideal para disfrutar de la cultura local. Además, tendrás la comodidad de un aparcamiento público cerrado y un parking del centro comercial abierto 24 horas.  No dejes pasar la oportunidad de vivir en un espacio tan especial o de invertir en una propiedad con gran potencial.  ¡Contáctanos para más información!",False,good,False,True,2882.0,False,False,False,False,[],False,False,219000.0,€,flat,,"San José - Buenos Aires, Pinto",Piso en calle Poeta José Hierro,,,3375
108731091,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6e/dc/c0/1353471354.webp,13,5,247260.0,flat,sale,89.0,True,3,2,calle Trigo,Madrid,Valdemoro,Guardia Civil - Zona Industrial,es,,40.1946685,-3.6780343,False,https://www.idealista.com/inmueble/108731091/,"Agencia inmobiliaria de VALDEMORO: zona ESTACION- CENTRO- GUARDIA CIVIL- Oficina Tecnocasa VENDE piso en zona GUARDIA CIVIL Descubre esta acogedora vivienda en Valdemoro, ideal para quienes buscan comodidad y funcionalidad. Con una superficie de 89 m², esta propiedad ofrece un espacio bien distribuido que incluye tres dormitorios, perfectos para familias o quienes necesitan espacio adicional para oficina o invitados. Los dos baños proporcionan comodidad y privacidad para todos los miembros del hogar. Construida en 2003, la vivienda combina diseño moderno con detalles prácticos, asegurando un ambiente agradable y funcional. La cocina, amplia y luminosa, invita a disfrutar de momentos culinarios en familia. Además, cuenta con PLAZA DE GARAJE Y TRASTERO INCLUIDOS EN EL PRECIO. Ubicada en una zona tranquila, esta propiedad ofrece acceso a transporte publico, colegios y supermercados, haciendo de ella una opción atractiva para quienes buscan un equilibrio entre tranquilidad y conveniencia. Ven a conocer tu próximo hogar. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,True,2778.0,False,False,False,False,[],False,False,247260.0,€,flat,,"Guardia Civil - Zona Industrial, Valdemoro",Piso en calle Trigo,True,True,
108733094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d2/16/5a/1353533776.webp,11,1,230000.0,flat,sale,40.0,True,1,1,calle de Joaquín Lorenzo,Madrid,Madrid,Fuencarral,es,Peñagrande,40.4750857,-3.7273448,False,https://www.idealista.com/inmueble/108733094/,"Inversión Segura y Rentable: Apartamento en Zona Premium de Madrid ¿Buscas una inversión inmobiliaria con rentabilidad garantizada desde el primer día? Este apartamento de un dormitorio es la oportunidad que estabas esperando. Alquilado actualmente por 1.000€/mes con seguro de impago en curso, ofrece tranquilidad y estabilidad financiera desde el momento de la compra. Ubicado en una zona estratégica cerca de la Universidad Complutense, el entorno ha sido recientemente reformado y cuenta con edificios de nueva construcción justo al lado, lo que aumenta aún más su valor y atractivo. Características clave:  Rentabilidad asegurada: Contrato de alquiler vigente con seguro de impagos.  Ubicación inmejorable: Demanda constante de estudiantes y profesionales.  Moderno y funcional: 1 dormitorio, salón, cocina equipada y terraza cerrada.  Comodidades exclusivas: Portero físico en la finca.  Bajos gastos de comunidad: Maximiza tu rentabilidad. � Se puede visitar. No dejes pasar esta ocasión de comprar un activo que genera ingresos desde el primer día. ¡Invierte con seguridad y rentabiliza tu dinero! � ***De acuerdo con el Decreto 515/1989, del 21 de Abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. TODA LA INFORMACIÓN Y DOCUMENTACIÓN DEL INMUEBLE SERÁ PUESTA A DISPOSICIÓN DE LOS COMPRADORES EN LA OFICINA CORRESPONDIENTE. La información contenida en este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. OPORTUNIDAD UNICA, No lo dude llámenos y solicite información y visita sin compromiso. FINANCIACIÓN HASTA EL 100 % * Pendiente estudio financiero del perfil de cliente. Especialistas en Compra, Venta, Alquiler Seguro, Tramitación Herencias, Financiación, Certificado Energético, etc. ASESORAMIENTO PERSONALIZADO. Premier Hogar Encuentra más en Premier Hogar, Otra forma de gestionar tu hogar.",False,good,False,True,5750.0,False,False,False,False,[],False,False,230000.0,€,flat,,"Peñagrande, Madrid",Piso en calle de Joaquín Lorenzo,,,1255
106757109,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cc/aa/9a/1293105858.webp,2,,230000.0,chalet,sale,172.0,,3,2,"calle Puerto de Navacerrada, 3 -1",Madrid,Manzanares el Real,,es,,40.7309774,-3.8565271,True,https://www.idealista.com/inmueble/106757109/,"- CESIÓN de REMATE- La adquisición del inmueble publicitado se llevará a cabo de forma exclusiva mediante cesión de remate, en el marco del proceso de Subasta Judicial en el que se encuentra actualmente, sin que exista la posibilidad de compraventa directa. Consecuencia de lo anterior: (i) el precio publicado se trata de una orientación al precio de puja mínimo por la cual puede ser adjudicado el inmueble y (ii) no se contará con la posesión del inmueble en el momento de la adquisición, no siendo posible visitarlo. El precio indicado en la publicación se trata de un valor de referencia y no supone en ningún caso la aceptación del mismo por parte del acreedor, teniendo que ser sometido a valoración del correspondiente comité para su sanción. Toda la información publicada en el presente anuncio se encuentra disponible de manera pública en el boletín oficial del estado: subastas. boe. es/detalleSubasta. php? idSub=SUB-JA-2024-239331 Vivienda unifamilar situada en la localidad de Manzanares el Real en la provincia de Madrid. Tiene una superficie de 171,92 m2.",False,good,False,,1337.0,False,False,False,False,[],False,False,230000.0,€,chalet,,Manzanares el Real,"Chalet en calle Puerto de Navacerrada, 3 -1",,,9186##9186_0413_PE0001
106754933,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/2a/99/1293037554.webp,17,,240000.0,chalet,sale,75.0,,2,1,CONCORDIA DE LA,Madrid,Los Molinos,,es,,40.7185931,-4.0742459,False,https://www.idealista.com/inmueble/106754933/,"PARQUECASA VENDE encantadora casita de campo ubicada en la localidad de Los Molinos. Se encuentra construida en una excepcional finca con una superficie total de 10.000 m².  Este terreno, clasificado como suelo urbano de uso industrial, presenta una oportunidad única para el desarrollo de proyectos en un entorno privilegiado. Dentro de la finca, se encuentra una construcción de madera de 75 m², registrada en catastro, un pozo y una segunda construcción. Esta propiedad destaca por su hermoso entorno natural, ya que cuenta con un extenso pinar que rodea la finca, proporcionando un ambiente tranquilo y agradable. No pierda la oportunidad de adquirir este terreno en una ubicación estratégica, con fácil acceso a las principales vías de comunicación. Para más información o para concertar una visita, no dude en ponerse en contacto con nosotros. Ref. 352V.",False,renew,False,,3200.0,False,False,False,False,[],False,False,240000.0,€,chalet,independantHouse,Los Molinos,Casa independiente en Concordia De La,,,352V
106573163,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/e4/a2/1287207210.webp,1,bj,80500.0,flat,sale,51.0,True,1,1,travesía Alta Perchuela,Madrid,Villamantilla,,es,,40.3366708,-4.1335011,False,https://www.idealista.com/inmueble/106573163/,"Inmueble especial Inversionistas que se vende SIN POSESIÓN. No podemos dar acceso a la vivienda para visitarla. El inmueble ha sido adquirido a través de un procedimiento judicial (concursal o hipotecario) por el vendedor, el cual no ha tomado todavía posesión del mismo. El Inmueble se transmite sin conocerse por parte del Vendedor el estado de conservación actual, ni su situación ocupacional, arrendaticia, de servicios y de suministros. Práctico piso en Villamantilla, Madrid, ideal para parejas. El inmueble dispone de una superficie de 50 m² construidos distribuidos en una habitación, salón-comedor, cocina y un aseo. Está ubicado en el corazón de Villamantilla, en sus alrededores encontramos el Colegio Público San Miguel, supermercados y centros deportivos. Cuenta con fácil acceso a M-530. Se recomienda que el comprador obtenga asesoramiento profesional y legal antes de adoptar la decisión de compra.",False,good,False,False,1578.0,False,False,False,False,[],False,False,80500.0,€,flat,,Villamantilla,Piso en travesía Alta Perchuela,,,5SPVILLAMANTILLAant00035706715ALTAPERCHUELA
108678252,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/1f/e7/1351877933.webp,40,,675000.0,chalet,sale,220.0,,3,2,Getafe norte,Madrid,Getafe,Getafe norte,es,,40.3193796,-3.7146033,False,https://www.idealista.com/inmueble/108678252/,"| LECASA INMOBILIARIA | Te presentamos este espectacular chalet de 220 m² construido en 4 plantas sobre una parcela con porche y patio de 70 m², que conecta directamente con un jardín de 2.000 m². En la planta baja, un salón de concepto abierto de 24 m² con chimenea te da la bienvenida, junto a un aseo, cocina amueblada y acceso al sótano, donde el antiguo garaje para 2 coches se ha convertido en trastero y cuarto de plancha con opción de adaptarse a dormitorio, gracias a su calefacción. En la primera planta, la zona de descanso se organiza en 3 dormitorios: el principal, con amplio vestidor y aire acondicionado, y otros dos con armarios empotrados y climatización. Un baño completo con ducha e hidromasaje reformado da servicio a esta planta. La buhardilla, totalmente terminada y con dos ventanas VELUX (una con persiana eléctrica), ofrece un espacio extra ideal para estudio o dormitorio. En el exterior, disfruta de zona ajardinada con riego automático y porche de teja y césped, todo con toldos en cada ventana. Equipado con gas natural individual, radiadores de aluminio y orientación Este‑Oeste, este chalet está listo para entrar a vivir. A solo 100 m de la estación de El Casar (Renfe Cercanías, Metro línea 3, MetroSur) y con fácil acceso a la M‑45, tendrás colegios, comercios y transportes al alcance de tu mano. ¡No dejes pasar esta oportunidad única en Getafe Norte! | LECASA INMOBILIARIA |.",False,good,False,,3068.0,False,False,False,False,[],False,False,675000.0,€,chalet,terracedHouse,"Getafe norte, Getafe",Chalet adosado,True,True,
108467113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/86/90/1345793619.webp,11,st,415000.0,flat,sale,69.0,False,2,1,calle de Viriato,Madrid,Madrid,Chamberí,es,Trafalgar,40.4371206,-3.6992487,False,https://www.idealista.com/inmueble/108467113/,"Tranquilo y Moderno Apartamento en Chamberí, Madrid Bienvenido a tu oasis urbano en el encantador barrio de Chamberí, uno de los más auténticos y bien conectados de Madrid. Este apartamento completamente renovado se encuentra en un sótano tipo americano, moderno y sorprendentemente luminoso. Diseñado para ofrecer confort y serenidad, es el lugar perfecto para quienes buscan descansar y desconectar sin renunciar a la vida de la ciudad. � Distribución ideal: 2 habitaciones acogedoras con excelente ventilación 1 baño completo, funcional y elegante Espacios tranquilos que invitan al descanso después de un día en la ciudad ☀️ Detalles destacados: Ambiente silencioso y confortable Remodelado recientemente, con acabados de calidad Buena iluminación natural pese a estar en planta sótano El edificio cuenta con ascensor, para mayor comodidad � Ubicación excelente: Situado en el corazón de Chamberí, rodeado de cafés con encanto, tiendas locales y fácil acceso al transporte público, para moverte por Madrid con total comodidad. ✨ Ideal para estancias cortas o largas, este apartamento combina tranquilidad, estilo y ubicación en uno de los barrios con más personalidad de la capital.",False,good,False,True,6014.0,False,False,False,False,[],False,False,415000.0,€,flat,,"Trafalgar, Madrid",Piso en calle de Viriato,,,
108435916,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/4e/41/1346537461.webp,3,1,1245000.0,flat,sale,139.0,True,2,3,CL MINAS,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4230158,-3.7052924,False,https://www.idealista.com/inmueble/108435916/,"Galeante Realtors presenta este exclusivo apartamento recién renovado, ubicado en la tranquila calle Minas, dentro de una distinguida finca clásica de 1900. Situado en el animado distrito Centro, este hogar fusiona el carácter histórico con un estilo moderno y acabados de primera calidad, creando un ambiente sofisticado y cálido. Al entrar, la luz del día baña el interior gracias a sus tres balcones con vistas al exterior, realzando un generoso salón-comedor que invita a la relajación y al disfrute. La cocina, independiente y completamente equipada, exhibe un diseño práctico y elegante, con detalles de alta gama que se integran perfectamente en el espacio. La zona privada incluye dos dormitorios amplios, ambos con baños en suite, asegurando intimidad y bienestar. Un aseo adicional con ducha completa la distribución, ideal para recibir visitas con comodidad. Pensada para el confort óptimo, cada área cuenta con calefacción, aire acondicionado, mobiliario de diseño y electrodomésticos modernos. Aunque las imágenes son representativas, ilustran fielmente el proyecto en curso, con entrega estimada para mediados de febrero. Ubicado en una de las áreas más vibrantes de Madrid, este apartamento combina historia, cultura y vida contemporánea. A pocos pasos, el entorno del distrito Centro ofrece acceso a zonas verdes, comercios y una rica escena cultural, elevando el valor y el encanto de esta ubicación privilegiada. Por deseo expreso de la propiedad, no se muestran fotos del inmueble en este anuncio, sin embargo contamos con dossier con reportaje fotográfico completo, así como un video tour. Para más información, contactar con Galeante Realtors.",True,good,False,True,8957.0,False,False,False,False,[],False,False,1245000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en Cl Minas,,,CN2504
108316752,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/56/c9/1340487772.webp,2,3,1000000.0,flat,sale,140.0,True,3,2,Barrio Argüelles,Madrid,Madrid,Moncloa,es,Argüelles,40.4315832,-3.7201321,False,https://www.idealista.com/inmueble/108316752/,"TERESA ELIAS ofrece magnifico piso en Argüelles. A escasos metros del parque del Oeste y de la vibrante calle Princesa con todo tipo de comercio. Bien conectado por transporte público a cualquier punto de la ciudad.  Fotos por privado a los interesados. Piso para reformar y adaptarlo a las necesidades del futuro comprador. Salón comedor de buen tamaño exterior a la calle.  Tres dormitorios dobles interiores pero luminosos con dos baños.  Zona inmejorable cercano a universidades. Buena inversión en el centro de Madrid ya sea como inversión por la alta rentabilidad o para crear el hogar de tus sueños. Gastos de comunidad (229,92€) e IBI (1.230, 55€).",False,renew,False,True,7143.0,True,False,False,False,[],False,False,1000000.0,€,flat,,"Argüelles, Madrid",Piso,,,
107856295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/77/0b/1326363596.webp,11,3,369000.0,flat,sale,70.0,True,2,1,calle de Siena,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.434588,-3.6540395,False,https://www.idealista.com/inmueble/107856295/,"Piso céntrico en finca en buen estado, alto, luminoso y reformado a medida. Consta de dos dormitorios, baño y cocina. Ubicación inmejorable, en conexión con varias líneas de metro y autobús, cerca de calle Alcalá y acceso a M30. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,5271.0,False,False,False,False,[],False,False,369000.0,€,flat,,"Quintana, Madrid",Piso en calle de Siena,,,
108814901,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/31/bd/1355925060.webp,1,2,550000.0,flat,sale,64.0,True,2,1,CL DOCTOR CASTELO,Madrid,Madrid,Retiro,es,Ibiza,40.4194298,-3.678129,False,https://www.idealista.com/inmueble/108814901/,"Luminoso piso exterior de 2 dormitorios junto al Parque del Retiro. Ubicado en la prestigiosa calle Doctor Castelo, a escasos metros del emblemático Parque del Retiro, se encuentra este encantador piso exterior que destaca por su excelente localización y su gran potencial como vivienda o inversión. La propiedad cuenta con una distribución funcional y espacios bien aprovechados. Dispone de dos dormitorios, un baño completo y un amplio salón comedor con acceso a dos balcones que se asoman a la calle, proporcionando abundante luz natural y una agradable conexión con el entorno urbano. El estado general de la vivienda es bueno, por lo que no requiere una reforma integral. Sin embargo, una actualización permitiría adaptarla a los gustos y necesidades contemporáneas, aportando aún más valor al inmueble. Una oportunidad única para disfrutar de una vida tranquila y cómoda en una de las zonas más deseadas de Madrid, con todos los servicios a mano: comercios, restauración, transporte público y el privilegio de tener el Retiro como vecino. ¡No dejes pasar esta magnífica ocasión y ven a visitarlo!",False,good,False,False,8594.0,False,False,False,False,[],False,False,550000.0,€,flat,,"Ibiza, Madrid",Piso en Cl Doctor Castelo,,,
108363130,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/73/83/1341871412.webp,14,3,315000.0,flat,sale,73.0,True,2,2,calle de Arroyo de Fontarrón,Madrid,Madrid,Moratalaz,es,Fontarrón,40.3970472,-3.6418257,False,https://www.idealista.com/inmueble/108363130/,"Piso exterior reformado a medida. Consta de 2 dormitorios, 2 baños y cocina integrada. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra mineral para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas, medianeras, suelos y techos por petición con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,4315.0,False,False,False,False,[],False,False,315000.0,€,flat,,"Fontarrón, Madrid",Piso en calle de Arroyo de Fontarrón,,,
108915696,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/52/17/12/1358827928.webp,7,3,1300000.0,flat,sale,140.0,True,3,2,Barrio Nueva España,Madrid,Madrid,Chamartín,es,Nueva España,40.464113,-3.6713413,False,https://www.idealista.com/inmueble/108915696/,"¡Oportunidad única en Hortaleza! Amplio y luminoso piso exterior de 140 m² ubicado en una tranquila y bien comunicada zona residencial. Situado en una 3ª planta con ascensor, este inmueble cuenta con: 3 dormitorios con armarios empotrados 2 baños completos, uno en suite Espacioso salón-comedor con grandes ventanales Cocina independiente totalmente equipada Trastero incluido El edificio dispone de portero físico y zonas comunes con piscina comunitaria, ideal para disfrutar del verano en familia. Perfectamente conectado con transporte público, comercios, colegios y zonas verdes. ¡Una vivienda ideal para entrar a vivir o como inversión!",False,good,False,True,9286.0,False,False,False,False,[],False,False,1300000.0,€,flat,,"Nueva España, Madrid",Piso,,,1680577000370406908
108595894,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/b9/d2/1349490601.webp,13,3,450000.0,flat,sale,75.0,True,2,1,calle Divino Vallés,Madrid,Madrid,Arganzuela,es,Chopera,40.3961845,-3.695527,False,https://www.idealista.com/inmueble/108595894/,"Piso en finca en buen estado reformado a medida. Consta de dos dormitorios, baño y cocina. En nuestras reformas se cambian todas las instalaciones y tabiquerías interiores, incidiendo en la eficiencia energética y el aprovechamiento del espacio. La instalación eléctrica se compone de cuadro elevado y cambio de acometida para que esté libre de halógenos obteniendo un nuevo boletín eléctrico. La instalación de fontanería y gas se renueva totalmente, con caldera de Saunier Duval Thelia Condens y nueva instalación de gas con nuevo boletín y contador. La tabiquería interior se renueva utilizando doble tabiquería de pladur con fibra de vidrio para asegurar el nuevo aislamiento tanto térmico como acústico. En muchos casos, se mejora también el aislamiento de fachadas y medianeras y suelos y techos por petición, con materiales de especiales cualidades que ocupan el menor espacio posible. Nuestras reformas han sido cuidadosamente diseñadas realizando viviendas totalmente equipadas con gamas medias altas pensadas para una primera vivienda. También ayudamos a gestionar la financiación más competitiva para cada perfil.",False,good,False,True,6000.0,False,False,False,False,[],False,False,450000.0,€,flat,,"Chopera, Madrid",Piso en calle Divino Vallés,,,
107826359,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/01/f9/1326345676.webp,8,7,430000.0,studio,sale,57.0,True,0,1,paseo de La Habana,Madrid,Madrid,Chamartín,es,El Viso,40.4497316,-3.6897475,False,https://www.idealista.com/inmueble/107826359/,"**Piso en Venta en El Viso - Madrid** Descubre este encantador apartamento de 57 m² en el prestigioso barrio de El Viso, una de las zonas más elegantes y codiciadas de Madrid. Este piso, situado en la séptima planta, ofrece una luminosidad natural que inunda cada rincón, creando un ambiente acogedor y agradable. Con un dormitorio y un baño, es ideal para quienes buscan un espacio funcional y cómodo. La arquitectura clásica del edificio se complementa con la proximidad a espacios verdes, plazas y parques, perfectos para pasear o practicar deporte al aire libre. Además, la ubicación privilegiada garantiza acceso a zonas de interés cultural y de ocio, así como la cercanía a colegios, polideportivos y hospitales.  Este inmueble, que requiere una reforma, es una excelente oportunidad para personalizar tu nuevo hogar a tu gusto. Con acceso adaptado para personas con movilidad reducida y calefacción por bomba de frío/calor, este piso está diseñado para ofrecer comodidad en cada detalle. No dejes pasar la oportunidad de vivir en un entorno residencial con buena comunicación por transporte público. ¡Ven a verlo y enamórate de su potencial!",False,renew,False,True,7544.0,False,False,False,False,[],False,False,430000.0,€,flat,studio,"El Viso, Madrid",Estudio en paseo de La Habana,,,
108546024,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/38/dc/1348096974.webp,29,1,750000.0,flat,sale,90.0,True,3,1,Barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4667295,-3.6934338,False,https://www.idealista.com/inmueble/108546024/,"En exclusiva, directo sin comisión de agencia.   Piso exterior muy luminoso con dos balcones a la calle y múltiples ventanas que garantizan una excelente iluminación y ventilación natural.  Cuenta con una distribución de espacio muy optimizada, con salón, tres dormitorios, un baño (pueden hacerse dos) cocina y comedor. El piso es muy flexible, pudiéndose hacer otras distribuciones acordes a las necesidades del comprador.  Destaca por sus dos áreas independientes (salón y cocina-comedor), ideales para familias que buscan espacios diferenciados para la convivencia donde se hace mucha vida en la cocina, una característica difícil de encontrar en construcciones modernas.  INVERSORES: Perfecto para maximizar rentabilidad mediante alquiler por habitaciones, ya que tienes la posibilidad de convertirlo en cuatro dormitorios, con tres de ellos dobles y uno sencillo.  La ubicación privilegiada cerca del centro financiero de Azca, Cuatro Torres, La universidad IE, centro de negocios de Cuzco y Juzgados de Plaza Castilla, hace que sea perfecto para alojar como inquilinos a estudiantes de master de IE, consultores de PWC, Torre Europa o centros de oficinas de Cuzco. Todo a menos de 8 minutos caminando que hace que sea un lujo para quien decida ir caminando al trabajo. Proximidad con Estadio Santiago Bernabéu a 15 minutos caminando    Ubicacion estrategica, todo a mano:  Para el dia a dia todo a menos de cinco minutos:  ... tienes el centro de salud y especialidades (los dos)  ... varios supermercados (mercadona, Aldi, Dia... )  ... varias farmacias  ... miles de restaurantes: Txistu, los Arroces de seguis, Miho, Tagliatella, La romana.. .  ... miles de tiendas de moda, calzado, telefonía (zona comercial bravo murillo).  ... hospital la paz a menos de 6 minutos en coche o 18 minutos caminando.    Comunicaciones y Transportes: Varias paradas de metro (Valdeacederas y Plaza Castilla) Conexión con Sol en 16 minutos, y conexión con el intercambiador de Plaza Castilla si trabajas en Las Tablas, Sanchinarro, Tres Cantos o zona norte. Varias paradas de bus   Carreteras: Conexión desde castellana a A1, M30, M11 en menos de 6 minutos en coche.  Zona de fácil aparcamiento (zona ser) Podemos facilitar una amplia plaza de aparcamiento en alquiler a menos de 2 minutos andando para SUV grande. (El edificio no cuenta con garaje ni trastero. )  Muy próximo a la futura construcción de Madrid Nuevo Norte con la revalorización económica que se producirá en la zona.",False,good,False,False,8333.0,False,False,False,False,[],False,False,750000.0,€,flat,,"Cuzco-Castillejos, Madrid",Piso,,,
108289624,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c1/e1/9d/1339656218.webp,11,1,320000.0,flat,sale,104.0,True,4,2,calle Marqués Alonso Martínez,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4853308,-3.3569168,False,https://www.idealista.com/inmueble/108289624/,"ESPECIAL INVERSORES. INMUEBLE ALQUILADO. Alcalá de Henares (Madrid). El inmueble se transmite en rentabilidad con contrato de alquiler en vigor y al corriente de todo tipo de gastos e impuestos. Se trata de un amplio piso de 10 m2 que cuenta con 4 dormitorios y 2 baños. Exterior. Trastero. Urbanización cerrada con piscina y zona verde. La ubicación del inmueble es inmejorable, en una zona tranquila y consolidada, con todo tipo de servicios en sus alrededores: comercios, colegios, parques, zonas deportivas, supermercados. La estación de tren de ALCALÁ DE HENARES se encuentra a 15 minutos andando, lo que permite llegar en menos de media hora a la Estación de Atocha en pleno centro de Madrid. Consigue rentabilidad desde el primer día y olvídate de costosas reformas y búsqueda de inquilinos fiables, este piso ya viene con ellos. Invierte en uno de los municipios con mayor demanda de la Comunidad de Madrid. Renta mensual: 1.200 euros. Rentabilidad Bruta: 4,5%.",False,good,False,True,3077.0,False,False,False,False,[],False,False,320000.0,€,flat,,"Juan de Austria, Alcalá de Henares",Piso en calle Marqués Alonso Martínez,,,
