propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,floor,exterior,district,neighborhood,hasLift,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108889366,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/09/c1/1358034686.webp,P-1040,11,215000.0,flat,sale,63.0,3,1,Barrio Lucero,Madrid,Madrid,es,40.3976341,-3.7460599,False,https://www.idealista.com/inmueble/108889366/,"LINKCASA PASEO EXTREMADURA VENDE un piso de 3 dormitorios en la calle Duquesa de Parcent (barrio Lucero), La vivienda consta de 3 habitaciones (dos de ellas doble), salón, cocina, baño con bañera, tendedero y terraza cubierta. El inmueble es exterior, muy luminoso, se trata de una primera planta y aunque está para reformar cuenta con un gran abanico de posibilidades de distribución. El piso se encuentra a 5 minutos del metro y renfe de laguna (L-6) y de varias líneas de autobuses de la EMT (25, 31, 39, 55, 119,158, N18, SE6). La finca tiene la ITE favorable (año 2018). La vivienda se encuentra ubicada en una muy tranquila y bien comunicada, con todo tipo de servicios y comodidades a su alrededor (supermercados, restaurantes, entidades bancarias, farmacias, colegios, instalaciones deportivas, zonas verdes.. . etc), lo que hace de la compra del inmueble una oportunidad de mercado. Para más información, visítanos en nuestra web: linkcasa. es. No dejes de visitarlo.",False,renew,False,3413.0,False,False,False,False,[],False,False,215000.0,€,flat,,"Lucero, Madrid",Piso,Destacado,1,True,Latina,Lucero,False,,,,,
108855886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ae/6f/d4/1357116956.webp,0003715,48,333000.0,studio,sale,82.0,0,2,Barrio Simancas,Madrid,Madrid,es,40.4422608,-3.6180582,False,https://www.idealista.com/inmueble/108855886/,"Magnífico loft luminoso en la zona Julián Camarillo, urbanización vigilada las 24 horas. Vivienda tipo dúplex. La planta de arriba dispone de un dormitorio, con vestidor y baño completo con plato de ducha. Planta baja, aseo, cocina americana amueblada y salón de paso. Terraza. Ventanas de pvc con rotura de puente térmico, puertas de madera. Suelos cerámicos. Calefacción por bomba frio y calor y termo eléctrico para el agua caliente. Puerta blindada. Plaza de garaje incluida en el precio. Posibilidad de realizar una segunda habitación. A escasos metros tenemos todos los servicios; Transportes autobuses nº 28,153 lineas de metro cercano torre arias a 10 minutos a pie y a pocos minutos de Hermanos Gracia Noblejas.",False,good,False,4061.0,False,False,False,False,[],False,False,333000.0,€,flat,studio,"Simancas, Madrid",Estudio,Destacado,1,True,San Blas,Simancas,True,True,True,,,
108293128,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4e/77/e0/1340474475.webp,PIS2360,31,1276000.0,flat,sale,116.0,2,2,Barrio Castellana,Madrid,Madrid,es,40.4334896,-3.678027,False,https://www.idealista.com/inmueble/108293128/,"Exclusiva vivienda completamente reformada situada en una octava planta, con una distribución excelente y una luminosidad excepcional durante todo el día. El dormitorio principal y el salón cuentan con orientación oeste, lo que proporciona una cálida luz natural por la tarde, mientras que la cocina y el dormitorio secundario tienen orientación este, asegurando luz por la mañana. Con una superficie construida de 116 metros cuadrados, esta propiedad ofrece espacios amplios, funcionales y acabados de altísima calidad. Dispone de dos dormitorios, siendo el principal especialmente amplio, con armarios empotrados y baño completo en suite; un segundo baño con acabados premium; un salón de gran tamaño dividido en dos ambientes diferenciados, perfecto para zona de estar y comedor; cocina completamente equipada con electrodomésticos de alta gama, zona de comedor de diario y zona de lavandería independiente totalmente equipada. La vivienda ha sido reformada íntegramente con calidades de lujo y se encuentra en un edificio señorial con fachada representativa y servicio de portería. Ubicada en el prestigioso Barrio de Salamanca, rodeada de restaurantes gourmet, tiendas de lujo, museos, galerías de arte y perfectamente comunicada por transporte público. Una oportunidad única para vivir o invertir en una de las zonas más exclusivas de Madrid. En Terra Homes disponemos de otras propiedades exclusivas que, por motivos de confidencialidad, no se publican en portales inmobiliarios. Contacte con nosotros para acceder a inmuebles fuera de mercado. [IW].",False,good,False,11000.0,False,False,False,False,[],False,False,1276000.0,€,flat,,"Castellana, Madrid",Piso,Destacado,8,True,Barrio de Salamanca,Castellana,True,,,,,
108650869,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ed/a5/96/1351068465.webp,Fejc,3,340000.0,flat,sale,49.0,1,1,Barrio Trafalgar,Madrid,Madrid,es,40.4349018,-3.7026231,False,https://www.idealista.com/inmueble/108650869/,"Una oportunidad EXCEPCIONAL en el corazón de Chamberí Ubicada en la calle Feijoó, en pleno barrio de Arapiles, esta vivienda ofrece la posibilidad de crear el hogar que siempre ha soñado o realizar una inversión con gran potencial en una de las zonas más demandadas de Madrid. A solo dos minutos caminando del metro Quevedo (línea 2) y con varias líneas de autobús a escasos pasos (3, 37, 149, N23), la comunicación con cualquier punto de la ciudad es excelente. Además, se trata de un barrio completamente consolidado, con todos los servicios a pie de calle: colegios, centros de salud, mercados, tiendas tradicionales, supermercados y una amplia oferta gastronómica y cultural que hace la vida diaria más cómoda y agradable. La vivienda tiene una superficie de 49 m² y actualmente se encuentra completamente en bruto, lo que la convierte en un auténtico lienzo en blanco. Es el lugar perfecto para dar forma a un proyecto personalizado desde cero, adaptado a tus gustos, necesidades o expectativas de rentabilidad. El proyecto de reforma que proponemos contempla una distribución moderna y funcional: 1 dormitorio, 1 baño, cocina americana abierta y un amplio salón comedor. Además, cuenta con acceso directo a un patio de uso privativo dentro de la comunidad, lo que añade un espacio exterior versátil. Aunque es una vivienda interior, la tranquilidad y el potencial de reforma la convierten en una oportunidad muy especial, tanto para quien busca su primera residencia en el centro como para quien desea invertir en una de las mejores zonas de Madrid, con alta demanda y revalorización constante. Si te interesa visitarla o conocer más detalles del posible proyecto, no dudes en contactar con Kason Asesores. Estaremos encantados de acompañarte y ayudarte en todo lo que necesitas para hacer realidad tu próxima vivienda o inversión. [IW].",False,good,False,6939.0,True,False,False,False,[],False,False,340000.0,€,flat,,"Trafalgar, Madrid",Piso,Destacado,-1,False,Chamberí,Trafalgar,False,,,,,
106860601,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/2a/22/1296137232.webp,,26,259000.0,flat,sale,81.0,3,1,calle Ignacio González Serrano,Madrid,Collado Villalba,es,40.6280272,-4.0117079,False,https://www.idealista.com/inmueble/106860601/,"Reskasa vende precioso a tan solo 10 minutos de la estación de Cercanías. Este encantador inmueble de 81 m² cuenta con 3 habitaciones y 1 baño completo, perfecto para quienes buscan espacio y comodidad. Características destacadas: - Amplio salón-comedor: El lugar ideal para disfrutar de momentos especiales con tus seres queridos. - Terraza cerrada: Un espacio luminoso para relajarte después de un largo día. - Cocina equipada: Totalmente lista con electrodomésticos, perfecta para tus aventuras culinarias. - Balcón y pequeña terraza: Espacios adicionales para almacenamiento o simplemente para disfrutar del aire fresco. - Baño completo: Equipado con sanitario, bidet y ducha, pensado para tu comodidad. - Suelos de tarima y acabados en yeso: Aportan calidez y elegancia a cada rincón. - Armarios empotrados: Para optimizar el espacio de almacenamiento. El edificio cuenta con ascensor y zonas comunes que fomentan un ambiente de vecindad amigable y seguro. Ubicación inmejorable: Collado Villalba combina la tranquilidad de la naturaleza con la cercanía a todos los servicios necesarios. A solo 10 minutos a pie, encontrarás las Cercanías de Villalba, así como líneas de autobús y tren que te conectan con Madrid y otras localidades cercanas. Estarás en el centro de Collado Villalba, rodeado de supermercados, tiendas de proximidad y un mercado local con productos frescos. Además, hay colegios y un centro de salud a solo 2 minutos andando, lo que lo convierte en un lugar ideal para familias. ¡No dejes pasar esta oportunidad! Contáctanos para más información o para agendar una visita. Tu nuevo hogar en Collado Villalba te está esperando. � También te proporcionamos toda la gestion necesaria si necesitas hipoteca.",True,good,False,3198.0,False,False,False,False,[],False,False,259000.0,€,flat,,"Carlos Ruiz, Collado Villalba",Piso en calle Ignacio González Serrano,Destacado,1,True,Carlos Ruiz,,True,,,,,
108138374,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/0b/60/1335224592.webp,Abrantes,24,239000.0,flat,sale,72.0,3,1,plaza Rendición de Breda,Madrid,Madrid,es,40.3755522,-3.7319347,False,https://www.idealista.com/inmueble/108138374/,"Piso con espectaculares vistas, Muy Luminoso. Precio negociable sin comisión de agencia para el comprador. La vivienda cuenta con un amplio salón comedor orientado al este. Los tres dormitorios son de buen tamaño con mucha luz. La cocina y el baño se reformaron hace poco tiempo y están en buen estado. La calefacción es individual de gas. Tiene ascensor. Aire acondicionado en el comedor y el dormitorio principal. Rodeado de parques y jardines a 3 minutos del parque Emperatriz Maria de Austria, lleno de zonas arboladas, lago y con senderos de paseo. El piso esta muy bien comunicado la parada de metro/ tren esta a 3 minutos andando del portal. Numerosos autobuses que pasan por la zona y comunican con toda la ciudad. Rápido acceso por M-42 y M-40 Vía Lusitana y Avenida de los Poblados Numerosos colegios públicos y privados de infantil, primaria y secundaria. Polideportivo cercano. Supermercados como Coviran, Mercadona, Aldi, Ahorramas rodean la zona. Centro comercial Isla Azul y Parques a escasos minutos en coche.",False,good,False,3319.0,False,False,False,False,[],False,False,239000.0,€,flat,,"Abrantes, Madrid",Piso en plaza Rendición de Breda,Destacado,6,True,Carabanchel,Abrantes,True,,,,,
108278923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/87/ba/ec/1357801256.webp,15430,16,187000.0,flat,sale,82.0,2,1,Centro,Madrid,Arganda,es,40.303218,-3.437221,False,https://www.idealista.com/inmueble/108278923/,"Ubicación privilegiada, luminoso, con piscina comunitaria y listo para entrar a vivir Presentamos este fantástico piso situado en el corazón de Arganda del Rey, una zona céntrica y con todos los servicios al alcance de tu mano. Una oportunidad perfecta tanto si buscas tu primera vivienda, como si quieres invertir en una zona con gran demanda. Distribuido en 82 m² construidos, 55 m² útiles de la siguiente manera: 2 amplios dormitorios, ideales para familias, parejas o como espacio de trabajo. Salón comedor muy luminoso, con grandes ventanales que permiten la entrada de luz natural durante todo el día. Cocina equipada, funcional y moderna, lista para su uso desde el primer día. Baño completo, con ventana y reformado con plato de ducha, cómodo y de diseño actual. Piscina comunitaria con la ventaja de tener muy pocos vecinos y pagar poca comunidad, perfecta para refrescarse en verano y disfrutar del buen tiempo sin salir de casa. A tan sólo 5 minutos andando del metro (Línea 9), parada de autobús en la misma puerta, además, cuenta con acceso rápido a las principales vías de comunicación y salidas de la ciudad. Este piso se encuentra rodeado de todo tipo de servicios: supermercados, centros de salud, colegios, parques, zonas verdes, comercios, bares, farmacias y mucho más. ¡Tendrás todo lo que necesitas a pocos pasos de casa! ¿Necesitas financiación? ¡Nosotros te ayudamos! Te ofrecemos asesoramiento gratuito para que puedas acceder a la mejor financiación del mercado. Nos encargamos de facilitarte todo el proceso de compra, de principio a fin. Contáctanos ahora y empieza a imaginar tu nueva vida en este maravilloso piso. *Certificación Energética: ""G"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,good,False,2280.0,False,False,False,False,[],False,False,187000.0,€,flat,,"Centro, Arganda",Piso,Destacado,bj,True,Centro,,False,,,,,
108319386,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3c/b8/81/1347440879.webp,PIS_3862,45,318500.0,flat,sale,84.0,2,2,Ciudad 70,Madrid,Coslada,es,40.4181441,-3.5338822,False,https://www.idealista.com/inmueble/108319386/,"COSLADA ""PRYCONSA - PRECIOSA VIVIENDA TODA EXTERIOR EN URBANIZACIÓN PRIVADA CON TRASTERO DE ACCESO DIRECTO PISCINA Y GIMNASIO. CARASTERISTICAS: 83 m² según catastro, 2 habitaciones, 2 baños (uno de ellos en suite con radiador toallero), cocina amueblada y equipada con electrodomésticos básicos (vitro, horno, campana) y con acceso a terraza tendedero acristalada, SALÓN INDEPENDIENTE. Video portero. Ascensor, trastero de acceso directo desde ascensor. Portal con acceso a personas con movilidad reducida. Antigüedad año 2008. Orientación Sur, PISICINA! zona ajardinada y gimnasio. CALIDADES: suelos/parqué roble espigado, ventanas/aluminio abatibles con Climalit/mosquiteras, puertas interiores/madera de roble, pintura/lisa, calefacción/Individual (gas natural) con radiadores de aluminio, 2 armarios/Empotrados. fachada/Ladrillo visto. Aire acondicionado por conductos. URBANIZACIÓN PRIVADA con acceso para personas con movilidad reducida, conserjería con PORTERO físico. ZONA: Ubicado en una zona con todo tipo de comercios y servicios. Magnífica comunicación, a escasos 20 metros de la parada de autobús, Próximo a hospital, centros educativos y grandes vías de comunicación (M-45, A2, M21). COMERCIALIZA: ""Reylank Propiedades"" es una empresa que desde su fundación hace más de 25 años está dedicada a la prestación de servicios de consultoría y mediación dentro del sector inmobiliario y financiero.",False,good,False,3792.0,False,False,False,False,[],False,False,318500.0,€,flat,,"Ciudad 70, Coslada",Piso,Destacado,2,True,Ciudad 70,,True,,,,,
107833950,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/49/dd/1352478057.webp,EX04133,57,684000.0,chalet,sale,278.0,5,5,Villalbilla,Madrid,Villalbilla,es,40.4319455,-3.2973052,False,https://www.idealista.com/inmueble/107833950/,"EXCLUSIVAS ALCALA, les presentamos esta impresionante VILLA con piscina en pleno corazón de Villalbilla con amplios espacios y diseño funcional, ideal para quienes buscan comodidad, elegancia y amplitud. Planta Principal encontramos: Elegante hall de entrada.  Gran salón perfecto para el descanso y el entretenimiento. Un amplio comedor ideal para reuniones familiares o con amigos. Baño completo.  Una habitación muy soleada ideal en planta baja.  Cocina independiente, espaciosa y totalmente equipada.  Zona de lavandería. Enorme Garaje con gran capacidad y funcional pensado hasta el último detalle, en este encontramos la segunda cocina para dar servicio a la zona exterior de la vivienda y salida a un salón comedor exterior cubierto con cristalera. Zona exterior de grandes dimensiones con piscina, aseo y zona de juegos. En la planta superior, la villa continúa sorprendiendo con una distribución pensada para el confort y la intimidad. Dispone de cuatro dormitorios, todos con una excelente entrada de luz natural. Dos de la habitaciones destacan por su amplitud, cada una con su propio baño en suite, ambas cuentas con acceso a balcones tanto habitaciones como baños. La joya de esta planta es un dormitorio principal realmente amplio, con vestidor que añade funcionalidad y estilo con acceso a un baño completo que se convierte en un pequeño oasis de relajación. La cuarta habitación, más sencilla pero igualmente luminosa y acogedora, es ideal como dormitorio, sala de estudio o despacho.  EXCLUSIVAS ALCALA, con una dilatada experiencia de más de 30 años, le acompañara en todo el proceso de la Compraventa. Disponemos de departamento Jurídico y Financiero. Somos API (Agentes de la Propiedad Inmobiliaria). Este anuncio no es vinculante y puede contener errores. Se muestra a titulo informativo y no es contractual. En los precios de venta no están incluidos impuestos legales ni gastos de escrituración.",False,good,False,2460.0,False,False,False,False,[],False,False,684000.0,€,chalet,independantHouse,Villalbilla,Casa independiente,Destacado,,,,,,True,True,,,
107900817,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ac/25/52/1327784171.webp,15411,28,262100.0,flat,sale,130.0,4,2,Centro,Madrid,Arganda,es,40.303368,-3.4439314,False,https://www.idealista.com/inmueble/107900817/,"Te presentamos este magnífico piso en venta en Arganda del Rey, ideal para quienes buscan espacio, comodidad y una excelente calidad de vida. La vivienda destaca por su gran amplitud y su excelente luminosidad natural, que aporta calidez a cada rincón del hogar. Dispone de 130 m² construidos, 115 m² útiles, con 4 espaciosas habitaciones, perfectas tanto para familias numerosas como para quienes necesitan zonas de trabajo, estudio o simplemente espacio adicional, ofreciendo privacidad y funcionalidad. Además, la vivienda dispone de dos baños completos, aportando comodidad para todos los miembros del hogar. La cocina esta amueblada y equipada, ofreciendo un ambiente funcional y cómodo para preparar tus platos favoritos. El salón es amplio y muy luminoso, con acceso directo a una de las dos terrazas que tiene el piso. Esta terraza es ideal para disfrutar del aire libre, montar una pequeña zona chill-out o simplemente relajarte al final del día. La segunda terraza se accede desde una de las habitaciones, lo que la convierte en un espacio perfecto para tener un rincón personal o incluso una zona de lectura o jardinería urbana. La finca cuenta con ascensor. Ubicada en una zona tranquila de Arganda del Rey, con buena comunicación, servicios cercanos y fácil acceso a transporte, este piso reúne todas las características que lo convierten en una excelente opción tanto para vivir como para invertir. *Certificación Energética: ""G"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.",False,good,False,2016.0,False,False,False,False,[],False,False,262100.0,€,flat,,"Centro, Arganda",Piso,Destacado,2,True,Centro,,True,,,,,
107662584,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d7/e0/d7/1319082907.webp,,22,699000.0,chalet,sale,270.0,4,4,Universidad - Hospital,Madrid,Fuenlabrada,es,40.2956995,-3.8272646,False,https://www.idealista.com/inmueble/107662584/,"***ESPECTACULAR VIVIENDA UNIFAMILIAR *** EXCLUSIVAS OYC te presenta una la oportunidad de adquirir un chalet adosado de lujo en una de las zonas más prestigiosas de Fuenlabrada. Imagina vivir en un hogar donde la luz natural recorre todos los rincones creando un ambiente que transmite sensación de bienestar y tranquilidad. Tres viviendas unifamiliares con jardín y piscina privada. LLAMANOS Y DESCUBRE TU NUEVO HOGAR! PLANTA PRINCIPAL Accederás por un atractivo porche al interior de la vivienda y donde descubrirás un impresionante espacio abierto de más de 45 m2 donde el comedor se fusiona elegantemente con la cocina totalmente equipada y amueblada, creando una estancia practica y funcional donde compartir momentos con la familia. La cocina te da paso al jardín y la piscina privada donde podrás disfrutar de los días de verano. En esta misma planta encontraras un acogedor dormitorio que te invita al descanso. Baño completo y ropero de entrada que satisface todas las necesidades de almacenamiento.  PLANTA PRIMERA Se sitúan los dormitorios, amplios, acogedores, todos ellos cuentan con armario empotrado revestido y su baño. El dormitorio principal incluye baño completo, un magnífico vestidor y terraza privada.  BUHARDILLA Esta planta invita a la desconexión y el relax ya que nos ofrece un espacio totalmente diáfano de más de 40 m2 con muchas posibilidades como zona de juegos, gimnasio, despacho o dormitorio para invitados. Este maravilloso espacio se ve completado con dos amplias terrazas a cada uno de los lados donde disfrutar del las vistas y del aire libre. PLANTA SEMISÓTANO El semisótano añade aún más el valor a la vivienda ya que consta de un garaje con capacidad para dos vehículos, zona de almacenaje y baño completo, asegurando que todas sus necesidades de almacenamiento y estacionamiento estén cubiertas. CARACTERÍSTICAS: - Ventanas de aluminio color negro con persianas motorizadas. - Sistema calor/frío por aerotermia. - Sótano ventilado. - Carpintería interior de color blanco. - Paredes con pintura lisa. - Piscina terminada y puesta en marcha. - Suelos en porcelánico imitación a madera. - Hueco para elevador. Esta espectacular propiedad se encuentra dentro de una zona privilegiada, garantizando seguridad y exclusividad. No pierdas la oportunidad de vivir en uno de los entornos más codiciados de Fuenlabrada por su proximidad al transporte público, hospital y universidad, cada detalle ha sido cuidadosamente diseñado para ofrecer una vida de lujo y confort. Financiamos! conseguimos las mejores condiciones del mercado estudio financiero totalmente gratuito sin compromiso. ""Atendiendo a la solicitud de muchos de nuestros propietarios, algunas de nuestras propiedades no se encuentran publicadas, por lo cual, si desean acceder a la totalidad de nuestra cartera, les invitamos a visitar nuestra oficina en Griñón, en la calle Francia, 11-Local 4 - Esq. calle Italia"" Exclusivas OYC Inmobiliaria Confianza-Seriedad-Transparencia.",False,good,False,2589.0,True,False,False,False,[],False,False,699000.0,€,chalet,terracedHouse,"Universidad - Hospital, Fuenlabrada",Chalet adosado,Destacado,,,Universidad - Hospital,,,True,True,,,
84123065,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/9f/46/632647290.webp,7901,48,1800000.0,penthouse,sale,220.0,3,3,Barrio Guindalera,Madrid,Madrid,es,40.4334255,-3.6605297,False,https://www.idealista.com/inmueble/84123065/,"Excelente ático exterior situado en la mejor zona del distrito Salamanca-Guindalera, vivienda reformada con amplia terraza y garaje de acceso directo. El edificio dispone de piscina y gimnasio. Piso muy luminoso con amplias estancias para entrar a vivir en zona dotada de todo tipo de servicios. Exclusive World Home by inmomar intermediación, es una empresa joven y con experiencia, caracterizada principalmente por su transparencia, respeto, por un servicio personalizado, atento y exclusivo, con la finalidad de que nuestros clientes, compradores y vendedores, tengan un punto de encuentro donde puedan ver realizadas sus aspiraciones con las máximas garantías. Inmomar intermediación, es una inmobiliaria especializada principalmente en los distritos de salamanca, retiro, chamberí y chamartín, con un objetivo claro, seguir mejorando en la calidad de nuestros servicios.",False,good,False,8182.0,False,False,False,False,[],False,False,1800000.0,€,flat,penthouse,"Guindalera, Madrid",Ático,Destacado,7,True,Barrio de Salamanca,Guindalera,True,True,True,,,
107812026,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/9e/a2/1324646071.webp,,15,950000.0,flat,sale,100.0,2,2,calle de Ayala,Madrid,Madrid,es,40.4283274,-3.6734065,False,https://www.idealista.com/inmueble/107812026/,"EDIFICIO PROTEGIDO. BARRIO SALAMANCA GOYA! . Se vende espectacular piso de diseño, amueblado de lujo con materiales de muy buena calidad, en edificio clásico y protegido de 1.900, por lo que no se puede modificar nada del mismo, muy tranquilo y luminoso. Al ser protegido no se puede poner ascensor aunque sólo tiene tres plantas y éste piso está en la primera planta.  Se compone de: - Hall de entrada con toda la pared de armarios empotrados hasta el techo de gran capacidad.  - Amplio salón comedor, cocina integrada con isla y electrodomésticos de primeras marcas. 4 ventanas con ventilación cruzada a patios muy luminosos.  - 2 dormitorios con amplios armarios empotrados.  - 2 baños completos, los dos con ventana.  Techos altos Vigas de madera en salón. Halógenos Aire acondicionado por conducto. Suelos de tarima  Radiadores de hierro Paredes con molduras Ventanas climalit con cuadrícula en cristal, lo que le da un aspecto muy elegante.  Edificio con diseño muy singular clásico y protegido, con azulejos antiguos muy bonitos. Toda la escalera en piedra, arcos tipo árabe en el patio, sólo 3 plantas, al lado de toda clase de servicios, líneas de autobuses, metro, hospitales, colegios, supermercados, comercios varios, a 15 minutos andando del Retiro. PISO MUY BUENO TANTO PARA VIVIR COMO PARA RENTABILIZAR DEBIDO A LA GRAN DEMANDA DE ALQUILERES EN LA ZONA! .  Goya es un barrio señorial del distrito de Salamanca, en Madrid. En este barrio se encuentran edificios de gran importancia, como el Palacio de los Deportes de la Comunidad de Madrid o La Real Casa de La Moneda. El barrio se encuentra limitado por la calle Don Ramón de la Cruz por el norte, la calle Príncipe de Vergara por el oeste, la calle Doctor Esquerdo por el este y la calle O'Donnell por el sur. NO DEJE DE VISITAR ÉSTE FANTASTICO PISO.",True,good,False,9500.0,False,False,False,False,[],False,False,950000.0,€,flat,,"Goya, Madrid",Piso en calle de Ayala,Destacado,1,False,Barrio de Salamanca,Goya,False,,,,,
102885874,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/1d/97/1170650844.webp,Malasaña-Universidad,14,919000.0,flat,sale,112.0,3,3,Barrio Malasaña-Universidad,Madrid,Madrid,es,40.426834,-3.7061794,False,https://www.idealista.com/inmueble/102885874/,"Infocasa Consulting pone a la venta: Acogedora vivienda exterior con balconada, reforma integral y completamente amueblada. Lista para entrar a vivir, o rentabilizar su inversión, en una de las zonas más demandadas de Madrid. El inmueble ha sido renovado por el estudio de Arquitectura Arctempus. Cuenta con tres habitaciones, dos de ellas con baño en suite y una cocina equipada con electrodomésticos de alta gama y tercer cuarto de baño. Se entrega completamente amueblada.  No dude en contactar con nosotros para concertar visita, estaremos encantados de atenderles. - Les esperamos. -.",False,good,False,8205.0,True,False,False,False,[],False,False,919000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso,Destacado,1,True,Centro,Malasaña-Universidad,True,,,,,
106638787,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/93/4e/1289546370.webp,IDE4301030,38,3200000.0,chalet,sale,674.0,6,6,Las Lomas,Madrid,Boadilla del Monte,es,40.4359937,-3.9008724,False,https://www.idealista.com/inmueble/106638787/,"Chalet Independiente en venta, en Las Lomas, Boadilla del Monte, Madrid. Exclusiva y extraordinaria casa independiente de 674 m² con un diseño exclusivo, calidades y confort con de estilo único y moderno en medio de un entorno de mar y naturaleza viva sobre una parcela de 2.900 m² perfectamente consolidada. Esta impresionante casa de dos plantas se ubica en una de las zonas con más prestigiosas de Boadilla del Monte. Esta vivienda de lujo ofrece una alta calidad de vida y garantiza tranquilidad para disfrutar en temporada de verano o durante todo el año. Además, sobre la misma parcela, destacamos que cuenta con una vivienda tipo loft y garaje con espacio suficiente para 3 coches. Piscina de diseño, pistas deportivas, parque infantil y consolidada zona verdea. La vivienda principal se distribuye de la siguiente manera: Amplio hall de entrada que da acceso a espacio multifuncional creado por el salón comedor, sala de estar, zona de televisión y comedor, todos comparten el mismo espacio jugando con barreras físicas y visuales para independizar los ambientes y dotarlos de personalidad propia. Amplios ventanales permiten la fusión del interior con el jardín exterior, además de dotarlo con la entrada de abundante luz natural. En esta planta se encuentra la zona destinada a descanso 4 amplios dormitorios con armarios empotrados a excepción de uno, en la actualidad despacho y sala Multiusos.  3 baños completos + 1 aseo. 2 de ellos en suite. En la primera planta dispone de 2 dormitorios en suite, uno de ellos la master suite con vestidor y baño completo con jacuzzi y ducha. Destacamos el detalle como el diseño completo en mármol. MEJORAS: Electricidad y fontanería nuevo Acometidas generales y secciones nuevas Cubierta y aislamiento Carpintería maciza en puertas interiores y principal blindada Cerámica interior Ventanales Cortizo Suelo radiante/refrescante por aerotermia en todas las estancias con termostato independiente en cada una de ellas. No dude en venir a visitarla. NOSOTROS: En VOhome queremos que se sienta como en casa. Con más de 10 años de experiencia en el sector y más de 150 profesionales que con toda la ilusión, la actitud y la profesionalidad hacemos que la compra de su inmueble sea más fácil. Para ello, contamos con diferentes servicios, propios y externalizados, como son: Departamento financiero que asesora gratis. Le aclaramos cuál sería la mejor opción para poder obtener su hipoteca. Siempre intentando conseguirle las mejores condiciones. Departamento de Arquitectura, Jurídico y Gestión de mudanzas y guardamuebles. También, departamento de reformas y decoración, que le asesorará y hará de su inmueble un hogar ideal. No dude en contactar con nosotros para concertar una visita o también, si lo prefiere, solicitar más información. ¡No pierda la oportunidad! Puede contactar llamando a nuestra oficina en el  VOhome propiedades es tu inmobiliaria de confianza.",False,good,False,4748.0,False,False,False,False,[],False,False,3200000.0,€,chalet,independantHouse,"Las Lomas, Boadilla del Monte",Casa independiente,Destacado,,,Las Lomas,,,,,,,
96192494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b3/b0/d9/1348300100.webp,F2121,39,1400000.0,countryHouse,sale,3483.0,20,20,Navas del Rey,Madrid,Navas del Rey,es,40.3607683,-4.2522703,False,https://www.idealista.com/inmueble/96192494/,"Magnífica finca de 115 ha a 55km de Madrid. Linda con un rio en uno de sus flancos y con un arroyo. Vallada con malla de espino con pilares de hormigón. Buen acceso.  Suministro de luz y agua. Además, tiene una laguna con carácter permanente, un arroyo estacional y acceso al río con el que linda.  Edificaciones construidas para rehabilitar: 3.483 m²: -Dos viviendas con jardín independiente y vallado -Tercera vivienda sin jardín con dependencias de labor (corral, etc) -Dos hileras de viviendas de menor tamaño -Dependencias varias de uso ganadero y agrario Actualmente se usa para caza menor (con toda la documentación vigente), apicultura y ganadería.",False,renew,False,402.0,False,False,False,False,[],False,False,1400000.0,€,countryHouse,countryHouse,Navas del Rey,Finca rústica,Destacado,,,,,,,,,,
