propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
106948137,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b6/f6/86/1298465048.webp,000188,15,4,2619000.0,flat,sale,219.0,True,4,5,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4353751,-3.6763728,False,https://www.idealista.com/inmueble/106948137/,"Altura piso 4º, piso superficie total 219 m², habitaciones dobles: 4, 4 baños, 1 aseo, antigüedad más de 50, balcón, cocina, comedor, estado conservación: a estrenar, lavadero, amueblado, terraza, exterior.",False,good,False,False,11959.0,False,False,False,False,[],False,False,2619000.0,€,flat,"Lista, Madrid",Piso en calle del General Díaz Porlier,,,
108631452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/e1/c2/1350486641.webp,2001- Ciudad Lineal,3,3,344000.0,flat,sale,65.0,True,3,2,Barrio Pueblo Nuevo,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.426177,-3.6322163,False,https://www.idealista.com/inmueble/108631452/,"Acogedor piso reformado con terraza y excelente ubicación ¿Buscas un piso moderno, luminoso y con buena conexión a servicios? Este inmueble es ideal para ti. Mira todo lo que ofrece: Distribución funcional: - Hall de entrada que separa los ambientes. - 3 habitaciones luminosas y bien ventiladas. - Salón-comedor con salida directa a la terraza. - Baño completo con plato de ducha moderno. - Cocina independiente Extras:  - Reformada recientemente. - Luz natural garantizada: triple orientación (sur, este y oeste) que inunda la vivienda de claridad todo el día. - Terraza con encanto: perfecta para relajarse, con vistas despejadas a una calle amplia y arbolada. - Ventanas climalit oscilobatientes ¡Contáctanos sin compromiso!",False,good,False,False,5292.0,False,False,False,False,[],False,False,344000.0,€,flat,"Pueblo Nuevo, Madrid",Piso,,,
108450275,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/47/cd/1350622916.webp,,5,3,4845000.0,flat,sale,475.0,True,5,2,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4472743,-3.6867432,False,https://www.idealista.com/inmueble/108450275/,"Piso para REFORMA TOTAL en LA MEJOR ZONA DEL Viso, en una calle tranquila, sin ruido y con vistas a verde. CON MUCHÍSIMA LUZ! no tiene ningún edificio pegado. Con jardín y piscina comunitaria recién reformados. Una tercera planta en un edificio de 4 alturas. Tiene muchísimas posibilidades de distribución. Los huecos de ventana son muy grandes y tiene 2 terrazas. Cuenta con conserje, 3 plazas de garaje en la misma finca y trastero.",False,renew,False,True,10200.0,False,False,False,False,[],False,False,4845000.0,€,flat,"El Viso, Madrid",Piso,True,True,
108375704,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/44/a8/1342248024.webp,,1,1,270000.0,flat,sale,87.0,True,2,1,San Agustin de Guadalix,Madrid,San Agustin de Guadalix,,es,,40.6740589,-3.6162921,False,https://www.idealista.com/inmueble/108375704/,"¡Oportunidad única en San Agustín de Guadalix! Este encantador piso de 77m² ofrece una distribución perfecta para la vida familiar. Al entrar, serás recibido por un acogedor recibidor que da paso a una cocina independiente.  El salón distribuidor, amplio y luminoso. Este piso cuenta con dos habitaciones espaciosas, con armarios empotrados, y un baño completamente reformado para tu comodidad.  El edificio dispone de ascensor se ofrece una plaza de garaje incluida en el precio, así como trastero.  Esta es una oportunidad única para adquirir un piso. No dejes pasar esta oportunidad y ven a conocer tu futuro hogar.  ¡Te esperamos!",False,good,False,True,3103.0,False,False,False,False,[],False,False,270000.0,€,flat,San Agustin de Guadalix,Piso,True,True,
107436623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/9a/65/1312626042.webp,JET-DE-01-265,3,1,98000.0,flat,sale,70.0,False,3,1,calle de la Presa,Madrid,San Fernando de Henares,Montserrat - Parque Empresarial,es,,40.4291201,-3.529515,False,https://www.idealista.com/inmueble/107436623/,OPORTUNIDAD INVERSORES NOTA: Inmueble sin posesión.  Inmueble NO VISITABLE. La adquisición del inmueble publicitado en este anuncio se realizará directamente mediante CESION DE REMATE. Toda la información aquí publicada se encuentra disponible de manera pública en el Boletín Oficial del Estado. No dude en contactarnos para ampliar información.,False,good,False,False,1400.0,False,False,False,False,[],False,False,98000.0,€,flat,"Montserrat - Parque Empresarial, San Fernando de Henares",Piso en calle de la Presa,,,
108870795,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/04/6c/7f/1357537241.webp,VI-000-030-658-589,2,3,307500.0,studio,sale,138.0,,0,2,Barrio Villaverde Alto,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.3481183,-3.7128322,False,https://www.idealista.com/inmueble/108870795/,"Oportunidad de inversión: inmueble alquilado. Fecha de fin de contrato: 07/2026.  Amplio Piso en Madrid, ideal para parejas. Este espacioso Piso dispone de una superficie de 138 m² construidos distribuidos en salón-comedor, cocina. Localizado en el centro de Madrid, muy cerca de C. de Alcalá en el barrio de Sol, cerca de Plaza Mayor, Mercado de San Miguel y Royal Palace of Madrid. En sus alrededores encontramos la Universidad Oberta de Catalunya, supermercados, bancos, bibliotecas, farmacias, oficinas de correos, centros deportivos, varias paradas de autobús y la estación de metro Sol.  Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble.",False,good,False,,2228.0,False,False,False,False,[],False,False,307500.0,€,flat,"Villaverde Alto, Madrid",Estudio,,,studio
108465635,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/51/80/2f/1345747758.webp,,3,,375000.0,chalet,sale,425.0,,0,0,Centro,Madrid,Navalcarnero,Centro,es,,40.2868762,-4.0147026,False,https://www.idealista.com/inmueble/108465635/,"¡Descubre esta encantadora casa de pueblo en venta, ubicada a solo un minuto de la emblemática plaza de Segovia! Esta propiedad, situada en el corazón del casco histórico, ofrece una oportunidad única para aquellos que buscan un proyecto de restauración. Con 425 m² construidos y una parcela de 375 m², este inmueble de 1900 tiene un gran potencial para convertirse en una vivienda con mucho encanto. Imagina diseñar tu hogar soñado en un entorno lleno de historia, rodeado de todos los servicios necesarios para disfrutar de la vida urbana. Aunque la casa requiere una reforma, su ubicación inmejorable y su carácter auténtico son ideales para quienes desean crear un espacio único. No dejes pasar esta oportunidad de inversión. Para más información, contacta al y comienza a dar forma a tu nuevo hogar en Segovia. ¡El encanto te espera!",False,renew,False,,882.0,False,False,False,False,[],False,False,375000.0,€,chalet,"Centro, Navalcarnero",Casa independiente,,,independantHouse
108668827,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4a/36/6f/1351649534.webp,Valdeacederas,2,1,235000.0,flat,sale,43.0,False,1,1,calle de Oñate,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4648352,-3.6968299,False,https://www.idealista.com/inmueble/108668827/,"Edery Real Estate XVIII vende piso en edificio, actualmente en rehabilitación. Magnífica situación y ubicación a un paso de Bravo Murillo en la zona de Castillejos. La vivienda se vende sin reformar. Tiene una perfecta luz, que através de sus bventanas dan a una zona ajardinada. Muy buena oportunidad de obtener un precioso piso en una de las zonas más demandadas de Madrid.",False,renew,False,False,5465.0,False,False,False,False,[],False,False,235000.0,€,flat,"Cuzco-Castillejos, Madrid",Piso en calle de Oñate,,,
94964460,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/34/27/1052443578.webp,2298##29002386,3,,178500.0,flat,sale,84.0,,3,1,calle Angelillo,Madrid,Madrid,Puente de Vallecas,es,Palomeras sureste,40.3837665,-3.6432358,False,https://www.idealista.com/inmueble/94964460/,"Oportunidad de inversión: pendiente de Posesión. Piso con una superficie de 83.71 metros cuadrados, ubicado en Madrid capital. Se encuentra en primera planta. Se distribuye en salón, cocina, 3 habitaciones y 1 baño. Con ascensor.",False,good,False,False,2125.0,False,False,False,False,[],False,False,178500.0,€,flat,"Palomeras sureste, Madrid",Piso en calle Angelillo,,,
108598224,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4d/0c/7b/1349563775.webp,,2,2,1380000.0,flat,sale,230.0,False,4,2,Barrio Malasaña-Universidad,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4204198,-3.7039274,False,https://www.idealista.com/inmueble/108598224/,"AMPLIA VIVIENDA EXTERIOR CON MUCHA LUZ. 230 m² en pleno centro de Madrid ¡Oportunidad única en una de las zonas más emblemáticas de Madrid! Se vende espectacular piso exterior de 240 m² construidos, ubicado en la Corredera Baja de San Pablo, a pocos pasos de Gran Vía y con excelente comunicación. La vivienda se encuentra en buen estado de conservación, lista para entrar a vivir. Destaca por su luminosidad natural gracias a su orientación sur y grandes ventanales en la zona de día. Características principales: 4 dormitorios amplios, ideales para familias grandes o para trabajar desde casa. 2 baños completos. Salón muy espacioso, perfecto para reuniones y momentos familiares. Cocina independiente con zona de office. Ascensor en el edificio. 2do piso. Exterior con orientación sur. Trastero incluido. Gastos de comunidad: solo 115 €/mes. Ubicación privilegiada en el corazón de Madrid: A pocos pasos de Gran Vía, cerca de Plaza del Callao, Teatro Lope de Vega, Teatro Lara, Teatro Rialto, Primark, ZARA, Casa del Libro, Mercado de San Antón y una amplia oferta de restaurantes, hoteles y zonas de ocio. Ubicado en una finca representativa de 1946, muy bien cuidada y con encanto histórico. La zona cuenta con todos los servicios a pie de calle: supermercados, colegios, transporte público, centros culturales y comercios tradicionales. Ideal tanto como vivienda habitual, segunda residencia o inversión de alto valor por su ubicación y tamaño. Precio de venta: 1.380. 000 € ¡Llámanos y agenda tu visita hoy mismo!",False,good,False,True,6000.0,False,False,False,False,[],False,False,1380000.0,€,flat,"Malasaña-Universidad, Madrid",Piso,,,
108398360,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9f/12/e7/1343010338.webp,,20,,110000.0,chalet,sale,256.0,,4,2,juan carlos primero,Madrid,Orusco,,es,,40.2881329,-3.2118954,False,https://www.idealista.com/inmueble/108398360/,,False,renew,False,,430.0,False,False,False,False,[],False,False,110000.0,€,chalet,Orusco,Chalet pareado en juan carlos primero,,,semidetachedHouse
108886636,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/92/b1/1357959894.webp,,1,1,1470000.0,flat,sale,190.0,True,4,5,Barrio Aravaca,Madrid,Madrid,Moncloa,es,Aravaca,40.457995,-3.7717695,False,https://www.idealista.com/inmueble/108886636/,"Precioso piso de autor listo para entrar a vivir, con gran terraza en la mejor zona de Aravaca. Una sola planta. Silencio y tranquilidad total. Tres dormitorios en suite, cuarto de servicio con su cuarto de baño y aseo de cortesía. Cuarto de lavandería.  Urbanización exclusiva con extraordinarias zonas comunes. Para más información no dude en contactar con nosotros.",False,good,False,True,7737.0,False,False,False,False,[],False,False,1470000.0,€,flat,"Aravaca, Madrid",Piso,True,True,
108220295,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/12/aa/1337507750.webp,,1,4,855000.0,flat,sale,80.0,True,3,2,Barrio Cuzco-Castillejos,Madrid,Madrid,Tetuán,es,Cuzco-Castillejos,40.4577969,-3.6957233,False,https://www.idealista.com/inmueble/108220295/,"DB SERVICIOS INMOBILIARIOS VENDE un vivienda exterior de 80m² en el barrio de Tetuán, en una de las mejores zonas de Madrid.  Consta de salón de paso, 3 dormitorios, 2 baños, cocina independiente, 2 terrazas, trastero y plaza de garaje. Se entrega completamente reformada. El edificio dispone de portero, ascensores y acceso para personas de movilidad reducida. En las proximidades contamos con todo tipo de servicios, cómo comercios, colegios, restaurantes, polideportivo, zonas verdes, centro de salud y supermercados. La estación de Metro de Cuzco está a 7 minutos andando.  Sin duda, es una oportunidad para vivir y disfrutar en un barrio residencial, familiar y muy tranquilo en el corazón de Madrid. Los gastos derivados de la compra venta no están incluidos en el precio ( notaría, gestoría, impuestos, inmobiliaria, etc ) Llámanos para concertar una visita, te ayudaremos a encontrar la casa de tus sueños.",False,good,False,True,10688.0,False,False,False,False,[],False,False,855000.0,€,flat,"Cuzco-Castillejos, Madrid",Piso,True,True,
106775532,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/f5/bc/1293623971.webp,,1,,3395000.0,chalet,sale,420.0,,4,3,Barrio El Viso,Madrid,Madrid,Chamartín,es,El Viso,40.4422263,-3.6821996,False,https://www.idealista.com/inmueble/106775532/,"Ideal chalet ubicado en la exclusiva zona residencial de El Viso, rodeado de embajadas y con un ambiente tranquilo y privilegiado, esta casa es una oportunidad única para quienes buscan personalizar su hogar o realizar una inversión estratégica. Actualmente cuenta con un sótano de 90 m², que se utiliza como salon de reuniones, con cocina, chimenea y bodega, tres plantas, una terraza, jardín privado, tres amplias habitaciones y tres baños completos. La propiedad está lista para reformarse según los gustos y necesidades del comprador, con posibilidades de transformarla: * Convertirla en un chalet exclusivo con 3 o 4 plantas, incorporando una piscina privada y los acabados más modernos. * Ideal para un negocio de coliving, gracias a su ubicación estratégica y espacio para múltiples configuraciones. * Incluso se podría considerar la construcción de un edificio, maximizando su valor como inversión. El Viso es sinónimo de lujo y tranquilidad, con excelentes conexiones y rodeado de todos los servicios esenciales: restaurantes, colegios, zonas verdes y transporte público, su ubicación en este prestigioso barrio ofrece un entorno residencial exclusivo, con acceso cercano a todos los servicios y excelente comunicación con el centro de Madrid. ¡Una oportunidad inigualable para crear el proyecto perfecto!",False,good,False,,8083.0,False,False,False,False,[],False,False,3395000.0,€,chalet,"El Viso, Madrid",Chalet adosado,True,True,terracedHouse
108338178,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/68/3c/33/1341145265.webp,000220,3,3,1790000.0,flat,sale,220.0,True,4,3,Barrio Bernabéu-Hispanoamérica,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.4581801,-3.6889629,False,https://www.idealista.com/inmueble/108338178/,"MONTELI LUXURY REALTY comercializa fabulosa vivienda, en venta, en una tercera planta, de edificio señorial, rodeado de zonas verdes. La vivienda se distribuye de la siguiente manera El dormitorio principal, con baño en suite y un gran ventanal lo convierte en un oasis de tranquilidad para relajarte al final del día. Dos dormitorios dobles adicionales comparten un baño completo, ofreciendo espacio para todos los miembros de la familia. Además, el piso cuenta con zona de servicio, con dormitorio y baño propio. La comunidad cuenta con servicio de portería de lunes a domingo. Posibilidad de plaza de garaje con acceso directo.",False,good,False,True,8136.0,False,False,False,False,[],False,False,1790000.0,€,flat,"Bernabéu-Hispanoamérica, Madrid",Piso,True,True,
