propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,newDevelopmentFinished,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108264614,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/b2/3a/1338929083.webp,21,8,2729000.0,flat,sale,177.0,True,3,4,calle Alcalá,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4243278,-3.6738504,False,https://www.idealista.com/inmueble/108264614/,"PISO EXTERIOR A ESTRENAR CON TERRAZA EN GOYA Vivienda exclusiva a estrenar con una gran terraza junto a la zona más comercial de Goya. En la calle Alcalá puede disfrutar de una vivienda amplia de 3 dormitorios dobles y tres baños en suite, aseo de cortesía, cocina equipada y un gran salón con salida a una terraza de más de 40m2 con varios ambientes, perfecta para reuniones familiares y de amigos con vistas privilegiadas. La vivienda, domotizada, además dispone de trastero y plaza de garaje. La finca cuenta con portero y servicios centrales para mayor comodidad. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,15418.0,True,False,False,False,[],False,False,2729000.0,€,flat,,"Goya, Madrid",Piso en calle Alcalá,Top,VM2505086,,,,,,
107986591,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/67/01/c3/1330299376.webp,25,2,1729000.0,flat,sale,166.0,True,3,3,calle de Montesa,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4286509,-3.671147,False,https://www.idealista.com/inmueble/107986591/,"PISO REFORMADO A ESTRENAR EN MONTESA Una segunda planta exterior en la zona más comercial para el día a día de Goya. Reformado, amueblado y equipado con gusto, esta vivienda ideal para invertir en Madrid, se distribuye en 3 dormitorios dobles, dos de ellos en suite, un tercer baño completo, y una cocina abierta, con comedor formal independiente. Una finca representativa de finales de los años 40, con conserje, calefacción central y orientación oeste que le proporcionan buena luz todo el año. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,10416.0,True,False,False,False,[],False,False,1729000.0,€,flat,,"Goya, Madrid",Piso en calle de Montesa,Top,VM2504051,,,,,,
108366008,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/99/f4/1341959460.webp,24,3,2279000.0,flat,sale,160.0,True,3,4,calle del Conde de Peñalver,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4326347,-3.6732324,False,https://www.idealista.com/inmueble/108366008/,"PISO EXTERIOR REFORMADO A ESTRENAR EN CONDE DE PEÑALVER Finca moderna y actual en Conde de Peñalver, junto a una amplia oferta de servicios y comercio de proximidad para el día a día. Una tercera planta exterior reformada, amueblada y equipada, con interiorismo del estudio Arctempus. Una zona de día luminosa por su orientación oeste, compuesta de cocina abierta al salón, fácilmente independizable, un amplio comedor y aseo de cortesía. La de noche la forman tres dormitorios dobles con baño en suite. Finca con portero y calefacción central para una mayor comodidad.   ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,14244.0,True,False,False,False,[],False,False,2279000.0,€,flat,,"Lista, Madrid",Piso en calle del Conde de Peñalver,Top,VM2506007,,,,,,
107431940,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/98/dc/70/1312489232.webp,26,1,1809000.0,flat,sale,144.0,True,3,3,calle de Juan Bravo,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.433688,-3.6742033,False,https://www.idealista.com/inmueble/107431940/,"PISO EXTERIOR A ESTRENAR CON GARAJE Y TERRAZA EN LISTA Buena finca de los ´70, con portero, garaje y dos ascensores, en la que se ha reformado un piso familiar de 144 m² construidos. La distribución, moderna y funcional, consta de una zona de día compuesta por un baño completo que hace las veces de aseo de cortesía, lavadero independiente, cocina y salón - comedor integrados; y una zona de noche compuesta por tres dormitorios dobles, dos de ellos con baño en suite. El dormitorio principal cuenta con una terraza muy agradable.   ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,12563.0,True,False,False,False,[],False,False,1809000.0,€,flat,,"Lista, Madrid",Piso en calle de Juan Bravo,Top,VM2502075,True,True,,,,
108405057,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bd/70/17/1344440241.webp,32,,1590000.0,chalet,sale,411.0,,5,5,"calle del Camino Ancho, 1",Madrid,La Moraleja,La Moraleja urbanización,es,,40.510475,-3.6063771,True,https://www.idealista.com/inmueble/108405057/,"Venta. Adosado. La Moraleja. Promora vende chalet adosado en muy buen estado de conservación, localizado en una urbanización de reciente construcción con zonas comunes con piscina, gimnasio y zonas verdes ajardinadas y seguridad 24H. Excelente ubicación a todos los colegios internacionales y nacionales de prestigio de la Moraleja, restaurantes de calidad, centros comerciales, centros deportivos y parques. La vivienda cuenta con una superficie de 400m² aproximados y su distribución es la siguiente:  En la planta principal de acceso nos recibe un hall de entrada, aseo de visitas, una sala para despacho / habitación de invitados o cuarto de juegos. A continuación esta una amplia cocina totalmente equipada con electrodomésticos de alta gama y el salón comedor con acceso al jardín.  La primera planta tiene 3 dormitorios todos en suite, el principal con vestidor y una terraza de 20m² aproximados.  El sótano tiene una habitación polivalente y baño propio, cuarto de lavandería y gran cuarto de juegos.  Garaje  Aire acondicionado en toda la casa.  Calefacción individual por suelo radiante.  Urbanización con piscina, gimnasio, parque infantil y seguridad 24H Probablemente La Moraleja sea la urbanización residencial de lujo más conocida de España. Los muchos personajes famosos que la han elegido como residencia habitual son responsables de su importante presencia mediática. Situada al norte de Madrid, en el término municipal de Alcobendas, tiene una extensión de 950 hectáreas. Cuenta con 1050 viviendas independientes sobre parcelas de 1.500, 2.500 y 10.000 m2 y con 400 adosados en 9 urbanizaciones diferentes. Tanto su estratégica ubicación -a un paso del centro de la capital (12km) y a escasos kilómetros del aeropuerto de Barajas (5km)- como sus férreas medidas de seguridad y sus muchas opciones de escolarización privada, ocio, deporte y salud, han convertido La Moraleja en un referente residencial en nuestro país.  Junto a las urbanizaciones de El Soto y El Encinar, conforman un núcleo geográfico de similares características demográficas. Su código postal es el 28109. Es aquí, en la plaza de La Moraleja (junto a la farmacia), donde Promora atiende a los clientes que quieren acceder a las viviendas de la zona norte de Madrid. Puedes ver más inmuebles en nuestra página web.",False,good,False,,,3869.0,False,False,False,False,[],False,False,1590000.0,€,chalet,terracedHouse,"La Moraleja urbanización, La Moraleja","Chalet adosado en calle del Camino Ancho, 1",Top,V7214I,True,True,,,,
39469452,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/c9/53/1304134744.webp,27,1,1200000.0,flat,sale,198.0,True,4,3,Barrio Conde Orgaz-Piovera,Madrid,Madrid,Hortaleza,es,Conde Orgaz-Piovera,40.4576066,-3.6202879,False,https://www.idealista.com/inmueble/39469452/,"DE SALAS LUXURY HOMES MAV02153 les presenta en venta este precioso piso ubicado en una de las urbanizaciones más lujosas y bonitas de los alrededores del Parque Conde de Orgaz.  MUCHAS DE NUESTRAS PROPIEDADES NO APARECEN EN IDEALISTA. CONSULTE EN NUESTRA PÁGINA WEB DE “De Salas”, PARA VER MÁS VIVIENDAS EN EXCLUSIVA. Construida por el prestigioso arquitecto Rafael de la Hoz, y a un paso del Corte Ingles y el Parque de Juan Pablo II, este elegante y singular Edificio, con fachada ventilada de Porcelanosa, es sin duda uno de los más atractivos de la zona. La vivienda cuenta con 198 m2 catastrales, de los cuales 160 m2 corresponden a la vivienda y trastero y el resto a los elementos comunes. Piso en perfecto estado, cuenta con 4 dormitorios, 2 baños y 1 aseo para invitados. El salón con orientación SO, goza de ventanales de suelo a techo de máxima calidad. La luz entra a raudales en esta estancia, y cuenta con un gran desahogo debido al acceso directo a una práctica y coqueta terraza de 7m2. La amplia cocina cuenta con electrodomésticos de última generación y tiene una práctica zona office para desayunar y comer cómodamente, así como numerosos armarios de almacenamiento. Junto a la cocina encontramos un siempre bienvenido lavadero-tendedero, con espacio para lavadora y secadora. Ya en la zona de noche, totalmente independiente, tenemos un distribuidor con armario perimetral para ropa blanca. El dormitorio principal cuenta con un magnífico vestidor y cuarto de baño en suite, así como con una amplia y cómoda ducha, w. c. y bidé. Los dormitorios 2, 3 y 4, todos provistos de armarios empotrados totalmente revestidos, comparten otro cuarto de baño. El piso, cuenta con unas magníficas calidades constructivas, tiene un precioso suelo de tarima flotante, carpintería lacada en blanco e iluminación LED, aparte de los detalles de urbanización excepcional como llave única de inicio a fin. La calefacción por suelo radiante, con termostatos independizados por estancias, y aire acondicionado por conductos internos, completan la excepcional oferta de esta estupenda propiedad, silenciosa y acogedora. Los cerramientos aíslan perfectamente las estancias tanto térmica como acústicamente. En las zonas comunes podemos disfrutar de dos piscinas, (una piscina infantil), solárium, cuarto de bicicletas con cámaras de seguridad, área exterior de juegos infantiles, sala de juegos, pista de pádel cubierta y gimnasio. El Conserje es por presencia física y la seguridad, 24 horas. El precio incluye un cuarto trastero.  El precio no incluye plazas de garaje. Cabe la posibilidad de comprar dos plazas por 50.000€ las dos en el mismo edificio.",False,good,False,True,,6061.0,True,False,False,False,[],False,False,1200000.0,€,flat,,"Conde Orgaz-Piovera, Madrid",Piso,Top,MAV02153,True,False,,,,50000.0
108037196,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/c4/b2/1331922008.webp,17,1,1659000.0,flat,sale,184.0,False,3,3,calle del General Díaz Porlier,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4341395,-3.6778619,False,https://www.idealista.com/inmueble/108037196/,"PISO REFORMADO A ESTRENAR Y AMUEBLADO Una vivienda cómoda y funcional, ubicada en Gral. Díaz Porlier, en el barrio de Castellana. Una primera planta de buena altura, interior, con una zona de noche compuesta por tres dormitorios dobles, dos de ellos con baño en suite, y un tercer baño completo que hace las veces de aseo de cortesía. La zona de día se ha distribuido en una cocina amplia, totalmente equipada, abierta a un salón comedor acogedor, diseñado pensando en el más mínimo detalle, con un interiorismo cuidado y bien ejecutado. Una vivienda con calefacción central y conserje en finca.   ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,9016.0,True,False,False,False,[],False,False,1659000.0,€,flat,,"Lista, Madrid",Piso en calle del General Díaz Porlier,Top,VM2504063,,,,,,
108789234,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/71/d0/87/1355168845.webp,36,,1159900.0,chalet,sale,260.0,,5,4,"calle de los Pinos, 101",Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4710497,-3.8605541,True,https://www.idealista.com/inmueble/108789234/,"HOGARES MAJADAHONDA GOLF vende en exclusiva espectacular CHALET ADOSADO CON PISCINA y con las mejores calidades en la zona del monte del Pilar. En la planta principal encontramos; Un recibidor con armario gabanero, aseo de cortesía y una gran cocina donde encontramos, amplio espacio de office, con las mejores calidades en materiales, electrométricos, etc. Seguidamente encontramos un gran salón que da paso a dos ambientes muy bien distinguidos, zona de comedor y la zona de estar muy acogedora, desde el mismo tenemos acceso al porche y al jardín. En el jardín encontramos zona de estar con acceso a una zona con césped. La primera planta se compone de; Dormitorio principal muy amplio y luminoso con vestidor incorporado, un cuarto de baño en suite con plato de ducha. Dos dormitorios secundarios amplios y con armarios empotrados vestidos. Un cuarto de baño independiente para dar servicio a estos. Planta segunda: Buhardilla totalmente equipada con dos dormitorios, una amplia sala de estar. En la planta sótano; Encontramos amplio garaje con puerta automática, un dormitorio con cuarto de baño completo, espacio de almacenaje y zona de lavado. La vivienda esta equipada con persianas eléctricas, aire acondicionado por split, paredes en liso y toda la carpintería en blanco, además de una gran chimenea.  NO DUDE EN PREGUNTARNOS Y VISITARLA VIVIENDA. HIPOTECA 100% NO DUDES EN VENIR A VISITARLO.",True,good,False,,,4461.0,True,False,False,False,[],False,False,1159900.0,€,chalet,terracedHouse,"Zona Carretera del Plantío, Majadahonda","Chalet adosado en calle de los Pinos, 101",Top,MPP,True,True,,,,
108616250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/22/01/1350046508.webp,27,2,449900.0,flat,sale,130.0,True,1,1,calle la Flauta Mágica,Madrid,Majadahonda,Los Satélites - Roza Martín,es,,40.4521857,-3.8819031,False,https://www.idealista.com/inmueble/108616250/,"HOGARES MAJADAHONDA VENDE EN EXCLUSIVA PISO DE UN DORMITORIO EN URBANIZACION CON PISCINA, PISTA MULTIDEPORTE Y ZONAS INFANTILES EN UNA DE LAS MEJORES ZONAS RESIDENCIALES DE MAJADAHONDA. La vivienda se distribuye de la siguiente manera: Hall de bienvenida donde encontramos a la izquierda una cocina totalmente equipada con tendedero, seguidamente accedemos al segundo hall donde se distribuye, un gan salón con acceso a la terraza y dormitorio principal con armario empotrado totalmente equipado. Por ultimo encontramos un cuarto de baño completo con plato de ducha. La vivienda tiene las paredes en liso, suelo de cerámico, puertas y armarios lacados en blanco y Pre-instalación de aire acondicionado. La vivienda consta de dos plazas de garaje y trastero. ¡ No dude en venir a visitarlo! ¡ POSIBILIDAD DE HIPOTECA AL 100%!",True,good,False,True,,3461.0,True,False,False,True,[],False,False,449900.0,€,flat,,"Los Satélites - Roza Martín, Majadahonda",Piso en calle la Flauta Mágica,Top,,True,True,,,,
108369777,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/67/5f/1342067151.webp,29,2,1359000.0,flat,sale,141.0,True,3,3,calle del Cardenal Cisneros,Madrid,Madrid,Chamberí,es,Trafalgar,40.4350047,-3.7041141,False,https://www.idealista.com/inmueble/108369777/,"DIZA Consultores les presenta luminoso piso con terraza en Chamberí. En la segunda planta de un edificio construido a mediados del siglo XX, se encuentra este luminoso piso de 141 metros. La zona noble goza de muchísima luz durante todo el día gracias a los grandes ventanales y altura. Está compuesta por un salón-comedor con cocina integrada totalmente equipada y acceso directo a la terraza. La zona de descanso está compuesta por tres dormitorios, el principal con vestidor y baño en suite. Los otros dos dormitorios tienen también un tamaño muy bueno. Además los dos cuentan con su propio baño completo. También, contamos con zona de lavandería independiente.  Las calidades de construcción son excelentes, aire acondicionado por conductos, cerramientos con aislamiento térmico y acústico y electrodomésticos de primera. La finca es señorial y dispone de portero físico. El barrio de Almagro, perteneciente al distrito de Chamberí, se trata de uno de los más lujosos y tranquilos de Madrid. Cerca de los mejores restaurantes, tiendas, colegios y universidades de la ciudad, es uno de los mejores barrios para vivir en la capital. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,,9638.0,True,False,False,False,[],False,False,1359000.0,€,flat,,"Trafalgar, Madrid",Piso en calle del Cardenal Cisneros,Top,DS-P33082,,,,,,
108092388,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cf/7b/00/1334608003.webp,31,bj,475000.0,flat,sale,81.0,False,2,2,calle del Espíritu Santo,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4254906,-3.7043535,False,https://www.idealista.com/inmueble/108092388/,"Ubicada en el dinámico barrio de Malasaña, esta encantadora vivienda reformada combina estilo contemporáneo y funcionalidad en un entorno lleno de vida. Con una superficie de 74m², ofrece espacios bien aprovechados que garantizan comodidad y practicidad. La distribución incluye dos dormitorios de buen tamaño, ambos con armarios empotrados, y dos baños completos, ideales para uso familiar o para compartir sin renunciar a la privacidad.  La cocina, totalmente equipada, está diseñada para sacar el máximo partido tanto al espacio como a la experiencia culinaria. La vivienda se entrega amueblada y lista para entrar a vivir. Dispone de calefacción eléctrica y ventiladores que ayudan al confort y descanso. El inmueble se encuentra en un edificio clásico con carácter.  Malasaña es uno de los barrios más vibrantes y solicitados de Madrid, conocido por su ambiente cultural, su vida nocturna, sus cafeterías con encanto y su proximidad a todo tipo de servicios y transporte público. Vivir aquí significa disfrutar de la esencia del Madrid más auténtico, con una mezcla perfecta entre tradición y modernidad. Una excelente oportunidad para quienes desean establecerse en una de las zonas más carismáticas de la ciudad. ¡Contáctanos y agenda tu visita!",True,good,False,False,,5864.0,True,True,False,False,[],False,False,475000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Espíritu Santo,Top,7814529a-51a8-477c-b540-feffecc7d5ad,,,,,,
108695467,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a0/a7/5c/1352393209.webp,25,bj,640000.0,flat,sale,75.0,False,3,2,calle del Corazón de María,Madrid,Madrid,Chamartín,es,Prosperidad,40.4407961,-3.6705501,False,https://www.idealista.com/inmueble/108695467/,"EXPECTACULAR VIVIENDA REFORMADA DE TRES HABITACIONES EN CORAZON DE MARIA VIVIENDA REFORMADA, ESTILO Y COMODIDAD EN UNA UBICACIÓN PRIVILEGIADA APROPERTIES REAL ESTATE, tiene el gusto de presentarles un piso que lo tiene todo. Puro confort en Chamartín: reformado y con alma urbana.   En el corazón del vibrante barrio de Prosperidad, dentro del prestigioso distrito de Chamartín, te espera esta joya inmobiliaria que redefine el concepto de vivir bien en Madrid.   Piso reformado con materiales de alta calidad cuidada al detalle. Ubicado en un edificio representativo de 1972 en perfecto estado de conservación, con portal señorial y servicio de conserjería, este hogar combina el encanto de lo clásico con las comodidades del diseño moderno.  Amplio hall de entrada con cocina abierta, equipada con electrodomésticos de primeras marcas (vitrocerámica, horno, campana, combi, lavadora... ).  Salón-comedor desahogado y versátil, ideal para compartir momentos en familia o con amigos.  Sus tres dormitorios son dobles, todos con armarios empotrados completamente vestidos.  Dos baños, uno de ellos en suite tipo boutique, con azulejos que marcan tendencia.  Suelos de madera natural de roble que aportan calidez, en los baños se opto por porcelánicos de diseño que añade un toque sofisticado.  Calefacción central y aire acondicionado en el salón por split.  Ventilación natural en todas las estancias (excepto baños)- ¿Buscas una casa lista para entrar a vivir, con estilo, calidad y en una ubicación inmejorable? ¡Esta es tu oportunidad! Reformado con gusto. Ubicado con acierto, y pensado para vivirlo. A escasos minutos del metro Cartagena (L7) y del intercambiador de Avenida de América (L4, 6, 7 y 9). Rodeado de zonas verdes, colegios, centros deportivos, supermercados, bibliotecas y con excelente acceso a M30, M40 y A2. Este piso es mucho más que una vivienda: es tu próximo hogar.. . Ven a verlo y enamórate. ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",False,good,False,True,,8533.0,True,False,False,False,[],False,False,640000.0,€,flat,,"Prosperidad, Madrid",Piso en calle del Corazón de María,Top,VM2507023,,,,,,
108165044,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/ba/bf/1342592615.webp,26,3,649000.0,flat,sale,72.0,False,2,1,calle del Duque de Sesto,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4211369,-3.6746684,False,https://www.idealista.com/inmueble/108165044/,"Vendemos en exclusiva pied-à-terre a sólo cinco minutos andando del Parque del Retiro, en la calle Duque de Sesto del barrio de Goya, dentro del distrito Salamanca. La casa es interior, por lo tanto muy silenciosa, y está distribuida en 2 dormitorios, 1 cuarto de baño con ventana, cocina independiente y salón-comedor. Es ideal para parejas o profesionales que buscan comodidad en una de las mejores zonas de Madrid. También para personas que buscan una segunda residencia en una ubicación privilegiada.  La propiedad se encuentra en buen estado y lista para entrar a vivir.  Cuenta con un armario empotrado en la habitación principal. También destacan los techos altos, el aire acondicionado y la calefacción con acumulador de calor para que el consumo sea más eficiente. El edificio es de 1956 y dispone de ascensor moderno y servicio de portería para comodidad de los vecinos.  Todo esto, convierte esta propiedad en una opción atractiva tanto para vivir como para invertir. Hay posibilidad de negociar los muebles.  Rodeada de una variada oferta cultural, gastronómica y comercial, con excelentes conexiones de transporte público, colegios, centros de salud y zonas verdes. Vivir en esta zona es sinónimo de calidad de vida y estilo urbano. No dejes pasar esta oportunidad de vivir en uno de los enclaves más emblemáticos y cotizados de Madrid.",True,good,False,True,,9014.0,True,True,False,False,[],False,False,649000.0,€,flat,,"Goya, Madrid",Piso en calle del Duque de Sesto,Top,721c97d0-6449-4790-bfd6-58ec70b39029,,,,,,
108900177,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/f7/e4/1358354432.webp,16,2,216000.0,flat,sale,48.0,True,2,1,calle de Yecla,Madrid,Madrid,San Blas,es,Simancas,40.4313282,-3.624833,False,https://www.idealista.com/inmueble/108900177/,"Piso en Venta en Simancas, San Blas, Madrid VOhome Propiedades Simancas/Julián Camarillo vende piso en una segunda planta en Simancas. Esta vivienda se distribuye en: pasillo de entrada donde se accede a un salón luminoso, cocina independiente equipada, dos dormitorios exteriores, un baño con ventana. Cuenta con calefacción de gas natural y ascensor. La ubicación es otro de los grandes atractivos de este inmueble. A tan solo minutos andando del metros Simancas (L7) y a 5 minutos del metros de la estación Hermanos Gracia Noblejas (L7), así como de varias paradas de autobuses (líneas 4, 38, 70, 48 y N6), esta vivienda ofrece una comunicación inmejorable con el resto de la ciudad. Además, cuenta con fácil acceso a importantes vías de circulación como la M-30, M-40 y A-2, facilitando los desplazamientos en coche. El entorno es perfecto para disfrutar de una vida cómoda y práctica, con todos los servicios a tu alcance. Encontrarás supermercados, tiendas, cafeterías, colegios tanto privados como públicos, polideportivos, centros comerciales, comisaría, ayuntamiento y zonas verdes. Todo lo necesario para satisfacer tus necesidades diarias y las de tu familia. Oficina Simancas Calle Zaratán 1. Teléfonos: /  No dudes en llamarnos para coordinar una visita a esta maravillosa vivienda. Estamos seguros de que te encantará. *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría-Gestoría / Registro / intermediación inmobiliaria y/o Financiera).",False,good,False,True,,4500.0,False,False,False,False,[],False,False,216000.0,€,flat,,"Simancas, Madrid",Piso en calle de Yecla,Top,SIM12253079,,,,,,
106970345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/0c/8c/1354009178.webp,48,3,1600000.0,flat,sale,150.0,True,2,3,calle del Molino de Viento,Madrid,Madrid,Centro,es,Malasaña-Universidad,40.4229438,-3.7025078,False,https://www.idealista.com/inmueble/106970345/,"HUSPY presenta este exclusivo piso ubicado en el prestigioso y vibrante barrio de Malasaña.  Este inmueble combina diseño moderno con acabados de alta calidad, pensado para ofrecerte el máximo confort y estilo. Distribución: Gran salón-comedor: Espacioso y luminoso, con dos balcones que ofrecen vistas encantadoras del barrio. Cocina americana con isla: Diseñada para inspirar a los amantes de la gastronomía, perfecta para compartir momentos inolvidables. Cuarto de lavado: Práctico y funcional, pensado para tu comodidad. Aseo de cortesía: Elegancia y funcionalidad para recibir a tus invitados. Habitación principal: Con baño en suite y vestidor, un refugio perfecto para relajarte después de un largo día. Habitación secundaria: También con baño en suite, ideal para familiares o invitados. Reforma integral con materiales de primera calidad y diseño contemporáneo que combina estilo y funcionalidad. Entrega en junio, ideal para aquellos que buscan estrenar un hogar personalizado en una ubicación inmejorable. Ubicado en Malasaña, uno de los barrios más deseados de Madrid, conocido por su ambiente bohemio, cafés únicos, boutiques y una vibrante vida cultural. No dejes pasar esta oportunidad única. Contacta con nosotros hoy mismo para más información o para programar una visita.  ¡Este piso tiene todo lo que necesitas para vivir la vida que siempre soñaste!",True,renew,False,True,,10667.0,True,True,False,False,[],False,False,1600000.0,€,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Molino de Viento,Top,f9ab3973-3384-421f-a81a-e7cb3f35ae4c,,,,,,
104786516,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/87/1e/1231544821.webp,70,,2990000.0,chalet,sale,680.0,,6,3,calle de la Tramontana,Madrid,Santo Domingo,,es,,40.6426319,-3.5850945,False,https://www.idealista.com/inmueble/104786516/,"GILMAR zona Norte presenta esta lujosa vivienda de obra nueva, con moderno diseño que se caracteriza por su calidad constructiva de última generación y el diseño de los espacios y acabados. Con una superficie de 680 m2 en parcela de 1.818 m2 la vivienda se distribuye a lo largo de 3 plantas aprovechando la cota de la parcela lo que permite disfrutar de vistas a ambos lados de la vivienda inundada por la luz en todas sus estancias. La piscina y zona de chillout y fire pit son una continuación del diseño de líneas puras con el que se ha proyectado la casa.  El chalet con fachada ventilada de piedra caliza está equipado con domótica a través del móvil. Dispone de geotermia para la climatización con suelo radiante y refrescante que se complementa con placas solares logrando la máxima calificación energética AA.  En la planta principal se sitúa el aseo de cortesía, el salón comedor con gran chimenea central y la cocina con isla. Desde el salón y la cocina se accede a un imponente porche. La zona privada se compone de un distribuidor que da acceso a 3 dormitorios (Master suite+2) todos con terraza y baño en suite y vestidor. En la planta inferior encontramos una preciosa vinoteca, playroom, dos habitaciones que comparten un baño, habitación de servicio con baño y vestidor, cuarto de lavado y plancha. Cuarto de instalaciones con puerta de seguridad. Zona de almacenaje El garaje es cerrado para 4 coches. La finalización de la construcción está prevista para Octubre de 2024.  Santo Domingo es una lujosa urbanización de Madrid situada al margen derecho de la autovía A-1, en el kilómetro 28 sentido Burgos. Esta urbanización privada se encuentra muy próxima al Aeropuerto de Madrid y a tan sólo 15 minutos de la capital. Cuenta con los mejores y más amplios servicios de las urbanizaciones de la zona al disponer del único centro comercial propio con servicios tales como: consultorio médico de la Seguridad Social, oficina de Correos, bancos, farmacia, restauración, veterinario, gimnasio, tiendas diversas además de Club Social, totalmente reformado, con campo de entrenamiento de golf, piscina, escuela de tenis y zona de ocio para niños y adultos. Dispone también de colegios públicos (CEIPS), privados e internacionales (SEK, Trinity College...), residencia para la tercera edad e iglesia. Su nivel de seguridad es excelente, pues Santo Domingo está dotada con seguridad privada y policía local, así como sistema de cámaras perimetral con control las 24 horas. La oficina de tenencia de alcaldía se encuentra dentro y facilita todos los trámites burocráticos a los residentes, sin necesidad de desplazarse. Remarcar que es la única urbanización en la actualidad que dispone en su totalidad de servicios de gas natural y doble canalización de agua procedente del Canal de Isabel II y de los pozos propios para riego de jardines y piscinas. La urbanización de Santo Domingo, en Algete, cuenta con una línea regular de autobús (171) que va al intercambiador de Plaza de Castilla y efectúa paradas en lugares como el metro de San Sebastián de los Reyes y junto al Hospital Público Infanta Sofía, al cual también podemos llegar en 10 minutos en coche."".",False,good,False,,,4397.0,True,False,False,False,[],False,False,2990000.0,€,chalet,independantHouse,Santo Domingo,Casa independiente en calle de la Tramontana,Top,CG197243,True,True,,,,
