propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,floor,exterior,district,hasLift,neighborhood,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
107509487,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f7/4c/5a/1314594250.webp,alcorcon,35,350000.0,flat,sale,90.0,3,1,calle Cisneros,Madrid,Alcorcón,es,40.3437118,-3.8337834,False,https://www.idealista.com/inmueble/107509487/,"Piso luminoso de tres dormitorios, baño completo, cocina y terraza. Precio negociable. Cuenta con piscina comunitaria, zonas verdes y garaje. El piso de 90 metros cuenta con un amplio comedor, con terraza orientado al este. Los tres dormitorios son de buen tamaño. El principal tiene armarios de obra. La amplia cocina tiene espacio suficiente para poder comer en ella e incluso, poner una isla. La cocina tiene una pequeña terraza acristalada. El edificio cuenta con una gran piscina comunitaria, zona ajardinada y una zona de arena para parque infantil. La urbanización no tiene garaje, pero el propietario adquirió una plaza de garaje que se encuentra fuera del edificio y está justo enfrente de la urbanización situado debajo del teatro Buero Vallejo. La comunidad de la plaza de garaje se paga cada 3 meses. Servicio de conserje todo el día de Lunes a Viernes, que se ocupa de la portería y la limpieza, por lo que el portal siempre está vigilado. La entrada del portal está adaptado para personas mayores, carros de niños y personas con discapacidad. La calefacción es central, cuenta con contadores individuales. Aire acondicionado en el comedor. Puerta blindada. El agua se incluye dentro del recibo de la comunidad. Su ubicación es muy buena. Está rodeado de paradas de autobuses que comunican con diferentes puntos de Alcorcón y Madrid. Los autobuses van a la estación de Príncipe Pío. La estación de cercanías (C5) y el metro de Alcorcón Central (L12) está a 6 minutos andando. La estación de cercanías de Las Retamas (C5) a menos de 10 minutos andando. El Centro de Salud está al lado, 5 minutos andando y El Hospital Universitario Fundación Alcorcón se encuentra tan solo a menos de 15 minutos andando. El Hospital Quironsalud Sur a 18 minutos. Es un barrio con todos los servicios necesarios. Los colegios cercanos cubren la educación desde infantil, secundaria, institutos. Cuenta con supermercados como Ahorramás a 2 minutos, Mercadona y Dia. También tiene pequeñas tiendas y Mercado. Hay también mucha oferta de restauración para él ocio. El Teatro Municipal Buero Vallejo, está justo enfrente de la Urbanización. Zonas deportivas como Polideportivo y Estadio Municipal Santo Domingo muy cercanos. ABSTENERSE DE LLAMAR AGENCIAS O INVERSORES. Precio 350.000 € 3.889 eur/m2 110 €/mes de gastos de comunidad Características básicas 90 m2 útiles/construidos 3 dormitorios 1 baño Terraza y terraza en la cocina Segunda mano/Buen estado Armarios empotrados en habitación principal Año de construcción: 1976 Este Plaza de garaje externa incluida en el precio.",False,good,False,3889.0,False,False,False,False,[],False,False,350000.0,€,flat,,"Zona Renfe, Alcorcón",Piso en calle Cisneros,True,True,8,True,Centro,True,Zona Renfe,,,,
108833594,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/5c/63/1356476395.webp,IE02-TRESPE,26,455000.0,flat,sale,59.0,3,2,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.4117549,-3.7003638,False,https://www.idealista.com/inmueble/108833594/,"Inmobiliarias Encuentro vende este estupendo piso reformado en pleno centro de Madrid, muy próximo al emblemático Mercado de Antón Martín y a escasos metros de la calle Atocha. La vivienda se encuentra ubicada en una tercera planta de una finca con ascensor. Consta de 59 m² construidos, ofrece una distribución funcional y cómoda. Su orientación interior garantiza absoluta tranquilidad, ideal para quienes buscan un espacio sereno en pleno centro de Madrid.  Dispone de un cálido salón con ventanas que permiten la entrada de luz natural, tres dormitorios bien aprovechados, cada uno con zona de descanso y espacio para escritorio, lo que los convierte en estancias versátiles tanto para el teletrabajo como para el estudio. La cocina cuenta con una práctica zona de comedor, y la vivienda dispone de dos cuartos de baño completos, ambos equipados con plato de ducha, lo que aporta comodidad adicional para una familia o convivencia compartida. Entre sus calidades destacan los suelos de tarima, las ventanas que favorecen la ventilación e iluminación natural, y el aire acondicionado, que garantiza confort durante todo el año. Gracias a su excelente ubicación y su distribución eficiente, esta propiedad representa una excelente oportunidad tanto como residencia habitual como inversión, ofreciendo una atractiva rentabilidad. La finca está bien conservada y cuenta con ascensor. Además, se sitúa en una zona vibrante y muy bien comunicada, con acceso inmediato a estaciones de Metro como Antón Martín y Atocha (L1), varias líneas de autobús, y una completa oferta cultural, gastronómica y comercial. ¡Una vivienda con encanto y gran potencial en una de las zonas más auténticas de Madrid!  Contáctanos para más información o para agendar tu visita. ¡Entra en iEncuentro. es y reserva este piso desde tu casa con iReserva en menos de un minuto para que nadie te lo quite! Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del sistema: ""CAMBIA Y DESCANSA"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble ¡Sin complicaciones, sin esperas! ¡Contáctenos y comience el camino hacia su nuevo hogar!",False,good,False,7712.0,False,False,False,False,[],False,False,455000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso,,,3,False,Centro,True,Lavapiés-Embajadores,,,,
102007004,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6c/14/62/1141106309.webp,P372,42,495000.0,chalet,sale,340.0,5,6,ESPERANZA,Madrid,Sevilla la Nueva,es,40.3478266,-4.0266696,False,https://www.idealista.com/inmueble/102007004/,"Estupendo chalet independiente, construido sobre una parcela de 600 m2. La parcela cuenta con una piscina grande de 11mX6,5m, sauna de madera, ducha, toda rodeada de arboles frutales y de huerta. Tiene lavadero, cuarto de caldera otro aseo. Se distribuye en tres plantas: -Planta baja, salon grande, cocina con office, baño y un dormitorio, tiene un porche cerrado de 25 m2. -Planta primera, tiene dos dormitorios, antes tres, uno de ellos en suite con el baño dentro. Uno de los dormitorios con salida a una terraza grande de 15 m2. -Planta sotano, dos dormitorios con dos baños, un salon con barra para celebraciones y otro baño, un trastero. En planta baja un garaje para tres coches. Aire acondicionado en salon y dormitorios.",False,good,False,1456.0,False,False,False,False,[],False,False,495000.0,€,chalet,independantHouse,Sevilla la Nueva,Casa independiente en Esperanza,True,True,,,,,,,,,
106745110,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/93/02/1292716225.webp,76901,5,4700000.0,flat,sale,315.0,4,4,Barrio Recoletos,Madrid,Madrid,es,40.4213913,-3.6887588,False,https://www.idealista.com/inmueble/106745110/,"Álvora Capital Properties, consultora inmobiliaria de alta calidad en la gestión de activos prime en Madrid, les ofrece este magnífico piso, para reformar, ubicado en la mejor zona de Recoletos, pegado al Parque del Retiro y de la Puerta de Alcalá.  Se enclava en una finca de corte clásico con bonita fachada de piedra y un gran portal representativo con servicio de portería. Se ubica en una planta intermedia con tres balcones a la calle con orientación sur. Nuestros arquitectos proponen la siguiente distribución: amplia zonas de estar, salón comedor con cocina integrada cocina, más aseo de cortesía y zona de lavandería independiente. La zona privada cuenta con un total de tres dormitorios en suite. Actualmente la vivienda consta de cuatro dormitorios, dos de ellos en suite. Además cuenta con trastero, servicio de portería y calefacción central. El barrio de Salamanca es una de las zonas residenciales y comerciales más apreciadas de Madrid, y con mayor nivel de vida de toda Europa. El barrio toma su nombre de José de Salamanca y Mayol, el Marqués de Salamanca, que promovió y dirigió su construcción a mediados del siglo XIX, llevada a cabo durante el reinado de Isabel II. Se forjó para las clases aristocráticas y burguesas, con grandes avenidas en distribución regular en forma de damero con calles perpendiculares, en torno a las que se articulan tiendas y comercios de lujo, y grandiosos palacetes, en uno de los cuales vivió el escritor sevillano Gustavo Adolfo Bécquer. En la actualidad, hablamos de una zona dinámica y segura, de grandes aceras, con una interesante vida, gracias a que es el epicentro de las tiendas lujo de la capital, conocida también por la “Milla de Oro”, donde tienen su sede las firmas más prestigiosas del mundo. También concentra un elevado número de Embajadas en edificios decimonónicos con gran valor arquitectónico. Y encontramos los establecimientos de hostelería más cosmopolitas de la capital. La cercanía al Parque del Retiro, le proporciona la etiqueta, de ser unos de los mejores barrios para vivir de Madrid. Álvora Capital Properties con más de 20 años de experiencia cuenta con un grupo de profesionales altamente cualificados con una amplia vocación de servicio, dedicados a asesorar a nuestros clientes en la gestión de inmuebles situados en las mejores zonas de Madrid. Visite nuestra web corporativa contamos con un gran porcentaje de inmuebles no publicados en los portales inmobiliarios.",False,renew,False,14921.0,False,False,False,False,[],False,False,4700000.0,€,flat,,"Recoletos, Madrid",Piso,,,3,True,Barrio de Salamanca,True,Recoletos,,,,
107642748,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/89/3d/1337423256.webp,,74,485000.0,flat,sale,87.0,3,2,calle de Donoso Cortés,Madrid,Madrid,es,40.4377397,-3.7106759,False,https://www.idealista.com/inmueble/107642748/,"Ideal INVERSORES alta rentabilidad, 2700€/mes de alquiler. PISO CON PATIO privativo de 27m2 SEMI-CERRADO con acristalamiento. LUMINOSO REFORMADO hace año y medio. Vivienda en planta baja luminosa con  patio, semi-cerrado con acristalamiento. Reformado a estrenar. Cuenta con 27 m² de terraza, un tercio de ella acristalada como “Comedor de invierno” y el resto abierta, preciosa terraza, iluminada y amueblada. Dispone de 3 dormitorios y 2 baños. Su calefacción es individual. El edificio cuenta con conserje. Comunidad 65€. Mejor ver. Muy bien comunicado por metro y autobús con todo Madrid. Adolfo.",False,good,False,5575.0,False,False,False,False,[],False,False,485000.0,€,flat,,"Arapiles, Madrid",Piso en calle de Donoso Cortés,,,bj,False,Chamberí,True,Arapiles,,,,
108461654,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/fa/45/1353438989.webp,REAL-0082B,55,4200000.0,countryHouse,sale,150000.0,5,4,Guadarrama,Madrid,Guadarrama,es,40.6738873,-4.0921549,False,https://www.idealista.com/inmueble/108461654/,"Parcela de Ocio con una propiedad construida en la Sierra de Guadarrama. Impresionante vivienda de una sola planta. La propiedad se encuentra en excelente estado y ha sido cuidadosamente mantenida. Esta última cuenta con un amplio salón-comedor y cuatro habitaciones, todas en suite, perfecta para ser habitadas o explotadas como Airbnb o casita rural. ¡Oportunidad única! Se ofrece en venta una magnífica parcela de 15 hectáreas en la hermosa Sierra de Guadarrama, ideal para el desarrollo de actividades deportivas y de ocio relacionadas con la naturaleza. Con calificación urbanística como centro de actividades de ocio, este terreno ha sido el hogar del reconocido NATUROCIO PARK, un centro de aventura familiar que ofrecía una amplia gama de actividades, un restaurante y una zona de Chill Out, boxes para caballos, mini golf, splas de agua, lago barcas, pista para montar, etc. Dispone de un restaurante, una casa de guardeses y una impresionante vivienda de una sola planta. La propiedad se encuentra en excelente estado y ha sido cuidadosamente mantenida. Esta última cuenta con un amplio salón-comedor y cuatro habitaciones, todas en suite, perfecta para ser habitadas o explotadas como Airbnb o casita rural. Disfruta de vistas panorámicas a la Sierra de Guadarrama y de un entorno natural impresionante, todo ello a poca distancia del núcleo urbano y del afamado restaurante ""Sala"". Este terreno es la opción perfecta para emprendedores que deseen desarrollar un negocio de ocio o disfrutar de un estilo de vida único en un enclave privilegiado. ¡No dejes pasar esta oportunidad de inversión en un paraíso natural! Para más información, contáctanos.",True,good,False,28.0,False,False,False,False,[],False,False,4200000.0,€,countryHouse,countryHouse,Guadarrama,Finca rústica,True,True,,,,,,,,,
108803682,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1b/5e/92/1355616159.webp,,37,570000.0,chalet,sale,209.0,4,3,calle César Manrique,Madrid,Rivas-Vaciamadrid,es,40.3591717,-3.5371674,False,https://www.idealista.com/inmueble/108803682/,"Inmobiliaria en Zona Centro - Tecnocasa Oficina Rivas Centro S. L. U VENDE Exclusiva Casa Pareada de 209m2 construidos sobre parcela total de 300m2, su diseño, construcción y calidades hacen de esta imponente vivienda una de las casas más exclusivas de la zona. -En su planta baja se localiza un amplio salón, un baño y la cocina independiente, a la cual se le une una terraza y una habitaciónn, y, además, tenemos un garaje para 1 vehículo, y una dimensión total del mismo de 20m2, también con acceso al jardín desde el garaje. -El salón tiene acceso directo a un magnífico jardín, el cual cuenta con un gran porche y acceso a las zonas comunes. -En la primera planta nos encontramos con 4 habitaciones amplias y dos baños completos, uno de ellos en suite con el dormitorio principal. - Buhardilla en concepto abierto de 38m2.   -Las zonas comunes, las cuales constan de una gran piscina nueva, canchas polideportivas y área de juego infantil, ocupan una superficie de más de 10000 m2. -Vivienda en buen estado, para entrar a vivir. -En los alrededores hay centros comerciales como C. C Santa Mónica, C. C Zoco Rivas C. C H2O y C. C Rivas Centro, además de cadenas de supermercados Ahorra más, Mercadona y Carrefour. -Dispone de todos los servicios cerca, colegios (Jarama, Victoria Kent, José Saramago y Luyfe), centros médicos, restaurantes, farmacias, parques, polideportivo cerro del telégrafo, etc. - LA ZONA Vivir en Rivas Vaciamadrid tiene numerosos beneficios que hacen de esta ciudad un lugar especial para establecer un hogar. Rodeada de naturaleza, Rivas Vaciamadrid ofrece un entorno tranquilo y agradable para las familias, con extensas zonas verdes, parques y espacios naturales donde se puede disfrutar de actividades al aire libre. La ciudad cuenta con una amplia oferta educativa, desde escuelas infantiles hasta institutos, lo que la convierte en un lugar ideal para criar a los niños. Además, Rivas Vaciamadrid se caracteriza por su ambiente seguro y acogedor, lo que brinda tranquilidad a sus residentes. En cuanto a la movilidad, la ciudad está bien conectada con Madrid a través de transporte público, lo que facilita el desplazamiento hacia la capital y otras zonas cercanas. Además, cuenta con una variedad de servicios comerciales, restaurantes y opciones de entretenimiento que satisfacen las necesidades de sus habitantes. En resumen, vivir en Rivas Vaciamadrid ofrece la combinación perfecta entre naturaleza, comodidad y calidad de vida, convirtiéndola en una excelente opción para aquellos que buscan un lugar apacible para establecerse. POSIBILIDAD DE MEJORAR TUS CONDICIONES HIPOTECARIAS CON NUESTRO DEPARTAMENTO FINANCIERO KIRON.",False,good,False,2727.0,False,False,False,False,[],False,False,570000.0,€,chalet,semidetachedHouse,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Chalet pareado en calle César Manrique,True,True,,,Rivas Urbanizaciones,,,,,,
107078174,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/65/b9/b3/1302302247.webp,,34,1600000.0,chalet,sale,629.0,5,6,calle del Ciervo,Madrid,Ciudalcampo,es,40.6167865,-3.6113051,False,https://www.idealista.com/inmueble/107078174/,"BR Consulting, presenta esta magnífica propiedad de 629 m2 construidos sobre una parcela de 2.600 m2, situada en la exclusiva urbanización de Ciudalcampo. La vivienda, edificada en un fabuloso chalet independiente, dispone de una buena y cómoda distribución, diseñada para poder residir en una sola planta. Se distribuye en 3 plantas, en la planta principal, nos encontramos con el hall de entrada que da acceso a un amplio salón comedor de 63 m2 con chimenea y grandes ventanales con salida al porche y a la hermosa zona de jardín con piscina. A la derecha se sitúa la espaciosa cocina con office de 25 m2 y zona de servicio con dormitorio, un baño y entrada independiente desde el exterior. Desde el hall recibidor de la misma planta se da paso a un pasillo distribuidor con dos dormitorios dobles y dos baños en suite con salida, ambos al jardín. La misma planta se completa con un aseo de cortesía. La planta superior dispone de un bonito y acogedor salón, dos dormitorios con zona de estudio, salida directa a una agradable terraza con vistas y dos baños en suite. La planta baja destaca por su garaje con capacidad para varios coches, un cuarto de lavandería y plancha, un cuarto de calderas y una habitación propia destinada a despacho u oficina, sala de juegos, gym. La propiedad goza de calidades de alta gama en todos sus acabados, las estancias están provistas de aire acondicionado por conductos, sistema de calefacción por suelo radiante, puntos de luz de bajo consumo y perimetral, suelos de mármol, armarios empotrados, techos altos, jardín con riego automático. La urbanización de Ciudalcampo cuenta con seguridad privada 24 horas, vigilancia y control de acceso, dispone de un prestigioso club deportivo con campo de golf, hípica, tenis, padel. Un colegio internacional y una zona comercial con supermercado, área de restauración y ocio. Por su ubicación, la urbanización tiene buena comunicación a través de transporte público con varias líneas de autobús como privado con conexión con las principales autovías y proximidad al aeropuerto.",False,good,False,2544.0,False,False,False,False,[],False,False,1600000.0,€,chalet,independantHouse,Ciudalcampo,Casa independiente en calle del Ciervo,True,True,,,,,,,,,
106977362,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/36/8b/1299292714.webp,28-327-1378,72,420000.0,chalet,sale,180.0,4,3,Alcobendas Centro,Madrid,Alcobendas,es,40.5371401,-3.6385955,False,https://www.idealista.com/inmueble/106977362/,"APINORTE Vuestra agencia de confianza presenta vivienda de 150 m² de dos alturas con accesos independientes, en terreno urbano de 115 m² en venta. Compuesta de planta baja de 85 m² repartida en recibidor extra grande con armario de cortesía, salón, cocina comedor, habitación principal con baño privado en suite, segunda habitación, cuarto de baño principal y patio exterior. Primera planta con entrada independiente a la planta baja Compuesta de amplio recibidor con armario de cortesía, cocina independiente, salón con armario empotrado y balcón exterior con vistas al centro de Arte de Alcobendas y habitación.  Esta segunda planta con una mínima reforma de tabiquería se puede convertir en salón con cocina americana y tres dormitorios.  La vivienda está situada enfrente del centro de arte de Alcobendas.  Ideal para INVERSORES, se puede visitar sin compromiso.  La vivienda ha sido reformada hace tres años, fontanería, electricidad, calefacción, gas natural, ventanas, climalit con mosqueteras patio alicatado cubierta del edificio, bajadas, suelos y paredes. También dispone de armarios de tres empotrados y gastos de comunidad cero.  Se puede visitar sin compromiso pidiendo cita en nuestra oficina.",False,good,False,2333.0,False,False,False,False,[],False,False,420000.0,€,chalet,terracedHouse,"Alcobendas Centro, Alcobendas",Chalet adosado,,,,,Alcobendas Centro,,,,,,
108677023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/09/a7/1351853900.webp,SH-92025,56,690000.0,flat,sale,147.0,4,1,GL CUATRO CAMINOS,Madrid,Madrid,es,40.4461088,-3.7052422,False,https://www.idealista.com/inmueble/108677023/,"¡Descubre tu nuevo hogar en la Glorieta de Cuatro Caminos! Este espectacular piso de 144 m² según catastro, con una reforma integral realizada en 2015, ofrece un espacio ideal para disfrutar de la vida urbana sin renunciar a la comodidad. Con cuatro amplias habitaciones dobles, este piso es perfecto para familias, aquellos que buscan un espacio extra para trabajar desde casa o inversores. La cocina independiente, equipada con muebles altos y bajos, es un sueño para los amantes de la gastronomía. El salón exterior, luminoso y acogedor, se convierte en el lugar ideal para relajarse después de un largo día. Además, el baño completo cuenta con un moderno plato de ducha que añade un toque de estilo y funcionalidad. Los acabados de calidad, como la pintura lisa y los suelos de tarima, junto con las instalaciones de fontanería y electricidad renovadas, garantizan un ambiente agradable y contemporáneo. Las ventanas de PVC con doble cristal climalit ofrecen un excelente aislamiento térmico y acústico, asegurando tranquilidad en el hogar. Ubicado en una finca con ascensor y portero físico, este piso está listo para entrar a vivir. La ubicación es inmejorable, con acceso a todos los servicios a pie de calle y transporte público cercano, incluyendo metro y múltiples líneas de autobús. No dejes pasar la oportunidad de vivir en una de las zonas más vibrantes de la ciudad. ¡No dudes en visitarlo! Llámanos y estaremos a tu disposición para concertar visita.",True,good,False,4694.0,False,False,False,False,[],False,False,690000.0,€,flat,,"Bellas Vistas, Madrid",Piso en Gl Cuatro Caminos,,,2,True,Tetuán,True,Bellas Vistas,,,,
108480898,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/47/45/df/1346209373.webp,SA - LAGASCA,28,690000.0,flat,sale,50.0,1,2,calle de Lagasca,Madrid,Madrid,es,40.4370542,-3.6849057,False,https://www.idealista.com/inmueble/108480898/,"Salamanca. Calle de Lagasca. Vivienda con salón, cocina, una habitación y dos baños. Situada en una séptima y última planta ha sido totalmente reformada con una redistribución eficiente de los espacios que aprovechan cada rincón. Consta de: -Amplio salón con cocina incorporada y equipada; -Aseo; -Dormitorio con cómodos armarios empotrados; -Baño en suite.  El inmueble consta de calefacción eléctrica y aire acondicionado y la finca con servicio de conserjería en horario comercial.  Gracias a su altura y orientación goza de luz natural durante todo el día. Se encuentra muy bien comunicada con la ciudad gracias a su fácil acceso a la M30 y A2, a la parada del metro Núñez de Balboa (líneas 5 y 9) y al intercambiador de Avenida de América (líneas 4, 6, 7 y 9 de Metro) que conecta las líneas de autobuses interurbanos y de largo recorrido que acceden a Madrid por la carretera de Barcelona A-2. El distrito Salamanca, en el que se encuentra la vivienda, se ha convertido en los últimos años en una de las más importantes zonas comerciales de la ciudad y forma parte da la llamada “Milla de Oro”, donde se encuentran las tiendas y viviendas más exclusivas y lujosas de la ciudad, además de todo tipo de comercios, colegios, estructuras deportivas y ocio.  Posibilidad de utilizar una plaza de garaje.",True,good,False,13800.0,False,False,False,False,[],False,False,690000.0,€,flat,,"Castellana, Madrid",Piso en calle de Lagasca,,,7,True,Barrio de Salamanca,True,Castellana,,,,
108676573,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a1/86/e0/1352215502.webp,29V2025CB,115,1300000.0,chalet,sale,351.0,6,5,calle de la Comunidad Balear,Madrid,Boadilla del Monte,es,40.4350237,-3.8809297,False,https://www.idealista.com/inmueble/108676573/,"Se vende Chalet adosado de esquina, único en la zona, ya que dispone de una gran parcela distribuida en jardines delantero y trasero y amplias terrazas. La vivienda ha sido reformada incrementando la calidad de los materiales, sumando comodidad y exclusividad. Distribución: 351 m2 construidos distribuidos en 4 plantas. Planta Principal: Recibidor, despacho, aseo de cortesía, cocina amueblada con salida a terraza y jardín, amplio y luminoso salón comedor con chimenea y salida a terraza. Planta Primera: Cuatro dormitorios y tres baños. Dormitorio principal en suite con baño y vestidor, dormitorio adicional en suite con baño, dos amplios dormitorios que comparten el tercer baño. Planta Segunda: Amplia y luminosa buhardilla con dos terrazas. Planta Sótano: Dormitorio y baño de servicio, cuarto de calderas, cuarto de lavado, despensa, amplio cuarto de juegos y acceso al garaje. Garaje individual para dos coches.  Carpintería interior lacada y exterior de climalit para un perfecto aislamiento. Calefacción individual de gas natural y aire acondicionado. Toldos eléctricos. Suelos de la planta principal en madera. Armarios empotrados en todas las plantas con gran capacidad. Amplio jardín, que tiene sol todo el día debido a la doble orientación de la parcela, además tiene una zona solada de terrazas dispuestas como comedor y zona Chill out y césped. La amplitud de la zona ajardinada permite hacer piscina individual o adaptar con una pérgola una zona adicional de recreo. Urbanización cerrada con piscina, zona infantil y paddle y vigilancia.",False,good,False,3704.0,False,False,False,False,[],False,False,1300000.0,€,chalet,semidetachedHouse,"Valdecabañas, Boadilla del Monte",Chalet pareado en calle de la Comunidad Balear,True,True,,,Valdecabañas,,,,,,
108474189,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/6b/9d/1345932620.webp,,25,540000.0,flat,sale,85.0,3,1,calle de San Carlos,Madrid,Madrid,es,40.4113389,-3.6998263,False,https://www.idealista.com/inmueble/108474189/,"Exterior con muchisima luz. Tres dormitorios dobles y salon. Todos los ambientes a la calle con balcones. Aire acondicionado en todo el apartamento. Techos altos. En el centro de Madrid. A pasos del metro y los sitios turísticos mas importantes de Madrid. Museos, teatros, restaurantes, bares trending. Reformado a nuevo. Incluye muebles. Para entrar a vivir ya.",False,good,False,6353.0,False,False,False,False,[],False,False,540000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en calle de San Carlos,,,2,True,Centro,False,Lavapiés-Embajadores,,570000.0,30000.0,5.0
107307886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/5d/c3/1309087936.webp,106676A,7,775000.0,flat,sale,120.0,4,3,Barrio Lavapiés-Embajadores,Madrid,Madrid,es,40.4100361,-3.7019761,False,https://www.idealista.com/inmueble/107307886/,"BG Exclusivas les presenta vivienda en pleno CENTRO DE MADRID.  Embajadores-Lavapiés, sita en calle Ave María, Vivienda exterior con dos balcones a calle, 5 planta exterior con ascensor. 4 dormitorios, 3 baños, reformada exterior. 120m² Se vende con dos opciones: - Con Alquiler o sin alquiler. La vivienda se distribuye de la siguiente forma: Accedemos a la vivienda por hall, a mano izquierda pasamos a un amplio salón totalmente reformado con cocina abierta al salón moderna y actual con dos terrazas con vistas a la calle Ave María, muy luminoso, dispone de cuatro dormitorios, dos de ellos con baño en suite y los otros dos comparten baño. PERFECTAMENTE COMUNICADO: Metro La vivienda se encuentra en su proximidad con varias bocas de metro; “Antón Martin, “Lavapiés”, “Tirso de Molina”, “Embajadores”. También la proximidad y buena comunicación, “Atocha Renfe” (Larga y media distancia, y Alta Velocidad), así como “Embajadores” con línea de metro y cercanías.  LOCALIZACION: Todo tipo de servicios; restaurantes, cafeterías, supermercados, farmacias, etc. Cabe destacar la amplia oferta cultural y de ocio, haciendo de Lavapiés uno de los barrios más vivos de la ciudad y con personalidad propia. BG Viviendas exclusivas, le ofrece a compradores y vendedores de inmuebles, un servicio integral especializado preventa, localizando, presentando y desarrollando opciones de compra y postventa, midiendo la satisfacción de los clientes, con un claro objetivo, mejorando cada día la calidad de nuestros servicios. El acompañamiento al cliente, es constante, con un equipo comercial con experiencia y empatía, para identificar las necesidades y gustos del cliente, y ofrecerles inmuebles, con un alto grado de satisfacción por parte de los compradores, sin pérdidas de tiempo ni dinero. BG Viviendas Exclusivas, cuenta con equipos multidisciplinares, que gestionan la compraventa de forma integral, reformas, decoración, contratos, préstamos, certificados, todo lo que usted pueda necesitar, para crear un entorno de calidad. Con 15 años de presencia en la zona Noroeste de Madrid, en las más prestigiosas urbanizaciones de la Capital, se cuentan los cientos los hogares que hemos ayudado a crear. BG Viviendas Exclusivas es una empresa de confianza, que ha ayudado y seguirá ayudando a crear hogares e inversiones. Confíe en nosotros y estará en buenas manos.",False,good,False,6458.0,False,False,False,False,[],False,False,775000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso,,,5,True,Centro,True,Lavapiés-Embajadores,,,,
