propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
105360072,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/81/56/e8/1245728347.webp,P3-6ºF,11,6,228791.0,flat,sale,106.0,True,3,2,calle Los Cerros s/n,Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40734,-3.53571,True,https://www.idealista.com/obra-nueva/105360072/,"SOLAMENTE DISPONIBLES VIVIENDAS PARA PERSONAS CON MOVILIDAD REDUCIDA. ¡NUEVA OPORTUNIDAD DE VIVIENDA PROTEGIDA EN MADRID! La Cooperativa tiene suscrito un contrato privado de compraventa de la parcela VPPB/A-OC-2D del proyecto de reparcelación de Los Cerros, donde se desarrollará el proyecto. Viviendas con un precio asequible en LOS CERROS, nuevo desarrollo al lado de El Cañaveral! Te presentamos Residencial Meissa, un proyecto de Vivienda Protegida de Precio Básico, 185 viviendas de 2 y 3 dormitorios con unas estupendas zonas comunes.  Ubicación Los Cerros es uno de los cinco barrios que componen los nuevos desarrollos del sureste de Madrid. Este nuevo ámbito está situado en la parte norte de estos desarrollos, junto a El Cañaveral y los municipios de Coslada y San Fernando  Es una zona muy bien comunicada por la M-50, R-3 y M-45. Además, está planteado el desdoblamiento de la Línea 7 de Metro a partir de la estación de Ascao y con un ramal hacia Los Cerros-Ensanche de San Fernando y la ejecución de intercambiador modal.  Sostenibilidad La principal diferencia con otro desarrollo urbanístico es que tiene una menor ocupación del suelo para las edificaciones, solo el 12%, lo que lo convierte en un PROYECTO SOSTENIBLE Y VOLCADO HACIA LA NATURALEZA.  Será EL BARRIO MÁS VERDE DE MADRID que formará parte del Bosque Metropolitano, ese gran cinturón verde que el ayuntamiento de la capital planea construir bordeando la ciudad.  Se van a tomar todas las medidas necesarias para poder optar a una alta calificación energética.  Viviendas Una promoción de viviendas VPPB de 2 y 3 dormitorios en urbanización cerrada con plaza de garaje y trastero incluidos en el precio.  Desecamos el diseño moderno y funcional, cada vivienda ha sido cuidadosamente diseñada para ofrecer espacios cómodos y luminosos, maximizando el aprovechamiento de cada metro cuadrado. Sostenibilidad, diseño y calidad son elementos principales en Residencial Meissa.  Para los momentos de ocio, Meissa dispone de una estupenda piscina, zonas verdes, área infantil y local comunitario para que puedas disfrutar de tu tiempo libre sin salir de casa.  Precio y calidad se unen en este proyecto destinado a personas que quieran comprar su primera vivienda.",False,newdevelopment,True,True,2158.0,True,False,False,False,[],False,False,228791.0,€,flat,,"Los Cerros, Madrid",Piso en calle Los Cerros s/n,False,True,True,,,,
105360093,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a5/c3/1c/1245729061.webp,P3-3ºF,11,3,236811.0,flat,sale,109.0,True,3,2,calle Los Cerros s/n,Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40734,-3.53571,True,https://www.idealista.com/obra-nueva/105360093/,"SOLAMENTE DISPONIBLES VIVIENDAS PARA PERSONAS CON MOVILIDAD REDUCIDA. ¡NUEVA OPORTUNIDAD DE VIVIENDA PROTEGIDA EN MADRID! La Cooperativa tiene suscrito un contrato privado de compraventa de la parcela VPPB/A-OC-2D del proyecto de reparcelación de Los Cerros, donde se desarrollará el proyecto. Viviendas con un precio asequible en LOS CERROS, nuevo desarrollo al lado de El Cañaveral! Te presentamos Residencial Meissa, un proyecto de Vivienda Protegida de Precio Básico, 185 viviendas de 2 y 3 dormitorios con unas estupendas zonas comunes.  Ubicación Los Cerros es uno de los cinco barrios que componen los nuevos desarrollos del sureste de Madrid. Este nuevo ámbito está situado en la parte norte de estos desarrollos, junto a El Cañaveral y los municipios de Coslada y San Fernando  Es una zona muy bien comunicada por la M-50, R-3 y M-45. Además, está planteado el desdoblamiento de la Línea 7 de Metro a partir de la estación de Ascao y con un ramal hacia Los Cerros-Ensanche de San Fernando y la ejecución de intercambiador modal.  Sostenibilidad La principal diferencia con otro desarrollo urbanístico es que tiene una menor ocupación del suelo para las edificaciones, solo el 12%, lo que lo convierte en un PROYECTO SOSTENIBLE Y VOLCADO HACIA LA NATURALEZA.  Será EL BARRIO MÁS VERDE DE MADRID que formará parte del Bosque Metropolitano, ese gran cinturón verde que el ayuntamiento de la capital planea construir bordeando la ciudad.  Se van a tomar todas las medidas necesarias para poder optar a una alta calificación energética.  Viviendas Una promoción de viviendas VPPB de 2 y 3 dormitorios en urbanización cerrada con plaza de garaje y trastero incluidos en el precio.  Desecamos el diseño moderno y funcional, cada vivienda ha sido cuidadosamente diseñada para ofrecer espacios cómodos y luminosos, maximizando el aprovechamiento de cada metro cuadrado. Sostenibilidad, diseño y calidad son elementos principales en Residencial Meissa.  Para los momentos de ocio, Meissa dispone de una estupenda piscina, zonas verdes, área infantil y local comunitario para que puedas disfrutar de tu tiempo libre sin salir de casa.  Precio y calidad se unen en este proyecto destinado a personas que quieran comprar su primera vivienda.",False,newdevelopment,True,True,2173.0,True,False,False,False,[],False,False,236811.0,€,flat,,"Los Cerros, Madrid",Piso en calle Los Cerros s/n,False,True,True,,,,
109186502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/f0/63/1366835770.webp,CH 4H2B / TECNOCASA CHAMARTIN DE LA ROSA,34,5,1190000.0,flat,sale,164.0,True,4,2,calle de la Infanta María Teresa,Madrid,Madrid,Chamartín,es,Bernabéu-Hispanoamérica,40.45331,-3.6817454,False,https://www.idealista.com/inmueble/109186502/,"ESTUDIO CHAMARTÍN DE LA ROSA S. L. VENDE PISO EN CHAMARTÍN: MAGNÍFICA VIVIENDA CON TERRAZA PRIVADA Y VISTAS AL SANTIAGO BERNABÉU. •Salón comedor amplio y luminoso con terraza. •Cocina reformada. •Cuatro dormitorios. •Dos baños completos. Uno de los grandes valores añadidos de esta propiedad es su espectacular terraza, ubicada en la planta ático del edificio, con acceso exclusivo y vistas despejadas hacia el estadio Santiago Bernabéu. Un espacio único en la zona, perfecto para disfrutar de reuniones al aire libre, crear un jardín urbano o simplemente relajarse al atardecer con vistas privilegiadas.  La vivienda en distribución original, disponía de cuatro dormitorios principales más un dormitorio de servicio, en la distribución actual, cuenta con tres dormitorios principales más el dormitorio de servicio, pudiendo volver a la distribución original si se desea. En el precio se incluye una plaza de garaje P. A. R en Plaza Valparaíso. La finca dispone de rampas para facilitar el acceso y ascensor El distrito de Chamartín es una zona residencial, muy tranquila y con muchas áreas ajardinadas, rodeada de parques, comercios, colegios, farmacias, cafeterías y restaurantes. Muy bien comunicada con autobuses y metro. Fácil acceso a la M-30 o al Paseo de la Castellana. ¡Reserva tu visita!",True,good,False,True,7256.0,True,False,False,False,[],False,False,1190000.0,€,flat,,"Bernabéu-Hispanoamérica, Madrid",Piso en calle de la Infanta María Teresa,,True,True,,,,
108104250,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5b/f7/4a/1333944776.webp,2363ddbb-084d-4900-acca-b9ea162a9c04,18,4,329000.0,flat,sale,57.0,True,2,1,paseo de Santa María de la Cabeza,Madrid,Madrid,Arganzuela,es,Acacias,40.3990483,-3.7037252,False,https://www.idealista.com/inmueble/108104250/,"Descubre este encantador apartamento en Las Acacias, Arganzuela, Madrid. Con 57 m², esta vivienda en buen estado ofrece un espacio acogedor y funcional. En buen estado, reformado íntegramente en 2010. El tejado del edificio nuevo. La vistas son totalmente despejadas. Es exterior. Muy bien comunicado y rodeado de todos los servicios. Dispone de 2 dormitorios amplios y 1 baño, ideal para parejas o pequeñas familias. La cocina está completamente equipada, lista para tus mejores recetas, y los armarios empotrados proporcionan un almacenamiento eficiente. Disfruta del aire acondicionado durante los días calurosos de verano. Además, cuenta con un balcón privado, perfecto para relajarse al aire libre. Incluye un trastero para mayor comodidad.  El apartamento mantiene su atractivo y funcionalidad. No te pierdas esta oportunidad de vivir en una ubicación privilegiada de Madrid, con todo lo que necesitas al alcance. ¡Ven a visitarlo y enamórate de tu próximo hogar! El barrio de Las Acacias, situado en el distrito de Arganzuela, Madrid, es una zona residencial con sabor castizo que ha sabido adaptarse al ritmo moderno de la ciudad. Muy bien comunicado por metro y cercanías, y con fácil acceso a Madrid Río, es un enclave perfecto para quienes buscan vivir cerca del centro sin renunciar a la tranquilidad. Sus calles combinan edificaciones clásicas con nuevas promociones, y la zona ofrece una excelente oferta de comercios, colegios, servicios y zonas verdes. Además, su cercanía a puntos neurálgicos como el centro histórico o el Matadero Madrid lo convierten en una opción atractiva tanto para familias como para jóvenes profesionales.",True,good,False,False,5772.0,False,False,False,False,[],False,False,329000.0,€,flat,,"Acacias, Madrid",Piso en paseo de Santa María de la Cabeza,,,,,,,
109176305,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/75/91/1366525656.webp,VIVRCVDQ001,37,,155000.0,chalet,sale,109.0,,3,2,Valdemaqueda,Madrid,Valdemaqueda,,es,,40.5141386,-4.2927196,False,https://www.idealista.com/inmueble/109176305/,"¡VENDE CON NOSOTROS DESDE SOLO EL 1,9%! ¡CONSEGUIMOS HASTA EL 100% DE FINANCIACIÓN! ✨ Acogedor Chalet Independiente en Valdemaqueda – Naturaleza y Confort en una Sola Planta ✨ Se vende encantadora vivienda independiente de 109 m² construidos en una sola planta, perfecta para quienes buscan comodidad, amplitud y un entorno natural único. � Características de la vivienda: •3 dormitorios con armarios empotrados, ideales para familias o teletrabajo. •2 baños completos. •Salón comedor amplio y luminoso, con salida directa al exterior. •Cocina práctica y funcional. •Trastero privado que aporta espacio extra de almacenaje. •Jardín privado, perfecto para disfrutar del aire libre, reuniones familiares o simplemente relajarse rodeado de naturaleza. •Orientación este, con gran entrada de luz natural desde primera hora del día. •Calefacción de gasoil para máximo confort en invierno. La vivienda se encuentra en muy buen estado, lista para entrar a vivir desde el primer día. � Ubicación – Valdemaqueda, Madrid Situado en el corazón de la Sierra Oeste de Madrid, Valdemaqueda es un municipio rodeado de montañas, pinares y paisajes naturales de gran belleza. Es un lugar perfecto para quienes desean disfrutar de la tranquilidad de la naturaleza sin renunciar a servicios básicos como colegio, centro de salud, supermercados, restaurantes y transporte público. A tan solo 30 minutos de El Escorial y a menos de una hora de Madrid, Valdemaqueda ofrece un estilo de vida relajado, con actividades al aire libre como rutas de senderismo, ciclismo o paseos por la ribera del río Cofio, además de un entorno cultural marcado por la iglesia de San Lorenzo, el puente romano y la riqueza patrimonial de sus alrededores. � Una vivienda cómoda, rodeada de naturaleza y con la calidad de vida que solo Valdemaqueda puede ofrecer. � ¡Solicite una visita y descubra su nuevo hogar en plena Sierra Oeste!   AVDA. VILLANUEVA DE LA CAÑADA 35, LOCAL 1 QUIJORNA 28693 TELÉFONO:  PARQUE EMPRESARIAL “LA FINCA” PASEO CLUB DEPORTIVO 1, EDIFICIO 4 POZUELO 28223 TELÉFONO [IW].",False,good,False,,1422.0,False,False,False,False,[],False,False,155000.0,€,chalet,independantHouse,Valdemaqueda,Casa independiente,,,,,,,
105225702,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/55/51/99/1245729073.webp,P1-1ºC,11,1,228695.0,flat,sale,104.0,True,3,2,calle Los Cerros s/n,Madrid,Madrid,Vicálvaro,es,Los Cerros,40.40734,-3.53571,True,https://www.idealista.com/obra-nueva/105225702/,"SOLAMENTE DISPONIBLES VIVIENDAS PARA PERSONAS CON MOVILIDAD REDUCIDA. ¡NUEVA OPORTUNIDAD DE VIVIENDA PROTEGIDA EN MADRID! La Cooperativa tiene suscrito un contrato privado de compraventa de la parcela VPPB/A-OC-2D del proyecto de reparcelación de Los Cerros, donde se desarrollará el proyecto. Viviendas con un precio asequible en LOS CERROS, nuevo desarrollo al lado de El Cañaveral! Te presentamos Residencial Meissa, un proyecto de Vivienda Protegida de Precio Básico, 185 viviendas de 2 y 3 dormitorios con unas estupendas zonas comunes.  Ubicación Los Cerros es uno de los cinco barrios que componen los nuevos desarrollos del sureste de Madrid. Este nuevo ámbito está situado en la parte norte de estos desarrollos, junto a El Cañaveral y los municipios de Coslada y San Fernando  Es una zona muy bien comunicada por la M-50, R-3 y M-45. Además, está planteado el desdoblamiento de la Línea 7 de Metro a partir de la estación de Ascao y con un ramal hacia Los Cerros-Ensanche de San Fernando y la ejecución de intercambiador modal.  Sostenibilidad La principal diferencia con otro desarrollo urbanístico es que tiene una menor ocupación del suelo para las edificaciones, solo el 12%, lo que lo convierte en un PROYECTO SOSTENIBLE Y VOLCADO HACIA LA NATURALEZA.  Será EL BARRIO MÁS VERDE DE MADRID que formará parte del Bosque Metropolitano, ese gran cinturón verde que el ayuntamiento de la capital planea construir bordeando la ciudad.  Se van a tomar todas las medidas necesarias para poder optar a una alta calificación energética.  Viviendas Una promoción de viviendas VPPB de 2 y 3 dormitorios en urbanización cerrada con plaza de garaje y trastero incluidos en el precio.  Desecamos el diseño moderno y funcional, cada vivienda ha sido cuidadosamente diseñada para ofrecer espacios cómodos y luminosos, maximizando el aprovechamiento de cada metro cuadrado. Sostenibilidad, diseño y calidad son elementos principales en Residencial Meissa.  Para los momentos de ocio, Meissa dispone de una estupenda piscina, zonas verdes, área infantil y local comunitario para que puedas disfrutar de tu tiempo libre sin salir de casa.  Precio y calidad se unen en este proyecto destinado a personas que quieran comprar su primera vivienda.",False,newdevelopment,True,True,2199.0,True,False,False,False,[],False,False,228695.0,€,flat,,"Los Cerros, Madrid",Piso en calle Los Cerros s/n,False,True,True,,,,
108665758,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/69/76/93/1352609224.webp,4d64a6e0-0bb5-433f-a7ec-5ee1a40f6df1,25,bj,787000.0,flat,sale,100.0,True,2,2,calle de San Lorenzo,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4259299,-3.6986979,False,https://www.idealista.com/inmueble/108665758/,"Descubre este encantador piso reformado en el corazón de Justicia, Centro de Madrid. Con 100 m², esta vivienda ofrece dos amplios dormitorios y dos baños completos, ideal para quienes buscan comodidad y estilo en una ubicación privilegiada. El piso cuenta con una terraza donde podrás disfrutar de momentos al aire libre. La cocina está completamente equipada, lista para inspirar tus habilidades culinarias. Además, disfruta de la comodidad del aire acondicionado y la calefacción central en todo el piso. Los armarios empotrados ofrecen un generoso espacio de almacenamiento. Este piso es accesible para personas en silla de ruedas y está amueblado, listo para que te mudes sin preocupaciones. El edificio también es accesible para sillas de ruedas, lo que asegura comodidad para todos. Ubicado en un vía peatonal lo que da mucha privacidad.  Zona residencial tranquila en el barrio de San Lorenzo (Hortaleza), con buena conexión en metro y autobús. Rodeada de servicios, colegios y comercios, ideal para vivir con comodidad en Madrid.",True,good,False,False,7870.0,False,True,False,False,[],False,False,787000.0,€,flat,,"Chueca-Justicia, Madrid",Piso en calle de San Lorenzo,,,,,,,
97746558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/d2/28/1337501883.webp,,78,,935000.0,chalet,sale,360.0,,5,5,avenida de las Rozuelas 19 a 29 s/n,Madrid,Torrelodones,Casco Antiguo,es,,40.5748381,-3.9181484,True,https://www.idealista.com/obra-nueva/97746558/,"OBRA FINALIZADA Vendemos un excelente chalet pareado de 360 m2 construidos en parcela de 400 m2, de reciente construcción, en una de las mejores zonas de Torrelodones. Excelentes calidades y terminaciones.  La parcela consta de acceso peatonal con puerta independiente desde la vía pública y acceso de vehículos independiente desde la vía pública, con aparcamiento descubierto en superficie para dos vehículos de dimensiones 3x5 m cada una de ellas, estando pavimentado. Acera peatonal que comunica la puerta de la cancela con la puerta de entrada a la vivienda. Frente al salón se ha dispuesto una terraza solada sobre el terreno natural de 18,58 m2. Cada parcela cuenta con una piscina individual de dimensiones de lámina de agua de 6x2 m, con una superficie de 12m2. El resto de la parcela se encuentra libre. La vivienda se compone de 2 plantas sobre rasante y una planta sótano dotada con patios ingleses que le aportan ventilación y luz natural, por lo que lo hace habitable. La edificación consta de 360,23 m2 construidos que se distribuyen de la siguiente manera: La planta baja, a ras de calle, con una superficie construida de 108,32 m2, se compone de un recibidor, distribuidor, un baño completo, un despacho o dormitorio, salón-comedor-estar, cocina, porche posterior y escalera de comunicación vertical con planta sótano y planta primera. Está climatizada esta planta con suelo radiente de frío/calor La planta primera, con una superficie de 94.59 m2, se compone de escalera de comunicación vertical con planta baja, distribuidor, dormitorio principal dotado de vestidor, baño y terraza plana transitable descubierta de 34.32 m2 con acceso desde el dormitorio 1, dormitorio 2, dormitorio 3, dormitorio 4 dotado de baño y un baño común. Esta planta está climatizada, al igual que la sótano, con suelo radiente de frío/calor.  La planta sótano, con una superficie construida de 108 m2, destinada a usos varios con sala de usos múltiples, salón de juegos-gimnasio, cuarto de lavado, almacén trastero, cuarto de instalaciones, un baño, escalera de comunicación vertical con planta baja y dos patios ingleses, de 7.50 m2 cada uno, ubicados en las fachadas norte y sur que aportan ventilación y luz natural.   El chalet dispone de aerotermia apoyada por placas solares que hacer que sea reducido el consumo eléctrico  La construcción se ha realizado con medidas anti radón ya que se ha realizado una cámara bufa a nivel del suelo del sótano, sobre ella se ha colocado una lámina asfáltica especial para gas radón justo por debajo del solado del sótano, el gas radón se recoge en dicha cámara bufa y mediante un extractor eléctrico se expulsa por la chimenea vertical que sobresale por la cubierta de la vivienda expulsando el gas radón recogido en el sótano al exterior de la vivienda, por el punto más elevado de esta. Cocina no incluida en el precio. Se ofrece, como opcional, la posibilidad de entregar con cocina amueblada.",True,newdevelopment,True,,2597.0,True,False,False,False,[],False,False,935000.0,€,chalet,semidetachedHouse,"Casco Antiguo, Torrelodones",Chalet pareado en avenida de las Rozuelas 19 a 29 s/n,False,True,True,,,,
107008884,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/f8/c2/1300258261.webp,1º B,2,1,348744.0,flat,sale,96.0,True,3,2,"calle SANTA LUCIA, 6",Madrid,Leganés,La Fortuna,es,La Fortuna,40.3598379,-3.7801547,True,https://www.idealista.com/obra-nueva/107008884/,"Descubre Residencial Santa Lucía, un exclusivo desarrollo en la zona de La Fortuna, Leganés, que te ofrece la oportunidad de vivir en un entorno privilegiado.  Este proyecto consta de 8 viviendas de 1, 2 y 3 dormitorios, perfectas para adaptarse a diferentes necesidades familiares. Características principales: 6 viviendas con amplias terrazas panorámicas para disfrutar de vistas únicas y momentos al aire libre. Piscina comunitaria y zona de juegos para el disfrute de toda la familia. Plaza de garaje y trastero incluidos en todas las viviendas. Además, el proyecto se desarrolla bajo un régimen de cooperativa libre, brindándote una forma accesible y flexible de adquirir tu nuevo hogar. ¡No pierdas la oportunidad de formar parte de Residencial Santa Lucía!",False,newdevelopment,True,True,3633.0,True,False,False,False,[],False,False,348744.0,€,flat,,"La Fortuna, Leganés","Piso en calle Santa Lucia, 6",False,True,True,,,,
91638283,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/10/1c/fd/819627063.webp,PIS1079,29,4,1890000.0,flat,sale,202.0,True,4,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4219642,-3.6738855,False,https://www.idealista.com/inmueble/91638283/,"Fortuny Real Estate ofrece magnífico piso exterior a reformar en finca representativa. El inmueble consta de 202 metros cuadrados distribuidos, en un amplio salón-comedor, con 2 ventas y un agradable balcón a la calle, 4 dormitorios, 2 baños y una amplia cocina individual. Inmueble con balcón y maravillosas vistas. La distribución y amplitud del inmueble le otorga numerosas posibilidades de reforma, para adaptarlo a las preferencias y necesidades del propietario. Mantiene la esencia del edificio, con las vidrieras originales, techos altos con molduras, suelo de pino melis. Solo dos vecinos por planta, cuenta con ascensor y conserje. Su buena comunicación con los diferentes transportes, le hacen ser un enclave idílico, además de su cercanía con los servicios comerciales y de ocio, y cercano del Parque del Retiro. Las grandes avenidas del siglo XIX del glamuroso barrio de Salamanca están llenas de restaurantes de alta cocina y boutiques de diseñadores, especialmente en la ""Milla de Oro"". Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,renew,False,True,9356.0,True,False,False,False,[],False,False,1890000.0,€,flat,,"Goya, Madrid",Piso,,,,,,,
106220313,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/24/6e/62/1359567326.webp,34018fe7-8cda-4604-ba6e-ab745d11befb,88,,3500000.0,chalet,sale,436.0,,4,5,calle Badajoz,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,La Cabaña,40.4222309,-3.8403459,False,https://www.idealista.com/inmueble/106220313/,"Descubre el hogar de tus sueños en esta exclusiva vivienda de 3 plantas, donde lujo y tecnología se fusionan en cada detalle. Con una superficie de 435 m² construidos sobre una parcela de 807 m², esta impresionante propiedad ofrece 5 amplias habitaciones, 5 baños (uno de ellos en suite) y espacios diseñados para brindarte el máximo confort y bienestar.  Desde la sofisticada zona de sauna hasta una innovadora sala de rayos X y un área de criogenización, esta casa va más allá de lo convencional. Disfruta de su piscina climatizada durante todo el año y relájate en su jardín, ambientado con una exquisita iluminación que crea un entorno mágico al aire libre. La avanzada domótica te permite controlar tanto la iluminación como la climatización desde tu móvil, asegurando una experiencia de vida inigualable.  Para los momentos de ocio, la vivienda cuenta con un área especialmente diseñada para la diversión, equipada con futbolín y mesa de ping-pong, ideal para disfrutar con familiares o amigos. Esta propiedad redefine el concepto de exclusividad y confort, ofreciendo un estilo de vida donde cada detalle ha sido pensado para tu máximo disfrute. Ubicada en Pozuelo de Alarcón, uno de los municipios más prósperos y exclusivos de la Comunidad de Madrid, esta vivienda te brinda un entorno natural privilegiado junto con una alta calidad de vida. Pozuelo ofrece amplias zonas verdes, como el Parque Forestal de Somosaguas y el Monte del Pilar, perfectas para el ocio y actividades al aire libre. Es un área ideal para familias, gracias a su excelente infraestructura educativa con colegios de alto nivel y universidades como la Francisco de Vitoria y la Complutense.  Pozuelo cuenta con modernas urbanizaciones, chalets de lujo y una excelente comunicación con Madrid, a través de varias líneas de tren de cercanías, autobuses y fácil acceso a autopistas como la A-6 y la M-40. En este tranquilo y seguro entorno, disfrutarás de una vida cómoda y exclusiva cerca de la capital, sin renunciar a la serenidad de la naturaleza. ¡Ven a conocer esta propiedad y déjate sorprender por todo lo que tiene para ofrecer!",True,good,False,,8028.0,False,False,False,False,[],False,False,3500000.0,€,chalet,independantHouse,"La Cabaña, Pozuelo de Alarcón",Casa independiente en calle Badajoz,,True,True,,,,
109150459,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a4/67/6c/1366152687.webp,WGI01007,32,3,375000.0,flat,sale,84.0,True,2,1,calle de Florencio García,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4405744,-3.6413388,False,https://www.idealista.com/inmueble/109150459/,"WGI INMOBILIARIA VENDE en exclusiva esta fantástica vivienda REFORMADA con TERRAZA en pleno barrio de Quintana, Madrid. La propiedad cuenta con 84m² construidos y 77m² útiles, ubicada en una tercera planta sin ascensor de un edificio de solo 4 alturas, con un único vecino por planta. Reformada integralmente en 2015, esta vivienda combina comodidad, funcionalidad y una excelente ubicación. Dispone de 2 HABITACIONES, un baño completo con plato de ducha y mampara, cocina independiente equipada con encimera de Silestone, vitrocerámica y electrodomésticos incluidos. El salón-comedor es amplio y luminoso, con acceso a una agradable TERRAZA PRIVADA, ideal para disfrutar del aire libre. Entre sus calidades, destacan: Suelo de tarima flotante, Paredes con gotelé, Puertas de madera lacadas en blanco, Ventanas Climalit abatibles, con excelente aislamiento térmico y acústico, Fontanería y electricidad reformadas, Termo eléctrico de 80 litros, Conexión a gas en la Finca, El edificio fue construido en 1963, cuenta con ITE favorable, no tiene derramas pendientes, Sin hipoteca. Los gastos de comunidad ascienden a 45€/mes y el IBI anual es de 440€.  La vivienda se encuentra en una zona consolidada con todos los servicios a mano: supermercados, centros educativos, transporte público (metro Quintana y líneas de autobús cercanas), centros médicos, parques y zonas comerciales. Se encuentra a menos de 7 minutos del Centro Comercial Alcalá Norte, del Centro de Salud Estrecho de Corea, del Centro Deportivo La Concepción y de la Estación de Metro Ciudad Lineal (Linea 5). En resumen una UBICACION INMEJORABLE. Una propiedad ideal tanto para familias como para inversores, gracias a su excelente ubicación, su estado impecable tras la reforma y su distribución funcional. ¡AGENDA TU VISITA HOY MISMO! Nuestro equipo comercial te ayudará en todo el proceso de compra, incluyendo asesoramiento financiero y legal. ¡POSIBILIDAD DE FINANCIACIÓN HASTA EL 100% SEGÚN PERFIL!",True,good,False,False,4464.0,True,False,False,False,[],False,False,375000.0,€,flat,,"Quintana, Madrid",Piso en calle de Florencio García,,,,,,,
106651993,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/87/95/1289943548.webp,,20,1,1519000.0,flat,sale,211.0,True,4,4,Barrio Chueca-Justicia,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4274107,-3.7008439,False,https://www.idealista.com/inmueble/106651993/,"Descubre esta espectacular vivienda totalmente reformada en Calle Barceló 1, una de las calles más representativas del centro de Madrid. Situado en la primera planta de un edificio con fachada clásica y ascensor, este piso exterior combina a la perfección encanto tradicional y modernidad cosmopolita. Con 211 m² catastrales y 160 m² construidos, el inmueble cuenta con 4 habitaciones y 4 baños, ofreciendo un diseño inteligente y elegante. El piso incluye cocina totalmente equipada e independiente, salón de gran tamaño con acabados en madera hechos a medida, cuarto de lavado independiente, calefacción de gas particular, aire acondicionado y balcón. La ubicación en el centro histórico de Madrid ofrece una experiencia de vida inigualable, rodeada de majestuosos edificios históricos, plazas bulliciosas y calles adoquinadas. A pocos pasos se encuentran lugares emblemáticos como el Museo del Prado, el Museo Reina Sofía y una amplia variedad de tiendas boutique, restaurantes de alta cocina y locales de entretenimiento. Vivir en esta vivienda es disfrutar de una oferta cultural sin igual, y una ubicación privilegiada en el corazón de Madrid. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,7199.0,True,False,False,False,[],False,False,1519000.0,€,flat,,"Chueca-Justicia, Madrid",Piso,,,,,,,
