propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
95991361,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/8a/e6/1305906920.webp,,63,8,7250000.0,penthouse,sale,485.0,True,5,5,calle Eduardo Dato,Madrid,Madrid,Chamberí,es,Almagro,40.4340988,-3.6927519,False,https://www.idealista.com/inmueble/95991361/,"¡Descubre el ático de tus sueños en el prestigioso barrio de Almagro-Chamberí! Este impresionante ático, ubicado en la octava planta de un edificio emblemático diseñado por el renombrado arquitecto Gutiérrez Soto, ofrece 485 m² de puro lujo y confort. Con una espectacula r terraza de 40 metros orientada al sureste, disfrutarás de vistas únicas y una luminosidad  inigualable gracias a sus 11 ventanales exteriores y techos de más de tres metros de altura. El interior del ático es un verdadero refugio de elegancia y sofisticación. Comienza tu recorrido en el gran hall de distribución que te lleva a dos salones con chimeneas y una biblioteca, ambos con acceso directo a la terraza. El comedor independiente, diseñado por Jacob Jensen, es perfecto para ocasiones especiales. La habitación principal, con 50 metros, incluye un vestidor y un baño reformado, mientras que las tres habitaciones en suite ofrecen comodidad y privacidad. La cocina-office está equipada con despensa y un comedor de diario, ideal para el día a día. Además, cuenta con una habitación de servicio, zona de plancha y lavandería. El edificio dispone de tres ascensores, calefacción central y aire acondicionado independiente para tu máximo confort.  Dos amplias plazas de garaje y un trastero están incluidos en el precio, así como una zona de descanso para choferes. Ubicado en una de las mejores calles de Madrid, según The New York Times, este ático está rodeado de edificios singulares, embajadas y galerías de arte. Con completas infraestructuras de transporte y cercanía al barrio de Salamanca, este es el hogar perfecto para quienes buscan lo mejor en la capital. ¡No pierdas la oportunidad de vivir en uno de los barrios más elegantes de Madrid! Precio: 7.250. 000 €.",True,renew,False,True,14948.0,True,False,False,False,[],False,False,7250000.0,€,flat,penthouse,"Almagro, Madrid",Ático en calle Eduardo Dato,,True,True,,,,
108355500,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/af/d9/26/1342668750.webp,5ef94531-c31e-426c-8879-cb1c0c4c3127,37,8,1050000.0,penthouse,sale,62.0,True,1,1,avenida del Mediterráneo,Madrid,Madrid,Retiro,es,Estrella,40.4062913,-3.6687228,False,https://www.idealista.com/inmueble/108355500/,"Descubre este encantador ático reformado ubicado en una de las zonas más agradables de Madrid. Con una superficie interior de 62 m², esta vivienda combina a la perfección estilo y funcionalidad tras una reforma integral realizada en 2025. Al entrar, encontrarás una cocina moderna, amueblada y equipada, abierta al salón-comedor, lo que aporta amplitud y luminosidad al espacio. Desde aquí se accede a una espectacular terraza de 120 m², ideal para disfrutar del aire libre, relajarte o recibir invitados. El dormitorio principal es acogedor y cuenta también con acceso directo a la terraza, aportando un toque exclusivo al espacio de descanso. El piso dispone de un baño completo y todas las comodidades modernas, incluyendo aire acondicionado, ventilador de techo y calentador de gas, para asegurar el confort durante todo el año. Ubicado en una finca del año 1965, el edificio conserva su carácter clásico, mientras que el interior de la vivienda ofrece un estilo contemporáneo y listo para entrar a vivir. Una opción perfecta tanto como primera vivienda, pied-à-terre o inversión con gran proyección. Situado en el corazón del barrio de Niño Jesús, este ático se encuentra en una zona tranquila y residencial, muy bien conectada con el resto de la ciudad. A pocos pasos del Parque del Retiro y con acceso cercano a transporte público, colegios, hospitales y comercios, ofrece un equilibrio ideal entre calidad de vida y ubicación privilegiada.",True,good,False,True,16935.0,False,False,False,False,[],False,False,1050000.0,€,flat,penthouse,"Estrella, Madrid",Ático en avenida del Mediterráneo,,,,,,,
108556098,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/7a/17/1348365523.webp,,22,2,250000.0,flat,sale,36.0,False,1,1,CL ESPERANZA,Madrid,Madrid,Centro,es,Lavapiés-Embajadores,40.4095289,-3.7015782,False,https://www.idealista.com/inmueble/108556098/,"–Ideal inversión o primera vivienda–Calle Esperanza, Madrid Se vende encantador piso interior en segunda planta (sin ascensor) en pleno corazón de Lavapiés, una de las zonas más auténticas y con más vida cultural del centro de Madrid. La vivienda consta de un salón-comedor muy luminoso gracias a sus amplias ventanas, integrado con una funcional cocina americana. El espacio resulta ideal tanto para quienes buscan su primera vivienda como para inversión o alquiler. Dispone de un dormitorio independiente que garantiza privacidad y descanso, así como de un baño reformado con plato de ducha y acabados modernos. El inmueble cuenta con suelos de madera, excelente ventilación cruzada y se encuentra listo para entrar a vivir. La finca es tranquila y bien ubicada, cuenta con ITE favorable, y está muy bien ubicada, a tan solo unos minutos andando del metro Lavapiés y rodeada de todo tipo de servicios: supermercados, mercados, bares, centros culturales y zonas verdes. Una oportunidad única para vivir en uno de los barrios más vibrantes de Madrid. ¡No dejes pasar esta oportunidad! Contacta para más información o concertar una visita.",True,good,False,False,6944.0,True,False,False,False,[],False,False,250000.0,€,flat,,"Lavapiés-Embajadores, Madrid",Piso en CL Esperanza,,,,,,,
109046957,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/15/cf/5e/1362611755.webp,,47,6,740000.0,penthouse,sale,126.0,True,2,1,calle de las Cocheras,Madrid,Madrid,Retiro,es,Pacífico,40.4011207,-3.678487,False,https://www.idealista.com/inmueble/109046957/,"Clickhaus, agencia inmobiliaria especializada en zona Retiro vende en exclusiva Ático en una de las urbanizaciones más exclusivas y demandadas del barrio de Pacifico, distrito Retiro. La vivienda, de inmejorable ubicación se caracteriza por la gran distribución de todas sus estancias, todo ello construido en base a su espectacular terraza de ¡más de 50 m²! garantizando la calidad y el disfrute de vivir en una vivienda de estas características. Además de todo ello, la finca cuenta con vigilancia y servicio de portería 24/7. Una plaza de garaje en sótano subterráneo de fácil acceso y excelentes dimensiones, apto para cualquier tipo de coche, un trastero de grandes dimensiones. 2 piscinas de gran tamaño, zona infantil de juegos y ejercicio. La urbanización en cuestión destaca por su elegancia y vanguardia de construcción, además de que gracias a las mejoras del barrio, repleto de parques, zonas verdes y comisaría de Policía Municipal, hacen de su ubicación uno de los grandes atractivos en cuanto a lo que buscar para tener una vida placentera y cómoda. La vivienda cuenta con: - Excelente salón de doble orientación y salida a amplia terraza. - Cocina amueblada con salida a terraza (posibilidad de cocina americana). - Habitación principal, exterior, con armario empotrado de tres cuerpos. - Habitación secundaria con armario empotrado. - Cuarto de baño totalmente equipado con plato de ducha reformado. Características de la vivienda: - Suelo de parqué. - Terraza de 53 m² de doble orientación. - Calefacción individual de gas natural. - Aire Acondicionado por conducto. - Todas las estancias con orientación exterior a la terraza. Características de la urbanización: - Dos piscinas (adultos y niños) - Zonas ajardinadas. - Columpios infantiles. - Zona ejercicio. - Plaza de garaje muy amplia. - Trastero de gran tamaño. ¡Gran oportunidad de venta! No dude en contactar con nuestros asesores para coordinar una visita a la vivienda. CONTACTO Asesor: Ramiro García 6-7-8_5-6-3_4-7-9.",False,good,False,True,5873.0,True,False,False,False,[],False,False,740000.0,€,flat,penthouse,"Pacífico, Madrid",Ático en calle de las Cocheras,,True,True,780000.0,40000.0,5.0,
108842954,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/df/e4/50/1367841209.webp,01298,29,5,299000.0,flat,sale,64.0,True,2,2,calle del General Ricardos,Madrid,Madrid,Carabanchel,es,Vista Alegre,40.3871137,-3.7369549,False,https://www.idealista.com/inmueble/108842954/,"Se vende piso reformado en 2020 en la Calle General Ricardos, en pleno Carabanchel, una de las zonas más consolidadas y con mejor proyección de Madrid. La vivienda cuenta con: � 2 dormitorios dobles con armarios empotrados � Baño completo con ducha + aseo adicional � Cocina independiente totalmente equipada con tendedero � Salón amplio y luminoso con aire acondicionado Y además incluye:  Tarima flotante  Calefacción individual por gas natural  Pintura lisa  Aire acondicionado  Puerta blindada y alarma instalada  Ascensor  Acceso adaptado a personas con movilidad reducida (PMR) Muy luminoso, con buena orientación y en finca cuidada. � Excelente ubicación: rodeado de comercios, colegios, zonas verdes y a pocos minutos del metro y varias líneas de autobús. Ideal tanto para vivir como para invertir. � ¡No dejes pasar esta oportunidad! Contacta para concertar una visita. El comprador tendrá un coste adicional correspondiente al servicio de gestión, asesoramiento y acompañamiento en todo el proceso de compra. Dicho importe, el mobiliario, la decoración y los impuestos no están incluidos en el precio publicado.",False,good,False,True,4672.0,True,False,True,False,[],False,False,299000.0,€,flat,,"Vista Alegre, Madrid",Piso en calle del General Ricardos,,,,310000.0,11000.0,4.0,
108815867,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0f/4d/c6/1361090262.webp,Ático B,18,,325000.0,penthouse,sale,75.0,True,1,1,"Calle Juan Francisco, 8",Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3871522,-3.7325213,True,https://www.idealista.com/obra-nueva/108815867/,,False,newdevelopment,True,True,4333.0,True,False,False,False,[],False,False,325000.0,€,flat,penthouse,"Puerta Bonita, Madrid","Ático en Calle Juan Francisco, 8",True,True,False,,,,30000.0
108376090,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/41/20/1342255449.webp,3847,45,7,970000.0,flat,sale,90.0,False,2,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4257401,-3.6754407,False,https://www.idealista.com/inmueble/108376090/,"Fortuny Madrid Real Estate presenta este exclusivo piso en una de las calles más deseadas del barrio de Salamanca, este exclusivo piso de90m² ofrece el equilibrio perfecto entre diseño, funcionalidad y ubicación. Recién renovado con materiales de alta calidad, cuenta con dos dormitorios y dos baños completos, incluyendo una habitación principal con baño en suite, ideal para disfrutar de tu propio espacio de confort y privacidad. Su distribución inteligente y acabados contemporáneos crean un ambiente acogedor y luminoso en cada rincón. Además, el edificio dispone de portero y ascensor, garantizando comodidad y seguridad en tu día a día. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa con sólida experiencia formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes nacionales e internacionales. Somos un referente en el mercado español, ofreciendo un servicio completo con viviendas residenciales de alta calidad y una amplia gama de servicios inmobiliarios, cubriendo tanto el área privada como el área comercial para conseguir que personas físicas jurídicas, instituciones e inversores queden plenamente satisfechos con nuestros servicios.",False,good,False,True,10778.0,True,False,False,False,[],False,False,970000.0,€,flat,,"Goya, Madrid",Piso,,,,,,,
108417212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0c/61/6b/1344275682.webp,DS-P66034B,17,5,3690000.0,flat,sale,230.0,True,3,3,calle de O'Donnell,Madrid,Madrid,Retiro,es,Ibiza,40.4226393,-3.6797145,False,https://www.idealista.com/inmueble/108417212/,"DIZA consultores presenta magnífico piso en venta, en proceso de reforma, que combina comodidad, estilo y una ubicación excepcional con terraza y vistas al parque del Retiro. Su distribución funcional y sus amplios espacios crean un ambiente acogedor y sofisticado, ideal para quienes buscan un hogar con personalidad y encanto. La luz natural inunda cada rincón, resaltando los acabados de alta calidad y el diseño cuidadosamente pensado. El impresionante salón, dividido en dos ambientes, es perfecto para compartir momentos especiales, mientras que la cocina completamente independiente se convierte en el corazón del hogar, ofreciendo un espacio moderno y versátil para disfrutar de la gastronomía en casa. Los tres dormitorios, todas con baño en suite, garantizan privacidad y confort.  Su terraza privada aportan un valioso desahogo al aire libre, perfectas para relajarse o disfrutar de reuniones con familiares y amigos, cuenta con unas vistas privilegiadas al parque del Retiro. Ubicado en una zona privilegiada, este piso permite acceder fácilmente a todos los servicios esenciales, además de una amplia oferta de ocio, gastronomía y cultura. Su excelente conexión con el transporte público y su proximidad a zonas verdes lo convierten en una opción ideal tanto para familias como para inversores. Un hogar exclusivo en un entorno inmejorable, listo para convertirse en el escenario de una nueva etapa llena de bienestar y calidad de vida. Estaremos encantados de atenderle. DIZA Consultores Inmobiliarios Inmobiliaria de lujo en Madrid especializada en comprar, vender y alquilar pisos en las zonas premium de Madrid: Barrio de Salamanca, Almagro, Chamartín, Retiro, Pozuelo, Aravaca, Boadilla. Convertimos Sueños en Hogares.",False,good,False,True,16043.0,False,False,False,False,[],False,False,3690000.0,€,flat,,"Ibiza, Madrid",Piso en calle de O'Donnell,,,,,,,
106892217,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/4b/de/1358444662.webp,312072,51,,7150000.0,chalet,sale,1270.0,,7,6,Urbanización las Encinas,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Monteclaro,40.4452581,-3.8366719,False,https://www.idealista.com/inmueble/106892217/,"Propiedad especial, recóndita, destinada a personas que buscan la tranquilidad y el disfrute que aporta la privacidad y la naturaleza.  Respira un sugerente aire colonial que se refleja en la construcción, el diseño e incluso en los muebles, muchos de ellos de origen africano. Esta casa única se sitúa en el centro de un maravilloso bosque de pinos y encinas, en el enclave natural del Monte del Pilar, antiguo coto de caza de Felipe II, en una parcela de más de 11.000 metros dentro de la Finca de La Escorzonera a tan solo 10 minutos de Madrid. Este lugar secreto y seguro está preservado por un servicio continuo de seguridad. La construcción de 1.270 metros está planteada en dos alturas presidida por una singular cubierta de teja negra portuguesa. Originariamente fue concebida como dos viviendas prácticamente gemelas, que pueden mantener su independencia o comunicarse fácilmente según las necesidades. La planta principal nos acoge con un hall de techos de 6 metros de alto, abuhardillados, revestidos, como el resto de la casa, con vigas vistas de madera de pino traída de un aserradero ruso. Esta altura impresionante de la mayoría de los espacios y el calor de la madera nos adentra en un espacio de aires coloniales y campestres. La espectacular entrada da acceso por un lado al salón comedor, con dos alturas de techo, suelo de mármol en un caso y de piedra caliza en el otro, presidido por una gran chimenea. Ambos miran hacia el exterior a través de un magnífico porche acristalado con varios ambientes, en un caso, y, en el otro, a través de un delicioso porche abierto que nos trae memorias africanas. Ambos porches se abren al extenso jardín donde encontramos dos piscinas, una al pie de la casa, la otra más alejada, con diferentes ambientes para disfrutar con los amigos y la familia. En la cercanía a la casa también encontramos una sauna y una pista de paddle. La planta baja cuenta también con dos acogedoras cocinas con. zona de office que miran al jardín, dos aseos de cortesía, zona de servicio y lavandería, despacho y cuatro dormitorios con baños en suite y vestidor, dos de ellas con un polivalente y amplio altillo que se ha utilizado como zona de estar, dormitorio o despacho.  La segunda planta lo ocupa únicamente una impresionante suite principal en dos alturas, con chimenea, techos altos, despacho, terraza orientada al bosque, vestidor y un gran baño con vistas al pinar delantero. Una de ellas cuenta también con un altillo de uso polivalente. Y, por último, la planta sótano. Está destinada a almacenaje, cuartos de maquinaria y al garaje para cuatro coches. Además cuenta con otra zona de aparcamiento exterior en el jardín delantero de la finca. La propiedad construida en 1996, impecablemente mantenida, está equipada con suelo radiante de agua caliente, aire acondicionado por split o conductos según las zonas, placas solares, ventanas velux en las zonas abuhardilladas y grandes ventanas panorámicas que se asoman al entorno natural. Este recinto privado no está aislado sino que se encuentra muy próximo a centros comerciales, de ocio, además de estar magníficamente comunicado con Madrid.",True,good,False,,5630.0,False,False,False,False,[],False,False,7150000.0,€,chalet,independantHouse,"Monteclaro, Pozuelo de Alarcón",Casa independiente en Urbanización las Encinas,,True,True,,,,
103136626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ee/10/0f/1340232636.webp,TIPO BAJO A,5,bj,395000.0,flat,sale,118.0,True,2,2,"calle Vicenta Pachón, 4",Madrid,Madrid,Carabanchel,es,San Isidro,40.3948895,-3.7255844,True,https://www.idealista.com/obra-nueva/103136626/,"Inmobiliaria en Opañel, San Isidro - Tecnocasa Estudio Inm San Isidro Agencia inmobiliaria de Madrid zona Carabanchel Tecnocasa ESTUDIO INM SAN ISIDRO SL LICENCIA CONCEDIDA Y CONSTRUCCION INICIADA EN VENTA Nueva promoción de obra nueva en Carabanchel. Son 5 viviendas de 2 dormitorios y 2 dos baños, todas ellas con trastero. Se conforma por una bajo con un patio de 65 metros y 4 viviendas dúplex distribuidos de la siguiente manera: primera planta salón-cocina, dormitorio doble y un baño en la segunda planta dormitorio doble y un baño, incluido los áticos Ubicada en la calle Vicenta Pachón 4, un emplazamiento tranquilo junto al parque de San Isidro, La situación de la promoción facilita la comunicación a través de transporte público, ya que está cercana a la Estación de Metro de Urgel y varias líneas de autobuses urbanos por su cercanía a la calle General Ricardos. Todas las viviendas contaran con calidades excelente, aerotérmica suelo radiante y refrescante. Ventanas Climalit con rotura de puente térmico oscilobatientes, viviendas exteriores con doble orientación, y por tanto con ventilación cruzada. Finca con ascensor. Entrega estimada antes des septiembre de 2026. Conseguimos la mejor hipoteca con nuestro departamento financiero KIRON hasta el 100%.",True,newdevelopment,True,True,3347.0,True,False,False,False,[],False,False,395000.0,€,flat,,"San Isidro, Madrid","Piso en calle Vicenta Pachón, 4",False,,,,,,
108921183,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/36/b5/1308990957.webp,P2_2ºA ,6,2,430500.0,flat,sale,101.0,True,2,2,"camino del Espinillo, 73",Madrid,Madrid,Vicálvaro,es,Los Berrocales,40.3696574,-3.5869301,True,https://www.idealista.com/obra-nueva/108921183/,"BLOOM:  BLOOM es un exclusivo proyecto residencial de Kronos Homes en Los Berrocales, un nuevo barrio en desarrollo de amplias avenidas, bulevares y zonas verdes, que se sitúa en el sureste de Madrid.  Ubicación:  La parcela linda al este con la Gran Vía del Sureste que conecta el Ensanche de Vallecas con el resto de los sectores del sureste. Al Oeste linda con el Parque Lineal junto al arroyo de la Marañosa, zona verde peatonal por la que se podrá disfrutar en familia en un entorno libre de coches. Las viviendas:  El proyecto básico ha sido diseñado por el estudio de arquitectura de Rafael de la Hoz, arquitecto de reconocido prestigio y autor de obras muy singulares, como lo es: BLOOM.  El estudio de interiorismo de Teresa Sapey + Partners realiza el diseño interior de las zonas comunes, así como colabora en la selección de los materiales del interior de las viviendas.  El proyecto consta de 113 viviendas de 1, 2 y 3 dormitorios en un edificio compuesto por 3 bloques, con diseño moderno y vanguardista. Las viviendas son luminosas, con una distribución optimizada y contando todas con terraza exterior.  La ubicación de la parcela, en la Etapa 1 del desarrollo, permitirá que se puedan entregar las viviendas en el primer trimestre de 2027.  Zonas comunes:  El residencial contará con un completo equipamiento: piscinas de adultos e infantil, gimnasio, sala gourmet, coworking, pet spa, juegos infantiles, cuarto de bicicletas.. . lo que hará que las posibilidades de ocio en el propio edificio sean variadas y para todas las edades.  Horario de oficina de ventas:  De lunes a viernes, desde las 10:00 a 14:00 y 16:00 a 19:00 y sábados de 10:00 a 14:00. Dirección: Camino del Espinillo, 73, 28031, Los Berrocales. Madrid.  Estaremos encantados de recibirte y ampliarte todos los detalles del proyecto.",False,newdevelopment,True,True,4262.0,True,False,False,False,[],False,False,430500.0,€,flat,,"Los Berrocales, Madrid","Piso en camino del Espinillo, 73",False,True,True,,,,
