propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
106980881,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/d7/3c/1299410685.webp,17,2,1589000.0,flat,sale,129.0,True,3,3,calle de Ventura de la Vega,Madrid,Madrid,Centro,es,40.417004,-3.6988957,False,https://www.idealista.com/inmueble/106980881/,"Domus Aurea Capital presenta esta fantástica vivienda en el Barrio de las Letras, la calle Ventura de la Vega. vivienda de 136m² situada en una finca clásica de 1936, se sitúa en una segunda planta exterior y se encuentra completamente reformada conservando elementos clásicos  y lista para entrar a vivir. Se distribuye en una recibidor gabanero, salón-comedor muy luminoso gracias a sus tres balcones a la calle principal, cocina abierta integrada y equipada con todo lo necesario, cuarto de lavandería, un dormitorio principal con zona de vestidor y baño en suite, segundo dormitorio doble con baño en suite y un tercer dormitorio, además de un baño completo perfecto para visitas. Calefacción de gas natural individual, aire acondicionado, servicio de portería en la finca y ascensor. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",False,good,False,True,12318.0,True,False,False,False,[],False,False,1589000.0,€,flat,"Huertas-Cortes, Madrid",Piso en calle de Ventura de la Vega,4731,Huertas-Cortes,,,,,,
107178202,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/cd/b8/1305309680.webp,24,2,2250000.0,flat,sale,124.0,True,3,3,calle de Castelló,Madrid,Madrid,Barrio de Salamanca,es,40.4230284,-3.6805194,False,https://www.idealista.com/inmueble/107178202/,"Presentamos esta vivienda reformada integralmente en la calle Castelló, entre la calle Jorge Juan y el Parque del Retiro, en el barrio de Recoletos.   Vivienda de 124m²situada en una segunda planta exterior de una finca clásica con fachada restaurada, distribuido de la siguiente forma: hall de entrada con armario gabanero, zona social distribuida en dos estancias, un salón de buen tamaño con dos balcones exteriores con muy buen aislamiento y siguiendo la estructura y esencia original y cocina abierta totalmente equipada con electrodomésticos Siemens (horno, microondas, vinoteca, lavavajillas), península y zona de comedor. En la zona de descanso encontramos un dormitorio principal con mirador, cama doble, zona de vestidor y baño completo en suite, un segundo dormitorio doble con zona de ducha y zona de aseo integradas, y un tercer dormitorio individual con baño en suite y zona de lavadora y secadora. Los armarios hechos a medida de suelo a techo retroiluminados y vestidos, aire acondicionado por conductos con sistema AirZone en cada estancia, calefacción central regulable con radiadores restaurados de época, ascensor y conserje en la finca. Actualmente el inmueble se encuentra arrendado por un año. El piso se entrega totalmente amueblado y decorado.",False,good,False,True,18145.0,True,False,False,False,[],False,False,2250000.0,€,flat,"Recoletos, Madrid",Piso en calle de Castelló,4776,Recoletos,,,,,True,True
108829628,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/a4/19/1356358154.webp,22,1,1309000.0,flat,sale,170.0,True,3,3,calle Mayor,Madrid,Madrid,Centro,es,40.4152243,-3.707626,False,https://www.idealista.com/inmueble/108829628/,"Domus Aurea Capital presenta este fantástico piso en uno de los enclaves más castizos de Madrid, la calle Mayor. Ubicado en una finca de 1900, la vivienda combina la arquitectura histórica con todas las comodidades modernas. Con 170 m² catastrales, dispone de tres  amplios dormitorios y tres baños, ofreciendo un espacio perfecto para familias o quienes buscan amplitud y funcionalidad en pleno centro. El diseño optimiza cada metro para brindar luminosidad y comodidad en todas las estancias.  Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,7700.0,True,False,False,False,[],False,False,1309000.0,€,flat,"Sol, Madrid",Piso en calle Mayor,5156,Sol,,,,,,
104137700,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/e9/2e/1210958838.webp,53,,2660000.0,chalet,sale,535.0,,4,5,Ciudalcampo,Madrid,Ciudalcampo,,es,40.6187969,-3.6128946,False,https://www.idealista.com/inmueble/104137700/,"aProperties Real Estate presenta excepcional chalet, con mucho carácter y ubicación excelente, lindando con el Coto de la Pesadilla, integrado en el parque de la Cuenca Alta del Manzanares. La parcela, de 2.918m2, goza de gran intimidad y tranquilidad.   La vivienda, de 535m2, cuenta con amplias y luminosas estancias, materiales de primerísima calidad y una cómoda distribución.   Planta principal: el carácter que tiene la vivienda se respira desde el primer momento. La entrada de la casa da paso a un enorme hall con gran ventanal y techos altos, desde el que se accede al espectacular salón a doble altura, con diferentes ambientes y niveles (zona de estar, zona de tv y comedor) y grandes ventanales con vistas al campo. El salón comunica con una moderna y amplia cocina, con isla central y office. Desde ambas estancias se accede a la piscina y a un agradable porche con zona de barbacoa. En esta planta también encontramos un aseo de cortesía y en el ala opuesta al salón, dos dormitorios gemelos, con baño en suite, sala de estar y zona de descanso en mezzanine.   Planta primera: desde el hall se accede a esta planta mediante una imponente escalera de corte vanguardista. Esta planta alberga el dormitorio principal con zona de despacho, amplio baño con ducha, jacuzzi con espectaculares vistas, vestidor y zona de descanso. La enorme estancia tiene un techo abuhardillado de madera que da un toque muy cálido y hogareño y unos enormes ventanales con vistas al campo.   Planta baja: dormitorio de servicio con baño, zona laundry, cuarto de instalaciones y amplio garaje para cuatro coches.   La casa tiene calefacción de gas natural por sistema de suelo radiante, aire acondicionado e instalación de placas solares.   El jardín está muy cuidado y goza de mucha intimidad y tranquilidad. La piscina infinity es muy agradable y con espectaculares vistas al campo.   ¿Te imaginas vivir aquí?  Contacte con nosotros para ver más inmuebles similares.",True,good,False,,4972.0,False,False,False,False,[],False,False,2660000.0,€,chalet,Ciudalcampo,Casa independiente,VMN2402010,,independantHouse,,,,True,True
109199760,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/8b/af/1367258006.webp,30,4,975000.0,flat,sale,154.0,True,5,2,CL FRANCISCO LOZANO,Madrid,Madrid,Moncloa,es,40.4307646,-3.7219104,False,https://www.idealista.com/inmueble/109199760/,"Moncloa, pegado al parque del Oeste. Detrás del Ministerio del Aire y al lado del intercambiador de Moncloa. Piso de 142 metros útiles, todo exterior, con cuatro dormitorios, amplio salón comedor y despacho, cocina y dos cuartos de baño muy grandes. Calefacción central con contadores individuales en los radiadores. Tiene una fácil división de puertas para adentro en dos apartamentos. Se adjuntan planos del estado actual y posible división. Plaza de garaje al exterior en recinto cerrado y con vigilante. Tarima en todos los suelos menos baños y cocina. Trastero en planta baja.",False,good,False,True,6331.0,True,False,False,False,[],False,False,975000.0,€,flat,"Argüelles, Madrid",Piso en CL Francisco Lozano,,Argüelles,,,,,True,True
107234094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/83/ff/1306960206.webp,54,bj,365000.0,duplex,sale,120.0,True,4,2,avenida de la Isabela Braganza,Madrid,Villalbilla,,es,40.4418037,-3.363165,False,https://www.idealista.com/inmueble/107234094/,"TECNOCASA VILLALBILLA EL VISO VENDE BAJO DUPLEX.   Fantástico y luminoso bajo dúplex con una ubicación inmejorable, en la avenida principal de El Viso. En la planta baja, serás recibido por un práctico armario empotrado vestido en la entrada, un aseo y un luminoso salón con salida al patio, equipado con aire acondicionado Daikin controlado por wifi. La cocina reformada, con persiana motorizada, encimera porcelánica y electrodomésticos integrados, muy luminosa.  En la segunda planta, encontrarás cuatro amplias habitaciones con armarios empotrados; tres de ellas cuentan con aire acondicionado Daikin y control por wifi. La habitación principal destaca por su baño en suite, ofreciendo privacidad y confort. Además, todas las ventanas de la vivienda están provistas de mosquiteras, y la calefacción es de gas, garantizando eficiencia y bienestar en cada rincón.  Disfruta de un patio con pérgola y toldo, armario de aluminio e instalación de antena TV ideal para reuniones al aire libre. La propiedad también INCLUYE dos plazas de garaje y un trastero.  La urbanización cuenta con instalaciones como pista de baloncesto, jardín para niños, barras de gimnasio al aire libre, merendero, piscina y pista de pádel. CONTACTANOS PARA MAS INFORMACIÓN O PARA CONCRETAR UNA VISITA.  CONSULTA CON NUESTRO DEPARTAMENTO FINANCIERO KIRON EL 100% DE TU FINANCIACION.",False,good,False,True,3042.0,True,False,False,False,[],False,False,365000.0,€,flat,Villalbilla,Dúplex en avenida de la Isabela Braganza,,,duplex,,,,True,True
36913032,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/00/64/206287040.webp,18,2,1250000.0,flat,sale,110.0,True,3,2,Barrio Goya,Madrid,Madrid,Barrio de Salamanca,es,40.4264522,-3.6745208,False,https://www.idealista.com/inmueble/36913032/,"Fortuny Madrid Real Estate presenta maravilloso inmueble reformado en una zona inmejorable a escasos metros del Retiro.    Con una magnífica distribución de 110 m², este hogar cuenta con un hall de entrada acogedor que da paso a un luminoso salón con cocina equipada, donde los electrodomésticos de alta calidad garantizan una experiencia culinaria excepcional.  El inmueble dispone de tres amplios dormitorios, perfectos para disfrutar de la tranquilidad y el descanso. Además, cuenta con dos baños modernos que aportan comodidad y funcionalidad. Los armarios empotrados ofrecen un espacio extra para mantener todo ordenado.  Situado en la segunda planta de un edificio con ascensor, este piso exterior permite disfrutar de vistas agradables y una excelente ventilación. Aunque no tiene calefacción central, el aire acondicionado asegura un ambiente fresco durante los meses más cálidos Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,11364.0,False,False,False,False,[],False,False,1250000.0,€,flat,"Goya, Madrid",Piso,8889,Goya,,,,,,
107650155,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/e6/81/1318983946.webp,28,4,799990.0,penthouse,sale,115.0,False,1,2,"calle de Barbieri, 7",Madrid,Madrid,Centro,es,40.4210266,-3.6983083,True,https://www.idealista.com/inmueble/107650155/,"PROPERTY PLUS VENDE Precioso Atico de 75 m2 + 40 de Terraza con extraordinarias posibilidades de reforma! Un verdadero lujo en pleno centro de Madrid. Actualmente distribuido en 1 dormitorio con baño en suite Salón comedor, cocina y Aseo de cortesía!  Ubicado en preciosa finca con ascensor, en pleno centro de Chueca/ Justicia, se trata de un Atico interior con acceso a extraordinaria terraza privada de 40 metros, con muchas posibilidades de reforma!  Rodeado de todo tipo de servicios, junto al Mercado de San Anton, inmejorable ubicación con posibilidad de preciosa reforma! Mejor Ver! Contacte con nosotros los 7 días de la semana para concertar una visita al inmueble sin compromiso.",False,renew,False,True,6956.0,True,False,False,False,[],False,False,799990.0,€,flat,"Chueca-Justicia, Madrid","Ático en calle de Barbieri, 7",Barb7 01 DA,Chueca-Justicia,penthouse,,,,,
108977331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/74/f3/15/1360651445.webp,82,,740000.0,chalet,sale,275.0,,7,4,CL GUIA,Madrid,Pozuelo de Alarcón,Zona Pueblo,es,40.4428098,-3.8127588,False,https://www.idealista.com/inmueble/108977331/,"ENCANTADOR CHALET ADOSADO DE 275 M2 CONSTRUIDOS, CON FANTÁSTICA TERRAZA EN ÁTICO DE 42 M2, CON VISTAS ESPECTACULARES. 2 SALONES, COCINA ABIERTA, 7 DORMITORIOS (1 EN SUITE CON BAÑO), 4 BAÑOS Y UN COQUETO JARDÍN QUE TE RECIBE AL ENTRAR, EN PLENO CENTRO DE POZUELO DE ALARCÓN, AL LADO DE CAMINO DE LAS HUERTAS Y EL PARQUE FUENTE DE LA SALUD.  ¡UNA VIVIENDA MUY ESPECIAL Y CON MUCHAS POSIBILIDADES! NO COBRAMOS HONORARIOS AL COMPRADOR. ¡VIVIENDA PARA ENTRAR A VIVIR, solo necesita pintar!  ¿Te imaginas vivir en un chalet en la zona más cotizada del Centro de Pozuelo, con amplios dormitorios, con muchas posibilidades, super terraza con fantásticas vistas, a tan sólo 10 min andando del centro y del Ayto. de Pozuelo de Alarcón? ¡ATENCIÓN INVERSORES! RENTABILIDAD DE APROX. UN 7% PARA ALQUILAR POR HABITACIONES. UBICACIÓN PRIVILEGIADA POR ESTAR EN EL CENTRO DE POZUELO, Y LA ZONA CON MÁS ÁREAS VERDES Y DE SERVICIOS.  Este chalet tiene un sinfín de posibilidades, al disponer de 4 baños y 8 dependencias exteriores, además de cocina americana, salón y super terraza. PLANTA PRINCIPAL Entramos a la finca y nos recibe un precioso jardín, que es la delicia de los desayunos de la casa y de la sombra en verano.   Accedemos a la casa, a una sala de estar (habitación 1) de 15 m2, que comunica con distribuidor de 6 m2 y despacho de 12 m2 (habitación 2). Desde el distribuidor se accede a Dormitorio 3, de 9 m2, con salida a patio de 4 m2, y BAÑO recién reformado de 4 m2. Más adelante nos encontramos con el Dormitorio 4 de 15 m2 y baño de 5 m2 con ventana, y el Dormitorio 5 de 22 m2 con 2 zonas, así como la escalera de acceso a semisótano y planta alta. Esta zona, se propone como reforma, para ubicar aquí la cocina y salón, pudiendo llegar a 40 m2 de espacio útil. PLANTA INFERIOR Bajando la escalera, llegamos al SALÓN-COMEDOR con COCINA abierta, de 50 m2, así como lavandería de 6 m2 y otro patio de 4 m2. PLANTA SUPERIOR MASTER SUITE PRINCIPAL 6, de 35 m2, con gran BAÑO en suite con ducha y bañera hidromasaje. Otro dormitorio 7, de 12 m2. PLANTA ÁTICO La JOYA DEL CHALET, la FANTÁSTICA TERRAZA DE 42 M2, donde poder disfrutar toda la familia de unas EXTRAORDINARIAS VISTAS, así como los amaneceres y puestas de sol...,¡una delicia! CALIDADES VENTANAS de aluminio blanco, con doble vidrio, tipo “Climalit”, en todas las dependencias, excepto las que dan a fachada principal que son de madera con rejas de ACERO negro. Persianas de ALUMINIO lacado blanco. Suelos de GRES tipo rústico y decorativo, en planta baja e inferior.  Dormitorios planta principal y planta superior, en tarima laminada, en muy buen estado. Paredes en PINTURA PLASTICA LISA. Puertas interiores de madera, así como los armarios empotrados vestidos interiormente, con maleteros y cajoneras, excepto vestidor principal de madera laminada blanco. Puerta de entrada BLINDADA, con revestimiento de MADERA. Agua sanitaria INDIVIDUAL, por termos eléctricos. Calefacción, a través de estufas de pellets, y de bombas de frío-calor, teniendo aire acondicionado en todas las dependencias, excepto dormitorio 3. Encimeras de mármol en cocinas y frente. GASTOS IBI anual 415€. Comunidad=0€ Basuras=36€ UBICACIÓN PRIVILEGIADA El chalet se encuentra en el CENTRO DE POZUELO, al lado del eje, Camino de las Huertas, a 10 min andando del Ayuntamiento y a 5 min en coche de la estación Renfe de Pozuelo. Los mejores centros educativos se encuentran andando, los públicos, como el Infanta Elena o Camilo José Cela y privados, como Liceo Sorolla, Kensington School, Escolapios, Cluny, ESIC Business School,..., así como el Centro Médico Somosaguas, polideportivos y parques muy conocidos en Pozuelo, como Fuente de la Salud, Las Minas, y un sinfín de servicios, tiendas, supermercados, bares-restaurantes...",True,good,False,,2691.0,True,True,False,False,[],False,False,740000.0,€,chalet,"Zona Pueblo, Pozuelo de Alarcón",Chalet adosado en CL Guia,3433-02869,Zona Pueblo,terracedHouse,,,,,
108829626,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/0b/9a/1356357590.webp,20,6,2359000.0,flat,sale,207.0,True,3,3,calle de Fernán González,Madrid,Madrid,Barrio de Salamanca,es,40.4210474,-3.6757855,False,https://www.idealista.com/inmueble/108829626/,"Domus Aurea Capital presenta esta exclusiva vivienda en una de las zonas más exclusivas y demandadas de Madrid junto al parque del Retiro. L La vivienda de 207 m² se encuentra situada en la sexta planta de una preciosa y representativa finca construida en 1965, situada en una de las calles más representativas del barrio de Goya con un amplio bulevar a escasos metros del parque del Retiro. Cuenta con tres dormitorios en suite con una reforma muy exigente y amplia terraza. La zona de estar se compone de amplio salón con salida a una acogedora terraza, seguido de zona de comedor con amplia cocina abierta con isla completamente equipada con electrodomésticos de gama alta y armarios hechos a medida. Dispone de aseo de cortesía y zona de lavandería independiente. La zona de descanso está compuesta por tres maravillosas master suites con amplios vestidores y ventanales siendo una de ellas exterior con salida a una bonita terraza, dispone de amplio vestidor.   Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,11396.0,True,False,False,False,[],False,False,2359000.0,€,flat,"Goya, Madrid",Piso en calle de Fernán González,5159,Goya,,,,,True,True
108959006,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/56/50/3b/1360111419.webp,21,5,650000.0,flat,sale,115.0,True,4,2,"calle del Gasómetro, 1",Madrid,Madrid,Arganzuela,es,40.4057417,-3.708239,True,https://www.idealista.com/inmueble/108959006/,"+PISO vende luminosa vivienda, en el distrito de Arganzuela. Quinta planta exterior muy luminosa, consta de un amplio salón con salida a terraza, 4 dormitorios, 2 baños y cocina independiente. Esta emplazado en un edificio con 2 ascensores y portero físico, el estado es a reformar, destacamos que esta construido con tabique no estructural, con lo cual es de fácil redistribución, además todas las estancias tienen muy buena luz y ventilación, la calefacción es central y agua caliente es individual. En cuanto a su situación, es inmejorable, en el barrio Acacias, rodeado de diversos comercios, colegios, centros de salud, hospitales y zona de ocio, a pocos metros del famoso Rastro de Madrid o la típica calle Toledo que va de la Plaza Mayor a Pirámides, pasando por La Latina, además esta muy bien comunicado con la M30, varias líneas de autobuses y metro. LLÁMENOS, venga a conocerlo, esta podría ser la vivienda que busca.",False,good,False,True,5652.0,True,True,False,False,[],False,False,650000.0,€,flat,"Acacias, Madrid","Piso en calle del Gasómetro, 1",GA-V-3744,Acacias,,,,,,
