propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice
108615385,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/4e/0b/1350020945.webp,23,bj,429000.0,flat,sale,77.0,True,2,1,calle los Ángeles,Madrid,Torrelodones,Los Ángeles - Jarandilla,es,40.5774415,-3.9316798,False,https://www.idealista.com/inmueble/108615385/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares. Pone a su disposición piso con jardín, garaje y piscina. Destacar el perfecto estado de conservación del inmueble y su agradable jardín con varios ambientes. Además de una excelente ubicación cercano a todos los servicios, en pleno corazón de Torrelodones y con accesibilidad inmediata autovía A-6.  El piso se distribuye en: Planta principal: Hall de entrada, cocina con zona de lavado, salón comedor con acceso a jardín, dos dormitorios y un cuartos de baño completo. Plaza de garaje y trastero incluido. *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias.* Visite nuestra oficina en c/ Carlos Picabea Nº6, Torrelodones (Madrid) para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar.  - Torrelodones - Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid.  Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",False,good,False,True,5571.0,True,False,False,False,[],False,False,429000.0,€,flat,"Los Ángeles - Jarandilla, Torrelodones",Piso en calle los Ángeles,,,,,,,True,True
109083079,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a7/ff/1d/1363880040.webp,50,,499000.0,chalet,sale,265.0,,6,4,calle Guadalajara,Madrid,Cabanillas de la Sierra,,es,40.8296979,-3.6284014,False,https://www.idealista.com/inmueble/109083079/,"BREM GLOBAL INMOBILIARIA PRESENTA AMPLIO Y ACOGEDOR CHALET INDEPENDIENTE ubicado en la mejor zona de Cabanillas de la Sierra. La vivienda construida en el año 1987 consta de 265 m2 construidos sobre una parcela urbana de 682 m2. En la planta principal encontramos un recibidor, un amplio salón con dos zonas diferenciadas, cocina amueblada y equipada con salida a varias estancias, un baño completo y una despensa. Además, al mismo nivel que el resto de la casa tenemos un garaje para dos coches con ventana. En la primera planta tenemos una habitación doble en suite, con baño completo con plato de ducha, cuatro habitaciones dobles, un salón comedor con chimenea y otro baño completo. En el apartado de calidades destacaremos: •Suelo de barro cocido. •Chimenea en las dos plantas. •Carpintería de primera calidad en todos los acabados. •Horno de leña. •Piscina y estanque. •Puerta de vehículos motorizada. •Pozo de sondeo de 35 metros. •Caldera de gasoil con depósito de 1000L. La parcela cuenta con zonas soladas y zonas completamente ajardinadas, distintos arboles frutales, una piscina de obra, un estanque de peces, un gallinero y una casa de invitados con aseo incluido. El municipio de Cabanillas de la Sierra conserva la tranquilidad de un pueblo pequeño, con algunos servicios, comunicación de autobús directa con Madrid, zonas naturales cerca, pero cuenta con un acceso a la A-1 bastante rápido y la cercanía de un pueblo como la Cabrera, donde encontramos todos los servicios.  Si quieres disfrutar de una oportunidad única, no lo dudes…. ¡ VEN A VISITARNOS!",True,good,False,,1883.0,True,False,True,False,[],False,False,499000.0,€,chalet,Cabanillas de la Sierra,Casa independiente en calle Guadalajara,23082025,,independantHouse,,,,True,True
108906714,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f5/5a/c3/1358540671.webp,14,,1350000.0,chalet,sale,450.0,,5,4,calle Gutiérrez Canales,Madrid,Madrid,San Blas,es,40.4493578,-3.6165311,False,https://www.idealista.com/inmueble/108906714/,"Se vende magnífica vivienda en la zona de Canillejas, con una generosa superficie construida de 450 m². Distribuida en cinco dormitorios y cuatro baños completos, esta propiedad ofrece un espacio amplio y funcional, ideal para familias que valoran la comodidad sin renunciar al estilo. La vivienda se encuentra en buen estado y equipada con todas las comodidades modernas. Dispone de aire acondicionado, calefacción central y sistema de bomba de calor, garantizando confort durante todo el año. Los armarios empotrados presentes en varias estancias permiten aprovechar al máximo el espacio de almacenamiento. Además, cuenta con ascensor privado y un amplio trastero que ofrece soluciones adicionales de organización. El aparcamiento privado añade un extra de comodidad al día a día. Características exteriores y zonas comunes El exterior de la propiedad ofrece espacios diseñados para disfrutar del tiempo libre en casa: jardín privado, piscina y una agradable terraza para reuniones al aire libre o momentos de relax. También incluye un balcón que aporta luminosidad y conexión con el entorno. Ubicación Ubicada en el barrio residencial de Canillejas, esta propiedad se sitúa en una zona bien comunicada, tranquila y con todos los servicios necesarios al alcance: centros educativos, comercios, zonas verdes, instalaciones deportivas y transporte público. Una ubicación estratégica que combina accesibilidad con calidad de vida.",False,good,False,,3000.0,False,False,False,False,[],False,False,1350000.0,€,chalet,"Canillejas, Madrid",Chalet adosado en calle Gutiérrez Canales,3c435cbc-288f-4782-bce4-6c539e7005a6,Canillejas,terracedHouse,,,,True,True
109042356,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4c/5e/80/1362476478.webp,60,,1150000.0,chalet,sale,613.0,,6,6,calle Fondo de la Loma,Madrid,Torrelodones,Los Peñascales,es,40.5763843,-3.8908875,False,https://www.idealista.com/inmueble/109042356/,"OIKOS INMOBILIARIA PRESENTA ESTE MARAVILLOSO CHALET EN LOS PEÑASCALES, CON 6 HABITACIONES, 6 BAÑOS, PISCINA, PLACAS SOLARES, TERRAZAS, GRAN JARDÍN Y DE LAS MEJORES UBICACIONES Y VISTAS DE TODO EL MUNICIPIO.  Es una casa con un encanto especial. Contamos con 613 m2 construidos y 2086 m2 de parcela, lo que nos deja un muy buen espacio para su uso y disfrute, poder hacer una vida repleta de privacidad y lujo sin perder el aspecto clásico que le caracteriza.  Según entramos en la vivienda nos encontramos con una gran superficie solada del jardín y un espacio enorme para aparcar gran cantidad de vehículos. Si rodeamos la casa, veremos que el jardín esta compuesto de manera consolidada por diferentes áreas, unas soladas y otras con vegetación natural que se mantiene completamente sola con el riego automático. Veremos también una maravillosa piscina de gran tamaño con su zona de césped con la mejor de las orientaciones.  En definitiva, tenemos un jardín con una gran superficie llana a pesar de estar en Los Peñascales en una zona de cuesta, del cual nunca seremos esclavos debido a la poca pero suficiente vegetación que tiene.  En cuanto a la vivienda, según entramos nos encontramos un maravilloso y amplio distribuidor que nos da acceso a las diferentes estancias. Por un lado tenemos un despacho/salón con acceso a una terraza, repleto de iluminación debido a su gran ventanal. Podemos darle un uso bastante amplio, desde un despacho a un segundo salón o a otra habitación. Entrando al salón nos recibe una amplia zona a doble altura con chimenea de obra, gran amplitud e iluminación, con dos ambientes diferenciados, uno el del propio salón con su encanto clásico y señorial con acceso a la terraza, con vistas a todo Madrid y otro el comedor que nos da acceso directo a la cocina.  La cocina, de gran tamaño, es perfecta para poder hacer ocio y/o simplemente contar con un espacio más que suficiente para cocinar.  En esta planta contamos también con una habitación, un baño y una salida directa al jardín.  En la planta primera, nos recibe otro gran distribuidor que nos da acceso a las cuatro habitaciones que hay, todas ellas con acceso a la terraza o balcón con espectaculares vistas.  En primer lugar y de frente, tenemos la habitación principal con baño en suite, super espaciosa, lujosa, con una terraza maravillosa con vistas a todo Madrid y un armario empotrado muy grande.  El resto de las habitaciones de muy buen tamaño, dan la posibilidad de tener para cada miembro de la casa un espacio idóneo para tener una vida cómoda y privada.  En esta casa tenemos espacio por todos los sitios.  En la planta baja, justo debajo de la planta principal, contamos con garaje con espacio para dos coches, una zona maravillosa para poder montar otra habitación o emplearla para zona de ocio debido a su gran tamaño y su salida directa al jardín.  El resto de la planta se compone en tres trasteros y un amplio vestuario que va directo a la piscina.  La casa es perfecta para aquellas familias que busquen tener un estilo de vida alto, privado, espacioso, lleno de comodidades y posibilidades para sacarle el uso que queramos a la vivienda.  No dude en contactarnos si quisiera realizar una visita.  *FINANCIACIÓN HASTA EL 100% CON NUESTRO DEPARTAMENTO FINANCIERO PROPIO. CONSULTE CONDICIONES*.",False,good,False,,1876.0,True,False,False,False,[],False,False,1150000.0,€,chalet,"El Monte, Torrelodones",Casa independiente en calle Fondo de la Loma,,El Monte,independantHouse,,,,True,True
107033240,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f1/21/be/1300981349.webp,39,2,2350000.0,flat,sale,238.0,True,3,3,calle de Alonso Cano,Madrid,Madrid,Chamberí,es,40.4388448,-3.6979966,False,https://www.idealista.com/inmueble/107033240/,"Domus Aurea Capital presenta esta fantástica vivienda exterior, completamente reformada, con 3 balcones en pleno barrio de Chamberí. Propiedad de 238m² situada en una segunda planta exterior alta, en un edificio clásico de 1948 con portal representativo y zonas comunes muy cuidadas. Recién reformada y se entrega amueblada, se distribuye en un amplio recibidor, luminoso salón-comedor con acceso directo a la terraza y amplios ventanales, gran cocina independiente con zona de comedor diaria, cuarto de lavado, aseo de cortesía, un dormitorio principal exterior con terraza independiente y amplio vestidor hecho a medida y un baño completo de grandes dimensiones y con mucha luz natural, además de otros dos dormitorios dobles y un baño completo. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores. La mayoría de las propiedades que tenemos disponibles no están publicadas en los portales inmobiliarios, para conocerlas todas consulta nuestra web.",False,good,False,True,9874.0,True,False,False,False,[],False,False,2350000.0,€,flat,"Almagro, Madrid",Piso en calle de Alonso Cano,4424,Almagro,,,,,,
109180023,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/15/f7/1366634123.webp,12,,1690000.0,chalet,sale,322.0,,3,3,"calle Alcor, 60",Madrid,Majadahonda,Los Satélites - Roza Martín,es,40.456839,-3.9154643,True,https://www.idealista.com/inmueble/109180023/,"Exclusivo chalet independiente en la Urbanización Los Satélites de Majadahonda. Situado en la Urbanización ""Los Satélites"", una de las zonas residenciales más prestigiosas de Majadahonda, este chalet combina privacidad, seguridad y proximidad a los núcleos urbanos de Majadahonda, Las Rozas, Boadilla del Monte y Pozuelo. La vivienda está rodeada de Colegios de primer nivel, Centros comerciales, Zonas de hostelería con todo tipo de restaurantes y grandes extensiones de zonas verdes, catalogadas como ""Parque Regional de la Comunidad de Madrid"". La comunicación con Madrid es excelente, pudiendo escoger entre diferentes carreteras de acceso a la capital o múltiples opciones de transporte público.   La vivienda se encuentra actualmente en proceso de construcción y se vende terminada o con un presupuesto para finalizar la obra llave en mano, por lo que es una gran oportunidad tanto para inversores, como para aquellos que quieren escoger los últimos detalles y acabados. Está edificada sobre una parcela rectangular de 521 m² y tiene con una superficie construida de 322 m², a la que se suma una piscina privada de 37 m² rodeada de jardín.   El proyecto fue concebido para ofrecer amplitud, luminosidad y confort, con una distribución equilibrada que diferencia claramente las áreas de día, de descanso y de servicios de la siguiente forma:    Primera planta: •Espacioso distribuidor. •Dormitorio principal en suite, dotado de baño completo, vestidor independiente y despacho privado. •Dos dormitorios dobles. •Un baño completo. •Vestidor. •Terraza con agradables vistas a la parcela. Planta baja: •Gran salón-comedor con salida directa al porche y al jardín. •Cocina independiente, con espacio funcional y zona de office. •Despacho. •Baño completo. •Vestíbulo de entrada. Sótano: •Garaje con capacidad para dos vehículos. •Sala polivalente que puede dedicarse a gimnasio, sala de cine, cuarto de juegos, etc. •Trastero y almacén. •Cuarto de plancha y lavandería. •Sala de instalaciones. •Distribuidor. Jardín: · La propiedad dispone de un jardín privado que rodea la vivienda, coronado por una piscina de generosas dimensiones, ideal para el disfrute familiar y social en un entorno tranquilo y exclusivo.",False,good,False,,5248.0,True,False,False,False,[],False,False,1690000.0,€,chalet,"Los Satélites - Roza Martín, Majadahonda","Casa independiente en calle Alcor, 60",Alcor60,,independantHouse,,,,True,True
102194632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cb/fd/43/1290510554.webp,30,,346800.0,chalet,sale,178.0,,4,2,calle de Bernardino Beotas,Madrid,Navalcarnero,Centro,es,40.2896705,-4.0131253,False,https://www.idealista.com/inmueble/102194632/,"¡Casa con gran terreno en el Centro de Navalcarnero! Este inmueble es ideal para derribar y la construcción de la casa de sus sueños (se publica ejemplo) y disfrutar de la amplitud de su terreno de 532 m2 en el mismo casco antiguo de Navalcarnero, junto a la Iglesia, plaza de Segovia, plaza del Teatro y comercios del municipio. También se puede adquirir como inversión, ya que tiene una edificabilidad de 535 m2, metros suficientes para construir entre seis y siete viviendas. (en esta opción, hay posibilidad de hacer una aportación como parte del pago del valor del inmueble). El inmueble actual se encuentra para derribar, cuenta con 178m2 distribuidos en salón comedor, cocina con office, cuatro dormitorios, dos baños completos, almacen, bodega y buhardilla-desván.  Para mayor información, contacte con nosotros y concertaremos una visita.",True,renew,False,,1948.0,True,False,False,False,[],False,False,346800.0,€,chalet,"Centro, Navalcarnero",Casa independiente en calle de Bernardino Beotas,3486-05283,,independantHouse,,,,,
106944307,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/ac/13/1298369746.webp,77,,1350000.0,chalet,sale,845.0,,6,8,calle Miño s/n,Madrid,Villaviciosa de Odón,El Bosque,es,40.3867569,-3.9200531,True,https://www.idealista.com/inmueble/106944307/,"¡Te presentamos este espectacular chalet independiente que seguramente te encantará! Este hogar ofrece grandes posibilidades para adaptarlo a tu gusto y disfrutar de una vida cómoda en un entorno privilegiado. Con una impresionante superficie de 845 m² y ubicado en una amplia parcela ajardinada de 1.920 m², este chalet cuenta con un garaje para 7 vehículos y una gran piscina, ideal para relajarte y disfrutar de las maravillosas puestas de sol gracias a su orientación sur. Características del Chalet: - Ubicación: Situado en la urbanización El Bosque de Villaviciosa de Odón, con vigilancia y seguridad 24 horas. - Distribución: La vivienda se distribuye en tres plantas, con 2 amplios salones, 6 dormitorios y 8 baños, ofreciendo un espacio ideal para familias. - Planta Principal: Encontrarás un gran hall recibidor, un salón de 100 m² con chimenea y acceso a una gran terraza, además de una amplia cocina con comedor de diario y otra terraza perimetral. También hay un aseo de cortesía. - Primera Planta: Aquí se ubican 4 grandes dormitorios, 2 de ellos tipo suite con baño incorporado, todos con preciosas vistas. El dormitorio principal cuenta con baño en suite y un gran vestidor independiente. Además una buhardilla con dormitorio y baño independiente. - Planta Semisótano: Una gran zona de 200 m² para usos múltiples, como cine o sala polivalente, además de aseos, cocina de servicio y comedor de verano frente a la piscina. Exterior y Comodidades: - Jardín y Piscina: Un cuidado jardín y una espléndida piscina que garantizan tranquilidad y privacidad. - Garaje: Gran garaje con capacidad para más de 7 vehículos, dos dormitorios independientes y un baño de servicio. - Extras: Carpintería exterior de aluminio con persianas de seguridad motorizadas, calefacción por caldera de gas propano, suelos de mármol y porcelánicos. Ubicación y Servicios: La ubicación es inmejorable, con acceso a supermercados, centros comerciales, colegios y todo tipo de comercios a pocos minutos. Además, la zona está bien conectada con varias líneas de autobús y una estación de tren cercana, facilitando el acceso a Madrid. Asesoramiento y Visitas: Gracias a las empresas del GRUPO LEGEND, ofrecemos asesoramiento fiscal, financiero y un arquitecto a tu disposición, todo sin coste adicional para nuestros clientes. ¡Y no cobramos honorarios al comprador! Nos adaptamos a tus necesidades y horarios, así que no dudes en contactarnos para más información y organizar una visita. ¡Este chalet es una oportunidad única que no querrás dejar pasar!",False,good,False,,1598.0,True,False,False,False,[],False,False,1350000.0,€,chalet,"El Bosque, Villaviciosa de Odón",Casa independiente en calle Miño s/n,,,independantHouse,,,,True,True
108932094,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/36/a7/d5/1359314024.webp,53,,570000.0,chalet,sale,190.0,,4,3,calle C La Pedriza,Madrid,Cerceda,,es,40.7055232,-3.9317242,False,https://www.idealista.com/inmueble/108932094/,"POSIBILIDAD DE FINANCIACION AL 100% DE SU PRÉSTAMO HIPOTECARIO. La agencia inmobiliaria en Moralzarzal - Tecnocasa Estudio Moralzarzal SLU te ofrece en una de las zonas más tranquilas y naturales de El Boalo, Cerceda; dentro de la urbanización Montes Claros, se encuentra esta magnífica vivienda unifamiliar completamente reformada, que combina amplitud, luz, privacidad y unas vistas espectaculares a la Sierra de Guadarrama. La casa, con 190m² construidos sobre una amplia parcela de 1.870 m², ha sido reformada de forma prácticamente integral entre 2005 y 2010: ventanas de PVC con doble acristalamiento y rotura de puente térmico, nueva instalación eléctrica y de fontanería, suelos, puertas, redistribución de espacios y una cuidada renovación estética que le da un aire rústico y actualizado al mismo tiempo. Además, cuenta con calefacción por radiadores alimentados por caldera de gasoil con un depósito de 700 L y chimenea en el salón, lo que garantiza confort durante todo el año. Antes de entrar, un encantador porche exterior con toldos eléctricos anticipa el carácter acogedor de la casa. Al ingresar, se accede directamente a un salón comedor amplio y muy luminoso, dividido en zona de estar y zona de comedor, con acceso directo a la cocina: cómoda, amplia, en forma de “U” y con salida lateral al jardín. Desde el salón, encontramos un pasillo que ubica un aseo de cortesía y el impresionante dormitorio principal: espacioso, con gran vestidor integrado y baño en suite con plato de ducha moderno, separado con privacidad para el inodoro y bidet. Al mismo tiempo, desde la escalera central de la vivienda, mediante una pequeña bajada conectamos con la planta semisótano, donde se ubica el garaje con puerta automática, el cuarto de calderas y una zona de almacén y/o despensa. En la planta alta se encuentran dos dormitorios dobles con armarios empotrados y revestidos, un baño completo con plato de ducha y un tercer dormitorio, algo más pequeño, abuhardillado y con almacenaje bajo cubierta, ideal como despacho, zona de juegos o habitación adicional. En el exterior, el terreno se encuentra completamente ajardinado, con árboles consolidados y rincones pensados para el descanso, un amplio cenador con toldos preparado para ser utilizado en cualquier época del año. Destaca la piscina privada de agua salada, equipada con paneles solares que permiten controlar la temperatura y utilizarla gran parte del año. También hay una zona de barbacoa cerrada y un cuarto adicional para herramientas o mantenimiento del terreno. Completando las comodidades, bajo la vivienda hay una muy amplia bodega que ocupa toda la superficie de la vivienda, separada en dos secciones; dando un gran espacio de almacenaje y permitiendo descomprimir el resto de la casa. La urbanización donde está ubicada la vivienda se encuentra en un enclave privilegiado para quienes buscan tranquilidad sin renunciar a los servicios. A tan solo unos minutos se accede a la M-607, que conecta cómodamente con Madrid capital. Además, la zona dispone de paradas de autobús interurbanas con líneas frecuentes (como la y 876), que enlazan con el intercambiador de Moncloa y de Plaza de Castilla, así como con los principales pueblos de la sierra. En los alrededores hay supermercados, colegios, centro médico, restaurantes y acceso directo a rutas de senderismo y naturaleza. Una propiedad ideal tanto como primera residencia como para quienes desean un refugio permanente en plena naturaleza, pero con excelentes conexiones. Una casa lista para entrar a vivir, que lo tiene todo: amplitud, calidad, privacidad, entorno y ubicación.",True,good,False,,3000.0,True,False,False,False,[],False,False,570000.0,€,chalet,Cerceda,Casa independiente en calle C La Pedriza,,,independantHouse,625000.0,55000.0,9.0,True,True
106980880,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/f5/45/1299410632.webp,22,6,2099000.0,flat,sale,144.0,True,3,3,calle de Antonia Mercé,Madrid,Madrid,Barrio de Salamanca,es,40.4224691,-3.6722365,False,https://www.idealista.com/inmueble/106980880/,"Domus Aurea Capital presenta esta vivienda en el exclusivo barrio de Salamanca-Goya, reformado y amueblado. Vivienda de 144m² situada en una luminosa sexta planta exterior de un edificio de 1953, está reformada completamente. Se distribuye en  un amplio y luminoso salón comedor con un balcón exterior y dos ventanas, cocina independiente exterior con perfecta ventilación completamente equipada con electrodomésticos y amueblada con una espaciosa isla central. , dos dormitorios dobles con grandes vestidores y baño en suite cada uno y una tercera habitación con baño exterior completo perfecto para visitas. Calefacción central comunitaria y aire acondicionado, trastero en la propia finca y servicio de portería. Domus Aurea Capital es una agencia inmobiliaria especializada en la intermediación, construcción y gestión de activos inmobiliarios en las zonas prime de Madrid y alrededores.",False,good,False,True,14576.0,True,False,False,False,[],False,False,2099000.0,€,flat,"Goya, Madrid",Piso en calle de Antonia Mercé,4732,Goya,,,,,,
108597341,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e3/cd/b2/1350284035.webp,31,2,699000.0,flat,sale,126.0,True,2,2,calle del Monasterio de Las Huelgas,Madrid,Madrid,Fuencarral,es,40.503233,-3.7085822,False,https://www.idealista.com/inmueble/108597341/,"¡Bienvenido al hogar de tus sueños en el codiciado barrio de Montecarmelo, en la zona norte de Madrid! En Globalpiso Fuencarral te presentamos este encantador piso en buen estado, ubicado en una urbanización privada en Montecarmelo. La vivienda, situada en la 2ª planta con ascensor, tiene 126 m² perfectamente distribuidos para ofrecerte comodidad y bienestar. Cuenta con 2 amplias habitaciones, una de ellas con baño en suite y armarios empotrados, una cocina reformada con tendedero, y un amplio salón comedor donde podrás disfrutar de vistas despejadas y luz natural durante todo el día. Además, dispone de un recibidor con un estupendo armario empotrado, trastero, 1 plaza de garaje amplia para coche y moto incluída en el precio y se puede obtener otra plaza de garaje de las mismas características por 20.000€.  La urbanización ofrece un entorno ideal para disfrutar en familia: piscina, jardines comunitarios, parque infantil, cámaras de videovigilancia en toda la urbanización y portero físico las 24 horas. Entre sus excelentes calidades, destacan las puertas macizas de roble claro, puerta de seguridad, suelos de tarima de madera, paredes lisas, cerramientos dobles de aluminio con climalit oscilobatientes, preinstalación de aire acondicionado, calefacción individual de gas natural con caldera Saunier Duval, 4 armarios empotrados, suelos porcelánicos y paredes de cerámicos en la cocina y el baño. Su ubicación es inmejorable: a solo 5 minutos caminando del metro (línea 10, estación Montecarmelo), con paradas de autobús cercanas (134, 170, 178, N23), cercanías Madrid (Mirasierra-Paco de Lucía, C7) y fácil acceso a las principales vías como M-30, M-40, M-11 y M-607. Además, en los alrededores encontrarás una variada oferta comercial, incluyendo Mercadona a pocos metros, gimnasios, clubes deportivos, escuela infantil, farmacias, colegios primarios y restaurantes. Construido en 2008 y en excelente estado, este piso cuenta con acceso adaptado para personas con movilidad reducida, garantizando comodidad para todos. ¡No pierdas la oportunidad de visitarlo y enamorarte de tu nuevo hogar!",False,good,False,True,5548.0,False,True,False,False,[],False,False,699000.0,€,flat,"Montecarmelo, Madrid",Piso en calle del Monasterio de Las Huelgas,FUE1678,Montecarmelo,,729000.0,30000.0,4.0,True,True
106878563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/9a/aa/1296532747.webp,34,,425000.0,chalet,sale,162.0,,5,3,calle Rio Tajo,Madrid,Cobeña,,es,40.5618567,-3.5104588,False,https://www.idealista.com/inmueble/106878563/,"SE VENDE CON INQUILINO AL CORRIENTE DE PAGO Y SEGURO DE IMPAGOS ( RENTA: 1172€). EL CONTRATO FINALIZA EN OCTUBRE DEL 2027 VIVIENDA SIN POSIBILIDAD DE VISITAR. POR LO CUAL ADJUNTAMOS UN TOUR VIRTUAL PARA PODER VER LA VIVIENDA AL DETALLE. SERVICHECK INMOBILIARIA comercializa Chalet adosado de 3 plantas con piscina y zonas comunes en excelente ubicación Este elegante chalet adosado de 3 plantas ofrece un espacio amplio y funcional ideal para familias que buscan comodidad y calidad de vida. Con 5 habitaciones y 3 baños, se encuentra en una zona residencial tranquila, pero con fácil acceso a todo lo que necesita. En la primera planta, al ingresar, nos recibe un recibidor que nos da acceso a un práctico aseo de cortesía. A la izquierda, una cocina independiente de amplias dimensiones, perfecta para quienes disfrutan de la gastronomía en casa. Continuamos hacia un salón luminoso y espacioso, que conecta con una espectacular terraza de 80 metros. Desde aquí, se puede acceder a las zonas comunes que incluyen una cuidada piscina comunitaria, un bonito solárium ideal para relajarse y disfrutar del buen tiempo, y amplias áreas verdes. La terraza es un espacio privilegiado para disfrutar al aire libre y recibir visitas. En la segunda planta, encontramos un recibidor que distribuye las 4 habitaciones de la planta, todas ellas con armarios empotrados y suelos de tarima que aportan calidez. Una de las habitaciones es en suite, con su propio baño con bañera. La habitación principal también cuenta con baño en suite, lo que ofrece total privacidad y comodidad. Además, la calefacción es por gas natural y los cerramientos de PVC/Climalit aseguran un aislamiento perfecto tanto térmico como acústico. En la última planta, se encuentra una quinta habitación de 25 m², ideal para usar como oficina, PlayRoom o sala de entretenimiento. Esta habitación está equipada con calefacción de gas natural y aire acondicionado, y su ventana VELUX permite una excelente entrada de luz natural. El chalet dispone de un patio privado de 88 m², perfecto para disfrutar de momentos al aire libre en total privacidad. Además, cuenta con un parking adicional de invitados y una plaza de garaje en planta, garantizando comodidad para toda la familia. La localidad está perfectamente comunicada, con todos los servicios necesarios a poca distancia, como colegios, supermercados, bancos y farmacias. A tan solo 10 minutos de San Sebastián de los Reyes, 15 minutos del aeropuerto y 20 minutos de Madrid, con accesos directos a las principales autovías (A-1, A-2 y M-50). Además, cuenta con buenas conexiones de transporte público a Plaza Castilla, Barajas y Alcalá de Henares. ¡No pierda la oportunidad de conocer este exclusivo chalet adosado! Para más información, no dude en ponerse en contacto con Fede al (también disponible por WhatsApp). ¡Estaremos encantados de atenderle!",True,good,False,,2623.0,True,False,True,False,[],False,False,425000.0,€,chalet,Cobeña,Chalet adosado en calle Rio Tajo,Venta-ChaletCobe,,terracedHouse,,,,True,True
