propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108124424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c5/a5/68/1335050491.webp,c8831994-b4fc-4f0e-8edd-e45e27636c76,28,1,475000.0,flat,sale,66.0,True,1,1,calle de los Estudios,Madrid,Madrid,Centro,es,40.4109088,-3.7085486,False,https://www.idealista.com/inmueble/108124424/,"Descubre este acogedor piso de 66 metros cuadrados en el vibrante barrio de La Latina, a un paso del emblemático Mercado de la Cebada, rodeado de historia, cultura y vida. Una ubicación inmejorable para quienes valoran la comodidad, la accesibilidad y el carácter único del centro de Madrid. La vivienda, que cuenta con calidades de lujo, ofrece un ambiente cálido. Dispone de un amplio y luminoso salón abierto a la cocina, ideal para disfrutar de momentos especiales, un dormitorio doble con mirador y un baño completo. Destacan el suelo de mármol con calefacción y refrigeración por hilo radiante, que garantiza una temperatura perfecta todo el año, y las persianas motorizadas con mando a distancia, que aportan confort y aislamiento acústico, permitiéndote disfrutar de lo que es vivir en el bullicio de una gran ciudad, rodeado del silencio.  El salón cuenta con un agradable balcón que llena el espacio de luz natural, mientras que el dormitorio ofrece un encantador mirador, haciendo de cada rincón un lugar acogedor y luminoso. El inmueble incluye además dos armarios empotrados y un práctico trastero, facilitando el orden y el almacenaje. La finca dispone de un patio interior y cuarto de basuras para mayor comodidad. Situada en La Latina, una de las zonas más vibrantes y auténticas de Madrid, esta vivienda se encuentra rodeada de historia, cultura y vida. Con una oferta variada de teatros, bares tradicionales, restaurantes, mercados y excelente conexión con transporte público, es una ubicación ideal tanto para vivir como para invertir. Una oportunidad única de disfrutar de la vida en el centro con todas las comodidades actuales. Sin comisión de agencia. ¡Os asesoraremos en todo el proceso de compra!",True,good,False,True,7197.0,True,True,False,False,[],False,False,475000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de los Estudios,Top,Lavapiés-Embajadores,,,,,
107238021,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/35/22/1307073675.webp,DS-P22709,34,9,960640.0,penthouse,sale,136.0,True,2,3,paseo de San Francisco de Sales,Madrid,Madrid,Chamberí,es,40.4425197,-3.7157753,False,https://www.idealista.com/inmueble/107238021/,"DIZA Consultores presenta ático triplex en el mejor edificio de Chamberí. Descubre este espectacular ático tríplex ubicado en el prestigioso edificio Mindanao, diseñado para quienes buscan exclusividad, confort y las mejores vistas de la ciudad. Con una superficie distribuida en tres plantas, este ático cuenta con 2 habitaciones y 2 baños, dormitorio principal con baño en suite. El salón-comedor, amplio y luminoso, se conecta con una cocina moderna completamente equipada con electrodomésticos de alta gama. En la planta más alta, disfrutarás de una magnífica terraza privada con piscina, ideal para relajarte y disfrutar del aire libre. El precio incluye 2 plazas de garaje y un trastero, proporcionando comodidad adicional. El edificio ofrece servicios de lujo, como seguridad 24 horas, spa, gimnasio, piscina climatizada y una espectacular azotea con solárium y piscina exterior. Su ubicación privilegiada y sus excepcionales instalaciones lo convierten en un lugar único para vivir. DIZA Consultores: Convertimos Sueños en Hogares.",False,good,False,True,7064.0,True,False,False,False,[],False,False,960640.0,€,True,True,,flat,"Vallehermoso, Madrid",Ático en paseo de San Francisco de Sales,Top,Vallehermoso,penthouse,,,,
108117418,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/97/a7/1334360313.webp,CLK00/4958,26,4,250000.0,flat,sale,64.0,True,3,1,calle Cristóbal Colón,Madrid,Alcalá de Henares,Reyes Católicos,es,40.4754257,-3.3770459,False,https://www.idealista.com/inmueble/108117418/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Reyes Católicos, en Alcalá de Henares. La vivienda está ubicada en la 4 planta exterior con ascensor. Dispone de una superficie total de 64 m², distribuidos en salón y comedor, cocina independiente amueblada, 3 dormitorios y 1 baño. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados y accesibilidad para personas con movilidad reducida. Situado en el barrio de Reyes Católicos, en la Calle Cristobal Colon, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Corte Inglés Alcalá de Henares, el Centro Comercial Alcalá Magna y del Hospital Universitario Príncipe de Asturias, todo a unos minutos en coche. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a 9 minutos en coche de la estación de tren Alcalá de Henares (C2 y C7). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,3906.0,True,False,False,False,[],False,False,250000.0,€,,,,flat,"Reyes Católicos, Alcalá de Henares",Piso en calle Cristóbal Colón,Top,,,,,,
107992532,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/12/a4/1366571197.webp,dc471a8c-d7e7-4c78-a6bc-7f4a9769c92d,41,3,1040000.0,flat,sale,145.0,True,3,3,calle Mayor,Madrid,Madrid,Centro,es,40.4155206,-3.7070108,False,https://www.idealista.com/inmueble/107992532/,"Descubre este encantador piso de 150 m² situado en la emblemática Plaza Mayor, España. Alquilado actualmente, estea propiedad representa una excelente oportunidad de inversión. Recientemente reformado, ofrece un ambiente moderno y acogedor. Cuenta con 3 dormitorios y 3 baños, ideales para una familia o para inquilinos que buscan comodidad. La cocina equipada invita a explorar tus dotes culinarias, mientras que la calefacción a gas garantiza confort durante todo el año. Disfruta del aire fresco desde el balcón privado, perfecto para relajarse o entretener. El edificio cuenta con ascensor, facilitando el acceso a la vivienda. Aprovecha esta oportunidad única de adquirir una propiedad en una ubicación privilegiada, con alta demanda y ya generando ingresos por alquiler. El barrio de Sol, es el más céntrico de los barrios de Madrid, su nombre deriva de su plaza central, Puerta del Sol, donde está la placa del Kilómetro Cero. En esta zona, que algunos denominan Sol-Gran Vía, encontramos muchas de las principales atracciones de la ciudad. Algunas dentro de la misma Puerta del Sol, otras en sus proximidades.",False,good,False,True,7172.0,True,False,False,False,[],False,False,1040000.0,€,,,,flat,"Sol, Madrid",Piso en calle Mayor,Top,Sol,,,,,
108154685,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0d/0e/d9/1366241484.webp,CLK00/4962,18,7,799000.0,flat,sale,81.0,True,2,2,avenida de la Reina Victoria,Madrid,Madrid,Chamberí,es,40.4471198,-3.7049439,False,https://www.idealista.com/inmueble/108154685/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Vallehermoso, en Madrid. La vivienda está ubicada en la 7 planta exterior con ascensor. Dispone de una superficie total de 81 m², distribuidos en salón y comedor, cocina abierta amueblada, 2 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y portero. Situado en el barrio de Vallehermoso, en la Calle Reina Victoria, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como El Corte Inglés Castellana, el Mercado de Maravillas y del Parque del Tercer Depósito. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús, a la estación de metro Cuatro Caminos (L1, L2 y L6) y a la estación de tren Nuevos Ministerios (C1, C2, C3, C4, C4a, C4b, C7 y C10). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,9864.0,True,False,False,False,[],False,False,799000.0,€,,,,flat,"Vallehermoso, Madrid",Piso en avenida de la Reina Victoria,Top,Vallehermoso,,,,,
108598785,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fb/38/9b/1358424900.webp,CLK00/4998,26,1,560000.0,flat,sale,68.0,True,3,1,calle de Miguel Servet,Madrid,Madrid,Centro,es,40.407833,-3.6998445,False,https://www.idealista.com/inmueble/108598785/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Lavapiés-Embajadores, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 68 m², distribuidos en salón y comedor, cocina independiente, 3 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Lavapiés-Embajadores, en la Calle MIGUEL SERVET, cuenta con una ubicación que te permitirá estar cerca del Parque Casino de la Reina, así como de restaurantes, supermercados y de la estación de Embajadores. Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,8235.0,True,False,True,False,[],False,False,560000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Miguel Servet,Top,Lavapiés-Embajadores,,,,,
107585491,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/bd/62/1348856711.webp,2b2bf855-b464-4715-8c84-28ed3a9e8cfa,37,,339000.0,chalet,sale,113.0,,3,2,calle de Bruno Abúndez,Madrid,Madrid,Puente de Vallecas,es,40.3841226,-3.6277337,False,https://www.idealista.com/inmueble/107585491/,"Descubre esta encantadora casa adosada en el corazón de Palomeras Sureste, Vallecas, Madrid. Con 113 m² de espacio, esta propiedad ofrece un lienzo perfecto para aquellos con visión. Tiene reforma completa de instalaciones de luz y agua según normativa vigente.  Dispone de 3 dormitorios y 2 baños, proporcionando un ambiente acogedor para familias o inversores. Aunque requiere alguna renovación, su potencial es evidente, permitiéndote personalizar cada rincón a tu gusto y una buhardilla totalmente diáfana para crear tu espacio de trabajo o fitness, tu elijes! La ubicación es ideal, con fácil acceso a transporte público, tiendas y servicios locales. Toda la vivienda se alimenta de corriente eléctrica y su tejado es idóneo para instalar placas solares. Aprovecha esta oportunidad única para crear el hogar de tus sueños en un barrio consolidado y en crecimiento. ¡No la dejes escapar! Palomeras Sureste, en el distrito de Puente de Vallecas, es un barrio consolidado que combina tranquilidad residencial con una gran oferta de servicios y comercios. Destaca por sus amplias zonas verdes, como el Parque Lineal de Palomeras y el cercano Parque del Cerro del Tío Pío, ideales para el ocio y el deporte al aire libre. El barrio cuenta con excelentes conexiones de transporte, incluyendo varias líneas de autobús y las estaciones de metro de Buenos Aires y Alto del Arenal, que permiten un rápido acceso al centro de Madrid. Con colegios, centros de salud y una gran oferta comercial, Palomeras Sureste es una zona cómoda y bien equipada para vivir.",True,renew,False,,3000.0,True,True,False,False,[],False,False,339000.0,€,,,,chalet,"Palomeras sureste, Madrid",Chalet adosado en calle de Bruno Abúndez,Top,Palomeras sureste,terracedHouse,,,,
107694236,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2b/96/60/1320669492.webp,8bd86d22-305c-440c-9f68-bd1181417c95,43,1,1050000.0,flat,sale,115.0,True,2,2,calle del Rollo,Madrid,Madrid,Centro,es,40.4154346,-3.7107583,False,https://www.idealista.com/inmueble/107694236/,"Descubre este fantástico piso, elegante y moderno de 115 m² más la opción de doble aparcamiento disponible por 85.000€ ( las dos plazas ) en el corazón de Palacio, Centro, Madrid. Vivienda exenta de IBI. Posibilidad de entrega amueblado o vacío, listo para que te mudes y comiences a disfrutar de la vibrante vida madrileña Con 2 dormitorios, salón, comedor, cocina y 2 baños completos, este hogar recientemente reformado ofrece comodidad y estilo.  Disfruta de la frescura, del aire acondicionado y la calidez de una calefacción a gas. La cocina está completamente equipada, ideal para quienes aman cocinar en casa. Relájate en uno de los varios balcones privados. Además, el piso tiene en la parte interior de la casa, las vidrieras autenticas y originales desde su construcción en 1850, que hacen de este inmueble un lugar especial, digno de un museo. Cuenta con muchísimos armarios empotrados, para un almacenamiento eficiente. ¡No pierdas la oportunidad de vivir en este espacio acogedor y funcional en una ubicación privilegiada! La propiedad se encuentra situada apenas a unos pasos del Teatro Real y de la Plaza de Oriente, en cuyo perímetro se encuentran la Catedral de la Almudena, la Galería de las Colecciones Reales o el Palacio Real de Madrid, además de los Jardines de Sabatini. Una área rodeada de numerosos espacios verdes y zonas de vistas despejadas, que la dotan de gran calidad. Su excelente ubicación dispone de varias líneas de autobuses, además de numerosas paradas de taxi. El barrio cuenta con una variada dotación comercial, en la que predominan los establecimientos tradicionales, en la que no falta también la dotación hotelera, con establecimientos entre los que cohabitan los hoteles de lujo junto a otros más económicos. La oferta gastronómica y de ocio es igualmente amplia, con locales tradicionales y otros de perfil más internacional. Tras un agradable paseo, nos encontramos con algunas de las principales opciones culturales de la ciudad, cómo los mencionados, la Catedral de la Almudena, la Galería de las Colecciones Reales o el Palacio Real, a los que se unen la Plaza de la Villa o la propia Plaza Mayor. En definitiva, una ubicación única e imbatible para disfrutar de Madrid histórico. Al ser edificios históricos no pagas el IBI. No pierdas la ocasión de visitarlo y convirtiéndolo en tu lugar favorito de descanso después de una dura jornada de trabajo.  Dos plazas de garaje opcionales por 85.000€.",True,good,False,True,9130.0,True,True,False,False,[],False,False,1050000.0,€,True,False,85000.0,flat,"Palacio, Madrid",Piso en calle del Rollo,Top,Palacio,,,,,
106387485,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/76/a0/cc/1281299256.webp,M11508V,56,,3500000.0,chalet,sale,807.0,,5,5,calle Badajoz,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,40.4189597,-3.8392944,False,https://www.idealista.com/inmueble/106387485/,"Esta imponente villa de 435 m², ubicada en una parcela de 807 m², ofrece un estilo de vida cómodo y funcional en Pozuelo de Alarcón, a solo 15 km del centro de Madrid. Distribuida en tres amplias plantas, la propiedad dispone de 5 dormitorios y 5 baños, diseñados con acabados de alta gama para brindar el máximo confort y privacidad a sus residentes. El área principal de la vivienda destaca por su espacio diáfano que cuenta con un salón, comedor y una cocina de diseño contemporáneo, equipada con electrodomésticos de última generación y una elegante isla central. Las amplias ventanas ofrecen una abundante luz natural, fusionando los espacios interiores con el entorno exterior y potenciando la calidez de cada ambiente. Rodeada de un jardín impecable y una piscina climatizada, esta villa garantiza momentos de relajación y bienestar durante todo el año. En la planta superior, la zona de bienestar incluye sauna, crioterapia y gimnasio privado con vistas verdes. La domótica avanzada permite gestionar la iluminación, climatización y seguridad desde el móvil, facilitando un estilo de vida cómodo y eficiente. Pozuelo de Alarcón es un entorno privilegiado, conocido por su tranquilidad, seguridad y cercanía a instituciones educativas de prestigio, ideal para quienes buscan calidad de vida sin renunciar a las comodidades de Madrid. En Walter Haus, te invitamos a conocer una propiedad que redefine.  Walter Haus Real Estate es un grupo inmobiliario con sede en las principales capitales de España, en las principales ubicaciones de Madrid, Barcelona y Costa Brava. Contamos con una experiencia de más de 20 años, con un dinámico equipo de profesionales con experiencia en el asesoramiento personal en constante formación y con una especialización muy concreta en cada zona de actuación lo que nos permite encontrar soluciones a las necesidades de cada cliente.",False,good,False,,4337.0,True,False,False,False,[],False,False,3500000.0,€,True,True,,chalet,"La Cabaña, Pozuelo de Alarcón",Casa independiente en calle Badajoz,Top,La Cabaña,independantHouse,,,,
107990346,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/e4/8e/1351408735.webp,CLK00/4693,26,1,600000.0,flat,sale,97.0,True,3,2,calle de Toledo,Madrid,Madrid,Centro,es,40.4088103,-3.7102342,False,https://www.idealista.com/inmueble/107990346/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicada en el barrio de Lavapiés-Embajadores, en Madrid. La vivienda está ubicada en la 1 planta exterior con ascensor. Dispone de una superficie total de 97 m², distribuidos en salón y comedor, cocina independiente amueblada, 3 dormitorios y 2 baños. Además, cuenta con ascensor, terraza, cocina amueblada, armarios empotrados, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Lavapiés-Embajadores, en la Calle Toledo, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como la Catedral de Santa María la Real de la Almudena, la Plaza Mayor, el Teatro La Latina y el Mercado de la Cebada. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Puerta de Toledo (L5). Agenda tu visita presencial y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h.",True,good,False,True,6186.0,True,False,False,False,[],False,False,600000.0,€,,,,flat,"Lavapiés-Embajadores, Madrid",Piso en calle de Toledo,Top,Lavapiés-Embajadores,,,,,
108831948,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d8/29/af/1356428099.webp,M11763V,22,2,1489000.0,flat,sale,115.0,True,3,3,calle de Alcántara,Madrid,Madrid,Barrio de Salamanca,es,40.4288526,-3.6740431,False,https://www.idealista.com/inmueble/108831948/,"Presentamos una excepcional oportunidad para adquirir un piso completamente reformado en el prestigioso barrio de Goya. Esta impresionante propiedad, con una superficie de 115 metros cuadrados, ha sido meticulosamente diseñada para ofrecer un estilo de vida contemporáneo y confortable en una de las zonas más demandadas de Madrid. La vivienda cuenta con una distribución inteligente que optimiza cada espacio, garantizando una experiencia residencial de alto nivel. Su orientación exterior asegura una excelente entrada de luz natural en todas las estancias. En su interior, el inmueble se compone de tres amplios dormitorios y tres baños completos, proporcionando privacidad y comodidad para todos sus ocupantes. El piso se entrega totalmente amueblado con piezas de diseño y una cuidadosa selección de materiales que realzan su elegancia. La cocina, completamente equipada con electrodomésticos de última generación, invita a la creación culinaria. Para su confort, dispone de calefacción centralizada y aire acondicionado, asegurando una temperatura ideal durante todo el año. Ubicado en la segunda planta y con ascensor, la accesibilidad es total, y el servicio de portería añade un extra de seguridad y conveniencia. La propiedad se localiza en el corazón del barrio de Goya, un enclave privilegiado conocido por su vibrante atmósfera y su proximidad a algunas de las calles más emblemáticas de Madrid, como la Milla de Oro. Sus residentes disfrutarán de una amplia oferta cultural, gastronómica y de ocio, con boutiques de lujo, restaurantes de autor y galerías de arte a pocos pasos. La excelente conexión con el transporte público facilita el acceso a cualquier punto de la ciudad, haciendo de esta ubicación un punto estratégico. Adquirir este piso en Goya significa invertir en calidad de vida y en un patrimonio de valor incalculable. La combinación de una reforma integral, acabados de alta calidad y una ubicación inmejorable lo convierte en la elección perfecta tanto para residir como para una inversión sólida. Es la oportunidad de disfrutar de la sofisticación y el dinamismo de Madrid desde la comodidad de un hogar perfectamente adaptado a las exigencias modernas. En Walter Haus, estamos a su disposición para acompañarle en el proceso de conocer su futuro hogar.",False,good,False,True,12948.0,True,False,False,False,[],False,False,1489000.0,€,,,,flat,"Goya, Madrid",Piso en calle de Alcántara,Top,Goya,,,,,
108910160,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/5a/56/1358651504.webp,CLK00/5046,26,1,699000.0,flat,sale,86.0,False,2,2,calle del Tesoro,Madrid,Madrid,Centro,es,40.4237438,-3.7064917,False,https://www.idealista.com/inmueble/108910160/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Malasaña-Universidad, en Madrid. La vivienda está ubicada en la 1 planta interior con ascensor. Dispone de una superficie total de 86 m², distribuidos en salón y comedor, cocina abierta, 2 dormitorios y 2 baños. Además, cuenta con ascensor, cocina amueblada, armarios empotrados y aire acondicionado. Situado en el barrio de Malasaña-Universidad, en la Calle Calle del Tesoro, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Palacio de Liria, el Teatro Real, el Palacio Real y los Jardines de Sabatini. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a las estaciones de metro Noviciado (L2) y Tribunal (L1 y L10). Agenda tu visita presencial y te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,8128.0,True,False,True,False,[],False,False,699000.0,€,,,,flat,"Malasaña-Universidad, Madrid",Piso en calle del Tesoro,Top,Malasaña-Universidad,,,,,
108440073,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e1/af/9d/1344925065.webp,CLK00/4982,26,2,410000.0,flat,sale,47.0,False,2,1,calle de Granada,Madrid,Madrid,Retiro,es,40.4063326,-3.6823617,False,https://www.idealista.com/inmueble/108440073/,"¡SOMOS PROPIETARIOS! Disfruta de todas las ventajas de comprar directamente a la propiedad. Clikalia presenta este piso ubicado en el barrio de Pacífico, en Madrid. La vivienda está ubicada en la 2 planta interior con ascensor. Dispone de una superficie total de 47 m², distribuidos en salón y comedor, cocina independiente equipada, 2 dormitorios y 1 baño. Además, cuenta con ascensor, cocina amueblada, aire acondicionado y accesibilidad para personas con movilidad reducida. Situado en el barrio de Pacífico, en la Calle Granada, cuenta con una ubicación que te permitirá estar cerca de todo lo que necesitas como el Centro Deportivo Municipal Daoiz y Velarde 1, el Parque de El Retiro y a estación de tren Madrid Puerta de Atocha-Almudena Grandes. A su vez, está próximo a supermercados, restaurantes, colegios, gimnasios, paradas de autobús y a la estación de metro Menéndez Pelayo (L1). Agenda tu visita, te acompañamos en todo el proceso. Llámanos de lunes a viernes de 9.00h a 20.00h. Las imágenes son ilustrativas, no vinculantes puesto que la vivienda está siendo completamente reformada y se representa por imágenes hiperrealistas sujetas a posibles modificaciones al estar el proyecto en fase de ejecución y obra, al igual que el plano de la vivienda.",True,good,False,True,8723.0,True,False,False,False,[],False,False,410000.0,€,,,,flat,"Pacífico, Madrid",Piso en calle de Granada,Top,Pacífico,,,,,
