propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,detailedType.subTypology,parkingSpace.parkingSpacePrice,newDevelopmentFinished
108332371,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e6/2e/44/1340961736.webp,30,bj,954900.0,flat,sale,189.0,True,3,3,calle Moreras,Madrid,Majadahonda,Zona Monte el Pilar,es,,40.4621147,-3.8614154,False,https://www.idealista.com/inmueble/108332371/,"Hogares Majadahonda Centro ofrece en exclusiva este increíble bajo reformado con jardín privado de 100 m² en una de las mejores urbanizaciones del Monte del Pilar. En el corazón de una de las urbanizaciones más exclusivas de Majadahonda, dentro del codiciado entorno natural del Monte del Pilar, se encuentra esta vivienda baja de 145 m² completamente reformada con materiales y acabados de primera categoría. Un hogar que equilibra diseño, confort y funcionalidad, rodeado de naturaleza y con todas las comodidades de una urbanización premium. Desde su entrada, esta propiedad enamora. Nos recibe un hall distribuidor, con acceso a las distintas estancias. La amplitud del salón principal, de casi 40 m², con acceso directo al jardín privado, crea una atmósfera de serenidad y luminosidad perfecta para el día a día o para recibir invitados. El jardín, de casi 100 m², ha sido diseñado para el disfrute durante todo el año: cuenta con césped sintético de alta calidad y dos toldos extensibles que ofrecen sombra en las horas más cálidas del verano. La cocina independiente, completamente equipada con electrodomésticos empotrados (incluyendo vinoteca, horno y microondas), cuenta además con una cómoda zona de office. Desde aquí se accede a una zona de colada exterior, con lavadora, secadora, fregadero y caldera de última generación, diseñada con criterio práctico y estético. La zona de descanso ofrece tres habitaciones amplias: •Dos habitaciones dobles, conectadas entre sí, comparten un baño completo de estilo moderno. •La suite principal se presenta como un verdadero refugio: gran dormitorio con salida al jardín, zona de vestidor que puede independizarse mediante una puerta corredera, y un baño privado que aporta intimidad y elegancia. Toda la vivienda cuenta con aire acondicionado por conducto, carpintería moderna, suelos de alta resistencia y una distribución fluida que invita a vivir con comodidad. Además, la propiedad incluye dos amplísimas plazas de garaje y un trastero de gran capacidad, todo ello incluido en el precio. La urbanización ofrece una calidad de vida excepcional, con portero 24 h, videovigilancia, piscina de adultos y otra infantil, amplias zonas verdes, dos pistas de pádel y área de juegos para niños. Todo ello colindante con el Parque del Monte del Pilar, un entorno natural inigualable para pasear, hacer deporte o simplemente desconectar. No dejes de visitar el que podría ser tu nuevo hogar, en un entorno de pura tranquilidad con todas las comodidades al alcance.  Gestionamos la venta de su vivienda encadenando todos los plazos de su compra y venta, contratos y documentación para la escritura pública. Lo asesoramos en la tramitación de su hipoteca. Consúltenos sin ningún compromiso. POSIBILIDAD DE HIPOTECA DE HASTA EL 100% SUJETO A ESTUDIO DE SOLVENCIA PREVIO.",True,good,False,True,5052.0,True,False,True,False,[],False,False,954900.0,€,flat,"Zona Monte el Pilar, Majadahonda",Piso en calle Moreras,Top,MC19/25,True,True,,,,,,
104352631,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0a/08/99/1317061875.webp,64,6,925000.0,penthouse,sale,74.0,True,2,1,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4290838,-3.6732812,False,https://www.idealista.com/inmueble/104352631/,"¡Descubre el ático de tus sueños en el prestigioso Barrio Salamanca! SE ENTREGA AMUEBLADO. Precio negociable de este encantador espacio muy luminoso de 66 m² útiles, ubicado en una finca de 1940, combina historia y modernidad a la perfección. Con 74 m² construidos, ofrece dos acogedores dormitorios y un baño con plato de ducha. La cocina abierta al salón crea un ambiente diáfano y luminoso, ideal para disfrutar de momentos inolvidables. Cuenta con todos los electrodomésticos imprescindibles incluyendo lavavajillas. La joya de este ático es su espectacular terraza de 16 m², perfecta para relajarse al aire libre mientras disfrutas de tus mejores momentos. La comodidad está garantizada con el aire acondicionado en el salón y los dos dormitorios, además de calefacción central con contadores individualizados y ventanas con doble cristal oscilobatientes que te aislarán del frío y del calor. El suelo del salón es de parquet. Los dos dormitorios están equipados con bonitos armarios blancos. Ubicado en la sexta planta de un edificio con ascensor, este ático está en buen estado y listo para convertirse en tu nuevo hogar. La comunidad es de 112€ e IBI del pasado año de 357€. La zona es conocida por su elegancia y seguridad, ofreciendo una amplia red de comunicación con metro y autobuses, así como una vibrante vida comercial y residencial.  Comunicación excelente a 6 minutos caminando de Calle Alcalá donde hay varias líneas de autobuses y a 3 minutos de la parada de Metro Lista (L4) y 8 minutos del Metro Goya. ¡No pierdas la oportunidad de vivir feliz en este exclusivo barrio! *En el precio de venta no están incluidos los gastos de compra (Impuesto de transmisiones patrimoniales / notaría -gestoría / registro/ intermediación inmobiliaria y/o financiera). Discover the attic of your dreams in the prestigious Salamanca Neighborhood! Negotiable price for this charming and bright space of 66 m² usable, located in a building from 1940, perfectly combining history and modernity. With a total built area of 74 m², it offers two cozy bedrooms and a bathroom with a shower. The open kitchen to the living room creates a spacious and luminous environment, ideal for enjoying unforgettable moments. It comes equipped with all essential appliances, including a dishwasher. The highlight of this attic is its spectacular 16 m² terrace, perfect for relaxing outdoors while enjoying your best moments. Comfort is guaranteed with air conditioning in the living room and both bedrooms, as well as central heating with individual meters and tilt-and-turn double-glazed windows that insulate you from cold and heat. The living room floor is parquet. Both bedrooms are furnished with beautiful white wardrobes. Located on the sixth floor of a building with an elevator, this attic is in good condition and ready to become your new home. The community fees are €112, and the previous year's property tax (IBI) was €357. The area is known for its elegance and safety, offering an extensive public transport network with metro and buses, as well as a vibrant commercial and residential life. Excellent communication just 6 minutes walking from Calle Alcalá where there are several bus lines, 3 minutes from the Lista Metro station (Line 4), and 8 minutes from Goya Metro station. Don’t miss the opportunity to live happily in this exclusive neighborhood! *The sale price does not include purchase costs (Property transfer tax / notary - management / registration / real estate and/or financial brokerage).",True,good,False,True,12500.0,True,False,True,True,[],False,False,925000.0,€,flat,"Goya, Madrid",Ático en calle de Don Ramón de la Cruz,Top,,,,,,,penthouse,,
108124357,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/91/e5/9b/1337580802.webp,66,3,320000.0,flat,sale,113.0,True,4,2,calle Hilados,Madrid,Torrejón de Ardoz,Sureste,es,,40.445205,-3.4607209,False,https://www.idealista.com/inmueble/108124357/,"¡Descubre tu nuevo hogar en Torrejón de Ardoz! Este amplio y luminoso piso en la zona de Parque Cataluña es la oportunidad que estabas esperando. Con una superficie construida de 113 m², cuenta con 4 dormitorios y 2 baños, cuenta perfectos para adaptarse a tus necesidades. Su orientación suroeste te permitirá disfrutar de unas vistas impresionantes desde su terraza de 16m2 al parque y de una gran luminosidad durante todo el día. El inmueble, se encuentra en un estado excelente y está preparado para el uso de personas con movilidad reducida, garantizando comodidad para todos. La calefacción de gas natural y con aire acondicionado aseguran un ambiente agradable en cualquier época del año. Además, el edificio cuenta con dos ascensores y una plaza de garaje disponible por 35.000 € adicionales, la plaza está situada en el mismo portal justo al lado del ascensor para subir a la vivienda para mayor comodidad. * OTRA SEGUNDA PLAZA DE GARAJE EN PARQUE EUROPA CUBIERTA 13.000 € No dejes pasar esta oportunidad única. *Este anuncio no es vinculante y puede contener errores. Se muestra a título informativo y no es contractual. *Honorarios incluidos en el precio *Gastos e impuestos no incluidos. Impuesto de Transmisiones Patrimoniales y actos jurídicos documentados: En la Comunidad de Madrid, 6% con carácter general. ¡Ven a visitarlo y enamórate de tu nuevo hogar!",False,good,False,True,2832.0,True,False,True,False,[],False,False,320000.0,€,flat,"Sureste, Torrejón de Ardoz",Piso en calle Hilados,Top,,True,False,,,,,35000.0,
107770095,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bb/5e/6a/1344287260.webp,53,,2180000.0,chalet,sale,749.0,,5,6,"paseo del Perú, 194 -200",Madrid,Ciudalcampo,,es,,40.6185597,-3.621172,True,https://www.idealista.com/inmueble/107770095/,"Xclusive Real Estate tiene el placer de presentarles esta espectacular residencia en Ciudalcampo, ubicada en una localización fantástica. Destaca por su extenso jardín, un oasis de tranquilidad ideal para relajarse y disfrutar al aire libre, con una elegante piscina y zona de barbacoa. Al entrar en la vivienda, una escalera redonda de doble altura se alza como elemento arquitectónico central, conectando las plantas con estilo y aportando un toque de distinción al diseño interior. El salón, distribuido en dos ambientes diferenciados, ofrece espacios versátiles para el entretenimiento y la convivencia familiar y tiene salida a la terraza y el jardín. El comedor independiente proporciona un ambiente formal, perfecto para celebraciones. La cocina, totalmente equipada y con un funcional office, se convierte en el corazón del hogar, ideal para comidas informales y momentos familiares. Junto a la cocina, se encuentra un amplio lavadero. La extensa terraza en la planta principal ofrece la posibilidad de crear un salón y comedor adicionales durante los meses de primavera, verano y otoño. Un dormitorio en suite brinda privacidad y comodidad, ideal para invitados o para evitar el uso de escaleras, un elegante aseo de invitados y multiples armarios en el distribuidor de entrada definen el espacio de la planta de entrada. La primera planta alberga cuatro dormitorios en suite, diseñados para ofrecer el máximo confort y privacidad. Los espaciosos armarios empotrados optimizan el almacenamiento. Desde cada dormitorio, el acceso a una terraza privada permite disfrutar de vistas panorámicas y momentos de tranquilidad al aire libre. El semisótano incluye un amplio garaje con capacidad para cuatro coches, proporcionando seguridad y comodidad. Además, cuenta con un gran salón con ventanas, un espacio versátil que puede adaptarse como sala de juegos, gimnasio o cine en casa, gracias a su amplitud y luminosidad. En el semisótano se encuentran tambien: un amplio trastero, el cuarto de uso para jardineria, el cuarto depuradora de piscina, y el cuarto de calderas.  La urbanización Ciudalcampo, situada entre San Sebastián de los Reyes y Colmenar Viejo, es una de las mejores zonas residenciales de Madrid, con vistas impresionantes de la sierra norte y acceso rápido desde el Km 28 de la N-1. La urbanización cuenta con el Colegio Internacional SEK y el Club Deportivo RACE, que ofrece actividades como golf, pádel, tenis, piscina, gimnasio, hípica y fútbol. Dispone también de servicio regular de autobuses hacia Madrid y dentro de la urbanización, así como un centro comercial cercano en Santo Domingo. La seguridad está garantizada con un sistema de cámaras, vallado perimetral y servicio de seguridad 24 horas, con patrullas de vigilancia y control de acceso en la entrada.  ref:202501004-FV.",False,good,False,,2911.0,True,False,True,False,[],False,False,2180000.0,€,chalet,Ciudalcampo,"Casa independiente en paseo del Perú, 194 -200",Top,202501004-FV,True,True,,,,independantHouse,,
108014725,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/41/f3/e1/1331244193.webp,32,1,509000.0,flat,sale,139.0,True,4,3,paseo Joaquin Ruiz Gimenez,Madrid,Torrelodones,Casco Antiguo,es,,40.5747047,-3.9250882,False,https://www.idealista.com/inmueble/108014725/,"Hogares Torrelodones - Agencia inmobiliaria de Torrelodones y Hoyo de Manzanares. Pone a su disposición, piso reformado en urbanización privada con ascensor, terraza y piscina. Destacar sus zonas comunes, con amplias zonas ajardinadas y parque infantil. Además de su excelente ubicación cercano a todos los servicios y accesibilidad inmediata autovía A-6.  El piso se distribuye en una sola planta: Hall entrada, amplia cocina con office, salón con terraza, 4 dormitorios y 3 cuartos de baño completos, uno de ellos en suite. (Paredes en liso) *Aprovecha nuestros servicios FINANCIEROS exclusivos y realiza un estudio personalizado. Gracias a nuestros acuerdos con las principales entidades bancarias, ofrecemos a nuestros clientes, un gran abanico de posibilidades con las mejores soluciones hipotecarias. * Visite nuestra oficina en c/ Carlos Picabea Nº6, Torrelodones (Madrid) para más información. Realizamos todas las gestiones a su medida, para la COMPRA-VENTA-ALQUILER de su actual o futuro Hogar.  - Torrelodones - Municipio del noroeste de la Comunidad de Madrid (España), situado a 29 kilómetros de Madrid. Por su localización entre la sierra de Guadarrama y el área metropolitana de la capital, está vinculado a dos comarcas madrileñas: la comarca agrícola de Guadarrama y la corona metropolitana de Madrid. Según datos oficiales de población cuenta con una población de 25 316 habitantes (INE 2024), distribuida en siete núcleos de población. Se encuentra a una altitud media de 845 m sobre el nivel del mar. Limita al norte con Hoyo de Manzanares, al este con Madrid a través del monte de El Pardo, al sur con Las Rozas de Madrid y al oeste con Galapagar. Los habitantes de este municipio se encuentran entre los de mayor renta per cápita de la Comunidad de Madrid. Los servicios, la hostelería y la construcción constituyen sus principales actividades económicas. El pueblo posee un interesante patrimonio artístico y natural y forma parte de dos rutas turísticas de la Comunidad de Madrid.  Una de ellas es la Ruta Imperial, que sigue parcialmente el camino histórico empleado en el siglo XVI por el rey Felipe II en sus desplazamientos desde la ciudad de Madrid hasta el Real Sitio de El Escorial. La otra es la Ruta por los Castillos, Fortalezas y Atalayas, a la que queda vinculada por la atalaya de Torrelodones, una torre-vigía de origen andalusí. En lo que respecta a sus valores ambientales, buena parte de su territorio está protegido a través del parque regional de la Cuenca Alta del Manzanares y del parque regional del Curso Medio del Río Guadarrama y su Entorno. En su término se encuentra el Casino Gran Madrid, inaugurado en 1981 y primero existente en la Comunidad de Madrid, de gran importancia en la economía local del municipio, al ser la primera gran empresa radicada en el mismo.",False,good,False,True,3662.0,True,False,True,False,[],False,False,509000.0,€,flat,"Casco Antiguo, Torrelodones",Piso en paseo Joaquin Ruiz Gimenez,Top,,,,,,,,,
106961753,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/45/f7/1300422231.webp,40,2,890000.0,flat,sale,74.0,False,1,2,calle del Conde de Aranda,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4201746,-3.6855212,False,https://www.idealista.com/inmueble/106961753/,"EN LA MEJOR ZONA DEL BARRIO DE SALAMANCA! Apartamento ideal como pied a terre en Madrid con piscina comunitaria y plaza de garaje de acceso directo, en inmejorable ubicación, junto al Retiro, la plaza de la Independencia y la calle Velázquez. Edificio con Vigilancia 24 horas! La vivienda se encuentra en una segunda planta con altura de tercero, ya que el edificio tiene una entreplanta. Es luminosa, con vistas a los jardines comunitarios y a la piscina, no da directamente a la calle, lo que es una ventaja, por la ausencia de ruidos. Actualmente está distribuida en hall de entrada con aseo de cortesía y un gran armario gabanero, cocina independiente completamente equipada, amplio salón-comedor con una gran ventana al exterior y un dormitorio con el cuarto de baño en suite. Tiene puerta de seguridad, calefacción central por bomba de frío/calor y suelo de madera natural.  Se encuentra en un edificio moderno, pero señorial, con servicio de portería y vigilante nocturno 7 días a la semana, 24 horas al día, con jardín y piscina comunitarios y garaje de acceso directo. La plaza de garaje no está incluida en el precio y es una finca independiente, por lo que se puede comprar el piso con o sin garaje.",False,renew,False,True,12027.0,True,False,True,True,[],False,False,890000.0,€,flat,"Recoletos, Madrid",Piso en calle del Conde de Aranda,Top,ES267,True,False,,,,,75000.0,
108720886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a3/b9/7e/1353138553.webp,59,,2300000.0,chalet,sale,460.0,,6,4,Barrio Montealina,Madrid,Pozuelo de Alarcón,Urbanizaciones,es,Montealina,40.4379179,-3.8499358,False,https://www.idealista.com/inmueble/108720886/,"InmoElite presenta PRECIOSO CHALET INDEPENDIENTE situado en la prestigiosa urbanización de Montealina, en Pozuelo de Alarcón. Descubre este excepcional chalet independiente de 460 m² construidos y 1.600m² de parcela ideal para familias que valoran la amplitud, la comodidad y la conexión con la naturaleza, así como la seguridad. Este inmueble cuenta con un diseño agradable y funcional, distribuyéndose en dos alturas y ofreciendo un total de 6 amplias habitaciones, lo que permite crear espacios cómodos tanto para la vida cotidiana como para el descanso.  En la planta baja nos encontramos con un impresionante salón de 80m² con chimenea, una zona de comedor independiente, cocina con office, dormitorio y cuarto de baño. Desde el salón salimos a un bonito porche totalmente cerrado con zona de barbacoa con salida directa al jardín y zona de piscina. En la misma planta nos encontramos con un amplio garaje para varios vehículos, dormitorio de servicio y trastero. Desde el mismo accedemos a una buhardilla independiente ideal para un gimnasio o zona de ocio. En planta primera, encontramos 4 dormitorios dobles, uno de ellos con una bonita terraza con vistas al jardín y dos cuartos de baño que dan servicio a estas estancias. A continuación, la suite con terraza privada, amplios armarios y cuarto de baño con ducha. El jardín es el verdadero paraíso del hogar. Con zonas verdes muy cuidadas y piscina privada se convierte en el sitio ideal para tus celebraciones y días de descanso. Además, la propiedad ofrece acceso a zonas comunes que incluyen pistas de pádel y tenis, perfectas para mantenerte activo y socializar con vecinos. La ubicación es una de las más destacadas de Pozuelo de Alarcón, donde la seguridad y tranquilidad se combina con la facilidad de acceso a servicios clave como prestigiosos colegios, centros comerciales y transportes públicos. Además, la proximidad a Madrid garantiza una conexión rápida, permitiéndote disfrutar de lo mejor de ambos mundos: la calma de la vida suburbana y el dinamismo de la capital. No pierdas la oportunidad de visitar este espectacular chalet. En InmoElite Propiedades, estamos aquí para brindarte toda la información que necesites y a acompañarte a visitar tu nuevo hogar.",False,good,False,,5000.0,True,False,True,False,[],False,False,2300000.0,€,chalet,"Montealina, Pozuelo de Alarcón",Casa independiente,Top,2927,True,True,,,,independantHouse,,
108850806,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/27/3e/24/1356962207.webp,21,3,299900.0,penthouse,sale,85.0,True,2,2,"calle Dolores Castillejo Duquesa de Almenara, 8",Madrid,Arroyomolinos,La Cárcaba - El Encinar - Montemolinos,es,,40.2668616,-3.9197903,True,https://www.idealista.com/inmueble/108850806/,"Agencia inmobiliaria en Arroyomolinos INMOBILIARIA HOGARES ARROYOMOLINOS VENDE ESPECTACULAR ÁTICO CON DOS TERRAZAS Y DOS PLAZAS DE GARAJE EN PLENO CENTRO DE ARROYOMOLINOS.  Te presentamos esta fantástica oportunidad de vivir en uno de los áticos más completos de Arroyomolinos, ubicado en la mejor zona del municipio, con todos los servicios al alcance de la mano: transporte público, supermercados, colegios, zonas verdes y comercios de proximidad. La vivienda, ideal tanto para parejas como para pequeñas familias, destaca por su doble orientación y dos terrazas privadas que ofrecen múltiples posibilidades: zona de relax, comedor al aire libre o espacio para disfrutar con amigos y familia. Una de las terrazas tiene acceso directo desde la cocina, perfecta para desayunos al sol o cenas al aire libre, mientras que la otra se abre desde el salón-comedor, aportando luminosidad y un ambiente acogedor durante todo el día. El ático se distribuye de forma funcional y cómoda. Al acceder, encontramos un recibidor que da paso a una cocina independiente, luminosa y muy práctica, con salida directa a una de las terrazas. El salón-comedor es amplio y acogedor, con aire acondicionado y acceso a la segunda terraza, ideal para desconectar o disfrutar del buen tiempo. Cuenta con dos dormitorios, ambos con armarios empotrados. El dormitorio principal dispone de baño en suite, mientras que el segundo baño completo da servicio al dormitorio secundario. Incluye dos plazas de garaje en la misma finca, lo que añade un valor extra a esta magnífica propiedad. Una vivienda lista para entrar a vivir, con gran luz natural y una ubicación inmejorable en el centro del municipio. ¡No dejes pasar esta oportunidad única y ven a conocer tu futuro hogar!",True,good,False,True,3528.0,True,True,False,False,[],False,False,299900.0,€,flat,"La Cárcaba - El Encinar - Montemolinos, Arroyomolinos","Ático en calle Dolores Castillejo Duquesa de Almenara, 8",Top,,True,True,314900.0,15000.0,5.0,penthouse,,
108587908,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ff/0f/fd/1349429556.webp,32,2,1235000.0,flat,sale,140.0,True,3,2,calle de Fomento,Madrid,Madrid,Centro,es,Palacio,40.4204287,-3.711787,False,https://www.idealista.com/inmueble/108587908/,"El equipo de ABRIL20 y toda su experiencia de vida, tiene el encargo de gestionar la venta de este piso situado a 2 minutos de la Plaza de España de Madrid, completamente reformado, moderno, conservando detalles originales, con techos altos, chimenea y elegante cocina con alta gama en todos sus elementos y plaza de garaje! Situado en un edificio de 1874 reformado en 1910, perfectamente conservado, que destaca en la calle sobre el resto sin discusión y al acceder observamos como ha mantenido la grandeza con la que fue construido. Techos altos, patio al final del hall de acceso y una escalera protegida e inmaculadamente mantenida. De igual manera, la puerta de acceso a la vivienda es majestuosa y ya anuncia cómo será la vivienda. Sus 124 m2 útiles están distribuidos en 3 dormitorios uno de ellos en suite, otro con balcón a la calle principal y vestidor, dos baños completos uno con bañera y otro con ducha, una cocina independiente con zona office, salón comedor al que inundan de luz dos amplios balcones con elegante cerrajería doble acristalamiento con ancho climalit, persianas exteriores y venecianas en el interior.  ****** se vende amueblado******** Todo en esta vivienda está diseñado con gusto, cariño y calidad. El equipo de ABRIL20 quiere destacar algunos detalles distintivos que aportan singularidad a este inmueble, además de la privilegiada ubicación en el centro de la ciudad pero al mismo tiempo con privacidad al encontrarse en una calle sin bares, restaurantes o comercios y además de estar integrado en un edificio que resuma señorío, destacamos que dispone de plaza de garaje en la Plaza de Oriente, como punto importante y valioso en esta zona céntrica de Madrid, junto a la altura de los techos, los tres balcones, la exquisita cocina muy actual en blanco y negro con sillas mostaza, la coqueta chimenea, el maravilloso suelo de madera absolutamente perfecto, acogedor, distinguido y el maravilloso vestidor! Aunque actualmente está usado como biblioteca, es el deseo íntimo confesable de toda persona a la que le guste el bien vestir y el orden.  Las paredes son lisas pintadas en blanco con elegantes molduras en techos, las puertas blancas, la grifería Roca y el dormitorio exterior separado del salón comedor con una puerta doble corredera de forma que puede convertir la habitación en parte del salón, en un despacho o sala de estar unida y separada a la vez. El equipo de ABRIL20 recomienda visitar esta vivienda que no dejará indiferente a nadie. IBI: 668,15€ Cuota comunidad: 137€ Gasto medio mensual luz:.€ Gasto medio mensual gas:.€.",True,good,False,True,8821.0,True,False,True,False,[],False,False,1235000.0,€,flat,"Palacio, Madrid",Piso en calle de Fomento,Top,260-VNT01,True,True,,,,,,
108349336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f0/e9/66/1342466782.webp,56,,559000.0,chalet,sale,150.0,,4,3,Sur,Madrid,Móstoles,Sur,es,,40.3041438,-3.8626749,False,https://www.idealista.com/inmueble/108349336/,"¡SIN COMISION DE AGENCIA! Amplio, cómodo y luminoso chalet adosado ubicado en una zona residencial consolidad en el PAU4 de Mostoles, en una calle secundaria con poco transito y mucha tranquilidad, pero con todos los servicios y necesidades a mano. El chalet con orientación suroeste, tiene 148m construidos mas 38m de buhardilla diáfana preparada para habilitar terminarla y habilitar el acceso, lo que da muchas posibilidades a la vivienda y un valor agregado del que no disponen otras viviendas de la zona. La parcela tiene 167m en total, con un agradable patio solado delantero de 12m y un maravillosos jardín con césped artificial de 70m, en el que pasar momentos únicos y poder decidir como quieres habilitar tu patio privado, pudiendo hacer, si se quiere, piscina privada. La vivienda es muy cómoda, tiene 2 plazas de garaje en linea, puerta acristalada en la entrada previa a la puerta de acceso principal, cocina amueblada con despensa, aseo y salón de 22m con aire acondicionado y salida directa sin peldaños a la parcela. En la primera planta se ubican los 4 dormitorios, siendo el principal tipo suite de 11m mas el baño y un balcón/terraza, y las 3 habitaciones secundarias de dimensiones cómodas que oscilan entre los 9m y los 11m. Comparten un cuarto de baño con ventana y plato de ducha. La vivienda tiene esta recién pintada en liso, tiene mosquiteras, rejas en la planta baja y primera en fachada a la calle, aire acondicionado con bomba de calor en salón y habitación principal, puerta de garaje automática, paneles solares y acumulador de agua caliente, pergola en el patio trasero y toldos, y muebles y mampara en los baños. ¡No lo dudes mas y ven a enamorarte de tu futura vivienda! [IW].",True,good,False,,3727.0,True,False,True,True,[],False,False,559000.0,€,chalet,"Sur, Móstoles",Chalet adosado,Top,3981,True,True,,,,terracedHouse,,
107740149,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/c4/8c/1329605315.webp,39,5,595000.0,penthouse,sale,223.0,True,3,2,calle Lago Enol,Madrid,Rivas-Vaciamadrid,Casco Histórico,es,,40.3281208,-3.5060675,False,https://www.idealista.com/inmueble/107740149/,"ÁTICO de 3 HABITACIONES y gran TERRAZA con vistas al Parque Regional del Sureste.    Una vivienda única en una ubicación privilegiada, ideal para familias. Una excelente elección para quien busca amplitud, comodidad y luz natural. Con una gran terraza en plena naturaleza. Si quieres disfrutar de un hogar amplio, elegante y con tranquilidad, no dudes en visitar este ático de 3 habitaciones en Rivas Vaciamadrid con todos los servicios necesarios. Accedemos a la vivienda por un bonito hall que da acceso a la cocina de gran tamaño y totalmente amueblada. El salón es muy amplio y luminoso luminoso salón con acceso a la joya de esta propiedad, su gran terraza de la cual una parte está completamente acristalada para poder utilizarla en cualquier época del año. También dispone de un altillo de madera con mucha capacidad de almacenaje. A través del pasillo podemos recorrer sus tres habitaciones y dos baños completos. La habitación principal, además, con zona de vestidor y paso también a la terraza con vistas.  Este ático no solo ofrece comodidad en su interior, sino también en su entorno. Ubicado en una urbanización cerrada con portero físico, cuenta con una plaza de garaje incluida en el precio, piscina para niños y adultos, y acceso a parques y zonas verdes. Además, la calefacción individual por gas natural y el aire acondicionado garantizan una temperatura perfecta en cualquier estación.  ADEMAS HAY QUE DESTACAR: - Piscina comunitaria y zona de solárium. - Una plaza de garaje incluida en el precio. - Terraza de 60 metros cuadrados con vistas inmejorables. - Suelo de madera en forma de espiga. - Paredes lisas. - Molduras en el salón. - Cocina completamente amueblada. Es una vivienda ideal para que tú y tu familia podáis crear recuerdos imborrables. No pierdas esta gran oportunidad y ponte en contacto con Viva Home para hacer una visita a la casa de tus sueños. Te esperamos. NO DUDES EN VISITARLO. Es lo que estás buscando. ¡Pero aún hay más! Con VIVAHOME no solo te ofrecemos esta magnífica vivienda, sino también una excepcional variedad de servicios adicionales para compradores y propietarios. Con VIVAHOME estas en buenas manos. ¿Necesitas vender para comprar? ¿Estás vendiendo tú piso con hipoteca?, nosotros te ayudamos en todo. Desde la compra de tu casa hasta la coordinación con la venta de tu piso o la gestión de herencias y divorcios. Nuestro equipo profesional está aquí para asesorarte y hacer que todo sea más fácil. No pierdas esta oportunidad única de vivir donde más te gusta. Contáctanos hoy mismo para ampliar la información o para programar una visita. ¡Recibe un trato personal en nuestra oficina! (Atendemos en toda la Comunidad de Madrid) SACAMOS EL MEJOR PARTIDO A TU PRESUPUESTO. Pregúntanos por nuestro exclusivo Servicio Integral de Proyecto y Reformas, una solución profesional llave en mano.",True,good,False,True,2668.0,True,False,True,False,[],False,False,595000.0,€,flat,"Casco Histórico, Rivas-Vaciamadrid",Ático en calle Lago Enol,Top,ÀTI_8727,True,True,,,,penthouse,,
