propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology
108216194,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/d7/b3/1358960228.webp,TIPO 2 - 2ª,8,2,313850.0,flat,sale,78.0,True,2,2,"Calle Maricara, 13",Madrid,Madrid,Villaverde,es,Butarque,40.3391902,-3.6789711,True,https://www.idealista.com/obra-nueva/108216194/,"Mirador de Villaverde es un proyecto único de 27 viviendas en PROMOCION DIRECTA.  PRECIO CERRADO, NO COOPERATIVA Cuenta con LICENCIA DE OBRAS.  Se trata de un conjunto residencial de diseño elegante y moderno formado por 27 viviendas de 2 DORMITORIOS y 2 baños, con PLAZA DE GARAJE y TRASTERO incluidos en el precio.  CERCANIA AL CENTRO DE MADRID: a tan sólo 20 minutos de la estación de Atocha en transporte público y a 15 minutos de la Plaza de Legazpi. Mirador de Villaverde ofrece ESPACIOS COMUNES ÚNICOS diseñados para el disfrute, un oasis que invita a la tranquilidad en el que disfrutarán de:  -Piscina. -Sala comunitaria. -Zona independiente para el estacionamiento de bicicletas. -Distintos ambientes en las zonas ajardinadas. -Videoportero y dos ascensores con acceso a todas las plantas -La iluminación de las zonas comunes estará dotada de sensores de presencia que garantizarán un consumo eficiente. -Preinstalación de recarga de coches eléctricos en las plazas de garaje. Las viviendas contarán con ALTA EFICIENCIA ENERGÉTICA gracias al aislamiento de la envolvente del edificio y al innovador y eficiente sistema de climatización y agua caliente mediante AEROTERMIA INDIVIDUAL.  La promoción se encuentra en una ubicación inmejorable en la zona nueva de Butarque, un barrio joven en plena expansión en el que disfrutar de un entorno natural ideal para el paseo y el deporte al aire libre, con todo tipo de servicios a su alcance (colegios, comercios, centro de salud, parques, etc. ).  El barrio de Butarque cuenta con fantásticas conexiones por carretera y transporte público con el centro de Madrid. Mirador de Villaverde además está sito junto a varias paradas de autobús, a tan sólo 10 minutos de la estación de cercanías de la línea C3 y próxima a las principales carreteras que conectan el barrio de Butaque con Madrid Centro (M40, M30 y A4).",False,newdevelopment,True,True,4024.0,True,False,False,False,[],False,False,313850.0,€,flat,"Butarque, Madrid","Piso en Calle Maricara, 13",,,,False,True,True,
108369977,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/41/41/1366110199.webp,,8,6,1390000.0,penthouse,sale,131.0,True,3,2,"Juan de Vera, 13",Madrid,Madrid,Arganzuela,es,Delicias,40.396215,-3.6930325,True,https://www.idealista.com/obra-nueva/108369977/,"¡Tu hogar perfecto en el corazón de Madrid! CON DOS PLAZAS DE GARAJE Bienvenido a tu nuevo hogar en una de las zonas más tranquilas y familiares de Delicias. Desde Lasabia Living, presentamos nuestra exclusiva promoción de Obra Nueva, con 65 impresionantes viviendas de 1, 2 y 3 dormitorios diseñadas para ofrecerte el máximo confort y calidad de vida. Un concepto de diseño propio de Lasabia Living, que apuesta por la calidez del hogar, la calidad de la materialidad, la iluminación natural con grandes ventanales y la funcionalidad de espacios para crear viviendas que cumplirán con todas tus necesidades. Características principales: -Viviendas luminosas y funcionales con acabados de calidad, muchas de ellas con terrazas privativas. -Áticos con impresionantes terrazas. -Piscina y solarium en la azotea con espectaculares vistas para disfrutar de momentos de relax y diversión en familia. -Garaje privado para tu comodidad y seguridad. -Gimnasio equipado con varias zonas para mantenerte en forma sin salir de casa. -Amplio lobby de acceso con espacio de co-working y patios ajardinados comunes creando pequeños oasis verdes. -Trastero incluido para almacenamiento adicional. Ubicación privilegiada: Dentro del cada vez más cotizado Barrio de Delicias y situada en una zona tranquila y apacible, nuestra promoción ofrece el equilibrio perfecto entre la vida urbana y la serenidad familiar. Con excelentes conexiones de transporte público y cercanía a parques, colegios y servicios básicos, aquí encontrarás todo lo que necesitas para disfrutar de una vida plena y confortable. ¡No pierdas la oportunidad de formar parte de esta exclusiva comunidad! Contacta con nosotros y reserva una visita para poder conocer todos los detalles de tu futuro hogar.",False,,True,True,10611.0,True,False,False,False,[],False,False,1390000.0,€,flat,"Delicias, Madrid","Ático en Juan de Vera, 13",,,,False,True,True,penthouse
108819525,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ab/6a/e7/1356065677.webp,2110/21100022/223,29,5,344000.0,flat,sale,75.0,True,2,2,Barrio Pau de Carabanchel,Madrid,Madrid,Carabanchel,es,Pau de Carabanchel,40.3731368,-3.7398305,False,https://www.idealista.com/inmueble/108819525/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 2 baños. Se encuentra en la planta 5 de un edificio residencial y cuenta con ascensor, garaje, piscina, trastero y armarios empotrados.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción individual.  Se encuentra ubicado en Buena Vista, Carabanchel (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es San Francisco y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Plaza de los Navarros y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 570 metros, existen 3 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar un banco, una lavandería, una oficina de correos, una comisaría de policía.  La zona cuenta con una amplia oferta de entretenimiento con 8 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Avenida de los Poblados y la Calle de Joaquin Turina. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 22/01/2031 Renta mensual actual: 1.074€ Rentabilidad estimada: 3.7% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,True,4587.0,True,False,True,False,[],False,False,344000.0,€,flat,"Pau de Carabanchel, Madrid",Piso,,,,,True,True,
109214255,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/28/05/1367659766.webp,L999-25,10,8,277000.0,flat,sale,80.0,True,3,1,Barrio Zarzaquemada,Madrid,Leganés,Zarzaquemada,es,Zarzaquemada,40.3305717,-3.7467013,False,https://www.idealista.com/inmueble/109214255/,"Exclusivas Romero comercializa en Exclusiva vivienda en el barrio de Zarzaquemada, Leganés. El inmueble se encuentra en una 7ª planta, cuenta con una superficie de 80m2 y se distribuye de la siguiente manera: Hall de entrada, cocina amueblada, salón-comedor con acceso a terraza, pasillo distribuidor, cuarto de baño y tres dormitorios. Vivienda en muy buen estado, exterior, muy luminosa y con unas excelentes vistas despejadas. Vivienda muy bien ubicada con todos los servicios a un paso (Centro de salud, farmacias, supermercados, etc…) y comunicada con autobuses, Cercanías Renfe y metrosur. Llame e infórmese!",False,good,False,True,3463.0,False,False,False,False,[],False,False,277000.0,€,flat,"Zarzaquemada, Leganés",Piso,,,,,,,
107991170,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/2e/0e/1330455615.webp,,8,,549000.0,chalet,sale,265.0,,3,3,"Lago Ontario, 34",Madrid,Moralzarzal,Zona Los Lagos,es,,40.6708769,-3.9724082,True,https://www.idealista.com/obra-nueva/107991170/,"VILA LAGO ONTARIO - Elegante y luminosa vivienda unifamiliar, proyectada sobre una parcela individual y ubicada en una de las mejores zonas de Moralzarzal, a tan solo unos minutos a pie de excelentes colegios, parques, rutas de senderismo, naturaleza y todos los servicios, incluidos transporte público, comercios y centros de salud. Diseñada en una sola planta, la vivienda destaca por su distribución funcional, materiales de alta calidad y una cuidada integración con el entorno. Los techos altos en cocina y salón aportan amplitud y elegancia, mientras que las grandes ventanas inundan las estancias de luz natural.  Integrada en un entorno residencial consolidado, ofrece ambiente tranquilo y reservado, perfecto para quienes valoran el equilibrio entre confort, conexión con la naturaleza y calidad. Fecha de entrega en mayo 2026. La obra está ahora en fase de estructura, por lo que, de momento, admite cambio de distribución. Chalet independiente de 265 m2 construidos, en parcela de 523 m2. 3 dormitorios 2 baños 1 aseo Salón con chimenea Cocina open concept Lavandería Terraza perimetral Garaje con pérgola Aerotermia Domótica Preinstalación de punto de carga VE y placas solares Paisajismo de entrada y pasillo lateral derecho incluido Piscina opcional (no incluida en el precio).",False,newdevelopment,True,,2072.0,True,False,False,False,[],False,False,549000.0,€,chalet,"Zona Los Lagos, Moralzarzal","Casa independiente en Lago Ontario, 34",,,,False,True,True,independantHouse
108746303,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f2/ff/77/1314059846.webp,,2,,200500.0,flat,sale,99.0,True,3,2,"PL SR-5 ensanche Sur 4, 1",Madrid,Brunete,,es,,40.4010625,-3.9835625,True,https://www.idealista.com/obra-nueva/108746303/,"¡Hola! Tenemos algo emocionante que compartir contigo. ¿Sabías que pronto en Brunete comenzaremos con nuestro nuevo proyecto en régimen de cooperativa NICEURBAN Brunete? Pues sí, ¡es una realidad! , desde Consultores Urbanísticos, estamos muy contentos de haber adquirido suelo en el SR5 de Brunete para desarrollar viviendas en altura a través de nuestra marca NICEURBAN. Te brindamos la oportunidad de ser parte de nuestros proyectos en régimen de cooperativa, con amplios pisos que cuentan con terrazas y espectaculares zonas comunes. ¿Y por qué elegir NICEURBAN? Porque en Consultores Urbanísticos diseñamos proyectos para personas, sin imponer necesidades, adaptando cada hogar a quienes vivirán en él. Como Ana y Mario, que buscaban más que una casa; deseaban un espacio donde su hijo pudiera crecer rodeado de luz y naturaleza. Encontraron en Nice urban Cerro del Baile un bajo con dos jardines: uno principal exterior y otro seguro, mirando hacia dentro de la urbanización privada, donde su pequeño podrá jugar en un entorno protegido mientras ellos disfrutan de una tarde con amigos en el jardín principal. Al igual que Ana y Mario, muchas personas y familias han confiado en nosotros a lo largo de los años para hacer realidad sus proyectos de vida. Quizá tú seas el próximo.  No esperes más, llámanos o escríbenos para mantenerte informado sobre nuestro próximo lanzamiento en Brunete. ¡Sé el primero en enterarte y quién sabe, tal vez encuentres tu próxima casa y el lugar ideal para formar tu hogar!  IVA no incluido.",False,newdevelopment,True,True,2025.0,True,False,False,False,[],False,False,200500.0,€,flat,Brunete,"Piso en Pl Sr-5 ensanche Sur 4, 1",,,,False,,,
108922893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/66/48/e3/1359043296.webp,2201/22010039/258,35,3,561000.0,flat,sale,124.0,True,3,1,Barrio Simancas,Madrid,Madrid,San Blas,es,Simancas,40.4335057,-3.6213267,False,https://www.idealista.com/inmueble/108922893/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 3 de un edificio residencial y cuenta con ascensor, piscina, trastero y aire acondicionado.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Simancas, San Blas (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Torre Arias y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es San Romualdo-Cronos y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, existen 2 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 3 bancos, una lavandería, una oficina de correos.  La zona cuenta con una amplia oferta de entretenimiento con 5 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Plaza de Eisenhower, Avenida de Arcentales y la Calle de San Romualdo. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 24/03/2029 Renta mensual actual: 1.477€ Rentabilidad estimada: 3.2% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,4524.0,True,False,True,False,[],False,False,561000.0,€,flat,"Simancas, Madrid",Piso,,,,,,,
108445919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/12/6b/6c/1345108554.webp,2201/22010002/1,32,2,198000.0,flat,sale,86.0,True,3,1,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4849105,-3.3559106,False,https://www.idealista.com/inmueble/108445919/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 3 dormitorios y 1 baño. Se encuentra en la planta 2 de un edificio residencial.  La vivienda se distribuye en 3 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Juan de Austria, Noreste de Alcala de Henares. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Avenida de Valladolid y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 610 metros, existen 4 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 260 metros. Además, a menos de 500 metros también puedes encontrar 7 supermercados, 9 bancos, una lavandería.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, 7 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la A-2, Via Complutense y la Carretera Alcala-Loeches. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 28/08/2029 Renta mensual actual: 844€ Rentabilidad estimada: 5.1% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,2302.0,True,False,True,False,[],False,False,198000.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso,,,,,,,
108446159,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/46/04/1345115050.webp,2201/22010007/3,29,3,194500.0,flat,sale,90.0,True,2,1,Nuevo Aranjuez-Ciudad de las Artes,Madrid,Aranjuez,Nuevo Aranjuez-Ciudad de las Artes,es,,40.0296666,-3.5979919,False,https://www.idealista.com/inmueble/108446159/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 3 de un edificio residencial y cuenta con trastero.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Este, Aranjuez. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Estacion de autobuses y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Calle Foso-AhorraMas y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, la farmacia más cercana se encuentra a 220 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 6 supermercados, un banco.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, 7 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Radial 4 y la Carrera de Andalucia. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 27/02/2030 Renta mensual actual: 728€ Rentabilidad estimada: 4.5% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,False,2161.0,True,False,True,False,[],False,False,194500.0,€,flat,"Nuevo Aranjuez-Ciudad de las Artes, Aranjuez",Piso,,,,,,,
108445889,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/33/16/1345106764.webp,2201/22010007/2,27,1,198000.0,flat,sale,103.0,True,1,1,Centro,Madrid,Aranjuez,Centro,es,,40.0292299,-3.5998231,False,https://www.idealista.com/inmueble/108445889/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 1 dormitorio y 1 baño. Se encuentra en la planta 1 de un edificio residencial y cuenta con ascensor.  La vivienda se distribuye en 1 dormitorio, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Este, Aranjuez. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Estacion de autobuses y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Calle Foso 53 y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 20 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, la farmacia más cercana se encuentra a 160 metros, el colegio más cercano se encuentra a 190 metros. Además, a menos de 500 metros también puedes encontrar 6 supermercados, 16 bancos.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, un teatro, 4 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Radial 4 y la Carrera de Andalucia. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 21/04/2029 Renta mensual actual: 639€ Rentabilidad estimada: 3.9% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S. L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento. "".",True,good,False,True,1922.0,True,False,True,False,[],False,False,198000.0,€,flat,"Centro, Aranjuez",Piso,,,,,,,
108445750,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/d7/d0/1345102066.webp,2110/21100022/299,37,5,209000.0,flat,sale,76.0,True,2,1,Barrio Aluche,Madrid,Madrid,Latina,es,Aluche,40.390869,-3.7587516,False,https://www.idealista.com/inmueble/108445750/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta 5 de un edificio residencial y cuenta con terraza y armarios empotrados.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. dispone de calefacción central.  Se encuentra ubicado en Aluche, Latina (Suroeste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Aluche y se encuentra a menos de 20 minutos andando. La parada de autobús más cercana es Camarena-Illescas y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 550 metros, existen 6 farmacias a menos de 300 metros, el colegio más cercano se encuentra a 250 metros. Además, a menos de 500 metros también puedes encontrar 2 supermercados, 6 bancos, 4 lavanderías.  La zona cuenta con una amplia oferta de entretenimiento con una biblioteca, un gimnasio, 2 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovia del Suroeste, Avenida de los Poblados y la Glorieta de Los Carmenes. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 02/10/2030 Renta mensual actual: 874€ Rentabilidad estimada: 5.0% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,False,2750.0,True,False,True,False,[],False,False,209000.0,€,flat,"Aluche, Madrid",Piso,,,,,,,
108801828,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d3/f1/70/1355555979.webp,2C,6,2,413000.0,flat,sale,119.0,True,3,2,"calle Girasoles, 67",Madrid,Fuenlabrada,Universidad - Hospital,es,,40.2923704,-3.8261068,True,https://www.idealista.com/obra-nueva/108801828/,"Promoción formada por viviendas de 3 dormitorios, áticos dúplex con grandes terrazas, bajos con terraza y piscina. Las viviendas están diseñadas para ofrecer la máxima calidad de vida, y aprovechar al máximo la luz natural, cuenta con acabados de alta calidad, cocinas modernas e incluyen un trastero y una plaza de garaje.  Ubicación privilegiada en la ampliación de Fuenlabrada, en la zona de nueva construcción denominada Barrio del Vivero. Cuenta con buena conexión con transporte público, zonas verdes, supermercados, colegios y todos los servicios que se puedan necesitar para la vida diaria, ofreciendo una calidad de vida que nada hace recordar a los centros urbanos. Una excelente oportunidad de vivir en Fuenlabrada.",False,newdevelopment,True,True,3471.0,True,False,False,False,[],False,False,413000.0,€,flat,"Universidad - Hospital, Fuenlabrada","Piso en calle Girasoles, 67",,,,False,True,True,
108817711,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3b/c0/cf/1356010600.webp,2110/21100022/147,30,bj,264000.0,flat,sale,72.0,True,2,1,Barrio Moscardó,Madrid,Madrid,Usera,es,Moscardó,40.3884727,-3.6992848,False,https://www.idealista.com/inmueble/108817711/,"""VIVIENDA ALQUILADA, IDEAL PARA INVERSORES  Excelente piso de 2 dormitorios y 1 baño. Se encuentra en la planta baja de un edificio residencial y cuenta con ascensor, terraza, trastero, armarios empotrados y aire acondicionado.  La vivienda se distribuye en 2 dormitorios, salón-comedor, cocina independiente, equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias.  Se encuentra ubicado en Moscardo, Usera (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Almendrales y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Marcelo Usera-Gta. de Cadiz y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.   En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 510 metros, existen 6 farmacias a menos de 300 metros, existen 3 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 5 supermercados, 6 bancos.  La zona cuenta con una amplia oferta de entretenimiento con un teatro, 8 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 2 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Glorieta de Cadiz y la Calle de Marcelo Usera. La vivienda se encuentra actualmente alquilada a precio de mercado, con inquilinos solventes que cuentan con empleo fijo y nómina, abonando la renta de manera puntual y regular. Detalles del contrato: Vencimiento del contrato: 25/08/2029 Renta mensual actual: 959€ Rentabilidad estimada: 4.4% Además de ofrecerte la compra de un activo en rentabilidad, ponemos a tu disposición un servicio de gestión inmobiliaria que te ayudará a optimizar tu inversión. Si estás interesado, no dudes en ponerte en contacto con nosotros a través de la web de Alquizen que pertenece a PROMONTORIA MACC RESIDENCIAL, S.L. Estaremos encantados de enviarte información adicional tanto sobre el activo como sobre los servicios mencionados. *Importante: Dado que la propiedad está alquilada, no es posible realizar visitas en este momento."".",True,good,False,True,3667.0,True,False,True,False,[],False,False,264000.0,€,flat,"Moscardó, Madrid",Piso,,,,,,,
