propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,floor,exterior,hasLift,neighborhood,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice,newDevelopmentFinished
109134922,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/43/98/47/1365377007.webp,,41,245000.0,flat,sale,86.0,2,1,AV FRANCFORT,Madrid,Coslada,es,40.4219193,-3.5384521,False,https://www.idealista.com/inmueble/109134922/,"MONAGO Consultores vende en exclusiva este bonito y luminoso piso en Coslada. La vivienda se encuentra en un piso 9, de ahí las magnificas vistas que tiene desde cualquier ventana. Muchas horas de luz y una ventilación cruzada maravillosa. Se distribuye en: Hall recibidor amplio con armario en el centro, a la izquierda el salón amplio y muy luminoso. En origen el piso tenía 3 dormitorios, hace unos años fue reformado y se eliminó uno de ellos dando mas amplitud al mismo. La electricidad y la fontanería se actualizaron con la reforma. Doble ventana en todo el espacio, salida a la terraza con puerta de pvc climalit, aire acondicionado y 3 ventanales que llenan de luz la estancia. Saliendo del salón de frente la cocina, totalmente equipada, luminosa, amplia y con acceso a la segunda terraza. La caldera esta recién cambiada, prácticamente nueva. Volvemos al hall y a la derecha encontramos un baño elegante y funcional con plato de ducha y mampara, totalmente reformado con ventana de climalit a la terraza trasera. Saliendo a la derecha del baño la primera habitación, orientación norte doble ventana, aire acondicionado y toma tv. Tiene un armario empotrado hecho a medida en un estado de conservación óptimo. A la derecha el dormitorio principal, con orientación sur, doble ventana, aire acondicionado y también dispone de armario empotrado hecho a medida con espejos y totalmente vestido en el interior. La vivienda está ubicada en un barrio tranquilo, con mucha vida y con todo lo que necesitas para tu día a día. Dispone de trastero en el mismo edificio incluido en el precio y posibilidad de garaje en una finca anexa no incluido en el precio de venta. Ven a verla estamos seguros de que es la casa que estabas buscando para tu familia. Si necesitas hipoteca podemos ayudarte con hasta el 100% en los mejores casos, trabajamos con todos los bancos. Aquí cumplimos sueños. MONAGO Consultores inmobiliarios.",True,good,False,2849.0,True,False,False,False,[],False,False,245000.0,€,True,False,flat,,"Ciudad 70, Coslada",Piso en Av Francfort,Ciudad 70,9,True,True,,,,,10000.0,
109162142,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/d1/e2/1366097500.webp,,21,2300000.0,flat,sale,176.0,3,3,"calle de Miguel Ángel, 7",Madrid,Madrid,es,40.4345704,-3.6916581,True,https://www.idealista.com/inmueble/109162142/,"TU HOGAR IDEAL COMERCIALIZA EN EXCLUSIVA **Piso en Almagro: lujo y confort a tu alcance** Descubre este impresionante piso en el corazón del barrio de Almagro, donde el diseño y la calidad se unen para ofrecerte un hogar excepcional. Con 176 m² construidos y 170 m² útiles, este espacio destaca por sus tres amplias habitaciones, todas con gran capacidad de almacenaje.  Al entrar, te recibe un amplio hall de entrada con un gran armario para invitados, que da paso a una zona social distribuida en varios ambientes. Aquí encontrarás una acogedora zona de sofás y descanso, un rincón perfecto para la lectura y un comedor que se conecta con una cocina independiente. Las puertas correderas permiten integrar o separar los espacios según tus necesidades, mientras que la iluminación cuidadosamente diseñada resalta cada rincón. La carpintería hecha a medida por un ebanista y las puertas de suelo a techo con grandes ventanales aportan una luminosidad natural que hace de este piso un lugar cálido y acogedor. Además, cuenta con un aseo de cortesía y una zona de lavandería, facilitando la vida diaria. El servicio de portero en la finca del edificio añaden un toque de comodidad y seguridad. Ubicado en una planta 3 con ascensor, este hogar es apto para personas con movilidad reducida y está equipado con calefacción de gas natural y aire acondicionado.  No pierdas la oportunidad de vivir en un espacio que combina elegancia y funcionalidad en uno de los barrios más cotizados de la ciudad. ¡Ven a verlo y enamórate!",False,good,False,13068.0,False,False,False,False,[],False,False,2300000.0,€,,,flat,,"Almagro, Madrid","Piso en calle de Miguel Ángel, 7",Chamberí,3,True,True,Almagro,,,,,
108637501,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/6a/ac/1350873953.webp,,26,2990000.0,flat,sale,198.0,4,3,"CL DON RAMON DE LA CRUZ, 38",Madrid,Madrid,es,40.4281468,-3.6817217,True,https://www.idealista.com/inmueble/108637501/,"Piso de Lujo recién reformado en la calle Don Ramón de la Cruz. Se trata de una cuarta planta exterior llena de luz, que tiene una cristalera frontal de suelo a techo de más de 10 metros de largo. Tiene una amplia zona social de más de 50 m2, que acaba con la cocina que tiene salida a una pequeña terraza interior. En la zona social se integra un pequeño aseo de cortesía. En la zona privada hay tres grandes suites, con camas de 180 cm de ancho y baño en suite en cada una de llas Destaca la suite principal, de grandes dimensiones, que tiene vestíbulo, vestidor con ventana al exterior, y gran baño con cabinas independientes para ducah y WC. Tarima de madera natural en espiga. Climatización pro conductos con zoneado independiente. Puerta de servicio. Mueble biblioteca. Chimenea. Trastero. Plaza de gaaje en el PAR Ortega y Gasset III. Entrada representativa.",True,good,False,15101.0,True,False,False,False,[],False,False,2990000.0,€,True,True,flat,,"Recoletos, Madrid","Piso en CL Don Ramon De La Cruz, 38",Barrio de Salamanca,4,True,True,Recoletos,,,,,
109059853,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/46/55/07/1367669065.webp,,17,400000.0,flat,sale,75.0,2,2,calle Santolina,Madrid,Las Rozas de Madrid,es,40.5185905,-3.9282461,False,https://www.idealista.com/inmueble/109059853/,"HOGARES HERON VENDE EN EXCLUSIVA – Piso de dos dormitorios en urbanización privada en El Cantizal Esta vivienda se encuentra en una de las zonas más demandadas y con mayor proyección de las Rozas de Madrid. Con una distribución práctica y funcional, la vivienda se encuentra en perfecto estado. Actualmente se encuentra alquilada con contrato en vigor hasta noviembre de 2026, lo que la convierte en una inversión sólida y con rentabilidad inmediata. Gastos de comunidad: 147€  IBI ANUAL: 480€ Ubicación y entorno: Situado en un enclave privilegiado, junto al centro de salud y rodeado de todos los servicios necesarios para el día a día: supermercados, colegios, farmacias, zonas verdes, comercios y espacios de ocio. Todo ello en un entorno tranquilo y bien comunicado, que permite disfrutar de la comodidad residencial sin renunciar a la cercanía con Madrid gracias a su excelente conexión con las principales vías de acceso. Una oportunidad exclusiva para quienes buscan conjugar ubicación, tranquilidad y valor patrimonial en una de las mejores zonas de Las Rozas. Posibilidad de financiación hasta el 100%. Consulte condiciones.",True,good,False,5333.0,False,False,False,False,[],False,False,400000.0,€,True,True,flat,,"El Cantizal, Las Rozas de Madrid",Piso en calle Santolina,El Cantizal,2,True,True,El Cantizal,,,,,
108796396,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c7/33/7b/1355390769.webp,BAS-ARDEMANS2,29,796000.0,flat,sale,115.0,3,2,calle de Ardemans,Madrid,Madrid,es,40.4347812,-3.6742025,False,https://www.idealista.com/inmueble/108796396/,"++++++++++++BASTIA INMOBILIARIA++++++++++++++ - Ponemos a la venta magnifico piso en el Barrio Salamanca. Se vende magnifica vivienda recién reformada de 115m2 construidos, con todo tipo de detalles y el estilo de la zona, que se compone de: -1 Salón muy espacioso y luminoso, con grandes ventanales que dan acceso a una terraza con vistas al exterior. - También en el salón encontramos la Cocina Americana, equipada con todos los electrodomésticos nuevos a estrenar, completamente integrada en el salón, donde podremos disfrutar de su gran espacio. - 3 Dormitorios. - 2 Baños Completos. La vivienda cuenta con una reforma integral y una distribución óptima, que aprovecha el máximo de los espacios, proporcionando una sensación de amplitud y confort. Al tratarse de un piso exterior cuenta con muchísima luz natural. - El edificio cuenta con servicios tales como: - 2 Ascensores - Trastero. - Portero, lo que garantiza la tranquilidad y seguridad a los residentes. Además, se encuentra en una ubicación privilegiada, cerca de restaurantes, supermercados y estaciones de autobuses y metro.  - El piso se encuentra ubicado en la mejor zona del centro de Madrid, en pleno Barrio Salamanca, una zona privilegiada y residencial a pocos minutos del centro de la ciudad. En definitiva, se trata de una oportunidad única para adquirir una propiedad de estas características. Si necesitas financiación, nosotros te buscamos hasta el 100% según perfil, estudio financiero completamente gratuito.  ++++++BASTIA GESTIÓN INMOBILIARIA++++++++.",False,good,False,6922.0,True,False,False,False,[],False,False,796000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Ardemans,Barrio de Salamanca,5,True,True,Guindalera,,,,,
109069345,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/db/c2/cd/1363468814.webp,JJA,21,1580000.0,flat,sale,130.0,3,4,Barrio Goya,Madrid,Madrid,es,40.4243684,-3.6781027,False,https://www.idealista.com/inmueble/109069345/,"Belton Real Estate ofrece vivienda reformada con 130 metros cuadrados, en una planta exterior y luminosa con una terraza. El piso consiste en tres habitaciones, cada una con baño en suite, aseo de cortesía, cocina, salón y comedor. Toda la vivienda tiene sistema domótica. Dispone de plaza de garaje en edificio contiguo. El edificio cuenta con ascensor. Se ubica en Salamanca - Goya, una zona prestigiosa, con amplia variedad cultural, de ocio y servicios. En cuánto a medios de transporte, también tiene excelentes conexiones.  Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,12154.0,False,False,False,False,[],False,False,1580000.0,€,True,True,flat,,"Goya, Madrid",Piso,Barrio de Salamanca,1,True,True,Goya,,,,,
109044729,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/7a/20/1362545921.webp,BC329,18,1800000.0,flat,sale,225.0,3,3,calle de Hermosilla,Madrid,Madrid,es,40.4267763,-3.6725399,False,https://www.idealista.com/inmueble/109044729/,"En una de las calles más distinguidas de Madrid se alza este exclusivo piso de 225 m², una residencia única que combina a la perfección la tradición de un edificio clásico de 1922 con la sofisticación de una reforma integral de diseño. La vivienda, completamente amueblada con mobiliario contemporáneo de autor, ofrece un espacio pensado para disfrutar del máximo confort. Sus tres amplios dormitorios y tres baños en suite han sido diseñados con materiales nobles y acabados exquisitos, reflejando una estética refinada en cada detalle. El área social se compone de un luminoso salón-comedor que conecta con un extraordinario patio privativo de 50 m², un verdadero oasis urbano para disfrutar de momentos de serenidad en pleno centro de la capital. La cocina de diseño protagonizada por una elegante encimera de ónix y equipada con electrodomésticos de alta gama se integra con fluidez en la zona de día, creando un ambiente ideal tanto para la vida cotidiana como para la recepción de invitados. Dotada de calefacción central y aire acondicionado por conductos, la vivienda asegura un confort absoluto en todas las estaciones. El edificio, representativo del estilo señorial madrileño, cuenta con ascensor y servicio de conserjería. Su ubicación privilegiada, a pocos pasos del Parque del Retiro, Serrano y El Corte Inglés, convierte a esta propiedad en una pieza de valor excepcional dentro del Barrio de Salamanca, una de las zonas más codiciadas de Europa. Esta residencia exclusiva está disponible tanto para venta como para alquiler (imágenes referenciales solicítanos las otras imágenes ).",True,good,False,8000.0,True,False,False,False,[],False,False,1800000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Hermosilla,Barrio de Salamanca,5,True,True,Goya,,,,,
108764969,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/4b/85/44/1354474324.webp,AC007,38,9800000.0,chalet,sale,1000.0,4,6,camino LIEBRES,Madrid,La Moraleja,es,40.5168358,-3.6417003,False,https://www.idealista.com/inmueble/108764969/,"SEVENDAYS presenta este chalet independiente de diseño en La Moraleja, ubicado sobre una parcela en esquina de 2.500 m², con 1.000 m² construidos y una arquitectura contemporánea firmada por autor. La vivienda se distribuye en tres plantas y destaca por su amplitud, privacidad y materiales de alta gama. El diseño incorpora elementos de inspiración asiática y está orientado a ofrecer funcionalidad sin renunciar a la estética. En la planta principal encontramos un amplio vestíbulo que da paso a las zonas comunes: salón y comedor con techos de doble altura, grandes ventanales y acceso al jardín. La cocina, con isla central y electrodomésticos integrados, conecta con el comedor para una mayor comodidad. En esta planta se ubican también tres dormitorios: el principal con vestidor y baño en suite, y otros dos dormitorios en suite con vestidores, además de una sala de televisión independiente. En la planta superior, un dormitorio adicional con baño y vestidor ofrece un espacio privado. El sótano incluye garaje cubierto para cuatro coches, gimnasio, ducha terapéutica, salas de almacenamiento y zona de servicio independiente con dormitorios, cocina auxiliar y lavandería. En el exterior, el jardín paisajístico rodea toda la vivienda, garantizando privacidad y tranquilidad. Cuenta con piscina de diseño, zona de barbacoa y espacio para aparcar hasta siete vehículos más. Entre sus características técnicas, destacan el sistema de calefacción por hilo radiante, aire acondicionado por conductos, persianas motorizadas, domótica integral y sistema de seguridad interior y perimetral. Una propiedad sólida, bien resuelta y lista para entrar a vivir en una de las zonas más exclusivas de Madrid.",True,good,False,9800.0,True,False,False,False,[],False,False,9800000.0,€,True,True,chalet,independantHouse,"La Moraleja urbanización, La Moraleja",Casa independiente en camino Liebres,La Moraleja urbanización,,,,,,,,,
108167502,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/99/97/c9/1335873852.webp,BHJJ119,42,649000.0,chalet,sale,260.0,4,5,Pino Alto - Navarredonda,Madrid,Valdemorillo,es,40.5087578,-4.0496792,False,https://www.idealista.com/inmueble/108167502/,"***B-HOME VILLANUEVA DE LA CAÑADA OFRECE EXCLUSIVO CHALET ADOSADO EN VALDEMORILLO*** ¡Descubre este encantador chalet! , ubicado en una zona privilegiada. Su excelente ubicación te ofrece una gran comodidad, con varias líneas de autobuses que facilitan el acceso a cualquier punto de la ciudad. Este chalet cuenta con un hermoso jardín consolidado, donde podrás disfrutar de la naturaleza con árboles frutales, un agradable cenador y una fantástica barbacoa, ideal para reuniones familiares y con amigos. Además, cuenta con una piscina que, aunque necesita mantenimiento, promete ser el lugar perfecto para refrescarte en los días calurosos. En la planta baja, encontrarás un garaje con capacidad para dos coches y un espacio de salón-cocina pensado para el verano, con acceso directo al jardín y un baño, lo que añade comodidad y funcionalidad a la vivienda. La propiedad tiene aproximadamente 190 m² útiles, distribuidos de manera funcional y acogedora. Toda la vivienda se vende completamente amueblada y en buen estado, con armarios empotrados en todos los dormitorios. Además, cuenta con una agradable terraza en el salón, así como otros balcones en los dormitorios y la cocina, lo que permite disfrutar del aire libre. Muy soleado durante todo el día, el chalet tiene orientación este y oeste, asegurando luz natural en todos los espacios. No dejes pasar la oportunidad de adquirir este chalet que combina comodidad, espacio y una ubicación inmejorable. ¡Contáctanos para más información y para concertar una visita!",False,good,False,2496.0,True,False,False,False,[],False,False,649000.0,€,True,True,chalet,terracedHouse,"Pino Alto - Navarredonda, Valdemorillo",Chalet adosado,Pino Alto - Navarredonda,,,,,,,,,
109174937,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/49/89/d8/1366484356.webp,,30,2200000.0,chalet,sale,449.0,6,7,Barrio Ciudad Universitaria,Madrid,Madrid,es,40.4721184,-3.7501824,False,https://www.idealista.com/inmueble/109174937/,"**Casa / Chalet Independiente en Venta en Fuentelarreina** Descubre este impresionante chalet independiente de estilo clásico, ubicado en la exclusiva zona de Puerta de Hierro, Fuentelarreina. Con una superficie construida de 881 metros cuadrados y una parcela de 1.400 metros cuadrados, este hogar es ideal para familias que buscan tranquilidad y confort. Su diseño en dos alturas ofrece una distribución perfecta, con un salón luminoso que se abre a un hermoso jardín, creando un ambiente acogedor y relajante. El exterior no se queda atrás: cuenta con dos porches perfectos para disfrutar de las suaves tardes de verano y una piscina que invita a refrescarse en los días calurosos. Además, la casa está colindante al Monte del Pardo y a los campos de la Real Federación Española de golf, lo que la convierte en un lugar privilegiado para los amantes de la naturaleza y el deporte. Con 6 dormitorios, 3 baños, terraza, balcón y armarios empotrados, este chalet ofrece amplios espacios para toda la familia. La zona de servicio es independiente e incluye cocina, baño y almacén, brindando mayor comodidad y privacidad. Aunque el inmueble es de segunda mano y requiere reformas, su gran potencial te permitirá personalizarlo a tu gusto. El acceso adaptado a personas con movilidad reducida, junto con la calefacción eléctrica y el gas natural, aseguran un hogar cálido y accesible. Con una orientación sur que garantiza luz natural durante todo el día, este chalet se presenta como una oportunidad única en el mercado. No dejes pasar la ocasión de visitar esta joya inmobiliaria. ¡Tu nuevo hogar te espera! Si necesita ser actualizada y aprivechar las fortalezas del chalet.",True,renew,False,4900.0,True,False,False,False,[],False,False,2200000.0,€,True,True,chalet,independantHouse,"Ciudad Universitaria, Madrid",Casa independiente,Moncloa,,,,Ciudad Universitaria,,,,,
108941657,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/5a/e4/1359578273.webp,IE04-MARTINEZ1,22,597000.0,flat,sale,97.0,3,1,calle de Martínez Izquierdo,Madrid,Madrid,es,40.4344057,-3.661994,False,https://www.idealista.com/inmueble/108941657/,"Inmobiliarias Encuentro vende en exclusiva magnífico piso en el demandado distrito de Salamanca, en el barrio de Guindalera, Madrid. El inmueble, de 97 m2, cuenta con un espacioso y amplio salón-comedor, el cual da a una bonita terraza donde desconectar dando a un jardin de uso y disfrute, su cocina en isla totalmente equipada y funcional. Tiene dos dormitorios dobles, y otro simple, todos con ventanas Climalit, lo que aporta una excelente luz natural a toda la estancia.  Además, dispone de un cuarto de baño completo totalmente reformado con ducha empotrada. Las calidades de la vivienda son inmejorables. Tiene puerta blindada, ventanas Climalit, suelos y alicatado porcelanosa en baño y cocina y calefacción de gas natural. Su ubicación es inmejorable. Parque de la Avenidas es una de las mejores las zonas residenciales en Guindalera y con mayor personalidad de Madrid. Con una ubicación estratégica, muy próxima a la M-30 y a lugares emblemáticos como Las Ventas, que ofrece una mezcla única de tradición madrileña y ambiente cosmopolita. El barrio destaca por su gran vitalidad cultural, con teatros, galerías de arte, espacios alternativos y una rica oferta gastronómica y de ocio. Además, cuenta con todos los servicios necesarios para el día a día, desde mercados tradicionales como el de San Cayetano hasta supermercados, centros educativos y sanitarios. Perfectamente conectado mediante metro, cercanías y múltiples líneas de autobús, Parque de las Avenidas es ideal tanto para quienes buscan una residencia con carácter en el centro de Madrid como para inversores interesados en una zona en constante transformación y revalorización. Si necesita vender su inmueble para adquirir este u otro inmueble publicado, contacte con nosotros, disponemos del servicio: \\""CAMBIA Y DESCANSA\\"". La solución perfecta para cuadrar los plazos de venta de su vivienda y entrega del nuevo inmueble. ¡Financiación a tu medida! Con Finmoo tendrás los mejores tipos de interés y hasta el 100% de financiación. ¡Consulta nuestras condiciones! Entra en nuestra web y reserva este piso en tan sólo dos minutos con nuestro servicio iReserva.",False,good,False,6155.0,True,False,False,False,[],False,False,597000.0,€,,,flat,,"Guindalera, Madrid",Piso en calle de Martínez Izquierdo,Barrio de Salamanca,bj,True,True,Guindalera,,,,,
108788807,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/a9/e6/73/1355154367.webp,108788807,18,95000.0,flat,sale,88.0,3,1,"CL POSTAS, 19",Madrid,Ciempozuelos,es,40.153848,-3.6279368,True,https://www.idealista.com/inmueble/108788807/,"INMUEBLE CON CONTRATO DE ALQUILER VIGENTE. NO SE PUEDE VISITAR. PROPIO PARA INVERSORES O VECINOS QUE CONOZCAN EL INMUEBLE. Madrid es un municipio y una ciudad de España. La localidad, con categoría histórica de villa, es la capital del Estado y de la Comunidad de Madrid. En su término municipal, el más poblado de España, su población es de 3 416 771 habitantes (INE 2024), constituyéndose como la segunda ciudad más poblada de la Unión Europea, así como su área metropolitana, con 6 779 888 habitantes empadronados.",False,good,False,1080.0,False,False,False,False,[],False,False,95000.0,€,,,flat,,"Cuevas - Ilustración, Ciempozuelos","Piso en CL Postas, 19",Cuevas - Ilustración,3,True,False,,,,,,
108160179,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/72/d3/11/1335656265.webp,318175,15,890000.0,flat,sale,132.0,2,2,Barrio Palacio,Madrid,Madrid,es,40.4110963,-3.7112169,False,https://www.idealista.com/inmueble/108160179/,"Esta vivienda se encuentra en un edificio representativo de 1910 con elementos originales conservados, como su escalera protegida por su valor arquitectónico, y destaca por sus techos altos y dos balcones exteriores que aportan luminosidad y carácter. Distribuida en dos plantas, la propiedad cuenta en su nivel principal con una cocina funcional, un salón amplio, un dormitorio adaptable como despacho o sala de estar, y un baño completo que también funciona como aseo de cortesía. Una escalera interior conecta con la planta superior, donde se encuentra una zona de biblioteca y el dormitorio principal, equipado con baño en suite y armarios empotrados. El diseño interior aprovecha la altura de techos y la luz natural para crear ambientes acogedores y bien diferenciados, conservando el encanto de la arquitectura original sin renunciar a la funcionalidad. La distribución permite usos versátiles tanto para residencia habitual como segunda vivienda. Situada en el centro histórico de Madrid, esta propiedad está rodeada de calles emblemáticas, patrimonio cultural y una variada oferta gastronómica y comercial. Vivir en esta zona permite disfrutar del dinamismo urbano sin perder la esencia tradicional del barrio. Su excelente conexión con el transporte público y la cercanía a museos, teatros y parques hacen de esta ubicación una de las más valoradas por quienes buscan comodidad y vida cultural en el centro de la ciudad.",False,renew,False,6742.0,False,False,False,False,[],False,False,890000.0,€,,,flat,,"Palacio, Madrid",Piso,Centro,1,True,False,Palacio,,,,,
108839829,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6f/7a/26/1356638670.webp,,45,630000.0,flat,sale,105.0,2,2,"AV ISABEL DE VALOIS, 82",Madrid,Madrid,es,40.5006461,-3.6557463,True,https://www.idealista.com/inmueble/108839829/,"¡Descubre tu nuevo hogar en Sanchinarro, Madrid! Este espectacular piso de 105 m² construidos es el refugio perfecto para quienes buscan comodidad y estilo. Con un gran salón luminoso que invita a disfrutar de momentos inolvidables, este espacio se complementa con dos acogedores dormitorios y dos baños modernos. La cocina, completamente equipada y con tendedero, es ideal para los amantes de la gastronomía. La urbanización ofrece un entorno excepcional, con amplias zonas ajardinadas, un parque infantil y una zona de juegos que harán las delicias de los más pequeños. Además, podrás refrescarte en la piscina, mantenerte activo en el gimnasio o jugar al squash en la cancha habilitada. La seguridad está garantizada con vigilancia 24 horas, brindando tranquilidad a ti y a tu familia. El piso cuenta con aire acondicionado, armarios empotrados y calefacción por gas natural, asegurando un ambiente confortable durante todo el año. Situado en la tercera planta, este inmueble exterior goza de una excelente orientación este, lo que permite disfrutar de la luz natural desde primera hora de la mañana. Incluye también una plaza de garaje y un trastero, lo que añade un plus de comodidad a tu día a día. Con acceso adaptado para personas con movilidad reducida y ascensor, este piso se adapta a todas las necesidades. No dejes pasar la oportunidad de vivir en este maravilloso hogar en Sanchinarro. ¡Contáctanos para más información y ven a verlo!",True,good,False,6000.0,True,False,False,False,[],False,False,630000.0,€,True,True,flat,,"Sanchinarro, Madrid","Piso en Av Isabel De Valois, 82",Hortaleza,3,True,True,Sanchinarro,,,,,
109152936,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/02/ec/43/1365851367.webp,GA-V-3721,23,795000.0,flat,sale,85.0,2,2,Barrio Goya,Madrid,Madrid,es,40.4282066,-3.6718685,False,https://www.idealista.com/inmueble/109152936/,"+PISO Ofrece esta excelente vivienda para entrar a vivir en pleno barrio de Goya. Se trata de una 4º planta, con muy buena luminosidad en todas las estancias y sol en las zonas de la cocina y el salón. Amplio salón comedor, dos dormitorios dobles con armarios empotrados. Cocina independiente, totalmente amueblada y equipada. Dos baños completos, uno con bañera y el otro con plato de ducha. Suelos porcelánicos, paredes lisas, ventanas de aluminio. Muy buen edificio moderno, con amplio portal y portero físico. Inmejorable ubicación, en pleno corazón del barrio de Goya, uno de los mejores y mas demandados barrios de la capital. Solicite su cita para visitarlo.",False,good,False,9353.0,True,True,False,False,[],False,False,795000.0,€,,,flat,,"Goya, Madrid",Piso,Barrio de Salamanca,4,False,True,Goya,,,,,
108942988,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/44/69/a4/1359614861.webp,Carrero,48,360000.0,flat,sale,90.0,3,2,calle de Carrero Juan Ramón,Madrid,Madrid,es,40.3796135,-3.7291641,False,https://www.idealista.com/inmueble/108942988/,"MONTERO MOLINA ASESORES INMOBILIARIOS, vende este precioso piso, luminoso, exterior con terraza, totalmente reformado a estrenar.  El inmueble con 83 metros cuadrados útiles de superficie, se distribuye de la siguiente manera: un hall de entrada, que da acceso a un salón comedor, con una cocina americana, con acceso directo a la terraza. Totalmente integrada, equipada con electrodomésticos de alta gama. Cuenta con Tres dormitorios, todos con armarios empotrados. Dispone de 2 baños completos, uno de ellos en suite. Es importante, resaltar, que en la reforma y en el interiorismo, se ha cuidado, hasta el mínimo detalle, utilizando materiales de primera calidad. Ofreciendo un diseño moderno, funcional y elegante.  Dispone de aire acondicionado y calefacción.  Se entrega amueblada a estrenar, lista para entrar a vivir, con mobiliario de diseño contemporáneo y todos los electrodomésticos nuevos. Uno de sus atractivos es la terraza, ideal para disfrutar del aire libre, un espacio perfecto para relajarse o socializar.  Esta preciosa vivienda esta situada en una zona tranquila y bien comunicada de Madrid. Cabe destacar la consolidación, el buen ambiente que tiene el barrio y la comunicación de la zona a nivel de comercios y de los distintos medios de transporte que hay en la zona. La ubicación es inmejorable, con una comunicación ideal gracias a la cercanía al metro con la línea 11 (estación de Abrantes) línea 5 (estación de Oporto) y la línea 6 (estaciones de Oporto y Opañel) además de las líneas de EMT 47, 108, 118, 247, N16 y la línea interurbana 484. Próximo a la M-30, a la A-42 y al intercambiador de Plaza Elíptica. Cerca al colegio Santa Beatriz de Silva. Junto al eje comercial de Camino Viejo de Leganés y próximo al Parque Emperatriz María de Austria. La zona cuenta con todos los servicios necesarios para el día a día de la familia. No dejes pasar esta oportunidad de vivir en un entorno privilegiado. Contacta con MONTERO MOLINA ASESORES INMOBILIARIOS, para coordinar una visita.  Ofrecemos VALORACIÓN GRATUITA de su Inmueble según la Actualidad del Mercado Inmobiliario.",True,good,False,4000.0,False,False,False,False,[],False,False,360000.0,€,,,flat,,"Abrantes, Madrid",Piso en calle de Carrero Juan Ramón,Carabanchel,1,True,False,Abrantes,365000.0,5000.0,1.0,,
106821959,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/92/93/7f/1365151562.webp,Ketty,40,196500.0,studio,sale,52.0,0,1,calle Fokker s/n,Madrid,Brunete,es,40.4023882,-3.9929036,True,https://www.idealista.com/inmueble/106821959/,"Descubre estos sofisticados bajos tipo loft en el encantador municipio de Brunete, joyas totalmente reformada y lista para estrenar. Una promoción de varios bajos convertidos en loft, con acabados de primeras calidades, estos espacios ofrecen un amplio salón con cocina americana integrada, ideal para quienes buscan un estilo de vida moderno y funcional. La elegante habitación principal garantiza un descanso pleno, mientras que el baño completamente equipado añade un toque de confort. A solo 25 minutos del bullicioso centro de Madrid, esta es una oportunidad única tanto para vivir como para invertir en una zona en auge. Aunque se venden sin amueblar, su diseño versátil te permitirá personalizar cada rincón a tu gusto. Dispone de calefacción, su ubicación y estructura aseguran un ambiente acogedor durante todo el año. Dos de estos Loft tienen opción de de hacer amplia terraza. ¡No dejes pasar esta oportunidad de hacerte con un espacio exclusivo en una ubicación privilegiada! Visitalos todos en una misma cita.",True,good,False,3779.0,True,False,False,False,[],False,False,196500.0,€,,,flat,studio,Brunete,Estudio en calle Fokker s/n,,bj,True,False,,,,,,
