propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,externalReference,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.parkingSpacePrice
108723469,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/d5/d4/1353215673.webp,20,1,1550000.0,flat,sale,192.0,True,5,3,calle de Diego de León,Madrid,Madrid,Barrio de Salamanca,es,Lista,40.4333206,-3.6790451,False,https://www.idealista.com/inmueble/108723469/,"SALAMANCA Piso para reforma integral, con muchas posibilidades, semiesquina a Príncipe de Vergara 192m2 en Catastro (165 + 27m2) Tiene 3 ventanales a Diego de León. Actualmente distribuido en amplio salón comedor, cocina con tendedero. Dormitorio principal en suite, otros 4 dormitorios con 2 cuartos de baño. Techos de 2.80m. Garaje en edificio de enfrente Trastero Portero Gastos comunidad 320€ incluye calefacción central IBI 1.600€ Gas natural. Piso para reforma integral, con muchas posibilidades, semiesquina a Príncipe de Vergara 192m2 en Catastro (165 + 27m2) Tiene 3 ventanales a Diego de León. Actualmente distribuido en amplio salón comedor, cocina con tendedero. Dormitorio principal en suite, otros 4 dormitorios con 2 cuartos de baño. Techos de 2.80m. Garaje en edificio de enfrente Trastero Portero Gastos comunidad 320€ incluye calefacción central IBI 1.600€ Gas natural.",True,renew,False,True,8073.0,True,False,False,False,[],False,False,1550000.0,€,flat,"Lista, Madrid",Piso en calle de Diego de León,,,True,True,,,,
109093630,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/28/66/1364181245.webp,32,1,260000.0,flat,sale,140.0,True,3,1,CL DOCTOR MARTIN AREVALO,Madrid,Madrid,Villaverde,es,Villaverde Alto,40.34547,-3.7054513,False,https://www.idealista.com/inmueble/109093630/,"FENIX REAL ESTATE PRESENTA esta joya en la tranquila colonia Boetticher de Villaverde Alto que aún hoy mantiene su esencia y encanto de ser un pueblo dentro de otro pueblo en el que además podrás disfrutar tu propio Edén en Madrid sumergiéndote en el encanto de este patio privado de 55m². Un oasis de tranquilidad y privacidad, que podrás decorar a tu gusto mientras disfrutas de la calma en medio del ajetreo de la ciudad.    Esta encantadora vivienda de 66m2 útiles combina a la perfección la comodidad moderna con el encanto clásico.  Al entrar, te recibirá un espacioso salón comedor bañado por la luz natural y equipado con aire acondicionado con bomba de frío y calor para el mayor confort durante todo el año. Con tres dormitorios, dos de ellos dobles y con armario empotrado y un baño completo con cabina de hidromasaje. La cocina independiente y acogedora ofrece un ambiente íntimo y funcional para crear tus platos favoritos. La vivienda se entrega vacía de muebles y electrodomésticos. Además cuenta con un pequeño cobertizo/trastero perfecto para completar tu experiencia de hogar ideal. IBI: 170€ Ubicado en un edificio de dos plantas con solo cuatro viviendas, la finca se encuentra en perfecto estado de conservación, ofreciéndote una calidad de vida excepcional. ¡Ven a descubrir este oasis de tranquilidad y haz de él tu nuevo hogar!",False,good,False,False,1857.0,True,False,False,False,[],False,False,260000.0,€,flat,"Villaverde Alto, Madrid",Piso en CL Doctor Martin Arevalo,,,,,,,,
108652551,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/84/b0/1351143007.webp,48,5,369990.0,penthouse,sale,144.0,True,3,2,calle las Dehesillas,Madrid,Parla,El Nido-Las Fuentes,es,,40.2402471,-3.7777301,False,https://www.idealista.com/inmueble/108652551/,"Room house inmobiliaria vende. Espectacular atico duplex seminuevo de ciento cuarenta y cuatro metros construidos distribuidos en tres dormitorios, dos cuartos de baño completos, cocina amueblada con tendedero, salon comedor independiente, terraza de cien metros distribuidos en terraza y amplia salade estar, dos plazas de garaje, trastero y piscina. El inmueble se encuentra en una de las mejores zonas de parla, cercano a todo tipo de servicios como comercios, tiendas, bares, restaurantes, colegios de educacion primaria y secundaria, transporte publico (tranvia, bus y renfe), parques infantiles y zonas verdes, supermercados, farmacias, centros de salud y clinicas privadas, hospital, etc.. . La vivienda cuenta con materiales de primera calidad como carpintería exterior de aluminio con rotura de puente térmico y mosquiteras, cerramiento de aluminio en la parte de arriba al 50%, puerta de acceso de alta seguridad, suelos de tarima, pintura en acabado liso, carpintería interior en madera maciza, mamparas en cuartos de baño, bañera de hidromasaje en cuarto de baño principal y plato de ducha en cuarto de baño de uso común. Solicita mas información en nuestra oficina física situada en calle getafe 17 local 38 de parla (madrid).",False,good,False,True,2569.0,True,False,False,False,[],False,False,369990.0,€,flat,"El Nido-Las Fuentes, Parla",Ático en calle las Dehesillas,penthouse,,True,True,,,,
107827441,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9b/12/e4/1326154553.webp,39,5,2600000.0,flat,sale,306.0,True,4,4,calle de Joaquín Costa,Madrid,Madrid,Chamartín,es,El Viso,40.4445219,-3.6829337,False,https://www.idealista.com/inmueble/107827441/,"* ESQUINA CON CALLE VELÁZQUEZ * * ORIENTACIÓN SUROESTE * * TRASTERO Y PLAZA DE GARAJE INCLUIDOS * * CONSERJE LOS 7 DÍAS DE LA SEMANA * Vivienda en El Viso - Chamartín, junto a la calle Velázquez, quinta planta de un edificio que lleva la firma del arquitecto Gutiérrez Soto, con vistas magníficas. Vivienda en buen estado, necesitada de reforma, sustentada en columnas y vigas (sin muros de carga), por lo que admite reforma con muchas posibilidades de redistribución para adaptarla a sus necesidades. Calefacción central con radiadores en todas las estancias. Puerta blindada. Puertas de madera, suelo de parquet tradicional en salones y dormitorios, resto de suelos cerámicos y cerramientos de aluminio lacado en blanco. La vivienda está situada en la quinta planta de un total de ocho, dos vecinos por planta, orientación principal suroeste, muy luminosa y soleada. Dos accesos a la vivienda: entrada principal y entrada de servicio. Ascensor y montacargas. Se distribuye en 3 salones contiguos (con terraza y grandes ventanales), 4 habitaciones, 4 cuartos de baño y una amplia cocina. Plaza de garaje en la propia finca, acceso directo escaleras y ascensor. Tamaño amplio 3m x 4,80m. En la actualidad coche grande y moto. Zona muy consolidada con todos los servicios y comercios de proximidad, restaurantes, tiendas y supermercados, centros médicos y hospitales, farmacias, centros educativos, etc. Excelentemente situado y comunicado. Para hacer visitas contactar con los asesores inmobiliarios. - Martín Vargas Ramos: 6-9-7-6-5-6-0-6-1. - Antonio Salmerón: 6-6-0-4-2-0-6-9-6. *Financiación 100% a través de la empresa financiera colaboradora de InmoMartin. -La obtención de la financiación está sujeta a las condiciones de la entidad financiera y tendrá en cuenta el perfil y solvencia del cliente. *De acuerdo al Art. 6 del RD 515/1989, de 21 de abril, se informa al cliente que los gastos notariales, registrales, I. T. P. o equivalente, gastos financieros y otros gastos inherentes a la compraventa no están incluidos en el precio de venta de la vivienda. No dude en visitarlo. ( trabajamos de lunes a domingo ) ""La información aquí incluida no forma parte de ninguna oferta o contrato y puede estar sujeta a errores, omisiones, cambio de precio o cualquier otra modificación sin previo aviso.",True,renew,False,True,8497.0,True,False,False,False,[],False,False,2600000.0,€,flat,"El Viso, Madrid",Piso en calle de Joaquín Costa,,IMV - 0071,True,True,,,,
108792664,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/93/ce/10/1355270264.webp,25,3,580000.0,flat,sale,193.0,True,3,2,"avenida Paralela, 4",Madrid,Majadahonda,Zona Carretera del Plantío,es,,40.4745159,-3.8672657,True,https://www.idealista.com/inmueble/108792664/,"Piso a reformar de 114 m² útiles. Situado en una tercera planta exterior, este inmueble tiene una luz excepcional gracias a al gran ventanal del salón y los grandes  jardines. Con 3 dormitorios generosos, uno de ellos con baño en suite, y armarios empotrados, en cada uno, mas otros dos en pasillo y entrada de la casa La cocina, muy grande y con terraza cerrada. 2 baños completos, uno en suite. La terraza abierta de 4 m² te permitirá relajarte mientras contemplas el jardín. Este piso también incluye una plaza de garaje y un trastero de 25 m², ideales para almacenar todo lo que necesites.  La calefacción y el agua caliente son centrales y si buscas un lugar para refrescarte, la piscina comunitaria esta abierta en la urbanización de enfrente(comparten piscina, garaje y jardines). Tambien dispone de pistas de tenis. Ibi 600e. Comunidad 280€/mes(incluye calefacción) Metros construidos segun catastro 193.  Según registro 118.",True,renew,False,True,3005.0,False,False,False,False,[],False,False,580000.0,€,flat,"Zona Carretera del Plantío, Majadahonda","Piso en avenida Paralela, 4",,Mimbreras,True,True,600000.0,20000.0,3.0,
108493923,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/ec/23/1346566325.webp,42,bj,450000.0,flat,sale,111.0,True,3,2,calle de Arganda,Madrid,Madrid,Arganzuela,es,Acacias,40.397269,-3.7060606,False,https://www.idealista.com/inmueble/108493923/,"Agencia inmobiliaria de MADRID zona PIRÁMIDES - ACACIAS - CALLE ARGANDA. TECNOCASA PIRAMIDES - ACACIAS VENDE: inmueble de 85 m cuadrados útiles aproximadamente, distribuidos en salón, comedor con cocina americana, 3 habitaciones y 2 cuartos de baño, uno de ellos en suite. Ventilación cruzada. Luminoso. A un minuto del Parque Madrid Río, rodeado de zonas verdes y espacios para disfrutar al aire libre. Excelente comunicación, con la estación de Metro de Acacias y de metro y tren de Pirámides, así como distintos autobuses de EMT en las proximidades.  Disponemos de departamento financiero para resolverles cualquier duda si necesita financiación. Nuestro horario es de Lunes a Viernes de 09:30hs a 14:00hs y de 17:00hs a 21:00hs y los sábados de 10:00hs a 14:00hs.",False,good,False,True,4054.0,True,False,False,False,[],False,False,450000.0,€,flat,"Acacias, Madrid",Piso en calle de Arganda,,,,,,,,
107489737,https://img4.idealista.com/blur/480_360_mq/180/id.pro.es.image.master/4a/44/7e/1314164074.webp,39,1,490000.0,flat,sale,84.0,True,2,2,calle Germán Pérez Carrasco,Madrid,Madrid,Ciudad Lineal,es,Quintana,40.4366981,-3.6408247,False,https://www.idealista.com/inmueble/107489737/,"**Piso en Venta en Residencial Quintana, Madrid** ¡Descubre tu nuevo hogar en el exclusivo Residencial Quintana! Este espectacular piso de 82 m² construidos y 56 m² útiles, ubicado en la primera planta, ofrece un diseño moderno y funcional. Con 2 amplios dormitorios y 2 baños, es perfecto para disfrutar de la comodidad y el confort. La luminosidad inunda cada rincón gracias a su balcón orientado al sur, ideal para relajarse y disfrutar del sol. El inmueble, construido en 2025, está en excelente estado y cuenta con calefacción de gas natural y preinstalación de aire acondicionado, asegurando un ambiente agradable durante todo el año. Además, dispone de armarios empotrados que optimizan el espacio de almacenamiento. Incluye un trastero y la posibilidad de adquirir una plaza de garaje por 25.000 € adicionales. El edificio cuenta con ascensor y una zona común central que incluye una piscina para adultos y áreas de esparcimiento, perfectas para disfrutar en familia o con amigos. Su ubicación es inmejorable, a pocos minutos del Centro Comercial Alcalá Norte y Multicines Artesiete, rodeado de comercios, centros educativos y servicios de salud y de la boca de metro. Las conexiones de transporte público y privado son excelentes, facilitando el acceso al resto de la ciudad. No pierdas la oportunidad de vivir en este maravilloso piso que combina modernidad, confort y una ubicación privilegiada. ¡Contáctanos para más información y ven a visitarlo!",False,good,False,True,5833.0,True,False,False,False,[],False,False,490000.0,€,flat,"Quintana, Madrid",Piso en calle Germán Pérez Carrasco,,Quintana Portal 5 1ºB,True,False,,,,25000.0
108388809,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/95/ed/64/1342632796.webp,36,4,209000.0,flat,sale,58.0,False,2,1,Barrio Portazgo,Madrid,Madrid,Puente de Vallecas,es,Portazgo,40.3874383,-3.6486469,False,https://www.idealista.com/inmueble/108388809/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residencial. Dispone de ascensor. Situado en PORTAZGO en el distrito de Puente de Vallecas. La vivienda se distribuye en dos dormitorios, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de tarima en cocina, baño y en el resto de estancias. Se encuentra ubicado en Portazgo, Puente de Vallecas (Sureste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.    La parada de metro más cercana es Alto del Arenal y se encuentra a menos de 5 minutos andando. La parada de autobús más cercana es Extremeños y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.    En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 600 metros, existen 6 farmacias a menos de 300 metros, existen 2 colegios a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 3 supermercados, 2 bancos, una lavandería, una oficina de correos.    La zona cuenta con una amplia oferta de entretenimiento con 3 parques, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, un parking público y aparcamiento en la calle.    La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la M-40, Avenida de la Albufera y la Avenida de Pablo Neruda. Estado de la vivienda: vacante. "".",True,good,False,True,3603.0,True,False,True,False,[],False,False,209000.0,€,flat,"Portazgo, Madrid",Piso,,2001/20010001/508,,,,,,
108982028,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/c0/ea/1360807096.webp,16,en,265000.0,flat,sale,67.0,True,3,1,calle de Sandalio López,Madrid,Madrid,Fuencarral,es,Tres Olivos - Valverde,40.492071,-3.6920912,False,https://www.idealista.com/inmueble/108982028/,"VIVAHOGAR, ofrece PISO EN VENTA situado en calle de SANDALIO LOPEZ, barrio de FUENCARRAL -VALVERDE, una de las zonas con mayor proyección del norte de Madrid, JUNTO AL PARQUE DE FUENTECHICA. Se trata de un acogedor BAJO exterior de 67m², ideal para quienes buscan tranquilidad y calidad de vida. El inmueble cuenta con 3 luminosos dormitorios, un baño con plato de ducha, un salón espacioso y una cocina independiente que da acceso a una cómoda terraza con tendedero. El edificio dispone de ascensor y ha sido recientemente rehabilitado, asegurando comodidad y accesibilidad.  Respecto a la comunicación y el transporte cuenta con rápido acceso en coche a la A2 y la M30. Cuenta con la cercanía de la estación de metro: Fuencarral(linea 10), Acceso a 4 líneas de autobús en un radio de 100m: 66,24. 137, N24)y cercanías en Ramón y Cajal. La zona ofrece servicios asistenciales de salud como: el Hospital Universitario Ramón Y Cajal. Dispone de la facilidad de conseguir 5 farmacias. El barrio cuenta con varios supermercados a 5 minutos andando entre ellos(, Dia, Mercadona, Lidl ) Las zonas de ocio y recreo más representativas son la Plaza de los Tres Olivos, Plaza de la Madre Maria Ana Monagas, Plaza del Baile, e y en cuanto a la parte deportiva se encuentra el Centro Deportivo Andres Navarrete, Centro Deportivo Municipal Santa Ana y, Federación de tenis de Madrid. Para la oferta educativa el barrio cuenta con bibliotecas Municipales y colegios públicos y privados.  Somos una Inmobiliaria de prestigio Internacional. Fuerza global, experiencia local.",False,renew,False,True,3955.0,True,False,False,False,[],False,False,265000.0,€,flat,"Tres Olivos - Valverde, Madrid",Piso en calle de Sandalio López,,1378,,,280000.0,15000.0,5.0,
109103662,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/dc/c9/1365222128.webp,35,5,370000.0,flat,sale,100.0,True,3,2,Rivas Urbanizaciones,Madrid,Rivas-Vaciamadrid,Rivas Urbanizaciones,es,,40.3756688,-3.527738,False,https://www.idealista.com/inmueble/109103662/,"QUIERES VIVIR EN UNA ZONA TRANQUILA Y CERCA DE MADRID? , VEN A VISITAR CON NOSOTROS, TE VA A ENCANTAR! Bastia inmobiliaria pone a la venta esta magnifica vivienda en Rivas, se encuentra en urbanización privada con piscina, parque infantil, pista deportiva, plaza de garaje incluida en el precio y trastero. La vivienda consta de 100 metros cuadrados construidos, de los cuales 90 metros cuadrados son útiles, se resalta la luz solar que tiene, es muy luminoso. Consta de un amplio salón comedor con gran ventanal, gran cocina amueblada con electrodomésticos como. campana extractora, vitrocerámica y horno, además cuenta con terraza tendedero para poner lavadora y secadora e incluso un armario para los productos de limpieza, 3 dormitorios amplios con armarios empotrados, dos baños, uno de ellos con plato de ducha y otro con bañera, armarios empotrados en la entrada. CALIDADES:  Puerta de entrada de seguridad. Puertas de interior pino. Suelos de Gress. Ventanas de climalit. Calefacción individual por gas natural. Aire acondicionado por conductos. FINCA: Portero físico. Piscina. Parque infantil. Pista deportiva. Citibox. Ascensores, con llave para bajar tanto a garajes como trasteros. COMUNICACION: Buena conexión con M50 (próxima apertura con acceso), R3, M45. Colegios, farmacias, supermercados, parques infantiles, y todo lo necesario para el día a día. Si necesitas financiación, nosotros te hacemos el estudio completamente gratuito, y si lo necesitas, te damos las mejores condiciones. TE ESPERAMOS!",False,good,False,True,3700.0,True,False,False,False,[],False,False,370000.0,€,flat,"Rivas Urbanizaciones, Rivas-Vaciamadrid",Piso,,BAS-RIVAS,True,True,,,,
108413670,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/b3/96/1344183053.webp,34,3,1615000.0,flat,sale,170.0,True,3,3,calle de la Amnistía,Madrid,Madrid,Centro,es,Palacio,40.4182654,-3.7120188,False,https://www.idealista.com/inmueble/108413670/,"ABIR HOMES ¡Bienvenido a tu nuevo hogar en el corazón de Madrid! Este piso de lujo, ubicado en una finca histórica de 1820, ha sido reformado con un gusto exquisito para ofrecerte un espacio amplio y sin pasillos, ideal para disfrutar de cada rincón. Con 170m² construidos, cuenta con dos dormitorios en suite, un pequeño despacho perfecto para trabajar desde casa y una luminosidad que inunda cada estancia. Los elementos arquitectónicos originales, como las vigas de madera vista y los pilares de ladrillo, añaden un toque único y sofisticado. Este piso, situado en la tercera planta de un edificio con ascensor, está completamente amueblado y equipado con aire acondicionado y calefacción de gas natural para tu máximo confort. La cocina incluye todos los electrodomésticos necesarios y los armarios empotrados ofrecen un almacenamiento óptimo. Contacta con nosotros para concertar una visita y déjate enamorar por este espacio único en una de las zonas más exclusivas de la ciudad.",False,good,False,True,9500.0,False,False,False,False,[],False,False,1615000.0,€,flat,"Palacio, Madrid",Piso en calle de la Amnistía,,,,,1650000.0,35000.0,2.0,
108504374,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5f/54/91/1346864190.webp,47,4,229000.0,flat,sale,59.0,True,3,1,Barrio Zona Renfe,Madrid,Alcorcón,Centro,es,Zona Renfe,40.3440258,-3.8315892,False,https://www.idealista.com/inmueble/108504374/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de tres dormitorios y un baño. Se encuentra en la 4ª planta de un edificio residencial. Dispone de ascensor. Situado en ZONA RENFE en el distrito de Sur. La vivienda se distribuye en tres dormitorios, armarios empotrados, salón-comedor con acceso a terraza, cocina independiente y un baño. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno y campana extractora. Dispone de suelos de gres en cocina, baño y en el resto de estancias. Se encuentra ubicado en Sur, Noroeste de Alcorcón. Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público. La parada de metro más cercana es Alcorcón Central y se encuentra a menos de 10 minutos andando. La parada de autobús más cercana es Cáceres - Iglesia y se encuentra a menos de 5 minutos andando. La parada de taxi más cercana se encuentra a menos de 10 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el hospital más cercano se encuentra a 250 metros, existen 5 farmacias a menos de 300 metros. Además, a menos de 500 metros también puedes encontrar 8 supermercados. La zona cuenta con una amplia oferta de entretenimiento con un teatro, 10 parques, un centro cultural, bares, restaurantes y comercios a pocos minutos de la vivienda. En cuanto al transporte privado, la zona dispone de parkings privados, 3 parkings públicos y aparcamiento en la calle. La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Autovía del Suroeste, Avenida de Móstoles. Estado de la vivienda: vacante    Asociado al colegio de Apis con el número ANPIFF-1452, Nº de registro Aicat 8714"".",True,good,False,True,3881.0,True,False,True,False,[],False,False,229000.0,€,flat,"Zona Renfe, Alcorcón",Piso,,2001/20010002/1,,,,,,
107538286,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/25/21/3d/1341434202.webp,21,2,1750000.0,flat,sale,154.0,True,3,3,calle Marqués de Monasterio,Madrid,Madrid,Centro,es,Chueca-Justicia,40.4226586,-3.6953708,False,https://www.idealista.com/inmueble/107538286/,"VENTA DIRECTA  Magnifico piso exterior, en una de las calles más emblemáticas y conocidas del barrio de Justicia, en el centro de la capital, un lugar con carácter auténtico, lleno de posibilidades en una de las zonas que más a rejuvenecido.   El edificio posee una bella fachada clásica. , enfrente del nuevo Soho House  Un espacio luminoso, donde se aúna carácter a lo largo de sus 154 m2. La propiedad es exterior con dos balcones a la calle, aportando luz natural.   Piso reformado y amueblado, se distribuye con un amplio salón- comedor y cocina integrada. Tres habitaciones, dos de ellas suite y baño de cortesía  Actualmente el ascensor está en proceso  ATENDEMOS SABADOS Y DOMINGOS.",False,good,False,True,11364.0,True,False,False,False,[],False,False,1750000.0,€,flat,"Chueca-Justicia, Madrid",Piso en calle Marqués de Monasterio,,,,,,,,
108849524,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b5/4a/6b/1356920489.webp,24,4,415000.0,penthouse,sale,65.0,True,1,1,calle del Río Matarraña,Madrid,Madrid,San Blas,es,Salvador,40.4382898,-3.6345112,False,https://www.idealista.com/inmueble/108849524/,"Ático exclusivo con dos terrazas privativas de 40 m2 y 8 m2. Cuenta con buenas calidades y se encuentra en una zona muy bien comunicada y con todo tipo de servicios. La vivienda tiene una superficie construida de 63 m2 sin contar las terrazas. Está distribuida en 1 dormitorio doble con un amplio armario-vestidor de cuatro cuerpos, salón comedor de 25 m2, cocina amueblada y totalmente equipada, un baño completo, una terraza de 8 m2 con acceso directo desde el salón, y otra terraza de 40 m2 en la planta superior. Además, la Terraza de la planta superior cuenta con un cerramiento de 8 m2 con posibilidades de diferentes tipos de uso.  La vivienda se encuentra en un estado óptimo y cuenta con buenas calidades. Dispone de suelo de madera, un amplio armario empotrado, calefacción individual por gas natural, aire acondicionado con bomba de calor en el salón. Carpintería exterior de pvc con refuerzo térmico.  Está situada junto a la calle Alcalá, y la zona donde se encuentra cuenta con muy buena comunicación por transporte público y privado. Junto a todo tipo de servicios como supermercados, centro de salud, guarderías, instituto público, zonas verdes, parques, y zonas comerciales como el Centro comercial Alcalá Norte. No cobramos comisión al comprador.",False,good,False,True,6385.0,False,False,False,False,[],False,False,415000.0,€,flat,"Salvador, Madrid",Ático en calle del Río Matarraña,penthouse,,,,420000.0,5000.0,1.0,
108491437,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e4/1b/99/1346856614.webp,37,5,318000.0,flat,sale,125.0,True,4,2,Juan de Austria,Madrid,Alcalá de Henares,Juan de Austria,es,,40.4819597,-3.3554269,False,https://www.idealista.com/inmueble/108491437/,"RE/MAX MONTE pone a la venta esta vivienda situada en la zona de la Avenida Juan de Austria. Magnífico piso de 125 m² construidos, ubicado en una quinta planta con ascensor, completamente exterior y con excelente luminosidad durante todo el día. La vivienda se distribuye en CUATRO amplios dormitorios, dos baños completos, un salón espacioso con acceso a una gran terraza, y una cocina independiente con tendedero. Todas las estancias son generosas y bien ventiladas. La finca está en buen estado y cuenta con una comunidad tranquila. Situado en una zona estratégica de Alcalá de Henares, a pocos minutos de la estación de Renfe y muy cerca de la Universidad de Alcalá, lo que convierte esta propiedad en una opción ideal tanto como residencia familiar como para inversión en alquiler universitario. Existe la posibilidad de adaptar la distribución para obtener hasta cinco dormitorios, aumentando significativamente su rentabilidad. Una oportunidad única por espacio, ubicación y potencial. Llámanos y reserva la visita a tu casa ideal!",True,good,False,True,2544.0,True,False,True,False,[],False,False,318000.0,€,flat,"Juan de Austria, Alcalá de Henares",Piso,,9635001271,,,,,,
108819190,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/37/eb/fb/1356070751.webp,20,bj,399900.0,flat,sale,59.0,True,2,1,plaza de las Peñuelas,Madrid,Madrid,Arganzuela,es,Acacias,40.3986946,-3.7026652,False,https://www.idealista.com/inmueble/108819190/,"Puede que cuando entres a esta vivienda por primera vez te invada una duda silenciosa… y es normal. Ahora te contamos por qué.  A simple vista, puede parecer pequeña, pero es justo en esos primeros pasos cuando te das cuenta de que está pensada para vivir con cabeza y sin complicaciones. La reforma está hecha con gusto: suelos de tarima que aportan calidez, paredes lisas que multiplican la luz y ventanas climalit que aíslan del ruido y del frío. La distribución también suma: un salón con cocina americana donde cocinar, charlar y vivir se funden en un solo espacio, un baño moderno y dos habitaciones que, aunque no son gigantes, tienen todo lo que necesitas para descansar o trabajar a gusto. Además, al ser un bajo, te olvidas del ascensor y de subir bolsas a cuestas. Si tienes mascota o simplemente odias las escaleras, esto es un punto a favor. Y sí, sabemos que a veces la palabra “bajo” genera dudas… pero sigue leyendo. ¿Qué tiene de bueno vivir en un bajo? Lo primero: la comodidad. Entrar y salir sin depender del ascensor ni cargar con la compra por varios pisos. También es ideal si tienes niños pequeños, personas mayores o simplemente te gusta que tu casa sea práctica y accesible. ¿Y por qué ese pellizco de incertidumbre al principio? Porque uno espera encontrar fallos, cosas por arreglar, paredes que pintar o grifos que cambiar. Pero no los hay. Todo está listo para entrar a vivir. Y cuando algo está bien hecho y ya terminado, a veces cuesta creerlo. No tienes que imaginar cómo quedaría tras una reforma, porque ya está hecho. Y bien hecho. ¿Qué comunicaciones y servicios hay cerca de la vivienda? La zona está perfectamente conectada: a pocos minutos andando tienes las estaciones de Metro y Cercanías de Pirámides (línea 5 y C10) y Embajadores (línea 3 y C5), además de varias líneas de autobús que cruzan el centro de Madrid. En coche, el acceso a la M 30 y la A 42 está a solo unos minutos, facilitando los desplazamientos. En cuanto a servicios, encontrarás todo lo que necesitas a mano: supermercados, farmacias, colegios, zonas verdes y espacios culturales. Una ubicación que lo tiene todo, sin necesidad de salir del barrio. ¿Te preocupa la hipoteca? Es cierto que el año pasado se pusieron las cosas más complicadas para la compra de la vivienda, pero este año las entidades bancarias están levantando más la mano en la concesión de hipotecas, concediendo mejores tipos de interés. ¿Necesitas financiación? Te podemos ayudar. Tenemos un equipo financiero que se dedica única y exclusivamente a realizar los números necesarios para ver la viabilidad del préstamo. Si deseáis venir a verlo llámanos ahora, estaremos encantados de resolver cualquier duda que tengáis.",True,good,False,False,6778.0,True,False,False,False,[],False,False,399900.0,€,flat,"Acacias, Madrid",Piso en plaza de las Peñuelas,,26_23,,,,,,
