propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,detailedType.subTypology,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
102570987,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/57/7b/c7/1159960511.webp,PJS745,8,6,1380000.0,flat,sale,80.0,True,2,2,Barrio Recoletos,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4252199,-3.6877381,False,https://www.idealista.com/inmueble/102570987/,"Fortuny Real Estate ofrece en venta vivienda en la 6ta planta exterior de una finca en el prestigioso Barrio de Salamanca, en Recoletos. Cuenta 80 m2 distribuidos en una acogedor salón comedor, cocina totalmente amueblada y equipada con electrodomésticos de primeras marcas.  Equipada en su zona de descanso cuenta con 2 dormitorios y 2 cuartos de baño, el dormitorio principal en suite, armarios empotrados de suelo a techo revestidos. Estupenda vivienda de techos altos y mucha luz natural, completamente reformada, con acabados de primera calidad. A estrenar, amueblada y lista para entrar a vivir. Este piso espectacular en venta es una verdadera joya en la codiciada zona de Recoletos. Totalmente reformado e interiorizado, cuenta con una decoración exquisita y de alta calidad en todos los detalles. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,17250.0,False,False,False,False,[],False,False,1380000.0,€,,,,flat,"Recoletos, Madrid",Piso,,,,,
109185549,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0b/9b/7b/1366801388.webp,IJINMO 3166,22,,320000.0,countryHouse,sale,90.0,,3,1,calle Julio Antonio,Madrid,Madrid,Carabanchel,es,Puerta Bonita,40.3823441,-3.7315583,False,https://www.idealista.com/inmueble/109185549/,"IJ INMOBILIARIA, vende casa de dos plantas en Carabanchel. Dispone de dos plantas. Tiene tres habitaciones con armarios, un baño completo, salon comedor y cocina. Calefacción individual de gas natural. Reformada. Posibilidad de subir otra planta. Mejor ver. INFORMATE SIN COMPROMISO.",False,good,False,,3556.0,False,False,False,False,[],False,False,320000.0,€,,,,countryHouse,"Puerta Bonita, Madrid",Casa de pueblo en calle Julio Antonio,casaDePueblo,,,,
104017922,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5a/dd/d7/1211039602.webp,FHOG-2364,6,2,118000.0,flat,sale,57.0,True,3,1,calle de Villafuerte,Madrid,Madrid,Villaverde,es,Los Rosales,40.3566017,-3.6890796,False,https://www.idealista.com/inmueble/104017922/,"***INMUEBLE OKUPADO*** ***SOLO PARA INVERSORES*** ***SIN COMISIONES DE AGENCIA INMOBILIARIA*** Oportunidad de inversión: inmueble ocupado Imposibilidad de visita interior. Las fotografías pueden no corresponderse con el estado actual del inmueble. El precio del inmueble ha sido fijado en atención a que el inmueble se adquiera por el comprador en estado de ocupado por lo que no aplicaría dicho precio si en el momento de formalización de la escritura pública el inmueble se encontrara libre de ocupantes. Este piso se encuentra en Calle de Villafuerte, 28041, Madrid, Madrid, en la planta 2. Es un piso, construido en el año 1970, que tiene 57 m2 de los cuales 46 m2 son útiles y dispone de 3 habitaciones y 1 baño. Soluciones a su medida.",False,good,False,True,2070.0,True,False,False,False,[],False,False,118000.0,€,,,,flat,"Los Rosales, Madrid",Piso en calle de Villafuerte,,,,,
108774394,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dd/54/73/1354754401.webp,P-3268,8,,220000.0,countryHouse,sale,141.0,,9,2,"travesía Álamo, 2",Madrid,San Lorenzo de El Escorial,Centro - Casco Histórico,es,,40.5937756,-4.1480346,True,https://www.idealista.com/inmueble/108774394/,"**** SIN COMISION PARA EL COMPRADOR **** **** NO SOMOS FRANQUICIA **** Se vende casa en ruinas en el casco histórico de San Lorenzo de El Escorial, en Travesía de Los Álamos nº 2, a pocos pasos del Monasterio. Consta de dos plantas independientes, cada una de 70 m² (registradas como fincas independientes), con opción de unificarlas en una única vivienda o mantenerlas como dos unidades. El inmueble se encuentra en una zona protegida por Patrimonio, lo que garantiza un entorno de alto valor cultural. Necesita una rehabilitación integral, pero ya cuenta con un proyecto residencial profesional redactado (valorado en 15.000 €), lo que permite ahorrar tiempo y costes técnicos. Este proyecto respeta los criterios patrimoniales y está orientado a crear una vivienda acogedora, funcional y en armonía con el entorno histórico. Características destacadas: 2 plantas de 70 m² cada una (total 140 m²) Vivienda en estado de ruina, para rehabilitar Proyecto residencial incluido (15.000 € ya invertidos) Ubicación: casco histórico, zona Patrimonio Gran potencial de revalorización Ideal para vivienda principal, segunda residencia o inversión Oportunidad única Propiedad singular con documentación. Perfecta para quienes buscan crear su hogar en uno de los entornos más emblemáticos de la Comunidad de Madrid. **** SIN COMISION PARA EL COMPRADOR ****.",False,renew,False,,1560.0,True,False,False,False,[],False,False,220000.0,€,,,,countryHouse,"Centro - Casco Histórico, San Lorenzo de El Escorial","Casa de pueblo en travesía Álamo, 2",casaDePueblo,,,,
108296558,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/0e/5f/dd/1339882815.webp,3403-02748,21,4,230000.0,flat,sale,79.0,True,3,1,avenida de Berlin,Madrid,Coslada,Ciudad 70,es,,40.4196391,-3.5435658,False,https://www.idealista.com/inmueble/108296558/,"Vendemos fantástico piso todo exterior, muy luminoso en la mejor zona de Coslada. Se sitúa en una cuarta planta con ascensor, consta de 79 m2 según catastro ( 71m2 de vivienda + 8 de elementos comunes) se compone de salón independiente comunicado con terraza cerrada, cocina completa, tres dormitorios (uno doble y dos individuales) y un baño completo.  Cuenta como anejo inseparable con un cuarto trastero de 3 m2. El inmueble se encuentra en muy buen estado de conservación con varias reformas recientes, el baño se reformó hace tan sólo dos años y la cocina hace cinco. La calefacción es individual de gas natural y cuenta con una caldera de tan sólo un año y medio de antigüedad. A su vez cuenta con toldo y aire acondicionado en el dormitorio principal. Costes de IBI de 330 euros al año y Comunidad de 60 al mes. Excelentes comunicaciones líneas de autobuses 286,287, 289 y N203 en la puerta, con fácil salida a la M45 por carretera, la estación de Cercanías más cercana es Coslada Central y la estación de Metro seria la de San Fernando L7. Se encuentra a un paso del Supermercado Ahorramás, CEIP Alfredo Landa, Polideportivo el Cerro, Parque de la Colina, el Hospital de San Universitario de Henares... zona consolidada con todo tipo de comercios alrededor.  No deje pasar esta oportunidad de adquirir un inmueble para primera vivienda o inversión. No cobramos honorarios de intermediación a la parte compradora. Concertación de visitas con mínimo 48 horas de antelación. En el caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta y condicionada a elección y aceptación de la propiedad. Inclusive si la mencionada oferta se situara por encima del precio fijado en el presente anuncio. Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. En el precio de venta al público, no se incluyen los gastos de adquisición o cancelación (Notario, registro, gestión, hipotecas, impuestos, plusvalías, honorarios, etc. El mobiliario, enseres, vehículos, o cualquier otro bien mueble que aparezca en las fotografías, NO queda incluido en el precio de transmisión, salvo que así se refleje de forma expresa en el anuncio.",False,good,False,True,2911.0,False,True,False,False,[],False,False,230000.0,€,,,,flat,"Ciudad 70, Coslada",Piso en avenida de Berlin,,240000.0,10000.0,4.0,
109153953,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/19/15/1365884163.webp,1102,15,,580000.0,chalet,sale,178.0,,4,3,calle Jose Del Vado Matellano,Madrid,Fuente el Saz de Jarama,,es,,40.642403,-3.503915,False,https://www.idealista.com/inmueble/109153953/,"Tu nuevo hogar en Fuente el Saz: diseño, confort y naturaleza.   Amena Homes, comercializa en el corazón de Fuente el Saz esta exclusiva vivienda pareada a estrenar, pensada para quienes buscan tranquilidad, diseño contemporáneo y el máximo confort. Con una cuidada arquitectura que combina líneas actuales con materiales de primera calidad, esta casa ofrece espacios amplios, luminosos y funcionales, perfectos para disfrutar cada momento en familia. Características principales: Parcela independiente con piscina. Amplio salón comedor con grandes ventanales, que llenan la vivienda de luz natural. Climatización eficiente por aerotermia con suelo radiante y refrescante. Dormitorio principal con vestidor y baño en suite, equipado con doble lavabo, sanitarios de diseño y plato de ducha extraplano. Carpintería exterior de PVC con doble acristalamiento, persianas térmicas y excelente aislamiento. Armarios empotrados forrados en todos los dormitorios. Preinstalación para carga de vehículo eléctrico. Entrega prevista: enero 2026. Situada a solo 30 minutos de Madrid, con excelente conexión por la A-1, Fuente el Saz ofrece un entorno natural, tranquilo y consolidado, con todos los servicios necesarios: colegios, comercios, instalaciones deportivas y zonas verdes. Aquí no solo estrenarás casa, estrenarás estilo de vida.",False,good,False,,3258.0,False,False,False,False,[],False,False,580000.0,€,True,True,,chalet,Fuente el Saz de Jarama,Chalet pareado en calle Jose Del Vado Matellano,semidetachedHouse,610000.0,30000.0,5.0,
108996427,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/58/c4/b3/1361204495.webp,V-CHALETALGETE619K1B,38,,619000.0,chalet,sale,410.0,,10,4,Algete,Madrid,Algete,,es,,40.6052735,-3.5037357,False,https://www.idealista.com/inmueble/108996427/,"Boga Real Estate ofrece en venta exclusiva, un amplio chalet con muchas oportunidades de personalizar gracias a su estupenda distribución de niveles adaptado a la pendiente de la loma donde se encuentra construido. Tiene aproximadamente 1000 metros cuadrados de parcela, 410 metros cuadrados construidos de vivienda más las zonas ajardinadas y recreativas. UBICACIÓN: El chalet está ubicado en una zona privilegiada de la Urb. Valderrey de Algete, que gracias a la altura de la loma tiene vistas a todo el valle del Jarama, situación que brinda luz natural a toda la vivienda durante todo el año. Dispone de buena conexión a cualquier destino de Madrid, además de contar con todos los servicios como: polideportivo, supermercados, colegios, centros de salud con atención 24 horas y locales de ocio, entre otros. DESCRIPCIÓN DETALLADA. Actualmente la parcela está distribuida del siguiente modo: VIVIENDA: la vivienda dispone de 4 niveles con las siguientes distribuciones: -NIVEL I: el nivel más bajo de la vivienda y dispone de 4 estancias: un amplio garaje cerrado para 3 coches. Una zona cerrada que puede servir de aparcamiento para motos, bicicletas, canoas o cualquier otro artículo deportivo o simplemente como almacenamiento, una carbonera, más aparcamiento en la calzada de la entrada al garaje. -NIVEL II: dispone de una sala diáfana para múltiples usos que está a la altura de la parcela (no es un sótano), una bodega y un cuarto de caldera. Dispone también de un taller muy luminoso con acceso lateral a la puerta de entrada principal de la vivienda y una amplia terraza de unos 12m2. -NIVEL III: Tiene 8 estancias: hall distribuidor, 1 despacho, 1 dormitorio de invitados, 1 aseo con conexión para colocar ducha, salón con chimenea, comedor, cocina con office y 1 amplio porche cerrado que conecta con los jardines de la parte trasera de la casa. -NIVEL IV: con 8 estancias privadas distribuidas en: 2 dormitorios auxiliares con sus propios estudios y baños en suite cada dormitorio, el dormitorio principal con baño en suite y terraza privada, y el pasillo de conexión a todas las estancias con 2 armarios empotrados. Existen muchas posibilidades de hacer una nueva distribución en cada nivel y destinar los nuevos espacios a usos diferentes gracias a la superficie actual de cada estancia, la distribución de las cargas estructurales y la abundante luz natural que tiene toda la vivienda. ZONAS EXTERIORES: piscina, pista de frontón. jardines. DATOS TÉCNICOS: dependiendo de las necesidades del comprador, la vivienda requiere de una reforma integral, parcial o solo un lavado de cara para personalizar. Hoy día el inmueble dispone de: calefacción y agua caliente central por gasoil, chimenea, 5 aires acondicionados inverter, ventanas dobles, sistema de seguridad instalado y activo con circuito cerrado de cámara y sensores, los muros exteriores de la vivienda son dobles con cámara de aislamiento y ventilación para evitar humedades y el inmueble dispone en la parte trasera de la parcela de un MURO DE CONTENCIÓN hecho en HORMIGÓN de 1½ m de espesor y de alrededor 15m de altura. El tejado de la vivienda es de teja árabe y su última revisión fue en 2016. DATOS ECONOMICOS Y OTROS DATOS: Gastos de Comunidad: 75€/mes con el agua de pozo incluida. IBI: 1100€ aprox. Ultima ITE: Favorable en 2020. Uso: Residencial. Libre de cargas. PLANOS publicados con distribuciones originales y actuales.",True,renew,False,,1510.0,True,False,False,False,[],False,False,619000.0,€,True,True,,chalet,Algete,Casa independiente,independantHouse,,,,
109089839,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e5/17/14/1364044272.webp,CS-0008,67,,480000.0,chalet,sale,315.0,,5,3,Guadalix de la Sierra,Madrid,Guadalix de la Sierra,,es,,40.7770344,-3.7053351,False,https://www.idealista.com/inmueble/109089839/,"SENEAS vende en exclusiva este cómodo y amplio chalet de tres plantas listo para entrar a vivir, en Guadalix de la Sierra, una de las poblaciones con más proyección de la zona norte de Madrid. Este tranquilo chalet cuenta con 315 m² construidos en 3 alturas muy bien distribuidas, con un espacioso y luminoso sótano, planta baja principal con baño y dormitorio y una primera planta como zona de descanso. Planta baja: Gran terraza exterior lateral. Acceso al garaje desde la vivienda. Gran salón comedor con acceso a un agradable porche con vistas a la sierra. Cocina equipada que podría abrirse al salón, con acceso a éste y al porche. 1 confortable dormitorio. 1 baño completo. Porche cubierto. Garaje para 2 vehículos de fácil acceso desde la calle. Primera planta: 1 amplio dormitorio principal con gran vestidor y baño en suite. Acceso a terraza. 1 amplia habitación doble 1 amplia segunda habitación doble. Baño completo con bañera. Planta sótano. Zona muy luminosa y con muchas posibilidades en función de las necesidades de sus habitantes. Amplio espacio para salón comedor donde disfrutar de quedadas familiares o con amigos. 1 habitación espaciosa y luminosa. Estancia de trastero / bodega. Susceptible de realizarse un baño si se desea. Esta parte de la vivienda se podría plantear como apartamento independiente con todos los servicios y gran luminosidad. Además, otra terraza adicional exterior a la altura del sótano, con barbacoa. Y otras muchas características que dotan a la vivienda de un gran valor, como: Posibilidad de instalar placas solares para reducir consumo energético. Calefacción de consumo individual, gas natural. Armarios empotrados. Chimenea. Ventanas climalit. Pasillos espaciosos para personas de movilidad reducida. Desde Seneas, empresa experta financiera e inmobiliaria, además podemos ayudarte a conseguir la FINANCIACIÓN! . GRUPO SENEAS es una empresa que desarrolla su actividad en el sector de la intermediación financiera e inmobiliaria con +25 años de experiencia al servicio de clientes e inversores. Su origen es inmobiliario y en el año 2007 comienza su andadura en el área de la financiación privada y bancaria siendo considerada hoy día un referente en el sector.",False,good,False,,1524.0,True,False,True,False,[],False,False,480000.0,€,True,True,,chalet,Guadalix de la Sierra,Chalet pareado,semidetachedHouse,,,,
108657494,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/68/90/1351309859.webp,AC250777,15,1,350000.0,flat,sale,40.0,False,1,1,calle Esquilache s/n,Madrid,Madrid,Chamberí,es,Vallehermoso,40.4446214,-3.7049849,True,https://www.idealista.com/inmueble/108657494/,"¿QUIERES VIVIR EN LA CASA DE TUS SUEÑOS? GRAZZIA PERSONAL REAL ESTATE ofrece en exclusiva: Este fantástico Apartamento Amueblado en venta de 1 dormitorio. Con una ubicación espectacular, en pleno centro de Madrid, VALLEHERMOSO. CARACTERÍSTICAS PRINCIPALES  Se trata de un piso en una 1ª planta interior, con ascensor de 40 M2 aprox. "" VIVIENDA MUY LUMINOSA DE DISEÑO, COMPLETAMENTE REFORMADA""   DISTRIBUCIÓN DEL INMUEBLE Con una distribución en planta que resulta óptima en el aprovechamiento de sus 40m2 aprox. de vivienda, la casa se distribuye en: Salón de diseño y luminoso con cocina en office. Cocina totalmente amueblada, vitroceramica, campana extractora, frigorífico y lavadora.  Dormitorio en planta con cristaleras y armario. Una preciosa escalera de caracol sube al otro dormitorio. Todos los detalles de esta casa harán que te enamores de ella.   SERVICIOS Y COMUNICACIONES Este apartamento te ofrece vivir en EL CORAZÓN de Madrid. Rodeado de todo tipo de servicios.   Zona muy bien comunicada, con multitud de paradas de autobuses urbanos e interurbanos.  Paradas de metro (Rio Rosas, Canal, )   Museos, cines, teatros, colegios, Hospitales, farmacias, supermercados y amplia oferta de hostelería. a 1 min del Corte Ingles de Princesa.   Disponibilidad inmediata No dudes en visitarlo, ¡llámanos!",True,good,False,False,8750.0,False,False,False,False,[],False,False,350000.0,€,,,,flat,"Vallehermoso, Madrid",Piso en calle Esquilache s/n,,,,,
107101838,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1f/e7/65/1303026628.webp,NP2101251286,22,2,899000.0,flat,sale,107.0,True,3,2,calle del Doctor Juan José López Ibor,Madrid,Madrid,Moncloa,es,Valdezarza,40.4728048,-3.7265718,False,https://www.idealista.com/inmueble/107101838/,"NEO Patrimonial ofrece piso en la zona de Valdezarza. 2ª planta exterior con ascensor. Consta de 107m² de superficie construida de los cuales 88m² corresponden a la vivienda y 19m² a elementos comunes.  El inmueble se distribuye en salón-comedor muy luminoso con acceso a la terraza, cocina independiente completamente amueblada y con terraza lavadero, 3 dormitorios, 1 doble con salida a la terraza y baño en suite, 2 individuales y 1 baño completo adicional para dar servicio al resto de la vivienda. Carpintería exterior de Climalit, carpintería interior lacada en blanco, suelos de parquet, excepto en zonas de agua que son de gres. Calefacción y agua caliente por gas natural, aire acondicionado, armarios empotrados, puerta blindada terraza, trastero y plaza de garaje incluidos en el precio. Ubicado en urbanización equipada con acceso PMR, ascensor, conserje, zonas ajardinadas, piscina comunitaria y conserje. Todos los servicios de primera necesidad al alcance: Colegios, Centros Médicos, Farmacias, Gasolineras, Restaurantes, pequeño comercio etc. Rodeado de zonas verdes y de ocio. Excelente comunicación de transporte público. Líneas regulares de autobuses de la EMT, y cercano al Metro de Antonio Machado, L7 a 3min andando. *Impuestos ITP o IVA y gastos, notaría, registro, gestoría etc. no incluidos. NEO Patrimonial le ofrece la posibilidad de hacer cualquier tipo de reforma de esta vivienda al mejor precio.",False,good,False,True,8402.0,False,False,False,False,[],False,False,899000.0,€,True,True,,flat,"Valdezarza, Madrid",Piso en calle del Doctor Juan José López Ibor,,,,,
99799338,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/cd/7a/81/1054930661.webp,JO1079,7,4,1500000.0,flat,sale,210.0,True,3,3,Barrio Ibiza,Madrid,Madrid,Retiro,es,Ibiza,40.4208665,-3.6721462,False,https://www.idealista.com/inmueble/99799338/,"Fortuny Real Estate presenta magnífica propiedad de 210m2 de superficie, situado en la 4ta planta de una finca representativa de la zona en el Barrio de Salamanca Se trata de una vivienda con amplio salón-comedor con vistas a la calle, cocina completamente amueblada y equipada, excelentes acabados y amplias estancias. La zona de descanso, cuenta con tres amplios dormitorios, y tres cuartos de baño, dos de ellos en suite. Múltiples armarios empotrados, que permiten optimizar los espacios de almacenamiento. El dormitorio principal de gran tamaño con vestidor. Su buena comunicación con los diferentes transportes, le hacen ser un enclave idílico, además de su cercanía con los servicios comerciales y de ocio, y cercano del Parque del Retiro. La gran mayoría de los inmuebles que tenemos en esta zona solo se encuentran en nuestra web. Visite nuestra página y descubra exclusivas viviendas. Fortuny Madrid Real Estate es una empresa joven y emprendedora, formada por un grupo de consultores inmobiliarios especializados en la zona Prime de Madrid, creada con el objetivo de satisfacer las necesidades de los clientes más exigentes.",False,good,False,True,7143.0,False,False,False,False,[],False,False,1500000.0,€,,,,flat,"Ibiza, Madrid",Piso,,,,,
108903893,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/4f/c8/1358487151.webp,LZ - 18,28,3,670000.0,flat,sale,148.0,True,2,2,calle del Hierro s/n,Madrid,Madrid,Arganzuela,es,Legazpi,40.3913478,-3.6910364,True,https://www.idealista.com/inmueble/108903893/,"Agencia inmobiliaria de MADRID - zona ARGANZUELA - LEGAZPI - Oficina Tecnocasa VENDE en EXCLUSIVA: ¡ESPECTACULAR VIVIENDA EN ARGANZUELA! En pleno barrio de ""LOS METALES"". En el representativo barrio de Legazpi, en pleno auge económico-cultural. Calle HIERRO: Piso EXTERIOR y PARA ENTRAR A VIVIR. - La vivienda está situada en la 3ª planta del edificio. Dispone de 2 habitaciones con armarios empotrados, y 2 baños completos. Cuenta con la cocina amueblada con electrodomésticos y terraza/tendedero. El salón es muy amplio y luminoso de 30m2. Además, tiene numerosos armarios empotrados y capacidad de almacenamiento distribuidos en todas las estancias. - El sistema de calefacción es de gas central. Cuenta con sistema de aire acondicionado individual proporcionado por conductos. - Cuenta con DOS PLAZAS DE GARAJE en la misma finca. En la planta -1 y ambas INCLUIDAS EN EL PRECIO de la vivienda. - El inmueble dispone, además, de trastero en el mismo edificio. - La finca tiene todo tipo de servicios como la vigilancia a través de PORTERO FÍSICO y control de entrada y zonas comunes supervisada por cámaras. - Parada de metro de Méndez Álvaro y Legazpi a menos de 500 metros. - También consta de abundantes líneas de autobuses que conectan, entre otras, directamente con Atocha, de la cual se encuentra realmente próximo. Todo esto, junto con su inmejorable ubicación, hace que sea una gran oportunidad para todo tipo de clientes. Su excelente ubicación cuenta con numerosos servicios tales como farmacias, colegios, zonas verdes, restaurantes, ocio, centros comerciales (MADRID RÍO 2). A escasos metros del famoso 'MATADERO', donde se desarrollan numerosas actividades culturales. Desde Tecnocasa contamos con departamento financiero propio. Podemos conseguir hasta el 100% de financiación para la compra de cualquier inmueble. NO DEJE ESCAPAR LA OPORTUNIDAD DE TENER UN INMUEBLE EN ESTA EXCELENTE UBICACIÓN Y CON ESTAS CARACTERÍSTICAS. ¡Venga a visitarlo sin compromiso! PARA CUALQUIER INFORMACIÓN PRESENCIAL ESTAMOS DISPONIBLES EN LAS OFICINA TECNOCASA UBICADA EN PASEO DE LAS DELICIAS, 125. Contáctenos para más información y/o agendar una cita y ver este magnífico inmueble.",False,good,False,True,4527.0,False,False,True,False,[],False,False,670000.0,€,True,True,,flat,"Legazpi, Madrid",Piso en calle del Hierro s/n,,690000.0,20000.0,3.0,
108659336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6b/9b/83/1353117963.webp,,18,2,249000.0,flat,sale,120.0,True,4,1,PZ MARTINEZ OLMEDILLA,Madrid,Madrid,Villa de Vallecas,es,Santa Eugenia,40.3821437,-3.6112252,False,https://www.idealista.com/inmueble/108659336/,"A 5 MINUTOS DEL C. C. LA GAVIA MQpropiedades vende en exclusiva! 2da planta con ascensor 120m² Terraza 4 habitaciones 2 baños para reformar y/o actualizar financiamos el 100%, según perfil. Para mayor información, llama o escribe al 679_056_614.",True,renew,False,True,2075.0,True,False,False,False,[],False,False,249000.0,€,,,,flat,"Santa Eugenia, Madrid",Piso en Pz Martinez Olmedilla,,259000.0,10000.0,4.0,
102955712,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/f3/a7/1173080320.webp,,7,3,2950000.0,flat,sale,280.0,True,4,4,calle Almagro,Madrid,Madrid,Chamberí,es,Almagro,40.4267574,-3.6973781,False,https://www.idealista.com/inmueble/102955712/,"Belton Real Estate ofrece una amplia y cómoda vivienda en Almagro   El piso tiene una superficie de 280 metros cuadrados, lo que proporciona un amplio espacio para vivir. La propiedad dispone de 4 habitaciones, lo que ofrece varias opciones para dormitorios, habitaciones de invitados o espacios adicionales según las necesidades del comprador. Cuenta con un total de 3 baños y un aseo de cortesía lo que garantiza comodidad y privacidad para los residentes y visitantes.  El piso está orientado al sur, lo que significa que recibe una generosa cantidad de luz natural a lo largo del día.  La propiedad está equipada con armarios empotrados en las habitaciones y calefacción central de gas.  El edificio cuenta con un ascensor es una característica conveniente, que facilita el acceso a todas las áreas del piso y es especialmente útil para personas con movilidad reducida. En resumen, este piso es espacioso, cómodo y bien equipado, con un diseño que prioriza la luminosidad y la comodidad. Es una excelente opción para aquellos que buscan una vivienda en una ubicación orientada al sur con todas las comodidades necesarias. Aproximadamente un 30 % de los inmuebles que tenemos en esta zona solo están anunciados en nuestra web por expreso deseo de los propietarios. Para verlos pinche por favor en el enlace adicional ubicado en la parte final del anuncio y encuentra el piso que estás buscando.",False,good,False,True,10536.0,False,False,False,False,[],False,False,2950000.0,€,,,,flat,"Almagro, Madrid",Piso en calle Almagro,,,,,
109118212,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/72/6c/1364864052.webp,,41,1,396800.0,flat,sale,155.0,True,3,2,"calle Gloria Fuertes, 11",Madrid,Torrejón de Ardoz,Noroeste,es,,40.4565414,-3.4856236,True,https://www.idealista.com/inmueble/109118212/,"Estudio Barrio Fronteras vende piso con ascensor en Corazón de Ardoz Presentamos en exclusiva una magnífica vivienda ubicada en una de las zonas más demandadas de Torrejón de Ardoz, rodeada de servicios, colegios, comercios, zonas verdes y con excelentes comunicaciones. Se trata de una amplia primera planta con ascensor, construida en el año 2003, en perfecto estado de conservación y con excelentes calidades. Características principales •155 m² construidos | 105 m² útiles •3 dormitorios, todos con armarios empotrados •2 baños completos •Terraza tendedero •Vivienda luminosa y bien distribuida Calidades y acabados •Suelo de parquet en perfecto estado •Ventanas de aluminio con climalit •Vivienda cuidada y lista para entrar a vivir Urbanización privada La finca dispone de una urbanización cerrada con: •Piscina comunitaria •Amplias zonas ajardinadas y parque infantil •Garaje y trastero incluidos en el precio Precio: 396.800 € Una oportunidad única para vivir en un piso amplio, cómodo y con todas las comodidades en pleno Corazón de Ardoz. Ideal para familias que buscan calidad de vida en una urbanización tranquila y bien situada. No dude en llamarnos para concertar su cita para visitar el inmueble en la que además recibirá el asesoramiento gratuito de nuestro departamento financiero KÌRON. FINANCIACION 100%.",False,good,False,True,2560.0,False,False,False,False,[],False,False,396800.0,€,True,True,,flat,"Noroeste, Torrejón de Ardoz","Piso en calle Gloria Fuertes, 11",,,,,
108961424,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e2/ed/29/1360180029.webp,1862,27,,199000.0,chalet,sale,101.0,,4,1,San Martín de la Vega,Madrid,San Martín de la Vega,,es,,40.2127654,-3.570249,False,https://www.idealista.com/inmueble/108961424/,"¡Descubre tu nuevo hogar en la encantadora localidad de San Martín de la Vega! Esta acogedora casa unifamiliar cuenta con 4 amplios dormitorios, un baño en planta baja y un aseo, todo distribuido en una superficie construida de 101 m². Ideal para familias que buscan espacio y confort, la vivienda se completa con una cocina individual que te permitirá disfrutar de momentos gastronómicos únicos. Construida en 1971, esta propiedad combina el encanto clásico con las posibilidades de modernización que tú desees. Además, dispone de un exclusivo patio privado, perfecto para disfrutar de agradables veladas al aire libre o para que los más pequeños jueguen con seguridad. Calefacción y agua caliente con caldera de gas. La ubicación es inmejorable, brindando comodidad y acceso a servicios esenciales en zona tranquila y residencial cercana a gimnasio, colegios, comercios etc.. . Es una oportunidad perfecta para quienes buscan un hogar donde crear recuerdos inolvidables. ¡No dejes pasar la oportunidad de visitarla y enamorarte de sus posibilidades! [IW].",False,good,False,,1970.0,False,False,False,False,[],False,False,199000.0,€,,,,chalet,San Martín de la Vega,Casa independiente,independantHouse,,,,
