propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,neighborhood,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,newDevelopmentFinished
108658210,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/18/31/ed/1351332488.webp,RP2372025139623,10,1,177500.0,flat,sale,79.0,False,3,1,Barrio Los Rosales,Madrid,Madrid,Villaverde,es,40.3502229,-3.6901021,False,https://www.idealista.com/inmueble/108658210/,"REDPISO VILLAVERDE BAJO - SAN CRISTOBAL inscrito en el RAIN Nº 000517/20.  - VIVIENDA CON INQUILINOS -  Este magnífico piso es la oportunidad que estabas buscando.  Se encuentra situado en una primera planta con 72 m2 útiles y compuesto por:  -Tres dormitorios -Salón  -Cocina -Baño con plato de ducha -Terraza  Totalmente reformado, con doble orientación N/S, suelos de parquet, puertas lacadas y ubicado en una de las mejores calles de la zona.  El distrito de Villaverde limita al oeste con el término municipal de Leganés, al sur con el de Getafe, al este con el distrito de Villa de Vallecas a través del límite del río Manzanares, y al norte con el distrito de Usera, separándose de este a través de la autovía de circunvalación de Madrid M-40. La avenida de Andalucía es la comunicación más directa con el centro de Madrid y con las autopistas de circunvalación M-30, M-40 y M-45. También cerca una salida a la M-40. La estación de referencia es Villaverde Bajo, en el este del barrio. Por ella pasan las líneas C-3 y C-4 con frecuencias en días laborables de unos 6 minutos. Unen el barrio con los municipios del sur de la CAM y con el centro de Madrid (Sol, Atocha-Cercanías,... ) además de con San Sebastián de los Reyes, Alcobendas, Tres Cantos y Colmenar Viejo. La estación de referencia en cuanto al metro es Villaverde Bajo Cruce, en la línea 3. Conecta todo el distrito de Villaverde con el centro y el eje Callao-Plaza España-Moncloa, además de unir el barrio con su hospital de referencia, el Hospital 12 de Octubre. En cuanto a autobuses, se encuentra el intercambiador de superficie de Villaverde Bajo, que está situado en la zona de ""El Cruce"" (intersección de la carretera de Villaverde a Vallecas), con ocho dársenas que se comunican mediante ascensores con la estación de Metro de la línea 3.  *En el precio de venta no están incluidos los gastos de compra (Impuestos de transmisiones patrimoniales / Notaría - Gestoría / Registro / Intermediación inmobiliaria y / o Financiera). *.",False,good,False,False,2247.0,False,False,False,False,[],False,False,177500.0,€,flat,"Los Rosales, Madrid",Piso,Destacado,Los Rosales,,,,
108592054,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2a/da/d6/1349379348.webp,RP202025139389,12,2,167500.0,flat,sale,52.0,False,2,1,Barrio Casco Histórico de Vallecas,Madrid,Madrid,Villa de Vallecas,es,40.3755754,-3.6206177,False,https://www.idealista.com/inmueble/108592054/,"REDPISO CONGOSTO VENDE PISO DE 2 DORMITORIOS! ¡No dejes pasar esta increíble oportunidad! Características del inmueble: - Dos dormitorios independientes ideales para el descanso y confort. – Salón independiente, para momentos de ocio y reuniones familiares. - Baño completo. Cocina equipada, lista para que preparar las mejores recetas. Ubicación y comodidades: Disfruta de la tranquilidad y conveniencia de estar cerca de todo lo que necesitas: comercios, supermercados, colegios, centro de salud y cafeterías, ¡todo a tu alcance! Además, las excelentes comunicaciones hacen que moverse por la ciudad sea muy fácil. Con las estaciones de metro Congosto y Villa de Vallecas (línea 1) a pocos pasos y las líneas de autobús 142, 54 y 103 cercanas, estar conectado nunca fue tan sencillo. ¡No esperes más! Llama ahora para concertar tu cita y visita sin compromiso. Y lo mejor de todo, te ofrecemos financiación de hasta el 100% del valor de compra gracias a nuestro Departamento Financiero Dcredit. ¡Te esperamos!",False,good,False,False,3221.0,False,False,False,False,[],False,False,167500.0,€,flat,"Casco Histórico de Vallecas, Madrid",Piso,Destacado,Casco Histórico de Vallecas,,,,
108760680,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/f8/c9/48/1354663880.webp,RP1102025140001,5,bj,87260.0,flat,sale,57.0,False,1,1,La Avanzada - La Cueva,Madrid,Fuenlabrada,La Avanzada - La Cueva,es,40.2932131,-3.7913121,False,https://www.idealista.com/inmueble/108760680/,"Se vende local tipo loft ideal para despacho, estudio o uso polivalente. Cuenta con: •Cocina americana integrada en el espacio •1 dormitorio o zona separada para descanso/oficina •Aseo completo con plato de ducha Ubicado en la zona de La Avanzada, a muy pocos minutos de la estación de RENFE, lo que lo convierte en una opción muy bien conectada con el transporte público y servicios. Espacio versátil, perfecto para quienes buscan combinar trabajo y descanso en un mismo lugar, o bien para emprendedores que necesitan una base funcional y bien ubicada.",False,good,False,False,1531.0,False,False,False,False,[],False,False,87260.0,€,flat,"La Avanzada - La Cueva, Fuenlabrada",Piso,Destacado,,,,,
108730623,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/21/d5/1353451005.webp,588-JC,1,4,99990.0,flat,sale,75.0,True,3,1,calle Albacete,Madrid,Getafe,Juan de la Cierva,es,40.3114071,-3.7137291,False,https://www.idealista.com/inmueble/108730623/,"INMOBILIARIA JC, vende OPORTUNIDAD DE PISO EN GETAFE, OCUPADO! La vivienda cuenta con tres habitaciones, un baño, salón comedor y cocina. La vivienda se encuentra ocupada ilegalmente, de ahí el precio tan bajo. Para cualquier consulta o duda ponte en contacto con nosotros y te ayudamos.",False,renew,False,False,1333.0,False,False,False,False,[],False,False,99990.0,€,flat,"Juan de la Cierva, Getafe",Piso en calle Albacete,Destacado,,,,,
108077951,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/6d/46/fe/1333142503.webp,RP1922025137223,11,3,199000.0,studio,sale,17.0,False,0,1,calle de Ponce de León,Madrid,Madrid,Chamberí,es,40.4380983,-3.6986334,False,https://www.idealista.com/inmueble/108077951/,"REAL ESTATE ALMAGRO! Vende fantástico estudio totalmente reformado en 3ª planta, interior a patio muy luminoso. Cocina independiente, 1 baño. Calefacción y agua caliente individuales. Ideal inversores. Alta rentabilidad en alquiler. Estaciones de Metro: Iglesia, Alonso Cano y Gregorio Marañón (L1, L7 y L10). Solicite cita previa y más información al teléfono.",False,good,False,False,11706.0,False,False,False,False,[],False,False,199000.0,€,flat,"Almagro, Madrid",Estudio en calle de Ponce de León,Destacado,Almagro,,,studio,
108730463,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/06/00/15/1353446050.webp,587-JC,1,3,94990.0,flat,sale,75.0,True,3,1,paseo de los Ferroviarios,Madrid,Madrid,Villaverde,es,40.3456485,-3.7168875,False,https://www.idealista.com/inmueble/108730463/,"INMOBILIARIA JC TAMAYO, vende OPORTUNIDAD DE PISO, en Villaverde, OCUPADO! La vivienda de unos 75 m2 aprox. cuenta con tres habitaciones, un baño, salón comedor, cocina y terraza.  No se puede visitar, porque la vivienda se encuentra ocupada ilegalmente, de ahí el precio por el que se vende. Para cualquier consulta o duda ponte en contacto con nostros y te ayudamos!",False,renew,False,False,1267.0,False,False,False,False,[],False,False,94990.0,€,flat,"Villaverde Alto, Madrid",Piso en paseo de los Ferroviarios,Destacado,Villaverde Alto,,,,
108665533,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/76/91/1358084320.webp,RP3062025139663,13,bj,289000.0,flat,sale,85.0,True,2,1,Centro,Madrid,Navalcarnero,Centro,es,40.2875734,-4.0148334,False,https://www.idealista.com/inmueble/108665533/,"¡OBRA NUEVA EN PLENO CENTRO DE NAVALCARNERO! Se vende espectacular piso a estrenar, ubicado en planta baja de un edificio moderno con ascensor, situado a escasos metros de la Plaza de Segovia, el corazón de Navalcarnero. La vivienda cuenta con 85 m², distribuidos en: - 2 dormitorios amplios - 1 baño completo - Moderna cocina americana totalmente equipada - Salón-comedor muy luminoso gracias a sus grandes ventanales Incluye plaza de aparcamiento adaptada para coche eléctrico. Construido con calidades de lujo: sistema de aerotermia, excelentes acabados y aislamiento, ideal para quienes buscan eficiencia energética y confort. Sin patio, pero con una orientación excelente que garantiza luz natural durante todo el día. Una oportunidad única para vivir en una zona con encanto, todos los servicios al alcance y excelente.",False,good,False,True,3400.0,False,False,False,False,[],False,False,289000.0,€,flat,"Centro, Navalcarnero",Piso,Destacado,,True,True,,
108159075,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/39/6b/2e/1335624227.webp,RP192025137466,5,6,369000.0,flat,sale,150.0,True,3,2,Barrio Parque Lisboa - La Paz,Madrid,Alcorcón,Parque Lisboa - La Paz,es,40.346457,-3.816225,False,https://www.idealista.com/inmueble/108159075/,"********************Se vende la NUDA PROPIEDAD****************** de esta vivienda situada en una de las mejores urbanizaciones de Alcorcón. La actual propietaria, señora de 80 años, conservará el derecho de uso y disfrute de la propiedad hasta su fallecimiento.  LAS FOTOGRAGIAS PODRÁN SER VISUALIZADAS EN NUESTRA OFICINA BAJO CITA PREVIA.  Descripción del inmueble: Presentamos esta luminosa y amplia vivienda, con doble orientación, en sexta planta, con 150 m² construidos, que cuenta con tres amplios dormitorios (antes 4), uno de ellos con baño en suite, salón comedor independiente, cocina office y un baño completo. El edificio dispone de ascensor, conserje 24h, trastero, piscina y pista de tenis. Se encuentra en una zona tranquila, cerca de pequeños y grandes comercios, colegios e institutos, centro de salud, banco, farmacia. Puerta del sur L10, L12 a menos de 200 metros, y paradas de autobús directos a Madrid. GASTOS DE FORMALIZACIÓN: Abonados en su totalidad por el comprador. Los gastos generados en la compraventa (Impuesto de Transmisiones Patrimoniales, notario y registro). A excepción del Impuesto de Plusvalía Municipal, que será abonado por el vendedor. GASTOS DE MANTENIMIENTO: Una vez formalizada la operación ante notario, los gastos de la vivienda se distribuirán de la siguiente manera: 1. El Impuesto de Bienes Inmuebles (IBI), las derramas extraordinarias y el seguro de continente serán asumidos POR LA PARTE COMPRADORA. 2. La cuota ordinaria de la comunidad, el seguro de contenido, la tasa de residuos urbanos y los suministros (luz, agua, etc. ); individualizados o no, serán asumidos POR LA PARTE VENDEDORA.  Redpiso ""tu hogar, nuestro compromiso"". El precio no incluye el Impuesto de Transmisiones Patrimoniales (max. 6% sobre el precio de venta o del valor del inmueble que marque la Comunidad de Madrid), ni el 3% más IVA (21%) (con un mínimo de 4.000€) sobre el precio final del inmueble equivalente a los honorarios del comprador por la intermediación inmobiliaria, ni los gastos notariales y/o registrales (según el caso).",False,good,False,True,2460.0,False,False,False,False,[],False,False,369000.0,€,flat,"Parque Lisboa - La Paz, Alcorcón",Piso,Destacado,Parque Lisboa - La Paz,,,,
108945069,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/33/32/55/1359682630.webp,RP1672025140603,8,2,183000.0,flat,sale,87.0,True,3,1,Villalba Estación,Madrid,Collado Villalba,Villalba Estación,es,40.6294638,-4.0044512,False,https://www.idealista.com/inmueble/108945069/,"Se vende estupendo piso de 3 habitaciones situado en pleno centro de Collado Villalba, una de las zonas más demandadas por su excelente ubicación y acceso a todo tipo de servicios: supermercados, colegios, centros de salud, transporte público, zonas comerciales y de ocio, todo a pocos minutos a pie. La vivienda cuenta con un amplio y luminoso salón comedor, un baño y una terraza perfecta para disfrutar del sol gracias a su excelente orientación suroeste. Cocina independiente con buena distribución y mucho potencial. El piso se encuentra en buen estado, con suelo de parquet, paredes con gotelé y ventanas Climalit, que garantizan un buen aislamiento térmico y acústico. Ideal tanto para vivir como para invertir. No dejes pasar esta oportunidad de vivir en el corazón de Villalba con todas las comodidades a tu alcance. Además, desde Redpiso te ofrecemos una ventaja exclusiva: gracias a nuestro departamento financiero Dcredit, podemos ayudarte a conseguir una financiación de hasta el 100%, con condiciones óptimas, para que tú mismo puedas ser el autopromotor de tu nuevo hogar. Una oportunidad única que pone al alcance de tu mano vivir en este piso completo, cómodo y listo para entrar a vivir. ¡No dejes pasar esta oportunidad y ven a visitarlo!  Te encantará.",False,good,False,False,2103.0,False,False,False,False,[],False,False,183000.0,€,flat,"Villalba Estación, Collado Villalba",Piso,Destacado,,,,,
108731464,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/53/b9/1353571158.webp,590-JC,1,4,129990.0,flat,sale,61.0,True,3,1,calle Concepción de la Oliva,Madrid,Madrid,Villaverde,es,40.3552307,-3.6824394,False,https://www.idealista.com/inmueble/108731464/,"INMOBILIARIA JC, vende OPORTUNIDAD de piso en VILLAVERDE, OCUPADO! La vivienda de 61 m2 aprox. se distribuye en 3 habitaciones, 1 baño, salón comedor y cocina. Sin ASCENSOR Y CON TRASTERO! El piso se encuentra OCUPADO ILEGALEMTE, de ahí el precio. Paras cualquier consulta o duda ponte en contacto con nosotros y te ayudamos!",False,renew,False,False,2131.0,False,False,False,False,[],False,False,129990.0,€,flat,"Butarque, Madrid",Piso en calle Concepción de la Oliva,Destacado,Butarque,,,,
108682382,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/35/e7/2f/1352007098.webp,RP502025139725,1,5,338500.0,flat,sale,90.0,True,3,2,Barrio Santa Eugenia,Madrid,Madrid,Villa de Vallecas,es,40.3780774,-3.60606,False,https://www.idealista.com/inmueble/108682382/,"Magnífica vivienda en Santa Eugenia con terraza, garaje y vistas despejadas (Pendiente reportaje fotográfico) Se vende estupenda vivienda de 3 dormitorios y 2 baños, situada en una de las zonas más tranquilas y residenciales del barrio de Santa Eugenia. La propiedad cuenta con una amplia terraza, ideal para disfrutar del aire libre y las vistas despejadas. Incluye plaza de garaje en el precio, un valor añadido en la zona, Ubicada en una urbanización con conserje, rodeada de zonas ajardinadas que aportan un entorno verde, familiar y acogedor. Cuenta con 3 amplios dormitorios con armarios empotrados, 2 baños completos y Terraza privada, esta Situada en el corazón del barrio de Santa Eugenia, muy bien comunicada mediante RENFE y varias líneas de autobús, y con acceso a todo tipo de servicios y comercios a pie. Una excelente oportunidad para vivir en un entorno tranquilo sin renunciar a la comodidad de tener todo a mano. Contáctanos para agendar una visita!",False,good,False,True,3761.0,False,False,False,False,[],False,False,338500.0,€,flat,"Santa Eugenia, Madrid",Piso,Destacado,Santa Eugenia,True,True,,
108937903,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/60/92/0d/1359451166.webp,TRCOK25525,8,2,220000.0,flat,sale,67.0,True,3,1,Juan de la Cierva,Madrid,Getafe,Juan de la Cierva,es,40.3079309,-3.7193888,False,https://www.idealista.com/inmueble/108937903/,"Piso de 67 m² para actualizar a la venta en el municipio de Getafe, Madrid. La vivienda está distribuida en salón-comedor, tres dormitorios, cocina independiente, cuarto de baño y vestíbulo. Cuenta con suelos de terrazo, ventanas de aluminio.. . Precisa reforma en la cocina y pequeñas actualizaciones, pero ofrece muchas posibilidades. Es una 2ª Planta en un bloque sin ascensor. Buenas comunicaciones por carretera (A-42 y M-45) y transporte público. Próximo a paradas de autobús que conectan con la L1, L2, L3,4, L5 y L455. Bien conectado por Cercanías Renfe y por la red de Metro Sur. Próximo a todo tipo de servicios e infraestructuras como centros educativos (Colegio Público Mariana Pineda), comercios, supermercados, farmacias, zonas verdes (Parque Ciudad de los niños).. . SIN COMISIÓN.",False,renew,False,False,3284.0,False,False,False,False,[],False,False,220000.0,€,flat,"Juan de la Cierva, Getafe",Piso,Destacado,,,,,
