propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,newDevelopmentFinished
108847009,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/6d/3d/1356853388.webp,,26,1,330000.0,flat,sale,94.0,True,3,1,calle de Mercurio,Madrid,Madrid,Vicálvaro,es,Casco Histórico de Vicálvaro,40.4064195,-3.6050606,False,https://www.idealista.com/inmueble/108847009/,"Agencia inmobiliaria de MADRID, dentro del distrito Vicálvaro - ZONA VICALVARO – VALDEBERNARDO - VALDERRIBAS, perteneciente al GRUPO TECNOCASA, la mayor red inmobiliaria del país y con más de 30 años, VENDE: Espectacular vivienda, ubicada en una PRIMERA PLANTA sin ascensor, con parking comunitario en la zona centro de Vicálvaro, en la Calle Mercurio, a 300m del metro San Cipriano (Línea 9 Metro Madrid), muy próximo a la Universidad Rey Juan Carlos y al centro comercial Vicálvaro. La vivienda se distribuye en amplio salón con terraza, cocina con terraza, cuarto de baño y tres habitaciones. Estas son algunas de las características del inmueble: - Es una primera planta sin ascensor de un edificio de tres alturas más la planta baja. - Orientación sur en la terraza del salón, y norte en la terraza que da a la cocina. - Amplio y luminoso salón comedor totalmente independiente, con acceso a la terraza. - Cuenta con tres habitaciones. La habitación de matrimonio es muy espaciosa y luminosa, además de que cuenta con 2 armarios empotrados, la segunda habitación amplia y con vistas al interior de la finca, y la tercera bastante luminosa también que está actualmente como una sala de estar y que además cuenta con armario empotrado. - Cocina totalmente equipada con electrodomésticos. - El cuarto de baño muy espacioso y con plato de ducha. - Paredes gotelé y suelos de tarima flotante en perfecto estado. - Ventanas de la terraza principal con cristal del Climalit y las demás ventanas de la vivienda de aluminio. - Aire acondicionado frío/ calor en el salón y habitación principal. - Parking comunitario para disfrute de los vecinos. - El estado de la vivienda se encuentra en perfecto estado para entrar a vivir. La vivienda se encuentra en una excelente ubicación, en la Calle Mercurio. Esta zona ofrece una amplia variedad de servicios y comercios como el centro comercial Vicálvaro, la universidad Rey Juan Carlos, comercios, bancos, centro de salud, zonas de restauración, y para los más pequeños, hay colegios y guarderías en las cercanías, así como parques y jardines donde disfrutar del aire libre. El distrito de Vicálvaro es un barrio residencial de los más seguro de todo Madrid. Destacado por sus amplias avenidas y los numerosos metros destinados a zonas verdes. Y con excelentes conexiones a autopistas como la M-40 o la A-3. La zona ofrece facilidad de aparcamiento, sin zona azul ni verde. Además, cuenta con plazas de aparcamiento para residentes (PLAZAS P.A.R.), de uso exclusivo para personas empadronadas en el barrio, las cuales pueden ser adquiridas o cedidas por un número de años por un importe fijado por el Ayuntamiento. Para más información al respecto, diríjase a nuestra oficina. POR TODAS ESTAS RAZONES LAS PERSONAS ELIGEN EL BARRIO DE VICALVARO Y MÁS CONCRETAMENTE ESTA ZONA PARA COMPRAR SU VIVIENDA.",False,good,False,False,3511.0,True,False,False,False,[],False,False,330000.0,€,flat,,"Casco Histórico de Vicálvaro, Madrid",Piso en calle de Mercurio,,,,,,
108923919,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/f7/1312404765.webp,Vivienda 20,13,,575000.0,chalet,sale,159.0,,3,3,Parcela RU-3 s/n,Madrid,Cobeña,,es,,40.56861,-3.5111,True,https://www.idealista.com/obra-nueva/108923919/,DEHESA DE COBEÑA es un exclusivo complejo residencial compuesto de 34 viviendas PAREADAS Y ADOSADAS con JARDÍN PRIVADO localizado en un entorno NATURAL ÚNICO y PRIVILEGIADO. Viviendas en urbanización privada con zonas comunes: piscina y gimnasio. Cada vivienda incluye 2 plazas de garaje dentro del precio.,False,,True,,3616.0,True,False,False,False,[],False,False,575000.0,€,chalet,semidetachedHouse,Cobeña,Chalet pareado en Parcela Ru-3 s/n,True,True,,,,False
107983274,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/26/50/04/1330682354.webp,IL-05187,40,5,295000.0,flat,sale,39.0,True,2,1,paseo de las Delicias,Madrid,Madrid,Arganzuela,es,Delicias,40.3978348,-3.6941663,False,https://www.idealista.com/inmueble/107983274/,"Look&Find Delicias pone a la venta está encantadora y preciosa vivienda ubicada en pleno Paseo de las Delicias, a unos pasos del metro Delicias en una de las mejores ubicaciones de toda la capital.  Este estupendo piso de 39 m², situado en la 5ª planta de un edificio con ascensor, te ofrece una vida cómoda y luminosa. Con una distribución inteligente, cuenta con 2 acogedoras habitaciones, un salón luminoso, cocina independiente y un baño con plato de ducha. La exposición exterior garantiza luz natural durante todo el día, gracias a sus 2 balcones y ventanas que dan a una tranquila calle. El inmueble cuenta con 39m2 muy bien aprovechados y distribuidos en 2 habitaciones, un salón, cocina independiente, baño con plato de ducha y vestíbulo. Actualmente se encuentra listo para entrar a vivir al estar cuidado y bien conservado, aunque sería ideal hacer una renovación para actualizarla u optar por una reforma integral para diseñarlo a tu capricho. os techos altos de 2,90 m aportan una sensación de amplitud y confort. La carpintería interior de madera se encuentra en excelente estado, mientras que el suelo de tarima añade un toque cálido y acogedor. Además, la calefacción eléctrica y la posibilidad de conexión a gas natural te brindan flexibilidad para adaptarlo a tus necesidades. Imagina disfrutar de la frescura del norte en verano, mientras te relajas en uno de los balcones de esta preciosa vivienda. Este piso no solo es ideal para vivir, sino que también tiene un gran potencial para renovación y actualización, convirtiéndolo en el hogar perfecto para ti o para alquilar y obtener rentabilidad. No dejes pasar esta oportunidad única de adquirir un espacio lleno de posibilidades en una ubicación inmejorable, cerca del metro Delicias. ¡Ven a verlo y déjate enamorar!",False,good,False,True,7564.0,True,False,False,False,[],False,False,295000.0,€,flat,,"Delicias, Madrid",Piso en paseo de las Delicias,,,,,,
108555312,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/34/54/11/1348337752.webp,,16,bj,289000.0,studio,sale,38.0,True,0,1,calle de Fernán González,Madrid,Madrid,Barrio de Salamanca,es,Goya,40.4231914,-3.6722598,False,https://www.idealista.com/inmueble/108555312/,"Agencia inmobiliaria de Madrid - zona Salamanca, Goya, Retiro - Tecnocasa Estudio Inmobiliario Goya, vende fantástico estudio exterior sito en la calle Fernan Gonzalez. ¡Descubre tu nuevo hogar en el corazón de Madrid! Este estudio reformado en la zona de Goya te ofrece todo lo que necesitas para disfrutar de una vida cómoda y moderna. Reformado para entrar a vivir, este estudio se sitúa a escasos 20 metros de la plaza de Felipe II. El silencio y la tranquilidad son protagonistas en cada rincón. La finca está en perfecto estado de conservación. Ubicado en la plaza de Felipe II, tendrás acceso a una amplia oferta de ocio, comercio y servicios. La comunicación es excelente, con varias líneas de autobuses (especialmente reseñable la cercanía con la parada del autobús express al aeropuerto) y paradas de metro cercanas(GOYA, ODONNELL, IBIZA, MANUEL BECERRA) y la M-30. No pierdas la oportunidad de vivir en uno de los barrios más deseados de Madrid!",False,good,False,True,7605.0,False,False,False,False,[],False,False,289000.0,€,flat,studio,"Goya, Madrid",Estudio en calle de Fernán González,,,305000.0,16000.0,5.0,
108999905,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/09/1d/46/1361305955.webp,,44,5,349000.0,duplex,sale,142.0,True,4,2,CL CARRACHEL,Madrid,Algete,,es,,40.5971931,-3.5054275,False,https://www.idealista.com/inmueble/108999905/,"Fantástico duplex totalmente exterior a dos fachadas de edificio en la quinta planta, con una superficie de 142m, primera planta de 90m, segunda de 52m y trastero de 6m.   La mancomunidad dispone de de un complejo deportivo con piscina olímpica, piscina infantil, grandes zonas verdes y de arbolado, canchas de baloncesto, futbol y salones para juegos de mesa. 1º Planta: Dispone de gran salón de 24m con terraza tendedero, amplia cocina con mesa para comer y terraza despensa, dos dormitorios uno de ellos con armario empotrado y baño completo. Suelo de tarima y carpintería interior de roble. 2º Planta: Dispone de salón, dos dormitorios, baño completo, cuarto trastero y aire acondicionado por conducto. ¡ IMPORTANTE! La vivienda se puede segregar fisicamente en dos condenando las escaleras de subida, ya que las dos plantas tienen puerta de acceso al descansillo.",True,good,False,True,2458.0,True,False,False,False,[],False,False,349000.0,€,flat,duplex,Algete,Dúplex en CL Carrachel,,,,,,
108923883,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/f7/f7/1312404765.webp,Vivienda 31,13,,565000.0,chalet,sale,159.0,,3,3,Parcela RU-3 s/n,Madrid,Cobeña,,es,,40.56861,-3.5111,True,https://www.idealista.com/obra-nueva/108923883/,DEHESA DE COBEÑA es un exclusivo complejo residencial compuesto de 34 viviendas PAREADAS Y ADOSADAS con JARDÍN PRIVADO localizado en un entorno NATURAL ÚNICO y PRIVILEGIADO. Viviendas en urbanización privada con zonas comunes: piscina y gimnasio. Cada vivienda incluye 2 plazas de garaje dentro del precio.,False,,True,,3553.0,True,False,False,False,[],False,False,565000.0,€,chalet,semidetachedHouse,Cobeña,Chalet pareado en Parcela Ru-3 s/n,True,True,,,,False
108940337,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/5c/96/58/1363388718.webp,,21,bj,210000.0,flat,sale,40.0,True,1,1,calle del Corregidor Juan Francisco de Luján,Madrid,Madrid,Moratalaz,es,Fontarrón,40.4022416,-3.6445208,False,https://www.idealista.com/inmueble/108940337/,"TECNOCASA Estudio Moratalaz Fontarron S. L. VENDE, estupenda vivienda en el distrito de Moratalaz, cuenta con entrada, salón, cocina americana, 1 habitación con armario empotrado y baño. Vivienda conmpletamente reformada con con calidades inigualables en la zona como se puede observar en las fotos. Zona muy tranquila, ajardinada y con parques infantiles. La vivienda es totalmente exterior. Estas son algunas de las características del inmueble: - Solado cerámico imitación de madera de Dicesur. - Acabados de paraventos verticales en pintura plástica blanca, lisa, transpirable y lavable. - Techos decorativos con iluminación tipo led. - Solados y alicatados cerámicos en cocina y baño de Porcelanosa. - Mobiliario de baño de diseño de Salgar con espejo de Visobath - Plato de ducha, mampara y griferías de Torviso e Imex. - Fontanería y redes de desagüe completamente nuevas - Calefacción individual gas natural y radiadores de diseño. - Climatización sistema inverter. - Instalación eléctrica e iluminación nueva. Entre otras calidades a destacar, no dude en venir a verlo. Moratalaz se caracteriza por su buena comunicación y cercanía a Madrid Centro-Retiro. La vivienda esta ubicada en a cinco minutos de la zona comercial de Moratalaz y a la plaza del Encuentro (la zona comercial). Tiene todos los servicios, como supermercados 'Carrefour24', bancos, tiendas, colegios, biblioteca, parques y jardines. A 7 minutos del metro artilleros linea 9 de metro y a un minuto a las lineas de autobuses 8, 20, 30, 32, 100, N8, Moratalaz se caracteriza por su buena comunicación y cercanía a Madrid Centro-Retiro. Es el distrito con mas metros destinados a zonas verdes, jardines y parques. La información de este anuncio no tiene carácter contractual ni vinculante, ya que podría contener alguna incorreción. En el precio de venta expuesto no se hayan incluidos los gastos de formalización de la compraventa, tales como honorarios de notaria, honorarios de la inscripción registral, honorarios por la tramitación e inscripción registral de escrituras ni el ITP (Tipo máximo en Madrid es del 6%). Del mismo modo, en el precio anunciado, no se incluyen los honorarios de la agencia al comprador, que ascienden al 3%+IVA (tipo impositivo 21%) que se abonarán por el sobre el precio fijado en la promesa de compra suscrita por el mismo. Tampoco se encuentra incluidos en el precio anunciado otros tributos y gastos que pudieran existir al suscribir una hipoteca, tales como gastos de tasación, comisión bancaria de apertura del préstamo, AJD (Impuesto por los Actos Jurídicos Documentados, gastos de segundas copias.",False,good,False,False,5250.0,True,False,False,False,[],False,False,210000.0,€,flat,,"Fontarrón, Madrid",Piso en calle del Corregidor Juan Francisco de Luján,,,,,,
101808883,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/d1/d1/88/1134492653.webp,,15,1,357000.0,flat,sale,101.0,True,4,1,"calle del Plátano, 7",Madrid,Madrid,Tetuán,es,Valdeacederas,40.4669021,-3.6989602,True,https://www.idealista.com/inmueble/101808883/,"IMPOSIBILIDAD DE VISITA INTERIOR, INMUEBLE ALQUILADO Excelente vivienda de 4 dormitorios, con terraza y patio situado en una de las zonas más exclusivas de Madrid. SE VENDE EN RENTABILIDAD FINALIZA EL CONTRATO FEBRERO DE 2028. ¡Gran Oportunidad en Valdeacederas, Tetuán! Piso en Venta - Alquilado hasta febrero de 2028 Renta mensual: 1.172 € | Comunidad: 57,20 €/mes | IBI anual: 384,23 € Venta directa del propietario: Sin comisiones, sin intermediarios.",False,good,False,False,3535.0,False,False,False,False,[],False,False,357000.0,€,flat,,"Valdeacederas, Madrid","Piso en calle del Plátano, 7",,,374000.0,17000.0,5.0,
106877722,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/70/97/1296505984.webp,3403-02705,27,ss,695000.0,flat,sale,163.0,True,5,2,calle de Fernández de la Hoz,Madrid,Madrid,Chamberí,es,Almagro,40.4364583,-3.6932121,False,https://www.idealista.com/inmueble/106877722/,"Ofrecemos en venta esta vivienda/clínica en el Barrio de Almagro, Distrito de Chamberí, en Madrid. Dispone de portero físico y automático.  Consta de 163m2 de superficie construida, de los cuales 15m2 corresponden a elementos comunes y 148m2 son de de vivienda. El inmueble a día de hoy está acondicionado como clínica con licencia sanitaria en vigor, pero su uso es residencial, tanto en Catastro como en Registro de la Propiedad, por lo que tiene múltiples opciones de uso, siendo estas las siguientes: Mantener como clínica y seguir ejerciendo, como oficina, transformar a vivienda familiar, o incluso como inversión, con dos modalidades, acondicionar a vivienda y arrendar, o alquiler por habitaciones, tal y como se muestra en los planos adjuntos, y generando una alta rentabilidad, ya que se puede disponer de 7 habitaciones, al ser un inmueble con 9 ventanas de gran tamaño, todas ellas exteriores, por eso cuenta con luz, pese a ser un semisótano, y techos altos. La propiedad actualmente está distribuida, como se muestra también en el plano adjunto, en una sala de espera, cuatro consultas, un almacén y dos aseos. Inmueble con tasación oficial en 1.090.000€ aprox., demostrable. El inmueble es exterior con triple orientación, este, oeste y sur. Agua por servicio central, y calefacción a través de bomba de aire frío/calor por conducto.  Importe de Comunidad reducido, 160€ e IBI 980€ aprox. La ubicación es inmejorable, el barrio de Almagro es una zona residencial premium, muy tranquila pero que cuenta también con todo tipo de comercios y supermercados. Está a cinco min en coche del distrito financiero de la capital. Almagro es conocido por ser uno de los barrios más elegantes de Madrid, a menudo comparado con el París, apodado de “Paris Castizo”, por sus opulentas fachadas y vibrantes terrazas. La zona alberga varias embajadas, galerías de arte, museos de renombre internacional como la Casa Museo Sorolla, una oferta gastronómica con restaurantes galardonados con estrellas Michelin, hoteles con encanto como el Santo Mauro, y centros culturales de prestigio como el Instituto Goethe. Su excelente ubicación permite un rápido acceso tanto al centro de la ciudad como al aeropuerto, estando muy cerca de la Estación de Nuevos Ministerios, y con una completa red de transporte público que facilita la conexión con todo Madrid. La oferta educativa en el área es amplia y de alta calidad, incluyendo colegios concertados y privados. En el caso de haber dos o más clientes interesados en la propiedad se tendrá en cuenta la oferta económica más alta y condicionada a elección y aceptación de la propiedad. Inclusive si la mencionada oferta se situara por encima del precio fijado en el presente anuncio. ""Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual"".",False,renew,False,True,4264.0,True,True,False,False,[],False,False,695000.0,€,flat,,"Almagro, Madrid",Piso en calle de Fernández de la Hoz,,,,,,
109068414,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ba/27/4a/1363437868.webp,2201/22010039/201,40,8,552000.0,flat,sale,107.0,True,2,2,Barrio Virgen del Cortijo - Manoteras,Madrid,Madrid,Hortaleza,es,Virgen del Cortijo - Manoteras,40.487042,-3.6712012,False,https://www.idealista.com/inmueble/109068414/,"""ESTUPENDA VIVIENDA EN VENTA Excelente vivienda de dos dormitorios y dos baños. Se encuentra en la 8ª planta de un edificio residencial y cuenta con trastero. Dispone de ascensor. Situado en Valdefuentes en el distrito de Hortaleza. La vivienda se distribuye en dos dormitorios, armarios empotrados, salón-comedor con acceso a terraza, cocina independiente y dos baños. Cuenta con cocina amueblada y equipada con muebles altos y bajos, vitrocerámica, horno, campana extractora. Dispone de calefacción y aire acondicionado. Se encuentra ubicado en Valdefuentes, Hortaleza (Noreste de Madrid). Cuenta con fácil acceso a través de las principales carreteras y buenas comunicaciones por transporte público.  La parada de metro más cercana es Pinar de Chamartín. La parada de autobús más cercana es Avenida de Burgos-Avenida de Manoteras y se encuentra a menos de 10 minutos andando. La parada de taxi más cercana se encuentra a menos de 5 minutos andando.  En su entorno existen viviendas plurifamiliares de similares características. La zona cuenta con todo tipo de servicios básicos, el centro de salud más cercano se encuentra a 630 metros, el hospital más cercano se encuentra a 560 metros, la farmacia más cercana se encuentra a 280 metros La zona cuenta con una amplia oferta de entretenimiento con un cine, un gimnasio, 4 parques, bares, restaurantes y comercios a pocos minutos de la vivienda.  En cuanto al transporte privado, la zona dispone de parkings privados, 2 parkings públicos y aparcamiento en la calle.  La vivienda tiene un fácil acceso por carretera y está bien comunicado a través de la Nudo de Manoteras, Calle de Arturo Soria y la Avenida del Llano Castellano.  Estado de la vivienda: vacante. "".",True,good,False,True,5159.0,True,False,True,False,[],False,False,552000.0,€,flat,,"Virgen del Cortijo - Manoteras, Madrid",Piso,True,True,,,,
109184331,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9c/5f/b4/1366758793.webp,Villaviciosa,27,1,235000.0,flat,sale,68.0,True,3,1,calle de Villaviciosa,Madrid,Madrid,Latina,es,Campamento,40.3969953,-3.7666098,False,https://www.idealista.com/inmueble/109184331/,"GPHOME VENDE MAGNIFICA VIVIENDA EN LA CALLE VILLAVICIOSA EN PRIMERA PLANTA EN EDIFICIO CON ASCENSOR Y TRASTERO. La vivienda es una primera planta con magnifica orientación. Cuenta con un hall de entrada que divide las estancias de la vivienda. Al entrar, encontramos la cocina, amplia y con mucha luminosidad debido a la orientación de la misma y dispone de un amplio tendedero cubierto. El salón es amplio y luminoso. El piso dispone de 3 dormitorios y 1 baño completo. La vivienda se encuentra a reformar. La vivienda cuenta con trastero y está ubicada en edificio con ascensor. Está muy bien ubicada rodeada de todo tipo de servicios y comercios. Justo en frente de la propiedad hay zona para estacionar el coche.",False,good,False,True,3456.0,False,False,False,False,[],False,False,235000.0,€,flat,,"Campamento, Madrid",Piso en calle de Villaviciosa,,,,,,
