propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,highlight.groupDescription,externalReference,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,newDevelopmentFinished
107525333,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2f/07/bc/1315037495.webp,27,2,390000.0,flat,sale,95.0,True,2,2,Fuente Santa,Madrid,Colmenar Viejo,Fuente Santa,es,,40.6688575,-3.7786271,False,https://www.idealista.com/inmueble/107525333/,"EXCLUSIVAS ARAGON, su Agencia Inmobiliaria desde 1978, le ofrece un MAGNIFICO PISO EN VENTA COMPLETAMENTE REFORMADO en planta segunda con ascensor, situado en una de las mejores zonas residenciales de Colmenar Viejo, el Conjunto Residencial FUENTE SANTA, al norte de esta localidad.  Piso de unos 95m2. construidos registrales. Distribuido en: recibidor con armario empotrado; amplio y luminoso salón comedor con espaciosa terraza con vistas a la sierra y al Pico de San Pedro. La cocina tipo americana, incorporada a dicho salón, está completamente amueblada, y dispone de terraza para lavadero y tendedero. Amplio dormitorio principal con dos armarios empotrados y baño incorporado; y un segundo dormitorio también con armario empotrado. Dispone además de otro baño con plato de ducha. Carpintería exterior de aluminio con rotura de puente térmico, cristal climalit y persianas. Suelos de tarima y gres; carpintería interior en madera de lacada en blanco. Calefacción por caldera individual de gas natural, e instalación de aire acondicionado canalizado por conductos en el techo, con sensores individualizados en cada dependencia.  Dispone de plaza de garaje en el mismo conjunto residencial y de cuarto trastero (a los que no accede el ascensor).  El Conjunto Residencial dispone de servicios de conserjería, y vigilancia por cámaras, y agradables y espaciosas instalaciones deportivas y ajardinadas. Todo ello en amplio espacio cerrado con un magnífico entorno medioambiental.  El Conjunto Residencial Fuente Santa, con inmejorables expectativas, está correctamente comunicado mediante varias líneas de autobuses urbanas e interurbanas. El piso está próximo a la Plaza de Santa Teresa de Avila y al Centro Comercial El Mirador. Cuenta en sus alrededores con comercios, farmacias, colegios, guarderías, instituto, parques infantiles, espacios deportivos, auditorio, biblioteca y zonas de ocio. Algo más distante, a 5-10 minutos en coche, se sitúa la estación de Renfe Cercanías.  Colmenar Viejo se encuentra comunicado con Madrid y Tres Cantos por la carretera M-607, por diferentes líneas de autobuses del consorcio de la CAM y por tren de Cercanías C-4, que permite acceder al centro de Madrid en casi media hora. Carril bici (paralelo a la M-607) que une la Sierra con la Ciudad de Madrid. En el precio de venta indicado no se incluye impuestos, ni gastos de escrituración. Consúltenos a este respecto.  EXCLUSIVAS ARAGÓN NO COBRA COMISIÓN A LOS COMPRADORES.",True,good,False,True,4105.0,True,False,True,True,[],False,False,390000.0,€,flat,,"Fuente Santa, Colmenar Viejo",Piso,Destacado,,,,,True,True,,
108418878,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/f7/dc/1345451348.webp,63,6,1250000.0,flat,sale,164.0,True,4,2,CL JOAQUIN MARIA LOPEZ,Madrid,Madrid,Chamberí,es,Gaztambide,40.4392862,-3.7112724,False,https://www.idealista.com/inmueble/108418878/,"¡Descubre este espectacular piso situado en la sexta planta exterior de un edificio con un señorial portal, adaptado completamente para personas con movilidad reducida!  Es un precioso piso con tres dormitorios y dos baños, con amplio salón comedor, con la terraza integrada, gran cocina y trastero. El inmueble con muchísimas posibilidades de reforma está en muy buen estado por lo que se puede habitar con poca inversión. En origen el piso constaba de vestíbulo de entrada, comedor-estar, cinco habitaciones, baño, cocina, lavadero, oficio, aseo de servicio, y balcón-terraza a su fachada. Actualmente según entramos nos encontramos con el vestíbulo de entrada que de frente nos lleva al magnífico salón comedor con amplios ventanales a la calle Joaquín María López, que dejan pasar toda la luz del barrio de Chamberí.   A la derecha del vestíbulo tenemos la gran cocina con office y la entrada de servicio, y de frente el pasillo distribuidos que nos lleva a la zona de los dormitorios, los tres muy grandes, con un baño en office en uno de ellos y otro cuarto de baño más grande, situado en el pasillo.  El piso tiene también trastero.  En un edificio con un señorial portal completamente adaptado a personas con movilidad reducida. En una de las mejores zonas de Madrid. En la zona se encuentran todos los servicios restaurantes, supermercados tiendas tradicionales de barrio etc. a 8 minutos andando del metro del intercambiador de Moncloa y 5 de la parada de metro de Islas Filipinas y 6 de Quevedo. A parte de varias lineas de Autobuses. Chamberí es un barrio residencial señorial con diversos puntos de interés cultural, como el Museo Sorolla, que ocupa una elegante casa del siglo XIX e incluye una galería de arte. Andén 0 es una estación de metro cerrada que alberga un museo del transporte. En el escenario de los Teatros del Canal se ofrecen flamenco y provocativas obras. Madrileños de todas las edades se congregan en la plaza de Olavide para tomar tapas.",True,renew,False,True,7622.0,True,False,True,True,[],False,False,1250000.0,€,flat,,"Gaztambide, Madrid",Piso en CL Joaquin Maria Lopez,Destacado,,,,,,,,
108600707,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c3/7e/b6/1359441625.webp,43,4,749000.0,flat,sale,124.0,True,4,2,CL MAURICIO LEGENDRE,Madrid,Madrid,Chamartín,es,Castilla,40.4707972,-3.6883809,False,https://www.idealista.com/inmueble/108600707/,"BLUE FUTURE REAL ESTATE pone en venta en EXCLUSIVA esta amplia vivienda de mas de 100 metros cuadrados en zona PRIME de Madrid.  La primera imagen del anuncio refleja una RECREACIÓN VIRTUAL de cómo podría quedar la propiedad. Vivienda en cuarta planta de edificio con dos ascensores compuesta de hall recibidor, amplio salón, cocina con office, TRES habitaciones, DOS baños y TRES TERRAZAS! Entre sus calidades encontramos: - Suelos de parquet. - Ventanas de aluminio. - Calefacción central. - Aire acondicionado en salón. - Armarios empotrados en hall, pasillo y habitaciones. - Termo eléctrico de gran capacidad para el agua caliente sanitaria. - TRES TERRAZAS, una de acceso desde la cocina y las otras dos desde dos de sus habitaciones. Vivienda enormemente atractiva por su infinidad de posibilidades y versatilidad. IDEAL para ser utilizada como vivienda habitual o como INVERSIÓN. Cercana a pequeños comercios de barrio, grandes superficies, zonas verdes, colegios, centros de salud, bancos y administraciones. Paradas de metro mas cercanas Renfe/Chamartín, Duque de Pastrana y Ventilla y múltiples líneas de bus en la misma calle. Extraordinarias conexiones con M-30. POSIBILIDADES DE FINANCIACIÓN A TU MEDIDA A TRAVÉS DE NUESTRO DEPARTAMENT O FINANCIERO.",False,good,False,True,6040.0,True,False,True,True,[],False,False,749000.0,€,flat,,"Castilla, Madrid",Piso en CL Mauricio Legendre,Destacado,,,,,,,,
108572914,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fc/80/bc/1356822202.webp,42,1,580000.0,flat,sale,109.0,True,4,1,RD SEGOVIA,Madrid,Madrid,Arganzuela,es,Imperial,40.409109,-3.718609,False,https://www.idealista.com/inmueble/108572914/,"BLUE FUTURE REAL ESTATE presenta en EXCLUSIVA esta amplia propiedad en una de las zonas mas demandadas y exclusivas de Madrid.  La primera imagen del anuncio refleja una RECREACIÓN VIRTUAL de cómo podría quedar la propiedad. POSIBILIDADES DE FINANCIACIÓN POR ENCIMA DEL 80% DE COMPRAVENTA Y HASTA EL 100% DE INVERSIÓN SEGÚN PERFIL con inmejorables condiciones a través de nuestro departamento financiero. Piso en primera planta de edificio adaptado para personas con movilidad reducida, compuesta de hall recibidor que da acceso a terraza independiente de orientación noroeste (vistas hacia Paseo Imperial), pasillo distribuidor, cocina con dos entradas, CUATRO HABITACIONES y baño. Vivienda susceptible de actualización con infinidad de posibilidades dada su versatilidad y facilidad de cambio de distribución. Entre sus calidades destacamos: - Vivienda exterior. - Suelos de parquet. - Calefacción central (radiadores cambiados). - Ventilador de techo en habitaciones. - Ventanas de aluminio. - VIVIENDA EXTERIOR! Inmejorablemente ubicada cuenta en sus inmediaciones con pequeños comercios de barrio, grandes superficies, zonas verdes, colegios, centros de salud y administraciones. Extraordinaria oferta gastronómica en toda la zona. Muy próximo tanto a Madrid Rio como a Puerta de Toledo y zona centro de Madrid. Parada de metro mas cercana ""Puerta de Toledo"" y varias líneas de bus en la misma puerta. POSIBILIDADES DE FINANCIACIÓN POR ENCIMA DEL 80% DE COMPRAVENTA Y HASTA EL 100% DE INVERSIÓN SEGÚN PERFIL.",False,renew,False,True,5321.0,True,False,True,True,[],False,False,580000.0,€,flat,,"Imperial, Madrid",Piso en Rd Segovia,Destacado,,,,,,,,
108716029,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b8/8b/22/1355301758.webp,46,bj,3300000.0,flat,sale,337.0,True,5,3,CL JORGE JUAN,Madrid,Madrid,Barrio de Salamanca,es,Recoletos,40.4224416,-3.6824949,False,https://www.idealista.com/inmueble/108716029/,"**Piso en Venta en Recoletos, Madrid - ¡Una Oportunidad Única! ** Descubre este impresionante piso de 255 m², más 70 m² de patio privado, ubicado en la prestigiosa zona de Recoletos, Madrid. Situado en la planta baja de un elegante edificio con portero físico, este espacio ofrece múltiples posibilidades de reforma, ideal para crear el hogar de tus sueños o una oficina moderna. Su amplia entrada con un espacio enorme con dos grandes ventanales a la calle Jorge Juan da la bienvenida con luz natural y estilo.  El inmueble cuenta con un pasillo distribuidor que conecta a dos salas, una de ellas con baño, y una terraza interior que se asoma al patio comunitario.  Con un aseo y un pequeño office en el pasillo, la distribución original incluía hall, salita, comedor, cocina, office, 7 dormitorios y 2 baños, lo que permite adaptar los espacios a tus necesidades.  Al final del pasillo, encontrarás dos enormes espacios diáfanos perfectos para cualquier proyecto. Además, el baño completo con ducha y el acceso directo al patio privado, que cuenta con parte techada y jardineras, añaden un toque especial a esta propiedad. se pueden poner armarios empotrados, asegurando funcionalidad y comodidad. En el portal hay escalones. La vivienda tiene dos puertas la principal y la de servicio. Los gastos de comunidad mensual con la calefacción y el agua son 584 euros.  El pago de IBI al año en el 2024 fue de 2.494 euros La ubicación es inmejorable, con excelente comunicación por autobuses, metro y cercanías. No dejes pasar la oportunidad de transformar este amplio espacio en el hogar que siempre has deseado. ¡Contáctanos para más información y ven a visitarlo!",False,renew,False,True,9792.0,True,False,True,True,[],False,False,3300000.0,€,flat,,"Recoletos, Madrid",Piso en CL Jorge Juan,Destacado,,,,,,,,
109215214,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fe/33/b7/1367687448.webp,35,,619900.0,chalet,sale,370.0,,6,4,CL TRES,Madrid,El Escorial,Navalquejigo - Los Arroyos,es,,40.6074847,-4.0543631,False,https://www.idealista.com/inmueble/109215214/,"INMOBILIARIA ""HOGARES EL ESCORIAL"" VENDE Chalet con piscina climatizada y apartamento independiente en la mejor zona de Los Arroyos – El Escorial Se vende magnífico chalet independiente en la prestigiosa calle Tres de Los Arroyos, ubicado en una parcela de 1.700 m² con una superficie construida de 364 m². La vivienda, distribuida en tres plantas, destaca por sus amplios espacios, luminosidad y una privilegiada ubicación cercana a todos los servicios. En la planta semisótano se encuentra un dormitorio, un aseo, un cuarto de lavandería y un amplio trastero, ideal como espacio de almacenamiento adicional o zona de servicio. La planta baja dispone de un elegante recibidor, un salón a doble altura con gran sensación de amplitud, un despacho, un amplio baño completo y una cocina equipada con despensa, perfecta para el día a día. En la primera planta se distribuyen cuatro amplios dormitorios, dos de ellos con aire acondicionado, y un baño completo. Esta zona de la vivienda resulta ideal para el descanso y la vida familiar. El jardín, de gran extensión, cuenta con una piscina climatizada rodeada de un agradable solárium que invita al relax y al disfrute en cualquier época del año. Además, dentro de la parcela se encuentra una construcción independiente de la vivienda principal que consta de dos habitaciones y dos estancias destinadas a cocina y baño. Este espacio resulta perfecto para habilitar un apartamento de invitados, ofreciendo independencia y privacidad a las visitas. La vivienda se ubica en la mejor zona de Los Arroyos, próxima a la estación de tren, paradas de autobús, supermercados, farmacias y centros de salud, lo que la convierte en una opción inmejorable tanto como residencia habitual como como segunda vivienda en un entorno privilegiado. *Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual. *.",False,good,False,,1675.0,False,False,False,False,[],False,False,619900.0,€,chalet,independantHouse,"Navalquejigo - Los Arroyos, El Escorial",Casa independiente en CL Tres,Destacado,CALLETRES,,,,True,True,,
108222106,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/ce/fe/e6/1337648852.webp,35,6,1800000.0,flat,sale,175.0,True,5,3,calle de Santa Engracia,Madrid,Madrid,Chamberí,es,Almagro,40.4287887,-3.6969496,False,https://www.idealista.com/inmueble/108222106/,"� El Lujo de Empezar de Nuevo en Chamberí: Vive en la Calle Santa Engracia � En el corazón de Chamberí, uno de los barrios más emblemáticos y codiciados de Madrid, se alza una oportunidad única. En plena calle Santa Engracia, rodeado de historia, cultura, y la sofisticación de lo auténtico, te espera un lienzo en blanco de 186 m² dispuesto a convertirse en la vivienda de tus sueños. ✨ Una vivienda para imaginar. Un barrio para vivir. En una sexta planta exterior, con doble ascensor y montacargas, esta propiedad es mucho más que un piso para reformar. Es un espacio con alma. Con cinco habitaciones y tres baños, podrás rediseñar cada rincón a tu gusto, moviendo paredes, creando nuevas estancias, adaptando la distribución a tu estilo de vida. Porque todo se puede cambiar.. . menos la ubicación. ☀️ Luz, amplitud y el privilegio de una terraza con historia La amplia terraza con vistas a Santa Engracia no solo inunda de luz natural la vivienda, sino que conecta tu hogar con el pulso vibrante del barrio. Imagina tus mañanas con café y sol madrileño, o tus noches con la ciudad a tus pies. Una terraza así no se construye, se hereda.. . �️ Chamberí: donde lo clásico y lo exclusivo se encuentran Vivir en Chamberí es pasear por calles arboladas, descubrir cafés con historia, disfrutar de la arquitectura castiza con un aire cosmopolita. Es tenerlo todo: excelentes colegios, boutiques, restaurantes gourmet, metro a la puerta y la elegancia discreta que solo ciertos lugares saben ofrecer. �️ Reforma con libertad. Invierte con inteligencia. Este piso es ideal tanto para quien busca un hogar a medida como para quien desea realizar una inversión segura y rentable. En un mercado que valora cada metro cuadrado de Chamberí, el potencial de revalorización es enorme. � No dejes pasar esta oportunidad irrepetible Llámanos hoy mismo y ven a descubrir lo que no se ve en los planos: La emoción de un nuevo comienzo, en el mejor lugar posible. � 175 m² · 5 habitaciones · 3 baños · Terraza · Exterior · 6ª planta · Santa Engracia, Chamberí.",True,renew,False,True,10286.0,True,False,True,False,[],False,False,1800000.0,€,flat,,"Almagro, Madrid",Piso en calle de Santa Engracia,Destacado,4526-06899,1860000.0,60000.0,3.0,,,,
105261336,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/3e/fd/1246766259.webp,60,,1250000.0,chalet,sale,400.0,,7,4,calle de la Ermita,Madrid,Griñón,,es,,40.2187942,-3.8538978,False,https://www.idealista.com/inmueble/105261336/,"¡INMOCASAREALESTATE VENDE ESPECTACULAR CHALET EN GRIÑON! VISITALO Y HAZ UNA OFERTA Chalet independiente en venta, situada en una parcela de 4.558 m² que ofrece un sinfín de comodidades para toda la familia.  Vivienda de 380 m², esta propiedad cuenta con un salón/comedor de 90 m² y cocina con office de 29 m², además de 7 amplios dormitorios con armarios empotrados y 4 baños, ideal para grandes familias o aquellos que disfrutan del espacio y la comodidad. Bodega de 19 m2 con chimenea y botelleros para los amantes del vino. En el exterior, junto a la piscina, encontrará un salón independiente de 97 m² perfecto para reuniones y eventos, una impresionante piscina de 12x6m con vestuarios, zona de parque con columpios y pista de tenis.  Garaje subterráneo de 306 m2 para 14 coches y sala multiusos de 159 m2 más 3 amplias habitaciones y un baño. No pierda la oportunidad de vivir en este oasis de tranquilidad y lujo.  Cerca de todo tipo de comercios y servicios (colegio, autobuses, polideportivo, residencia, hípica.. . ) ¡Contáctenos hoy mismo para programar una visita y enamorarse de esta magnífica propiedad!",False,good,False,,3125.0,True,False,True,False,[],False,False,1250000.0,€,chalet,independantHouse,Griñón,Casa independiente en calle de la Ermita,Destacado,1455,,,,True,True,,
109216774,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/28/28/ff/1367734654.webp,21,1,470000.0,flat,sale,153.0,True,3,2,calle Daoiz,Madrid,Getafe,Universidad,es,,40.3130911,-3.7252266,False,https://www.idealista.com/inmueble/109216774/,"¡EMPIRE REAL ESTATE PROPERTIES VENDE MARAVILLOSA VIVIENDA EN ZONA UNIVERSIDAD DE GETAFE! Elegante vivienda en planta alta en la zona Universidad de Getafe – Amplia, reformada y luminosa. Ubicada en una de las zonas más demandadas de Getafe, concretamente en la zona Universidad, se presenta esta magnífica vivienda que combina amplitud, luminosidad y una distribución excepcional. Destaca por su excelente entrada de luz natural durante las horas de la tarde, así como por su ventilación cruzada, ideal para disfrutar de un ambiente agradable durante todo el año. Extras y comodidades: Edificio con ascensor y zonas comunes cuidadas. Dos plazas de garaje incluidas en el precio: Una situada en el mismo bloque del edificio. Otra en un edificio cercano, ideal como plaza adicional o para invitados. Distribución y características principales: Superficie perfectamente aprovechada, con espacios generosos en todas las estancias. Al ingresar a la vivienda, nos recibe un amplio hall de entrada con dos armarios empotrados de gran capacidad, perfectos para almacenamiento y organización desde el primer momento. La cocina independiente es notablemente espaciosa, con suficiente sitio para una mesa de diario, lo que la convierte en un espacio cómodo tanto para cocinar como para compartir comidas en familia. Se entrega equipada con horno, vitrocerámica y campana extractora de alta gama. El salón-comedor es totalmente independiente, con una clara división en dos ambientes: una zona de estar y otra de comedor. Su excelente iluminación natural lo convierte en un espacio acogedor y versátil, ideal tanto para el descanso como para recibir visitas. El pasillo distribuidor conecta con la zona de descanso, donde encontramos tres dormitorios amplios y muy luminosos, todos ellos con aire acondicionado independiente y armarios empotrados de gran tamaño. El dormitorio principal cuenta con un cuarto de baño en suite completo, equipado con bañera y mampara de cristal, aportando comodidad y privacidad. La vivienda dispone de un segundo baño completo, ideal para invitados o uso compartido por los otros dos dormitorios. Reformas y acabados: La vivienda ha sido objeto de una reforma parcial reciente en el salón y los dormitorios, donde se han instalado nuevos suelos, ventanales de alta calidad y puertas de madera maciza, aportando un toque moderno y elegante al conjunto. Además, la vivienda cuenta con sistema de aire acondicionado en todas las habitaciones, calefacción individual por gas natural y ventanas de doble acristalamiento, lo que garantiza eficiencia energética y confort térmico durante todo el año. Edificio y entorno: El inmueble se encuentra en un edificio bien conservado, con ascensor y acceso adaptado. La zona es altamente valorada por su tranquilidad, cercanía a la Universidad Carlos III, colegios, centros de salud, zonas verdes, supermercados y excelente conexión con transporte público y vías principales. Una oportunidad única para adquirir una vivienda espaciosa, confortable y en una ubicación estratégica, ideal tanto como primera residencia como inversión. No dejes pasar esta oportunidad de vivir en una zona residencial consolidada con todos los servicios al alcance de la mano.",False,good,False,True,3072.0,True,True,False,False,[],False,False,470000.0,€,flat,,"Universidad, Getafe",Piso en calle Daoiz,Destacado,DV-5507,479999.0,9999.0,2.0,True,True,,
109214762,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bc/a3/68/1367674527.webp,24,4,349900.0,penthouse,sale,126.0,True,3,2,CL GOMEZ CAMPO,Madrid,El Escorial,Centro,es,,40.5867198,-4.1322072,False,https://www.idealista.com/inmueble/109214762/,"¡Descubre el mejor ático de la urbanización Los Lares en el corazón de El Escorial! Este espectacular inmueble, ubicado a escasos metros de la estación de Renfe, ofrece una calidad de vida inigualable. Con una superficie total de 115 m² y una distribución pensada para el confort, cuenta con 3 dormitorios independientes y 2 baños completos, uno de ellos en suite. La joya de este ático son sus 5 terrazas, cada una con vistas impresionantes al monasterio de San Lorenzo, al monte Abantos y a las Machotas. La doble orientación sur y este garantiza una excelente entrada de luz natural y ventilación cruzada en todas las estancias. Imagina disfrutar de un café en tu terraza mientras contemplas la majestuosa sierra de Guadarrama desde el salón. Además, el ático está en muy buen estado de reforma y dispone de dobles ventanas extra en todas las terrazas, asegurando un ambiente tranquilo y acogedor. La urbanización ofrece piscina y amplias zonas comunes para disfrutar en familia. Incluye también una plaza de garaje en el precio, lo que agrega un valor añadido a esta magnífica propiedad. Con aire acondicionado en el salón y calefacción por gas natural, este ático es perfecto para vivir todo el año. ¡No dejes pasar la oportunidad de hacer de este lugar tu nuevo hogar! *Este anuncio no es vinculante, puede contener errores. Se muestra a título informativo y no contractual *.",False,good,False,True,2777.0,False,False,False,False,[],False,False,349900.0,€,flat,penthouse,"Centro, El Escorial",Ático en CL Gomez Campo,Destacado,,,,,True,True,,
97104945,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/07/62/4e/966375270.webp,24,2,670000.0,flat,sale,102.0,False,3,3,calle de Núñez de Arce,Madrid,Madrid,Centro,es,Huertas-Cortes,40.414933,-3.7001675,False,https://www.idealista.com/inmueble/97104945/,"**Piso en Venta en Plaza de Santa Ana, Madrid** ¡Descubre este exclusivo piso en el corazón de Madrid! Situado en la emblemática Plaza de Santa Ana, este inmueble de 102 m² ha sido completamente reformado y ofrece un estilo moderno sin perder su encanto histórico, ya que fue construido en 1880. Con una distribución ideal, cuenta con un amplio salón comedor, una cocina amueblada, 3 acogedores dormitorios (uno de ellos doble), 2 baños completos y un aseo.  La propiedad destaca por su iluminación LED de bajo consumo y aire acondicionado en todas las estancias, garantizando un ambiente confortable durante todo el año. Perfecto para familias o grupos, tiene capacidad para hasta 10 personas, lo que lo convierte en una excelente opción para alquiler turístico, con alta rentabilidad asegurada. Además, se encuentra a pocos pasos de la famosa Puerta del Sol y del nuevo Centro Canalejas, lo que añade un valor inigualable a su ubicación. Este piso de segunda mano está en buen estado y se sitúa en la segunda planta de un edificio con ascensor, facilitando el acceso a todos los rincones del hogar. Sin comisiones y directamente con la propiedad, esta es una oportunidad única que no querrás dejar pasar. ¡Ven a visitarlo y enamórate de tu nuevo hogar en Madrid!",True,good,False,False,6569.0,True,False,True,False,[],False,False,670000.0,€,flat,,"Huertas-Cortes, Madrid",Piso en calle de Núñez de Arce,Destacado,,689000.0,19000.0,3.0,,,,
