propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,district,neighborhood,floor,exterior,hasLift,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108334938,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/be/51/d8/1341044159.webp,,17,299000.0,flat,sale,73.0,3,1,calle de San Marcelo,Madrid,Madrid,es,40.4274156,-3.6574758,False,https://www.idealista.com/inmueble/108334938/,"**Piso en Venta en Calle d e San Marcelo, El Carmen, La Elipa, Ciudad Lineal Madrid** ¡Descubre tu nuevo hogar en una de las zonas más tranquilas de Madrid! Este luminoso piso de 73  m² construidos se encuentra en la sexta planta de un edificio con dos ascensores y ofrece unas vistas inmejorables a los jardines de Ricardo Ortiz. Con tres acogedoras habitaciones, una de ellas principal, y un baño con plato de ducha y ventana, este espacio es perfecto para disfrutar de la comodidad y la tranquilidad que buscas. La cocina independiente cuenta con un práctico tendedero, ideal para tus momentos de cocina y lavandería. Además, la entrada al portal ha sido recientemente reformada, lo que añade un toque moderno a la propiedad. La ubicación es inmejorable: a solo cinco minutos a pie del metro L5 (El Carmen) y L2 (La Elipa), lo que facilita el acceso al centro de la ciudad y a otras zonas de interés como el puente que da la entrada al parque de la Fuente del Berro. Este piso no solo es un hogar, sino también una excelente oportunidad de inversión, con posibilidad de generar ingresos inmediatos hasta diciembre de 2026. Puedes adquirirlo con inquilino. La propiedad es apta para personas con movilidad reducida, lo que la convierte en una opción accesible para todos. ¡No dejes pasar esta oportunidad y ven a visitarlo! NO SE PERMITEN HACER VISITAS. BUENA OPORTUNIDAD DE INVERSION. ¿Buscas viviendas de esta tipología? Acuda a nuestra oficina en la Calle Ricardo Ortiz 29 (Tecnocasa) y nuestros asesores le ampliaran la información sobre está u otras viviendas. PASE SU PROPUESTA Y APROVECHE EL MOMENTO. En nuestra oficina también le podemos ofrecer asesoramiento financiero y profesional de forma gratuita y ofrecerle los productos financieros del mercado más ventajosos para usted.",False,good,False,4096.0,False,False,False,False,[],False,False,299000.0,€,,,flat,,"Ventas, Madrid",Piso en calle de San Marcelo,Ciudad Lineal,Ventas,6,True,True,,310000.0,11000.0,4.0
101463400,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1e/6f/8c/1231726694.webp,3367-04289,48,1450000.0,chalet,sale,565.0,8,7,Barrio Molino de la Hoz,Madrid,Las Rozas de Madrid,es,40.5344453,-3.9337331,False,https://www.idealista.com/inmueble/101463400/,"VIVIENDA UNIFAMILIAR en MOLINO DE LA HOZ, con 565 m2 construidos y parcela de 1.717 m2 con excelentes vistas, todo ello según ficha catastral, la parcela totalmente llana, cuenta con piscina.  Vivienda con excelentes calidades tanto constructivas como de acabados interiores y servicios, lo que la hace habitable desde el primer momento sin necesidad de costosas reformas. Ubicada en una de las mejores urbanizaciones de la comunidad de Madrid, MOLINO DE LA HOZ, urbanización de lujo de Las Rozas de Madrid, a 23 km de Madrid, con seguridad privada 24 h, dispone de un excelente club social con pistas de tenis, pádel, piscina olímpica, zonas ajardinadas, supermercados, restaurantes, colegios de prestigio como el Bérriz y el Logos, ideal para la comodidad y tranquilidad de los padres, ya que los niños pueden crecer en un ambiente muy seguro y familiar cerca de sus colegios y sus amigos, autobús privado (gratis) y excelente comunicación también mediante autobuses de línea con comunicación directa con Las Rozas (varios puntos), estación de tren y el intercambiador de autobuses de Moncloa-Madrid.  La vivienda consta de tres plantas distribuidas de la siguiente forma:  Planta principal donde se encuentran, amplio recibidor-distribuidor, gran salón-comedor, cuarto de estar (ambos con salida al porche terraza exterior), despacho, cocina con salida al jardín/piscina, habitación de servicio, baño completo y aseo de cortesía.  Planta primera, a la que se accede por una llamativa escalera con barandilla artesanal, distribuida en 6 dormitorios, dormitorio principal muy luminoso con baño en suite y amplio vestidor, con salida a gran terraza con vistas inmejorables, compartiendo dicha terraza con otra de las habitaciones, los otros 5 dormitorios amplios y luminosos con sus correspondientes armarios, comparten tres amplios baños completos.  Planta semisótano, cuenta con salón ideal para cuarto de juegos, cuarto de lavado y plancha, baño completo, gimnasio y gran garaje con garaje ventanas exteriores con capacidad para 5 coches.  La parcela consta de unos 1750 m2 de parcela con piscina y zona de barbacoa.  Esta espectacular vivienda está muy bien conservada debido al excelente mantenimiento practicado por la actual propiedad, siendo su construcción del año 1989, su aspecto general es extraordinario gracias a sus excelentes calidades constructivas.  Dentro de sus acabados tanto exteriores como interiores conviene resaltar; la fachada en ladrillo cerámico de gran calidad evitando su envejecimiento, los suelos de tarima maciza así como el extraordinario mármol y su diseño, carpintería exterior de PVC Kommerling, con vidrio doble Climalit y mecanismos oscilobatientes, baños con cerámica Porcelanosa.  Instalaciones: Calefacción por suelo radiante mediante caldera de gas alimentada por gas propano centralizado de la comunidad general (existiendo la posibilidad de enganchar a la red de gas natural), además la vivienda dispone de instalación centralizada de aire acondicionado por conductos con apoyo en todas las dependencias mediante Split independientes.  Gastos: - IBI 1.750 € - COMUNIDAD 108 €./mes.",True,good,False,2566.0,True,False,True,False,[],False,False,1450000.0,€,True,True,chalet,independantHouse,"Molino de la Hoz, Las Rozas de Madrid",Casa independiente,Molino de la Hoz,Molino de la Hoz,,,,,,,
109012766,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/83/f1/0d/1361687314.webp,QUIN1200026,14,290000.0,flat,sale,54.0,3,1,calle de la Virgen del Castañar,Madrid,Madrid,es,40.4374986,-3.6517705,False,https://www.idealista.com/inmueble/109012766/,"VOhome Quintana vende local-vivienda de 54 m2 en calle Virgen del Castañar, zona Concepción, distrito de Ciudad Lineal. Local exterior con acceso por el portal del edificio, totalmente reformado en vivienda con amplias estancias, distribuido en recibidor, tres dormitorios, armario empotrado en salón con cocina americana totalmente amueblada y equipada y baño completo. Medidas: Habitacion 1: 3.16m x 3m Habitación 2: 3.5m x 2.4m Habitación 3: 4.4m x 2.1m Altura 2.5m Salón 6m x 3.6m Cocina 2.2m x 2.3m Baño 2.7m x 1.5m Puerta exterior blindada. Excelente ubicación, muy comercial, con todos los servicios cerca y medios de transporte tanto metro como autobuses. ""Te financiamos tu vivienda hasta el 100% del valor de compraventa. Tipo de interés fijo: desde 2.25 % Tipo de interés variable: desde Er+0.25 % Para más información, llamar al teléfono gratuito "" Contacto Oficina calle Alcalá 339, Plaza Quintana frente a Docamar Tlno. fijo / móvil /.",False,good,False,5370.0,True,False,True,False,[],False,False,290000.0,€,,,flat,,"Concepción, Madrid",Piso en calle de la Virgen del Castañar,Ciudad Lineal,Concepción,st,True,False,,300000.0,10000.0,3.0
109173941,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/13/34/51/1353096187.webp,PR-C-799@TipoB,20,434000.0,flat,sale,167.0,4,2,"calle 1 el Postiguillo, 111",Madrid,Valdemoro,es,40.20177,-3.69531,True,https://www.idealista.com/obra-nueva/109173941/,"Nocedal II  Vive en Valdemoro: Espacios Modernos para Familias Actuales  En Valdemoro se alza una nueva promoción de viviendas que combina estilo, funcionalidad y bienestar. Se trata de una urbanización privada que ofrece pisos de 2, 3 y 4 dormitorios, diseñada pensando en la comodidad diaria de sus residentes. Ubicada en una zona joven y completamente desarrollada, se sitúa cerca del Hospital Infanta Elena y rodeada de centros escolares, servicios y zonas de ocio.  Tu Hogar con Terraza o un Ático  Las viviendas están pensadas para aprovechar al máximo los espacios exteriores. Disfruta de terrazas amplias con vistas despejadas y áticos con terrazas ideales para relajarse o compartir en familia. La mayoría de los pisos incluye dos plazas de aparcamiento y trastero, aportando funcionalidad y confort desde el primer día.  Entorno Residencial con Servicios Exclusivos  Este residencial ha sido concebido para cubrir las necesidades de toda la familia, con zonas comunes que marcan la diferencia: piscina s para adultos y niños, pista polideportiva, sala multifuncional y áreas recreativas infantiles. Un espacio donde el bienestar y el disfrute de cada miembro del hogar están garantizados.  Conexión Directa con Madrid y el Sur  Gracias a su excelente acceso a la A-4 y a la R-4, y a las líneas de autobús que lo conectan con la capital, vivir en esta promoción significa tener Madrid a solo unos minutos sin renunciar a la tranquilidad de un e ntorno más relajado. Una ubicación perfecta para quienes valoran la movilidad sin sacrificar calidad de vida.  Tecnología, Eficiencia y Confort  La construcción apuesta por la sostenibilidad y la innovación. Las viviendas cuentan con certificación energética A, ventilación mecánica, suelo radiante y refrigerante mediante aerotermia, sistema domótico y grandes ventanales que llenan los espacios de luz natural. Todo ello garantiza un consumo energético eficiente y una temperatura confortable todo el año.  Una Inversión Inteligente para Vivir o Rentabilizar  Valdemoro ofrece una excelente calidad de vida, con servicios completos, zonas verdes y una comunidad en constante crecimiento. Comprar aquí es una apuesta segura tanto para establecer tu hogar como para invertir con visión a largo plazo. Cercanía a Madrid, entorno familiar y buenas comunicaciones hacen de esta propuesta una opción muy atractiva en el sur de la Comunidad.  Entrega de llaves: Septiembre a diciembre 2027.",False,newdevelopment,True,2599.0,True,False,False,False,[],False,False,434000.0,€,True,True,flat,,"Hospital, Valdemoro","Piso en calle 1 el Postiguillo, 111",Hospital,,1,True,True,False,,,
106985077,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/77/71/5e/1355076100.webp,1533,18,359000.0,flat,sale,154.0,4,2,"calle Virgen de las Viñas, 17",Madrid,Madrid,es,40.3802011,-3.6086683,True,https://www.idealista.com/inmueble/106985077/,"* La propiedad se encuentra actualmente alquilada, gestionado contrato por la Comunidad de Madrid, se ofrecerá información precisa a quién le interese. La renta mensual actual es de aproximadamente 1.130€. Vivienda amplia, reformada en planta baja, resultado de la unión de dos pisos previamente independientes, ahora transformada en un hogar amplio y funcional. Reformada íntegramente hace 4 años, esta propiedad ofrece una distribución moderna que incluye cuatro habitaciones, ideales para familias o quienes busquen espacios versátiles, y dos baños completos diseñados para el confort diario. * DETALLE DE SUPERFICIES:. - Según ficha catastro: 149m2 de los que 135 corresponden a vivienda y 14 a elementos comunes. - Según Nota Simple Registral: 154m2. - Superficie útil aproximada, 129,8m2 Ubicada en una finca que dispone de portero físico, asegura comodidad y seguridad. Además, su situación es inmejorable: se encuentra próxima a la Parroquia de Santa Eugenia y bien comunicada mediante transporte público, con líneas de autobús y estación de Renfe que conectan rápidamente con Madrid. La vivienda cuenta con una cocina amplia y práctica, complementada por una despensa para maximizar el almacenamiento. Gracias a su orientación y diseño, disfruta de abundante luz natural y sol durante todo el día, creando un ambiente cálido y acogedor. * DETALLE DE GASTOS, entre las dos viviendas:. - IBI, aproximadamente 430€. - TASA BASURA: 134€ aproximadamente. - COMUNIDAD aproximadamente: 111€/MES . - DERRAMA POR TRABAJOS EN LA CUBIERTA 20/ MES (PENDIENTE DE DEFINIR DURACIÓN) *Nuestros honorarios serán por cuenta de la parte compradora por el 2% del importe de la venta final, aumentando el IVA correspondiente (21%), mediante factura de curso legal. Su tranquilidad, nuestra preocupación.",False,good,False,2331.0,True,False,True,False,[],False,False,359000.0,€,,,flat,,"Santa Eugenia, Madrid","Piso en calle Virgen de las Viñas, 17",Villa de Vallecas,Santa Eugenia,bj,True,True,,,,
107278266,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/c2/64/2e/1352014868.webp,,32,2250000.0,chalet,sale,650.0,7,7,Barrio Zona Pueblo,Madrid,Pozuelo de Alarcón,es,40.4462874,-3.8162175,False,https://www.idealista.com/inmueble/107278266/,"LuxHOME VENDE PROPIEDAD EN LOS ÁLAMOS DE BULARAS Ponemos a su disposición esta maravillosa propiedad para reforma TOTAL, con la ubicación más exclusiva dentro de la urbanización. Urbanización totalmente consolidada y que a día de hoy es de las zonas más demandadas junto a La Finca. Su maravillosa parcela de aproximadamente 2500 m2 hacen que en ella se pueda disfrutar del exterior a todos los niveles, deportivos y de ocio, ya sea con piscina, pista de padel, cancha de basket, etc.. . El interior de la vivienda está dividido en 3 viviendas individuales e independientes entre sí, comparten solamente el jardín, la zona de aparcamiento y el sótano.",False,renew,False,3462.0,True,False,True,False,[],False,False,2250000.0,€,True,True,chalet,independantHouse,"Zona Pueblo, Pozuelo de Alarcón",Casa independiente,Zona Pueblo,Zona Pueblo,,,,,,,
108828409,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/e1/4c/1356518439.webp,Chalet Robles 24,122,1245000.0,chalet,sale,186.0,8,4,CL ROBLE,Madrid,Madrid,es,40.463859,-3.6969103,False,https://www.idealista.com/inmueble/108828409/,"Pablos & Co. Real Estate gestiona la venta de este Exclusivo chalet con jardín privado en el corazón de Madrid. Zona: Sor Ángela de la Cruz – Infanta Mercedes – Bravo Murillo Ubicado en una de las zonas más tranquilas y céntricas de Madrid, y con variedad de posibilidades, este chalet adosado unifamiliar posee un total de 280 m² construidos distribuidos en 3 plantas y una 4ta planta abuhardillada, con un encantador jardín privado de 55 m² y dos plazas de garaje incluidas en el precio.  Espacios amplios, luz natural y confort en cada planta: * **Planta baja**: Elegante salón con recibidor y chimenea totalmente funcional para calentar las frías noches invernales madrileñas y un aseo de cortesía. * **Primera planta**: Zona social con varios salones, comedor y amplia y luminosa cocina con despensa de gran capacidad, más un baño completo. * **Segunda planta**: 4 dormitorios dobles; el principal con baño en suite y armarios empotrados, más un segundo baño. * **Tercera planta**: Espaciosa buhardilla muy luminosa, ideal para zona de lectura, trabajo u ocio.  ✨ Detalles que marcan la diferencia en esta propiedad: *Excelente e inmejorable ubicación. *Privacidad, discreción y seguridad. *Abundante luz y ventilación. * Escalera interior de mármol. *Ventanas de climalit  * Suelos de mármol y parquet. * Armarios empotrados con bastante almacenamiento. * Calefacción individual por gas natural * **2 plazas de garaje incluidas** * Posibilidad de entrega con reforma incluida. ¡NO PIERDA LA OPORTUNIDAD DE VER ESTA INCREÍBLE PROPIEDAD! Contáctanos para una visita.",False,good,False,6694.0,True,False,True,False,[],False,False,1245000.0,€,True,True,chalet,semidetachedHouse,"Cuzco-Castillejos, Madrid",Chalet pareado en CL Roble,Tetuán,Cuzco-Castillejos,,,,,1390000.0,145000.0,10.0
108083062,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/40/2c/7a/1333298973.webp,157V631,16,430000.0,flat,sale,49.0,1,1,calle del Espíritu Santo,Madrid,Madrid,es,40.4253423,-3.705741,False,https://www.idealista.com/inmueble/108083062/,"BARRIO DE MALASAÑA. Si quieres ser de los primeros en conocer nuestros pisos en alquiler o venta antes que se publiquen en los portales, síguen en Instagram: @servifincasmadrid. Aparatmento con aire acondicionado de 49 m2 distribuidos en un salón-comedor, una habitación doble, un baño (completo con bañera), cocina independiente y amueblada, suelo de parquet. Armarios empotrados, calefacción y trastero. Situado en una buena finca de 1976, con 2 ascensores y portero físico, en uno de los barrios más céntricos de Madrid. Cerca del meto Noviciado y Tribunal y a pocos minutos de andando de la Puerta del Sol y la Gran Via. ¿Quieres conocerlo? ¡Llámanos hoy!",False,good,False,8776.0,True,False,True,False,[],False,False,430000.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Espíritu Santo,Centro,Malasaña-Universidad,3,True,True,,,,
107329005,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/dc/09/31/1309729079.webp,,26,1950000.0,flat,sale,158.0,3,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,es,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329005/,"•PLANTA BAJA 3 DORMITORIOS SUPERFICIES 158 m2 +215 m2 de jardín/terrazas PRECIO: 1.400. 000 € Vivienda de 3 dormitorios ubicada en la planta baja.  Cuenta con zona de día y de noche rodeada de un gran jardín con piscina privada y una amplia terraza en fachada sur. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, en donde también se encuentra la cocina, abierta al comedor, y con salida al jardín. La zona de noche se compone por tres dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con acceso directo al jardín, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios secundarios tienen cuarto de baño en suite compartido. La vivienda cuenta con 2 plazas de garaje y trastero.",False,,True,12342.0,True,False,False,False,[],False,False,1950000.0,€,True,True,flat,,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",Zona Prado de Somosaguas - La Finca,La Finca,bj,True,True,False,,,
108716885,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/88/6b/bf/1354875193.webp,IL-05217,79,1250000.0,flat,sale,208.0,5,3,Barrio Ventilla-Almenara,Madrid,Madrid,es,40.4669584,-3.6923812,False,https://www.idealista.com/inmueble/108716885/,"EXCLUSIVO PISO EXTERIOR CON TERRAZA AL LADO DE PLAZA DE CASTILLA Se trata de un impresionante piso exterior, en una cuarta planta, con vistas inigualables, que te harán disfrutar de la mejor zona del barrio, a pocos metros de las cuatro torres y del paseo de la Castellana, una de las principales arterias de la capital, que constituye el centro neurálgico del barrio de Castilla. Esta propiedad tiene una buena distribución actualmente, pero los 208 metros construidos según catastro permiten rediseñar un nuevo proyecto que se adapte a todas las necesidades. En la actualidad tiene dos zonas con dos entradas independientes: la principal y la de servicio. Un total de cinco dormitorios, tres baños completos, un gran salón doble con ventana y gran terraza, cocina independiente con otra terraza a patio.  Cabe destacar la maravillosa luz natural que entra durante todo el día gracias a su orientación oeste. También sus altos techos potencian la luminosidad y amplitud del inmueble. Además, todas las estancias tienen grandes ventanales. Esta propiedad tiene incluida una buena plaza de garaje en el mismo edificio. El inmueble está situado en una finca señorial, cuidada, con calefacción central, portero físico, ascensores y de fácil acceso sin trabas arquitectónicas. Ubicado en una zona inmejorable ya que se encuentra en la zona norte de Madrid, cerca de las cuatro torres, con un gran intercambiador para facilitar las comunicaciones conectando varias líneas de metro, autobuses urbanos e interurbanos. Si quieres más información o visitar este fantástico ático, no lo dudes y ponte en contacto con nosotros, estaremos encantados de enseñártelo. Esta vivienda es de VPO de precio libre de venta y alquiler. Honorarios al comprador: 1% + IVA ** La información que se detalla en este anuncio, se muestra a título informativo, no es contractual ni vinculante y puede contener errores*.",False,renew,False,6010.0,True,False,True,False,[],False,False,1250000.0,€,True,True,flat,,"Ventilla-Almenara, Madrid",Piso,Tetuán,Ventilla-Almenara,4,True,True,,1320000.0,70000.0,5.0
109175715,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/bf/73/5d/1366507799.webp,LHV3282,25,750000.0,flat,sale,96.0,3,2,calle de Enrique Larreta,Madrid,Madrid,es,40.4677486,-3.6845662,False,https://www.idealista.com/inmueble/109175715/,"Tu piso reformado con terraza y en el en corazón Chamartín. Vivienda luminosa y con excelente distribución, compuesta por 3 dormitorios, 2 baños completos, un salón-comedor con salida directa a una agradable terraza, cocina independiente amueblada y hall recibidor con armario gabanero. Dispone de buenas calidades: suelos de tarima, carpintería interior lacada en blanco, ventanas climalit, armarios empotrados, aire acondicionado por splits y calefacción central. La terraza cuenta con toldo. El edificio ofrece ascensor y servicio de portería.  Gastos de comunidad: 250€/mes Ubicación privilegiada, en pleno Castilla–Chamartín: a solo 6 minutos de Plaza Castilla (Metro L1, L9 y L10, intercambiador de autobuses), a 7 minutos de Chamartín (Cercanías y AVE) y con varias líneas de autobús en la puerta. Un piso reformado, con terraza y en una de las mejores zonas para vivir en Madrid.",False,good,False,7813.0,False,False,False,False,[],False,False,750000.0,€,,,flat,,"Castilla, Madrid",Piso en calle de Enrique Larreta,Chamartín,Castilla,5,True,True,,,,
107329050,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/0f/e5/1309731369.webp,,26,1675000.0,flat,sale,158.0,3,3,"Avenida de Luis García Cereceda, 9",Madrid,Pozuelo de Alarcón,es,40.4056432,-3.7981778,True,https://www.idealista.com/obra-nueva/107329050/,"•PRIMERA PLANTA 3 DORMITORIOS SUPERFICIES 158 m2 +45 m2 de jardín/terrazas PRECIO: 1.675. 000 € Vivienda de 3 dormitorios en planta primera. Cuenta con el disfrute exclusivo de las terrazas situadas en fachada norte y sur, perfectas para estar en cualquier estación del año. ZONA DE DÍA Y DE NOCHE: Se accede a la vivienda a través del recibidor, en donde encontramos un aseo de cortesía y un cuarto de ropa, que a su vez, se comunica con el tendedero. Damos paso a un amplio salón-comedor orientado a sur, en donde también se encuentra la cocina, abierta al comedor, y con salida a la terraza. La zona de noche se compone por tres dormitorios, a los cuales se accede a través del distribuidor. El dormitorio principal, con terraza privada, cuenta con vestidor y un cómodo cuarto de baño con ducha, doble lavabo. Los dos dormitorios secundarios tienen cuarto de baño compartido y terraza privada en norte. La vivienda cuenta con 2 plazas de garaje y trastero.",False,newdevelopment,True,10601.0,True,False,False,False,[],False,False,1675000.0,€,True,True,flat,,"La Finca, Pozuelo de Alarcón","Piso en Avenida de Luis García Cereceda, 9",Zona Prado de Somosaguas - La Finca,La Finca,1,True,True,False,,,
109042912,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/fd/f3/38/1364822507.webp,3396-13034,33,236000.0,chalet,sale,129.0,3,3,CL MADROÑO,Madrid,San Martín de Valdeiglesias,es,40.3654462,-4.3946498,False,https://www.idealista.com/inmueble/109042912/,"¡Descubre este encantador chalet adosado en venta, ideal para quienes buscan comodidad y estilo! Con 129 m² construidos y una distribución en dos cómodas plantas, este hogar ha sido actualizado recientemente, ofreciendo un ambiente moderno y acogedor. En la planta baja, encontrarás una habitación que originalmente era un garaje, un aseo de cortesía y un amplio salón comedor que se conecta con una cocina totalmente equipada. Desde aquí, accedes a una terraza porche y a un jardín privado perfecto para disfrutar del aire libre. En la planta primera, se ubican tres amplias habitaciones, destacando la habitación suite con un gran armario empotrado y un baño completo exterior y con ducha. Además, hay otro completo que da servicio a las otras 2 habitaciones. Este chalet cuenta con calefacción de gas natural y aire acondicionado con bomba de calor/frio, asegurando un ambiente agradable durante todo el año. Las zonas comunes son otro de los grandes atractivos de esta propiedad, con una piscina y solárium donde podrás relajarte y disfrutar del sol. La orientación Este-Oeste permite que la luz natural inunde cada rincón del hogar. Con una parcela de 50 m², este chalet es la opción perfecta para quienes buscan un hogar en perfecto estado y listo para entrar a vivir. ¡No dejes pasar esta oportunidad!",False,good,False,1829.0,True,False,True,False,[],False,False,236000.0,€,True,True,chalet,terracedHouse,San Martín de Valdeiglesias,Chalet adosado en CL Madroño,,,,,,,,,
