propertyCode,thumbnail,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,externalReference,floor,exterior,neighborhood,hasLift,parkingSpace.parkingSpacePrice,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
101655390,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/9d/0a/6f/1321200118.webp,21,1650000.0,flat,sale,180.0,4,4,"calle de San Bartolomé, 29 -7",Madrid,Madrid,Centro,es,40.4219131,-3.6984668,True,https://www.idealista.com/inmueble/101655390/,"HOME SELECT vende en exclusiva este ideal y acogedor apartamento en el famoso Barrio de Chueca, en pleno centro de Madrid. Las calles alrededor dl mismo ofrecen una amplia variedad de tiendas y boutiques para todos los gustos. También podemos encontrar muchos cafés, bares y restaurantes excelentes con distintos estilos. La calle se encuentra a tan solo unos metros de la Plaza Zerolo donde se puede subir a la Terraza del Oscar y disfrutar de una magnífica vista de Madrid. Estar en el centro de Madrid te ofrece muchas facilidades para visitar las atracciones más interesantes e indispensables y poder disfrutar del verdadero estilo de vida de la ciudad. ESTE PISO SE VENDE CON OTRO IDÉNTICO Y CONTIGUO. Precio total de la transacción: 1.650.000€. IDEAL PARA INVERSORES. El acceso a transporte es inmejorable en esta ubicación, ya que se encuentra al lado de diferentes estaciones de metro muy transitadas, como son, Chueca, Sevilla y Gran vía. Pero si lo prefieren también hay rutas de autobús, y, por supuesto, taxis. Segunda planta exterior con una superficie de 90m2. Esta vivienda está segregada y actualmente puesta en alquiler corporativo. Se vende la vivienda matriz de 180m2 en total y segregada en dos viviendas de 90m2 cada una. La segregación es física y no registral. La distribución es la siguiente: la zona social está compuesta por un área abierta que hace de sala de estar -comedor. La cocina es abierta y está completamente equipada. Recibe mucha luz natural gracias a sus dos balcones a la calle. En su zona de noche, consta de dos dormitorios y dos baños, el principal en suite. El segundo dormitorios, doble. Se caracteriza por su estilo contemporáneo que combina color y paredes neutras con pisos de madera, creando una estancia muy agradable, además el amueblado consigue darle un ambiente acogedor.  EQUIPAMIENTO: El apartamento incluye un cómodo sofá, sillas y un gran televisor de pantalla plana. Este diseño abierto crea una experiencia íntima de cocina y comedor con espacio de preparación, además de una mesa para seis personas. Las habitaciones también son muy luminosas y con textiles frescos de alta calidad. Los huéspedes se benefician de la elección de dos baños, uno de ellos con ducha a ras de suelo y dos lavabos, ambos terminados con un impresionante diseño El salón está amueblado con un sofá de tres plazas, una butaca, una mesa de centro, Amazon Alexa y una lámpara de pie. Cuenta con una TV con soporte de pie y una mesa comedor para cuatro personas. La cocina es abierta y está completamente equipada. La vivienda consta de 2 dormitorios y dos baños. El dormitorio principal cuenta con una cama Queen de (1,50m x 2,00m), dos mesitas de noche con dos lámparas respectivamente, armarios empotrados, y baño en suite full equipado con ducha. El segundo dormitorio cuenta con dos camas (0,90 x 2,00m), una mesita de noche con una lámpara y armarios empotrados. El segundo cuarto de baño está full equipado y cuenta con ducha. Todo el piso cuenta con suelo de madera, excepto el cuarto de baño y la cocina que son de cerámica. Enlace al alquiler de la vivienda: (url oculto)  Alquiler desde 3.330€/mes.  ref:VPIS_159.",False,good,False,9167.0,False,False,False,False,[],False,False,1650000.0,€,,,flat,,"Chueca-Justicia, Madrid","Piso en calle de San Bartolomé, 29 -7",VPIS_159,2,True,Chueca-Justicia,True,,,,
109181632,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8c/20/a4/1366691702.webp,49,187000.0,flat,sale,62.0,2,1,CL JOSUE LILLO,Madrid,Madrid,Puente de Vallecas,es,40.3873816,-3.6684491,False,https://www.idealista.com/inmueble/109181632/,"✨ Tu nuevo hogar en San Diego – Vallecas ✨ Imagina levantarte cada mañana en un piso lleno de luz natural, con una terraza amplia donde disfrutar de tu café, leer o simplemente relajarte al final del día. Ahora es posible en esta vivienda situada en calle Josuelillo, en pleno corazón de San Diego, una de las zonas más comerciales y mejor comunicadas de Vallecas. Originalmente de tres habitaciones, el piso fue reformado y adaptado a dos dormitorios para ganar amplitud y confort. Hoy ofrece un espacio más abierto, moderno y práctico, ideal tanto para parejas como para familias que buscan un hogar cómodo y listo para entrar a vivir.  Características principales: -2 habitaciones (antes 3) amplias y luminosas. -Terraza soleada con espacio para mesa y sillas. -Piso en muy buen estado, no necesita reformas. -Salón con gran entrada de luz. -Cocina funcional y práctica. Ubicación excelente: zona comercial, con colegios, supermercados, farmacias y todo lo que necesitas a pie de calle. Además, la calle Josuelillo conecta fácilmente con el resto de Madrid. Estarás a minutos de transporte público, parques y con acceso rápido a la M-30 y M-40, lo que hace de esta vivienda no solo un hogar, sino también una inversión segura en una de las áreas más solicitadas de Vallecas. Un piso con encanto, amplitud y ubicación estratégica. Perfecto para quienes buscan calidad de vida en un barrio con alma y movimiento. � Llama ya y agenda tu visita. Ven a conocerlo y descubre cómo podría ser tu próxima etapa de vida.",True,good,False,3016.0,False,False,False,False,[],False,False,187000.0,€,,,flat,,"San Diego, Madrid",Piso en CL Josue Lillo,,2,True,San Diego,False,,,,
109149563,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/b9/d1/12/1365749036.webp,44,495000.0,chalet,sale,363.0,6,4,calle Encina,Madrid,Pedrezuela,,es,40.7620791,-3.6164107,False,https://www.idealista.com/inmueble/109149563/,"En Atalaya Real, Pedrezuela, a 30 minutos de Plaza de Castilla, ponemos a la venta este excelente chalet independiente de 363 metros construidos sobre una parcela de 526 m2, con piscina privada. Dispone de una perfecta distribución en tres plantas. Todas sus estancias gozan de una gran luminosidad y espectaculares vistas. La planta baja, o de acceso, consta de salón/comedor de unos 45 metros, gran cocina con isla, dos dormitorios, uno en suite, con baño completo y aseo de cortesía.  En la primera planta tenemos, cuatro amplísimos dormitorios, dos cuartos de baño completos y dos terrazas, desde donde se contemplan unas maravillosas vistas al pantano y unas bonitas puestas de sol. La planta semisótano está prácticamente diáfana para poder aparcar hasta cuatro coches. La casa está rodeada de un frondoso jardín, donde se encuentra la piscina, la zona de porche y la barbacoa. Por su excelente situación, junto al pueblo de Pedrezuela, la casa es perfecta para vivienda familiar permanente. Dispone de transporte público, bus en la puerta de la urbanización, la cual está situada muy próxima a la N-I.  Recomendamos su visita.",False,good,False,1364.0,True,False,False,False,[],False,False,495000.0,€,True,True,chalet,independantHouse,Pedrezuela,Casa independiente en calle Encina,,,,,,,,,
108594877,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/84/ea/1c/1349453182.webp,23,369000.0,flat,sale,104.0,4,2,"CL POLONIA, 4",Madrid,Leganés,El Carrascal,es,40.3394647,-3.7455581,True,https://www.idealista.com/inmueble/108594877/,"¡Descubre tu nuevo hogar en esta amplia vivienda de 100 m²! Situada en la tercera planta de un edificio de nueve alturas, con 2 ascensores, 3 vecinos por planta, portal sin barreras arquitectónicas ideal para personas con movilidad reducida, este piso cuenta con cuatro dormitorios espaciosos, ideales para toda la familia. Disfruta de la comodidad de tener dos baños, uno de ellos recientemente reformado, y un salón doble que se abre a una espectacular terraza descubierta, perfecta para disfrutar del aire libre. La propiedad incluye una plaza de garaje, lo que facilita el aparcamiento en la zona. Con calefacción central incluida en la comunidad y dos aires acondicionados, estarás cómodo durante todo el año. Las ventanas de climalit lacadas en blanco y el suelo de parque aportan un toque moderno y acogedor. Además, la vivienda ofrece vistas a un parque infantil, ideal para los más pequeños. La doble orientación garantiza luminosidad y ventilación en todas las estancias. No pierdas la oportunidad de personalizar este hogar a tu gusto, ya que se encuentra en segunda mano y necesita algunas reformas. ¡Ven a visitarlo y empieza a imaginar tu vida aquí!",False,renew,False,3548.0,True,False,False,False,[],False,False,369000.0,€,True,True,flat,,"El Carrascal, Leganés","Piso en CL Polonia, 4",,3,True,El Carrascal,True,,,,
109025712,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8f/b9/6c/1362042180.webp,20,1433250.0,flat,sale,133.0,2,2,calle del General Oráa,Madrid,Madrid,Barrio de Salamanca,es,40.4368914,-3.6778247,False,https://www.idealista.com/inmueble/109025712/,"XW30483-BT Property Partners tiene el placer de presentar un increíble piso de 133 m² reformado, amueblado, y equipado. Dispone de una ubicación excepcional, situado en una cuarta planta interior con orientación este, en el barrio de Lista, en el distrito de Salamanca. Este es el hogar perfecto para quienes buscan vivir en una de las zonas más atractivas y cercanas al Parque del Retiro.  La propiedad ofrece una distribución con un área de día amplia y abierta, integrando un gran salón, comedor, y cocina equipada con electrodomésticos de alta gama. Además cuenta con 2 habitaciones y 2 baños. Cabe destacar que el dormitorio principal incluye baño en suite y bañera empotrada.  Igualmente, el piso cuenta con numerosas comodidades, entre las que destacan aire acondicionado, ascensor, calefacción, y certificado energético.  No dudes en contactarnos para agendar tu visita. Property Partners, simplifica tu cambio.  CARACTERÍSTICAS: - Superficie total construida: 133 m2 - Superficie vivienda: 94 m2 - 2 habitaciones  - 2 baños - Cocina equipada con electrodomésticos de alta gama - Amueblado con diseño moderno hecho a la medida - IBI: 814.46€ - Comunidad: 268.02€ / mes ESPECIFICACIONES: - Aire acondicionado - Ascensor - Calefacción: comunitario - Certificado Energético - Interior Sobre el barrio:  El barrio de Lista, perteneciente al distrito de Salamanca, se caracteriza por ser una distinguida zona residencial en el corazón de Madrid. Cuenta con comercio de proximidad de gran calidad, incluyendo peluquerías, panaderías, farmacias, verdulerías, y carnicerías. Igualmente, representa un enclave perfectamente integrado en la red metropolitana, incluyendo diversas estaciones de autobús y las líneas de metro: L2, L4, L5, L6, L7, y L9.",True,good,False,10776.0,True,False,False,False,[],False,False,1433250.0,€,,,flat,,"Lista, Madrid",Piso en calle del General Oráa,52044,4,False,Lista,True,,,,
108722114,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/8d/29/1f/1353175391.webp,42,1712250.0,flat,sale,364.0,6,6,calle de la Costa Brava,Madrid,Madrid,Fuencarral,es,40.5005878,-3.7092683,False,https://www.idealista.com/inmueble/108722114/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. ¿Te imaginas disfrutando de tu hogar en propiedad en una excelente ubicación en una de las mejores zonas residenciales de Madrid? ¡Testa Homes lo hace realidad! *La vivienda y fotos publicadas corresponden a una vivienda tipo, para más información consulte a su gestor comercial. Vivienda TRIPLEX de 364m2 construidos y distribuidos en 3 alturas que necesita reforma y actualizarse siendo 6 habitaciones + 6 baños: Planta 1: Una habitación de servicio + baño en suite + amplia cocina de varias zonas + generoso salón con varios ambientes + 1 habitación con baño en suite y gran terraza con una parte cerrada. Planta: 4 habitaciones con baño en suite + vestidor en escaleras + segunda terraza  Planta 3: Gran Azotea 3 Plazas Parking + Trastero incluidos en el precio. Piscina Control Acceso y finca perimetrada. El inmueble está muy bien ubicado en una de las mejores zonas residenciales de Madrid, a pocos minutos del acceso a la M-30 y M40, así como de varias paradas de autobús y estaciones de metro como Paco de Lucía. La vivienda se encuentra rodeada por diversos parques y un sin fin de opciones de ocio y restauración, colegios, institutos, hospitales etc.  Horario de atención telefónica de lunes a viernes de 9:00 a 21:00 y sábados de 9:00 a 14:00 horas. Consulte condiciones y disponibilidad. **Las imágenes corresponden a un apartamento tipo. **Viviendas sujetas a disponibilidad. *Tour virtual de vivienda tipo. En Testa te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. También, si lo necesitas, te asesoramos y hacemos realidad la reforma de tu casa para que la disfrutes cómo si fuera nueva. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,4704.0,False,False,False,False,[],False,False,1712250.0,€,True,True,flat,,"Mirasierra, Madrid",Piso en calle de la Costa Brava,7713,7,True,Mirasierra,True,,,,
109058744,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/08/37/f3/1363152636.webp,42,875000.0,chalet,sale,318.0,6,7,"AV ARGENTINA, 42",Madrid,Villanueva de la Cañada,Villanueva de la Cañada,es,40.4432611,-3.9914813,True,https://www.idealista.com/inmueble/109058744/,"Situada en Av. Argentina 42, en una de las zonas más tranquilas y residenciales de Villanueva de la Cañada (Madrid), esta elegante propiedad combina diseño contemporáneo, amplitud y acabados de primera calidad. Dispone de una parcela de 362 m² con piscina privada, ideal para disfrutar del aire libre en un entorno privilegiado. Superficie construida: 318 m², distribuidos en tres plantas: Planta baja: 131,08 m² Planta ático: 46,62 m² Planta sótano: 140,35 m² Distribución Planta baja Acceso desde jardín privado y rampa de vehículos hacia el garaje Hall de entrada con patio de luces Escalera interior de comunicación 3 dormitorios, todos con baño en suite Aseo de cortesía Amplio salón-comedor con salida directa al jardín y piscina Cocina independiente con acceso al exterior Lavadero Planta primera (ático) Hall con acceso a terraza Dormitorio principal con baño en suite y terraza privada Planta sótano 2 dormitorios con baño en suite y salida a patio inglés común Hall de distribución con patio de luz Garaje para 2 coches Cuarto de instalaciones y sala de depuradora Sala multiusos con luz y ventilación natural Características y calidades Revestimientos y solados Porcelanosa Suelo radiante frío/calor mediante aerotermia Daikin Caldera de gas Ariston para ACS y calefacción por suelo radiante Placa solar de apoyo con depósito de gran capacidad, preparada para abastecer hasta 6 baños de manera simultánea Cocina totalmente equipada Fachada en mármol travertino Persianas eléctricas Piscina con depuradora Una vivienda diseñada para quienes valoran el confort, la eficiencia energética y la calidad de vida. Perfecta para familias que buscan amplitud, privacidad y un hogar exclusivo en una ubicación inmejorable.",True,good,False,2752.0,True,False,False,False,[],False,False,875000.0,€,True,True,chalet,terracedHouse,"Villanueva de la Cañada, Villanueva de la Cañada","Chalet adosado en Av Argentina, 42",,,,,,,,,
108278721,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/96/41/95/1339328698.webp,32,179900.0,flat,sale,56.0,1,1,calle del Molino de Viento,Madrid,Madrid,Centro,es,40.4260119,-3.70322,False,https://www.idealista.com/inmueble/108278721/,"Agencia inmobiliaria de Madrid-Tecnocasa Consulting Estudio Tribunal Centro vende planta baja/semisótano en el corazón de Madrid, en el barrio de Malasaña-Universidad. La vivienda está distribuida en la parte de la entrada por un pasillo que nos conecta con el resto de estancias. Siguiendo por el pasillo nos encontramos con el baño, completo con plato de ducha y recientemente reformado.  Dispone de un dormitorio amplio sin amueblar, que nos ofrece muchas posibilidades.  Por último, nos encontramos con el salón- cocina, con el mobiliario a estrenar, con placa vitrocerámica pero no equipada de electrodomésticos. Dispone de una ventana hacia el exterior a la misma calle Molino de Viento Es una gran oportunidad de tener una vivienda en pleno centro de Madrid la cual puede ofrecer una gran rentabilidad. En cuanto a los servicios que nos ofrece el edificio, cabe destacar que es una de las zonas mas demandadas de la capital. Donde todas las calles y rincones tienen un toque especial que combina la historia del lugar, con la modernidad de una gran ciudad como Madrid. Esta vivienda ubicada en plena zona de Malasaña, situada en el corazón de Madrid, cercana a las calles Gran Vía, Fuencarral, San Bernardo, Carranza, es una zona con gran personalidad que ha sabido reinventarse sin perder su alma. Es el lugar indicado para ir de tapas, descubrir comercios alternativos, iniciar una noche de fiesta o tomar una cerveza al sol en alguna de sus agradables terrazas. Comunicado por las estaciones de TRIBUNAL (L1 y L10), GRAN VÍA (L1 y L5) y CALLAO (L3 y 5), BILBAO (L4 Y L1) SAN BERNARDO (L2 y L4) y con todos los servicios próximos a la vivienda como líneas de autobús, bancos, comercios etc. Es sin duda, una oportunidad única de vivir en una de las mejores zonas del centro de Madrid. Para más información del inmueble no dude en contactarnos.",True,good,False,3213.0,True,False,True,False,[],False,False,179900.0,€,,,flat,,"Malasaña-Universidad, Madrid",Piso en calle del Molino de Viento,,ss,True,Malasaña-Universidad,False,,,,
108012832,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/63/2f/c0/1331176432.webp,21,600000.0,flat,sale,87.0,2,2,avenida del Planetario,Madrid,Madrid,Arganzuela,es,40.3957573,-3.6788359,False,https://www.idealista.com/inmueble/108012832/,"Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble. Oportunidad de inversión: inmueble en rentabilidad. Viviendas actualmente alquiladas. Consulte con nuestro Agente Comercial la información adicional sobre el inmueble y las condiciones especiales de compraventa. *No se admiten visitas a la vivienda Distribuidos en un hall que da acceso a las diferentes estancias de la vivienda, con aire acondicionado y un pequeño armario empotrado en el pasillo principal que ofrece un espacio de almacenaje adicional. Además, dispone de un luminoso salón con amplios ventanales de techo a suelo, la cocina reformada totalmente amueblada y con electrodomésticos de excelente calidad, también dispone de una zona de aseo cerrada con celosía.  La vivienda dispone de 2 dormitorios con amplios ventanales y armarios empotrados; el dormitorio principal cuenta un baño en suite con bañera, muebles y mampara. El baño secundario, dispone de acabados en porcelánico, plato de ducha y muebles. La vivienda dispone de calefacción individual en todas las estancias a través de conducto. Cuenta con suelos parqué, ventanas de aluminio en gris con Climalit y persianas motorizadas; y baños con cerámica y lavabo flotante. El inmueble está muy bien ubicado en Méndez Álvaro, muy próximo al acceso de la M-30, al lado del parque Tierno Galván, y rodeado de distintas opciones de restauración, colegios, institutos, centros comerciales, etc. Además dispone de fácil acceso a transporte público gracias a su cercanía a la estación de metro, cercanías e intercambiador de buses de Méndez Álvaro. *No se admiten visitas a la vivienda En Testa Homes, te acompañamos durante todo el proceso de compra de la vivienda y te contamos todo con la mayor transparencia. Además, te ponemos en contacto con un asesor financiero que te informará de las mejores condiciones disponibles. *En relación a los suministros de luz y agua, será necesario que el nuevo comprador realice el cambio de titularidad a su nombre. Con Testa Homes no pagas comisión ni honorarios de intermediación por tu inmueble.",False,good,False,6897.0,False,False,False,False,[],False,False,600000.0,€,True,True,flat,,"Legazpi, Madrid",Piso en avenida del Planetario,R10150,7,True,Legazpi,True,,,,
107552960,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/e0/39/ef/1315981136.webp,20,480000.0,flat,sale,96.0,3,2,calle del Convento,Madrid,Boadilla del Monte,Casco Antiguo,es,40.4070432,-3.8778109,False,https://www.idealista.com/inmueble/107552960/,"¡Descubre tu nuevo hogar en el corazón de Boadilla del Monte! Este espectacular piso de 96 m² ha sido reformado para ofrecerte el máximo confort y estilo. Ubicado en una segunda planta con ascensor, disfrutarás de una vivienda exterior y luminosa, perfecta para quienes valoran la luz natural. Consta de tres amplios dormitorios, uno de ellos con bañera y otro con plato de ducha, ideales para adaptarse a tus necesidades. Los armarios empotrados y las ventanas climalit aseguran un espacio funcional y bien aislado. La calefacción individual de gas y el suelo de madera de pergo proporcionan calidez y elegancia a cada estancia. Las puertas lacadas en blanco añaden un toque moderno y sofisticado. Además, contarás con una plaza de garaje independiente de 10 m² y un trastero de 5 m² para tu comodidad. Todo esto a tan solo 5 minutos del tren, facilitando tus desplazamientos diarios. No pierdas la oportunidad de vivir en un entorno privilegiado con todas las comodidades al alcance de tu mano. ¡Ven a verlo y enamórate!",False,good,False,5000.0,True,False,False,False,[],False,False,480000.0,€,True,True,flat,,"Casco Antiguo, Boadilla del Monte",Piso en calle del Convento,,2,True,,True,,500000.0,20000.0,4.0
108796812,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/01/f7/8f/1355982073.webp,23,220000.0,flat,sale,85.0,3,1,glorieta mirasierra,Madrid,Colmenar Viejo,Centro,es,40.6614692,-3.76963,False,https://www.idealista.com/inmueble/108796812/,"¡Descubre tu nuevo hogar! Este encantador piso en venta, ubicado en una segunda planta de esquina, ofrece una distribución ideal y una luminosidad excepcional. Con 85 m² construidos, cuenta con un pasillo distribuidor que te lleva a un acogedor salón, donde dos amplias ventanas y una puerta te dan acceso a una terraza perfecta para disfrutar del aire libre. La cocina está amueblada, equipada con vitrocerámica y campana, ideal para los amantes de la gastronomía. El piso tiene tres dormitorios, uno de ellos con un práctico armario empotrado de cuatro puertas, proporcionando un amplio espacio de almacenamiento. Además, el baño cuenta con bañera y mampara, ofreciendo comodidad y funcionalidad. La calefacción es de gas natural, complementada por radiadores que garantizan un ambiente cálido en invierno. Las ventanas dobles de aluminio y el suelo de parquet añaden un toque de elegancia y confort. Las zonas comunes incluyen jardines donde podrás relajarte y disfrutar de la naturaleza. La ubicación es inmejorable, con paradas de bus cercanas que conectan con todas las líneas de los pueblos aledaños. Además, estás a pocos minutos del centro comercial El Mirador, ambulatorio norte y diversos parques. Este piso es una oportunidad única para personalizar tu nuevo hogar a tu gusto.  ¡No dejes pasar esta ocasión y ven a visitarlo!",True,renew,False,2588.0,True,False,False,False,[],False,False,220000.0,€,,,flat,,"Centro, Colmenar Viejo",Piso en glorieta mirasierra,,2,True,,False,,,,
108043128,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/03/3e/54/1332110448.webp,24,228000.0,flat,sale,71.0,2,1,calle de Navalcarnero,Madrid,Colmenar Viejo,El Olivar - La Magdalena,es,40.6574947,-3.7663656,False,https://www.idealista.com/inmueble/108043128/,"Cruz&Asociados VENDE Precioso piso abuhardillado para entrar a vivir. Ideal para tu primera vivienda o para compra para invertir y luego alquilar.  Piso situado en planta segunda se distribuye a través de hall de entrada, salón comedor, cocina amueblada con muebles altos y bajos, terraza tipo tendedero, dos (2) dormitorios con armarios y cuarto de baño completo con ducha con columna hidromasaje. Calefacción y agua caliente individual eléctrica y cuenta además con estufa de pellet de apoyo. Bomba de aire frío y caliente en salón comedor. Edificio tranquilo con pocos vecinos. Situado cerca del Polideportivo Lorenzo Rico y de zona centro cuenta con todos los servicios ( educativos, financieros, farmacias, parada de autobús, etc) cerca. Cruz&Asociados NO COBRA HONORARIOS AL CLIENTE COMPRADOR. Agente de la Propiedad Inmobiliaria 1.367. Miembro de del Registro de Agentes Inmobiliarios de la Comunidad de Madrid 353. Contamos con seguro de Caución y de Responsabilidad Civil para tu tranquilidad.",False,good,False,3211.0,True,False,False,False,[],False,False,228000.0,€,,,flat,,"El Olivar - La Magdalena, Colmenar Viejo",Piso en calle de Navalcarnero,,2,True,,False,,,,
108785710,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1a/45/c5/1355071723.webp,16,849000.0,flat,sale,49.0,2,2,calle de Don Ramón de la Cruz,Madrid,Madrid,Barrio de Salamanca,es,40.4289045,-3.6761518,False,https://www.idealista.com/inmueble/108785710/,"Coldwell Banker Unique presenta este encantador piso en venta ubicado en la calle Don Ramón de la Cruz, en el exclusivo barrio de Lista, en Madrid. Con una superficie de 49 m², esta luminosa vivienda se sitúa en una séptima planta y ofrece una distribución funcional y acogedora. Dispone de dos habitaciones, dos baños, un cómodo salón comedor y una cocina completamente equipada. Actualmente se encuentra en obras, lo que brinda la oportunidad de estrenar una reforma a medida con acabados modernos y de calidad. La propiedad cuenta con aire acondicionado y calefacción de gas individual, lo que garantiza confort durante todo el año. Su excelente ubicación en una de las zonas más demandadas de Madrid lo convierte en una opción ideal tanto para vivir como para invertir. Visualización referencial. Elementos mostrados pueden diferir del resultado final.",False,good,False,17327.0,True,False,False,False,[],False,False,849000.0,€,,,flat,,"Goya, Madrid",Piso en calle de Don Ramón de la Cruz,CBUQ928,7,True,Goya,True,,,,
