propertyCode,thumbnail,externalReference,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,notes,topNewDevelopment,topPlus,priceInfo.price.amount,priceInfo.price.currencySuffix,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,parkingSpace.parkingSpacePrice,detailedType.typology,detailedType.subTypology,suggestedTexts.subtitle,suggestedTexts.title,newDevelopmentFinished,priceInfo.price.priceDropInfo.formerPrice,priceInfo.price.priceDropInfo.priceDropValue,priceInfo.price.priceDropInfo.priceDropPercentage
108917436,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/3d/79/de/1364071286.webp,3403-02774,43,4,325000.0,flat,sale,101.0,True,3,2,calle de Colombia,Madrid,Coslada,Valleaguado - La Cañada,es,,40.4267076,-3.5411208,False,https://www.idealista.com/inmueble/108917436/,"Amplia vivienda exterior con terraza y 3 dormitorios y grandes posibilidades.  En la emblemática calle Colombia de Coslada, se encuentra esta espaciosa vivienda exterior con una distribución excelente y muchísima luz natural  Con tres dormitorios, dos baños, un generoso salón-comedor de casi 22 m², una terraza de 10 m² y otra terraza office cerrada de 7,15 m², este piso ofrece un gran potencial para reformar y personalizar a tu gusto. La cocina tipo office proporciona amplitud y comodidad, ideal para el día a día. Además, el edificio cuenta con 2 ascensores, calefacción individual por gas natural y una comunidad familiar y tranquila, muy bien conservada. La vivienda necesita reforma, lo que representa una oportunidad perfecta tanto para quienes sueñan con diseñar su propio hogar como para inversores que buscan rentabilidad. Ubicación inmejorable con todos los servicios a tu alcance Situado en una de las zonas más consolidadas de Coslada, junto a comercios, colegios, centros de salud y amplias zonas verdes. La comunicación es excelente: Transporte público: Cercanías Renfe (líneas C2 y C7), estación de Metro (Línea 7), varias líneas de autobús, y fácil salida a la M-40, M-45 y A-2. Comercios y supermercados: Muy cerca de supermercados como Mercadona, Día, Carrefour y Ahorramas y otros servicios de proximidad. Entorno residencial y familiar, con parques, centros deportivos y una comunidad bien conectada con el centro de Madrid y el Corredor del Henares. Una excelente opción para quienes valoran el espacio, la luz, la ubicación y el potencial de reforma en una de las mejores zonas de Coslada. CONDICIONES GENERALES DE VISITA Y VENTA 1.Visitas a la propiedad Las visitas deberán ser programadas con una antelación mínima de 48 a 72 horas. La disponibilidad estará sujeta a confirmación por parte de la propiedad o de RE/MAX ABILITY. 2.Proceso de ofertas En caso de recibir múltiples propuestas de compra, se priorizará aquella que ofrezca el mayor valor económico, sin perjuicio de que la decisión final corresponda exclusivamente a la parte vendedora. Esta podrá aceptar o rechazar cualquier oferta, incluso si supera el precio publicado. 3.Precio y gastos asociados El precio de venta indicado no incluye los gastos derivados del proceso de compraventa, que correrán a cargo de la parte compradora, entre dichos gastos se incluyen, a título enunciativo pero no limitativo: honorarios notariales, inscripciones registrales, impuestos aplicables de la compra venta y cualquier otro coste derivado de la transmisión. 4.Bienes muebles Los muebles, electrodomésticos, vehículos, enseres u otros bienes muebles que pudieran aparecer en las imágenes publicadas no se incluyen en el precio de la compraventa, salvo que se indique expresamente lo contrario. 5.Carácter informativo Este anuncio tiene carácter meramente informativo y no constituye en ningún caso un documento contractual. La información contenida en el mismo podrá ser modificada, actualizada o corregida sin previo aviso, y puede estar sujeta a errores u omisiones involuntarias.",False,renew,False,True,3218.0,True,False,True,False,[],False,False,325000.0,€,,,,flat,,"Valleaguado - La Cañada, Coslada",Piso en calle de Colombia,,,,
109132603,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/65/21/1365298046.webp,P2 6B ,19,6,485900.0,flat,sale,103.0,True,2,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/109132603/,"¡EN CONSTRUCCIÓN! PISOS CON AMPLIAS TERRAZAS  Elige el hogar que más se adapta a tus necesidades en Residencial Toscana ¡85% de la promoción ya vendida y las obras ya están en marcha!  Todavía estás a tiempo de elegir la vivienda que mejor encaja contigo:  ¿Buscas algo funcional y acogedor? Tenemos pisos de 2 dormitorios ideales para empezar.  ¿Necesitas espacio para crecer? Elige entre opciones de 3 o 4 dormitorio s, perfectas para familias.  ¿Te encanta disfrutar del aire libre? Opta por un bajo con terraza o un ático con dos terrazas para vivir el exterior como nunca.  ¿Quieres más comodidad? Elige tu piso con o sin vestidor, según tus necesidades.  ¿Tienes coche? Dispones de viviendas con una o dos plazas de garaje incluida s.  Todo esto en El Cañaveral-Vicálvaro, una zona ya consolidadadel sureste de Madrid, con excelente proyección y calidad de vida. Y lo mejor: ¡Residencial Toscana ya está en construcción!  Tu piso a un paso del Parque Central en El Cañaveral  Ubicado en Calle Vereda de la Cebolla con Calle Ferenc Puskas, en El Cañaveral, una de las zonas más consolidadas del sureste de Madrid. A solo un paso del futuro Parque Central, disfrutarás de un entorno natural con fácil acceso a servicios y conexión directa con Madrid.  Viviendas eficientes y personalizables  Tu nuevo hogar contará con calificación energética A, aerotermia y paneles fotovoltaicos, lo que se traduce en ahorro y eficiencia energética. El sistema de suelo radiante-refrescante te proporcionará confort todo el año. Además, gracias al Programa de Libre Elección, podrás personalizar acabados y materiales para que cada rincón refleje tu estilo. Descubre todas las opciones disponibles para diseñar tu vivienda con nuestro Configurador de calidades. Espacios pensados para tu bienestar  Imagina tardes en familia: los niños en la zona infantil, tú relajándote junto a la piscina con depuración salina e iluminación nocturna, o disfrutando de un paseo por las zonas verdes. ¿Te gusta mantenerte activo? Dispones de gimnasio equipado y sala polivalente para tus actividades, reuniones o celebraciones. Todo sin salir de casa.  Tecnología al servicio de tu comodidad  Residencial Toscana incorpora soluciones inteligentes: preinstalación para recarga de vehículos eléctricos, parking para bicicletas, taquillas electrónicas y sistemas domóticos para controlar iluminación, temperatura y mucho más. Vive el futuro hoy.  Recorre tu futura vivienda sin moverte de casa  ¿Quieres conocer cómo será tu nuevo hogar antes de que esté terminado? En Residencial Toscana puedes hacerlo gracias a nuestro tour virtual interactivo. Explora el interior y las zonas comunes del residencial desde cualquier dispositivo. Una forma cómoda y realista de descubrir este proyecto, antes de tomar la decisión.  Ven a conocer tu nuevo hogar  Visítanos en nuestra oficina de ventas en Calle Ilusión esquina Avenida Miguel Delibes, en El Cañaveral, Vicálvaro. Descubre cómo Residencial Toscana combina diseño, sostenibilidad y calidad de vida en un entorno único.  ¡No dejes pasar esta oportunidad! Tu hogar ideal aún está disponible.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,,True,True,4717.0,True,False,False,False,[],False,False,485900.0,€,True,True,,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,False,,,
104627113,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/94/9a/03/1226541287.webp,EM-118,66,4,898000.0,flat,sale,211.0,True,3,3,calle Tramontana,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,Prado de Somosaguas,40.4068711,-3.7978267,False,https://www.idealista.com/inmueble/104627113/,"Vivienda en cuarta planta en urbanización privada en Prado de Somosaguas en Pozuelo de Alarcón con zonas verdes, piscina de adultos e infantil, pistas de pádel, pista multiusos, área de juegos infantiles y sala de reuniones y/o cumpleaños. Piso luminoso con una superficie de 142m2 útiles y distribuido en un hall con aseo de cortesía, un amplio salón con acceso a una terraza con vistas a la bonita urbanización, cocina amueblada y equipada con electrodomésticos, dos baños completos, uno de ellos, con plato de ducha y otro con bañera, y tres dormitorios(uno de ellos en suite). En el precio se incluyen dos amplias plazas de garajes y trastero. Memoria de calidades: Persianas eléctricas en el salón y el dormitorio principal. Armarios empotrados en todas las habitaciones, en el hall y en el pasillo revestidos. Aire acondicionado por conductos. Calefacción individual de gas natural. Vigilancia 24 horas. Ascensor. Excelentes comunicaciones por metro ligero y autobús, cercana a colegios, gimnasios, centros comerciales y al Hospital Quirón.",False,good,False,True,4256.0,True,False,True,False,[],False,False,898000.0,€,True,True,,flat,,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle Tramontana,,,,
109132613,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/65/21/1365298046.webp,P1 Bajo A ,19,bj,544900.0,flat,sale,164.0,True,3,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/109132613/,"¡EN CONSTRUCCIÓN! PISOS CON AMPLIAS TERRAZAS  Elige el hogar que más se adapta a tus necesidades en Residencial Toscana ¡85% de la promoción ya vendida y las obras ya están en marcha!  Todavía estás a tiempo de elegir la vivienda que mejor encaja contigo:  ¿Buscas algo funcional y acogedor? Tenemos pisos de 2 dormitorios ideales para empezar.  ¿Necesitas espacio para crecer? Elige entre opciones de 3 o 4 dormitorio s, perfectas para familias.  ¿Te encanta disfrutar del aire libre? Opta por un bajo con terraza o un ático con dos terrazas para vivir el exterior como nunca.  ¿Quieres más comodidad? Elige tu piso con o sin vestidor, según tus necesidades.  ¿Tienes coche? Dispones de viviendas con una o dos plazas de garaje incluida s.  Todo esto en El Cañaveral-Vicálvaro, una zona ya consolidadadel sureste de Madrid, con excelente proyección y calidad de vida. Y lo mejor: ¡Residencial Toscana ya está en construcción!  Tu piso a un paso del Parque Central en El Cañaveral  Ubicado en Calle Vereda de la Cebolla con Calle Ferenc Puskas, en El Cañaveral, una de las zonas más consolidadas del sureste de Madrid. A solo un paso del futuro Parque Central, disfrutarás de un entorno natural con fácil acceso a servicios y conexión directa con Madrid.  Viviendas eficientes y personalizables  Tu nuevo hogar contará con calificación energética A, aerotermia y paneles fotovoltaicos, lo que se traduce en ahorro y eficiencia energética. El sistema de suelo radiante-refrescante te proporcionará confort todo el año. Además, gracias al Programa de Libre Elección, podrás personalizar acabados y materiales para que cada rincón refleje tu estilo. Descubre todas las opciones disponibles para diseñar tu vivienda con nuestro Configurador de calidades. Espacios pensados para tu bienestar  Imagina tardes en familia: los niños en la zona infantil, tú relajándote junto a la piscina con depuración salina e iluminación nocturna, o disfrutando de un paseo por las zonas verdes. ¿Te gusta mantenerte activo? Dispones de gimnasio equipado y sala polivalente para tus actividades, reuniones o celebraciones. Todo sin salir de casa.  Tecnología al servicio de tu comodidad  Residencial Toscana incorpora soluciones inteligentes: preinstalación para recarga de vehículos eléctricos, parking para bicicletas, taquillas electrónicas y sistemas domóticos para controlar iluminación, temperatura y mucho más. Vive el futuro hoy.  Recorre tu futura vivienda sin moverte de casa  ¿Quieres conocer cómo será tu nuevo hogar antes de que esté terminado? En Residencial Toscana puedes hacerlo gracias a nuestro tour virtual interactivo. Explora el interior y las zonas comunes del residencial desde cualquier dispositivo. Una forma cómoda y realista de descubrir este proyecto, antes de tomar la decisión.  Ven a conocer tu nuevo hogar  Visítanos en nuestra oficina de ventas en Calle Ilusión esquina Avenida Miguel Delibes, en El Cañaveral, Vicálvaro. Descubre cómo Residencial Toscana combina diseño, sostenibilidad y calidad de vida en un entorno único.  ¡No dejes pasar esta oportunidad! Tu hogar ideal aún está disponible.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,3323.0,True,False,False,False,[],False,False,544900.0,€,True,True,,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,False,,,
109132572,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/de/65/21/1365298046.webp,P1 6A ,19,6,604900.0,flat,sale,133.0,True,4,2,vereda de la Cebolla s/n,Madrid,Madrid,Vicálvaro,es,El Cañaveral,40.3997161,-3.5467341,True,https://www.idealista.com/obra-nueva/109132572/,"¡EN CONSTRUCCIÓN! PISOS CON AMPLIAS TERRAZAS  Elige el hogar que más se adapta a tus necesidades en Residencial Toscana ¡85% de la promoción ya vendida y las obras ya están en marcha!  Todavía estás a tiempo de elegir la vivienda que mejor encaja contigo:  ¿Buscas algo funcional y acogedor? Tenemos pisos de 2 dormitorios ideales para empezar.  ¿Necesitas espacio para crecer? Elige entre opciones de 3 o 4 dormitorio s, perfectas para familias.  ¿Te encanta disfrutar del aire libre? Opta por un bajo con terraza o un ático con dos terrazas para vivir el exterior como nunca.  ¿Quieres más comodidad? Elige tu piso con o sin vestidor, según tus necesidades.  ¿Tienes coche? Dispones de viviendas con una o dos plazas de garaje incluida s.  Todo esto en El Cañaveral-Vicálvaro, una zona ya consolidadadel sureste de Madrid, con excelente proyección y calidad de vida. Y lo mejor: ¡Residencial Toscana ya está en construcción!  Tu piso a un paso del Parque Central en El Cañaveral  Ubicado en Calle Vereda de la Cebolla con Calle Ferenc Puskas, en El Cañaveral, una de las zonas más consolidadas del sureste de Madrid. A solo un paso del futuro Parque Central, disfrutarás de un entorno natural con fácil acceso a servicios y conexión directa con Madrid.  Viviendas eficientes y personalizables  Tu nuevo hogar contará con calificación energética A, aerotermia y paneles fotovoltaicos, lo que se traduce en ahorro y eficiencia energética. El sistema de suelo radiante-refrescante te proporcionará confort todo el año. Además, gracias al Programa de Libre Elección, podrás personalizar acabados y materiales para que cada rincón refleje tu estilo. Descubre todas las opciones disponibles para diseñar tu vivienda con nuestro Configurador de calidades. Espacios pensados para tu bienestar  Imagina tardes en familia: los niños en la zona infantil, tú relajándote junto a la piscina con depuración salina e iluminación nocturna, o disfrutando de un paseo por las zonas verdes. ¿Te gusta mantenerte activo? Dispones de gimnasio equipado y sala polivalente para tus actividades, reuniones o celebraciones. Todo sin salir de casa.  Tecnología al servicio de tu comodidad  Residencial Toscana incorpora soluciones inteligentes: preinstalación para recarga de vehículos eléctricos, parking para bicicletas, taquillas electrónicas y sistemas domóticos para controlar iluminación, temperatura y mucho más. Vive el futuro hoy.  Recorre tu futura vivienda sin moverte de casa  ¿Quieres conocer cómo será tu nuevo hogar antes de que esté terminado? En Residencial Toscana puedes hacerlo gracias a nuestro tour virtual interactivo. Explora el interior y las zonas comunes del residencial desde cualquier dispositivo. Una forma cómoda y realista de descubrir este proyecto, antes de tomar la decisión.  Ven a conocer tu nuevo hogar  Visítanos en nuestra oficina de ventas en Calle Ilusión esquina Avenida Miguel Delibes, en El Cañaveral, Vicálvaro. Descubre cómo Residencial Toscana combina diseño, sostenibilidad y calidad de vida en un entorno único.  ¡No dejes pasar esta oportunidad! Tu hogar ideal aún está disponible.  *Las imágenes publicadas y la distribución del mobiliario son orientativas y no tienen carácter contractual. *La jardinería, el mobiliario urbano y el amueblamiento son ficticios y solo es válido a efectos decorativos. *Las superficies, los materiales y detalles arquitectónicos son aproximadas y pueden sufrir variaciones por necesidades técnicas.",True,newdevelopment,True,True,4548.0,True,False,False,False,[],False,False,604900.0,€,True,True,,flat,,"El Cañaveral, Madrid",Piso en vereda de la Cebolla s/n,False,,,
108564886,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/7e/f1/1e/1350623928.webp,0015-07365,49,1,384000.0,flat,sale,107.0,True,3,1,Barrio Pueblo Nuevo,Madrid,Madrid,Ciudad Lineal,es,Pueblo Nuevo,40.4328153,-3.638984,False,https://www.idealista.com/inmueble/108564886/,"PISO CON TERRAZA DE ENSUEÑO EN CIUDAD LINEAL, JUNTO A CALLE ALCALÁ ¿Imaginas disfrutar de un oasis privado de casi 100 m² sin salir de Madrid? Ponemos a la venta esta magnífica y versátil vivienda con una espectacular terraza de uso privado de 94 m², ubicada en una de las zonas más consolidadas y mejor conectadas de Ciudad Lineal, en el entorno de las calles Alcalá, Ascao y Hermanos García Noblejas. Presentamos una propiedad que ofrece una doble oportunidad excepcional: la comodidad de un hogar listo para entrar a vivir y el potencial ilimitado para convertirse en el proyecto de reforma de tus sueños. EL HOGAR QUE ES HOY: AMPLITUD Y CONFORT PARA TU FAMILIA La vivienda, situada en la primera planta de una finca tranquila, se encuentra en buen estado de conservación, permitiéndote instalarte cómodamente desde el primer día. Su distribución actual cuenta con tres dormitorios amplios y un cuarto de baño completo, ofreciendo un espacio funcional y acogedor para toda la familia. La propiedad incluye, además, un práctico almacén o trastero de 11 m², ideal para mantener el orden. Es la solución perfecta para quienes buscan mudarse sin complicaciones y empezar a disfrutar de su nuevo hogar y, sobre todo, de su increíble terraza. EL HOGAR QUE PUEDE SER MAÑANA: UN LIENZO EN BLANCO CON INFINITAS POSIBILIDADES Para los compradores con visión de futuro, este piso es un auténtico tesoro. Sus 107 m² construidos (datos del Catastro) y su distribución actual son el punto de partida ideal para una reforma a medida que la convierta en una vivienda de revista. •Crea un segundo baño: La vivienda cuenta con dos cocinas, una de ellas ideal para reconvertirse fácilmente en un aseo o un segundo baño, una de las mejoras más demandadas y que revalorizará la propiedad. •Diseña un espacio abierto: Imagina un moderno salón-comedor con cocina integrada, creando una zona de día diáfana y luminosa conectada directamente con la gran terraza. •El exterior es tu nuevo salón: La terraza de 94 m² te permite diseñar diferentes ambientes: zona chill-out, comedor de verano, área de juegos para niños, un huerto urbano o el paraíso para tus mascotas. UBICACIÓN Y ESTILO DE VIDA: EL ENCANTO DE UN BARRIO CON TODO A MANO Situado en un entorno residencial familiar y tranquilo, tendrás la ventaja de vivir cerca de zonas como Arturo Soria, pero con la autenticidad y cercanía de la vida de barrio. Dispondrás de todos los servicios a pocos pasos: •Comercios y Ocio: Tiendas de toda la vida, supermercados como Lidl y Mercadona, y el Centro Comercial Alcalá Norte. •Servicios: Centros educativos de calidad, farmacias y centros de salud. •Transporte Inmejorable: Excelentes conexiones con varias líneas de Metro (Ascao y Pueblo Nuevo) y múltiples líneas de autobús (4, 28, 38, 48, 70, 105...). Además, cuenta con acceso rápido a las autovías M-30, M-40 y A-2. Pocas propiedades en Madrid ofrecen un espacio exterior de estas dimensiones. Es una oportunidad tanto para familias que buscan espacio como para inversores que reconocen el enorme potencial de una vivienda única. No dejes escapar esta joya. Llámame hoy mismo para concertar una visita y ven a descubrir todo su potencial.",True,good,False,False,3589.0,True,False,True,False,[],False,False,384000.0,€,,,,flat,,"Pueblo Nuevo, Madrid",Piso,,390000.0,6000.0,2.0
108808216,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/1c/a2/16/1356927972.webp,EM-136,76,2,1095000.0,flat,sale,261.0,True,4,3,calle Cierzo,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,Prado de Somosaguas,40.4079981,-3.7910968,False,https://www.idealista.com/inmueble/108808216/,"Inmueble de lujo en una de las urbanizaciones privadas más lujosas de Prado de Somosaguas en Pozuelo de Alarcón con amplias zonas verdes, piscina de adultos e infantil, área de juegos infantiles, dos pistas de pádel, pista de tenis, campo de fútbol, sala de reuniones y/o cumpleaños. La vivienda en segunda planta, con orientación norte y sur, con una superficie útil de 184m2 útiles con vistas a la urbanización. La distribución es la siguiente: Hall de entrada, amplio salón principal con comedor de unos 35 m2, con acceso a una terraza con vistas a la urbanización, despacho, tres dormitorios, tres baños (dos de ellos en suite), cocina amueblada con office con electrodomésticos, despensa y terraza interior con tendedero. No cobramos honorarios al comprador! Memoria de calidades:  Armarios empotrados revestidos en toda la vivienda.  Suelos de tarima flotante.  Caja fuerte.  Persianas eléctricas en toda la vivienda.  Carpintería exterior con doble ventana en habitaciones exteriores a la urbanización.  Carpintería interior lacada en blanco con manillas doradas.  Calefacción individual de gas natural con caldera JUNKERS de 5 años aprox.  Vigilancia 24 horas.  En el precio se incluyen dos plazas de garaje y trastero. La zona de Prado de Somosaguas dispone de múltiples servicios como colegios (Británico, Retamar, Instituto Veritas, Monte Tabor), supermercados (Carrefour, BM, El Corte Inglés, La Despensa, Alcampo), gimnasio Body Factory, centro de salud Somosaguas, Hospital Quirón, centro comercial prado de Somosaguas con cafeterías, clínica dental, autoescuela,.. . ) y cines Kinépolis. Excelentes comunicaciones con carreteras M-40, M-500 (Boadilla del Monte), A-6 y con varias líneas de autobuses y metro ligero directo a estación de Colonia Jardín de metro de Madrid.",False,good,False,True,4195.0,True,False,True,False,[],False,False,1095000.0,€,True,True,,flat,,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle Cierzo,,,,
106819656,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/2d/4a/d9/1345501403.webp,,53,4,899000.0,flat,sale,75.0,False,2,1,calle del Monte Esquinza,Madrid,Madrid,Chamberí,es,Almagro,40.4301228,-3.6923743,False,https://www.idealista.com/inmueble/106819656/,"Pisazo en venta calle Monte Esquinza de las mejores zonas de Madrid, zona chamberi cerca de calle Genova y metro Colon, con todos los servicios que necesitas a tu alrededor, restaurantes, transporte, tiendas. 75m2 muy bien aprovechados de 2 dormitorios, 4 ° interior muy luminoso. Finca clásica muy bonita, techos altos y un patio interior precioso, muy bien cuidado. Electrodomésticos Miele tope gama, cocina top, Korian, extractor en encimera  No pierdas la oputunidad.",False,good,False,True,11987.0,True,False,True,False,[],False,False,899000.0,€,,,,flat,,"Almagro, Madrid",Piso en calle del Monte Esquinza,,,,
108580182,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/89/f0/c5/1349090777.webp,EM-134,71,1,980000.0,flat,sale,183.0,True,4,2,calle José Ribera,Madrid,Pozuelo de Alarcón,Zona Prado de Somosaguas - La Finca,es,Prado de Somosaguas,40.4046087,-3.7887587,False,https://www.idealista.com/inmueble/108580182/,"¡Sin honorarios al comprador! Vivienda de lujo en urbanización privada ""Jardines de Somosaguas"", Pozuelo de Alarcón, con zonas verdes, piscina de adultos e infantil, pista de pádel, pista multiusos (baloncesto y fútbol), área de juegos infantiles, sala de reuniones y cumpleaños, sala de bicicletas y sala de fitness equipada. Inmueble con una superficie de 183m2 construidos y totalmente exterior, distribuido en un hall, amplio salón con acceso a la terraza, cocina con tendedero amueblada con electrodomésticos, dos baños completos uno con plato de ducha y otro con bañera, cuatro dormitorios, el principal en suite con amplio vestidor. En el precio se incluyen DOS plazas de garaje y trastero de unos 7m2 aproximadamente. Memoria de calidades: Vestidor en el dormitorio principal. Tarima laminada en salón, hall, dormitorios y distribuidor. Gres en cocina, tendedero y terraza. Armarios empotrados con iluminación led en todas las habitaciones y revestidos. Puerta de entrada acorazada. Calefacción por suelo radiante con contador individual por caldera de gas centralizada en cubierta. Aire acondicionado por conductos. Ventanas oscilobatientes con doble acristalamiento. Persianas eléctricas. Video portero automático. Instalación de domótica que incluye sistema de control de encendido y apagado de calefacción, persianas, temperatura de climatización y fugas de agua. Vigilancia 24 horas. Ascensor. Bien comunicado por transporte público con parada cercana de Metro ML2-Prado de la Vega, y paradas de Autobuses 5 58, N902. Por carretera accesos a la M501, A5 y M40. "". Colegios cercanos, British Council, Veritas, Monte Tabor y universidades cercanas CEU Montepríncipe, el Campus de Somosaguas de la Universidad Complutense de Madrid (UCM).",False,good,False,True,5355.0,True,False,True,False,[],False,False,980000.0,€,True,True,,flat,,"Prado de Somosaguas, Pozuelo de Alarcón",Piso en calle José Ribera,,,,
105906564,https://img4.idealista.com/blur/480_360_mq/0/id.pro.es.image.master/20/38/0a/1276634116.webp,9212##9212_0027_PE0001,98,,599000.0,chalet,sale,404.0,,5,5,"calle Real, 11",Madrid,Rascafría,,es,,40.9142859,-3.8539003,True,https://www.idealista.com/inmueble/105906564/,"Altamira doValue comercializa en exclusiva esta especial vivienda diseñada a capricho, con una distribución de entreplanta y una perfecta ubicación en plena sierra de Madrid, si buscas inspiración, tranquilidad y eres un amante de la montaña pero no quieres renunciar a ninguna comodidad, sin duda, está es tu oportunidad.Entre las calidades y comodidades de la propiedad, cabe destacar: placas termosolares, suelo radiante, chimenea suspendida, sistema de aspiración centralizado, los materiales de construcción, aislamiento y recubrimiento de paredes son de alta calidad, ventanas aislantes, estancias de gran amplitud, etc.Distribución de la vivienda:Buhardilla, actualmente es una zona de spa, de doble altura, cuenta con un jacuzzi y ducha, con unas vistas espectaculares a la sierra.Planta dormitorio, se distribuye en 3 habitaciones, las tres cuentan con baño en suite, la habitación principal tiene un amplio vestidor, gran ventanal con vistas a la sierra. Las habitaciones secundarias son gemelas, ambas con ventanas en los extremos y en los laterales, gran luminosidad y espacio.Planta de despacho, se trata de una entreplanta que cuenta con gran luminosidad y vista de gran amplitud sobre toda la vivienda, pero aislada mediante cristaleras y aseo.Planta baja, en esta planta se encuentra una amplia cocina que cuenta con una isla, cuenta con el montacargas que conecta directamente con el sótano para ayudar aún más en la distribución de la logística, adicional, también se puede acceder a ella por exterior trasero de la vivienda. Siguiendo por la cocina hacia el interior de la vivienda encontramos las escaleras que van hacia la zona dormitorio y despacho o bien seguimos hacia el recibidor de la vivienda, pudiendo ver el gran salón.Planta -1, en esta planta encontramos un gran salón con diferentes espacios, cabe destacar que el salón tiene la altura de dos plantas de la vivienda, también cuenta con la chimenea suspendida de diseño vanguardista. Tenemos acceso a un aseo y además, acceso a un gran sótano donde encontramos toda la maquinaria relacionada con la climatización, agua, aspiración centralizado y conexión con el montacargas, facilitando cualquier actividad.Oteruelo del Valle es una localidad perteneciente al municipio madrileño de Rascafría. Situada en el valle del Lozoya, en la zona noroeste de la provincia, las poblaciones más cercanas son Alameda del Valle, a 1,4 km, Rascafría (2,3 km) y Pinilla del Valle (2,8 km) En esta localidad destaca sobre todo la espadaña de su iglesia. Nuevas y viejas construcciones salpican el casco urbano. Esta localidad ofrece bellos paseos por sus viejos caminos que no hay que perderse. Además, tiene muy fácil acceso a la salida 69 de la A-1 y cuenta con el BUS 194 comunicando así con Madrid centro, por último, destacar sus innumerables rutas tan conocidas en la sierra madrileña.",False,good,False,,1483.0,True,False,True,False,[],False,False,599000.0,€,,,,chalet,independantHouse,Rascafría,"Casa independiente en calle Real, 11",,,,
